date,대리운전어플
2020-06-20,23.72372
2020-06-21,20.72072
2020-06-22,21.32132
2020-06-23,27.32732
2020-06-24,30.63063
2020-06-25,30.63063
2020-06-26,31.53153
2020-06-27,21.02102
2020-06-28,14.41441
2020-06-29,35.43543
2020-06-30,25.52552
2020-07-01,35.13513
2020-07-02,24.92492
2020-07-03,25.82582
2020-07-04,27.62762
2020-07-05,16.51651
2020-07-06,18.91891
2020-07-07,25.52552
2020-07-08,27.92792
2020-07-09,24.62462
2020-07-10,28.22822
2020-07-11,18.31831
2020-07-12,21.32132
2020-07-13,24.62462
2020-07-14,30.33033
2020-07-15,23.72372
2020-07-16,21.32132
2020-07-17,21.02102
2020-07-18,24.92492
2020-07-19,18.31831
2020-07-20,24.92492
2020-07-21,23.12312
2020-07-22,27.92792
2020-07-23,27.62762
2020-07-24,25.82582
2020-07-25,21.02102
2020-07-26,23.42342
2020-07-27,19.51951
2020-07-28,27.32732
2020-07-29,27.32732
2020-07-30,20.42042
2020-07-31,24.02402
2020-08-01,16.81681
2020-08-02,15.01501
2020-08-03,23.42342
2020-08-04,19.81981
2020-08-05,24.32432
2020-08-06,21.62162
2020-08-07,19.51951
2020-08-08,25.52552
2020-08-09,17.41741
2020-08-10,24.32432
2020-08-11,20.72072
2020-08-12,21.92192
2020-08-13,19.21921
2020-08-14,23.12312
2020-08-15,20.42042
2020-08-16,16.21621
2020-08-17,22.52252
2020-08-18,14.71471
2020-08-19,18.01801
2020-08-20,15.31531
2020-08-21,22.22222
2020-08-22,21.02102
2020-08-23,11.71171
2020-08-24,17.41741
2020-08-25,17.71771
2020-08-26,21.62162
2020-08-27,19.81981
2020-08-28,16.81681
2020-08-29,14.71471
2020-08-30,9.6096
2020-08-31,16.51651
2020-09-01,12.91291
2020-09-02,16.81681
2020-09-03,15.31531
2020-09-04,21.32132
2020-09-05,12.01201
2020-09-06,11.71171
2020-09-07,14.71471
2020-09-08,14.41441
2020-09-09,21.32132
2020-09-10,22.52252
2020-09-11,19.21921
2020-09-12,17.11711
2020-09-13,9.6096
2020-09-14,13.81381
2020-09-15,18.61861
2020-09-16,24.92492
2020-09-17,17.41741
2020-09-18,17.41741
2020-09-19,15.01501
2020-09-20,14.71471
2020-09-21,16.81681
2020-09-22,18.91891
2020-09-23,18.01801
2020-09-24,22.52252
2020-09-25,23.72372
2020-09-26,20.42042
2020-09-27,19.21921
2020-09-28,19.21921
2020-09-29,13.81381
2020-09-30,21.32132
2020-10-01,20.72072
2020-10-02,25.82582
2020-10-03,22.52252
2020-10-04,11.41141
2020-10-05,18.31831
2020-10-06,21.02102
2020-10-07,21.32132
2020-10-08,23.42342
2020-10-09,28.52852
2020-10-10,17.11711
2020-10-11,18.01801
2020-10-12,19.21921
2020-10-13,18.91891
2020-10-14,21.32132
2020-10-15,19.81981
2020-10-16,20.72072
2020-10-17,29.72972
2020-10-18,18.61861
2020-10-19,27.62762
2020-10-20,25.52552
2020-10-21,25.82582
2020-10-22,26.72672
2020-10-23,28.82882
2020-10-24,18.61861
2020-10-25,17.11711
2020-10-26,20.42042
2020-10-27,20.42042
2020-10-28,28.82882
2020-10-29,28.52852
2020-10-30,25.22522
2020-10-31,29.12912
2020-11-01,24.92492
2020-11-02,18.61861
2020-11-03,28.52852
2020-11-04,22.82282
2020-11-05,15.31531
2020-11-06,25.52552
2020-11-07,21.62162
2020-11-08,20.12012
2020-11-09,15.61561
2020-11-10,18.91891
2020-11-11,24.62462
2020-11-12,25.52552
2020-11-13,20.42042
2020-11-14,20.12012
2020-11-15,14.41441
2020-11-16,21.92192
2020-11-17,21.92192
2020-11-18,20.42042
2020-11-19,33.63363
2020-11-20,26.42642
2020-11-21,16.51651
2020-11-22,20.12012
2020-11-23,17.71771
2020-11-24,19.21921
2020-11-25,19.81981
2020-11-26,18.31831
2020-11-27,14.71471
2020-11-28,18.31831
2020-11-29,17.71771
2020-11-30,16.51651
2020-12-01,14.41441
2020-12-02,19.21921
2020-12-03,12.61261
2020-12-04,18.31831
2020-12-05,16.51651
2020-12-06,16.81681
2020-12-07,10.81081
2020-12-08,14.11411
2020-12-09,19.51951
2020-12-10,21.32132
2020-12-11,21.62162
2020-12-12,18.61861
2020-12-13,13.81381
2020-12-14,18.91891
2020-12-15,16.81681
2020-12-16,14.11411
2020-12-17,15.31531
2020-12-18,15.61561
2020-12-19,15.01501
2020-12-20,6.9069
2020-12-21,18.61861
2020-12-22,12.31231
2020-12-23,14.11411
2020-12-24,17.11711
2020-12-25,11.71171
2020-12-26,14.71471
2020-12-27,9.6096
2020-12-28,19.21921
2020-12-29,18.61861
2020-12-30,16.21621
2020-12-31,13.51351
2021-01-01,12.01201
2021-01-02,18.61861
2021-01-03,13.51351
2021-01-04,18.01801
2021-01-05,21.02102
2021-01-06,14.11411
2021-01-07,15.31531
2021-01-08,17.11711
2021-01-09,15.61561
2021-01-10,15.31531
2021-01-11,18.61861
2021-01-12,17.71771
2021-01-13,22.82282
2021-01-14,21.02102
2021-01-15,36.93693
2021-01-16,21.32132
2021-01-17,15.61561
2021-01-18,16.21621
2021-01-19,26.12612
2021-01-20,27.32732
2021-01-21,31.53153
2021-01-22,27.32732
2021-01-23,24.02402
2021-01-24,27.62762
2021-01-25,21.92192
2021-01-26,29.42942
2021-01-27,24.92492
2021-01-28,23.42342
2021-01-29,21.62162
2021-01-30,22.82282
2021-01-31,22.22222
2021-02-01,19.51951
2021-02-02,30.03003
2021-02-03,21.02102
2021-02-04,20.12012
2021-02-05,32.73273
2021-02-06,20.42042
2021-02-07,13.81381
2021-02-08,29.12912
2021-02-09,30.33033
2021-02-10,24.02402
2021-02-11,18.61861
2021-02-12,22.22222
2021-02-13,21.02102
2021-02-14,17.11711
2021-02-15,22.22222
2021-02-16,24.32432
2021-02-17,23.72372
2021-02-18,19.51951
2021-02-19,18.31831
2021-02-20,16.51651
2021-02-21,20.72072
2021-02-22,20.12012
2021-02-23,26.42642
2021-02-24,29.12912
2021-02-25,20.12012
2021-02-26,22.22222
2021-02-27,24.92492
2021-02-28,33.03303
2021-03-01,16.81681
2021-03-02,15.91591
2021-03-03,28.52852
2021-03-04,37.53753
2021-03-05,27.32732
2021-03-06,24.62462
2021-03-07,14.41441
2021-03-08,19.21921
2021-03-09,24.02402
2021-03-10,26.42642
2021-03-11,31.53153
2021-03-12,29.42942
2021-03-13,15.91591
2021-03-14,20.12012
2021-03-15,24.02402
2021-03-16,26.42642
2021-03-17,28.82882
2021-03-18,26.12612
2021-03-19,22.52252
2021-03-20,28.22822
2021-03-21,17.41741
2021-03-22,18.01801
2021-03-23,23.42342
2021-03-24,19.51951
2021-03-25,22.22222
2021-03-26,25.22522
2021-03-27,25.82582
2021-03-28,21.92192
2021-03-29,21.92192
2021-03-30,25.82582
2021-03-31,30.03003
2021-04-01,24.92492
2021-04-02,24.32432
2021-04-03,29.42942
2021-04-04,31.23123
2021-04-05,24.92492
2021-04-06,27.32732
2021-04-07,29.72972
2021-04-08,25.82582
2021-04-09,25.82582
2021-04-10,20.42042
2021-04-11,17.71771
2021-04-12,23.72372
2021-04-13,23.72372
2021-04-14,29.42942
2021-04-15,28.52852
2021-04-16,23.12312
2021-04-17,23.72372
2021-04-18,20.12012
2021-04-19,24.62462
2021-04-20,27.32732
2021-04-21,20.12012
2021-04-22,18.01801
2021-04-23,26.12612
2021-04-24,25.22522
2021-04-25,14.71471
2021-04-26,19.51951
2021-04-27,18.01801
2021-04-28,15.01501
2021-04-29,25.82582
2021-04-30,20.12012
2021-05-01,26.12612
2021-05-02,10.51051
2021-05-03,18.01801
2021-05-04,25.22522
2021-05-05,20.12012
2021-05-06,19.51951
2021-05-07,21.32132
2021-05-08,20.12012
2021-05-09,15.61561
2021-05-10,20.42042
2021-05-11,21.92192
2021-05-12,24.62462
2021-05-13,26.12612
2021-05-14,22.82282
2021-05-15,25.82582
2021-05-16,17.71771
2021-05-17,20.42042
2021-05-18,30.33033
2021-05-19,17.11711
2021-05-20,26.12612
2021-05-21,27.02702
2021-05-22,33.03303
2021-05-23,24.02402
2021-05-24,19.21921
2021-05-25,26.72672
2021-05-26,27.32732
2021-05-27,31.23123
2021-05-28,24.62462
2021-05-29,33.03303
2021-05-30,30.63063
2021-05-31,26.12612
2021-06-01,22.52252
2021-06-02,25.52552
2021-06-03,27.02702
2021-06-04,24.02402
2021-06-05,21.32132
2021-06-06,13.81381
2021-06-07,23.42342
2021-06-08,23.42342
2021-06-09,18.91891
2021-06-10,27.62762
2021-06-11,26.72672
2021-06-12,24.32432
2021-06-13,18.01801
2021-06-14,17.41741
2021-06-15,19.81981
2021-06-16,21.32132
2021-06-17,24.62462
2021-06-18,23.72372
2021-06-19,24.92492
2021-06-20,15.31531
2021-06-21,21.92192
2021-06-22,20.12012
2021-06-23,26.12612
2021-06-24,18.61861
2021-06-25,23.12312
2021-06-26,22.22222
2021-06-27,21.92192
2021-06-28,21.62162
2021-06-29,19.81981
2021-06-30,25.22522
2021-07-01,22.82282
2021-07-02,21.02102
2021-07-03,28.52852
2021-07-04,16.51651
2021-07-05,20.72072
2021-07-06,16.51651
2021-07-07,16.51651
2021-07-08,18.31831
2021-07-09,13.21321
2021-07-10,18.61861
2021-07-11,14.71471
2021-07-12,10.21021
2021-07-13,12.91291
2021-07-14,9.9099
2021-07-15,14.71471
2021-07-16,16.51651
2021-07-17,11.71171
2021-07-18,10.21021
2021-07-19,11.11111
2021-07-20,16.51651
2021-07-21,12.31231
2021-07-22,11.11111
2021-07-23,15.31531
2021-07-24,14.11411
2021-07-25,9.3093
2021-07-26,8.4084
2021-07-27,12.91291
2021-07-28,9.009
2021-07-29,10.51051
2021-07-30,10.21021
2021-07-31,15.61561
2021-08-01,10.21021
2021-08-02,11.11111
2021-08-03,13.81381
2021-08-04,14.41441
2021-08-05,15.31531
2021-08-06,11.41141
2021-08-07,13.81381
2021-08-08,12.91291
2021-08-09,14.11411
2021-08-10,10.51051
2021-08-11,12.61261
2021-08-12,14.11411
2021-08-13,11.71171
2021-08-14,16.51651
2021-08-15,14.71471
2021-08-16,9.3093
2021-08-17,11.41141
2021-08-18,11.71171
2021-08-19,18.01801
2021-08-20,13.21321
2021-08-21,12.61261
2021-08-22,12.01201
2021-08-23,8.4084
2021-08-24,13.21321
2021-08-25,13.81381
2021-08-26,17.11711
2021-08-27,12.61261
2021-08-28,16.21621
2021-08-29,10.51051
2021-08-30,10.81081
2021-08-31,18.01801
2021-09-01,16.51651
2021-09-02,17.71771
2021-09-03,25.82582
2021-09-04,17.11711
2021-09-05,15.01501
2021-09-06,13.21321
2021-09-07,22.22222
2021-09-08,33.33333
2021-09-09,18.61861
2021-09-10,43.84384
2021-09-11,26.42642
2021-09-12,13.51351
2021-09-13,18.31831
2021-09-14,21.92192
2021-09-15,24.92492
2021-09-16,21.62162
2021-09-17,15.31531
2021-09-18,22.52252
2021-09-19,23.72372
2021-09-20,23.72372
2021-09-21,27.02702
2021-09-22,16.21621
2021-09-23,20.12012
2021-09-24,24.62462
2021-09-25,20.42042
2021-09-26,9.3093
2021-09-27,15.01501
2021-09-28,25.82582
2021-09-29,19.51951
2021-09-30,21.92192
2021-10-01,18.31831
2021-10-02,44.14414
2021-10-03,20.12012
2021-10-04,16.81681
2021-10-05,24.32432
2021-10-06,18.31831
2021-10-07,18.61861
2021-10-08,28.22822
2021-10-09,26.72672
2021-10-10,17.41741
2021-10-11,54.95495
2021-10-12,16.51651
2021-10-13,24.92492
2021-10-14,20.12012
2021-10-15,28.22822
2021-10-16,24.02402
2021-10-17,17.11711
2021-10-18,20.72072
2021-10-19,25.82582
2021-10-20,28.52852
2021-10-21,69.06906
2021-10-22,29.72972
2021-10-23,52.85285
2021-10-24,23.72372
2021-10-25,17.71771
2021-10-26,21.62162
2021-10-27,33.63363
2021-10-28,30.33033
2021-10-29,33.03303
2021-10-30,27.02702
2021-10-31,20.42042
2021-11-01,25.22522
2021-11-02,27.62762
2021-11-03,30.93093
2021-11-04,27.32732
2021-11-05,28.82882
2021-11-06,30.63063
2021-11-07,24.02402
2021-11-08,54.05405
2021-11-09,23.42342
2021-11-10,39.03903
2021-11-11,29.12912
2021-11-12,66.36636
2021-11-13,28.52852
2021-11-14,18.61861
2021-11-15,22.52252
2021-11-16,27.02702
2021-11-17,25.22522
2021-11-18,24.02402
2021-11-19,27.92792
2021-11-20,23.72372
2021-11-21,27.02702
2021-11-22,23.72372
2021-11-23,24.32432
2021-11-24,21.32132
2021-11-25,22.22222
2021-11-26,29.12912
2021-11-27,27.62762
2021-11-28,20.12012
2021-11-29,19.51951
2021-11-30,22.52252
2021-12-01,31.83183
2021-12-02,31.53153
2021-12-03,28.52852
2021-12-04,27.32732
2021-12-05,25.52552
2021-12-06,26.12612
2021-12-07,19.81981
2021-12-08,24.92492
2021-12-09,21.02102
2021-12-10,20.12012
2021-12-11,23.12312
2021-12-12,18.01801
2021-12-13,18.61861
2021-12-14,20.12012
2021-12-15,19.51951
2021-12-16,25.82582
2021-12-17,23.72372
2021-12-18,21.62162
2021-12-19,14.11411
2021-12-20,18.91891
2021-12-21,17.41741
2021-12-22,27.92792
2021-12-23,22.22222
2021-12-24,19.81981
2021-12-25,21.02102
2021-12-26,14.11411
2021-12-27,22.22222
2021-12-28,25.82582
2021-12-29,25.22522
2021-12-30,30.03003
2021-12-31,18.01801
2022-01-01,20.12012
2022-01-02,14.41441
2022-01-03,19.81981
2022-01-04,23.12312
2022-01-05,28.22822
2022-01-06,31.83183
2022-01-07,17.71771
2022-01-08,23.72372
2022-01-09,20.42042
2022-01-10,21.02102
2022-01-11,21.92192
2022-01-12,24.32432
2022-01-13,24.32432
2022-01-14,23.42342
2022-01-15,21.32132
2022-01-16,17.41741
2022-01-17,22.52252
2022-01-18,25.52552
2022-01-19,12.01201
2022-01-20,24.32432
2022-01-21,16.81681
2022-01-22,13.51351
2022-01-23,14.71471
2022-01-24,24.92492
2022-01-25,37.23723
2022-01-26,30.93093
2022-01-27,33.93393
2022-01-28,27.32732
2022-01-29,23.42342
2022-01-30,18.91891
2022-01-31,21.32132
2022-02-01,29.72972
2022-02-02,18.61861
2022-02-03,24.62462
2022-02-04,21.62162
2022-02-05,30.03003
2022-02-06,20.12012
2022-02-07,15.61561
2022-02-08,26.72672
2022-02-09,22.52252
2022-02-10,33.03303
2022-02-11,23.72372
2022-02-12,29.42942
2022-02-13,20.12012
2022-02-14,24.32432
2022-02-15,24.02402
2022-02-16,24.92492
2022-02-17,28.52852
2022-02-18,36.63663
2022-02-19,30.03003
2022-02-20,16.81681
2022-02-21,24.62462
2022-02-22,18.61861
2022-02-23,29.12912
2022-02-24,19.81981
2022-02-25,29.72972
2022-02-26,22.52252
2022-02-27,21.62162
2022-02-28,21.92192
2022-03-01,29.42942
2022-03-02,21.32132
2022-03-03,32.73273
2022-03-04,26.42642
2022-03-05,31.53153
2022-03-06,21.02102
2022-03-07,26.12612
2022-03-08,26.12612
2022-03-09,19.51951
2022-03-10,24.32432
2022-03-11,24.32432
2022-03-12,32.13213
2022-03-13,21.32132
2022-03-14,26.72672
2022-03-15,23.42342
2022-03-16,30.03003
2022-03-17,34.53453
2022-03-18,29.12912
2022-03-19,28.82882
2022-03-20,24.32432
2022-03-21,26.72672
2022-03-22,34.83483
2022-03-23,30.93093
2022-03-24,23.12312
2022-03-25,30.63063
2022-03-26,28.52852
2022-03-27,21.92192
2022-03-28,28.82882
2022-03-29,33.93393
2022-03-30,27.32732
2022-03-31,33.33333
2022-04-01,32.73273
2022-04-02,28.82882
2022-04-03,22.52252
2022-04-04,24.02402
2022-04-05,27.02702
2022-04-06,30.33033
2022-04-07,28.82882
2022-04-08,21.32132
2022-04-09,25.52552
2022-04-10,21.32132
2022-04-11,30.63063
2022-04-12,26.42642
2022-04-13,31.53153
2022-04-14,36.33633
2022-04-15,30.33033
2022-04-16,28.52852
2022-04-17,27.32732
2022-04-18,23.72372
2022-04-19,28.22822
2022-04-20,27.62762
2022-04-21,30.03003
2022-04-22,34.53453
2022-04-23,30.33033
2022-04-24,27.32732
2022-04-25,19.21921
2022-04-26,25.22522
2022-04-27,31.53153
2022-04-28,38.73873
2022-04-29,36.63663
2022-04-30,27.92792
2022-05-01,33.63363
2022-05-02,27.62762
2022-05-03,29.42942
2022-05-04,35.43543
2022-05-05,21.32132
2022-05-06,25.82582
2022-05-07,26.42642
2022-05-08,22.82282
2022-05-09,26.42642
2022-05-10,27.92792
2022-05-11,27.62762
2022-05-12,33.93393
2022-05-13,28.52852
2022-05-14,29.72972
2022-05-15,25.52552
2022-05-16,29.72972
2022-05-17,24.62462
2022-05-18,26.12612
2022-05-19,28.22822
2022-05-20,25.22522
2022-05-21,29.72972
2022-05-22,24.62462
2022-05-23,18.91891
2022-05-24,31.53153
2022-05-25,35.13513
2022-05-26,33.63363
2022-05-27,27.92792
2022-05-28,27.32732
2022-05-29,26.42642
2022-05-30,23.72372
2022-05-31,33.03303
2022-06-01,23.12312
2022-06-02,27.02702
2022-06-03,27.92792
2022-06-04,25.52552
2022-06-05,23.12312
2022-06-06,15.61561
2022-06-07,23.42342
2022-06-08,22.82282
2022-06-09,25.52552
2022-06-10,27.92792
2022-06-11,25.22522
2022-06-12,19.51951
2022-06-13,30.93093
2022-06-14,29.72972
2022-06-15,31.23123
2022-06-16,27.02702
2022-06-17,27.02702
2022-06-18,34.53453
2022-06-19,28.52852
2022-06-20,27.32732
2022-06-21,27.32732
2022-06-22,31.53153
2022-06-23,36.33633
2022-06-24,24.92492
2022-06-25,31.23123
2022-06-26,17.41741
2022-06-27,28.22822
2022-06-28,20.72072
2022-06-29,32.43243
2022-06-30,25.82582
2022-07-01,24.32432
2022-07-02,25.82582
2022-07-03,21.62162
2022-07-04,30.33033
2022-07-05,23.12312
2022-07-06,27.02702
2022-07-07,22.82282
2022-07-08,19.51951
2022-07-09,24.02402
2022-07-10,19.81981
2022-07-11,17.41741
2022-07-12,16.51651
2022-07-13,22.22222
2022-07-14,18.31831
2022-07-15,21.32132
2022-07-16,25.82582
2022-07-17,18.01801
2022-07-18,15.91591
2022-07-19,19.51951
2022-07-20,22.22222
2022-07-21,26.12612
2022-07-22,24.92492
2022-07-23,17.41741
2022-07-24,20.12012
2022-07-25,22.52252
2022-07-26,20.42042
2022-07-27,16.81681
2022-07-28,16.21621
2022-07-29,23.12312
2022-07-30,20.72072
2022-07-31,17.71771
2022-08-01,17.71771
2022-08-02,19.21921
2022-08-03,25.82582
2022-08-04,24.02402
2022-08-05,22.22222
2022-08-06,21.32132
2022-08-07,17.11711
2022-08-08,18.31831
2022-08-09,17.11711
2022-08-10,18.91891
2022-08-11,17.71771
2022-08-12,18.01801
2022-08-13,20.72072
2022-08-14,22.52252
2022-08-15,14.41441
2022-08-16,17.41741
2022-08-17,18.31831
2022-08-18,21.02102
2022-08-19,22.22222
2022-08-20,18.61861
2022-08-21,21.92192
2022-08-22,29.12912
2022-08-23,28.82882
2022-08-24,27.62762
2022-08-25,24.62462
2022-08-26,15.31531
2022-08-27,24.62462
2022-08-28,15.91591
2022-08-29,18.01801
2022-08-30,22.82282
2022-08-31,20.12012
2022-09-01,28.22822
2022-09-02,21.62162
2022-09-03,19.21921
2022-09-04,17.11711
2022-09-05,15.61561
2022-09-06,18.31831
2022-09-07,20.72072
2022-09-08,24.62462
2022-09-09,20.42042
2022-09-10,33.63363
2022-09-11,34.23423
2022-09-12,34.83483
2022-09-13,36.63663
2022-09-14,32.73273
2022-09-15,33.03303
2022-09-16,21.02102
2022-09-17,38.13813
2022-09-18,30.03003
2022-09-19,36.93693
2022-09-20,37.53753
2022-09-21,24.92492
2022-09-22,28.82882
2022-09-23,21.02102
2022-09-24,24.62462
2022-09-25,15.31531
2022-09-26,23.42342
2022-09-27,22.82282
2022-09-28,31.83183
2022-09-29,34.83483
2022-09-30,35.13513
2022-10-01,33.33333
2022-10-02,30.93093
2022-10-03,33.33333
2022-10-04,37.83783
2022-10-05,30.63063
2022-10-06,35.73573
2022-10-07,30.93093
2022-10-08,35.43543
2022-10-09,32.13213
2022-10-10,25.52552
2022-10-11,27.92792
2022-10-12,30.33033
2022-10-13,34.53453
2022-10-14,31.83183
2022-10-15,100.0
2022-10-16,53.15315
2022-10-17,23.72372
2022-10-18,18.61861
2022-10-19,28.52852
2022-10-20,23.72372
2022-10-21,19.81981
2022-10-22,25.22522
2022-10-23,15.91591
2022-10-24,28.82882
2022-10-25,24.92492
2022-10-26,25.82582
2022-10-27,17.71771
2022-10-28,25.52552
2022-10-29,18.61861
2022-10-30,14.71471
2022-10-31,14.71471
2022-11-01,21.62162
2022-11-02,20.42042
2022-11-03,25.82582
2022-11-04,19.51951
2022-11-05,18.31831
2022-11-06,12.31231
2022-11-07,19.21921
2022-11-08,21.92192
2022-11-09,24.32432
2022-11-10,21.92192
2022-11-11,24.92492
2022-11-12,18.91891
2022-11-13,13.51351
2022-11-14,19.21921
2022-11-15,23.42342
2022-11-16,15.01501
2022-11-17,20.72072
2022-11-18,18.31831
2022-11-19,18.91891
2022-11-20,20.42042
2022-11-21,19.51951
2022-11-22,24.92492
2022-11-23,17.71771
2022-11-24,18.01801
2022-11-25,20.12012
2022-11-26,17.41741
2022-11-27,16.51651
2022-11-28,19.51951
2022-11-29,19.51951
2022-11-30,21.32132
2022-12-01,19.81981
2022-12-02,26.42642
2022-12-03,20.12012
2022-12-04,21.92192
2022-12-05,19.81981
2022-12-06,24.92492
2022-12-07,19.51951
2022-12-08,27.62762
2022-12-09,27.32732
2022-12-10,24.32432
2022-12-11,23.42342
2022-12-12,19.81981
2022-12-13,22.82282
2022-12-14,16.51651
2022-12-15,21.02102
2022-12-16,27.62762
2022-12-17,23.42342
2022-12-18,22.52252
2022-12-19,21.02102
2022-12-20,29.72972
2022-12-21,23.72372
2022-12-22,27.62762
2022-12-23,23.12312
2022-12-24,24.92492
2022-12-25,15.31531
2022-12-26,21.92192
2022-12-27,27.62762
2022-12-28,25.52552
2022-12-29,29.72972
2022-12-30,21.32132
2022-12-31,19.81981
2023-01-01,18.31831
2023-01-02,30.63063
2023-01-03,27.62762
2023-01-04,25.82582
2023-01-05,31.53153
2023-01-06,22.82282
2023-01-07,22.82282
2023-01-08,15.91591
2023-01-09,19.81981
2023-01-10,23.72372
2023-01-11,21.92192
2023-01-12,21.02102
2023-01-13,26.12612
2023-01-14,24.62462
2023-01-15,25.52552
2023-01-16,19.51951
2023-01-17,24.62462
2023-01-18,23.72372
2023-01-19,27.02702
2023-01-20,17.71771
2023-01-21,19.81981
2023-01-22,22.22222
2023-01-23,18.61861
2023-01-24,15.91591
2023-01-25,19.81981
2023-01-26,22.82282
2023-01-27,16.51651
2023-01-28,21.92192
2023-01-29,14.11411
2023-01-30,26.72672
2023-01-31,31.83183
2023-02-01,27.32732
2023-02-02,26.42642
2023-02-03,26.72672
2023-02-04,22.52252
2023-02-05,18.01801
2023-02-06,25.22522
2023-02-07,24.02402
2023-02-08,25.22522
2023-02-09,18.61861
2023-02-10,22.52252
2023-02-11,17.71771
2023-02-12,23.12312
2023-02-13,16.51651
2023-02-14,23.72372
2023-02-15,25.82582
2023-02-16,26.42642
2023-02-17,27.92792
2023-02-18,23.12312
2023-02-19,19.81981
2023-02-20,24.32432
2023-02-21,15.91591
2023-02-22,21.92192
2023-02-23,28.52852
2023-02-24,25.22522
2023-02-25,20.12012
2023-02-26,18.01801
2023-02-27,28.82882
2023-02-28,31.23123
2023-03-01,19.51951
2023-03-02,23.42342
2023-03-03,25.22522
2023-03-04,24.62462
2023-03-05,24.32432
2023-03-06,24.62462
2023-03-07,29.42942
2023-03-08,21.32132
2023-03-09,27.02702
2023-03-10,21.02102
2023-03-11,21.02102
2023-03-12,19.81981
2023-03-13,21.62162
2023-03-14,24.02402
2023-03-15,32.13213
2023-03-16,20.72072
2023-03-17,22.82282
2023-03-18,26.12612
2023-03-19,14.71471
2023-03-20,26.42642
2023-03-21,27.62762
2023-03-22,21.62162
2023-03-23,21.32132
2023-03-24,26.72672
2023-03-25,23.42342
2023-03-26,15.61561
2023-03-27,22.52252
2023-03-28,28.82882
2023-03-29,21.62162
2023-03-30,27.32732
2023-03-31,19.21921
2023-04-01,18.01801
2023-04-02,18.61861
2023-04-03,20.12012
2023-04-04,19.21921
2023-04-05,21.62162
2023-04-06,30.93093
2023-04-07,25.52552
2023-04-08,21.32132
2023-04-09,17.71771
2023-04-10,23.72372
2023-04-11,23.72372
2023-04-12,21.92192
2023-04-13,25.22522
2023-04-14,29.12912
2023-04-15,29.12912
2023-04-16,27.02702
2023-04-17,21.92192
2023-04-18,24.02402
2023-04-19,25.82582
2023-04-20,19.21921
2023-04-21,23.12312
2023-04-22,21.92192
2023-04-23,18.61861
2023-04-24,21.02102
2023-04-25,24.92492
2023-04-26,22.52252
2023-04-27,19.81981
2023-04-28,28.52852
2023-04-29,23.12312
2023-04-30,18.91891
2023-05-01,18.61861
2023-05-02,23.12312
2023-05-03,33.63363
2023-05-04,23.42342
2023-05-05,18.91891
2023-05-06,25.52552
2023-05-07,13.21321
2023-05-08,26.12612
2023-05-09,24.32432
2023-05-10,24.92492
2023-05-11,27.32732
2023-05-12,24.02402
2023-05-13,22.82282
2023-05-14,13.81381
2023-05-15,23.72372
2023-05-16,24.62462
2023-05-17,24.02402
2023-05-18,26.42642
2023-05-19,19.51951
2023-05-20,28.22822
2023-05-21,22.82282
2023-05-22,20.72072
2023-05-23,24.92492
2023-05-24,26.42642
2023-05-25,25.52552
2023-05-26,25.52552
2023-05-27,25.52552
2023-05-28,16.51651
