date,비트코인지갑
2021-04-21,38.87711
2021-04-22,35.91101
2021-04-23,33.8983
2021-04-24,31.03813
2021-04-25,25.95338
2021-04-26,27.54237
2021-04-27,24.25847
2021-04-28,23.72881
2021-04-29,18.75
2021-04-30,18.96186
2021-05-01,19.17372
2021-05-02,19.70338
2021-05-03,19.91525
2021-05-04,21.18644
2021-05-05,17.79661
2021-05-06,19.06779
2021-05-07,17.58474
2021-05-08,16.41949
2021-05-09,15.99576
2021-05-10,20.44491
2021-05-11,18.32627
2021-05-12,18.22033
2021-05-13,20.23305
2021-05-14,20.33898
2021-05-15,15.1483
2021-05-16,15.88983
2021-05-17,19.27966
2021-05-18,15.36016
2021-05-19,16.20762
2021-05-20,19.06779
2021-05-21,14.30084
2021-05-22,13.98305
2021-05-23,13.98305
2021-05-24,17.69067
2021-05-25,18.22033
2021-05-26,17.05508
2021-05-27,15.78389
2021-05-28,15.67796
2021-05-29,13.98305
2021-05-30,15.57203
2021-05-31,17.05508
2021-06-01,12.81779
2021-06-02,11.12288
2021-06-03,11.44067
2021-06-04,14.30084
2021-06-05,10.06355
2021-06-06,9.42796
2021-06-07,11.01694
2021-06-08,11.33474
2021-06-09,17.37288
2021-06-10,10.59322
2021-06-11,10.59322
2021-06-12,10.59322
2021-06-13,9.00423
2021-06-14,9.74576
2021-06-15,8.15677
2021-06-16,10.16949
2021-06-17,8.8983
2021-06-18,7.52118
2021-06-19,6.03813
2021-06-20,5.72033
2021-06-21,9.85169
2021-06-22,11.8644
2021-06-23,11.22881
2021-06-24,10.80508
2021-06-25,7.52118
2021-06-26,6.67372
2021-06-27,7.09745
2021-06-28,10.48728
2021-06-29,23.30508
2021-06-30,19.38559
2021-07-01,11.12288
2021-07-02,6.67372
2021-07-03,14.19491
2021-07-04,15.78389
2021-07-05,13.13559
2021-07-06,11.22881
2021-07-07,10.48728
2021-07-08,6.67372
2021-07-09,6.77966
2021-07-10,5.19067
2021-07-11,5.29661
2021-07-12,8.79237
2021-07-13,8.5805
2021-07-14,9.2161
2021-07-15,9.85169
2021-07-16,7.52118
2021-07-17,6.99152
2021-07-18,6.77966
2021-07-19,8.47457
2021-07-20,9.42796
2021-07-21,8.05084
2021-07-22,9.53389
2021-07-23,8.68644
2021-07-24,6.35593
2021-07-25,7.09745
2021-07-26,8.79237
2021-07-27,12.5
2021-07-28,10.38135
2021-07-29,10.91101
2021-07-30,11.22881
2021-07-31,7.73305
2021-08-01,9.63983
2021-08-02,9.63983
2021-08-03,9.42796
2021-08-04,10.48728
2021-08-05,11.22881
2021-08-06,8.5805
2021-08-07,10.06355
2021-08-08,9.63983
2021-08-09,11.97033
2021-08-10,11.97033
2021-08-11,13.66525
2021-08-12,17.69067
2021-08-13,20.23305
2021-08-14,15.4661
2021-08-15,11.75847
2021-08-16,16.20762
2021-08-17,21.29237
2021-08-18,14.19491
2021-08-19,16.94915
2021-08-20,13.45338
2021-08-21,12.81779
2021-08-22,13.24152
2021-08-23,15.99576
2021-08-24,15.1483
2021-08-25,15.99576
2021-08-26,14.61864
2021-08-27,13.34745
2021-08-28,11.22881
2021-08-29,12.1822
2021-08-30,16.31355
2021-08-31,12.07627
2021-09-01,12.71186
2021-09-02,13.34745
2021-09-03,13.34745
2021-09-04,15.04237
2021-09-05,13.87711
2021-09-06,17.16101
2021-09-07,17.05508
2021-09-08,17.26694
2021-09-09,14.93644
2021-09-10,15.4661
2021-09-11,10.80508
2021-09-12,13.34745
2021-09-13,12.81779
2021-09-14,13.45338
2021-09-15,12.5
2021-09-16,14.51271
2021-09-17,17.16101
2021-09-18,10.69915
2021-09-19,10.59322
2021-09-20,7.41525
2021-09-21,10.80508
2021-09-22,11.54661
2021-09-23,19.59745
2021-09-24,24.6822
2021-09-25,17.58474
2021-09-26,14.30084
2021-09-27,14.72457
2021-09-28,12.92372
2021-09-29,12.07627
2021-09-30,14.72457
2021-10-01,14.40677
2021-10-02,11.97033
2021-10-03,10.80508
2021-10-04,11.22881
2021-10-05,16.73728
2021-10-06,14.51271
2021-10-07,16.52542
2021-10-08,13.66525
2021-10-09,12.60593
2021-10-10,11.54661
2021-10-11,11.8644
2021-10-12,15.25423
2021-10-13,11.75847
2021-10-14,16.52542
2021-10-15,16.84322
2021-10-16,11.75847
2021-10-17,10.91101
2021-10-18,13.77118
2021-10-19,14.19491
2021-10-20,15.25423
2021-10-21,18.4322
2021-10-22,13.77118
2021-10-23,10.38135
2021-10-24,9.2161
2021-10-25,14.51271
2021-10-26,13.66525
2021-10-27,16.10169
2021-10-28,14.30084
2021-10-29,16.41949
2021-10-30,9.95762
2021-10-31,14.19491
2021-11-01,12.39406
2021-11-02,17.79661
2021-11-03,31.56779
2021-11-04,24.15254
2021-11-05,20.33898
2021-11-06,16.94915
2021-11-07,15.57203
2021-11-08,22.98728
2021-11-09,27.9661
2021-11-10,25.74152
2021-11-11,19.80932
2021-11-12,18.53813
2021-11-13,14.30084
2021-11-14,16.31355
2021-11-15,18.22033
2021-11-16,25.95338
2021-11-17,20.02118
2021-11-18,21.61016
2021-11-19,20.02118
2021-11-20,17.69067
2021-11-21,16.31355
2021-11-22,18.75
2021-11-23,16.63135
2021-11-24,19.91525
2021-11-25,17.16101
2021-11-26,16.10169
2021-11-27,14.8305
2021-11-28,14.93644
2021-11-29,20.12711
2021-11-30,21.18644
2021-12-01,18.00847
2021-12-02,16.41949
2021-12-03,17.05508
2021-12-04,15.4661
2021-12-05,19.27966
2021-12-06,22.24576
2021-12-07,20.33898
2021-12-08,17.26694
2021-12-09,16.41949
2021-12-10,16.31355
2021-12-11,14.93644
2021-12-12,16.20762
2021-12-13,19.80932
2021-12-14,17.79661
2021-12-15,15.04237
2021-12-16,21.7161
2021-12-17,15.78389
2021-12-18,10.69915
2021-12-19,11.75847
2021-12-20,12.1822
2021-12-21,17.37288
2021-12-22,17.90254
2021-12-23,15.67796
2021-12-24,13.34745
2021-12-25,11.44067
2021-12-26,9.42796
2021-12-27,12.28813
2021-12-28,11.97033
2021-12-29,10.59322
2021-12-30,15.36016
2021-12-31,10.38135
2022-01-01,8.36864
2022-01-02,11.01694
2022-01-03,10.27542
2022-01-04,13.34745
2022-01-05,12.28813
2022-01-06,14.8305
2022-01-07,12.28813
2022-01-08,13.02966
2022-01-09,10.06355
2022-01-10,13.02966
2022-01-11,14.30084
2022-01-12,13.34745
2022-01-13,14.8305
2022-01-14,10.16949
2022-01-15,10.06355
2022-01-16,9.85169
2022-01-17,10.59322
2022-01-18,9.63983
2022-01-19,14.93644
2022-01-20,13.77118
2022-01-21,13.45338
2022-01-22,14.51271
2022-01-23,14.19491
2022-01-24,14.72457
2022-01-25,13.24152
2022-01-26,11.97033
2022-01-27,9.63983
2022-01-28,11.01694
2022-01-29,11.44067
2022-01-30,11.01694
2022-01-31,13.87711
2022-02-01,11.97033
2022-02-02,11.8644
2022-02-03,13.24152
2022-02-04,11.01694
2022-02-05,12.07627
2022-02-06,15.4661
2022-02-07,16.31355
2022-02-08,16.31355
2022-02-09,14.40677
2022-02-10,13.45338
2022-02-11,13.45338
2022-02-12,11.33474
2022-02-13,10.38135
2022-02-14,12.60593
2022-02-15,12.81779
2022-02-16,12.28813
2022-02-17,12.92372
2022-02-18,12.60593
2022-02-19,11.65254
2022-02-20,10.80508
2022-02-21,12.60593
2022-02-22,14.30084
2022-02-23,15.1483
2022-02-24,15.88983
2022-02-25,14.30084
2022-02-26,14.30084
2022-02-27,14.61864
2022-02-28,13.24152
2022-03-01,21.92796
2022-03-02,30.82627
2022-03-03,16.94915
2022-03-04,13.55932
2022-03-05,10.80508
2022-03-06,14.19491
2022-03-07,10.38135
2022-03-08,13.34745
2022-03-09,11.33474
2022-03-10,13.02966
2022-03-11,9.85169
2022-03-12,11.44067
2022-03-13,17.79661
2022-03-14,11.01694
2022-03-15,11.65254
2022-03-16,16.31355
2022-03-17,11.01694
2022-03-18,13.34745
2022-03-19,11.01694
2022-03-20,10.16949
2022-03-21,12.71186
2022-03-22,11.22881
2022-03-23,15.25423
2022-03-24,14.72457
2022-03-25,13.98305
2022-03-26,10.27542
2022-03-27,10.27542
2022-03-28,9.74576
2022-03-29,11.65254
2022-03-30,11.12288
2022-03-31,14.51271
2022-04-01,11.97033
2022-04-02,10.80508
2022-04-03,8.5805
2022-04-04,10.38135
2022-04-05,8.36864
2022-04-06,9.74576
2022-04-07,9.63983
2022-04-08,7.73305
2022-04-09,7.73305
2022-04-10,7.62711
2022-04-11,9.85169
2022-04-12,10.27542
2022-04-13,10.16949
2022-04-14,8.8983
2022-04-15,9.63983
2022-04-16,7.41525
2022-04-17,7.30932
2022-04-18,10.16949
2022-04-19,10.16949
2022-04-20,8.36864
2022-04-21,7.94491
2022-04-22,8.68644
2022-04-23,7.20338
2022-04-24,8.26271
2022-04-25,9.85169
2022-04-26,11.22881
2022-04-27,10.38135
2022-04-28,11.65254
2022-04-29,9.2161
2022-04-30,6.77966
2022-05-01,5.50847
2022-05-02,10.48728
2022-05-03,6.56779
2022-05-04,5.9322
2022-05-05,6.77966
2022-05-06,5.72033
2022-05-07,6.35593
2022-05-08,7.83898
2022-05-09,5.50847
2022-05-10,9.2161
2022-05-11,10.48728
2022-05-12,12.28813
2022-05-13,18.75
2022-05-14,16.94915
2022-05-15,14.08898
2022-05-16,14.51271
2022-05-17,15.36016
2022-05-18,17.47881
2022-05-19,15.78389
2022-05-20,14.93644
2022-05-21,12.28813
2022-05-22,9.42796
2022-05-23,10.59322
2022-05-24,10.06355
2022-05-25,8.15677
2022-05-26,7.20338
2022-05-27,5.19067
2022-05-28,7.41525
2022-05-29,6.77966
2022-05-30,8.5805
2022-05-31,8.15677
2022-06-01,5.40254
2022-06-02,6.46186
2022-06-03,5.82627
2022-06-04,6.25
2022-06-05,5.72033
2022-06-06,6.03813
2022-06-07,6.46186
2022-06-08,11.75847
2022-06-09,7.73305
2022-06-10,5.08474
2022-06-11,3.81355
2022-06-12,4.66101
2022-06-13,7.20338
2022-06-14,11.65254
2022-06-15,11.54661
2022-06-16,7.41525
2022-06-17,7.94491
2022-06-18,7.94491
2022-06-19,11.01694
2022-06-20,11.22881
2022-06-21,9.00423
2022-06-22,8.15677
2022-06-23,6.35593
2022-06-24,9.00423
2022-06-25,4.13135
2022-06-26,6.14406
2022-06-27,8.47457
2022-06-28,7.52118
2022-06-29,7.62711
2022-06-30,5.82627
2022-07-01,7.83898
2022-07-02,4.34322
2022-07-03,6.35593
2022-07-04,7.73305
2022-07-05,6.35593
2022-07-06,6.88559
2022-07-07,7.73305
2022-07-08,7.83898
2022-07-09,3.91949
2022-07-10,4.44915
2022-07-11,7.20338
2022-07-12,6.88559
2022-07-13,7.94491
2022-07-14,5.50847
2022-07-15,6.35593
2022-07-16,6.25
2022-07-17,5.29661
2022-07-18,6.77966
2022-07-19,6.03813
2022-07-20,6.14406
2022-07-21,4.87288
2022-07-22,5.9322
2022-07-23,3.70762
2022-07-24,4.23728
2022-07-25,6.03813
2022-07-26,5.72033
2022-07-27,5.19067
2022-07-28,4.13135
2022-07-29,6.77966
2022-07-30,3.60169
2022-07-31,4.76694
2022-08-01,5.6144
2022-08-02,4.44915
2022-08-03,4.02542
2022-08-04,4.55508
2022-08-05,5.29661
2022-08-06,3.81355
2022-08-07,3.38983
2022-08-08,6.14406
2022-08-09,4.66101
2022-08-10,2.22457
2022-08-11,4.87288
2022-08-12,4.02542
2022-08-13,4.87288
2022-08-14,4.87288
2022-08-15,3.49576
2022-08-16,3.38983
2022-08-17,4.13135
2022-08-18,4.55508
2022-08-19,5.82627
2022-08-20,3.49576
2022-08-21,4.87288
2022-08-22,6.77966
2022-08-23,5.9322
2022-08-24,6.35593
2022-08-25,4.66101
2022-08-26,4.23728
2022-08-27,3.70762
2022-08-28,2.9661
2022-08-29,5.9322
2022-08-30,5.72033
2022-08-31,5.9322
2022-09-01,4.44915
2022-09-02,4.55508
2022-09-03,2.43644
2022-09-04,4.97881
2022-09-05,3.91949
2022-09-06,8.15677
2022-09-07,5.72033
2022-09-08,4.23728
2022-09-09,3.07203
2022-09-10,3.91949
2022-09-11,3.91949
2022-09-12,7.09745
2022-09-13,4.44915
2022-09-14,6.77966
2022-09-15,6.14406
2022-09-16,7.09745
2022-09-17,4.97881
2022-09-18,6.03813
2022-09-19,7.52118
2022-09-20,5.9322
2022-09-21,7.41525
2022-09-22,5.40254
2022-09-23,5.40254
2022-09-24,6.35593
2022-09-25,4.13135
2022-09-26,5.6144
2022-09-27,6.77966
2022-09-28,4.55508
2022-09-29,6.99152
2022-09-30,5.40254
2022-10-01,3.38983
2022-10-02,4.34322
2022-10-03,5.29661
2022-10-04,6.77966
2022-10-05,7.62711
2022-10-06,5.40254
2022-10-07,4.55508
2022-10-08,5.29661
2022-10-09,5.72033
2022-10-10,5.9322
2022-10-11,5.9322
2022-10-12,5.08474
2022-10-13,5.50847
2022-10-14,4.66101
2022-10-15,5.19067
2022-10-16,5.82627
2022-10-17,7.09745
2022-10-18,5.40254
2022-10-19,5.19067
2022-10-20,5.08474
2022-10-21,4.44915
2022-10-22,4.34322
2022-10-23,5.29661
2022-10-24,7.20338
2022-10-25,5.40254
2022-10-26,5.29661
2022-10-27,5.29661
2022-10-28,4.13135
2022-10-29,4.44915
2022-10-30,3.38983
2022-10-31,3.81355
2022-11-01,4.34322
2022-11-02,5.40254
2022-11-03,5.29661
2022-11-04,7.30932
2022-11-05,3.07203
2022-11-06,5.72033
2022-11-07,7.30932
2022-11-08,8.36864
2022-11-09,11.33474
2022-11-10,13.24152
2022-11-11,10.38135
2022-11-12,21.18644
2022-11-13,29.13135
2022-11-14,41.52542
2022-11-15,18.85593
2022-11-16,18.22033
2022-11-17,12.1822
2022-11-18,10.48728
2022-11-19,11.33474
2022-11-20,8.05084
2022-11-21,11.44067
2022-11-22,11.54661
2022-11-23,7.83898
2022-11-24,7.83898
2022-11-25,11.12288
2022-11-26,7.73305
2022-11-27,9.00423
2022-11-28,9.2161
2022-11-29,9.11016
2022-11-30,7.52118
2022-12-01,7.94491
2022-12-02,6.56779
2022-12-03,4.23728
2022-12-04,5.19067
2022-12-05,8.05084
2022-12-06,5.9322
2022-12-07,7.73305
2022-12-08,8.26271
2022-12-09,6.35593
2022-12-10,5.29661
2022-12-11,5.08474
2022-12-12,9.74576
2022-12-13,8.8983
2022-12-14,8.26271
2022-12-15,7.30932
2022-12-16,6.25
2022-12-17,8.05084
2022-12-18,7.52118
2022-12-19,6.77966
2022-12-20,6.25
2022-12-21,4.97881
2022-12-22,7.30932
2022-12-23,5.08474
2022-12-24,4.87288
2022-12-25,6.46186
2022-12-26,6.14406
2022-12-27,5.19067
2022-12-28,6.25
2022-12-29,5.82627
2022-12-30,5.08474
2022-12-31,4.13135
2023-01-01,4.13135
2023-01-02,6.77966
2023-01-03,5.50847
2023-01-04,4.55508
2023-01-05,4.76694
2023-01-06,4.87288
2023-01-07,3.60169
2023-01-08,3.81355
2023-01-09,6.03813
2023-01-10,3.81355
2023-01-11,4.13135
2023-01-12,6.03813
2023-01-13,4.66101
2023-01-14,4.66101
2023-01-15,3.38983
2023-01-16,5.29661
2023-01-17,5.72033
2023-01-18,5.40254
2023-01-19,4.02542
2023-01-20,5.29661
2023-01-21,4.76694
2023-01-22,2.01271
2023-01-23,4.34322
2023-01-24,3.81355
2023-01-25,4.02542
2023-01-26,3.17796
2023-01-27,3.91949
2023-01-28,2.9661
2023-01-29,2.43644
2023-01-30,5.6144
2023-01-31,4.76694
2023-02-01,4.44915
2023-02-02,3.70762
2023-02-03,4.55508
2023-02-04,4.23728
2023-02-05,1.80084
2023-02-06,3.60169
2023-02-07,5.40254
2023-02-08,4.44915
2023-02-09,4.87288
2023-02-10,6.25
2023-02-11,2.6483
2023-02-12,4.02542
2023-02-13,4.87288
2023-02-14,3.60169
2023-02-15,6.46186
2023-02-16,7.30932
2023-02-17,6.67372
2023-02-18,9.53389
2023-02-19,8.26271
2023-02-20,8.47457
2023-02-21,12.07627
2023-02-22,6.88559
2023-02-23,6.35593
2023-02-24,6.99152
2023-02-25,4.13135
2023-02-26,4.87288
2023-02-27,5.29661
2023-02-28,5.29661
2023-03-01,4.66101
2023-03-02,9.74576
2023-03-03,6.46186
2023-03-04,4.87288
2023-03-05,6.56779
2023-03-06,5.72033
2023-03-07,6.25
2023-03-08,7.52118
2023-03-09,5.9322
2023-03-10,4.66101
2023-03-11,5.40254
2023-03-12,9.42796
2023-03-13,8.68644
2023-03-14,10.16949
2023-03-15,11.8644
2023-03-16,9.53389
2023-03-17,15.57203
2023-03-18,11.8644
2023-03-19,7.83898
2023-03-20,12.5
2023-03-21,8.8983
2023-03-22,9.95762
2023-03-23,9.74576
2023-03-24,6.77966
2023-03-25,6.77966
2023-03-26,8.79237
2023-03-27,9.2161
2023-03-28,9.11016
2023-03-29,8.5805
2023-03-30,9.42796
2023-03-31,9.74576
2023-04-01,9.00423
2023-04-02,9.95762
2023-04-03,8.8983
2023-04-04,7.41525
2023-04-05,7.73305
2023-04-06,8.47457
2023-04-07,7.73305
2023-04-08,5.72033
2023-04-09,6.67372
2023-04-10,8.15677
2023-04-11,12.60593
2023-04-12,11.22881
2023-04-13,13.66525
2023-04-14,9.63983
2023-04-15,5.9322
2023-04-16,6.46186
2023-04-17,7.20338
2023-04-18,6.56779
2023-04-19,6.88559
2023-04-20,7.30932
2023-04-21,25.21186
2023-04-22,5.82627
2023-04-23,6.14406
2023-04-24,14.51271
2023-04-25,24.78813
2023-04-26,22.66949
2023-04-27,18.64406
2023-04-28,11.12288
2023-04-29,9.95762
2023-04-30,8.36864
2023-05-01,7.30932
2023-05-02,8.36864
2023-05-03,7.83898
2023-05-04,16.10169
2023-05-05,13.55932
2023-05-06,14.19491
2023-05-07,15.36016
2023-05-08,16.41949
2023-05-09,34.53389
2023-05-10,38.77118
2023-05-11,23.30508
2023-05-12,20.76271
2023-05-13,16.52542
2023-05-14,16.52542
2023-05-15,16.10169
2023-05-16,14.19491
2023-05-17,21.3983
2023-05-18,16.63135
2023-05-19,13.87711
2023-05-20,11.33474
2023-05-21,9.85169
2023-05-22,15.88983
2023-05-23,15.1483
2023-05-24,13.24152
2023-05-25,9.53389
2023-05-26,10.69915
2023-05-27,9.32203
2023-05-28,8.15677
2023-05-29,12.71186
