date,삼성물산주가
2020-10-08,5.53941
2020-10-09,0.75375
2020-10-10,0.46475
2020-10-11,0.40714
2020-10-12,5.38222
2020-10-13,5.28458
2020-10-14,4.77248
2020-10-15,4.74465
2020-10-16,4.65775
2020-10-17,0.53553
2020-10-18,0.48476
2020-10-19,5.29923
2020-10-20,4.93895
2020-10-21,5.00436
2020-10-22,4.66215
2020-10-23,4.57427
2020-10-24,0.54383
2020-10-25,3.7883
2020-10-26,97.14852
2020-10-27,100.0
2020-10-28,19.51611
2020-10-29,16.10615
2020-10-30,16.19744
2020-10-31,1.97226
2020-11-01,1.69009
2020-11-02,12.91538
2020-11-03,11.96586
2020-11-04,11.6212
2020-11-05,12.30759
2020-11-06,10.28163
2020-11-07,1.15699
2020-11-08,0.99003
2020-11-09,10.36071
2020-11-10,10.37097
2020-11-11,14.53859
2020-11-12,11.83356
2020-11-13,11.40396
2020-11-14,1.55486
2020-11-15,1.1936
2020-11-16,13.93519
2020-11-17,13.00618
2020-11-18,11.24335
2020-11-19,9.92672
2020-11-20,9.1178
2020-11-21,1.05984
2020-11-22,0.86652
2020-11-23,11.42691
2020-11-24,12.46283
2020-11-25,11.3034
2020-11-26,9.75634
2020-11-27,9.33553
2020-11-28,1.36496
2020-11-29,1.1526
2020-11-30,8.88591
2020-12-01,9.13879
2020-12-02,9.82664
2020-12-03,9.50151
2020-12-04,10.95044
2020-12-05,1.30247
2020-12-06,1.14527
2020-12-07,9.67677
2020-12-08,9.60159
2020-12-09,9.57376
2020-12-10,10.09319
2020-12-11,15.34311
2020-12-12,2.17632
2020-12-13,1.63102
2020-12-14,13.68817
2020-12-15,10.8323
2020-12-16,10.3573
2020-12-17,9.17833
2020-12-18,9.40632
2020-12-19,1.21997
2020-12-20,1.06521
2020-12-21,8.95963
2020-12-22,15.53595
2020-12-23,17.73424
2020-12-24,16.74713
2020-12-25,2.50242
2020-12-26,1.73988
2020-12-27,1.99374
2020-12-28,15.43148
2020-12-29,14.42435
2020-12-30,14.58301
2020-12-31,3.78342
2021-01-01,1.8795
2021-01-02,1.487
2021-01-03,1.40548
2021-01-04,17.32368
2021-01-05,16.16277
2021-01-06,15.41048
2021-01-07,16.78814
2021-01-08,22.08102
2021-01-09,3.40166
2021-01-10,2.90713
2021-01-11,24.43749
2021-01-12,18.26977
2021-01-13,17.55215
2021-01-14,22.55456
2021-01-15,20.60866
2021-01-16,2.17241
2021-01-17,1.7721
2021-01-18,26.20959
2021-01-19,25.91522
2021-01-20,18.61687
2021-01-21,21.61383
2021-01-22,18.71793
2021-01-23,2.16607
2021-01-24,1.72133
2021-01-25,17.98175
2021-01-26,15.57598
2021-01-27,15.22205
2021-01-28,16.10517
2021-01-29,15.12734
2021-01-30,1.6979
2021-01-31,1.31028
2021-02-01,15.17957
2021-02-02,14.54884
2021-02-03,15.05167
2021-02-04,13.30104
2021-02-05,11.98246
2021-02-06,1.45429
2021-02-07,1.09401
2021-02-08,11.14034
2021-02-09,10.5804
2021-02-10,9.29257
2021-02-11,1.0945
2021-02-12,0.78792
2021-02-13,0.79281
2021-02-14,0.83284
2021-02-15,11.23456
2021-02-16,10.79227
2021-02-17,9.59134
2021-02-18,9.97114
2021-02-19,10.46811
2021-02-20,1.46894
2021-02-21,1.20532
2021-02-22,10.24355
2021-02-23,9.72363
2021-02-24,9.6548
2021-02-25,10.23964
2021-02-26,9.0104
2021-02-27,1.2102
2021-02-28,0.94072
2021-03-01,1.09157
2021-03-02,10.13371
2021-03-03,9.17882
2021-03-04,7.80166
2021-03-05,7.76992
2021-03-06,0.9954
2021-03-07,0.88312
2021-03-08,8.20831
2021-03-09,8.1717
2021-03-10,7.67473
2021-03-11,8.38015
2021-03-12,8.56762
2021-03-13,1.18335
2021-03-14,1.03787
2021-03-15,8.118
2021-03-16,8.32059
2021-03-17,7.65715
2021-03-18,8.15217
2021-03-19,6.9859
2021-03-20,1.00077
2021-03-21,0.78792
2021-03-22,7.33202
2021-03-23,7.13773
2021-03-24,6.76671
2021-03-25,8.63206
2021-03-26,8.22882
2021-03-27,1.17456
2021-03-28,0.88702
2021-03-29,7.7172
2021-03-30,9.1178
2021-03-31,8.31767
2021-04-01,7.89051
2021-04-02,7.97008
2021-04-03,1.04813
2021-04-04,0.85188
2021-04-05,7.93835
2021-04-06,8.04379
2021-04-07,9.61672
2021-04-08,9.74804
2021-04-09,8.49927
2021-04-10,0.89044
2021-04-11,0.77914
2021-04-12,7.99058
2021-04-13,13.47435
2021-04-14,14.20418
2021-04-15,11.8116
2021-04-16,11.48061
2021-04-17,1.7184
2021-04-18,1.28538
2021-04-19,11.26288
2021-04-20,11.52796
2021-04-21,9.95357
2021-04-22,9.87302
2021-04-23,9.39509
2021-04-24,2.00985
2021-04-25,2.55564
2021-04-26,14.72507
2021-04-27,10.91968
2021-04-28,12.2822
2021-04-29,16.81889
2021-04-30,15.62821
2021-05-01,2.63326
2021-05-02,1.60075
2021-05-03,13.40747
2021-05-04,11.95317
2021-05-05,1.81799
2021-05-06,10.5267
2021-05-07,9.87595
2021-05-08,1.07156
2021-05-09,0.94024
2021-05-10,11.00512
2021-05-11,9.63869
2021-05-12,11.20918
2021-05-13,9.69825
2021-05-14,11.57922
2021-05-15,1.58854
2021-05-16,1.32883
2021-05-17,11.85797
2021-05-18,10.72832
2021-05-19,1.65006
2021-05-20,9.316
2021-05-21,9.17931
2021-05-22,0.99784
2021-05-23,1.04861
2021-05-24,8.56517
2021-05-25,8.57103
2021-05-26,8.27715
2021-05-27,8.19855
2021-05-28,8.26397
2021-05-29,0.95586
2021-05-30,0.77132
2021-05-31,7.99986
2021-06-01,11.2453
2021-06-02,9.87839
2021-06-03,11.5758
2021-06-04,9.00356
2021-06-05,0.99735
2021-06-06,0.82698
2021-06-07,9.2003
2021-06-08,9.48003
2021-06-09,8.49488
2021-06-10,8.33573
2021-06-11,8.29667
2021-06-12,0.7601
2021-06-13,0.60437
2021-06-14,7.68547
2021-06-15,7.47164
2021-06-16,7.61956
2021-06-17,7.02886
2021-06-18,7.36229
2021-06-19,0.79622
2021-06-20,0.63707
2021-06-21,7.16458
2021-06-22,7.26368
2021-06-23,7.49312
2021-06-24,7.98619
2021-06-25,8.17365
2021-06-26,0.99979
2021-06-27,0.69663
2021-06-28,7.4072
2021-06-29,6.52945
2021-06-30,6.64515
2021-07-01,6.18674
2021-07-02,6.23947
2021-07-03,0.71665
2021-07-04,0.60632
2021-07-05,6.50358
2021-07-06,6.64417
2021-07-07,6.32002
2021-07-08,6.33857
2021-07-09,6.55239
2021-07-10,0.78988
2021-07-11,0.72934
2021-07-12,7.3662
2021-07-13,7.47116
2021-07-14,7.01324
2021-07-15,6.9693
2021-07-16,5.98708
2021-07-17,0.61413
2021-07-18,0.50526
2021-07-19,5.81328
2021-07-20,5.7054
2021-07-21,8.68478
2021-07-22,8.73994
2021-07-23,7.49019
2021-07-24,0.8963
2021-07-25,0.80647
2021-07-26,6.65833
2021-07-27,11.2536
2021-07-28,11.31121
2021-07-29,11.41128
2021-07-30,9.54691
2021-07-31,1.10183
2021-08-01,0.86652
2021-08-02,9.6836
2021-08-03,9.8076
2021-08-04,10.81521
2021-08-05,10.67999
2021-08-06,9.61233
2021-08-07,1.26781
2021-08-08,1.05057
2021-08-09,11.42495
2021-08-10,11.64464
2021-08-11,10.48325
2021-08-12,10.42662
2021-08-13,10.21572
2021-08-14,1.23071
2021-08-15,0.92803
2021-08-16,1.70424
2021-08-17,9.66993
2021-08-18,9.04848
2021-08-19,8.62278
2021-08-20,8.42653
2021-08-21,0.91387
2021-08-22,0.72836
2021-08-23,9.11585
2021-08-24,9.26914
2021-08-25,9.31698
2021-08-26,8.09798
2021-08-27,7.66594
2021-08-28,0.97099
2021-08-29,0.75131
2021-08-30,7.68352
2021-08-31,7.85584
2021-09-01,7.64788
2021-09-02,6.76573
2021-09-03,7.05083
2021-09-04,0.72641
2021-09-05,0.6317
2021-09-06,6.75157
2021-09-07,5.98415
2021-09-08,6.08374
2021-09-09,6.23947
2021-09-10,6.47868
2021-09-11,0.63707
2021-09-12,0.51454
2021-09-13,6.18235
2021-09-14,6.7052
2021-09-15,6.19944
2021-09-16,5.47156
2021-09-17,5.70051
2021-09-18,0.72983
2021-09-19,0.57068
2021-09-20,0.43106
2021-09-21,0.40421
2021-09-22,0.55799
2021-09-23,6.2629
2021-09-24,5.90897
2021-09-25,0.65074
2021-09-26,0.47597
2021-09-27,5.65023
2021-09-28,5.43592
2021-09-29,5.88944
2021-09-30,5.92508
2021-10-01,5.22502
2021-10-02,0.57459
2021-10-03,0.45401
2021-10-04,0.82454
2021-10-05,6.2258
2021-10-06,6.20041
2021-10-07,6.18089
2021-10-08,5.50671
2021-10-09,0.57556
2021-10-10,0.475
2021-10-11,0.7352
2021-10-12,5.83135
2021-10-13,5.91873
2021-10-14,5.90897
2021-10-15,6.0896
2021-10-16,0.57312
2021-10-17,0.43448
2021-10-18,5.22307
2021-10-19,5.19427
2021-10-20,4.85156
2021-10-21,4.7593
2021-10-22,4.52253
2021-10-23,0.49208
2021-10-24,0.36955
2021-10-25,4.94188
2021-10-26,5.19476
2021-10-27,4.88476
2021-10-28,5.77277
2021-10-29,5.64633
2021-10-30,0.70884
2021-10-31,0.60925
2021-11-01,5.45984
2021-11-02,6.18235
2021-11-03,5.39735
2021-11-04,5.6185
2021-11-05,4.98484
2021-11-06,0.63805
2021-11-07,0.54334
2021-11-08,5.20354
2021-11-09,4.90917
2021-11-10,4.64408
2021-11-11,5.12641
2021-11-12,5.47546
2021-11-13,0.69224
2021-11-14,0.62926
2021-11-15,5.9036
2021-11-16,5.40712
2021-11-17,4.82813
2021-11-18,4.58257
2021-11-19,4.93944
2021-11-20,0.70786
2021-11-21,0.53309
2021-11-22,6.89656
2021-11-23,5.536
2021-11-24,5.23772
2021-11-25,4.54791
2021-11-26,4.26867
2021-11-27,0.56971
2021-11-28,0.45498
2021-11-29,5.19671
2021-11-30,5.36464
2021-12-01,6.03101
2021-12-02,6.64759
2021-12-03,5.94607
2021-12-04,0.63561
2021-12-05,0.47109
2021-12-06,5.60776
2021-12-07,6.02955
2021-12-08,6.46696
2021-12-09,6.19211
2021-12-10,6.19211
2021-12-11,0.75229
2021-12-12,0.54676
2021-12-13,6.42742
2021-12-14,5.43201
2021-12-15,5.2675
2021-12-16,5.35488
2021-12-17,4.99362
2021-12-18,0.53895
2021-12-19,0.47256
2021-12-20,4.71634
2021-12-21,5.06099
2021-12-22,5.09224
2021-12-23,5.44275
2021-12-24,5.39638
2021-12-25,0.6361
2021-12-26,0.60681
2021-12-27,5.20403
2021-12-28,5.18841
2021-12-29,4.90136
2021-12-30,7.14554
2021-12-31,1.81311
2022-01-01,0.58728
2022-01-02,0.64879
2022-01-03,5.99684
2022-01-04,5.35
2022-01-05,5.15765
2022-01-06,5.21721
2022-01-07,5.56333
2022-01-08,0.67271
2022-01-09,0.83821
2022-01-10,5.22649
2022-01-11,5.20403
2022-01-12,6.24093
2022-01-13,5.19671
2022-01-14,4.43563
2022-01-15,0.65709
2022-01-16,0.57263
2022-01-17,4.31798
2022-01-18,4.565
2022-01-19,4.76955
2022-01-20,5.11225
2022-01-21,4.40536
2022-01-22,0.60778
2022-01-23,0.45156
2022-01-24,4.5318
2022-01-25,4.75783
2022-01-26,4.70657
2022-01-27,5.18109
2022-01-28,6.06909
2022-01-29,0.70298
2022-01-30,0.43594
2022-01-31,0.44034
2022-02-01,0.44278
2022-02-02,0.75229
2022-02-03,6.14281
2022-02-04,5.29923
2022-02-05,0.6815
2022-02-06,0.84699
2022-02-07,5.31387
2022-02-08,5.34951
2022-02-09,5.4574
2022-02-10,5.70149
2022-02-11,5.22014
2022-02-12,0.76351
2022-02-13,0.62243
2022-02-14,4.91796
2022-02-15,4.83204
2022-02-16,5.59555
2022-02-17,6.45329
2022-02-18,5.53697
2022-02-19,0.66685
2022-02-20,0.54725
2022-02-21,5.12885
2022-02-22,4.6519
2022-02-23,5.00973
2022-02-24,5.01462
2022-02-25,5.03854
2022-02-26,0.55994
2022-02-27,0.37541
2022-02-28,4.82715
2022-03-01,0.79671
2022-03-02,5.09565
2022-03-03,5.31143
2022-03-04,4.50593
2022-03-05,0.48281
2022-03-06,0.39249
2022-03-07,4.70071
2022-03-08,4.72854
2022-03-09,0.6195
2022-03-10,7.61078
2022-03-11,6.59047
2022-03-12,0.9046
2022-03-13,0.95635
2022-03-14,6.90437
2022-03-15,5.54088
2022-03-16,5.88114
2022-03-17,6.52896
2022-03-18,5.85966
2022-03-19,0.85969
2022-03-20,0.57654
2022-03-21,5.06783
2022-03-22,5.29142
2022-03-23,5.17669
2022-03-24,4.5318
2022-03-25,4.60503
2022-03-26,0.55897
2022-03-27,0.44961
2022-03-28,4.63871
2022-03-29,4.77834
2022-03-30,4.78419
2022-03-31,4.93944
2022-04-01,4.00408
2022-04-02,0.48623
2022-04-03,0.42081
2022-04-04,4.50202
2022-04-05,4.29308
2022-04-06,4.21351
2022-04-07,4.14272
2022-04-08,4.17689
2022-04-09,0.79036
2022-04-10,0.5243
2022-04-11,4.39706
2022-04-12,3.94598
2022-04-13,4.60259
2022-04-14,4.503
2022-04-15,4.09341
2022-04-16,0.51942
2022-04-17,0.37931
2022-04-18,4.28185
2022-04-19,4.56988
2022-04-20,4.26477
2022-04-21,4.67728
2022-04-22,3.7883
2022-04-23,0.47841
2022-04-24,0.4169
2022-04-25,3.95379
2022-04-26,4.23157
2022-04-27,4.13198
2022-04-28,6.91365
2022-04-29,6.16038
2022-04-30,0.67222
2022-05-01,0.55311
2022-05-02,6.38251
2022-05-03,5.42323
2022-05-04,4.86035
2022-05-05,0.77914
2022-05-06,4.28429
2022-05-07,0.50087
2022-05-08,0.58386
2022-05-09,4.45321
2022-05-10,4.34873
2022-05-11,4.3751
2022-05-12,4.6724
2022-05-13,5.25724
2022-05-14,0.59363
2022-05-15,0.4584
2022-05-16,4.78761
2022-05-17,5.07027
2022-05-18,4.77297
2022-05-19,4.77199
2022-05-20,5.29435
2022-05-21,0.60485
2022-05-22,0.49013
2022-05-23,4.67679
2022-05-24,4.05534
2022-05-25,4.53668
2022-05-26,4.30919
2022-05-27,4.19886
2022-05-28,0.48232
2022-05-29,0.3759
2022-05-30,5.83428
2022-05-31,5.67415
2022-06-01,0.82747
2022-06-02,4.33751
2022-06-03,4.33848
2022-06-04,0.47549
2022-06-05,0.34709
2022-06-06,0.49501
2022-06-07,3.63403
2022-06-08,4.14955
2022-06-09,3.88301
2022-06-10,3.5569
2022-06-11,0.42813
2022-06-12,0.32708
2022-06-13,3.96746
2022-06-14,4.22766
2022-06-15,3.96063
2022-06-16,4.4659
2022-06-17,4.05387
2022-06-18,0.51112
2022-06-19,0.36613
2022-06-20,3.98943
2022-06-21,4.32725
2022-06-22,4.22229
2022-06-23,4.03581
2022-06-24,4.40585
2022-06-25,0.475
2022-06-26,0.37004
2022-06-27,4.60601
2022-06-28,4.813
2022-06-29,7.08793
2022-06-30,7.11966
2022-07-01,6.18919
2022-07-02,0.79818
2022-07-03,0.65221
2022-07-04,5.40467
2022-07-05,5.34512
2022-07-06,6.73693
2022-07-07,5.77765
2022-07-08,5.10884
2022-07-09,0.53456
2022-07-10,0.41934
2022-07-11,4.50446
2022-07-12,4.19837
2022-07-13,4.40146
2022-07-14,4.24133
2022-07-15,4.24866
2022-07-16,0.40909
2022-07-17,0.36857
2022-07-18,4.78224
2022-07-19,4.48591
2022-07-20,4.61333
2022-07-21,4.92235
2022-07-22,4.4122
2022-07-23,0.44082
2022-07-24,0.33294
2022-07-25,4.41757
2022-07-26,4.19447
2022-07-27,4.10367
2022-07-28,5.39491
2022-07-29,5.05855
2022-07-30,0.50771
2022-07-31,0.59167
2022-08-01,4.59234
2022-08-02,3.98455
2022-08-03,4.23694
2022-08-04,4.15248
2022-08-05,4.26233
2022-08-06,0.45693
2022-08-07,0.29193
2022-08-08,4.70071
2022-08-09,4.79005
2022-08-10,5.05221
2022-08-11,5.24797
2022-08-12,5.28849
2022-08-13,0.47841
2022-08-14,0.3632
2022-08-15,0.64
2022-08-16,4.87207
2022-08-17,4.3585
2022-08-18,4.14467
2022-08-19,3.77561
2022-08-20,0.42716
2022-08-21,0.3305
2022-08-22,3.89277
2022-08-23,3.69017
2022-08-24,5.38319
2022-08-25,5.17718
2022-08-26,4.54987
2022-08-27,0.52528
2022-08-28,0.38517
2022-08-29,4.17787
2022-08-30,4.11294
2022-08-31,4.22278
2022-09-01,3.8791
2022-09-02,3.6604
2022-09-03,0.40909
2022-09-04,0.31731
2022-09-05,3.66918
2022-09-06,3.43193
2022-09-07,3.22982
2022-09-08,3.19906
2022-09-09,0.35588
2022-09-10,0.41251
2022-09-11,0.30462
2022-09-12,0.41056
2022-09-13,4.36436
2022-09-14,3.62769
2022-09-15,3.3709
2022-09-16,3.09508
2022-09-17,0.37346
2022-09-18,0.289
2022-09-19,3.06481
2022-09-20,3.10094
2022-09-21,2.7597
2022-09-22,3.0736
2022-09-23,2.95497
2022-09-24,0.34416
2022-09-25,0.27289
2022-09-26,3.19809
2022-09-27,3.13023
2022-09-28,3.37041
2022-09-29,3.43974
2022-09-30,3.12242
2022-10-01,0.30804
2022-10-02,0.27045
2022-10-03,0.33587
2022-10-04,3.6438
2022-10-05,3.38457
2022-10-06,3.48123
2022-10-07,3.21322
2022-10-08,0.38566
2022-10-09,0.2641
2022-10-10,0.43301
2022-10-11,3.1312
2022-10-12,3.16342
2022-10-13,2.99207
2022-10-14,3.54225
2022-10-15,0.45986
2022-10-16,0.30023
2022-10-17,3.67309
2022-10-18,3.69164
2022-10-19,3.31915
2022-10-20,3.0404
2022-10-21,2.96229
2022-10-22,0.32122
2022-10-23,0.23091
2022-10-24,3.40605
2022-10-25,3.15024
2022-10-26,3.64575
2022-10-27,6.15062
2022-10-28,4.69095
2022-10-29,0.52919
2022-10-30,0.35002
2022-10-31,4.3873
2022-11-01,4.7593
2022-11-02,4.47078
2022-11-03,4.75588
2022-11-04,4.52399
2022-11-05,0.51161
2022-11-06,0.42325
2022-11-07,4.61479
2022-11-08,4.70462
2022-11-09,5.10347
2022-11-10,4.47224
2022-11-11,5.9158
2022-11-12,0.80257
2022-11-13,0.70298
2022-11-14,5.34902
2022-11-15,4.99607
2022-11-16,5.74494
2022-11-17,9.22325
2022-11-18,8.05209
2022-11-19,1.17847
2022-11-20,0.80306
2022-11-21,5.8455
2022-11-22,5.38173
2022-11-23,5.41786
2022-11-24,4.81397
2022-11-25,4.17152
2022-11-26,0.53944
2022-11-27,0.43692
2022-11-28,4.14907
2022-11-29,4.31603
2022-11-30,4.69925
2022-12-01,4.72561
2022-12-02,4.07877
2022-12-03,0.41739
2022-12-04,0.43204
2022-12-05,4.15053
2022-12-06,3.59254
2022-12-07,3.82638
2022-12-08,3.65063
2022-12-09,3.83272
2022-12-10,0.43253
2022-12-11,0.37004
2022-12-12,3.51785
2022-12-13,3.5857
2022-12-14,4.10659
2022-12-15,3.59888
2022-12-16,3.37725
2022-12-17,0.40372
2022-12-18,0.3676
2022-12-19,3.44559
2022-12-20,3.16977
2022-12-21,3.35186
2022-12-22,3.47098
2022-12-23,3.03308
2022-12-24,0.42618
2022-12-25,0.41495
2022-12-26,3.46268
2022-12-27,3.63403
2022-12-28,3.43974
2022-12-29,3.11314
2022-12-30,1.29075
2022-12-31,0.27875
2023-01-01,0.2392
2023-01-02,3.24495
2023-01-03,3.35674
2023-01-04,4.05875
2023-01-05,3.61304
2023-01-06,3.81661
2023-01-07,0.43008
2023-01-08,0.34026
2023-01-09,4.56305
2023-01-10,4.09683
2023-01-11,3.82296
2023-01-12,3.89814
2023-01-13,3.94794
2023-01-14,0.43643
2023-01-15,0.33294
2023-01-16,3.87666
2023-01-17,3.5281
2023-01-18,3.28742
2023-01-19,3.38848
2023-01-20,3.21127
2023-01-21,0.32659
2023-01-22,0.25483
2023-01-23,0.28851
2023-01-24,0.36613
2023-01-25,4.31749
2023-01-26,4.22278
2023-01-27,4.76418
2023-01-28,0.52284
2023-01-29,0.40177
2023-01-30,3.7595
2023-01-31,3.78781
2023-02-01,4.23157
2023-02-02,4.89892
2023-02-03,4.36728
2023-02-04,0.44082
2023-02-05,0.40958
2023-02-06,3.86641
2023-02-07,3.71068
2023-02-08,3.89179
2023-02-09,3.48709
2023-02-10,3.24397
2023-02-11,0.37883
2023-02-12,0.26166
2023-02-13,3.38848
2023-02-14,3.49734
2023-02-15,3.22982
2023-02-16,7.85536
2023-02-17,6.06128
2023-02-18,0.83625
2023-02-19,0.53749
2023-02-20,4.75588
2023-02-21,4.32628
2023-02-22,3.49148
2023-02-23,3.81076
2023-02-24,3.16001
2023-02-25,0.38273
2023-02-26,0.36955
2023-02-27,3.10924
2023-02-28,3.30109
2023-03-01,0.51161
2023-03-02,3.53493
2023-03-03,3.19027
2023-03-04,0.33489
2023-03-05,0.31292
2023-03-06,3.59254
2023-03-07,3.48123
2023-03-08,3.18979
2023-03-09,3.11802
2023-03-10,2.68989
2023-03-11,0.34514
2023-03-12,0.26117
2023-03-13,3.13267
2023-03-14,2.81877
2023-03-15,3.19027
2023-03-16,2.86807
2023-03-17,3.33331
2023-03-18,0.40616
2023-03-19,0.27094
2023-03-20,2.98719
2023-03-21,2.89053
2023-03-22,2.9496
2023-03-23,2.8173
2023-03-24,2.58883
2023-03-25,0.27533
2023-03-26,0.21431
2023-03-27,2.53708
2023-03-28,2.7387
2023-03-29,2.73382
2023-03-30,3.01404
2023-03-31,3.21712
2023-04-01,0.30804
2023-04-02,0.26557
2023-04-03,2.94081
2023-04-04,2.90469
2023-04-05,3.05846
2023-04-06,2.70307
2023-04-07,3.11216
2023-04-08,0.32171
2023-04-09,0.24848
2023-04-10,3.09215
2023-04-11,3.56422
2023-04-12,3.63062
2023-04-13,3.38652
2023-04-14,3.64917
2023-04-15,0.36223
2023-04-16,0.2519
2023-04-17,3.05993
2023-04-18,2.99891
2023-04-19,3.24544
2023-04-20,2.78264
2023-04-21,2.6606
2023-04-22,0.30755
2023-04-23,0.25287
2023-04-24,2.74456
2023-04-25,2.84562
2023-04-26,2.92031
2023-04-27,3.03894
2023-04-28,3.11119
2023-04-29,0.34612
2023-04-30,0.21528
2023-05-01,0.7972
2023-05-02,3.17661
2023-05-03,2.6811
2023-05-04,2.64351
2023-05-05,0.3676
2023-05-06,0.24116
2023-05-07,0.21577
2023-05-08,2.99695
2023-05-09,2.74847
2023-05-10,2.55124
2023-05-11,2.98865
2023-05-12,2.48729
2023-05-13,0.227
2023-05-14,0.1982
2023-05-15,2.52927
2023-05-16,2.47069
2023-05-17,2.33742
2023-05-18,2.59615
2023-05-19,2.95595
2023-05-20,0.31243
2023-05-21,0.27289
2023-05-22,3.14927
2023-05-23,2.89053
2023-05-24,2.4619
2023-05-25,2.47118
2023-05-26,2.5405
2023-05-27,0.2641
2023-05-28,0.27191
2023-05-29,0.43057
