date,데이터센터
2023-05-27,0.25963
2023-05-28,0.28031
2023-05-29,0.37222
2023-05-30,0.92826
2023-05-31,0.95124
2023-06-01,0.8892
2023-06-02,0.83635
2023-06-03,0.31937
2023-06-04,0.32856
2023-06-05,0.61807
2023-06-06,0.35154
2023-06-07,0.73985
2023-06-08,0.988
2023-06-09,0.8938
2023-06-10,0.34465
2023-06-11,0.31708
2023-06-12,0.73985
2023-06-13,0.76742
2023-06-14,0.795
2023-06-15,0.73066
2023-06-16,0.63186
2023-06-17,0.193
2023-06-18,0.28261
2023-06-19,0.73526
2023-06-20,0.62037
2023-06-21,0.70079
2023-06-22,0.85703
2023-06-23,0.77891
2023-06-24,0.23895
2023-06-25,0.33316
2023-06-26,0.80189
2023-06-27,0.97192
2023-06-28,0.94894
2023-06-29,0.79959
2023-06-30,0.66862
2023-07-01,0.26882
2023-07-02,0.28031
2023-07-03,0.70539
2023-07-04,0.76742
2023-07-05,0.81797
2023-07-06,0.84554
2023-07-07,0.62726
2023-07-08,0.30559
2023-07-09,0.36533
2023-07-10,0.96502
2023-07-11,0.93515
2023-07-12,0.82487
2023-07-13,0.83406
2023-07-14,0.6916
2023-07-15,0.21598
2023-07-16,0.25274
2023-07-17,0.77202
2023-07-18,0.76283
2023-07-19,0.70309
2023-07-20,0.80189
2023-07-21,0.66862
2023-07-22,0.2918
2023-07-23,0.36763
2023-07-24,0.80189
2023-07-25,0.82487
2023-07-26,0.67552
2023-07-27,0.59969
2023-07-28,0.55604
2023-07-29,0.22287
2023-07-30,0.21598
2023-07-31,0.64105
2023-08-01,0.51468
2023-08-02,0.53765
2023-08-03,0.61807
2023-08-04,0.46643
2023-08-05,0.21828
2023-08-06,0.21138
2023-08-07,0.70539
2023-08-08,0.69619
2023-08-09,0.70309
2023-08-10,0.62726
2023-08-11,0.53765
2023-08-12,0.24585
2023-08-13,0.31937
2023-08-14,0.5928
2023-08-15,0.35384
2023-08-16,0.68471
2023-08-17,0.70079
2023-08-18,0.66632
2023-08-19,0.34924
2023-08-20,0.26423
2023-08-21,0.64335
2023-08-22,0.64105
2023-08-23,0.70768
2023-08-24,1.61297
2023-08-25,0.91218
2023-08-26,0.45034
2023-08-27,0.38601
2023-08-28,0.91677
2023-08-29,0.72147
2023-08-30,0.74904
2023-08-31,0.76972
2023-09-01,0.62037
2023-09-02,0.23666
2023-09-03,0.31708
2023-09-04,0.79959
2023-09-05,0.81338
2023-09-06,0.68011
2023-09-07,0.71228
2023-09-08,0.70998
2023-09-09,0.38141
2023-09-10,0.28721
2023-09-11,0.8892
2023-09-12,0.74674
2023-09-13,0.7881
2023-09-14,0.75134
2023-09-15,0.59969
2023-09-16,0.31937
2023-09-17,0.3883
2023-09-18,0.93515
2023-09-19,0.72377
2023-09-20,0.5882
2023-09-21,0.62037
2023-09-22,0.55833
2023-09-23,0.25044
2023-09-24,0.26193
2023-09-25,0.66862
2023-09-26,0.67781
2023-09-27,0.59969
2023-09-28,0.1907
2023-09-29,0.17002
2023-09-30,0.18611
2023-10-01,0.17692
2023-10-02,0.35843
2023-10-03,0.57901
2023-10-04,1.00638
2023-10-05,0.76053
2023-10-06,0.67092
2023-10-07,0.27342
2023-10-08,0.26193
2023-10-09,0.31478
2023-10-10,0.64105
2023-10-11,0.5928
2023-10-12,0.60429
2023-10-13,0.55374
2023-10-14,0.22976
2023-10-15,0.20908
2023-10-16,0.57212
2023-10-17,0.64565
2023-10-18,0.62726
2023-10-19,0.70079
2023-10-20,0.54225
2023-10-21,0.2964
2023-10-22,0.26193
2023-10-23,0.59969
2023-10-24,0.65024
2023-10-25,0.59739
2023-10-26,0.77432
2023-10-27,0.74904
2023-10-28,0.36763
2023-10-29,0.27802
2023-10-30,0.71228
2023-10-31,0.82716
2023-11-01,0.78121
2023-11-02,0.72836
2023-11-03,0.68471
2023-11-04,0.2918
2023-11-05,0.27342
2023-11-06,0.70998
2023-11-07,0.77202
2023-11-08,0.74215
2023-11-09,0.74215
2023-11-10,0.68241
2023-11-11,0.27572
2023-11-12,0.36303
2023-11-13,0.67092
2023-11-14,0.64565
2023-11-15,0.65943
2023-11-16,0.55374
2023-11-17,0.74674
2023-11-18,0.34235
2023-11-19,0.35843
2023-11-20,0.6916
2023-11-21,0.6939
2023-11-22,0.74674
2023-11-23,0.81108
2023-11-24,0.68471
2023-11-25,0.34005
2023-11-26,0.33546
2023-11-27,0.66173
2023-11-28,0.75593
2023-11-29,0.65024
2023-11-30,0.55833
2023-12-01,0.52846
2023-12-02,0.22976
2023-12-03,0.2964
2023-12-04,0.70539
2023-12-05,0.63186
2023-12-06,0.67781
2023-12-07,0.6893
2023-12-08,0.50778
2023-12-09,0.25274
2023-12-10,0.26653
2023-12-11,0.51468
2023-12-12,0.61348
2023-12-13,0.5951
2023-12-14,0.4963
2023-12-15,0.42737
2023-12-16,0.18841
2023-12-17,0.23895
2023-12-18,0.4963
2023-12-19,0.60199
2023-12-20,0.53995
2023-12-21,0.47791
2023-12-22,0.41817
2023-12-23,0.18151
2023-12-24,0.17002
2023-12-25,0.27112
2023-12-26,0.51468
2023-12-27,0.50778
2023-12-28,0.65484
2023-12-29,0.34695
2023-12-30,0.23206
2023-12-31,0.18611
2024-01-01,0.20679
2024-01-02,0.54455
2024-01-03,0.67322
2024-01-04,0.66862
2024-01-05,0.56063
2024-01-06,0.25274
2024-01-07,0.28491
2024-01-08,0.66173
2024-01-09,0.94205
2024-01-10,1.11208
2024-01-11,0.82487
2024-01-12,1.35563
2024-01-13,0.91448
2024-01-14,0.73526
2024-01-15,1.30049
2024-01-16,1.07761
2024-01-17,1.01328
2024-01-18,0.8869
2024-01-19,0.85244
2024-01-20,0.94205
2024-01-21,0.76053
2024-01-22,0.90758
2024-01-23,0.88001
2024-01-24,1.1833
2024-01-25,1.06153
2024-01-26,0.87771
2024-01-27,0.6916
2024-01-28,0.68011
2024-01-29,1.02936
2024-01-30,1.06382
2024-01-31,1.51877
2024-02-01,1.16492
2024-02-02,2.0794
2024-02-03,1.09369
2024-02-04,0.79729
2024-02-05,0.92137
2024-02-06,1.04774
2024-02-07,1.02706
2024-02-08,5.30536
2024-02-09,0.61807
2024-02-10,0.64794
2024-02-11,0.5928
2024-02-12,0.60199
2024-02-13,0.8938
2024-02-14,0.95124
2024-02-15,0.8869
2024-02-16,1.02017
2024-02-17,0.69619
2024-02-18,0.88461
2024-02-19,1.24304
2024-02-20,1.10748
2024-02-21,0.92826
2024-02-22,1.2867
2024-02-23,1.10518
2024-02-24,0.85014
2024-02-25,1.03855
2024-02-26,1.04544
2024-02-27,1.12816
2024-02-28,1.33955
2024-02-29,1.03166
2024-03-01,0.74904
2024-03-02,0.59969
2024-03-03,0.6893
2024-03-04,0.99489
2024-03-05,0.91218
2024-03-06,0.91907
2024-03-07,0.94434
2024-03-08,0.8938
2024-03-09,0.64565
2024-03-10,0.68011
2024-03-11,1.17871
2024-03-12,1.05923
2024-03-13,0.9926
2024-03-14,1.1925
2024-03-15,1.01098
2024-03-16,0.69619
2024-03-17,0.75364
2024-03-18,1.11437
2024-03-19,1.24534
2024-03-20,1.54174
