date,근저당말소
2020-03-20,47.79874
2020-03-21,17.29559
2020-03-22,18.86792
2020-03-23,53.14465
2020-03-24,47.16981
2020-03-25,44.33962
2020-03-26,39.62264
2020-03-27,46.54088
2020-03-28,18.86792
2020-03-29,16.66666
2020-03-30,40.8805
2020-03-31,41.19496
2020-04-01,45.28301
2020-04-02,45.28301
2020-04-03,35.84905
2020-04-04,22.32704
2020-04-05,17.92452
2020-04-06,54.08805
2020-04-07,44.02515
2020-04-08,42.76729
2020-04-09,38.05031
2020-04-10,40.8805
2020-04-11,18.55345
2020-04-12,23.89937
2020-04-13,60.06289
2020-04-14,45.28301
2020-04-15,20.75471
2020-04-16,41.50943
2020-04-17,45.91194
2020-04-18,16.3522
2020-04-19,16.98113
2020-04-20,60.37735
2020-04-21,48.74213
2020-04-22,35.53459
2020-04-23,48.1132
2020-04-24,38.05031
2020-04-25,17.29559
2020-04-26,20.44025
2020-04-27,55.97484
2020-04-28,52.20125
2020-04-29,53.77358
2020-04-30,17.29559
2020-05-01,17.29559
2020-05-02,13.52201
2020-05-03,12.89308
2020-05-04,51.88679
2020-05-05,25.78616
2020-05-06,45.59748
2020-05-07,44.65408
2020-05-08,34.90566
2020-05-09,18.86792
2020-05-10,13.20754
2020-05-11,40.25157
2020-05-12,35.84905
2020-05-13,33.33333
2020-05-14,29.24528
2020-05-15,29.87421
2020-05-16,10.69182
2020-05-17,17.61006
2020-05-18,52.20125
2020-05-19,44.02515
2020-05-20,39.9371
2020-05-21,39.62264
2020-05-22,35.53459
2020-05-23,16.66666
2020-05-24,15.4088
2020-05-25,43.39622
2020-05-26,42.76729
2020-05-27,37.10691
2020-05-28,32.07547
2020-05-29,28.93081
2020-05-30,14.4654
2020-05-31,16.03773
2020-06-01,39.62264
2020-06-02,37.73584
2020-06-03,36.16352
2020-06-04,32.38993
2020-06-05,37.10691
2020-06-06,16.98113
2020-06-07,12.57861
2020-06-08,38.36477
2020-06-09,38.99371
2020-06-10,40.56603
2020-06-11,33.96226
2020-06-12,29.87421
2020-06-13,16.66666
2020-06-14,16.98113
2020-06-15,46.54088
2020-06-16,48.42767
2020-06-17,46.22641
2020-06-18,45.28301
2020-06-19,40.56603
2020-06-20,16.3522
2020-06-21,14.4654
2020-06-22,39.62264
2020-06-23,50.62893
2020-06-24,42.13836
2020-06-25,35.53459
2020-06-26,35.53459
2020-06-27,15.4088
2020-06-28,13.52201
2020-06-29,59.43396
2020-06-30,52.20125
2020-07-01,37.10691
2020-07-02,39.9371
2020-07-03,29.24528
2020-07-04,18.55345
2020-07-05,13.83647
2020-07-06,55.97484
2020-07-07,43.08176
2020-07-08,49.0566
2020-07-09,35.22012
2020-07-10,35.22012
2020-07-11,17.61006
2020-07-12,14.77987
2020-07-13,35.53459
2020-07-14,40.25157
2020-07-15,36.47798
2020-07-16,39.30817
2020-07-17,43.39622
2020-07-18,16.98113
2020-07-19,14.15094
2020-07-20,41.50943
2020-07-21,40.56603
2020-07-22,39.62264
2020-07-23,35.84905
2020-07-24,32.7044
2020-07-25,16.03773
2020-07-26,14.15094
2020-07-27,44.96855
2020-07-28,40.25157
2020-07-29,28.30188
2020-07-30,41.19496
2020-07-31,27.35849
2020-08-01,12.57861
2020-08-02,8.80503
2020-08-03,28.61635
2020-08-04,27.04402
2020-08-05,29.87421
2020-08-06,28.93081
2020-08-07,22.01257
2020-08-08,16.66666
2020-08-09,12.26415
2020-08-10,28.30188
2020-08-11,31.761
2020-08-12,33.01886
2020-08-13,35.22012
2020-08-14,24.84276
2020-08-15,11.00628
2020-08-16,9.11949
2020-08-17,19.81132
2020-08-18,36.16352
2020-08-19,34.59119
2020-08-20,27.98742
2020-08-21,34.27672
2020-08-22,17.61006
2020-08-23,11.63522
2020-08-24,49.0566
2020-08-25,40.8805
2020-08-26,36.16352
2020-08-27,33.01886
2020-08-28,29.24528
2020-08-29,16.3522
2020-08-30,9.74842
2020-08-31,39.30817
2020-09-01,35.84905
2020-09-02,31.44654
2020-09-03,31.44654
2020-09-04,36.47798
2020-09-05,18.86792
2020-09-06,15.09433
2020-09-07,37.10691
2020-09-08,30.81761
2020-09-09,38.05031
2020-09-10,46.54088
2020-09-11,34.90566
2020-09-12,11.94968
2020-09-13,15.72327
2020-09-14,45.28301
2020-09-15,45.91194
2020-09-16,46.54088
2020-09-17,38.36477
2020-09-18,32.7044
2020-09-19,11.00628
2020-09-20,11.94968
2020-09-21,35.84905
2020-09-22,36.16352
2020-09-23,34.59119
2020-09-24,33.33333
2020-09-25,26.10062
2020-09-26,10.37735
2020-09-27,17.29559
2020-09-28,40.8805
2020-09-29,34.90566
2020-09-30,4.71698
2020-10-01,3.77358
2020-10-02,5.03144
2020-10-03,5.66037
2020-10-04,8.1761
2020-10-05,33.96226
2020-10-06,30.81761
2020-10-07,35.53459
2020-10-08,29.55974
2020-10-09,11.63522
2020-10-10,11.32075
2020-10-11,12.26415
2020-10-12,43.08176
2020-10-13,44.02515
2020-10-14,35.53459
2020-10-15,41.82389
2020-10-16,37.73584
2020-10-17,13.52201
2020-10-18,20.75471
2020-10-19,40.56603
2020-10-20,35.53459
2020-10-21,36.47798
2020-10-22,41.82389
2020-10-23,32.38993
2020-10-24,13.83647
2020-10-25,22.95597
2020-10-26,46.22641
2020-10-27,41.50943
2020-10-28,34.27672
2020-10-29,32.07547
2020-10-30,41.19496
2020-10-31,14.15094
2020-11-01,9.11949
2020-11-02,37.73584
2020-11-03,35.53459
2020-11-04,31.44654
2020-11-05,37.10691
2020-11-06,33.64779
2020-11-07,15.72327
2020-11-08,10.69182
2020-11-09,35.84905
2020-11-10,26.72955
2020-11-11,27.04402
2020-11-12,31.761
2020-11-13,30.81761
2020-11-14,10.69182
2020-11-15,14.4654
2020-11-16,31.44654
2020-11-17,35.84905
2020-11-18,41.82389
2020-11-19,30.50314
2020-11-20,30.81761
2020-11-21,12.89308
2020-11-22,14.15094
2020-11-23,40.56603
2020-11-24,37.10691
2020-11-25,34.90566
2020-11-26,32.7044
2020-11-27,36.16352
2020-11-28,18.23899
2020-11-29,23.27044
2020-11-30,44.02515
2020-12-01,39.30817
2020-12-02,41.50943
2020-12-03,27.98742
2020-12-04,24.84276
2020-12-05,16.66666
2020-12-06,17.92452
2020-12-07,52.83018
2020-12-08,47.48427
2020-12-09,39.9371
2020-12-10,38.36477
2020-12-11,33.96226
2020-12-12,14.15094
2020-12-13,14.15094
2020-12-14,43.39622
2020-12-15,35.84905
2020-12-16,37.42138
2020-12-17,38.36477
2020-12-18,35.22012
2020-12-19,11.32075
2020-12-20,9.43396
2020-12-21,38.36477
2020-12-22,46.54088
2020-12-23,42.45283
2020-12-24,44.33962
2020-12-25,10.37735
2020-12-26,13.83647
2020-12-27,15.09433
2020-12-28,42.45283
2020-12-29,43.39622
2020-12-30,40.25157
2020-12-31,23.5849
2021-01-01,10.06289
2021-01-02,13.52201
2021-01-03,15.4088
2021-01-04,37.73584
2021-01-05,45.59748
2021-01-06,55.97484
2021-01-07,42.76729
2021-01-08,30.81761
2021-01-09,20.12578
2021-01-10,18.55345
2021-01-11,56.60377
2021-01-12,44.96855
2021-01-13,39.9371
2021-01-14,52.83018
2021-01-15,49.37106
2021-01-16,27.67295
2021-01-17,39.9371
2021-01-18,67.61006
2021-01-19,54.08805
2021-01-20,51.57232
2021-01-21,62.57861
2021-01-22,50.31446
2021-01-23,31.44654
2021-01-24,32.38993
2021-01-25,79.55974
2021-01-26,83.64779
2021-01-27,72.01257
2021-01-28,77.98742
2021-01-29,74.21383
2021-01-30,35.53459
2021-01-31,34.27672
2021-02-01,80.18867
2021-02-02,84.59119
2021-02-03,66.3522
2021-02-04,81.13207
2021-02-05,74.5283
2021-02-06,37.42138
2021-02-07,34.27672
2021-02-08,79.87421
2021-02-09,68.55345
2021-02-10,66.98113
2021-02-11,24.21383
2021-02-12,17.61006
2021-02-13,22.01257
2021-02-14,31.13207
2021-02-15,100.0
2021-02-16,82.07547
2021-02-17,90.56603
2021-02-18,75.47169
2021-02-19,69.81132
2021-02-20,29.24528
2021-02-21,39.30817
2021-02-22,88.67924
2021-02-23,83.64779
2021-02-24,72.6415
2021-02-25,79.24528
2021-02-26,87.10691
2021-02-27,32.7044
2021-02-28,26.10062
2021-03-01,37.42138
2021-03-02,96.85534
2021-03-03,78.30188
2021-03-04,68.23899
2021-03-05,70.75471
2021-03-06,34.27672
2021-03-07,26.10062
2021-03-08,77.98742
2021-03-09,73.89937
2021-03-10,65.09433
2021-03-11,66.3522
2021-03-12,70.12578
2021-03-13,25.47169
2021-03-14,26.41509
2021-03-15,74.5283
2021-03-16,80.81761
2021-03-17,70.44025
2021-03-18,59.74842
2021-03-19,54.71698
2021-03-20,31.13207
2021-03-21,36.79245
2021-03-22,58.80503
2021-03-23,65.4088
2021-03-24,64.15094
2021-03-25,51.57232
2021-03-26,55.03144
2021-03-27,28.30188
2021-03-28,33.33333
2021-03-29,79.87421
2021-03-30,74.84276
2021-03-31,67.92452
2021-04-01,49.37106
2021-04-02,84.90566
2021-04-03,50.94339
2021-04-04,32.38993
2021-04-05,75.78616
2021-04-06,72.32704
2021-04-07,55.66037
2021-04-08,57.54716
