date,월복리적금
2020-03-20,27.92792
2020-03-21,28.82882
2020-03-22,27.47747
2020-03-23,40.54054
2020-03-24,51.8018
2020-03-25,40.09009
2020-03-26,50.0
2020-03-27,49.09909
2020-03-28,36.03603
2020-03-29,24.77477
2020-03-30,35.13513
2020-03-31,43.69369
2020-04-01,35.13513
2020-04-02,35.58558
2020-04-03,21.62162
2020-04-04,15.76576
2020-04-05,27.02702
2020-04-06,28.37837
2020-04-07,37.83783
2020-04-08,35.58558
2020-04-09,22.97297
2020-04-10,39.18918
2020-04-11,18.01801
2020-04-12,28.37837
2020-04-13,36.48648
2020-04-14,35.13513
2020-04-15,21.62162
2020-04-16,29.72972
2020-04-17,33.78378
2020-04-18,23.42342
2020-04-19,24.77477
2020-04-20,34.23423
2020-04-21,27.92792
2020-04-22,40.99099
2020-04-23,29.27927
2020-04-24,29.27927
2020-04-25,19.36936
2020-04-26,24.32432
2020-04-27,31.08108
2020-04-28,27.92792
2020-04-29,27.02702
2020-04-30,18.91891
2020-05-01,20.72072
2020-05-02,12.16216
2020-05-03,22.07207
2020-05-04,27.02702
2020-05-05,27.47747
2020-05-06,32.88288
2020-05-07,32.88288
2020-05-08,39.18918
2020-05-09,16.66666
2020-05-10,17.11711
2020-05-11,22.52252
2020-05-12,22.97297
2020-05-13,25.67567
2020-05-14,31.08108
2020-05-15,38.73873
2020-05-16,20.72072
2020-05-17,21.62162
2020-05-18,32.88288
2020-05-19,26.12612
2020-05-20,19.81981
2020-05-21,28.82882
2020-05-22,25.67567
2020-05-23,9.9099
2020-05-24,13.96396
2020-05-25,38.73873
2020-05-26,47.74774
2020-05-27,37.83783
2020-05-28,48.64864
2020-05-29,18.01801
2020-05-30,11.26126
2020-05-31,18.91891
2020-06-01,22.52252
2020-06-02,22.07207
2020-06-03,23.87387
2020-06-04,15.76576
2020-06-05,18.91891
2020-06-06,18.91891
2020-06-07,17.11711
2020-06-08,31.53153
2020-06-09,35.13513
2020-06-10,36.93693
2020-06-11,23.87387
2020-06-12,25.67567
2020-06-13,15.31531
2020-06-14,20.72072
2020-06-15,47.29729
2020-06-16,27.92792
2020-06-17,23.42342
2020-06-18,23.87387
2020-06-19,16.66666
2020-06-20,12.61261
2020-06-21,13.51351
2020-06-22,25.67567
2020-06-23,21.62162
2020-06-24,27.02702
2020-06-25,44.14414
2020-06-26,24.77477
2020-06-27,17.56756
2020-06-28,19.81981
2020-06-29,25.67567
2020-06-30,28.82882
2020-07-01,30.63063
2020-07-02,21.62162
2020-07-03,14.41441
2020-07-04,6.75675
2020-07-05,14.41441
2020-07-06,25.67567
2020-07-07,22.07207
2020-07-08,27.47747
2020-07-09,21.17117
2020-07-10,15.76576
2020-07-11,5.85585
2020-07-12,6.75675
2020-07-13,13.06306
2020-07-14,22.07207
2020-07-15,32.43243
2020-07-16,20.27027
2020-07-17,13.06306
2020-07-18,9.009
2020-07-19,11.26126
2020-07-20,19.36936
2020-07-21,25.22522
2020-07-22,24.77477
2020-07-23,35.13513
2020-07-24,27.92792
2020-07-25,10.36036
2020-07-26,12.16216
2020-07-27,21.17117
2020-07-28,18.01801
2020-07-29,18.46846
2020-07-30,19.36936
2020-07-31,27.02702
2020-08-01,11.71171
2020-08-02,14.86486
2020-08-03,16.66666
2020-08-04,18.91891
2020-08-05,23.87387
2020-08-06,13.51351
2020-08-07,24.32432
2020-08-08,8.1081
2020-08-09,16.21621
2020-08-10,24.32432
2020-08-11,33.78378
2020-08-12,29.72972
2020-08-13,24.32432
2020-08-14,17.56756
2020-08-15,11.26126
2020-08-16,9.009
2020-08-17,13.51351
2020-08-18,27.92792
2020-08-19,30.63063
2020-08-20,22.52252
2020-08-21,19.36936
2020-08-22,12.61261
2020-08-23,22.52252
2020-08-24,38.28828
2020-08-25,45.49549
2020-08-26,26.57657
2020-08-27,24.32432
2020-08-28,21.62162
2020-08-29,11.71171
2020-08-30,14.41441
2020-08-31,21.17117
2020-09-01,24.77477
2020-09-02,17.56756
2020-09-03,14.41441
2020-09-04,15.31531
2020-09-05,7.2072
2020-09-06,9.009
2020-09-07,19.36936
2020-09-08,20.72072
2020-09-09,31.08108
2020-09-10,27.47747
2020-09-11,21.62162
2020-09-12,15.31531
2020-09-13,25.22522
2020-09-14,33.33333
2020-09-15,24.77477
2020-09-16,31.08108
2020-09-17,36.48648
2020-09-18,23.42342
2020-09-19,15.76576
2020-09-20,13.96396
2020-09-21,18.01801
2020-09-22,23.87387
2020-09-23,22.97297
2020-09-24,21.17117
2020-09-25,23.42342
2020-09-26,12.61261
2020-09-27,12.61261
2020-09-28,20.27027
2020-09-29,27.02702
2020-09-30,20.27027
2020-10-01,21.62162
2020-10-02,24.32432
2020-10-03,23.87387
2020-10-04,30.63063
2020-10-05,37.38738
2020-10-06,33.78378
2020-10-07,35.13513
2020-10-08,35.58558
2020-10-09,20.72072
2020-10-10,13.06306
2020-10-11,13.06306
2020-10-12,24.32432
2020-10-13,34.23423
2020-10-14,34.23423
2020-10-15,28.82882
2020-10-16,23.87387
2020-10-17,17.56756
2020-10-18,20.27027
2020-10-19,26.12612
2020-10-20,27.92792
2020-10-21,26.57657
2020-10-22,25.67567
2020-10-23,15.31531
2020-10-24,8.55855
2020-10-25,17.56756
2020-10-26,16.21621
2020-10-27,20.27027
2020-10-28,23.42342
2020-10-29,18.46846
2020-10-30,13.51351
2020-10-31,8.1081
2020-11-01,11.26126
2020-11-02,15.31531
2020-11-03,25.67567
2020-11-04,13.51351
2020-11-05,18.46846
2020-11-06,16.21621
2020-11-07,7.2072
2020-11-08,15.31531
2020-11-09,14.41441
2020-11-10,19.36936
2020-11-11,26.12612
2020-11-12,20.72072
2020-11-13,30.18018
2020-11-14,14.41441
2020-11-15,26.12612
2020-11-16,25.67567
2020-11-17,27.92792
2020-11-18,40.99099
2020-11-19,27.47747
2020-11-20,33.78378
2020-11-21,19.81981
2020-11-22,24.77477
2020-11-23,27.47747
2020-11-24,18.91891
2020-11-25,30.18018
2020-11-26,29.72972
2020-11-27,23.42342
2020-11-28,15.31531
2020-11-29,18.01801
2020-11-30,18.91891
2020-12-01,19.81981
2020-12-02,28.82882
2020-12-03,15.76576
2020-12-04,20.72072
2020-12-05,15.76576
2020-12-06,26.57657
2020-12-07,26.12612
2020-12-08,31.53153
2020-12-09,29.72972
2020-12-10,40.09009
2020-12-11,30.63063
2020-12-12,12.16216
2020-12-13,12.61261
2020-12-14,20.27027
2020-12-15,35.13513
2020-12-16,18.91891
2020-12-17,21.17117
2020-12-18,23.87387
2020-12-19,31.53153
2020-12-20,36.03603
2020-12-21,47.74774
2020-12-22,45.49549
2020-12-23,58.55855
2020-12-24,63.96396
2020-12-25,44.14414
2020-12-26,61.71171
2020-12-27,52.7027
2020-12-28,67.56756
2020-12-29,58.55855
2020-12-30,90.54054
2020-12-31,62.61261
2021-01-01,64.41441
2021-01-02,71.62162
2021-01-03,56.75675
2021-01-04,82.43243
2021-01-05,65.31531
2021-01-06,54.95495
2021-01-07,51.8018
2021-01-08,50.45045
2021-01-09,42.79279
2021-01-10,47.74774
2021-01-11,63.96396
2021-01-12,42.79279
2021-01-13,56.75675
2021-01-14,55.85585
2021-01-15,54.95495
2021-01-16,30.18018
2021-01-17,41.44144
2021-01-18,48.64864
2021-01-19,47.74774
2021-01-20,50.45045
2021-01-21,50.0
2021-01-22,55.4054
2021-01-23,44.59459
2021-01-24,47.29729
2021-01-25,65.31531
2021-01-26,61.26126
2021-01-27,59.009
2021-01-28,52.7027
2021-01-29,39.63963
2021-01-30,41.89189
2021-01-31,47.74774
2021-02-01,41.44144
2021-02-02,58.55855
2021-02-03,55.85585
2021-02-04,74.77477
2021-02-05,52.7027
2021-02-06,46.84684
2021-02-07,44.59459
2021-02-08,46.84684
2021-02-09,42.79279
2021-02-10,58.55855
2021-02-11,36.48648
2021-02-12,40.99099
2021-02-13,46.84684
2021-02-14,53.15315
2021-02-15,86.03603
2021-02-16,72.97297
2021-02-17,54.95495
2021-02-18,47.74774
2021-02-19,44.14414
2021-02-20,33.78378
2021-02-21,31.98198
2021-02-22,52.25225
2021-02-23,51.35135
2021-02-24,48.64864
2021-02-25,41.44144
2021-02-26,46.39639
2021-02-27,18.46846
2021-02-28,20.72072
2021-03-01,21.17117
2021-03-02,22.07207
2021-03-03,34.23423
2021-03-04,27.02702
2021-03-05,19.81981
2021-03-06,13.06306
2021-03-07,18.01801
2021-03-08,25.67567
2021-03-09,23.87387
2021-03-10,22.07207
2021-03-11,27.02702
2021-03-12,22.97297
2021-03-13,10.36036
2021-03-14,13.96396
2021-03-15,31.08108
2021-03-16,20.72072
2021-03-17,18.91891
2021-03-18,16.21621
2021-03-19,22.97297
2021-03-20,13.06306
2021-03-21,11.71171
2021-03-22,19.36936
2021-03-23,22.97297
2021-03-24,29.27927
2021-03-25,31.53153
2021-03-26,24.32432
2021-03-27,16.21621
2021-03-28,16.21621
2021-03-29,23.42342
2021-03-30,22.52252
2021-03-31,27.92792
2021-04-01,25.22522
2021-04-02,9.9099
2021-04-03,11.71171
2021-04-04,15.31531
2021-04-05,22.52252
2021-04-06,19.81981
2021-04-07,23.42342
2021-04-08,14.86486
2021-04-09,8.55855
2021-04-10,6.3063
2021-04-11,7.65765
2021-04-12,16.21621
2021-04-13,13.51351
2021-04-14,10.81081
2021-04-15,9.45945
2021-04-16,13.96396
2021-04-17,15.31531
2021-04-18,9.9099
2021-04-19,13.06306
2021-04-20,14.86486
2021-04-21,12.61261
2021-04-22,10.36036
2021-04-23,12.61261
2021-04-24,7.65765
2021-04-25,10.36036
2021-04-26,18.46846
2021-04-27,13.51351
2021-04-28,7.65765
2021-04-29,10.36036
2021-04-30,17.11711
2021-05-01,3.6036
2021-05-02,12.61261
2021-05-03,20.27027
2021-05-04,14.86486
2021-05-05,13.96396
2021-05-06,17.11711
2021-05-07,14.86486
2021-05-08,10.81081
2021-05-09,17.11711
2021-05-10,22.07207
2021-05-11,16.21621
2021-05-12,17.56756
2021-05-13,16.21621
2021-05-14,10.81081
2021-05-15,4.5045
2021-05-16,7.2072
2021-05-17,21.17117
2021-05-18,7.65765
2021-05-19,13.96396
2021-05-20,16.21621
2021-05-21,19.81981
2021-05-22,10.81081
2021-05-23,15.76576
2021-05-24,13.51351
2021-05-25,20.27027
2021-05-26,17.56756
2021-05-27,11.71171
2021-05-28,9.9099
2021-05-29,4.5045
2021-05-30,6.3063
2021-05-31,14.86486
2021-06-01,12.16216
2021-06-02,11.71171
2021-06-03,19.36936
2021-06-04,27.47747
2021-06-05,9.009
2021-06-06,18.91891
2021-06-07,23.42342
2021-06-08,25.22522
2021-06-09,18.91891
2021-06-10,23.87387
2021-06-11,25.22522
2021-06-12,12.16216
2021-06-13,16.21621
2021-06-14,18.91891
2021-06-15,18.01801
2021-06-16,18.91891
2021-06-17,22.97297
2021-06-18,16.21621
2021-06-19,18.91891
2021-06-20,19.81981
2021-06-21,20.72072
2021-06-22,14.86486
2021-06-23,13.51351
2021-06-24,21.17117
2021-06-25,36.48648
2021-06-26,21.17117
2021-06-27,22.97297
2021-06-28,28.82882
2021-06-29,28.82882
2021-06-30,20.72072
2021-07-01,21.17117
2021-07-02,17.11711
2021-07-03,10.36036
2021-07-04,13.96396
2021-07-05,18.46846
2021-07-06,14.41441
2021-07-07,19.36936
2021-07-08,14.41441
2021-07-09,13.06306
2021-07-10,8.55855
2021-07-11,8.1081
2021-07-12,11.71171
2021-07-13,9.45945
2021-07-14,12.16216
2021-07-15,19.36936
2021-07-16,17.56756
2021-07-17,4.05405
2021-07-18,8.1081
2021-07-19,8.1081
2021-07-20,11.26126
2021-07-21,9.009
2021-07-22,12.16216
2021-07-23,18.91891
2021-07-24,9.9099
2021-07-25,9.45945
2021-07-26,17.11711
2021-07-27,9.45945
2021-07-28,16.66666
2021-07-29,17.56756
2021-07-30,27.92792
2021-07-31,16.21621
2021-08-01,14.86486
2021-08-02,39.63963
2021-08-03,31.98198
2021-08-04,17.11711
2021-08-05,11.26126
2021-08-06,14.86486
2021-08-07,11.26126
2021-08-08,14.86486
2021-08-09,24.32432
2021-08-10,28.37837
2021-08-11,27.92792
2021-08-12,24.32432
2021-08-13,23.42342
2021-08-14,9.009
2021-08-15,14.86486
2021-08-16,18.91891
2021-08-17,25.22522
2021-08-18,25.67567
2021-08-19,23.87387
2021-08-20,23.42342
2021-08-21,14.86486
2021-08-22,19.81981
2021-08-23,25.22522
2021-08-24,27.47747
2021-08-25,27.02702
2021-08-26,32.88288
2021-08-27,29.27927
2021-08-28,10.36036
2021-08-29,21.17117
2021-08-30,35.13513
2021-08-31,32.88288
2021-09-01,34.23423
2021-09-02,32.43243
2021-09-03,23.87387
2021-09-04,16.21621
2021-09-05,17.11711
2021-09-06,31.53153
2021-09-07,26.57657
2021-09-08,27.02702
2021-09-09,28.37837
2021-09-10,36.48648
2021-09-11,21.62162
2021-09-12,17.11711
2021-09-13,27.92792
2021-09-14,23.42342
2021-09-15,19.36936
2021-09-16,24.77477
2021-09-17,30.63063
2021-09-18,21.62162
2021-09-19,18.46846
2021-09-20,13.51351
2021-09-21,11.71171
2021-09-22,26.12612
2021-09-23,24.32432
2021-09-24,36.93693
2021-09-25,25.67567
2021-09-26,25.22522
2021-09-27,36.93693
2021-09-28,41.89189
2021-09-29,38.28828
2021-09-30,32.43243
2021-10-01,27.02702
2021-10-02,22.07207
2021-10-03,18.46846
2021-10-04,22.52252
2021-10-05,28.37837
2021-10-06,22.07207
2021-10-07,21.62162
2021-10-08,25.67567
2021-10-09,15.31531
2021-10-10,16.66666
2021-10-11,15.31531
2021-10-12,27.02702
2021-10-13,26.12612
2021-10-14,21.17117
2021-10-15,26.12612
2021-10-16,19.81981
2021-10-17,10.81081
2021-10-18,20.27027
2021-10-19,18.46846
2021-10-20,24.32432
2021-10-21,19.36936
2021-10-22,30.18018
2021-10-23,13.06306
2021-10-24,12.16216
2021-10-25,26.57657
2021-10-26,36.48648
2021-10-27,29.27927
2021-10-28,29.27927
2021-10-29,20.27027
2021-10-30,24.32432
2021-10-31,21.17117
2021-11-01,34.68468
2021-11-02,33.33333
2021-11-03,31.53153
2021-11-04,17.56756
2021-11-05,17.56756
2021-11-06,10.36036
2021-11-07,10.81081
2021-11-08,20.27027
2021-11-09,17.56756
2021-11-10,20.72072
2021-11-11,21.62162
2021-11-12,15.76576
2021-11-13,15.76576
2021-11-14,10.36036
2021-11-15,21.62162
2021-11-16,24.77477
2021-11-17,10.81081
2021-11-18,20.27027
2021-11-19,18.01801
2021-11-20,18.46846
2021-11-21,12.61261
2021-11-22,22.07207
2021-11-23,20.27027
2021-11-24,25.22522
2021-11-25,27.47747
2021-11-26,26.12612
2021-11-27,19.36936
2021-11-28,24.77477
2021-11-29,33.78378
2021-11-30,30.63063
2021-12-01,41.89189
2021-12-02,27.02702
2021-12-03,31.08108
2021-12-04,13.06306
2021-12-05,25.67567
2021-12-06,30.18018
2021-12-07,31.08108
2021-12-08,25.22522
2021-12-09,27.47747
2021-12-10,31.98198
2021-12-11,26.12612
2021-12-12,18.91891
2021-12-13,26.12612
2021-12-14,19.81981
2021-12-15,28.37837
2021-12-16,25.67567
2021-12-17,17.56756
2021-12-18,12.16216
2021-12-19,8.55855
2021-12-20,25.22522
2021-12-21,25.22522
2021-12-22,23.87387
2021-12-23,23.42342
2021-12-24,21.62162
2021-12-25,17.11711
2021-12-26,18.01801
2021-12-27,37.38738
2021-12-28,33.33333
2021-12-29,45.04504
2021-12-30,35.13513
2021-12-31,34.68468
2022-01-01,30.18018
2022-01-02,27.92792
2022-01-03,41.89189
2022-01-04,39.18918
2022-01-05,35.58558
2022-01-06,32.43243
2022-01-07,35.13513
2022-01-08,14.86486
2022-01-09,26.57657
2022-01-10,49.09909
2022-01-11,39.63963
2022-01-12,39.63963
2022-01-13,24.77477
2022-01-14,35.13513
2022-01-15,25.67567
2022-01-16,31.08108
2022-01-17,55.85585
2022-01-18,47.74774
2022-01-19,44.14414
2022-01-20,48.64864
2022-01-21,65.76576
2022-01-22,43.69369
2022-01-23,36.03603
2022-01-24,56.3063
2022-01-25,52.25225
2022-01-26,63.51351
2022-01-27,54.05405
2022-01-28,45.94594
2022-01-29,34.68468
2022-01-30,33.33333
2022-01-31,27.47747
2022-02-01,33.33333
2022-02-02,42.34234
2022-02-03,63.96396
2022-02-04,61.71171
2022-02-05,39.18918
2022-02-06,47.29729
2022-02-07,55.4054
2022-02-08,57.2072
2022-02-09,76.12612
2022-02-10,63.51351
2022-02-11,52.7027
2022-02-12,43.24324
2022-02-13,41.89189
2022-02-14,57.2072
2022-02-15,58.55855
2022-02-16,60.81081
2022-02-17,51.35135
2022-02-18,56.75675
2022-02-19,34.68468
2022-02-20,37.83783
2022-02-21,95.49549
2022-02-22,83.33333
2022-02-23,77.02702
2022-02-24,68.01801
2022-02-25,77.92792
2022-02-26,33.78378
2022-02-27,32.43243
2022-02-28,68.01801
2022-03-01,42.34234
2022-03-02,49.09909
2022-03-03,54.95495
2022-03-04,37.38738
2022-03-05,26.12612
2022-03-06,27.47747
2022-03-07,39.18918
2022-03-08,30.63063
2022-03-09,20.72072
2022-03-10,37.38738
2022-03-11,33.78378
2022-03-12,24.32432
2022-03-13,49.09909
2022-03-14,39.63963
2022-03-15,38.73873
2022-03-16,53.6036
2022-03-17,35.58558
2022-03-18,36.93693
2022-03-19,19.81981
2022-03-20,22.52252
2022-03-21,37.38738
2022-03-22,54.5045
2022-03-23,42.34234
2022-03-24,41.44144
2022-03-25,44.14414
2022-03-26,30.63063
2022-03-27,34.68468
2022-03-28,32.88288
2022-03-29,33.78378
2022-03-30,31.98198
2022-03-31,38.28828
2022-04-01,31.08108
2022-04-02,18.46846
2022-04-03,33.33333
2022-04-04,40.99099
2022-04-05,40.54054
2022-04-06,28.82882
2022-04-07,27.92792
2022-04-08,28.37837
2022-04-09,18.01801
2022-04-10,21.17117
2022-04-11,37.38738
2022-04-12,31.98198
2022-04-13,26.12612
2022-04-14,40.54054
2022-04-15,33.78378
2022-04-16,22.52252
2022-04-17,28.37837
2022-04-18,31.08108
2022-04-19,43.69369
2022-04-20,32.43243
2022-04-21,29.27927
2022-04-22,31.53153
2022-04-23,21.17117
2022-04-24,28.37837
2022-04-25,36.48648
2022-04-26,42.34234
2022-04-27,35.13513
2022-04-28,27.47747
2022-04-29,36.93693
2022-04-30,20.72072
2022-05-01,21.62162
2022-05-02,27.92792
2022-05-03,36.48648
2022-05-04,33.33333
2022-05-05,14.41441
2022-05-06,20.72072
2022-05-07,19.36936
2022-05-08,23.87387
2022-05-09,31.98198
2022-05-10,32.43243
2022-05-11,34.68468
2022-05-12,31.08108
2022-05-13,27.02702
2022-05-14,12.61261
2022-05-15,12.61261
2022-05-16,26.57657
2022-05-17,28.82882
2022-05-18,30.63063
2022-05-19,31.08108
2022-05-20,38.73873
2022-05-21,19.81981
2022-05-22,18.46846
2022-05-23,30.18018
2022-05-24,39.18918
2022-05-25,46.39639
2022-05-26,50.0
2022-05-27,38.28828
2022-05-28,25.22522
