date,테더코인
2020-03-20,1.1177
2020-03-21,0.90813
2020-03-22,0.69856
2020-03-23,0.80335
2020-03-24,1.25742
2020-03-25,0.73349
2020-03-26,1.04785
2020-03-27,0.97799
2020-03-28,1.1177
2020-03-29,1.01292
2020-03-30,1.39713
2020-03-31,1.46699
2020-04-01,1.99091
2020-04-02,1.64163
2020-04-03,1.71149
2020-04-04,0.76842
2020-04-05,1.18756
2020-04-06,1.25742
2020-04-07,1.67656
2020-04-08,1.3622
2020-04-09,0.8732
2020-04-10,0.94306
2020-04-11,1.1177
2020-04-12,0.97799
2020-04-13,0.73349
2020-04-14,1.25742
2020-04-15,0.41914
2020-04-16,1.43206
2020-04-17,1.22249
2020-04-18,1.25742
2020-04-19,1.08278
2020-04-20,0.97799
2020-04-21,1.3622
2020-04-22,0.69856
2020-04-23,1.43206
2020-04-24,1.22249
2020-04-25,0.8732
2020-04-26,0.69856
2020-04-27,0.90813
2020-04-28,0.62871
2020-04-29,1.39713
2020-04-30,1.29235
2020-05-01,0.41914
2020-05-02,0.62871
2020-05-03,0.62871
2020-05-04,0.83828
2020-05-05,0.59378
2020-05-06,0.69856
2020-05-07,0.45406
2020-05-08,0.97799
2020-05-09,0.76842
2020-05-10,1.18756
2020-05-11,1.01292
2020-05-12,0.83828
2020-05-13,1.15263
2020-05-14,1.32727
2020-05-15,1.25742
2020-05-16,1.18756
2020-05-17,1.57177
2020-05-18,1.3622
2020-05-19,1.18756
2020-05-20,1.32727
2020-05-21,1.39713
2020-05-22,2.41005
2020-05-23,1.08278
2020-05-24,1.18756
2020-05-25,1.64163
2020-05-26,1.92106
2020-05-27,1.1177
2020-05-28,0.69856
2020-05-29,0.52392
2020-05-30,0.38421
2020-05-31,0.69856
2020-06-01,1.39713
2020-06-02,1.50192
2020-06-03,1.04785
2020-06-04,0.55885
2020-06-05,0.76842
2020-06-06,0.69856
2020-06-07,0.90813
2020-06-08,1.95599
2020-06-09,1.25742
2020-06-10,1.25742
2020-06-11,0.76842
2020-06-12,0.59378
2020-06-13,0.52392
2020-06-14,0.66363
2020-06-15,1.04785
2020-06-16,0.94306
2020-06-17,0.59378
2020-06-18,0.66363
2020-06-19,0.80335
2020-06-20,0.48899
2020-06-21,0.45406
2020-06-22,0.69856
2020-06-23,0.66363
2020-06-24,0.48899
2020-06-25,0.73349
2020-06-26,0.55885
2020-06-27,0.41914
2020-06-28,0.66363
2020-06-29,0.45406
2020-06-30,0.41914
2020-07-01,0.80335
2020-07-02,0.90813
2020-07-03,0.69856
2020-07-04,0.31435
2020-07-05,0.62871
2020-07-06,1.04785
2020-07-07,0.90813
2020-07-08,0.97799
2020-07-09,0.62871
2020-07-10,0.69856
2020-07-11,0.66363
2020-07-12,0.97799
2020-07-13,0.97799
2020-07-14,1.25742
2020-07-15,1.6067
2020-07-16,0.73349
2020-07-17,0.69856
2020-07-18,0.17464
2020-07-19,0.24449
2020-07-20,0.66363
2020-07-21,1.04785
2020-07-22,1.18756
2020-07-23,1.08278
2020-07-24,1.15263
2020-07-25,0.66363
2020-07-26,0.97799
2020-07-27,0.80335
2020-07-28,1.32727
2020-07-29,1.22249
2020-07-30,1.1177
2020-07-31,1.22249
2020-08-01,0.94306
2020-08-02,1.3622
2020-08-03,1.25742
2020-08-04,2.13063
2020-08-05,1.04785
2020-08-06,0.94306
2020-08-07,1.22249
2020-08-08,0.83828
2020-08-09,1.04785
2020-08-10,0.97799
2020-08-11,1.46699
2020-08-12,1.53684
2020-08-13,1.46699
2020-08-14,1.39713
2020-08-15,0.94306
2020-08-16,1.08278
2020-08-17,1.29235
2020-08-18,1.67656
2020-08-19,0.80335
2020-08-20,1.08278
2020-08-21,1.99091
2020-08-22,1.3622
2020-08-23,1.39713
2020-08-24,1.81627
2020-08-25,1.32727
2020-08-26,1.18756
2020-08-27,1.78134
2020-08-28,1.22249
2020-08-29,1.22249
2020-08-30,0.97799
2020-08-31,1.39713
2020-09-01,1.50192
2020-09-02,1.43206
2020-09-03,0.66363
2020-09-04,0.73349
2020-09-05,0.73349
2020-09-06,0.94306
2020-09-07,1.15263
2020-09-08,0.90813
2020-09-09,0.45406
2020-09-10,0.45406
2020-09-11,0.76842
2020-09-12,0.69856
2020-09-13,0.76842
2020-09-14,0.94306
2020-09-15,1.32727
2020-09-16,1.43206
2020-09-17,1.74641
2020-09-18,0.80335
2020-09-19,0.52392
2020-09-20,0.55885
2020-09-21,0.52392
2020-09-22,0.97799
2020-09-23,0.69856
2020-09-24,0.52392
2020-09-25,0.66363
2020-09-26,0.34928
2020-09-27,0.45406
2020-09-28,0.69856
2020-09-29,0.52392
2020-09-30,0.48899
2020-10-01,0.38421
2020-10-02,0.48899
2020-10-03,0.94306
2020-10-04,0.17464
2020-10-05,0.45406
2020-10-06,0.52392
2020-10-07,1.15263
2020-10-08,1.01292
2020-10-09,0.41914
2020-10-10,0.90813
2020-10-11,0.59378
2020-10-12,0.24449
2020-10-13,0.34928
2020-10-14,0.48899
2020-10-15,0.90813
2020-10-16,0.73349
2020-10-17,0.8732
2020-10-18,0.41914
2020-10-19,1.1177
2020-10-20,0.66363
2020-10-21,0.45406
2020-10-22,0.66363
2020-10-24,0.27942
2020-10-25,0.38421
2020-10-26,0.52392
2020-10-27,0.76842
2020-10-28,0.66363
2020-10-29,0.34928
2020-10-30,0.31435
2020-10-31,0.34928
2020-11-01,0.59378
2020-11-02,0.34928
2020-11-03,0.62871
2020-11-04,0.38421
2020-11-05,0.83828
2020-11-06,0.73349
2020-11-07,0.48899
2020-11-08,0.41914
2020-11-09,0.24449
2020-11-10,0.52392
2020-11-11,0.38421
2020-11-12,0.27942
2020-11-13,0.59378
2020-11-14,0.41914
2020-11-17,0.34928
2020-11-18,0.8732
2020-11-19,1.04785
2020-11-20,0.45406
2020-11-21,0.73349
2020-11-22,0.38421
2020-11-23,0.69856
2020-11-24,0.97799
2020-11-25,1.08278
2020-11-26,0.69856
2020-11-27,0.52392
2020-11-28,0.52392
2020-11-29,0.38421
2020-11-30,1.1177
2020-12-01,0.90813
2020-12-02,0.90813
2020-12-03,0.80335
2020-12-04,0.55885
2020-12-05,0.38421
2020-12-06,0.48899
2020-12-07,1.04785
2020-12-08,1.32727
2020-12-09,1.22249
2020-12-10,0.52392
2020-12-11,1.01292
2020-12-12,0.59378
2020-12-13,1.18756
2020-12-14,0.90813
2020-12-15,0.73349
2020-12-16,0.69856
2020-12-17,0.83828
2020-12-18,1.15263
2020-12-19,0.83828
2020-12-20,0.97799
2020-12-21,1.22249
2020-12-22,1.15263
2020-12-23,1.6067
2020-12-24,3.00384
2020-12-25,1.1177
2020-12-26,1.81627
2020-12-27,2.02584
2020-12-28,1.74641
2020-12-29,2.3402
2020-12-30,4.01676
2020-12-31,5.51868
2021-01-01,6.46175
2021-01-02,4.15647
2021-01-03,7.78903
2021-01-04,9.08138
2021-01-05,10.40866
2021-01-06,13.44743
2021-01-07,10.19909
2021-01-08,8.4876
2021-01-09,16.27663
2021-01-10,18.47712
2021-01-11,33.28676
2021-01-12,25.4628
2021-01-13,18.86133
2021-01-14,27.69821
2021-01-15,29.79392
2021-01-16,20.25847
2021-01-17,6.11246
2021-01-18,5.20433
2021-01-19,5.48375
2021-01-20,4.08662
2021-01-21,3.24834
2021-01-22,4.4359
2021-01-23,2.93398
2021-01-24,2.61962
2021-01-25,2.16556
2021-01-26,1.46699
2021-01-27,3.24834
2021-01-28,3.91198
2021-01-29,5.72825
2021-01-30,4.54069
2021-01-31,4.78519
2021-02-01,6.98567
2021-02-02,6.35696
2021-02-03,8.13831
2021-02-04,8.34788
2021-02-05,7.0206
2021-02-06,8.34788
2021-02-07,6.25218
2021-02-08,6.46175
2021-02-09,15.64792
2021-02-10,8.4876
2021-02-11,9.91966
2021-02-12,9.29095
2021-02-13,10.51344
2021-02-14,9.15123
2021-02-15,10.0943
2021-02-16,9.04645
2021-02-17,11.00244
2021-02-18,15.71777
2021-02-19,15.36849
2021-02-20,17.81348
2021-02-21,26.16136
2021-02-22,19.76947
2021-02-23,24.51973
2021-02-24,30.31784
2021-02-25,14.21585
2021-02-26,10.8278
2021-02-27,9.46559
2021-02-28,9.04645
2021-03-01,7.5096
2021-03-02,9.46559
2021-03-03,10.26894
2021-03-04,9.11631
2021-03-05,8.97659
2021-03-06,7.40482
2021-03-07,5.79811
2021-03-08,6.21725
2021-03-09,8.03353
2021-03-10,7.09046
2021-03-11,9.08138
2021-03-12,8.94166
2021-03-13,11.45651
2021-03-14,11.52637
2021-03-15,12.4345
2021-03-16,15.36849
2021-03-17,12.64407
2021-03-18,14.00628
2021-03-19,11.70101
2021-03-20,13.06322
2021-03-21,12.99336
2021-03-22,13.44743
2021-03-23,13.58714
2021-03-24,13.09814
2021-03-25,12.78379
2021-03-26,11.59622
2021-03-27,9.18616
2021-03-28,10.37373
2021-03-29,12.46943
2021-03-30,15.96227
2021-03-31,17.98812
2021-04-01,16.66084
2021-04-02,23.47188
2021-04-03,21.58574
2021-04-04,20.39818
2021-04-05,25.35801
2021-04-06,29.75899
2021-04-07,28.85085
2021-04-08,25.00873
2021-04-09,24.41494
2021-04-10,19.45511
2021-04-11,20.60775
2021-04-12,22.28431
2021-04-13,22.07474
2021-04-14,22.87809
2021-04-15,18.65176
2021-04-16,27.59343
2021-04-17,23.19245
2021-04-18,26.92979
2021-04-19,26.72022
2021-04-20,23.29724
2021-04-21,23.61159
2021-04-22,20.29339
2021-04-23,27.52357
2021-04-24,18.16276
2021-04-25,14.73978
2021-04-26,19.97904
2021-04-27,19.28047
2021-04-28,17.42926
2021-04-29,15.71777
2021-04-30,15.64792
2021-05-01,16.90534
2021-05-02,12.99336
2021-05-03,18.65176
