date,실비보험비교사이트
2023-05-29,6.88344
2023-05-30,8.78378
2023-05-31,9.75506
2023-06-01,9.24831
2023-06-02,7.05236
2023-06-03,4.56081
2023-06-04,4.01182
2023-06-05,8.15033
2023-06-06,6.50337
2023-06-07,11.95101
2023-06-08,11.69763
2023-06-09,10.00844
2023-06-10,4.34966
2023-06-11,4.9831
2023-06-12,13.68243
2023-06-13,11.99324
2023-06-14,13.09121
2023-06-15,11.48648
2023-06-16,9.50168
2023-06-17,5.02533
2023-06-18,5.23648
2023-06-19,12.45777
2023-06-20,11.02195
2023-06-21,12.58445
2023-06-22,11.31756
2023-06-23,9.88175
2023-06-24,5.53209
2023-06-25,6.03885
2023-06-26,11.57094
2023-06-27,11.40202
2023-06-28,10.89527
2023-06-29,11.27533
2023-06-30,9.75506
2023-07-01,6.41891
2023-07-02,5.10979
2023-07-03,12.75337
2023-07-04,10.26182
2023-07-05,11.52871
2023-07-06,11.10641
2023-07-07,9.375
2023-07-08,5.65878
2023-07-09,6.08108
2023-07-10,11.48648
2023-07-11,12.20439
2023-07-12,10.21959
2023-07-13,12.03547
2023-07-14,9.58614
2023-07-15,5.10979
2023-07-16,4.72972
2023-07-17,9.12162
2023-07-18,9.79729
2023-07-19,10.76858
2023-07-20,9.20608
2023-07-21,8.65709
2023-07-22,5.8277
2023-07-23,6.08108
2023-07-24,12.11993
2023-07-25,12.03547
2023-07-26,11.14864
2023-07-27,11.19087
2023-07-28,11.35979
2023-07-29,4.9831
2023-07-30,4.94087
2023-07-31,10.43074
2023-08-01,10.9375
2023-08-02,9.45945
2023-08-03,9.41722
2023-08-04,9.54391
2023-08-05,5.19425
2023-08-06,6.5456
2023-08-07,13.97804
2023-08-08,9.75506
2023-08-09,10.68412
2023-08-10,10.81081
2023-08-11,11.40202
2023-08-12,5.36317
2023-08-13,5.95439
2023-08-14,11.61317
2023-08-15,7.77027
2023-08-16,12.66891
2023-08-17,11.99324
2023-08-18,11.10641
2023-08-19,5.86993
2023-08-20,5.36317
2023-08-21,12.92229
2023-08-22,12.24662
2023-08-23,11.82432
2023-08-24,11.90878
2023-08-25,9.12162
2023-08-26,5.32094
2023-08-27,5.4054
2023-08-28,12.7956
2023-08-29,10.97972
2023-08-30,12.75337
2023-08-31,11.6554
2023-09-01,9.62837
2023-09-02,4.85641
2023-09-03,4.89864
2023-09-04,11.35979
2023-09-05,12.0777
2023-09-06,11.82432
2023-09-07,12.0777
2023-09-08,10.72635
2023-09-09,5.10979
2023-09-10,5.44763
2023-09-11,10.81081
2023-09-12,10.43074
2023-09-13,11.06418
2023-09-14,10.59966
2023-09-15,10.00844
2023-09-16,6.08108
2023-09-17,5.48986
2023-09-18,10.34628
2023-09-19,13.09121
2023-09-20,13.72466
2023-09-21,12.41554
2023-09-22,12.16216
2023-09-23,5.74324
2023-09-24,5.78547
2023-09-25,12.66891
2023-09-26,14.94932
2023-09-27,12.41554
2023-09-28,16.7652
2023-09-29,13.04898
2023-09-30,16.08952
2023-10-01,16.42736
2023-10-02,17.60979
2023-10-03,19.59459
2023-10-04,27.57601
2023-10-05,20.73479
2023-10-06,13.51351
2023-10-07,7.89695
2023-10-08,6.03885
2023-10-09,8.5304
2023-10-10,13.93581
2023-10-11,14.02027
2023-10-12,13.34459
2023-10-13,13.42905
2023-10-14,6.84121
2023-10-15,7.17905
2023-10-16,14.73817
2023-10-17,11.52871
2023-10-18,12.37331
2023-10-19,12.58445
2023-10-20,11.2331
2023-10-21,6.08108
2023-10-22,6.46114
2023-10-23,12.45777
2023-10-24,11.99324
2023-10-25,11.86655
2023-10-26,13.34459
2023-10-27,10.64189
2023-10-28,6.20777
2023-10-29,7.26351
2023-10-30,12.96452
2023-10-31,13.09121
2023-11-01,9.83952
2023-11-02,12.24662
2023-11-03,10.72635
2023-11-04,7.77027
2023-11-05,6.63006
2023-11-06,13.2179
2023-11-07,10.9375
2023-11-08,10.81081
2023-11-09,9.71283
2023-11-10,9.29054
2023-11-11,5.44763
2023-11-12,5.61655
2023-11-13,12.45777
2023-11-14,11.95101
2023-11-15,12.54222
2023-11-16,12.58445
2023-11-17,11.95101
2023-11-18,6.03885
2023-11-19,7.51689
2023-11-20,14.3581
2023-11-21,11.57094
2023-11-22,11.95101
2023-11-23,10.26182
2023-11-24,9.96621
2023-11-25,6.46114
2023-11-26,6.67229
2023-11-27,14.18918
2023-11-28,15.58277
2023-11-29,10.89527
2023-11-30,9.58614
2023-12-01,9.58614
2023-12-02,5.95439
2023-12-03,6.25
2023-12-04,12.28885
2023-12-05,12.96452
2023-12-06,15.37162
2023-12-07,11.31756
2023-12-08,10.47297
2023-12-09,5.36317
2023-12-10,6.37668
2023-12-11,15.41385
2023-12-12,12.33108
2023-12-13,14.65371
2023-12-14,12.45777
2023-12-15,10.5152
2023-12-16,5.02533
2023-12-17,5.91216
2023-12-18,13.04898
2023-12-19,13.89358
2023-12-20,10.89527
2023-12-21,11.78209
2023-12-22,8.9527
2023-12-23,4.72972
2023-12-24,5.36317
2023-12-25,5.48986
2023-12-26,14.44256
2023-12-27,14.73817
2023-12-28,13.59797
2023-12-29,11.73986
2023-12-30,7.47466
2023-12-31,6.37668
2024-01-01,5.74324
2024-01-02,12.37331
2024-01-03,12.96452
2024-01-04,13.97804
2024-01-05,12.54222
2024-01-06,7.77027
2024-01-07,7.93918
2024-01-08,11.19087
2024-01-09,11.69763
2024-01-10,13.47128
2024-01-11,11.61317
2024-01-12,11.99324
2024-01-13,6.50337
2024-01-14,6.29222
2024-01-15,12.88006
2024-01-16,14.99155
2024-01-17,13.04898
2024-01-18,14.40033
2024-01-19,24.1554
2024-01-20,12.24662
2024-01-21,12.33108
2024-01-22,26.52027
2024-01-23,27.32263
2024-01-24,27.15371
2024-01-25,24.95777
2024-01-26,26.43581
2024-01-27,11.10641
2024-01-28,10.81081
2024-01-29,25.63344
2024-01-30,24.02871
2024-01-31,25.46452
2024-02-01,22.84628
2024-02-02,25.46452
2024-02-03,8.91047
2024-02-04,10.17736
2024-02-05,25.88682
2024-02-06,22.5929
2024-02-07,22.25506
2024-02-08,22.97297
2024-02-09,8.27702
2024-02-10,13.47128
2024-02-11,10.21959
2024-02-12,11.48648
2024-02-13,24.53547
2024-02-14,24.45101
2024-02-15,21.36824
2024-02-16,18.41216
2024-02-17,9.71283
2024-02-18,9.88175
2024-02-19,21.0304
2024-02-20,25.50675
2024-02-21,27.15371
2024-02-22,23.35304
2024-02-23,23.60641
2024-02-24,8.99493
2024-02-25,10.00844
2024-02-26,25.0
2024-02-27,25.25337
2024-02-28,23.64864
2024-02-29,20.05912
2024-03-01,9.41722
2024-03-02,11.6554
2024-03-03,9.96621
2024-03-04,23.39527
2024-03-05,23.90202
2024-03-06,23.09966
2024-03-07,22.38175
2024-03-08,22.76182
2024-03-09,8.82601
2024-03-10,10.5152
2024-03-11,22.84628
2024-03-12,19.55236
2024-03-13,20.43918
2024-03-14,24.61993
2024-03-15,24.61993
2024-03-16,12.58445
2024-03-17,13.72466
2024-03-18,23.90202
2024-03-19,24.1554
2024-03-20,22.33952
