date,수익률계산기
2020-03-20,11.90765
2020-03-21,5.34629
2020-03-22,6.13608
2020-03-23,10.08505
2020-03-24,10.20656
2020-03-25,12.39368
2020-03-26,12.39368
2020-03-27,12.33292
2020-03-28,6.62211
2020-03-29,5.95382
2020-03-30,10.69258
2020-03-31,9.65978
2020-04-01,10.08505
2020-04-02,10.0243
2020-04-03,7.71567
2020-04-04,4.07047
2020-04-05,4.61725
2020-04-06,8.01944
2020-04-07,10.9356
2020-04-08,9.59902
2020-04-09,9.35601
2020-04-10,7.35115
2020-04-11,5.40704
2020-04-12,5.4678
2020-04-13,8.93074
2020-04-14,10.57108
2020-04-15,5.95382
2020-04-16,8.50546
2020-04-17,7.89793
2020-04-18,5.89307
2020-04-19,3.34143
2020-04-20,8.3232
2020-04-21,9.96354
2020-04-22,9.35601
2020-04-23,9.17375
2020-04-24,10.26731
2020-04-25,4.31348
2020-04-26,5.5893
2020-04-27,9.96354
2020-04-28,8.80923
2020-04-29,10.75334
2020-04-30,5.28554
2020-05-01,6.43985
2020-05-02,5.65006
2020-05-03,4.86026
2020-05-04,7.71567
2020-05-05,4.73876
2020-05-06,8.86998
2020-05-07,8.50546
2020-05-08,9.90279
2020-05-09,5.4678
2020-05-10,4.92102
2020-05-11,8.50546
2020-05-12,9.41676
2020-05-13,8.01944
2020-05-14,9.2345
2020-05-15,7.35115
2020-05-16,4.5565
2020-05-17,5.16403
2020-05-18,9.90279
2020-05-19,10.1458
2020-05-20,9.96354
2020-05-21,9.113
2020-05-22,8.3232
2020-05-23,4.86026
2020-05-24,4.49574
2020-05-25,8.68772
2020-05-26,11.48238
2020-05-27,12.39368
2020-05-28,10.08505
2020-05-29,8.44471
2020-05-30,4.86026
2020-05-31,4.92102
2020-06-01,8.56622
2020-06-02,10.81409
2020-06-03,12.7582
2020-06-04,10.44957
2020-06-05,11.66464
2020-06-06,6.62211
2020-06-07,5.95382
2020-06-08,9.2345
2020-06-09,10.38882
2020-06-10,10.69258
2020-06-11,10.81409
2020-06-12,11.23936
2020-06-13,6.07533
2020-06-14,4.73876
2020-06-15,9.72053
2020-06-16,9.41676
2020-06-17,10.69258
2020-06-18,11.36087
2020-06-19,11.66464
2020-06-20,5.4678
2020-06-21,5.10328
2020-06-22,9.17375
2020-06-23,10.20656
2020-06-24,9.90279
2020-06-25,8.93074
2020-06-26,8.99149
2020-06-27,5.22478
2020-06-28,3.46294
2020-06-29,8.74848
2020-06-30,9.78128
2020-07-01,10.87484
2020-07-02,10.1458
2020-07-03,8.74848
2020-07-04,4.98177
2020-07-05,4.49574
2020-07-06,10.0243
2020-07-07,12.8797
2020-07-08,11.11786
2020-07-09,13.48724
2020-07-10,11.48238
2020-07-11,8.26245
2020-07-12,7.16889
2020-07-13,16.22114
2020-07-14,15.79586
2020-07-15,13.97326
2020-07-16,14.82381
2020-07-17,14.7023
2020-07-18,7.95868
2020-07-19,5.52855
2020-07-20,15.18833
2020-07-21,17.49696
2020-07-22,14.09477
2020-07-23,15.00607
2020-07-24,16.70716
2020-07-25,8.08019
2020-07-26,8.56622
2020-07-27,13.791
2020-07-28,15.67436
2020-07-29,16.34264
2020-07-30,17.73997
2020-07-31,16.09963
2020-08-01,9.41676
2020-08-02,8.74848
2020-08-03,16.58566
2020-08-04,18.89428
2020-08-05,16.4034
2020-08-06,14.33778
2020-08-07,17.19319
2020-08-08,9.90279
2020-08-09,8.2017
2020-08-10,20.1701
2020-08-11,18.52976
2020-08-12,16.58566
2020-08-13,17.25394
2020-08-14,14.39854
2020-08-15,8.62697
2020-08-16,8.3232
2020-08-17,9.05224
2020-08-18,14.7023
2020-08-19,16.09963
2020-08-20,18.28675
2020-08-21,15.97812
2020-08-22,9.113
2020-08-23,7.22964
2020-08-24,15.85662
2020-08-25,16.16038
2020-08-26,16.95018
2020-08-27,17.3147
2020-08-28,15.97812
2020-08-29,10.0243
2020-08-30,8.62697
2020-08-31,18.77278
2020-09-01,20.65613
2020-09-02,19.86634
2020-09-03,19.38031
2020-09-04,16.16038
2020-09-05,10.81409
2020-09-06,7.65492
2020-09-07,15.43134
2020-09-08,15.97812
2020-09-09,18.52976
2020-09-10,17.86148
2020-09-11,17.73997
2020-09-12,10.08505
2020-09-13,8.62697
2020-09-14,19.38031
2020-09-15,19.56257
2020-09-16,16.70716
2020-09-17,16.82867
2020-09-18,14.09477
2020-09-19,7.22964
2020-09-20,8.14094
2020-09-21,14.33778
2020-09-22,15.18833
2020-09-23,12.51518
2020-09-24,15.67436
2020-09-25,12.02916
2020-09-26,8.3232
2020-09-27,6.13608
2020-09-28,12.63669
2020-09-29,11.0571
2020-09-30,5.34629
2020-10-01,4.79951
2020-10-02,4.5565
2020-10-03,3.82746
2020-10-04,4.13122
2020-10-05,11.0571
2020-10-06,15.6136
2020-10-07,15.91737
2020-10-08,15.18833
2020-10-09,8.3232
2020-10-10,9.113
2020-10-11,8.3232
2020-10-12,15.30984
2020-10-13,16.58566
2020-10-14,16.64641
2020-10-15,16.34264
2020-10-16,15.37059
2020-10-17,8.56622
2020-10-18,8.38396
2020-10-19,13.97326
2020-10-20,14.15552
2020-10-21,15.06682
2020-10-22,15.30984
2020-10-23,15.00607
2020-10-24,9.90279
2020-10-25,8.26245
2020-10-26,17.55771
2020-10-27,16.22114
2020-10-28,14.45929
2020-10-29,12.94046
2020-10-30,11.23936
2020-10-31,6.80437
2020-11-01,6.3791
2020-11-02,13.36573
2020-11-03,13.42648
2020-11-04,12.94046
2020-11-05,14.03402
2020-11-06,14.88456
2020-11-07,7.4119
2020-11-08,6.3791
2020-11-09,15.73511
2020-11-10,15.91737
2020-11-11,16.4034
2020-11-12,16.76792
2020-11-13,14.82381
2020-11-14,7.89793
2020-11-15,7.53341
2020-11-16,19.50182
2020-11-17,17.19319
2020-11-18,17.80072
2020-11-19,15.85662
2020-11-20,16.88942
2020-11-21,9.59902
2020-11-22,10.57108
2020-11-23,19.44106
2020-11-24,21.74969
2020-11-25,19.80558
2020-11-26,18.10449
2020-11-27,16.34264
2020-11-28,9.84204
2020-11-29,11.17861
2020-11-30,18.226
2020-12-01,21.32442
2020-12-02,22.53948
2020-12-03,21.0814
2020-12-04,20.77764
2020-12-05,11.36087
2020-12-06,12.94046
2020-12-07,19.74483
2020-12-08,22.05346
2020-12-09,25.45565
2020-12-10,20.65613
2020-12-11,21.0814
2020-12-12,9.78128
2020-12-13,9.90279
2020-12-14,19.1373
2020-12-15,18.71202
2020-12-16,19.07654
2020-12-17,22.66099
2020-12-18,21.14216
2020-12-19,13.30498
2020-12-20,12.39368
2020-12-21,20.29161
2020-12-22,18.59052
2020-12-23,18.28675
2020-12-24,18.77278
2020-12-25,9.59902
2020-12-26,10.51032
2020-12-27,11.48238
2020-12-28,20.9599
2020-12-29,22.84325
2020-12-30,23.08626
2020-12-31,20.29161
2021-01-01,15.00607
2021-01-02,13.18347
2021-01-03,17.3147
2021-01-04,33.04981
2021-01-05,34.56865
2021-01-06,32.68529
2021-01-07,34.75091
2021-01-08,49.27095
2021-01-09,23.8153
2021-01-10,22.47873
2021-01-11,36.87727
2021-01-12,32.62454
2021-01-13,31.16646
2021-01-14,34.44714
2021-01-15,26.00243
2021-01-16,16.4034
2021-01-17,13.42648
2021-01-18,24.24058
2021-01-19,26.73147
2021-01-20,29.70838
2021-01-21,35.5407
2021-01-22,31.8955
2021-01-23,19.68408
2021-01-24,18.52976
2021-01-25,36.51275
2021-01-26,31.34872
2021-01-27,33.11057
2021-01-28,30.43742
2021-01-29,29.04009
2021-01-30,19.19805
2021-01-31,21.0814
2021-02-01,31.34872
2021-02-02,30.61968
2021-02-03,31.16646
2021-02-04,31.40947
2021-02-05,30.92345
2021-02-06,22.17496
2021-02-07,21.38517
2021-02-08,27.27825
2021-02-09,39.73268
2021-02-10,31.8955
2021-02-11,20.83839
2021-02-12,19.86634
2021-02-13,21.20291
2021-02-14,26.18469
2021-02-15,39.30741
2021-02-16,41.79829
2021-02-17,48.11664
2021-02-18,56.5006
2021-02-19,44.10692
2021-02-20,38.09234
2021-02-21,31.83475
2021-02-22,47.26609
2021-02-23,37.60631
2021-02-24,38.51761
2021-02-25,37.72782
2021-02-26,38.03159
2021-02-27,21.14216
2021-02-28,23.39003
2021-03-01,22.53948
2021-03-02,31.10571
2021-03-03,37.42405
2021-03-04,36.02673
2021-03-05,31.10571
2021-03-06,22.96476
2021-03-07,21.14216
2021-03-08,34.6294
2021-03-09,45.86877
2021-03-10,42.64884
2021-03-11,43.92466
2021-03-12,49.2102
2021-03-13,39.48967
2021-03-14,36.87727
2021-03-15,52.97691
2021-03-16,62.63669
2021-03-17,49.2102
2021-03-18,58.2017
2021-03-19,56.19684
2021-03-20,54.37424
2021-03-21,34.44714
2021-03-22,53.09842
2021-03-23,42.22357
2021-03-24,46.23329
2021-03-25,43.25637
2021-03-26,38.63912
2021-03-27,31.16646
2021-03-28,32.8068
2021-03-29,47.81287
2021-03-30,60.32806
2021-03-31,60.75334
2021-04-01,68.77278
2021-04-02,85.66221
2021-04-03,66.09963
2021-04-04,49.39246
2021-04-05,100.0
2021-04-06,77.76427
2021-04-07,65.18833
2021-04-08,62.69744
2021-04-09,63.6695
2021-04-10,51.70109
2021-04-11,45.26123
2021-04-12,57.65492
2021-04-13,64.33778
2021-04-14,72.60024
2021-04-15,63.30498
2021-04-16,87.66707
2021-04-17,71.81044
2021-04-18,47.63061
2021-04-19,78.49331
2021-04-20,88.33535
2021-04-21,71.81044
2021-04-22,56.56136
2021-04-23,54.98177
2021-04-24,35.78371
2021-04-25,34.56865
2021-04-26,53.09842
2021-04-27,52.61239
2021-04-28,46.71931
2021-04-29,38.94289
2021-04-30,41.31227
2021-05-01,36.93803
2021-05-02,30.55893
2021-05-03,47.50911
2021-05-04,63.48724
2021-05-05,53.94896
2021-05-06,68.40826
2021-05-07,72.11421
2021-05-08,46.17253
2021-05-09,39.06439
2021-05-10,61.11786
2021-05-11,50.9113
2021-05-12,53.52369
2021-05-13,46.53705
2021-05-14,40.88699
2021-05-15,31.28797
2021-05-16,26.18469
2021-05-17,40.21871
2021-05-18,42.46658
2021-05-19,32.62454
2021-05-20,37.66707
2021-05-21,39.55042
2021-05-22,29.34386
2021-05-23,24.7266
2021-05-24,40.88699
2021-05-25,43.56014
2021-05-26,42.34507
2021-05-27,40.03645
2021-05-28,36.99878
2021-05-29,20.41312
2021-05-30,18.3475
2021-05-31,35.23693
2021-06-01,35.29769
2021-06-02,38.2746
2021-06-03,37.12029
2021-06-04,32.44228
2021-06-05,20.10935
2021-06-06,18.83353
2021-06-07,33.29283
2021-06-08,34.75091
2021-06-09,31.77399
2021-06-10,31.22721
2021-06-11,30.61968
2021-06-12,17.4362
2021-06-13,16.95018
2021-06-14,29.89064
2021-06-15,30.55893
2021-06-16,26.79222
2021-06-17,24.48359
2021-06-18,27.39975
2021-06-19,14.33778
2021-06-20,16.5249
2021-06-21,26.24544
2021-06-22,31.16646
2021-06-23,34.14337
2021-06-24,30.25516
2021-06-25,25.57715
2021-06-26,15.73511
2021-06-27,14.5808
2021-06-28,27.46051
2021-06-29,30.9842
2021-06-30,30.86269
2021-07-01,27.21749
2021-07-02,23.75455
2021-07-03,18.04374
2021-07-04,13.24422
2021-07-05,31.34872
2021-07-06,28.12879
2021-07-07,25.45565
2021-07-08,25.63791
2021-07-09,24.66585
2021-07-10,15.97812
2021-07-11,14.15552
2021-07-12,23.75455
2021-07-13,24.48359
2021-07-14,25.82017
2021-07-15,26.54921
2021-07-16,21.02065
2021-07-17,12.39368
2021-07-18,10.99635
2021-07-19,20.29161
2021-07-20,20.83839
2021-07-21,19.01579
2021-07-22,23.26852
2021-07-23,19.80558
2021-07-24,15.43134
2021-07-25,12.02916
2021-07-26,25.15188
2021-07-27,24.05832
2021-07-28,24.84811
2021-07-29,26.85297
2021-07-30,23.87606
2021-07-31,15.67436
2021-08-01,15.00607
2021-08-02,24.05832
2021-08-03,22.72174
2021-08-04,24.6051
2021-08-05,25.75941
2021-08-06,30.55893
2021-08-07,23.02551
2021-08-08,18.95504
2021-08-09,33.04981
2021-08-10,36.87727
