date,연금보험료
2023-05-30,28.01377
2023-05-31,38.57634
2023-06-01,23.9954
2023-06-02,20.20665
2023-06-03,7.92192
2023-06-04,4.93685
2023-06-05,11.48105
2023-06-06,6.08495
2023-06-07,11.36624
2023-06-08,11.13662
2023-06-09,10.21814
2023-06-10,5.05166
2023-06-11,5.74052
2023-06-12,37.19862
2023-06-13,11.94029
2023-06-14,6.77382
2023-06-15,7.92192
2023-06-16,6.08495
2023-06-17,0.80367
2023-06-18,1.49253
2023-06-19,9.18484
2023-06-20,9.8737
2023-06-21,6.08495
2023-06-22,7.57749
2023-06-23,15.84385
2023-06-24,3.3295
2023-06-25,1.83696
2023-06-26,7.80711
2023-06-27,11.13662
2023-06-28,23.53616
2023-06-29,30.19517
2023-06-30,29.16188
2023-07-01,13.89207
2023-07-02,7.00344
2023-07-03,20.43628
2023-07-04,15.61423
2023-07-05,15.95866
2023-07-06,11.59586
2023-07-07,7.92192
2023-07-08,3.3295
2023-07-09,5.97014
2023-07-10,11.02181
2023-07-11,8.26636
2023-07-12,6.42939
2023-07-13,5.74052
2023-07-14,7.00344
2023-07-15,2.41102
2023-07-16,1.49253
2023-07-17,5.39609
2023-07-18,6.42939
2023-07-19,6.42939
2023-07-20,7.11825
2023-07-21,8.03673
2023-07-22,1.83696
2023-07-23,7.34787
2023-07-24,13.54764
2023-07-25,9.18484
2023-07-26,8.84041
2023-07-27,20.55109
2023-07-28,25.48794
2023-07-29,8.26636
2023-07-30,5.62571
2023-07-31,31.22847
2023-08-01,30.19517
2023-08-02,24.33983
2023-08-03,18.82893
2023-08-04,11.94029
2023-08-05,6.31458
2023-08-06,4.47761
2023-08-07,12.85878
2023-08-08,8.15154
2023-08-09,11.13662
2023-08-10,12.39954
2023-08-11,7.6923
2023-08-12,2.06659
2023-08-13,1.72215
2023-08-14,4.70723
2023-08-15,2.87026
2023-08-16,4.82204
2023-08-17,6.42939
2023-08-18,5.39609
2023-08-19,2.75545
2023-08-20,2.41102
2023-08-21,4.3628
2023-08-22,7.00344
2023-08-23,13.54764
2023-08-24,15.38461
2023-08-25,10.907
2023-08-26,3.67393
2023-08-27,2.1814
2023-08-28,9.29965
2023-08-29,14.81056
2023-08-30,23.88059
2023-08-31,30.19517
2023-09-01,26.98048
2023-09-02,8.7256
2023-09-03,5.5109
2023-09-04,15.15499
2023-09-05,14.58094
2023-09-06,11.02181
2023-09-07,11.25143
2023-09-08,8.03673
2023-09-09,3.3295
2023-09-10,4.82204
2023-09-11,9.52927
2023-09-12,8.03673
2023-09-13,4.59242
2023-09-14,4.82204
2023-09-15,4.93685
2023-09-16,1.60734
2023-09-17,0.80367
2023-09-18,5.05166
2023-09-19,5.28128
2023-09-20,7.80711
2023-09-21,6.5442
2023-09-22,8.84041
2023-09-23,2.98507
2023-09-24,1.72215
2023-09-25,8.7256
2023-09-26,8.95522
2023-09-27,23.07692
2023-09-28,8.26636
2023-09-29,3.44431
2023-09-30,5.62571
2023-10-01,2.87026
2023-10-02,4.3628
2023-10-03,4.47761
2023-10-04,31.5729
2023-10-05,21.814
2023-10-06,18.36969
2023-10-07,6.31458
2023-10-08,4.93685
2023-10-09,5.28128
2023-10-10,17.56601
2023-10-11,10.907
2023-10-12,7.23306
2023-10-13,6.31458
2023-10-14,2.64064
2023-10-15,2.75545
2023-10-16,4.47761
2023-10-17,8.26636
2023-10-18,6.5442
2023-10-19,5.05166
2023-10-20,5.05166
2023-10-21,1.26291
2023-10-22,2.06659
2023-10-23,8.26636
2023-10-24,9.29965
2023-10-25,11.25143
2023-10-26,24.91389
2023-10-27,15.49942
2023-10-28,4.70723
2023-10-29,4.01836
2023-10-30,24.79908
2023-10-31,26.06199
2023-11-01,25.60275
2023-11-02,20.89552
2023-11-03,14.46613
2023-11-04,7.34787
2023-11-05,5.39609
2023-11-06,12.62916
2023-11-07,11.71067
2023-11-08,10.10332
2023-11-09,11.36624
2023-11-10,10.67738
2023-11-11,2.75545
2023-11-12,2.1814
2023-11-13,5.5109
2023-11-14,6.5442
2023-11-15,10.44776
2023-11-16,9.64408
2023-11-17,7.23306
2023-11-18,2.98507
2023-11-19,2.29621
2023-11-20,7.11825
2023-11-21,8.03673
2023-11-22,12.62916
2023-11-23,14.35132
2023-11-24,9.29965
2023-11-25,4.70723
2023-11-26,3.44431
2023-11-27,16.76234
2023-11-28,29.27669
2023-11-29,31.80252
2023-11-30,30.65442
2023-12-01,18.82893
2023-12-02,8.15154
2023-12-03,7.92192
2023-12-04,14.81056
2023-12-05,12.85878
2023-12-06,16.07347
2023-12-07,11.13662
2023-12-08,8.84041
2023-12-09,5.16647
2023-12-10,4.93685
2023-12-11,11.36624
2023-12-12,8.95522
2023-12-13,6.5442
2023-12-14,7.23306
2023-12-15,5.05166
2023-12-16,2.87026
2023-12-17,2.41102
2023-12-18,6.31458
2023-12-19,6.5442
2023-12-20,8.26636
2023-12-21,8.61079
2023-12-22,15.49942
2023-12-23,4.70723
2023-12-24,2.1814
2023-12-25,3.09988
2023-12-26,9.41446
2023-12-27,21.01033
2023-12-28,46.95752
2023-12-29,82.89322
2023-12-30,34.44316
2023-12-31,21.69919
2024-01-01,19.17336
2024-01-02,88.51894
2024-01-03,84.50057
2024-01-04,60.27554
2024-01-05,48.10562
2024-01-06,21.01033
2024-01-07,15.38461
2024-01-08,32.03214
2024-01-09,35.13203
2024-01-10,40.75774
2024-01-11,19.40298
2024-01-12,10.56257
2024-01-13,5.05166
2024-01-14,3.90355
2024-01-15,15.2698
2024-01-16,21.58438
2024-01-17,10.79219
2024-01-18,17.33639
2024-01-19,10.56257
2024-01-20,4.47761
2024-01-21,6.88863
2024-01-22,10.67738
2024-01-23,18.71412
2024-01-24,20.43628
2024-01-25,26.63605
2024-01-26,33.40987
2024-01-27,19.51779
2024-01-28,10.67738
2024-01-29,46.15384
2024-01-30,66.3605
2024-01-31,55.68312
2024-02-01,39.72445
2024-02-02,29.85074
2024-02-03,12.0551
2024-02-04,12.62916
2024-02-05,23.30654
2024-02-06,18.36969
2024-02-07,16.07347
2024-02-08,15.2698
2024-02-09,8.61079
2024-02-10,6.31458
2024-02-11,5.05166
2024-02-12,4.93685
2024-02-13,15.95866
2024-02-14,12.0551
2024-02-15,7.57749
2024-02-16,9.29965
2024-02-17,3.3295
2024-02-18,3.44431
2024-02-19,9.07003
2024-02-20,9.75889
2024-02-21,7.23306
2024-02-22,11.02181
2024-02-23,12.39954
2024-02-24,1.95177
2024-02-25,2.06659
2024-02-26,7.92192
2024-02-27,14.35132
2024-02-28,28.3582
2024-02-29,34.55797
2024-03-01,18.4845
2024-03-02,10.10332
2024-03-03,10.33295
2024-03-04,40.18369
2024-03-05,42.25028
2024-03-06,35.9357
2024-03-07,25.0287
2024-03-08,21.23995
2024-03-09,9.98851
2024-03-10,8.15154
2024-03-11,18.82893
2024-03-12,12.97359
2024-03-13,9.64408
2024-03-14,8.84041
2024-03-15,9.52927
2024-03-16,3.09988
2024-03-17,2.87026
2024-03-18,9.52927
2024-03-19,7.80711
2024-03-20,5.97014
