date,5천만원투자
2020-03-20,46.66666
2020-03-21,46.66666
2020-03-22,53.33333
2020-03-23,52.22222
2020-03-24,30.0
2020-03-25,47.77777
2020-03-26,33.33333
2020-03-27,40.0
2020-03-28,32.22222
2020-03-29,34.44444
2020-03-30,32.22222
2020-03-31,35.55555
2020-04-01,43.33333
2020-04-02,38.88888
2020-04-03,34.44444
2020-04-04,32.22222
2020-04-05,26.66666
2020-04-06,60.0
2020-04-07,58.88888
2020-04-08,42.22222
2020-04-09,68.88888
2020-04-10,43.33333
2020-04-11,50.0
2020-04-12,36.66666
2020-04-13,34.44444
2020-04-14,53.33333
2020-04-15,47.77777
2020-04-16,54.44444
2020-04-17,67.77777
2020-04-18,42.22222
2020-04-19,33.33333
2020-04-20,45.55555
2020-04-21,48.88888
2020-04-22,54.44444
2020-04-23,60.0
2020-04-24,53.33333
2020-04-25,50.0
2020-04-26,32.22222
2020-04-27,43.33333
2020-04-28,38.88888
2020-04-29,52.22222
2020-04-30,52.22222
2020-05-01,37.77777
2020-05-02,27.77777
2020-05-03,64.44444
2020-05-04,48.88888
2020-05-05,43.33333
2020-05-06,44.44444
2020-05-07,52.22222
2020-05-08,41.11111
2020-05-09,25.55555
2020-05-10,24.44444
2020-05-11,52.22222
2020-05-12,42.22222
2020-05-13,38.88888
2020-05-14,63.33333
2020-05-15,48.88888
2020-05-16,28.88888
2020-05-17,30.0
2020-05-18,51.11111
2020-05-19,53.33333
2020-05-20,57.77777
2020-05-21,53.33333
2020-05-22,36.66666
2020-05-23,41.11111
2020-05-24,33.33333
2020-05-25,53.33333
2020-05-26,67.77777
2020-05-27,52.22222
2020-05-28,40.0
2020-05-29,37.77777
2020-05-30,32.22222
2020-05-31,35.55555
2020-06-01,36.66666
2020-06-02,72.22222
2020-06-03,50.0
2020-06-04,50.0
2020-06-05,55.55555
2020-06-06,44.44444
2020-06-07,54.44444
2020-06-08,57.77777
2020-06-09,55.55555
2020-06-10,58.88888
2020-06-11,80.0
2020-06-12,56.66666
2020-06-13,18.88888
2020-06-14,37.77777
2020-06-15,72.22222
2020-06-16,41.11111
2020-06-17,65.55555
2020-06-18,52.22222
2020-06-19,55.55555
2020-06-20,21.11111
2020-06-21,52.22222
2020-06-22,58.88888
2020-06-23,51.11111
2020-06-24,45.55555
2020-06-25,37.77777
2020-06-26,41.11111
2020-06-27,30.0
2020-06-28,28.88888
2020-06-29,40.0
2020-06-30,54.44444
2020-07-01,43.33333
2020-07-02,50.0
2020-07-03,26.66666
2020-07-04,34.44444
2020-07-05,41.11111
2020-07-06,68.88888
2020-07-07,66.66666
2020-07-08,57.77777
2020-07-09,61.11111
2020-07-10,43.33333
2020-07-11,32.22222
2020-07-12,30.0
2020-07-13,70.0
2020-07-14,40.0
2020-07-15,63.33333
2020-07-16,48.88888
2020-07-17,43.33333
2020-07-18,26.66666
2020-07-19,24.44444
2020-07-20,42.22222
2020-07-21,46.66666
2020-07-22,45.55555
2020-07-23,46.66666
2020-07-24,48.88888
2020-07-25,38.88888
2020-07-26,37.77777
2020-07-27,42.22222
2020-07-28,68.88888
2020-07-29,47.77777
2020-07-30,36.66666
2020-07-31,41.11111
2020-08-01,23.33333
2020-08-02,26.66666
2020-08-03,42.22222
2020-08-04,41.11111
2020-08-05,44.44444
2020-08-06,62.22222
2020-08-07,40.0
2020-08-08,34.44444
2020-08-09,36.66666
2020-08-10,52.22222
2020-08-11,73.33333
2020-08-12,35.55555
2020-08-13,61.11111
2020-08-14,60.0
2020-08-15,35.55555
2020-08-16,33.33333
2020-08-17,33.33333
2020-08-18,50.0
2020-08-19,41.11111
2020-08-20,56.66666
2020-08-21,68.88888
2020-08-22,36.66666
2020-08-23,48.88888
2020-08-24,51.11111
2020-08-25,60.0
2020-08-26,50.0
2020-08-27,70.0
2020-08-28,51.11111
2020-08-29,35.55555
2020-08-30,36.66666
2020-08-31,43.33333
2020-09-01,58.88888
2020-09-02,55.55555
2020-09-03,55.55555
2020-09-04,50.0
2020-09-05,31.11111
2020-09-06,32.22222
2020-09-07,68.88888
2020-09-08,63.33333
2020-09-09,38.88888
2020-09-10,53.33333
2020-09-11,44.44444
2020-09-12,21.11111
2020-09-13,18.88888
2020-09-14,37.77777
2020-09-15,52.22222
2020-09-16,34.44444
2020-09-17,42.22222
2020-09-18,34.44444
2020-09-19,25.55555
2020-09-20,27.77777
2020-09-21,32.22222
2020-09-22,45.55555
2020-09-23,40.0
2020-09-24,37.77777
2020-09-25,15.55555
2020-09-26,16.66666
2020-09-27,28.88888
2020-09-28,47.77777
2020-09-29,48.88888
2020-09-30,31.11111
2020-10-01,35.55555
2020-10-02,40.0
2020-10-03,34.44444
2020-10-04,58.88888
2020-10-05,51.11111
2020-10-06,60.0
2020-10-07,58.88888
2020-10-08,37.77777
2020-10-09,41.11111
2020-10-10,22.22222
2020-10-11,42.22222
2020-10-12,52.22222
2020-10-13,63.33333
2020-10-14,55.55555
2020-10-15,44.44444
2020-10-16,44.44444
2020-10-17,27.77777
2020-10-18,32.22222
2020-10-19,48.88888
2020-10-20,42.22222
2020-10-21,35.55555
2020-10-22,43.33333
2020-10-23,31.11111
2020-10-24,22.22222
2020-10-25,31.11111
2020-10-26,44.44444
2020-10-27,60.0
2020-10-28,55.55555
2020-10-29,48.88888
2020-10-30,51.11111
2020-10-31,33.33333
2020-11-01,46.66666
2020-11-02,56.66666
2020-11-03,30.0
2020-11-04,48.88888
2020-11-05,43.33333
2020-11-06,61.11111
2020-11-07,24.44444
2020-11-08,34.44444
2020-11-09,46.66666
2020-11-10,56.66666
2020-11-11,44.44444
2020-11-12,38.88888
2020-11-13,30.0
2020-11-14,21.11111
2020-11-15,34.44444
2020-11-16,52.22222
2020-11-17,43.33333
2020-11-18,38.88888
2020-11-19,37.77777
2020-11-20,32.22222
2020-11-21,50.0
2020-11-22,27.77777
2020-11-23,37.77777
2020-11-24,58.88888
2020-11-25,50.0
2020-11-26,40.0
2020-11-27,32.22222
2020-11-28,34.44444
2020-11-29,28.88888
2020-11-30,46.66666
2020-12-01,48.88888
2020-12-02,63.33333
2020-12-03,54.44444
2020-12-04,40.0
2020-12-05,27.77777
2020-12-06,34.44444
2020-12-07,41.11111
2020-12-08,56.66666
2020-12-09,48.88888
2020-12-10,44.44444
2020-12-11,42.22222
2020-12-12,26.66666
2020-12-13,28.88888
2020-12-14,60.0
2020-12-15,50.0
2020-12-16,30.0
2020-12-17,32.22222
2020-12-18,53.33333
2020-12-19,23.33333
2020-12-20,28.88888
2020-12-21,36.66666
2020-12-22,54.44444
2020-12-23,21.11111
2020-12-24,36.66666
2020-12-25,43.33333
2020-12-26,41.11111
2020-12-27,53.33333
2020-12-28,54.44444
2020-12-29,41.11111
2020-12-30,36.66666
2020-12-31,32.22222
2021-01-01,45.55555
2021-01-02,34.44444
2021-01-03,78.88888
2021-01-04,40.0
2021-01-05,66.66666
2021-01-06,51.11111
2021-01-07,50.0
2021-01-08,45.55555
2021-01-09,18.88888
2021-01-10,51.11111
2021-01-11,43.33333
2021-01-12,56.66666
2021-01-13,57.77777
2021-01-14,43.33333
2021-01-15,47.77777
2021-01-16,30.0
2021-01-17,61.11111
2021-01-18,45.55555
2021-01-19,44.44444
2021-01-20,66.66666
2021-01-21,31.11111
2021-01-22,48.88888
2021-01-23,37.77777
2021-01-24,50.0
2021-01-25,62.22222
2021-01-26,70.0
2021-01-27,56.66666
2021-01-28,38.88888
2021-01-29,47.77777
2021-01-30,36.66666
2021-01-31,50.0
2021-02-01,43.33333
2021-02-02,53.33333
2021-02-03,62.22222
2021-02-04,58.88888
2021-02-05,45.55555
2021-02-06,28.88888
2021-02-07,24.44444
2021-02-08,37.77777
2021-02-09,58.88888
2021-02-10,37.77777
2021-02-11,32.22222
2021-02-12,22.22222
2021-02-13,38.88888
2021-02-14,43.33333
2021-02-15,48.88888
2021-02-16,34.44444
2021-02-17,60.0
2021-02-18,37.77777
2021-02-19,23.33333
2021-02-20,26.66666
2021-02-21,53.33333
2021-02-22,68.88888
2021-02-23,40.0
2021-02-24,32.22222
2021-02-25,46.66666
2021-02-26,54.44444
2021-02-27,33.33333
2021-02-28,65.55555
2021-03-01,34.44444
2021-03-02,36.66666
2021-03-03,38.88888
2021-03-04,33.33333
2021-03-05,38.88888
2021-03-06,32.22222
2021-03-07,42.22222
2021-03-08,66.66666
2021-03-09,43.33333
2021-03-10,55.55555
2021-03-11,43.33333
2021-03-12,47.77777
2021-03-13,26.66666
2021-03-14,38.88888
2021-03-15,43.33333
2021-03-16,45.55555
2021-03-17,54.44444
2021-03-18,32.22222
2021-03-19,45.55555
2021-03-20,27.77777
2021-03-21,50.0
2021-03-22,40.0
2021-03-23,68.88888
2021-03-24,55.55555
2021-03-25,56.66666
2021-03-26,61.11111
2021-03-27,40.0
2021-03-28,52.22222
2021-03-29,53.33333
2021-03-30,57.77777
2021-03-31,36.66666
2021-04-01,63.33333
2021-04-02,44.44444
2021-04-03,22.22222
2021-04-04,35.55555
2021-04-05,48.88888
2021-04-06,60.0
2021-04-07,31.11111
2021-04-08,28.88888
2021-04-09,30.0
2021-04-10,27.77777
2021-04-11,15.55555
2021-04-12,33.33333
2021-04-13,53.33333
2021-04-14,32.22222
2021-04-15,47.77777
2021-04-16,53.33333
2021-04-17,21.11111
2021-04-18,30.0
2021-04-19,48.88888
2021-04-20,61.11111
2021-04-21,33.33333
2021-04-22,31.11111
2021-04-23,25.55555
2021-04-24,21.11111
2021-04-25,31.11111
2021-04-26,55.55555
2021-04-27,38.88888
2021-04-28,32.22222
2021-04-29,45.55555
2021-04-30,27.77777
2021-05-01,18.88888
2021-05-02,20.0
2021-05-03,38.88888
2021-05-04,41.11111
2021-05-05,25.55555
2021-05-06,76.66666
2021-05-07,48.88888
2021-05-08,22.22222
2021-05-09,21.11111
2021-05-10,40.0
2021-05-11,37.77777
2021-05-12,40.0
2021-05-13,51.11111
2021-05-14,42.22222
2021-05-15,32.22222
2021-05-16,32.22222
2021-05-17,24.44444
2021-05-18,31.11111
2021-05-19,34.44444
2021-05-20,33.33333
2021-05-21,50.0
2021-05-22,37.77777
2021-05-23,37.77777
2021-05-24,58.88888
2021-05-25,36.66666
2021-05-26,60.0
2021-05-27,40.0
2021-05-28,54.44444
2021-05-29,44.44444
2021-05-30,32.22222
2021-05-31,54.44444
2021-06-01,37.77777
2021-06-02,53.33333
2021-06-03,54.44444
2021-06-04,53.33333
2021-06-05,28.88888
2021-06-06,26.66666
2021-06-07,46.66666
2021-06-08,30.0
2021-06-09,55.55555
2021-06-10,55.55555
2021-06-11,52.22222
2021-06-12,37.77777
2021-06-13,47.77777
2021-06-14,44.44444
2021-06-15,62.22222
2021-06-16,44.44444
2021-06-17,41.11111
2021-06-18,53.33333
2021-06-19,24.44444
2021-06-20,50.0
2021-06-21,80.0
2021-06-22,65.55555
2021-06-23,75.55555
2021-06-24,56.66666
2021-06-25,51.11111
2021-06-26,34.44444
2021-06-27,55.55555
2021-06-28,100.0
2021-06-29,60.0
2021-06-30,50.0
2021-07-01,47.77777
2021-07-02,46.66666
2021-07-03,47.77777
2021-07-04,50.0
2021-07-05,70.0
2021-07-06,61.11111
2021-07-07,75.55555
2021-07-08,41.11111
2021-07-09,35.55555
2021-07-10,26.66666
2021-07-11,37.77777
2021-07-12,54.44444
2021-07-13,67.77777
2021-07-14,48.88888
2021-07-15,60.0
2021-07-16,46.66666
2021-07-17,37.77777
2021-07-18,40.0
2021-07-19,41.11111
2021-07-20,38.88888
2021-07-21,46.66666
2021-07-22,37.77777
2021-07-23,46.66666
2021-07-24,48.88888
2021-07-25,61.11111
2021-07-26,52.22222
2021-07-27,78.88888
2021-07-28,47.77777
2021-07-29,62.22222
2021-07-30,55.55555
2021-07-31,33.33333
2021-08-01,52.22222
2021-08-02,51.11111
2021-08-03,51.11111
2021-08-04,44.44444
2021-08-05,60.0
2021-08-06,57.77777
2021-08-07,40.0
2021-08-08,45.55555
2021-08-09,56.66666
2021-08-10,55.55555
2021-08-11,45.55555
2021-08-12,70.0
2021-08-13,26.66666
2021-08-14,27.77777
2021-08-15,44.44444
2021-08-16,43.33333
2021-08-17,63.33333
2021-08-18,61.11111
2021-08-19,63.33333
2021-08-20,48.88888
2021-08-21,30.0
2021-08-22,54.44444
2021-08-23,67.77777
2021-08-24,55.55555
2021-08-25,58.88888
2021-08-26,46.66666
2021-08-27,38.88888
2021-08-28,38.88888
2021-08-29,42.22222
2021-08-30,45.55555
2021-08-31,42.22222
2021-09-01,45.55555
2021-09-02,56.66666
2021-09-03,40.0
2021-09-04,25.55555
2021-09-05,52.22222
2021-09-06,24.44444
2021-09-07,52.22222
2021-09-08,52.22222
2021-09-09,54.44444
2021-09-10,32.22222
2021-09-11,24.44444
2021-09-12,38.88888
2021-09-13,30.0
2021-09-14,44.44444
2021-09-15,48.88888
2021-09-16,50.0
2021-09-17,44.44444
2021-09-18,40.0
