date,5천만원투자
2021-09-19,23.33333
2021-09-20,33.33333
2021-09-21,46.66666
2021-09-22,46.66666
2021-09-23,64.44444
2021-09-24,58.88888
2021-09-25,41.11111
2021-09-26,61.11111
2021-09-27,60.0
2021-09-28,60.0
2021-09-29,74.44444
2021-09-30,51.11111
2021-10-01,42.22222
2021-10-02,20.0
2021-10-03,50.0
2021-10-04,55.55555
2021-10-05,71.11111
2021-10-06,17.77777
2021-10-07,56.66666
2021-10-08,60.0
2021-10-09,38.88888
2021-10-10,28.88888
2021-10-11,40.0
2021-10-12,56.66666
2021-10-13,34.44444
2021-10-14,52.22222
2021-10-15,43.33333
2021-10-16,34.44444
2021-10-17,28.88888
2021-10-18,72.22222
2021-10-19,36.66666
2021-10-20,30.0
2021-10-21,58.88888
2021-10-22,43.33333
2021-10-23,20.0
2021-10-24,31.11111
2021-10-25,60.0
2021-10-26,67.77777
2021-10-27,37.77777
2021-10-28,32.22222
2021-10-29,43.33333
2021-10-30,27.77777
2021-10-31,24.44444
2021-11-01,56.66666
2021-11-02,70.0
2021-11-03,55.55555
2021-11-04,51.11111
2021-11-05,45.55555
2021-11-06,38.88888
2021-11-07,28.88888
2021-11-08,33.33333
2021-11-09,47.77777
2021-11-10,41.11111
2021-11-11,41.11111
2021-11-12,47.77777
2021-11-13,37.77777
2021-11-14,33.33333
2021-11-15,43.33333
2021-11-16,50.0
2021-11-17,44.44444
2021-11-18,47.77777
2021-11-19,31.11111
2021-11-20,26.66666
2021-11-21,25.55555
2021-11-22,31.11111
2021-11-23,51.11111
2021-11-24,30.0
2021-11-25,50.0
2021-11-26,34.44444
2021-11-27,35.55555
2021-11-28,31.11111
2021-11-29,37.77777
2021-11-30,35.55555
2021-12-01,44.44444
2021-12-02,16.66666
2021-12-03,33.33333
2021-12-04,32.22222
2021-12-05,45.55555
2021-12-06,37.77777
2021-12-07,51.11111
2021-12-08,42.22222
2021-12-09,36.66666
2021-12-10,30.0
2021-12-11,42.22222
2021-12-12,36.66666
2021-12-13,48.88888
2021-12-14,28.88888
2021-12-15,34.44444
2021-12-16,44.44444
2021-12-17,41.11111
2021-12-18,34.44444
2021-12-19,28.88888
2021-12-20,40.0
2021-12-21,33.33333
2021-12-22,44.44444
2021-12-23,43.33333
2021-12-24,28.88888
2021-12-25,21.11111
2021-12-26,33.33333
2021-12-27,42.22222
2021-12-28,47.77777
2021-12-29,42.22222
2021-12-30,38.88888
2021-12-31,33.33333
2022-01-01,33.33333
2022-01-02,38.88888
2022-01-03,63.33333
2022-01-04,48.88888
2022-01-05,41.11111
2022-01-06,33.33333
2022-01-07,38.88888
2022-01-08,24.44444
2022-01-09,54.44444
2022-01-10,66.66666
2022-01-11,46.66666
2022-01-12,46.66666
2022-01-13,48.88888
2022-01-14,52.22222
2022-01-15,35.55555
2022-01-16,40.0
2022-01-17,54.44444
2022-01-18,43.33333
2022-01-19,48.88888
2022-01-20,35.55555
2022-01-21,56.66666
2022-01-22,31.11111
2022-01-23,37.77777
2022-01-24,57.77777
2022-01-25,44.44444
2022-01-26,32.22222
2022-01-27,42.22222
2022-01-28,46.66666
2022-01-29,24.44444
2022-01-30,24.44444
2022-01-31,28.88888
2022-02-01,57.77777
2022-02-02,43.33333
2022-02-03,71.11111
2022-02-04,61.11111
2022-02-05,41.11111
2022-02-06,51.11111
2022-02-07,55.55555
2022-02-08,64.44444
2022-02-09,60.0
2022-02-10,46.66666
2022-02-11,50.0
2022-02-12,18.88888
2022-02-13,55.55555
2022-02-14,54.44444
2022-02-15,54.44444
2022-02-16,45.55555
2022-02-17,34.44444
2022-02-18,44.44444
2022-02-19,22.22222
2022-02-20,21.11111
2022-02-21,44.44444
2022-02-22,36.66666
2022-02-23,45.55555
2022-02-24,50.0
2022-02-25,41.11111
2022-02-26,36.66666
2022-02-27,51.11111
2022-02-28,31.11111
2022-03-01,41.11111
2022-03-02,41.11111
2022-03-03,43.33333
2022-03-04,40.0
2022-03-05,14.44444
2022-03-06,22.22222
2022-03-07,44.44444
2022-03-08,33.33333
2022-03-09,16.66666
2022-03-10,42.22222
2022-03-11,40.0
2022-03-12,34.44444
2022-03-13,42.22222
2022-03-14,32.22222
2022-03-15,45.55555
2022-03-16,56.66666
2022-03-17,50.0
2022-03-18,54.44444
2022-03-19,47.77777
2022-03-20,31.11111
2022-03-21,42.22222
2022-03-22,36.66666
2022-03-23,47.77777
2022-03-24,34.44444
2022-03-25,43.33333
2022-03-26,30.0
2022-03-27,38.88888
2022-03-28,34.44444
2022-03-29,45.55555
2022-03-30,51.11111
2022-03-31,68.88888
2022-04-01,38.88888
2022-04-02,26.66666
2022-04-03,40.0
2022-04-04,31.11111
2022-04-05,56.66666
2022-04-06,36.66666
2022-04-07,35.55555
2022-04-08,24.44444
2022-04-09,26.66666
2022-04-10,34.44444
2022-04-11,35.55555
2022-04-12,56.66666
2022-04-13,44.44444
2022-04-14,43.33333
2022-04-15,27.77777
2022-04-16,30.0
2022-04-17,36.66666
2022-04-18,57.77777
2022-04-19,47.77777
2022-04-20,41.11111
2022-04-21,34.44444
2022-04-22,48.88888
2022-04-23,31.11111
2022-04-24,24.44444
2022-04-25,41.11111
2022-04-26,51.11111
2022-04-27,31.11111
2022-04-28,12.22222
2022-04-29,27.77777
2022-04-30,17.77777
2022-05-01,21.11111
2022-05-02,41.11111
2022-05-03,51.11111
2022-05-04,34.44444
2022-05-05,30.0
2022-05-06,36.66666
2022-05-07,23.33333
2022-05-08,15.55555
2022-05-09,44.44444
2022-05-10,38.88888
2022-05-11,27.77777
2022-05-12,17.77777
2022-05-13,22.22222
2022-05-14,12.22222
2022-05-15,18.88888
2022-05-16,46.66666
2022-05-17,28.88888
2022-05-18,45.55555
2022-05-19,36.66666
2022-05-20,26.66666
2022-05-21,16.66666
2022-05-22,16.66666
2022-05-23,34.44444
2022-05-24,33.33333
2022-05-25,30.0
2022-05-26,48.88888
2022-05-27,27.77777
2022-05-28,17.77777
2022-05-29,20.0
2022-05-30,25.55555
2022-05-31,27.77777
2022-06-01,22.22222
2022-06-02,14.44444
2022-06-03,26.66666
2022-06-04,23.33333
2022-06-05,12.22222
2022-06-06,22.22222
2022-06-07,41.11111
2022-06-08,20.0
2022-06-09,24.44444
2022-06-10,44.44444
2022-06-11,26.66666
2022-06-12,37.77777
2022-06-13,37.77777
2022-06-14,20.0
2022-06-15,24.44444
2022-06-16,13.33333
2022-06-17,23.33333
2022-06-18,15.55555
2022-06-19,11.11111
2022-06-20,24.44444
2022-06-21,21.11111
2022-06-22,43.33333
2022-06-23,18.88888
2022-06-24,23.33333
2022-06-25,12.22222
2022-06-26,16.66666
2022-06-27,31.11111
2022-06-28,30.0
2022-06-29,23.33333
2022-06-30,16.66666
2022-07-01,24.44444
2022-07-02,23.33333
2022-07-03,8.88888
2022-07-04,34.44444
2022-07-05,24.44444
2022-07-06,5.55555
2022-07-07,16.66666
2022-07-08,33.33333
2022-07-09,10.0
2022-07-10,15.55555
2022-07-11,25.55555
2022-07-12,16.66666
2022-07-13,22.22222
2022-07-14,25.55555
2022-07-15,28.88888
2022-07-16,11.11111
2022-07-17,7.77777
2022-07-18,16.66666
2022-07-19,18.88888
2022-07-20,35.55555
2022-07-21,23.33333
2022-07-22,14.44444
2022-07-23,17.77777
2022-07-24,10.0
2022-07-25,43.33333
2022-07-26,21.11111
2022-07-27,28.88888
2022-07-28,16.66666
2022-07-29,23.33333
2022-07-30,15.55555
2022-07-31,15.55555
2022-08-01,28.88888
2022-08-02,17.77777
2022-08-03,21.11111
2022-08-04,25.55555
2022-08-05,23.33333
2022-08-06,13.33333
2022-08-07,16.66666
2022-08-08,27.77777
2022-08-09,14.44444
2022-08-10,18.88888
2022-08-11,35.55555
2022-08-12,15.55555
2022-08-13,24.44444
2022-08-14,18.88888
2022-08-15,15.55555
2022-08-16,40.0
2022-08-17,42.22222
2022-08-18,21.11111
2022-08-19,17.77777
2022-08-20,20.0
2022-08-21,20.0
2022-08-22,34.44444
2022-08-23,37.77777
2022-08-24,31.11111
2022-08-25,21.11111
2022-08-26,31.11111
2022-08-27,23.33333
2022-08-28,13.33333
2022-08-29,23.33333
2022-08-30,22.22222
2022-08-31,15.55555
2022-09-01,8.88888
2022-09-02,17.77777
2022-09-03,12.22222
2022-09-04,11.11111
2022-09-05,22.22222
2022-09-06,28.88888
2022-09-07,16.66666
2022-09-08,22.22222
2022-09-09,14.44444
2022-09-10,8.88888
2022-09-11,24.44444
2022-09-12,17.77777
2022-09-13,31.11111
2022-09-14,28.88888
2022-09-15,21.11111
2022-09-16,18.88888
2022-09-17,21.11111
2022-09-18,14.44444
2022-09-19,18.88888
2022-09-20,36.66666
2022-09-21,26.66666
2022-09-22,18.88888
2022-09-23,14.44444
2022-09-24,10.0
2022-09-25,11.11111
2022-09-26,33.33333
2022-09-27,20.0
2022-09-28,20.0
2022-09-29,20.0
2022-09-30,22.22222
2022-10-03,22.22222
2022-10-04,20.0
2022-10-05,18.88888
2022-10-06,16.66666
2022-10-07,7.77777
2022-10-09,14.44444
2022-10-10,11.11111
2022-10-11,14.44444
2022-10-12,25.55555
2022-10-13,13.33333
2022-10-14,15.55555
2022-10-15,8.88888
2022-10-16,7.77777
2022-10-17,14.44444
2022-10-18,14.44444
2022-10-19,8.88888
2022-10-20,17.77777
2022-10-21,20.0
2022-10-22,7.77777
2022-10-23,11.11111
2022-10-24,12.22222
2022-10-25,30.0
2022-10-26,33.33333
2022-10-27,17.77777
2022-10-28,8.88888
2022-10-29,11.11111
2022-10-31,5.55555
2022-11-01,8.88888
2022-11-02,12.22222
2022-11-03,8.88888
2022-11-04,15.55555
2022-11-06,7.77777
2022-11-07,8.88888
2022-11-08,13.33333
2022-11-09,21.11111
2022-11-10,16.66666
2022-11-11,16.66666
2022-11-12,7.77777
2022-11-13,6.66666
2022-11-14,20.0
2022-11-15,14.44444
2022-11-16,12.22222
2022-11-17,24.44444
2022-11-18,8.88888
2022-11-19,8.88888
2022-11-20,12.22222
2022-11-21,27.77777
2022-11-22,16.66666
2022-11-23,8.88888
2022-11-24,17.77777
2022-11-25,13.33333
2022-11-26,5.55555
2022-11-27,11.11111
2022-11-28,15.55555
2022-11-29,14.44444
2022-11-30,6.66666
2022-12-01,11.11111
2022-12-02,5.55555
2022-12-04,11.11111
2022-12-05,21.11111
2022-12-06,11.11111
2022-12-08,20.0
2022-12-09,26.66666
2022-12-10,13.33333
2022-12-11,11.11111
2022-12-12,8.88888
2022-12-13,20.0
2022-12-14,12.22222
2022-12-15,20.0
2022-12-16,14.44444
2022-12-17,8.88888
2022-12-18,6.66666
2022-12-19,10.0
2022-12-20,15.55555
2022-12-21,8.88888
2022-12-22,7.77777
2022-12-23,10.0
2022-12-24,6.66666
2022-12-25,10.0
2022-12-26,13.33333
2022-12-27,11.11111
2022-12-28,12.22222
2022-12-29,22.22222
2022-12-30,14.44444
2022-12-31,14.44444
2023-01-01,10.0
2023-01-02,17.77777
2023-01-03,16.66666
2023-01-04,10.0
2023-01-05,14.44444
2023-01-06,27.77777
2023-01-07,10.0
2023-01-08,12.22222
2023-01-09,7.77777
2023-01-10,21.11111
2023-01-11,13.33333
2023-01-12,21.11111
2023-01-13,18.88888
2023-01-14,12.22222
2023-01-15,11.11111
2023-01-16,14.44444
2023-01-17,5.55555
2023-01-18,24.44444
2023-01-19,23.33333
2023-01-20,10.0
2023-01-21,10.0
2023-01-22,10.0
2023-01-23,15.55555
2023-01-24,12.22222
2023-01-25,25.55555
2023-01-26,23.33333
2023-01-27,32.22222
2023-01-28,15.55555
2023-01-29,17.77777
2023-01-30,26.66666
2023-01-31,30.0
2023-02-01,25.55555
2023-02-02,12.22222
2023-02-03,28.88888
2023-02-04,21.11111
2023-02-05,14.44444
2023-02-06,14.44444
2023-02-07,25.55555
2023-02-08,28.88888
2023-02-09,17.77777
2023-02-10,14.44444
2023-02-11,20.0
2023-02-12,11.11111
2023-02-13,24.44444
2023-02-14,31.11111
2023-02-15,32.22222
2023-02-16,21.11111
2023-02-17,38.88888
2023-02-18,15.55555
2023-02-19,12.22222
2023-02-20,26.66666
2023-02-21,27.77777
2023-02-22,33.33333
2023-02-23,24.44444
2023-02-24,16.66666
2023-02-25,15.55555
2023-02-26,16.66666
2023-02-27,28.88888
2023-02-28,31.11111
2023-03-01,16.66666
2023-03-02,17.77777
2023-03-03,30.0
2023-03-04,6.66666
2023-03-05,12.22222
2023-03-06,18.88888
2023-03-07,15.55555
2023-03-08,45.55555
2023-03-09,23.33333
2023-03-10,23.33333
2023-03-11,8.88888
2023-03-12,13.33333
2023-03-13,21.11111
2023-03-14,32.22222
2023-03-15,18.88888
2023-03-16,23.33333
2023-03-17,14.44444
2023-03-18,8.88888
2023-03-19,14.44444
2023-03-20,32.22222
2023-03-21,34.44444
2023-03-22,42.22222
2023-03-23,24.44444
2023-03-24,23.33333
2023-03-25,8.88888
2023-03-26,12.22222
2023-03-27,23.33333
2023-03-28,17.77777
2023-03-29,18.88888
2023-03-30,17.77777
2023-03-31,21.11111
2023-04-01,23.33333
2023-04-02,17.77777
2023-04-03,34.44444
2023-04-04,17.77777
2023-04-05,24.44444
2023-04-06,20.0
2023-04-07,15.55555
2023-04-08,14.44444
2023-04-09,18.88888
2023-04-10,20.0
2023-04-11,25.55555
2023-04-12,30.0
2023-04-13,23.33333
2023-04-14,22.22222
2023-04-15,17.77777
2023-04-16,11.11111
2023-04-17,30.0
2023-04-18,27.77777
2023-04-19,25.55555
2023-04-20,8.88888
2023-04-21,17.77777
2023-04-22,12.22222
2023-04-23,13.33333
2023-04-24,24.44444
2023-04-25,28.88888
2023-04-26,28.88888
2023-04-27,24.44444
2023-04-28,27.77777
2023-04-29,13.33333
2023-04-30,14.44444
2023-05-01,15.55555
2023-05-02,21.11111
2023-05-03,21.11111
2023-05-04,20.0
2023-05-05,12.22222
2023-05-06,14.44444
2023-05-07,18.88888
2023-05-08,25.55555
2023-05-09,30.0
2023-05-10,27.77777
2023-05-11,15.55555
2023-05-12,8.88888
2023-05-13,8.88888
2023-05-14,12.22222
2023-05-15,34.44444
2023-05-16,23.33333
2023-05-17,37.77777
2023-05-18,30.0
2023-05-19,16.66666
2023-05-20,8.88888
2023-05-21,22.22222
2023-05-22,32.22222
2023-05-23,34.44444
2023-05-24,23.33333
2023-05-25,23.33333
2023-05-26,12.22222
2023-05-27,11.11111
2023-05-28,18.88888
2023-05-29,16.66666
2023-05-30,21.11111
2023-05-31,18.88888
2023-06-01,18.88888
2023-06-02,6.66666
2023-06-03,22.22222
2023-06-04,12.22222
2023-06-05,14.44444
2023-06-06,20.0
2023-06-07,23.33333
2023-06-08,22.22222
2023-06-09,22.22222
2023-06-11,26.66666
2023-06-12,21.11111
2023-06-13,32.22222
2023-06-14,45.55555
2023-06-15,33.33333
2023-06-16,20.0
2023-06-17,8.88888
