date,고시원
2020-03-20,29.04714
2020-03-21,28.88229
2020-03-22,28.48664
2020-03-23,32.14638
2020-03-24,29.57467
2020-03-25,29.04714
2020-03-26,30.03626
2020-03-27,29.04714
2020-03-28,27.16782
2020-03-29,26.40949
2020-03-30,29.08011
2020-03-31,29.17903
2020-04-01,28.91526
2020-04-02,28.09099
2020-04-03,28.51961
2020-04-04,25.91493
2020-04-05,27.46455
2020-04-06,30.53082
2020-04-07,30.1022
2020-04-08,27.76129
2020-04-09,30.23409
2020-04-10,26.80514
2020-04-11,25.58522
2020-04-12,24.72799
2020-04-13,28.09099
2020-04-14,27.03593
2020-04-15,27.66238
2020-04-16,28.09099
2020-04-17,25.12363
2020-04-18,22.84866
2020-04-19,28.6515
2020-04-20,32.8058
2020-04-21,28.45367
2020-04-22,29.08011
2020-04-23,33.03659
2020-04-24,28.9812
2020-04-25,26.40949
2020-04-26,30.92647
2020-04-27,33.56412
2020-04-28,32.27827
2020-04-29,27.66238
2020-04-30,27.03593
2020-05-01,27.53049
2020-05-02,26.5084
2020-05-03,30.79459
2020-05-04,29.97032
2020-05-05,28.9812
2020-05-06,30.72865
2020-05-07,29.90438
2020-05-08,30.39894
2020-05-09,30.62973
2020-05-10,28.9812
2020-05-11,37.25684
2020-05-12,32.83877
2020-05-13,32.34421
2020-05-14,28.84932
2020-05-15,29.34388
2020-05-16,28.68447
2020-05-17,31.454
2020-05-18,33.3663
2020-05-19,32.8058
2020-05-20,31.32212
2020-05-21,30.39894
2020-05-22,29.04714
2020-05-23,26.27761
2020-05-24,34.22354
2020-05-25,34.55324
2020-05-26,31.91559
2020-05-27,29.31091
2020-05-28,28.35476
2020-05-29,28.45367
2020-05-30,29.11308
2020-05-31,31.12429
2020-06-01,32.73986
2020-06-02,34.15759
2020-06-03,30.16815
2020-06-04,30.26706
2020-06-05,28.15694
2020-06-06,28.09099
2020-06-07,31.09132
2020-06-08,33.49818
2020-06-09,31.19024
2020-06-10,29.73953
2020-06-11,28.48664
2020-06-12,33.9268
2020-06-13,27.79426
2020-06-14,32.575
2020-06-15,33.53115
2020-06-16,28.78338
2020-06-17,28.02505
2020-06-18,29.67359
2020-06-19,27.23376
2020-06-20,26.70623
2020-06-21,28.6515
2020-06-22,31.38806
2020-06-23,30.333
2020-06-24,27.76129
2020-06-25,32.14638
2020-06-26,28.9812
2020-06-27,25.32146
2020-06-28,28.15694
2020-06-29,33.43224
2020-06-30,29.04714
2020-07-01,30.13517
2020-07-02,31.55291
2020-07-03,29.01417
2020-07-04,25.9479
2020-07-05,28.94823
2020-07-06,35.47642
2020-07-07,32.44312
2020-07-08,36.13583
2020-07-09,33.39927
2020-07-10,27.79426
2020-07-11,25.58522
2020-07-12,31.71777
2020-07-13,34.98186
2020-07-14,32.14638
2020-07-15,28.75041
2020-07-16,26.80514
2020-07-17,27.59643
2020-07-18,26.5084
2020-07-19,30.49785
2020-07-20,31.02538
2020-07-21,31.88262
2020-07-22,28.71744
2020-07-23,29.44279
2020-07-24,24.36531
2020-07-25,26.96999
2020-07-26,29.14606
2020-07-27,37.28981
2020-07-28,31.58588
2020-07-29,29.7725
2020-07-30,27.46455
2020-07-31,27.49752
2020-08-01,25.22255
2020-08-02,30.03626
2020-08-03,31.35509
2020-08-04,31.32212
2020-08-05,30.00329
2020-08-06,28.48664
2020-08-07,28.75041
2020-08-08,26.57434
2020-08-09,29.57467
2020-08-10,32.83877
2020-08-11,29.73953
2020-08-12,29.93735
2020-08-13,30.69568
2020-08-14,28.09099
2020-08-15,26.7392
2020-08-16,27.53049
2020-08-17,32.93768
2020-08-18,30.92647
2020-08-19,34.12462
2020-08-20,33.23442
2020-08-21,38.70755
2020-08-22,33.59709
2020-08-23,34.91592
2020-08-24,37.5206
2020-08-25,31.78371
2020-08-26,43.09264
2020-08-27,38.14704
2020-08-28,49.85163
2020-08-29,48.17012
2020-08-30,47.37883
2020-08-31,50.28025
2020-09-01,41.44411
2020-09-02,34.88295
2020-09-03,34.75107
2020-09-04,39.92746
2020-09-05,33.63006
2020-09-06,39.03725
2020-09-07,36.30069
2020-09-08,31.98153
2020-09-09,35.0478
2020-09-10,35.41048
2020-09-11,33.49818
2020-09-12,33.72898
2020-09-13,31.19024
2020-09-14,33.3663
2020-09-15,30.82756
2020-09-16,28.84932
2020-09-17,32.93768
2020-09-18,24.62908
2020-09-19,25.84899
2020-09-20,28.45367
2020-09-21,31.71777
2020-09-22,32.67392
2020-09-23,28.38773
2020-09-24,28.88229
2020-09-25,24.46422
2020-09-26,24.33234
2020-09-27,26.40949
2020-09-28,28.51961
2020-09-29,22.22222
2020-09-30,21.20013
2020-10-01,22.65084
2020-10-02,22.18925
2020-10-03,25.3874
2020-10-04,31.32212
2020-10-05,31.51994
2020-10-06,30.333
2020-10-07,34.75107
2020-10-08,28.81635
2020-10-09,25.61819
2020-10-10,27.00296
2020-10-11,29.212
2020-10-12,32.04747
2020-10-13,30.13517
2020-10-14,33.26739
2020-10-15,29.44279
2020-10-16,26.44246
2020-10-17,25.42037
2020-10-18,27.2997
2020-10-19,34.05868
2020-10-20,34.94889
2020-10-21,31.38806
2020-10-22,28.71744
2020-10-23,26.96999
2020-10-24,25.58522
2020-10-25,29.212
2020-10-26,31.6848
2020-10-27,30.46488
2020-10-28,26.90405
2020-10-29,29.04714
2020-10-30,26.80514
2020-10-31,26.70623
2020-11-01,31.75074
2020-11-02,29.64061
2020-11-03,27.23376
2020-11-04,27.82723
2020-11-05,24.36531
2020-11-06,26.54137
2020-11-07,26.34355
2020-11-08,27.53049
2020-11-09,30.82756
2020-11-10,27.03593
2020-11-11,24.79393
2020-11-12,26.27761
2020-11-13,28.12396
2020-11-14,24.5961
2020-11-15,27.6294
2020-11-16,28.05802
2020-11-17,31.454
2020-11-18,32.34421
2020-11-19,29.80547
2020-11-20,31.454
2020-11-21,26.5084
2020-11-22,28.58555
2020-11-23,30.333
2020-11-24,30.86053
2020-11-25,28.84932
2020-11-26,28.94823
2020-11-27,28.18991
2020-11-28,24.89284
2020-11-29,30.1022
2020-11-30,31.84965
2020-12-01,35.24563
2020-12-02,32.31124
2020-12-03,31.42103
2020-12-04,30.26706
2020-12-05,30.82756
2020-12-06,33.99274
2020-12-07,33.69601
2020-12-08,33.66303
2020-12-09,32.93768
2020-12-10,32.08044
2020-12-11,34.52027
2020-12-12,30.16815
2020-12-13,31.78371
2020-12-14,38.11407
2020-12-15,31.454
2020-12-16,32.0145
2020-12-17,30.72865
2020-12-18,28.35476
2020-12-19,31.38806
2020-12-20,30.06923
2020-12-21,32.27827
2020-12-22,31.78371
2020-12-23,35.74019
2020-12-24,29.31091
2020-12-25,29.7725
2020-12-26,30.49785
2020-12-27,34.94889
2020-12-28,39.46587
2020-12-29,36.30069
2020-12-30,32.17936
2020-12-31,28.09099
2021-01-01,31.88262
2021-01-02,34.7181
2021-01-03,39.92746
2021-01-04,39.26805
2021-01-05,40.19122
2021-01-06,39.36696
2021-01-07,42.66402
2021-01-08,41.3452
2021-01-09,37.88328
2021-01-10,41.83976
2021-01-11,38.97131
2021-01-12,36.49851
2021-01-13,37.91625
2021-01-14,34.09165
2021-01-15,34.98186
2021-01-16,33.66303
2021-01-17,35.21266
2021-01-18,36.10286
2021-01-19,36.59742
2021-01-20,36.26772
2021-01-21,35.47642
2021-01-22,33.30036
2021-01-23,32.90471
2021-01-24,37.68545
2021-01-25,36.79525
2021-01-26,35.37751
2021-01-27,33.30036
2021-01-28,32.0145
2021-01-29,29.14606
2021-01-30,28.02505
2021-01-31,35.87207
2021-02-01,39.79558
2021-02-02,34.28948
2021-02-03,33.16848
2021-02-04,33.63006
2021-02-05,28.78338
2021-02-06,31.61885
2021-02-07,34.58621
2021-02-08,34.19057
2021-02-09,33.89383
2021-02-10,33.66303
2021-02-11,27.10187
2021-02-12,28.81635
2021-02-13,29.01417
2021-02-14,36.49851
2021-02-15,40.25717
2021-02-16,38.57566
2021-02-17,34.75107
2021-02-18,35.41048
2021-02-19,33.53115
2021-02-20,33.59709
2021-02-21,45.13682
2021-02-22,42.13649
2021-02-23,40.94955
2021-02-24,35.2786
2021-02-25,34.38839
2021-02-26,31.48697
2021-02-27,29.04714
2021-02-28,32.97065
2021-03-01,35.97098
2021-03-02,35.6083
2021-03-03,34.78404
2021-03-04,33.1355
2021-03-05,28.88229
2021-03-06,28.09099
2021-03-07,36.00395
2021-03-08,39.36696
2021-03-09,32.8058
2021-03-10,32.2453
2021-03-11,32.27827
2021-03-12,30.66271
2021-03-13,31.12429
2021-03-14,30.59676
2021-03-15,34.7181
2021-03-16,37.61951
2021-03-17,36.33366
2021-03-18,30.13517
2021-03-19,26.64029
2021-03-20,29.212
2021-03-21,32.575
2021-03-22,37.38872
2021-03-23,31.55291
2021-03-24,34.75107
2021-03-25,30.59676
2021-03-26,24.8269
2021-03-27,30.86053
2021-03-28,32.90471
2021-03-29,32.31124
2021-03-30,30.79459
2021-03-31,29.11308
2021-04-01,27.23376
2021-04-02,26.24464
2021-04-03,27.23376
2021-04-04,31.15727
2021-04-05,32.60797
2021-04-06,27.26673
2021-04-07,28.48664
2021-04-08,26.93702
2021-04-09,26.04681
2021-04-10,24.20046
2021-04-11,26.80514
2021-04-12,28.51961
2021-04-13,29.40982
2021-04-14,29.70656
2021-04-15,29.31091
2021-04-16,27.20079
2021-04-17,28.28882
2021-04-18,30.00329
2021-04-19,34.09165
2021-04-20,29.57467
2021-04-21,27.00296
2021-04-22,26.83811
2021-04-23,26.54137
2021-04-24,24.23343
2021-04-25,29.14606
2021-04-26,31.51994
2021-04-27,29.64061
2021-04-28,32.93768
2021-04-29,27.2997
2021-04-30,26.80514
2021-05-01,24.79393
2021-05-02,26.7392
2021-05-03,30.20112
2021-05-04,26.64029
2021-05-05,26.07978
2021-05-06,28.38773
2021-05-07,24.20046
2021-05-08,26.44246
2021-05-09,36.56445
2021-05-10,32.11341
2021-05-11,28.28882
2021-05-12,28.25585
2021-05-13,28.02505
2021-05-14,28.35476
2021-05-15,27.69535
2021-05-16,28.94823
2021-05-17,30.16815
2021-05-18,31.58588
2021-05-19,31.55291
2021-05-20,31.05835
2021-05-21,27.82723
2021-05-22,27.10187
2021-05-23,28.71744
2021-05-24,31.71777
2021-05-25,27.10187
2021-05-26,27.56346
2021-05-27,29.212
2021-05-28,26.04681
2021-05-29,26.57434
2021-05-30,28.38773
2021-05-31,34.32245
2021-06-01,29.73953
2021-06-02,28.68447
2021-06-03,31.28915
2021-06-04,28.71744
2021-06-05,27.82723
2021-06-06,28.18991
2021-06-07,33.30036
2021-06-08,31.38806
2021-06-09,29.80547
2021-06-10,30.16815
2021-06-11,29.01417
2021-06-12,26.24464
2021-06-13,29.64061
2021-06-14,33.63006
2021-06-15,30.36597
2021-06-16,32.60797
2021-06-17,29.34388
2021-06-18,33.20145
2021-06-19,27.8602
2021-06-20,26.54137
2021-06-21,34.35542
2021-06-22,32.37718
2021-06-23,28.75041
2021-06-24,27.00296
2021-06-25,26.54137
2021-06-26,26.24464
2021-06-27,28.71744
2021-06-28,32.54203
2021-06-29,29.60764
2021-06-30,27.66238
2021-07-01,28.58555
2021-07-02,26.87108
2021-07-03,28.91526
2021-07-04,28.88229
2021-07-05,31.15727
2021-07-06,29.11308
2021-07-07,30.1022
2021-07-08,29.34388
2021-07-09,27.79426
2021-07-10,30.23409
2021-07-11,30.36597
2021-07-12,33.49818
2021-07-13,35.41048
2021-07-14,35.54236
2021-07-15,25.84899
2021-07-16,28.71744
2021-07-17,26.80514
2021-07-18,28.51961
2021-07-19,34.94889
2021-07-20,31.84965
2021-07-21,29.44279
2021-07-22,31.55291
2021-07-23,25.91493
2021-07-24,28.15694
2021-07-25,27.33267
2021-07-26,32.31124
2021-07-27,30.46488
2021-07-28,28.94823
2021-07-29,28.61852
2021-07-30,29.08011
2021-07-31,27.95911
2021-08-01,25.88196
2021-08-02,28.6515
2021-08-03,27.69535
2021-08-04,24.13452
2021-08-05,27.6294
2021-08-06,24.39828
2021-08-07,26.04681
2021-08-08,28.35476
2021-08-09,30.49785
2021-08-10,29.73953
2021-08-11,30.03626
2021-08-12,30.43191
2021-08-13,27.36564
2021-08-14,27.59643
2021-08-15,26.77217
2021-08-16,29.90438
2021-08-17,27.56346
2021-08-18,30.39894
2021-08-19,31.48697
2021-08-20,31.65182
2021-08-21,26.44246
2021-08-22,31.55291
2021-08-23,28.84932
2021-08-24,31.09132
2021-08-25,28.05802
2021-08-26,31.454
2021-08-27,30.46488
2021-08-28,25.42037
2021-08-29,30.13517
2021-08-30,32.90471
2021-08-31,29.73953
2021-09-01,28.4207
2021-09-02,28.25585
2021-09-03,26.11275
2021-09-04,24.43125
2021-09-05,25.61819
2021-09-06,28.94823
2021-09-07,27.0689
2021-09-08,28.05802
2021-09-09,27.20079
2021-09-10,24.69502
2021-09-11,24.46422
2021-09-12,28.4207
2021-09-13,29.212
2021-09-14,27.76129
2021-09-15,26.70623
2021-09-16,24.33234
2021-09-17,24.79393
2021-09-18,22.55192
2021-09-19,22.05736
2021-09-20,21.10121
2021-09-21,23.60698
2021-09-22,31.12429
2021-09-23,33.79492
2021-09-24,29.97032
2021-09-25,27.72832
2021-09-26,30.333
2021-09-27,34.4873
2021-09-28,32.575
2021-09-29,35.2786
2021-09-30,33.86086
2021-10-01,28.25585
2021-10-02,27.72832
2021-10-03,27.66238
2021-10-04,32.97065
2021-10-05,35.54236
2021-10-06,31.05835
2021-10-07,27.99208
2021-10-08,27.13484
2021-10-09,27.82723
2021-10-10,28.58555
2021-10-11,32.77283
2021-10-12,30.1022
2021-10-13,28.61852
2021-10-14,28.9812
2021-10-15,27.6294
2021-10-16,27.99208
2021-10-17,27.56346
2021-10-18,29.87141
2021-10-19,28.9812
2021-10-20,30.26706
2021-10-21,28.05802
2021-10-22,25.84899
2021-10-23,21.82657
2021-10-24,26.01384
2021-10-25,27.95911
2021-10-26,29.5417
2021-10-27,27.95911
2021-10-28,27.8602
2021-10-29,24.2664
2021-10-30,23.31025
2021-10-31,26.57434
2021-11-01,29.11308
2021-11-02,29.5417
2021-11-03,28.32179
2021-11-04,27.0689
2021-11-05,24.06857
2021-11-06,24.56313
2021-11-07,31.35509
2021-11-08,32.77283
2021-11-09,27.72832
2021-11-10,28.22288
2021-11-11,31.454
2021-11-12,32.575
2021-11-13,27.66238
2021-11-14,30.1022
2021-11-15,33.59709
2021-11-16,31.38806
2021-11-17,29.17903
2021-11-18,30.46488
2021-11-19,28.68447
2021-11-20,25.78305
2021-11-21,32.04747
2021-11-22,32.0145
2021-11-23,28.18991
2021-11-24,28.71744
2021-11-25,28.15694
2021-11-26,35.2786
2021-11-27,30.8935
2021-11-28,30.95944
2021-11-29,35.37751
2021-11-30,30.30003
2021-12-01,27.72832
2021-12-02,29.73953
2021-12-03,29.60764
2021-12-04,30.53082
2021-12-05,31.19024
2021-12-06,36.3996
2021-12-07,32.0145
2021-12-08,30.53082
2021-12-09,30.72865
2021-12-10,29.11308
2021-12-11,31.22321
2021-12-12,32.17936
2021-12-13,32.8058
2021-12-14,31.51994
2021-12-15,31.48697
2021-12-16,31.88262
2021-12-17,29.01417
2021-12-18,27.00296
2021-12-19,31.19024
2021-12-20,32.17936
2021-12-21,29.47576
2021-12-22,29.83844
2021-12-23,27.82723
2021-12-24,27.99208
2021-12-25,23.7059
2021-12-26,27.36564
2021-12-27,34.12462
2021-12-28,33.10253
2021-12-29,31.78371
2021-12-30,29.11308
2021-12-31,30.8935
2022-01-01,27.13484
2022-01-02,32.60797
2022-01-03,37.48763
2022-01-04,49.62083
2022-01-05,38.37784
2022-01-06,35.70722
2022-01-07,33.86086
2022-01-08,28.61852
2022-01-09,31.91559
2022-01-10,38.74052
2022-01-11,34.05868
2022-01-12,32.34421
2022-01-13,31.454
2022-01-14,30.1022
2022-01-15,26.83811
2022-01-16,30.76162
2022-01-17,35.0478
2022-01-18,33.00362
2022-01-19,32.08044
2022-01-20,31.454
2022-01-21,29.11308
2022-01-22,30.46488
2022-01-23,31.25618
2022-01-24,35.93801
2022-01-25,32.8058
2022-01-26,30.36597
2022-01-27,30.95944
2022-01-28,29.5417
2022-01-29,27.59643
2022-01-30,29.01417
2022-01-31,24.99175
2022-02-01,29.212
2022-02-02,33.72898
2022-02-03,42.43323
2022-02-04,37.55357
2022-02-05,32.64094
2022-02-06,37.42169
2022-02-07,37.81734
2022-02-08,40.19122
2022-02-09,36.36663
2022-02-10,38.37784
2022-02-11,36.69634
2022-02-12,34.32245
2022-02-13,34.15759
2022-02-14,39.53181
2022-02-15,37.45466
2022-02-16,38.54269
2022-02-17,38.54269
2022-02-18,37.25684
2022-02-19,35.21266
2022-02-20,38.47675
2022-02-21,39.82855
2022-02-22,37.22387
2022-02-23,38.93834
2022-02-24,35.6083
2022-02-25,35.34454
2022-02-26,33.39927
2022-02-27,42.82888
2022-02-28,39.39993
2022-03-01,37.81734
2022-03-02,33.95977
2022-03-03,36.03692
2022-03-04,32.08044
2022-03-05,31.94856
2022-03-06,31.71777
2022-03-07,35.44345
2022-03-08,32.08044
2022-03-09,24.46422
2022-03-10,30.1022
2022-03-11,29.90438
2022-03-12,29.80547
2022-03-13,36.86119
2022-03-14,35.17969
2022-03-15,37.88328
2022-03-16,36.20178
2022-03-17,38.27893
2022-03-18,39.89449
2022-03-19,39.33399
2022-03-20,41.14737
2022-03-21,40.71876
2022-03-22,37.48763
2022-03-23,38.93834
2022-03-24,33.69601
2022-03-25,32.54203
2022-03-26,36.3996
2022-03-27,35.21266
2022-03-28,35.97098
2022-03-29,33.56412
2022-03-30,35.8391
