date,반도체ETF
2023-05-30,17.43638
2023-05-31,16.58812
2023-06-01,9.66069
2023-06-02,10.55607
2023-06-03,4.94816
2023-06-04,3.9114
2023-06-05,5.84354
2023-06-06,5.56079
2023-06-07,5.98491
2023-06-08,5.32516
2023-06-09,7.6343
2023-06-10,3.9114
2023-06-11,3.7229
2023-06-12,6.31479
2023-06-13,9.23656
2023-06-14,8.19981
2023-06-15,9.14231
2023-06-16,8.67106
2023-06-17,3.86427
2023-06-18,5.18378
2023-06-19,7.49293
2023-06-20,6.55042
2023-06-21,5.56079
2023-06-22,4.85391
2023-06-23,4.61828
2023-06-24,3.15739
2023-06-25,4.19415
2023-06-26,5.51366
2023-06-27,5.93779
2023-06-28,5.89066
2023-06-29,8.38831
2023-06-30,5.74929
2023-07-01,4.33553
2023-07-02,5.70216
2023-07-03,8.29406
2023-07-04,8.57681
2023-07-05,10.6032
2023-07-06,5.56079
2023-07-07,5.60791
2023-07-08,3.15739
2023-07-09,3.5344
2023-07-10,5.79641
2023-07-11,8.34118
2023-07-12,6.26767
2023-07-13,10.36757
2023-07-14,12.67672
2023-07-15,5.74929
2023-07-16,5.70216
2023-07-17,9.80207
2023-07-18,11.21583
2023-07-19,9.75494
2023-07-20,9.70782
2023-07-21,10.50895
2023-07-22,4.61828
2023-07-23,5.04241
2023-07-24,11.63996
2023-07-25,14.1376
2023-07-26,16.30537
2023-07-27,22.33741
2023-07-28,20.40527
2023-07-29,8.71819
2023-07-30,9.37794
2023-07-31,13.85485
2023-08-01,15.31573
2023-08-02,11.26295
2023-08-03,8.76531
2023-08-04,9.37794
2023-08-05,4.24128
2023-08-06,4.52403
2023-08-07,8.57681
2023-08-08,8.10556
2023-08-09,7.30442
2023-08-10,10.4147
2023-08-11,6.50329
2023-08-12,3.62865
2023-08-13,3.06314
2023-08-14,6.36192
2023-08-15,5.98491
2023-08-16,6.12629
2023-08-17,6.92742
2023-08-18,5.98491
2023-08-19,3.3459
2023-08-20,3.01602
2023-08-21,5.13666
2023-08-22,5.98491
2023-08-23,6.92742
2023-08-24,10.2262
2023-08-25,6.73892
2023-08-26,4.2884
2023-08-27,3.62865
2023-08-28,4.90103
2023-08-29,6.45617
2023-08-30,6.40904
2023-08-31,5.51366
2023-09-01,7.86993
2023-09-02,5.56079
2023-09-03,4.61828
2023-09-04,8.34118
2023-09-05,8.01131
2023-09-06,6.73892
2023-09-07,6.55042
2023-09-08,5.65504
2023-09-09,2.49764
2023-09-10,2.82752
2023-09-11,4.14703
2023-09-12,4.42978
2023-09-13,6.78605
2023-09-14,7.2573
2023-09-15,6.50329
2023-09-16,3.9114
2023-09-17,2.59189
2023-09-18,6.17342
2023-09-19,6.92742
2023-09-20,5.32516
2023-09-21,5.41941
2023-09-22,4.0999
2023-09-23,2.96889
2023-09-24,3.06314
2023-09-25,3.3459
2023-09-26,4.24128
2023-09-27,3.15739
2023-09-28,2.07351
2023-09-29,1.46088
2023-09-30,2.45051
2023-10-01,2.21489
2023-10-02,1.74363
2023-10-03,2.78039
2023-10-04,5.93779
2023-10-05,5.27803
2023-10-06,4.19415
2023-10-07,2.54476
2023-10-08,2.82752
2023-10-09,2.45051
2023-10-10,4.2884
2023-10-11,5.84354
2023-10-12,5.98491
2023-10-13,9.56644
2023-10-14,3.95852
2023-10-15,5.37229
2023-10-16,7.68143
2023-10-17,11.1687
2023-10-18,7.77568
2023-10-19,4.19415
2023-10-20,6.12629
2023-10-21,3.58152
2023-10-22,2.87464
2023-10-23,5.23091
2023-10-24,5.89066
2023-10-25,6.17342
2023-10-26,9.42507
2023-10-27,5.93779
2023-10-28,3.01602
2023-10-29,3.3459
2023-10-30,3.7229
2023-10-31,6.40904
2023-11-01,7.4458
2023-11-02,11.82846
2023-11-03,9.14231
2023-11-04,5.13666
2023-11-05,5.23091
2023-11-06,12.11121
2023-11-07,16.54099
2023-11-08,16.63524
2023-11-09,13.90197
2023-11-10,14.65598
2023-11-11,7.8228
2023-11-12,5.37229
2023-11-13,13.24222
2023-11-14,9.23656
2023-11-15,15.40999
2023-11-16,15.26861
2023-11-17,13.52497
2023-11-18,7.49293
2023-11-19,11.78133
2023-11-20,22.24316
2023-11-21,25.91894
2023-11-22,14.60885
2023-11-23,11.31008
2023-11-24,9.18944
2023-11-25,5.04241
2023-11-26,4.99528
2023-11-27,8.71819
2023-11-28,11.1687
2023-11-29,11.87558
2023-11-30,11.78133
2023-12-01,10.93308
2023-12-02,5.13666
2023-12-03,4.94816
2023-12-04,9.14231
2023-12-05,11.21583
2023-12-06,9.51932
2023-12-07,6.8803
2023-12-08,9.04806
2023-12-09,4.71253
2023-12-10,4.75966
2023-12-11,9.75494
2023-12-12,15.69274
2023-12-13,17.1065
2023-12-14,16.54099
2023-12-15,18.19038
2023-12-16,8.43543
2023-12-17,8.62393
2023-12-18,13.24222
2023-12-19,15.73986
2023-12-20,14.23185
2023-12-21,12.48821
2023-12-22,16.918
2023-12-23,10.36757
2023-12-24,7.2573
2023-12-25,7.54005
2023-12-26,14.3261
2023-12-27,19.46277
2023-12-28,18.04901
2023-12-29,13.7606
2023-12-30,9.37794
2023-12-31,9.56644
2024-01-01,12.62959
2024-01-02,28.93496
2024-01-03,24.03393
2024-01-04,18.61451
2024-01-05,12.53534
2024-01-06,7.49293
2024-01-07,7.0688
2024-01-08,14.70311
2024-01-09,16.35249
2024-01-10,12.67672
2024-01-11,12.06409
2024-01-12,11.63996
2024-01-13,5.32516
2024-01-14,5.74929
2024-01-15,10.65032
2024-01-16,11.92271
2024-01-17,14.93873
2024-01-18,11.54571
2024-01-19,20.0754
2024-01-20,13.47785
2024-01-21,12.53534
2024-01-22,22.47879
2024-01-23,16.918
2024-01-24,17.62488
2024-01-25,20.16965
2024-01-26,15.73986
2024-01-27,8.24693
2024-01-28,10.88595
2024-01-29,12.01696
2024-01-30,13.5721
2024-01-31,12.53534
2024-02-01,10.50895
2024-02-02,10.46182
2024-02-03,7.11592
2024-02-04,5.18378
2024-02-05,9.61357
2024-02-06,9.28369
2024-02-07,6.78605
2024-02-08,11.78133
2024-02-09,7.11592
2024-02-10,7.30442
2024-02-11,7.21017
2024-02-12,8.24693
2024-02-13,19.93402
2024-02-14,16.54099
2024-02-15,16.49387
2024-02-16,15.17436
2024-02-17,7.72855
2024-02-18,8.90669
2024-02-19,11.40433
2024-02-20,11.35721
2024-02-21,8.67106
2024-02-22,16.87087
2024-02-23,24.45805
2024-02-24,11.59283
2024-02-25,10.08482
2024-02-26,13.9491
2024-02-27,14.42035
2024-02-28,12.44109
2024-02-29,11.78133
2024-03-01,10.13195
2024-03-02,13.24222
2024-03-03,11.49858
2024-03-04,25.11781
2024-03-05,25.68331
2024-03-06,18.66163
2024-03-07,23.13854
2024-03-08,30.01885
2024-03-09,10.4147
2024-03-10,10.6032
2024-03-11,16.39962
2024-03-12,16.49387
2024-03-13,15.55136
2024-03-14,12.62959
2024-03-15,10.6032
2024-03-16,5.32516
2024-03-17,7.91705
2024-03-18,9.37794
2024-03-19,8.95381
2024-03-20,10.93308
