date,전세보증금
2023-05-30,42.58524
2023-05-31,39.41316
2023-06-01,34.33782
2023-06-02,27.51784
2023-06-03,20.93576
2023-06-04,25.21808
2023-06-05,35.60666
2023-06-06,28.23156
2023-06-07,34.81363
2023-06-08,40.44409
2023-06-09,38.06502
2023-06-10,22.4425
2023-06-11,23.15622
2023-06-12,37.82712
2023-06-13,32.51387
2023-06-14,37.1927
2023-06-15,30.37272
2023-06-16,30.84853
2023-06-17,23.07692
2023-06-18,21.57018
2023-06-19,43.85408
2023-06-20,40.36478
2023-06-21,36.47898
2023-06-22,32.91038
2023-06-23,31.56225
2023-06-24,20.69785
2023-06-25,21.57018
2023-06-26,35.60666
2023-06-27,34.49643
2023-06-28,31.00713
2023-06-29,29.34179
2023-06-30,28.78667
2023-07-01,18.39809
2023-07-02,22.3632
2023-07-03,38.85804
2023-07-04,42.34734
2023-07-05,43.06106
2023-07-06,33.06899
2023-07-07,34.57573
2023-07-08,22.68041
2023-07-09,24.98017
2023-07-10,36.00317
2023-07-11,31.56225
2023-07-12,31.64155
2023-07-13,28.94528
2023-07-14,25.85249
2023-07-15,19.50832
2023-07-16,21.33227
2023-07-17,34.57573
2023-07-18,35.84456
2023-07-19,37.272
2023-07-20,28.54877
2023-07-21,26.32831
2023-07-22,19.98413
2023-07-23,21.49088
2023-07-24,32.35527
2023-07-25,33.4655
2023-07-26,42.26804
2023-07-27,40.9199
2023-07-28,28.78667
2023-07-29,16.57414
2023-07-30,20.53925
2023-07-31,33.78271
2023-08-01,30.76923
2023-08-02,31.00713
2023-08-03,29.02458
2023-08-04,24.18715
2023-08-05,18.23949
2023-08-06,19.42902
2023-08-07,31.87946
2023-08-08,32.11736
2023-08-09,26.80412
2023-08-10,26.249
2023-08-11,27.83505
2023-08-12,19.98413
2023-08-13,23.15622
2023-08-14,30.76923
2023-08-15,24.10785
2023-08-16,36.16177
2023-08-17,28.23156
2023-08-18,28.78667
2023-08-19,20.22204
2023-08-20,19.34972
2023-08-21,39.09595
2023-08-22,36.16177
2023-08-23,32.27597
2023-08-24,29.659
2023-08-25,27.04203
2023-08-26,21.64948
2023-08-27,21.41157
2023-08-28,33.30689
2023-08-29,34.65503
2023-08-30,32.27597
2023-08-31,28.62807
2023-09-01,25.21808
2023-09-02,20.38065
2023-09-03,18.16019
2023-09-04,33.6241
2023-09-05,34.73433
2023-09-06,30.61062
2023-09-07,29.7383
2023-09-08,23.55273
2023-09-09,19.74623
2023-09-10,19.19111
2023-09-11,35.92386
2023-09-12,32.83108
2023-09-13,31.16574
2023-09-14,30.92783
2023-09-15,27.35923
2023-09-16,19.42902
2023-09-17,21.41157
2023-09-18,31.95876
2023-09-19,32.51387
2023-09-20,27.27993
2023-09-21,25.53528
2023-09-22,22.2839
2023-09-23,18.08088
2023-09-24,25.29738
2023-09-25,34.41712
2023-09-26,27.67644
2023-09-27,20.93576
2023-09-28,13.63996
2023-09-29,13.63996
2023-09-30,13.87787
2023-10-01,13.48136
2023-10-02,20.45995
2023-10-03,23.55273
2023-10-04,43.21966
2023-10-05,38.14432
2023-10-06,33.6241
2023-10-07,20.93576
2023-10-08,22.83901
2023-10-09,29.26249
2023-10-10,44.8057
2023-10-11,39.88897
2023-10-12,39.01665
2023-10-13,35.21015
2023-10-14,24.90087
2023-10-15,25.21808
2023-10-16,42.98176
2023-10-17,38.77874
2023-10-18,36.55828
2023-10-19,35.68596
2023-10-20,28.54877
2023-10-21,21.88739
2023-10-22,21.09436
2023-10-23,39.33386
2023-10-24,33.5448
2023-10-25,30.61062
2023-10-26,34.49643
2023-10-27,28.31086
2023-10-28,17.84298
2023-10-29,19.98413
2023-10-30,36.24107
2023-10-31,31.56225
2023-11-01,33.78271
2023-11-02,32.19666
2023-11-03,30.05551
2023-11-04,27.59714
2023-11-05,19.90483
2023-11-06,31.56225
2023-11-07,33.4655
2023-11-08,33.06899
2023-11-09,30.05551
2023-11-10,26.96272
2023-11-11,19.66693
2023-11-12,21.17367
2023-11-13,36.08247
2023-11-14,33.5448
2023-11-15,30.37272
2023-11-16,27.43854
2023-11-17,27.75574
2023-11-18,28.39016
2023-11-19,23.94924
2023-11-20,36.39968
2023-11-21,35.05154
2023-11-22,31.95876
2023-11-23,29.659
2023-11-24,24.90087
2023-11-25,18.8739
2023-11-26,18.7946
2023-11-27,33.78271
2023-11-28,32.91038
2023-11-29,27.67644
2023-11-30,27.12133
2023-12-01,26.1697
2023-12-02,19.34972
2023-12-03,23.47343
2023-12-04,33.86201
2023-12-05,33.14829
2023-12-06,30.76923
2023-12-07,30.29341
2023-12-08,28.39016
2023-12-09,21.33227
2023-12-10,21.64948
2023-12-11,31.24504
2023-12-12,33.7034
2023-12-13,28.23156
2023-12-14,28.62807
2023-12-15,25.85249
2023-12-16,18.636
2023-12-17,19.74623
2023-12-18,34.25852
2023-12-19,26.88342
2023-12-20,26.72482
2023-12-21,24.90087
2023-12-22,19.74623
2023-12-23,16.97065
2023-12-24,15.38461
2023-12-25,18.16019
2023-12-26,33.22759
2023-12-27,32.51387
2023-12-28,32.11736
2023-12-29,27.67644
2023-12-30,20.85646
2023-12-31,15.1467
2024-01-01,18.636
2024-01-02,35.13084
2024-01-03,33.22759
2024-01-04,35.76526
2024-01-05,29.42109
2024-01-06,23.79064
2024-01-07,28.15226
2024-01-08,33.86201
2024-01-09,36.00317
2024-01-10,33.94131
2024-01-11,34.97224
2024-01-12,31.80015
2024-01-13,25.13877
2024-01-14,22.5218
2024-01-15,38.85804
2024-01-16,36.00317
2024-01-17,34.57573
2024-01-18,33.5448
2024-01-19,29.659
2024-01-20,23.23552
2024-01-21,22.83901
2024-01-22,36.08247
2024-01-23,33.22759
2024-01-24,32.19666
2024-01-25,29.34179
2024-01-26,29.18318
2024-01-27,20.06344
2024-01-28,23.71134
2024-01-29,35.05154
2024-01-30,35.52735
2024-01-31,33.4655
2024-02-01,34.49643
2024-02-02,33.6241
2024-02-03,23.47343
2024-02-04,23.31482
2024-02-05,40.44409
2024-02-06,31.80015
2024-02-07,28.86597
2024-02-08,22.91831
2024-02-09,12.52973
2024-02-10,15.22601
2024-02-11,20.30134
2024-02-12,22.4425
2024-02-13,41.95083
2024-02-14,37.66851
2024-02-15,38.93735
2024-02-16,33.94131
2024-02-17,23.94924
2024-02-18,25.37668
2024-02-19,40.44409
2024-02-20,39.65107
2024-02-21,34.57573
2024-02-22,32.35527
2024-02-23,30.05551
2024-02-24,24.98017
2024-02-25,26.72482
2024-02-26,39.57176
2024-02-27,36.08247
2024-02-28,34.57573
2024-02-29,33.78271
2024-03-01,21.25297
2024-03-02,19.58762
2024-03-03,24.50436
2024-03-04,42.58524
2024-03-05,38.77874
2024-03-06,36.39968
2024-03-07,31.16574
2024-03-08,27.51784
2024-03-09,22.12529
2024-03-10,19.34972
2024-03-11,32.03806
2024-03-12,34.65503
2024-03-13,36.55828
2024-03-14,28.46946
2024-03-15,25.77319
2024-03-16,19.27042
2024-03-17,21.80808
2024-03-18,38.77874
2024-03-19,31.40364
2024-03-20,30.68992
