date,신용카드페이백
2023-06-24,5.95111
2023-06-25,5.73857
2023-06-26,9.67056
2023-06-27,9.56429
2023-06-28,10.41445
2023-06-29,8.18278
2023-06-30,7.97024
2023-07-01,9.77683
2023-07-02,8.71413
2023-07-03,11.37088
2023-07-04,11.79596
2023-07-05,12.43358
2023-07-06,11.15834
2023-07-07,7.33262
2023-07-08,6.37619
2023-07-09,6.80127
2023-07-10,8.92667
2023-07-11,9.8831
2023-07-12,8.92667
2023-07-13,9.03294
2023-07-14,7.33262
2023-07-15,6.58873
2023-07-16,5.20722
2023-07-17,8.8204
2023-07-18,10.30818
2023-07-19,6.80127
2023-07-20,6.48246
2023-07-21,5.84484
2023-07-22,6.26992
2023-07-23,6.695
2023-07-24,8.8204
2023-07-25,6.695
2023-07-26,8.92667
2023-07-27,7.65143
2023-07-28,6.695
2023-07-29,3.93198
2023-07-30,5.31349
2023-07-31,8.8204
2023-08-01,14.34643
2023-08-02,9.67056
2023-08-03,8.50159
2023-08-04,6.16365
2023-08-05,3.82571
2023-08-06,4.99468
2023-08-07,9.13921
2023-08-08,6.90754
2023-08-09,8.92667
2023-08-10,7.33262
2023-08-11,4.14452
2023-08-12,4.88841
2023-08-13,5.52603
2023-08-14,8.50159
2023-08-15,5.84484
2023-08-16,8.07651
2023-08-17,5.6323
2023-08-18,6.80127
2023-08-19,3.5069
2023-08-20,5.41976
2023-08-21,7.97024
2023-08-22,8.18278
2023-08-23,6.16365
2023-08-24,4.46333
2023-08-25,6.58873
2023-08-26,2.65674
2023-08-27,4.46333
2023-08-28,6.26992
2023-08-29,5.6323
2023-08-30,6.26992
2023-08-31,7.22635
2023-09-01,10.52072
2023-09-02,8.39532
2023-09-03,5.52603
2023-09-04,7.43889
2023-09-05,7.97024
2023-09-06,8.60786
2023-09-07,7.33262
2023-09-08,6.16365
2023-09-09,2.86928
2023-09-10,4.35706
2023-09-11,7.12008
2023-09-12,9.13921
2023-09-13,10.30818
2023-09-14,8.18278
2023-09-15,5.31349
2023-09-16,4.5696
2023-09-17,4.67587
2023-09-18,14.02763
2023-09-19,11.90223
2023-09-20,9.67056
2023-09-21,7.65143
2023-09-22,6.05738
2023-09-23,5.20722
2023-09-24,4.35706
2023-09-25,9.35175
2023-09-26,7.33262
2023-09-27,6.26992
2023-09-28,4.14452
2023-09-29,3.93198
2023-09-30,3.18809
2023-10-01,7.12008
2023-10-02,6.695
2023-10-03,7.43889
2023-10-04,9.13921
2023-10-05,8.92667
2023-10-06,6.90754
2023-10-07,4.25079
2023-10-08,4.35706
2023-10-09,4.5696
2023-10-10,6.58873
2023-10-11,9.45802
2023-10-12,7.22635
2023-10-13,4.88841
2023-10-14,4.25079
2023-10-15,5.31349
2023-10-16,6.26992
2023-10-17,5.31349
2023-10-18,5.73857
2023-10-19,6.48246
2023-10-20,5.84484
2023-10-21,2.33793
2023-10-22,3.29436
2023-10-23,7.01381
2023-10-24,4.5696
2023-10-25,5.95111
2023-10-26,5.73857
2023-10-27,6.16365
2023-10-28,3.08182
2023-10-29,3.40063
2023-10-30,5.20722
2023-10-31,7.97024
2023-11-01,11.26461
2023-11-02,8.60786
2023-11-03,9.56429
2023-11-04,3.5069
2023-11-05,4.14452
2023-11-06,5.41976
2023-11-07,7.33262
2023-11-08,8.71413
2023-11-09,5.84484
2023-11-10,4.99468
2023-11-11,5.52603
2023-11-12,5.10095
2023-11-13,6.80127
2023-11-14,7.65143
2023-11-15,5.73857
2023-11-16,6.16365
2023-11-17,3.93198
2023-11-18,3.29436
2023-11-19,4.5696
2023-11-20,5.52603
2023-11-21,4.88841
2023-11-22,6.05738
2023-11-23,5.10095
2023-11-24,4.99468
2023-11-25,2.86928
2023-11-26,4.35706
2023-11-27,6.26992
2023-11-28,5.73857
2023-11-29,7.33262
2023-11-30,5.31349
2023-12-01,9.03294
2023-12-02,5.31349
2023-12-03,7.65143
2023-12-04,9.98937
2023-12-05,7.12008
2023-12-06,6.58873
2023-12-07,6.05738
2023-12-08,5.6323
2023-12-09,3.82571
2023-12-10,4.03825
2023-12-11,8.39532
2023-12-12,5.20722
2023-12-13,6.05738
2023-12-14,6.05738
2023-12-15,5.31349
2023-12-16,3.40063
2023-12-17,4.35706
2023-12-18,6.80127
2023-12-19,5.6323
2023-12-20,6.16365
2023-12-21,5.20722
2023-12-22,4.5696
2023-12-23,2.76301
2023-12-24,3.61317
2023-12-25,5.20722
2023-12-26,5.73857
2023-12-27,5.95111
2023-12-28,7.43889
2023-12-29,5.20722
2023-12-30,2.4442
2023-12-31,3.82571
2024-01-01,7.22635
2024-01-02,10.9458
2024-01-03,9.8831
2024-01-04,10.30818
2024-01-05,7.01381
2024-01-06,3.40063
2024-01-07,5.41976
2024-01-08,7.43889
2024-01-09,6.05738
2024-01-10,6.26992
2024-01-11,9.13921
2024-01-12,4.99468
2024-01-13,3.18809
2024-01-14,6.37619
2024-01-15,6.16365
2024-01-16,9.24548
2024-01-17,6.05738
2024-01-18,8.18278
2024-01-19,5.84484
2024-01-20,4.46333
2024-01-21,6.26992
2024-01-22,8.28905
2024-01-23,7.43889
2024-01-24,6.90754
2024-01-25,6.90754
2024-01-26,7.22635
2024-01-27,6.48246
2024-01-28,4.78214
2024-01-29,7.97024
2024-01-30,7.01381
2024-01-31,8.07651
2024-02-01,10.83953
2024-02-02,5.84484
2024-02-03,5.84484
2024-02-04,5.10095
2024-02-05,7.12008
2024-02-06,6.37619
2024-02-07,5.6323
2024-02-08,3.29436
2024-02-09,2.33793
2024-02-10,3.29436
2024-02-11,3.29436
2024-02-12,5.10095
2024-02-13,10.52072
2024-02-14,7.22635
2024-02-15,7.22635
2024-02-16,6.695
2024-02-17,3.5069
2024-02-18,5.10095
2024-02-19,9.35175
2024-02-20,7.12008
2024-02-21,6.26992
2024-02-22,6.05738
2024-02-23,5.10095
2024-02-24,3.71944
2024-02-25,4.14452
2024-02-26,7.12008
2024-02-27,5.20722
2024-02-28,5.6323
2024-02-29,5.6323
2024-03-01,7.43889
2024-03-02,5.31349
2024-03-03,5.84484
2024-03-04,8.71413
2024-03-05,8.28905
2024-03-06,7.65143
2024-03-07,6.90754
2024-03-08,6.26992
2024-03-09,3.71944
2024-03-10,5.41976
2024-03-11,7.33262
2024-03-12,7.33262
2024-03-13,7.01381
2024-03-14,4.67587
2024-03-15,3.82571
2024-03-16,3.08182
2024-03-17,2.97555
2024-03-18,5.95111
2024-03-19,6.695
2024-03-20,6.80127
