date,퇴직연금ETF
2021-01-01,28.19548
2021-01-02,24.43609
2021-01-03,31.203
2021-01-04,63.90977
2021-01-05,60.90225
2021-01-06,61.65413
2021-01-07,54.88721
2021-01-08,63.90977
2021-01-09,36.8421
2021-01-10,37.96992
2021-01-11,60.52631
2021-01-12,46.61654
2021-01-13,53.00751
2021-01-14,51.50375
2021-01-15,41.35338
2021-01-16,27.06766
2021-01-17,39.09774
2021-01-18,53.75939
2021-01-19,47.36842
2021-01-20,51.50375
2021-01-21,59.77443
2021-01-22,68.79699
2021-01-23,43.23308
2021-01-24,41.72932
2021-01-25,90.97744
2021-01-26,57.51879
2021-01-27,59.39849
2021-01-28,42.10526
2021-01-29,31.95488
2021-01-30,29.69924
2021-01-31,36.09022
2021-02-01,45.48872
2021-02-02,68.04511
2021-02-03,71.80451
2021-02-04,54.88721
2021-02-05,50.75187
2021-02-06,28.94736
2021-02-07,40.97744
2021-02-08,67.29323
2021-02-09,66.54135
2021-02-10,56.01503
2021-02-11,31.57894
2021-02-12,29.69924
2021-02-13,31.57894
2021-02-14,47.74436
2021-02-15,79.3233
2021-02-16,63.90977
2021-02-17,64.66165
2021-02-18,48.1203
2021-02-19,37.59398
2021-02-20,26.69172
2021-02-21,31.203
2021-02-22,35.71428
2021-02-23,28.94736
2021-02-24,30.45112
2021-02-25,27.4436
2021-02-26,28.57142
2021-02-27,15.03759
2021-02-28,19.17293
2021-03-01,18.79699
2021-03-02,30.07518
2021-03-03,37.96992
2021-03-04,27.06766
2021-03-05,18.79699
2021-03-06,11.65413
2021-03-07,15.03759
2021-03-08,25.5639
2021-03-09,22.18045
2021-03-10,29.69924
2021-03-11,27.81954
2021-03-12,25.18796
2021-03-13,19.17293
2021-03-14,15.78947
2021-03-15,27.4436
2021-03-16,37.96992
2021-03-17,29.69924
2021-03-18,28.94736
2021-03-19,18.04511
2021-03-20,14.28571
2021-03-21,9.39849
2021-03-22,25.5639
2021-03-23,32.70676
2021-03-24,22.93233
2021-03-25,35.71428
2021-03-26,33.83458
2021-03-27,14.66165
2021-03-28,11.65413
2021-03-29,27.4436
2021-03-30,38.34586
2021-03-31,38.7218
2021-04-01,28.57142
2021-04-02,30.82706
2021-04-03,22.18045
2021-04-04,20.67669
2021-04-05,42.85714
2021-04-06,38.7218
2021-04-07,37.96992
2021-04-08,43.23308
2021-04-09,41.35338
2021-04-10,16.54135
2021-04-11,25.5639
2021-04-12,47.74436
2021-04-13,56.39097
2021-04-14,52.63157
2021-04-15,42.85714
2021-04-16,45.11278
2021-04-17,25.5639
2021-04-18,19.54887
2021-04-19,30.07518
2021-04-20,35.71428
2021-04-21,41.72932
2021-04-22,33.0827
2021-04-23,29.69924
2021-04-24,18.04511
2021-04-25,17.66917
2021-04-26,23.30827
2021-04-27,37.59398
2021-04-28,22.93233
2021-04-29,26.31578
2021-04-30,18.04511
2021-05-01,14.66165
2021-05-02,7.51879
2021-05-03,21.05263
2021-05-04,26.31578
2021-05-05,15.03759
2021-05-06,25.5639
2021-05-07,31.203
2021-05-08,12.78195
2021-05-09,16.54135
2021-05-10,29.3233
2021-05-11,30.07518
2021-05-12,32.70676
2021-05-13,24.81203
2021-05-14,18.79699
2021-05-15,9.77443
2021-05-16,15.41353
2021-05-17,24.06015
2021-05-18,29.69924
2021-05-19,11.27819
2021-05-20,25.5639
2021-05-21,23.30827
2021-05-22,10.52631
2021-05-23,12.03007
2021-05-24,25.18796
2021-05-25,25.5639
2021-05-26,28.94736
2021-05-27,28.19548
2021-05-28,23.68421
2021-05-29,11.65413
2021-05-30,12.40601
2021-05-31,18.79699
2021-06-01,36.09022
2021-06-02,26.31578
2021-06-03,34.58646
2021-06-04,28.57142
2021-06-05,19.54887
2021-06-06,15.41353
2021-06-07,19.54887
2021-06-08,28.19548
2021-06-09,29.3233
2021-06-10,27.81954
2021-06-11,22.93233
2021-06-12,16.91729
2021-06-13,16.16541
2021-06-14,38.34586
2021-06-15,41.35338
2021-06-16,28.19548
2021-06-17,34.58646
2021-06-18,25.18796
2021-06-19,21.80451
2021-06-20,24.43609
2021-06-21,36.8421
2021-06-22,35.71428
2021-06-23,41.72932
2021-06-24,30.82706
2021-06-25,40.22556
2021-06-26,14.66165
2021-06-27,18.04511
2021-06-28,24.43609
2021-06-29,40.6015
2021-06-30,47.36842
2021-07-01,29.3233
2021-07-02,31.95488
2021-07-03,10.90225
2021-07-04,16.91729
2021-07-05,38.7218
2021-07-06,31.95488
2021-07-07,25.18796
2021-07-08,25.93984
2021-07-09,27.4436
2021-07-10,10.90225
2021-07-11,28.57142
2021-07-12,38.7218
2021-07-13,51.12781
2021-07-14,36.8421
2021-07-15,35.71428
2021-07-16,23.68421
2021-07-17,14.66165
2021-07-18,13.90977
2021-07-19,25.93984
2021-07-20,26.69172
2021-07-21,39.09774
2021-07-22,23.68421
2021-07-23,27.06766
2021-07-24,14.66165
2021-07-25,18.04511
2021-07-26,36.8421
2021-07-27,43.23308
2021-07-28,33.83458
2021-07-29,31.95488
2021-07-30,31.57894
2021-07-31,12.03007
2021-08-01,16.91729
2021-08-02,36.09022
2021-08-03,45.86466
2021-08-04,45.86466
2021-08-05,49.62406
2021-08-06,39.47368
2021-08-07,17.66917
2021-08-08,19.54887
2021-08-09,42.10526
2021-08-10,42.10526
2021-08-11,41.35338
2021-08-12,46.2406
2021-08-13,27.06766
2021-08-14,25.18796
2021-08-15,22.55639
2021-08-16,34.58646
2021-08-17,36.09022
2021-08-18,33.0827
2021-08-19,39.84962
2021-08-20,29.3233
2021-08-21,14.66165
2021-08-22,22.55639
2021-08-23,34.58646
2021-08-24,46.61654
2021-08-25,37.59398
2021-08-26,47.36842
2021-08-27,40.22556
2021-08-28,24.06015
2021-08-29,19.54887
2021-08-30,39.47368
2021-08-31,47.36842
2021-09-01,46.99248
2021-09-02,42.4812
2021-09-03,39.84962
2021-09-04,20.30075
2021-09-05,19.54887
2021-09-06,31.203
2021-09-07,40.22556
2021-09-08,44.3609
2021-09-09,21.42857
2021-09-10,27.4436
2021-09-11,15.03759
2021-09-12,18.04511
2021-09-13,28.57142
2021-09-14,35.71428
2021-09-15,26.31578
2021-09-16,33.45864
2021-09-17,22.93233
2021-09-18,12.03007
2021-09-19,10.15037
2021-09-20,6.76691
2021-09-21,9.02255
2021-09-22,10.90225
2021-09-23,29.69924
2021-09-24,35.71428
2021-09-25,19.54887
2021-09-26,18.42105
2021-09-27,30.45112
2021-09-28,32.70676
2021-09-29,28.94736
2021-09-30,36.46616
2021-10-01,26.69172
2021-10-02,12.78195
2021-10-03,9.39849
2021-10-04,18.04511
2021-10-05,27.06766
2021-10-06,31.95488
2021-10-07,33.45864
2021-10-08,24.43609
2021-10-09,7.51879
2021-10-10,7.51879
2021-10-11,12.03007
2021-10-12,32.33082
2021-10-13,31.203
2021-10-14,33.83458
2021-10-15,24.06015
2021-10-16,13.53383
2021-10-17,16.54135
2021-10-18,29.3233
2021-10-19,28.57142
2021-10-20,31.57894
2021-10-21,32.70676
2021-10-22,31.95488
2021-10-23,9.39849
2021-10-24,11.65413
2021-10-25,26.31578
2021-10-26,34.9624
2021-10-27,38.7218
2021-10-28,34.58646
2021-10-29,36.46616
2021-10-30,18.04511
2021-10-31,13.90977
2021-11-01,34.58646
2021-11-02,62.03007
2021-11-03,56.39097
2021-11-04,45.86466
2021-11-05,46.2406
2021-11-06,24.81203
2021-11-07,24.06015
2021-11-08,51.12781
2021-11-09,45.48872
2021-11-10,52.63157
2021-11-11,49.24812
2021-11-12,43.60902
2021-11-13,25.18796
2021-11-14,22.55639
2021-11-15,44.73684
2021-11-16,53.38345
2021-11-17,48.49624
2021-11-18,53.00751
2021-11-19,60.52631
2021-11-20,31.57894
2021-11-21,29.69924
2021-11-22,100.0
2021-11-23,92.10526
2021-11-24,53.38345
2021-11-25,58.27067
2021-11-26,49.24812
2021-11-27,21.80451
2021-11-28,26.69172
2021-11-29,47.74436
2021-11-30,48.87218
2021-12-01,53.38345
2021-12-02,65.41353
2021-12-03,56.39097
2021-12-04,28.57142
2021-12-05,34.58646
2021-12-06,60.52631
2021-12-07,74.43609
2021-12-08,75.93984
2021-12-09,68.42105
2021-12-10,71.42857
2021-12-11,31.95488
2021-12-12,38.34586
2021-12-13,59.77443
2021-12-14,61.65413
2021-12-15,57.14285
2021-12-16,71.05263
2021-12-17,45.86466
2021-12-18,33.0827
2021-12-19,28.19548
2021-12-20,50.37593
2021-12-21,62.78195
2021-12-22,74.81203
2021-12-23,59.02255
2021-12-24,52.63157
2021-12-25,32.70676
2021-12-26,32.70676
2021-12-27,74.43609
2021-12-28,86.09022
2021-12-29,66.16541
2021-12-30,74.43609
2021-12-31,74.06015
2022-01-01,24.81203
2022-01-02,26.31578
2022-01-03,94.3609
2022-01-04,89.09774
2022-01-05,81.95488
2022-01-06,54.88721
2022-01-07,59.02255
2022-01-08,36.8421
2022-01-09,32.70676
2022-01-10,53.75939
2022-01-11,60.90225
2022-01-12,57.51879
2022-01-13,58.27067
2022-01-14,47.74436
2022-01-15,29.3233
2022-01-16,33.83458
2022-01-17,55.63909
2022-01-18,59.02255
2022-01-19,53.00751
2022-01-20,44.3609
2022-01-21,53.75939
2022-01-22,31.203
2022-01-23,22.93233
2022-01-24,56.01503
2022-01-25,53.38345
2022-01-26,53.75939
2022-01-27,56.76691
2022-01-28,53.38345
2022-01-29,23.68421
2022-01-30,23.68421
2022-01-31,17.66917
2022-02-01,18.42105
2022-02-02,29.3233
2022-02-03,60.15037
2022-02-04,73.30827
2022-02-05,39.09774
2022-02-06,33.83458
2022-02-07,57.51879
2022-02-08,59.02255
2022-02-09,57.14285
2022-02-10,45.48872
2022-02-11,50.37593
2022-02-12,20.67669
2022-02-13,27.81954
2022-02-14,36.09022
2022-02-15,44.3609
2022-02-16,46.61654
2022-02-17,39.47368
2022-02-18,36.09022
2022-02-19,14.66165
2022-02-20,18.79699
2022-02-21,36.46616
2022-02-22,40.97744
2022-02-23,36.09022
2022-02-24,40.6015
2022-02-25,34.21052
2022-02-26,18.79699
2022-02-27,16.91729
2022-02-28,31.203
2022-03-01,22.55639
2022-03-02,32.70676
2022-03-03,33.83458
2022-03-04,27.81954
2022-03-05,14.28571
2022-03-06,13.90977
2022-03-07,31.95488
2022-03-08,25.93984
2022-03-09,11.65413
2022-03-10,21.80451
2022-03-11,24.43609
2022-03-12,13.15789
2022-03-13,16.54135
2022-03-14,27.81954
2022-03-15,32.70676
2022-03-16,28.57142
2022-03-17,33.0827
2022-03-18,31.203
2022-03-19,24.06015
2022-03-20,21.05263
2022-03-21,39.09774
2022-03-22,31.95488
2022-03-23,33.45864
2022-03-24,29.3233
2022-03-25,28.19548
2022-03-26,16.16541
2022-03-27,19.17293
2022-03-28,39.84962
2022-03-29,30.45112
2022-03-30,40.97744
2022-03-31,36.8421
2022-04-01,30.07518
2022-04-02,15.03759
2022-04-03,17.29323
2022-04-04,32.70676
2022-04-05,40.22556
2022-04-06,36.09022
2022-04-07,35.71428
2022-04-08,46.61654
2022-04-09,14.66165
2022-04-10,14.66165
2022-04-11,25.18796
2022-04-12,33.45864
2022-04-13,22.18045
2022-04-14,33.45864
2022-04-15,20.67669
2022-04-16,9.77443
2022-04-17,18.04511
2022-04-18,25.93984
2022-04-19,24.81203
2022-04-20,34.58646
2022-04-21,45.48872
2022-04-22,42.4812
2022-04-23,18.79699
2022-04-24,9.02255
2022-04-25,27.81954
2022-04-26,31.203
2022-04-27,28.19548
2022-04-28,22.18045
2022-04-29,25.5639
2022-04-30,9.39849
2022-05-01,8.27067
2022-05-02,23.68421
2022-05-03,27.81954
2022-05-04,24.43609
2022-05-05,9.39849
2022-05-06,17.29323
2022-05-07,6.39097
2022-05-08,10.90225
2022-05-09,19.92481
2022-05-10,22.18045
2022-05-11,13.15789
2022-05-12,13.15789
2022-05-13,15.03759
2022-05-14,4.88721
2022-05-15,8.27067
2022-05-16,21.80451
2022-05-17,23.30827
2022-05-18,22.18045
2022-05-19,20.67669
2022-05-20,19.54887
2022-05-21,5.63909
2022-05-22,3.00751
2022-05-23,18.42105
2022-05-24,18.42105
2022-05-25,15.78947
2022-05-26,15.03759
2022-05-27,17.66917
2022-05-28,4.88721
2022-05-29,5.26315
2022-05-30,14.66165
2022-05-31,21.80451
2022-06-01,13.90977
2022-06-02,18.04511
2022-06-03,16.16541
2022-06-04,5.63909
2022-06-05,5.26315
2022-06-06,8.27067
2022-06-07,22.18045
2022-06-08,15.78947
2022-06-09,10.90225
2022-06-10,14.66165
2022-06-11,5.26315
2022-06-12,15.03759
2022-06-13,17.66917
2022-06-14,19.17293
2022-06-15,19.17293
2022-06-16,20.30075
2022-06-17,19.17293
2022-06-18,8.27067
2022-06-19,9.02255
2022-06-20,21.42857
2022-06-21,22.18045
2022-06-22,18.42105
2022-06-23,18.42105
2022-06-24,17.29323
2022-06-25,4.51127
2022-06-26,8.64661
2022-06-27,21.42857
2022-06-28,27.06766
2022-06-29,17.29323
2022-06-30,19.92481
2022-07-01,19.54887
2022-07-02,9.39849
2022-07-03,5.26315
2022-07-04,21.80451
2022-07-05,21.05263
2022-07-06,21.80451
2022-07-07,21.05263
2022-07-08,18.04511
2022-07-09,13.53383
2022-07-10,7.51879
2022-07-11,17.29323
2022-07-12,18.04511
2022-07-13,16.91729
2022-07-14,22.18045
2022-07-15,15.03759
2022-07-16,8.64661
2022-07-17,4.13533
2022-07-18,21.05263
2022-07-19,18.79699
2022-07-20,22.93233
2022-07-21,20.67669
2022-07-22,19.17293
2022-07-23,15.03759
2022-07-24,12.78195
2022-07-25,18.42105
2022-07-26,16.91729
2022-07-27,20.30075
2022-07-28,13.53383
2022-07-29,15.78947
2022-07-30,5.63909
2022-07-31,9.39849
2022-08-01,16.91729
2022-08-02,22.55639
2022-08-03,23.68421
2022-08-04,28.19548
2022-08-05,20.67669
2022-08-06,11.27819
2022-08-07,11.65413
2022-08-08,23.68421
2022-08-09,21.42857
2022-08-10,21.05263
2022-08-11,28.19548
2022-08-12,21.42857
2022-08-13,13.15789
2022-08-14,10.52631
2022-08-15,6.01503
2022-08-16,20.67669
2022-08-17,22.93233
2022-08-18,24.81203
2022-08-19,27.4436
2022-08-20,5.26315
2022-08-21,7.89473
2022-08-22,29.3233
2022-08-23,20.30075
2022-08-24,16.91729
2022-08-25,24.81203
2022-08-26,20.30075
2022-08-27,7.51879
2022-08-28,9.77443
2022-08-29,17.29323
2022-08-30,18.79699
2022-08-31,17.66917
2022-09-01,18.79699
2022-09-02,16.91729
2022-09-03,6.01503
2022-09-04,5.63909
2022-09-05,21.05263
2022-09-06,17.66917
2022-09-07,15.78947
2022-09-08,16.16541
2022-09-09,4.88721
2022-09-10,4.88721
2022-09-11,5.26315
2022-09-12,7.51879
2022-09-13,15.78947
2022-09-14,26.69172
2022-09-15,16.91729
2022-09-16,13.90977
2022-09-17,5.63909
2022-09-18,6.39097
2022-09-19,15.03759
2022-09-20,11.65413
2022-09-21,12.78195
2022-09-22,13.15789
2022-09-23,12.40601
2022-09-24,4.13533
2022-09-25,9.02255
2022-09-26,16.54135
2022-09-27,15.78947
2022-09-28,22.55639
2022-09-29,16.16541
2022-09-30,10.15037
2022-10-01,4.88721
2022-10-02,3.38345
2022-10-03,4.51127
2022-10-04,15.03759
2022-10-05,16.16541
2022-10-06,17.29323
2022-10-07,8.64661
2022-10-08,6.39097
2022-10-09,3.75939
2022-10-10,9.02255
2022-10-11,10.90225
2022-10-12,9.02255
2022-10-13,18.04511
2022-10-14,17.29323
2022-10-15,7.14285
2022-10-16,6.39097
2022-10-17,11.27819
2022-10-18,17.66917
2022-10-19,16.16541
2022-10-20,11.65413
2022-10-21,8.27067
2022-10-22,5.63909
2022-10-23,4.88721
2022-10-24,10.52631
2022-10-25,12.03007
2022-10-26,11.27819
2022-10-27,15.41353
2022-10-28,12.40601
2022-10-29,8.64661
2022-10-30,3.38345
2022-10-31,15.78947
2022-11-01,20.67669
2022-11-02,19.54887
2022-11-03,16.91729
2022-11-04,21.42857
2022-11-05,4.88721
2022-11-06,7.89473
2022-11-07,14.28571
2022-11-08,14.28571
2022-11-09,15.03759
2022-11-10,13.90977
2022-11-11,16.54135
2022-11-12,10.90225
2022-11-13,10.52631
2022-11-14,19.17293
2022-11-15,17.29323
2022-11-16,21.05263
2022-11-17,12.78195
2022-11-18,13.53383
2022-11-19,6.76691
2022-11-20,6.76691
2022-11-21,15.41353
2022-11-22,16.16541
2022-11-23,16.16541
2022-11-24,18.04511
2022-11-25,15.03759
2022-11-26,7.14285
2022-11-27,6.76691
2022-11-28,17.29323
2022-11-29,19.92481
2022-11-30,16.91729
2022-12-01,21.05263
2022-12-02,17.66917
2022-12-03,6.76691
2022-12-04,6.39097
2022-12-05,19.92481
2022-12-06,19.92481
2022-12-07,25.5639
2022-12-08,13.53383
2022-12-09,20.67669
2022-12-10,7.51879
2022-12-11,8.64661
2022-12-12,16.91729
2022-12-13,21.42857
2022-12-14,20.30075
2022-12-15,16.16541
2022-12-16,14.66165
2022-12-17,5.63909
2022-12-18,7.51879
2022-12-19,18.79699
2022-12-20,17.66917
2022-12-21,18.04511
2022-12-22,19.92481
2022-12-23,18.04511
2022-12-24,7.14285
2022-12-25,6.39097
2022-12-26,21.42857
2022-12-27,22.18045
2022-12-28,29.3233
2022-12-29,24.06015
2022-12-30,28.94736
2022-12-31,10.52631
2023-01-01,7.89473
2023-01-02,26.69172
2023-01-03,26.69172
2023-01-04,25.93984
2023-01-05,16.91729
2023-01-06,16.91729
2023-01-07,8.64661
2023-01-08,8.27067
2023-01-09,20.67669
2023-01-10,23.30827
2023-01-11,18.79699
2023-01-12,21.42857
2023-01-13,20.67669
2023-01-14,5.26315
2023-01-15,10.52631
2023-01-16,27.81954
2023-01-17,22.55639
2023-01-18,19.17293
2023-01-19,18.79699
2023-01-20,18.04511
2023-01-21,7.89473
2023-01-22,6.39097
2023-01-23,4.51127
2023-01-24,15.78947
2023-01-25,18.79699
2023-01-26,31.203
2023-01-27,23.68421
2023-01-28,11.65413
2023-01-29,12.78195
2023-01-30,23.68421
2023-01-31,25.5639
2023-02-01,29.3233
2023-02-02,39.47368
2023-02-03,34.21052
2023-02-04,13.15789
2023-02-05,11.65413
2023-02-06,30.45112
2023-02-07,36.09022
2023-02-08,28.57142
2023-02-09,24.43609
2023-02-10,18.42105
2023-02-11,13.90977
2023-02-12,18.79699
2023-02-13,25.5639
2023-02-14,25.18796
2023-02-15,22.55639
2023-02-16,27.06766
2023-02-17,22.18045
2023-02-18,13.90977
2023-02-19,9.02255
2023-02-20,24.06015
2023-02-21,19.17293
2023-02-22,24.06015
2023-02-23,22.18045
2023-02-24,22.55639
2023-02-25,8.64661
2023-02-26,10.52631
2023-02-27,23.30827
2023-02-28,24.43609
2023-03-01,16.16541
2023-03-02,25.93984
2023-03-03,25.93984
2023-03-04,10.90225
2023-03-05,13.15789
2023-03-06,26.31578
2023-03-07,23.30827
2023-03-08,18.42105
2023-03-09,21.42857
2023-03-10,18.79699
2023-03-11,4.51127
2023-03-12,5.26315
2023-03-13,15.03759
2023-03-14,15.41353
2023-03-15,22.55639
2023-03-16,24.06015
2023-03-17,18.42105
2023-03-18,7.14285
2023-03-19,8.64661
2023-03-20,19.92481
2023-03-21,27.4436
2023-03-22,21.05263
2023-03-23,24.81203
2023-03-24,24.43609
2023-03-25,10.15037
2023-03-26,9.77443
2023-03-27,18.04511
2023-03-28,23.30827
2023-03-29,22.55639
2023-03-30,21.42857
2023-03-31,19.54887
2023-04-01,7.89473
2023-04-02,12.40601
2023-04-03,32.33082
2023-04-04,39.09774
2023-04-05,25.93984
2023-04-06,24.06015
2023-04-07,24.81203
2023-04-08,8.27067
2023-04-09,15.03759
2023-04-10,32.70676
2023-04-11,40.22556
2023-04-12,32.70676
2023-04-13,27.4436
2023-04-14,26.69172
2023-04-15,12.78195
2023-04-16,14.28571
2023-04-17,30.45112
2023-04-18,28.19548
2023-04-19,27.4436
2023-04-20,26.31578
2023-04-21,25.18796
2023-04-22,12.03007
2023-04-23,13.53383
2023-04-24,20.67669
2023-04-25,28.57142
2023-04-26,24.43609
2023-04-27,25.18796
2023-04-28,23.68421
2023-04-29,11.27819
2023-04-30,8.27067
2023-05-01,6.39097
2023-05-02,18.42105
2023-05-03,25.93984
2023-05-04,18.04511
2023-05-05,17.66917
2023-05-06,20.67669
2023-05-07,12.40601
2023-05-08,21.42857
2023-05-09,27.06766
2023-05-10,28.94736
2023-05-11,24.81203
2023-05-12,19.54887
2023-05-13,8.27067
2023-05-14,11.27819
2023-05-15,18.42105
2023-05-16,20.30075
2023-05-17,33.45864
2023-05-18,25.18796
2023-05-19,16.91729
2023-05-20,6.76691
2023-05-21,9.02255
2023-05-22,15.03759
2023-05-23,17.66917
2023-05-24,15.78947
2023-05-25,16.16541
2023-05-26,25.93984
2023-05-27,10.15037
2023-05-28,6.76691
