date,24K금값
2020-06-11,9.90705
2020-06-12,10.75904
2020-06-13,8.44951
2020-06-14,7.64681
2020-06-15,11.52654
2020-06-16,11.01253
2020-06-17,9.85072
2020-06-18,8.8579
2020-06-19,9.0621
2020-06-20,6.94972
2020-06-21,7.23841
2020-06-22,14.17405
2020-06-23,14.52612
2020-06-24,11.3153
2020-06-25,11.81523
2020-06-26,10.17462
2020-06-27,8.90015
2020-06-28,6.88635
2020-06-29,10.40698
2020-06-30,10.40698
2020-07-01,13.51218
2020-07-02,14.4205
2020-07-03,11.26601
2020-07-04,7.88621
2020-07-05,9.93522
2020-07-06,14.54724
2020-07-07,11.13223
2020-07-08,14.04731
2020-07-09,14.06139
2020-07-10,11.28714
2020-07-11,9.27334
2020-07-12,8.92127
2020-07-13,16.61033
2020-07-14,33.98817
2020-07-15,22.85593
2020-07-16,18.23686
2020-07-17,15.72313
2020-07-18,11.99126
2020-07-19,10.80129
2020-07-20,13.48401
2020-07-21,12.98408
2020-07-22,21.90536
2020-07-23,26.75679
2020-07-24,31.05196
2020-07-25,100.0
2020-07-26,18.58893
2020-07-27,37.82565
2020-07-28,50.71116
2020-07-29,60.35769
2020-07-30,29.61554
2020-07-31,26.06675
2020-08-01,21.28573
2020-08-02,16.29347
2020-08-03,18.71567
2020-08-04,18.45514
2020-08-05,57.99887
2020-08-06,32.03069
2020-08-07,30.68581
2020-08-08,21.38431
2020-08-09,15.46965
2020-08-10,23.65863
2020-08-11,22.52499
2020-08-12,81.09421
2020-08-13,37.05111
2020-08-14,23.96845
2020-08-15,18.70159
2020-08-16,15.27953
2020-08-17,15.51189
2020-08-18,25.51753
2020-08-19,20.72243
2020-08-20,19.36346
2020-08-21,17.66652
2020-08-22,11.47725
2020-08-23,10.89283
2020-08-24,16.06111
2020-08-25,15.29362
2020-08-26,14.25855
2020-08-27,15.06125
2020-08-28,13.61075
2020-08-29,11.37163
2020-08-30,10.48443
2020-08-31,13.42064
2020-09-01,13.64596
2020-09-02,12.86438
2020-09-03,12.69539
2020-09-04,16.11744
2020-09-05,10.85058
2020-09-06,10.069
2020-09-07,13.15307
2020-09-08,11.93493
2020-09-09,13.11787
2020-09-10,11.55471
2020-09-11,12.13913
2020-09-12,9.32967
2020-09-13,8.42134
2020-09-14,12.04759
2020-09-15,11.66737
2020-09-16,10.66047
2020-09-17,10.60414
2020-09-18,11.24489
2020-09-19,8.35797
2020-09-20,7.69609
2020-09-21,10.20982
2020-09-22,11.76594
2020-09-23,11.55471
2020-09-24,14.06139
2020-09-25,14.81481
2020-09-26,8.51992
2020-09-27,7.851
2020-09-28,10.54781
2020-09-29,10.82241
2020-09-30,8.04816
2020-10-01,10.61118
2020-10-02,8.87903
2020-10-03,7.96366
2020-10-04,8.04112
2020-10-05,10.52668
2020-10-06,10.20278
2020-10-07,9.45641
2020-10-08,9.55499
2020-10-09,7.66089
2020-10-10,6.94268
2020-10-11,7.06942
2020-10-12,10.03379
2020-10-13,9.01281
2020-10-14,9.97042
2020-10-15,9.40008
2020-10-16,8.88607
2020-10-17,7.11871
2020-10-18,6.61878
2020-10-19,8.80861
2020-10-20,8.95648
2020-10-21,9.93522
2020-10-22,9.35783
2020-10-23,8.63962
2020-10-24,6.66103
2020-10-25,5.87945
2020-10-26,9.36487
2020-10-27,9.33671
2020-10-28,9.11843
2020-10-29,9.7099
2020-10-30,13.04745
2020-10-31,7.29474
2020-11-01,7.23137
2020-11-02,9.78031
2020-11-03,8.79453
2020-11-04,10.68863
2020-11-05,10.88579
2020-11-06,13.07562
2020-11-07,8.54105
2020-11-08,7.54823
2020-11-09,11.20264
2020-11-10,16.65258
2020-11-11,11.47021
2020-11-12,10.89987
2020-11-13,11.30826
2020-11-14,7.84396
2020-11-15,8.19602
2020-11-16,10.73792
2020-11-17,10.97028
2020-11-18,11.3153
2020-11-19,10.82241
2020-11-20,10.93507
2020-11-21,8.30164
2020-11-22,8.534
2020-11-23,11.28714
2020-11-24,11.90677
2020-11-25,13.52626
2020-11-26,15.03309
2020-11-27,14.23039
2020-11-28,17.25813
2020-11-29,10.61822
2020-11-30,13.42064
2020-12-01,14.08252
2020-12-02,21.27869
2020-12-03,18.11716
2020-12-04,17.75806
2020-12-05,12.13913
2020-12-06,10.6323
2020-12-07,19.3353
2020-12-08,15.49781
2020-12-09,13.34319
2020-12-10,13.98394
2020-12-11,12.61794
2020-12-12,11.30122
2020-12-13,10.36473
2020-12-14,12.77284
2020-12-15,12.60385
2020-12-16,12.27291
2020-12-17,12.287
2020-12-18,14.35009
2020-12-19,11.35051
2020-12-20,9.94226
2020-12-21,12.63906
2020-12-22,12.56161
2020-12-23,12.53344
2020-12-24,12.8855
2020-12-25,11.04069
2020-12-26,10.29432
2020-12-27,9.75918
2020-12-28,12.53344
2020-12-29,12.90663
2020-12-30,12.95592
2020-12-31,11.04069
2021-01-01,18.84945
2021-01-02,11.62512
2021-01-03,14.56132
2021-01-04,14.85002
2021-01-05,15.19504
2021-01-06,16.20898
2021-01-07,14.13181
2021-01-08,15.05421
2021-01-09,11.86452
2021-01-10,12.45599
2021-01-11,15.85692
2021-01-12,16.00478
2021-01-13,13.75862
2021-01-14,13.50514
2021-01-15,13.11787
2021-01-16,10.93507
2021-01-17,11.35051
2021-01-18,13.00521
2021-01-19,11.86452
2021-01-20,12.38557
2021-01-21,12.37853
2021-01-22,12.29404
2021-01-23,9.12547
2021-01-24,10.05492
2021-01-25,12.01239
2021-01-26,13.01225
2021-01-27,10.66751
2021-01-28,11.23081
2021-01-29,12.26587
2021-01-30,9.63244
2021-01-31,8.88607
2021-02-01,11.89973
2021-02-02,13.95578
2021-02-03,11.99126
2021-02-04,10.88579
2021-02-05,13.39952
2021-02-06,9.48457
2021-02-07,8.98465
2021-02-08,10.50556
2021-02-09,10.11829
2021-02-10,9.89297
2021-02-11,7.56935
2021-02-12,8.50584
2021-02-13,8.82974
2021-02-14,9.31558
2021-02-15,13.50514
2021-02-16,12.94888
2021-02-17,14.07548
2021-02-18,14.49091
2021-02-19,38.29742
2021-02-20,20.94071
2021-02-21,16.83565
2021-02-22,18.37769
2021-02-23,15.94845
2021-02-24,13.98394
2021-02-25,12.85734
2021-02-26,12.07576
2021-02-27,11.01957
2021-02-28,10.80129
2021-03-01,10.23095
2021-03-02,11.55471
2021-03-03,15.55414
2021-03-04,18.6523
2021-03-05,16.71595
2021-03-06,13.70229
2021-03-07,11.35051
2021-03-08,14.41346
2021-03-09,13.58259
2021-03-10,13.14603
2021-03-11,15.2232
2021-03-12,12.53344
2021-03-13,9.23109
2021-03-14,11.11815
2021-03-15,11.71665
2021-03-16,10.56189
2021-03-17,10.97732
2021-03-18,11.70961
2021-03-19,9.52682
2021-03-20,8.74524
2021-03-21,7.39332
2021-03-22,9.81551
2021-03-23,9.46345
2021-03-24,9.27334
2021-03-25,9.20292
2021-03-26,9.10435
2021-03-27,8.33685
2021-03-28,6.87931
2021-03-29,9.80847
2021-03-30,9.58315
2021-03-31,9.99155
2021-04-01,9.97746
2021-04-02,16.49767
2021-04-03,9.63244
2021-04-04,7.49894
2021-04-05,10.3084
2021-04-06,9.3015
2021-04-07,9.56203
2021-04-08,10.23799
2021-04-09,9.75918
2021-04-10,7.59752
2021-04-11,8.84382
2021-04-12,10.30136
2021-04-13,10.23799
2021-04-14,9.96338
2021-04-15,10.61822
2021-04-16,10.56189
2021-04-17,8.40726
2021-04-18,7.0835
2021-04-19,9.51274
2021-04-20,9.22405
2021-04-21,9.22405
2021-04-22,9.36487
2021-04-23,9.88593
2021-04-24,7.90733
2021-04-25,6.24559
2021-04-26,9.10435
2021-04-27,8.27348
2021-04-28,9.2663
2021-04-29,8.59738
2021-04-30,8.78045
2021-05-01,7.73834
2021-05-02,7.38628
2021-05-03,8.78045
2021-05-04,9.21701
2021-05-05,7.72426
2021-05-06,8.99873
2021-05-07,9.13955
2021-05-08,8.77341
2021-05-09,7.07646
2021-05-10,9.93522
2021-05-11,9.41416
2021-05-12,9.90705
2021-05-13,10.19574
2021-05-14,10.01267
2021-05-15,8.11857
2021-05-16,7.14688
2021-05-17,11.08998
2021-05-18,11.56879
2021-05-19,21.08153
2021-05-20,16.13153
2021-05-21,13.76566
2021-05-22,10.31544
2021-05-23,10.35065
2021-05-24,15.44852
2021-05-25,12.34333
2021-05-26,11.69553
2021-05-27,13.19532
2021-05-28,12.26587
2021-05-29,9.23109
2021-05-30,8.54809
2021-05-31,11.38572
2021-06-01,10.9562
2021-06-02,11.03365
2021-06-03,11.78003
2021-06-04,10.81537
2021-06-05,8.76637
2021-06-06,8.51992
2021-06-07,9.96338
2021-06-08,9.83664
2021-06-09,9.90705
2021-06-10,9.13955
2021-06-11,9.78031
2021-06-12,7.89325
2021-06-13,6.78073
2021-06-14,8.43543
2021-06-15,9.42824
2021-06-16,9.16772
2021-06-17,8.79453
2021-06-18,11.54766
2021-06-19,8.14673
2021-06-20,7.23137
2021-06-21,10.00563
2021-06-22,10.11829
2021-06-23,9.6254
2021-06-24,9.48457
2021-06-25,9.12547
2021-06-26,7.9355
2021-06-27,7.01309
2021-06-28,9.15364
2021-06-29,10.01267
2021-06-30,11.37163
2021-07-01,10.00563
2021-07-02,10.00563
2021-07-03,8.50584
2021-07-04,6.74552
2021-07-05,9.14659
2021-07-06,8.34389
2021-07-07,8.2946
2021-07-08,8.99873
2021-07-09,9.8296
2021-07-10,7.42853
2021-07-11,8.33685
2021-07-12,8.79453
2021-07-13,8.85086
2021-07-14,8.87198
2021-07-15,9.90705
2021-07-16,9.5057
2021-07-17,7.92846
2021-07-18,7.45669
2021-07-19,9.23813
2021-07-20,9.45641
2021-07-21,9.31558
2021-07-22,8.81565
2021-07-23,8.40022
2021-07-24,7.65385
2021-07-25,6.23151
2021-07-26,8.74524
2021-07-27,8.40022
2021-07-28,8.30868
2021-07-29,7.87213
2021-07-30,9.23109
2021-07-31,7.2877
2021-08-01,6.78777
2021-08-02,8.73116
2021-08-03,8.48472
2021-08-04,9.01281
2021-08-05,9.95634
2021-08-06,8.89311
2021-08-07,7.69609
2021-08-08,6.54837
2021-08-09,10.56893
2021-08-10,11.16039
2021-08-11,15.84988
2021-08-12,16.17377
2021-08-13,13.48401
2021-08-14,10.14645
2021-08-15,9.61132
2021-08-16,9.80847
2021-08-17,12.02647
2021-08-18,11.22377
2021-08-19,10.9562
2021-08-20,11.89973
2021-08-21,8.59738
2021-08-22,8.01295
2021-08-23,10.52668
2021-08-24,10.4281
2021-08-25,9.63244
2021-08-26,10.89987
2021-08-27,9.93522
2021-08-28,8.62554
2021-08-29,8.44247
2021-08-30,10.21687
2021-08-31,9.73102
2021-09-01,9.56907
2021-09-02,9.66061
2021-09-03,9.21701
2021-09-04,7.43557
2021-09-05,7.14688
2021-09-06,8.62554
2021-09-07,8.9776
2021-09-08,8.50584
2021-09-09,9.01281
2021-09-10,8.8579
2021-09-11,7.45669
2021-09-12,6.50612
2021-09-13,8.03407
2021-09-14,7.53415
2021-09-15,8.18194
2021-09-16,8.18194
2021-09-17,8.32981
2021-09-18,7.07646
2021-09-19,5.47106
2021-09-20,5.44993
2021-09-21,6.09069
2021-09-22,6.9286
2021-09-23,8.9424
2021-09-24,9.09026
2021-09-25,8.07632
2021-09-26,6.09773
2021-09-27,8.56921
2021-09-28,7.9707
2021-09-29,8.68187
2021-09-30,8.1749
2021-10-01,8.08336
2021-10-02,6.80185
2021-10-03,6.93564
2021-10-04,7.94254
2021-10-05,10.35065
2021-10-06,9.6254
2021-10-07,8.89311
2021-10-08,7.66793
2021-10-09,6.68919
2021-10-10,6.62582
2021-10-11,6.99197
2021-10-12,9.78031
2021-10-13,8.8579
2021-10-14,9.34375
2021-10-15,9.31558
2021-10-16,7.12575
2021-10-17,6.05548
2021-10-18,7.99183
2021-10-19,8.82974
2021-10-20,7.60456
2021-10-21,8.2594
2021-10-22,7.97774
2021-10-23,6.75257
2021-10-24,7.5271
2021-10-25,10.73088
2021-10-26,8.98465
2021-10-27,8.30868
2021-10-28,8.26644
2021-10-29,7.98479
2021-10-30,6.67511
2021-10-31,6.0766
2021-11-01,8.03407
2021-11-02,8.18898
2021-11-03,8.19602
2021-11-04,7.64681
2021-11-05,7.7313
2021-11-06,5.633
2021-11-07,6.32305
2021-11-08,8.90015
2021-11-09,8.02703
2021-11-10,8.36501
2021-11-11,9.7099
2021-11-12,9.68173
2021-11-13,7.23137
2021-11-14,6.81594
2021-11-15,9.95634
2021-11-16,12.10392
2021-11-17,12.47711
2021-11-18,10.6323
2021-11-19,10.07604
2021-11-20,8.0904
2021-11-21,7.30882
2021-11-22,9.45641
2021-11-23,10.10421
2021-11-24,9.6254
2021-11-25,9.97042
2021-11-26,9.65356
2021-11-27,8.63258
2021-11-28,8.92127
2021-11-29,12.94183
2021-11-30,11.68849
2021-12-01,10.37177
2021-12-02,10.73088
2021-12-03,10.11829
2021-12-04,8.32981
2021-12-05,7.35107
2021-12-06,9.44233
2021-12-07,9.56907
2021-12-08,9.57611
2021-12-09,8.86494
2021-12-10,9.28038
2021-12-11,7.59752
2021-12-12,8.18194
2021-12-13,8.88607
2021-12-14,8.07632
2021-12-15,9.16772
2021-12-16,9.52682
2021-12-17,8.9424
2021-12-18,6.97789
2021-12-19,6.73144
2021-12-20,9.94226
2021-12-21,9.9845
2021-12-22,9.69581
2021-12-23,9.1818
2021-12-24,9.32967
2021-12-25,7.58343
2021-12-26,7.18208
2021-12-27,9.33671
2021-12-28,9.16068
2021-12-29,8.55513
2021-12-30,9.02689
2021-12-31,14.4205
2022-01-01,13.19532
2022-01-02,10.07604
2022-01-03,11.77298
2022-01-04,10.66751
2022-01-05,10.90691
2022-01-06,11.53358
2022-01-07,11.98422
2022-01-08,9.73102
2022-01-09,8.90719
2022-01-10,10.11829
2022-01-11,11.69553
2022-01-12,10.02675
2022-01-13,9.09731
2022-01-14,9.32967
2022-01-15,9.43529
2022-01-16,9.13955
2022-01-17,9.68173
2022-01-18,9.32263
2022-01-19,9.13251
2022-01-20,9.35079
2022-01-21,9.31558
2022-01-22,8.87903
2022-01-23,8.86494
2022-01-24,10.89987
2022-01-25,11.10406
2022-01-26,10.55485
2022-01-27,11.02661
2022-01-28,9.60428
2022-01-29,8.25235
2022-01-30,7.49894
2022-01-31,6.18222
2022-02-01,8.02703
2022-02-02,8.8227
2022-02-03,10.35065
2022-02-04,10.53372
2022-02-05,9.11843
2022-02-06,9.14659
2022-02-07,9.11843
2022-02-08,10.44923
2022-02-09,10.43514
2022-02-10,10.24503
2022-02-11,9.7099
2022-02-12,8.62554
2022-02-13,7.56935
2022-02-14,11.87156
2022-02-15,15.95549
2022-02-16,13.66708
2022-02-17,11.78003
2022-02-18,14.34305
2022-02-19,11.78003
2022-02-20,10.61822
2022-02-21,13.85016
2022-02-22,15.89212
2022-02-23,15.73017
2022-02-24,39.32544
2022-02-25,26.67229
2022-02-26,15.59639
2022-02-27,15.61047
2022-02-28,18.60301
2022-03-01,12.85734
2022-03-02,18.92691
2022-03-03,16.44134
2022-03-04,14.56837
2022-03-05,12.38557
2022-03-06,21.68708
2022-03-07,23.9262
2022-03-08,26.09491
2022-03-09,17.46232
2022-03-10,18.11012
2022-03-11,17.36375
2022-03-12,14.02619
2022-03-13,12.35741
2022-03-14,15.7513
2022-03-15,14.99788
2022-03-16,16.15969
2022-03-17,14.25855
2022-03-18,14.4205
2022-03-19,11.00549
2022-03-20,9.01281
2022-03-21,12.39966
2022-03-22,11.87156
2022-03-23,11.55471
2022-03-24,11.76594
2022-03-25,11.49838
2022-03-26,10.12533
2022-03-27,9.28038
2022-03-28,11.18152
2022-03-29,11.73074
2022-03-30,11.33643
2022-03-31,10.67455
2022-04-01,10.50556
2022-04-02,7.99183
2022-04-03,7.82284
2022-04-04,10.03379
2022-04-05,9.87184
2022-04-06,9.34375
2022-04-07,9.75214
2022-04-08,9.76623
2022-04-09,8.07632
2022-04-10,7.26658
2022-04-11,9.54795
2022-04-12,10.14645
2022-04-13,10.42106
2022-04-14,10.45627
2022-04-15,9.35079
2022-04-16,7.90733
2022-04-17,7.09055
2022-04-18,9.99155
2022-04-19,10.22391
2022-04-20,10.75904
2022-04-21,10.06196
2022-04-22,9.89297
2022-04-23,8.30868
2022-04-24,7.87917
2022-04-25,10.13941
2022-04-26,10.15349
2022-04-27,10.70975
2022-04-28,11.25193
2022-04-29,10.40698
2022-04-30,8.59033
2022-05-01,6.9286
2022-05-02,10.04788
2022-05-03,10.69567
2022-05-04,10.06196
2022-05-05,8.2594
2022-05-06,10.33657
2022-05-07,8.04816
2022-05-08,7.66793
2022-05-09,10.38586
2022-05-10,10.56189
2022-05-11,11.14631
2022-05-12,11.23081
2022-05-13,10.72384
2022-05-14,8.34389
2022-05-15,7.19616
2022-05-16,10.58301
2022-05-17,10.11829
2022-05-18,9.40712
2022-05-19,9.73806
2022-05-20,9.23109
2022-05-21,7.0483
2022-05-22,6.94268
2022-05-23,8.90719
2022-05-24,8.80157
2022-05-25,8.9776
2022-05-26,9.0621
2022-05-27,8.76637
2022-05-28,6.99197
2022-05-29,6.54837
2022-05-30,9.58315
2022-05-31,9.57611
2022-06-01,8.32277
2022-06-02,9.20292
2022-06-03,9.01985
2022-06-04,7.21025
2022-06-05,6.82298
2022-06-06,7.61864
2022-06-07,8.9776
2022-06-08,9.08322
2022-06-09,9.11843
2022-06-10,9.35079
2022-06-11,8.07632
2022-06-12,7.19616
2022-06-13,11.91381
2022-06-14,11.99831
2022-06-15,10.96324
2022-06-16,11.23081
2022-06-17,11.77298
2022-06-18,8.89311
2022-06-19,8.06224
2022-06-20,11.35755
2022-06-21,10.20278
2022-06-22,11.13927
2022-06-23,11.88564
2022-06-24,11.16039
2022-06-25,8.38614
2022-06-26,7.67497
2022-06-27,10.66047
2022-06-28,10.17462
2022-06-29,9.68173
2022-06-30,9.27334
2022-07-01,9.36487
2022-07-02,7.90733
2022-07-03,6.83002
2022-07-04,9.81551
2022-07-05,9.56203
2022-07-06,13.47697
2022-07-07,11.99831
2022-07-08,11.89973
2022-07-09,9.03393
2022-07-10,8.22419
2022-07-11,10.37881
2022-07-12,11.08998
2022-07-13,10.70975
2022-07-14,11.47725
2022-07-15,11.29418
2022-07-16,9.33671
2022-07-17,8.37206
2022-07-18,10.97028
2022-07-19,10.92099
2022-07-20,10.57597
2022-07-21,10.48443
2022-07-22,10.17462
2022-07-23,8.11153
2022-07-24,7.42148
2022-07-25,13.18124
2022-07-26,16.1949
2022-07-27,11.59695
2022-07-28,11.44909
2022-07-29,10.069
2022-07-30,9.34375
2022-07-31,8.30164
2022-08-01,10.68159
2022-08-02,10.07604
2022-08-03,10.14645
2022-08-04,9.75214
2022-08-05,9.57611
2022-08-06,8.62554
2022-08-07,7.51302
2022-08-08,9.58315
2022-08-09,9.12547
2022-08-10,9.04802
2022-08-11,9.53386
2022-08-12,9.10435
2022-08-13,7.06238
2022-08-14,6.86523
2022-08-15,7.22433
2022-08-16,9.54795
2022-08-17,8.78045
2022-08-18,8.59033
2022-08-19,8.78045
2022-08-20,7.84396
2022-08-21,6.61174
2022-08-22,9.28038
2022-08-23,10.37177
2022-08-24,9.16772
2022-08-25,9.92113
2022-08-26,8.42839
2022-08-27,7.44261
2022-08-28,6.35121
2022-08-29,9.03393
2022-08-30,8.39318
2022-08-31,8.46359
2022-09-01,8.62554
2022-09-02,8.66779
2022-09-03,6.91451
2022-09-04,6.61174
2022-09-05,8.4143
2022-09-06,7.77355
2022-09-07,9.11843
2022-09-08,7.49894
2022-09-09,5.74566
2022-09-10,6.03436
2022-09-11,7.03422
2022-09-12,7.68201
2022-09-13,9.7099
2022-09-14,11.04773
2022-09-15,10.32248
2022-09-16,10.37177
2022-09-17,7.65385
2022-09-18,7.09055
2022-09-19,9.59723
2022-09-20,9.40008
2022-09-21,14.06139
2022-09-22,11.7237
2022-09-23,10.68863
2022-09-24,9.56907
2022-09-25,7.77355
2022-09-26,12.42078
2022-09-27,12.11801
2022-09-28,11.64624
2022-09-29,10.78017
2022-09-30,10.30136
2022-10-01,8.51992
2022-10-02,8.47767
2022-10-03,9.29446
2022-10-04,11.36459
2022-10-05,10.61822
2022-10-06,10.78017
2022-10-07,9.60428
2022-10-08,7.43557
2022-10-09,6.71032
2022-10-10,8.28756
2022-10-11,16.17377
2022-10-12,16.51175
2022-10-13,12.53344
2022-10-14,9.88593
2022-10-15,9.70285
2022-10-16,8.534
2022-10-17,11.04069
2022-10-18,10.08308
2022-10-19,10.51964
2022-10-20,9.68877
2022-10-21,9.52682
2022-10-22,7.92846
2022-10-23,7.07646
2022-10-24,9.64652
2022-10-25,10.13941
2022-10-26,9.01281
2022-10-27,9.42824
2022-10-28,8.47767
2022-10-29,7.47077
2022-10-30,5.36544
2022-10-31,8.67483
2022-11-01,10.76608
2022-11-02,10.57597
2022-11-03,9.96338
2022-11-04,9.41416
2022-11-05,7.2877
2022-11-06,6.45683
2022-11-07,8.89311
2022-11-08,9.40712
2022-11-09,10.06196
2022-11-10,9.20997
2022-11-11,9.78735
2022-11-12,7.92141
2022-11-13,6.8441
2022-11-14,9.46345
2022-11-15,8.99169
2022-11-16,8.18898
2022-11-17,8.13969
2022-11-18,8.40726
2022-11-19,6.20335
2022-11-20,6.46387
2022-11-21,8.18898
2022-11-22,8.23827
2022-11-23,9.21701
2022-11-24,8.8227
2022-11-25,8.06224
2022-11-26,6.54133
2022-11-27,6.34417
2022-11-28,8.37206
2022-11-29,7.94958
2022-11-30,8.01999
2022-12-01,9.29446
2022-12-02,8.37206
2022-12-03,6.45683
2022-12-04,6.0414
2022-12-05,8.78749
2022-12-06,8.91423
2022-12-07,8.8579
2022-12-08,8.08336
2022-12-09,8.3791
2022-12-10,7.30178
2022-12-11,6.44275
2022-12-12,8.13265
2022-12-13,8.96352
2022-12-14,8.90015
2022-12-15,8.60442
2022-12-16,8.74524
2022-12-17,6.68215
2022-12-18,7.02013
2022-12-19,8.55513
2022-12-20,8.30868
2022-12-21,8.12561
2022-12-22,8.48472
2022-12-23,10.44923
2022-12-24,7.75242
2022-12-25,6.8441
2022-12-26,9.44233
2022-12-27,9.14659
2022-12-28,10.38586
2022-12-29,9.95634
2022-12-30,8.80157
2022-12-31,8.534
2023-01-01,7.54823
2023-01-02,10.29432
2023-01-03,10.34361
2023-01-04,16.64554
2023-01-05,13.46289
2023-01-06,11.11815
2023-01-07,11.91381
2023-01-08,10.16054
2023-01-09,12.30108
2023-01-10,16.25827
2023-01-11,13.87128
2023-01-12,13.30798
2023-01-13,11.50542
2023-01-14,10.03379
2023-01-15,9.04802
2023-01-16,11.69553
2023-01-17,10.8717
2023-01-18,11.20264
2023-01-19,10.81537
2023-01-20,9.93522
2023-01-21,7.76651
2023-01-22,8.01999
2023-01-23,8.39318
2023-01-24,9.70285
2023-01-25,11.77298
2023-01-26,12.45599
2023-01-27,18.0045
2023-01-28,12.42782
2023-01-29,10.20982
2023-01-30,11.67441
2023-01-31,11.42796
2023-02-01,11.70257
2023-02-02,11.77298
2023-02-03,11.04069
2023-02-04,9.44937
2023-02-05,7.45669
2023-02-06,11.38572
2023-02-07,11.35051
2023-02-08,10.94916
2023-02-09,10.20982
2023-02-10,10.5126
2023-02-11,8.13969
2023-02-12,7.40036
2023-02-13,10.07604
2023-02-14,9.51978
2023-02-15,10.02675
2023-02-16,9.49162
2023-02-17,10.24503
2023-02-18,7.82988
2023-02-19,7.58343
2023-02-20,10.06196
2023-02-21,9.44233
2023-02-22,9.99859
2023-02-23,10.17462
2023-02-24,9.46345
2023-02-25,7.01309
2023-02-26,6.54837
2023-02-27,8.86494
2023-02-28,9.47049
2023-03-01,8.74524
2023-03-02,10.28024
2023-03-03,8.95648
2023-03-04,7.83692
2023-03-05,6.51316
2023-03-06,8.88607
2023-03-07,8.47063
2023-03-08,9.40008
2023-03-09,8.60442
2023-03-10,8.87198
2023-03-11,8.09745
2023-03-12,6.37938
2023-03-13,10.80129
2023-03-14,13.32206
2023-03-15,12.01943
2023-03-16,13.58963
2023-03-17,12.57569
2023-03-18,10.46331
2023-03-19,9.13251
2023-03-20,15.61751
2023-03-21,18.63117
2023-03-22,14.35009
2023-03-23,17.237
2023-03-24,17.72285
2023-03-25,12.97
2023-03-26,10.79425
2023-03-27,15.03309
2023-03-28,17.96225
2023-03-29,16.32164
2023-03-30,14.69511
2023-03-31,13.92057
2023-04-01,10.98436
2023-04-02,10.61822
2023-04-03,14.53316
2023-04-04,14.92043
2023-04-05,22.18701
2023-04-06,30.79143
2023-04-07,20.26475
2023-04-08,11.82227
2023-04-09,19.23672
2023-04-10,24.1304
2023-04-11,18.45514
2023-04-12,16.66666
2023-04-13,17.30742
2023-04-14,18.69455
2023-04-15,16.30756
2023-04-16,11.16744
2023-04-17,16.89902
2023-04-18,15.06125
2023-04-19,14.78664
2023-04-20,15.55414
2023-04-21,14.45571
2023-04-22,10.19574
2023-04-23,9.63244
2023-04-24,13.95578
2023-04-25,14.37121
2023-04-26,14.20222
2023-04-27,14.71623
2023-04-28,13.80791
2023-04-29,10.42106
2023-04-30,9.82256
2023-05-01,10.28728
2023-05-02,12.50528
2023-05-03,13.92761
2023-05-04,14.82185
2023-05-05,11.68849
2023-05-06,11.88564
2023-05-07,9.83664
2023-05-08,15.19504
2023-05-09,13.74454
2023-05-10,14.34305
2023-05-11,14.46979
2023-05-12,11.65328
2023-05-13,11.98422
2023-05-14,9.6254
2023-05-15,12.92775
2023-05-16,13.57555
2023-05-17,12.34333
2023-05-18,12.65314
2023-05-19,13.1742
2023-05-20,9.06914
2023-05-21,7.82988
2023-05-22,11.98422
2023-05-23,11.89269
2023-05-24,10.94916
2023-05-25,11.3998
2023-05-26,10.23095
2023-05-27,8.1749
2023-05-28,7.09759
2023-05-29,8.76637
