date,비갱신형건강보험
2020-03-21,7.92079
2020-03-26,9.90099
2020-03-27,11.88118
2020-03-28,6.93069
2020-03-29,9.90099
2020-03-30,4.95049
2020-04-01,6.93069
2020-04-04,7.92079
2020-04-06,5.94059
2020-04-07,5.94059
2020-04-09,8.91089
2020-04-15,10.89108
2020-04-19,5.94059
2020-04-22,5.94059
2020-04-23,5.94059
2020-04-24,4.95049
2020-04-28,7.92079
2020-04-30,4.95049
2020-05-06,6.93069
2020-05-09,5.94059
2020-05-11,8.91089
2020-05-18,9.90099
2020-05-19,18.81188
2020-05-21,9.90099
2020-05-22,10.89108
2020-05-23,20.79207
2020-05-24,5.94059
2020-05-25,4.95049
2020-05-26,12.87128
2020-05-28,5.94059
2020-06-01,22.77227
2020-06-05,12.87128
2020-06-06,18.81188
2020-06-07,11.88118
2020-06-09,5.94059
2020-06-10,8.91089
2020-06-11,4.95049
2020-06-12,5.94059
2020-06-15,7.92079
2020-06-16,6.93069
2020-06-19,6.93069
2020-06-20,10.89108
2020-06-23,8.91089
2020-06-25,4.95049
2020-06-26,6.93069
2020-06-28,9.90099
2020-07-04,8.91089
2020-07-05,6.93069
2020-07-06,8.91089
2020-07-07,23.76237
2020-07-11,4.95049
2020-07-13,5.94059
2020-07-15,4.95049
2020-07-17,6.93069
2020-07-19,5.94059
2020-07-21,16.83168
2020-07-23,11.88118
2020-07-25,10.89108
2020-07-27,5.94059
2020-07-28,10.89108
2020-07-30,9.90099
2020-07-31,8.91089
2020-08-02,9.90099
2020-08-03,13.86138
2020-08-06,4.95049
2020-08-07,11.88118
2020-08-08,5.94059
2020-08-10,8.91089
2020-08-11,6.93069
2020-08-12,19.80198
2020-08-13,6.93069
2020-08-14,4.95049
2020-08-16,6.93069
2020-08-19,4.95049
2020-08-20,4.95049
2020-08-22,6.93069
2020-08-23,5.94059
2020-08-24,4.95049
2020-08-25,4.95049
2020-08-27,8.91089
2020-08-28,11.88118
2020-08-31,18.81188
2020-09-04,6.93069
2020-09-07,6.93069
2020-09-08,5.94059
2020-09-09,5.94059
2020-09-12,8.91089
2020-09-13,5.94059
2020-09-15,13.86138
2020-09-17,5.94059
2020-09-18,6.93069
2020-09-23,16.83168
2020-09-24,4.95049
2020-09-25,4.95049
2020-09-26,6.93069
2020-09-28,7.92079
2020-10-02,5.94059
2020-10-03,10.89108
2020-10-05,5.94059
2020-10-07,6.93069
2020-10-09,6.93069
2020-10-10,5.94059
2020-10-11,4.95049
2020-10-12,5.94059
2020-10-13,5.94059
2020-10-14,11.88118
2020-10-15,16.83168
2020-10-16,10.89108
2020-10-18,5.94059
2020-10-19,9.90099
2020-10-20,7.92079
2020-10-21,4.95049
2020-10-22,11.88118
2020-10-27,10.89108
2020-10-29,6.93069
2020-10-30,5.94059
2020-11-02,11.88118
2020-11-05,6.93069
2020-11-06,4.95049
2020-11-13,5.94059
2020-11-17,4.95049
2020-11-19,4.95049
2020-11-20,4.95049
2020-11-22,9.90099
2020-11-24,4.95049
2020-11-27,4.95049
2020-12-03,4.95049
2020-12-04,5.94059
2020-12-05,5.94059
2020-12-09,5.94059
2020-12-10,22.77227
2020-12-11,7.92079
2020-12-12,4.95049
2020-12-14,4.95049
2020-12-15,8.91089
2020-12-16,7.92079
2020-12-17,11.88118
2020-12-21,6.93069
2020-12-22,13.86138
2020-12-23,6.93069
2020-12-24,12.87128
2020-12-26,19.80198
2020-12-27,8.91089
2020-12-29,9.90099
2020-12-30,4.95049
2021-01-02,5.94059
2021-01-08,6.93069
2021-01-10,4.95049
2021-01-11,20.79207
2021-01-12,4.95049
2021-01-13,7.92079
2021-01-14,7.92079
2021-01-15,9.90099
2021-01-16,12.87128
2021-01-19,15.84158
2021-01-21,6.93069
2021-01-22,5.94059
2021-01-23,20.79207
2021-01-24,11.88118
2021-01-26,9.90099
2021-01-28,5.94059
2021-01-31,4.95049
2021-02-01,4.95049
2021-02-02,4.95049
2021-02-03,6.93069
2021-02-06,4.95049
2021-02-07,5.94059
2021-02-10,4.95049
2021-02-11,5.94059
2021-02-14,7.92079
2021-02-15,6.93069
2021-02-16,8.91089
2021-02-17,7.92079
2021-02-18,7.92079
2021-02-19,16.83168
2021-02-20,5.94059
2021-02-21,10.89108
2021-02-22,11.88118
2021-02-25,6.93069
2021-02-28,13.86138
2021-03-01,8.91089
2021-03-04,5.94059
2021-03-06,5.94059
2021-03-08,18.81188
2021-03-09,14.85148
2021-03-10,5.94059
2021-03-11,23.76237
2021-03-13,8.91089
2021-03-14,5.94059
2021-03-15,7.92079
2021-03-17,13.86138
2021-03-18,12.87128
2021-03-19,17.82178
2021-03-20,8.91089
2021-03-21,5.94059
2021-03-22,9.90099
2021-03-23,4.95049
2021-03-24,4.95049
2021-03-25,6.93069
2021-03-26,5.94059
2021-03-27,6.93069
2021-03-28,15.84158
2021-03-29,16.83168
2021-03-30,12.87128
2021-03-31,5.94059
2021-04-01,4.95049
2021-04-02,9.90099
2021-04-05,9.90099
2021-04-06,7.92079
2021-04-14,11.88118
2021-04-15,13.86138
2021-04-18,5.94059
2021-04-19,12.87128
2021-04-21,13.86138
2021-04-22,9.90099
2021-04-26,5.94059
2021-04-27,4.95049
2021-04-29,5.94059
2021-05-05,9.90099
2021-05-06,4.95049
2021-05-11,9.90099
2021-05-12,7.92079
2021-05-13,7.92079
2021-05-18,6.93069
2021-05-19,9.90099
2021-05-26,4.95049
2021-05-27,4.95049
2021-06-01,10.89108
2021-06-03,4.95049
2021-06-04,4.95049
2021-06-06,6.93069
2021-06-07,4.95049
2021-06-09,4.95049
2021-06-13,7.92079
2021-06-14,6.93069
2021-06-16,4.95049
2021-06-17,4.95049
2021-06-20,4.95049
2021-06-21,8.91089
2021-06-22,4.95049
2021-06-24,9.90099
2021-06-25,9.90099
2021-06-26,4.95049
2021-06-28,7.92079
2021-06-29,12.87128
2021-06-30,5.94059
2021-07-01,8.91089
2021-07-02,5.94059
2021-07-06,4.95049
2021-07-09,7.92079
2021-07-10,5.94059
2021-07-11,5.94059
2021-07-13,7.92079
2021-07-14,14.85148
2021-07-17,6.93069
2021-07-20,11.88118
2021-07-21,12.87128
2021-07-27,5.94059
2021-08-03,8.91089
2021-08-04,16.83168
2021-08-06,5.94059
2021-08-09,6.93069
2021-08-10,11.88118
2021-08-12,10.89108
2021-08-18,11.88118
2021-08-20,17.82178
2021-08-21,6.93069
2021-08-22,7.92079
2021-08-23,4.95049
2021-08-24,5.94059
2021-08-26,7.92079
2021-08-27,7.92079
2021-08-30,13.86138
2021-08-31,11.88118
2021-09-01,7.92079
2021-09-04,4.95049
2021-09-14,5.94059
2021-09-16,4.95049
2021-09-18,5.94059
2021-09-25,9.90099
2021-09-28,5.94059
2021-09-29,7.92079
2021-09-30,5.94059
2021-10-07,4.95049
2021-10-09,12.87128
2021-10-12,5.94059
2021-11-02,4.95049
2021-11-05,18.81188
2021-11-09,9.90099
2021-11-10,4.95049
2021-11-12,5.94059
2021-11-13,6.93069
2021-11-16,6.93069
2021-11-18,6.93069
2021-11-19,7.92079
2021-11-24,9.90099
2021-12-06,4.95049
2021-12-07,4.95049
2021-12-08,6.93069
2021-12-10,8.91089
2021-12-12,5.94059
2021-12-13,7.92079
2021-12-14,18.81188
2021-12-15,23.76237
2021-12-16,7.92079
2021-12-17,6.93069
2021-12-20,10.89108
2021-12-21,5.94059
2021-12-29,4.95049
2021-12-30,5.94059
2022-01-01,4.95049
2022-01-03,4.95049
2022-01-04,13.86138
2022-01-12,10.89108
2022-01-19,10.89108
2022-01-23,6.93069
2022-01-25,6.93069
2022-01-26,4.95049
2022-02-04,12.87128
2022-02-14,4.95049
2022-02-23,4.95049
2022-02-25,5.94059
2022-03-02,5.94059
2022-03-06,4.95049
2022-03-08,5.94059
2022-03-13,4.95049
2022-03-15,4.95049
2022-03-27,5.94059
2022-03-28,6.93069
2022-03-30,8.91089
2022-04-11,13.86138
2022-04-12,5.94059
2022-04-13,4.95049
2022-04-21,9.90099
2022-04-25,9.90099
2022-05-09,10.89108
2022-05-10,5.94059
2022-05-12,4.95049
2022-05-16,8.91089
2022-05-22,5.94059
2022-05-23,5.94059
2022-05-25,25.74257
2022-05-27,14.85148
2022-05-30,26.73267
2022-05-31,6.93069
2022-06-03,8.91089
2022-06-07,6.93069
2022-06-10,5.94059
2022-06-12,6.93069
2022-06-14,4.95049
2022-06-15,16.83168
2022-06-17,27.72277
2022-06-22,45.54455
2022-06-26,4.95049
2022-06-30,5.94059
2022-07-08,7.92079
2022-07-22,4.95049
2022-07-25,4.95049
2022-08-04,5.94059
2022-08-07,4.95049
2022-08-11,7.92079
2022-08-18,6.93069
2022-08-20,9.90099
2022-08-23,4.95049
2022-08-24,7.92079
2022-08-26,5.94059
2022-08-31,9.90099
2022-09-05,5.94059
2022-09-06,8.91089
2022-09-07,4.95049
2022-09-16,5.94059
2022-09-19,5.94059
2022-09-26,9.90099
2022-09-28,7.92079
2022-10-13,7.92079
2022-10-19,7.92079
2022-10-25,7.92079
2022-10-27,4.95049
2022-11-08,14.85148
2022-11-09,7.92079
2022-11-14,4.95049
2022-11-24,7.92079
2022-11-28,5.94059
2022-11-30,10.89108
2022-12-01,6.93069
2022-12-15,4.95049
2022-12-19,7.92079
2022-12-20,5.94059
2022-12-28,8.91089
2022-12-29,12.87128
2023-01-04,4.95049
2023-01-11,4.95049
2023-01-12,4.95049
2023-01-26,8.91089
2023-01-28,4.95049
2023-01-29,5.94059
2023-02-03,4.95049
2023-02-09,11.88118
2023-02-15,5.94059
2023-02-16,9.90099
2023-02-17,7.92079
2023-02-20,7.92079
2023-02-21,13.86138
2023-02-22,4.95049
2023-02-23,4.95049
2023-02-28,6.93069
2023-03-01,9.90099
2023-03-15,4.95049
2023-03-17,5.94059
2023-03-20,4.95049
2023-03-21,4.95049
2023-03-22,11.88118
2023-03-23,5.94059
2023-04-05,8.91089
2023-04-14,8.91089
2023-04-18,6.93069
2023-04-20,6.93069
2023-04-21,5.94059
2023-04-25,4.95049
2023-04-26,11.88118
2023-05-10,4.95049
2023-05-17,9.90099
2023-06-05,4.95049
2023-06-22,9.90099
2023-07-02,8.91089
2023-07-06,4.95049
2023-07-11,4.95049
2023-07-18,4.95049
2023-07-24,4.95049
2023-07-28,4.95049
2023-07-29,8.91089
2023-08-11,10.89108
2023-08-12,8.91089
2023-08-13,7.92079
2023-08-14,12.87128
2023-08-15,8.91089
2023-08-16,7.92079
2023-08-17,13.86138
2023-08-18,13.86138
2023-08-19,8.91089
2023-08-20,4.95049
2023-08-21,11.88118
2023-08-22,7.92079
2023-08-23,8.91089
2023-08-24,18.81188
2023-08-25,6.93069
2023-08-26,10.89108
2023-08-28,7.92079
2023-08-29,16.83168
2023-08-30,11.88118
2023-08-31,4.95049
2023-09-01,12.87128
2023-09-02,7.92079
2023-09-03,5.94059
2023-09-04,13.86138
2023-09-05,12.87128
2023-09-06,23.76237
2023-09-07,10.89108
2023-09-08,7.92079
2023-09-10,4.95049
2023-09-19,6.93069
2023-09-22,5.94059
2023-09-26,14.85148
2023-09-27,8.91089
2023-09-28,9.90099
2023-09-29,11.88118
2023-09-30,4.95049
2023-10-01,8.91089
2023-10-02,12.87128
2023-10-03,14.85148
2023-10-04,16.83168
2023-10-05,7.92079
2023-10-06,9.90099
2023-10-07,7.92079
2023-10-08,7.92079
2023-10-10,10.89108
2023-10-11,8.91089
2023-10-12,6.93069
2023-10-13,12.87128
2023-10-14,7.92079
2023-10-15,6.93069
2023-10-16,12.87128
2023-10-17,11.88118
2023-10-18,12.87128
2023-10-19,18.81188
2023-10-20,10.89108
2023-10-21,6.93069
2023-10-22,8.91089
2023-10-23,10.89108
2023-10-25,7.92079
2023-10-26,13.86138
2023-10-27,16.83168
2023-10-28,12.87128
2023-10-29,9.90099
2023-10-30,7.92079
2023-10-31,8.91089
2023-11-01,4.95049
2023-11-03,7.92079
2023-11-05,5.94059
2023-11-06,7.92079
