date,채권가격
2020-03-20,88.77551
2020-03-21,39.79591
2020-03-22,47.44897
2020-03-23,100.0
2020-03-24,77.55102
2020-03-25,62.7551
2020-03-26,75.0
2020-03-27,55.10204
2020-03-28,18.87755
2020-03-29,21.93877
2020-03-30,29.59183
2020-03-31,28.06122
2020-04-01,30.10204
2020-04-02,38.77551
2020-04-03,39.79591
2020-04-04,25.0
2020-04-05,36.22448
2020-04-06,27.04081
2020-04-07,29.59183
2020-04-08,36.22448
2020-04-09,21.93877
2020-04-10,29.59183
2020-04-11,20.91836
2020-04-12,20.91836
2020-04-13,29.08163
2020-04-14,22.44897
2020-04-15,15.81632
2020-04-16,20.91836
2020-04-17,21.93877
2020-04-18,18.36734
2020-04-19,16.32653
2020-04-20,28.06122
2020-04-21,32.14285
2020-04-22,19.89795
2020-04-23,25.0
2020-04-24,28.06122
2020-04-25,22.95918
2020-04-26,15.81632
2020-04-27,21.42857
2020-04-28,23.97959
2020-04-29,21.42857
2020-04-30,12.7551
2020-05-01,9.69387
2020-05-02,12.24489
2020-05-03,17.34693
2020-05-04,19.89795
2020-05-05,23.46938
2020-05-06,28.57142
2020-05-07,25.5102
2020-05-08,18.36734
2020-05-09,18.36734
2020-05-10,17.34693
2020-05-11,19.89795
2020-05-12,24.48979
2020-05-13,27.55102
2020-05-14,22.95918
2020-05-15,19.38775
2020-05-16,13.77551
2020-05-17,16.32653
2020-05-18,21.42857
2020-05-19,25.0
2020-05-20,20.40816
2020-05-21,25.0
2020-05-22,27.55102
2020-05-23,15.81632
2020-05-24,20.40816
2020-05-25,28.57142
2020-05-26,21.93877
2020-05-27,19.38775
2020-05-28,21.93877
2020-05-29,21.42857
2020-05-30,13.77551
2020-05-31,18.87755
2020-06-01,21.42857
2020-06-02,16.32653
2020-06-03,24.48979
2020-06-04,25.0
2020-06-05,18.87755
2020-06-06,22.44897
2020-06-07,26.0204
2020-06-08,29.08163
2020-06-09,22.95918
2020-06-10,23.97959
2020-06-11,32.65306
2020-06-12,29.59183
2020-06-13,32.65306
2020-06-14,25.0
2020-06-15,39.79591
2020-06-16,22.95918
2020-06-17,38.2653
2020-06-18,28.57142
2020-06-19,16.32653
2020-06-20,22.95918
2020-06-21,15.30612
2020-06-22,28.57142
2020-06-23,26.53061
2020-06-24,22.95918
2020-06-25,23.46938
2020-06-26,16.32653
2020-06-27,14.28571
2020-06-28,14.79591
2020-06-29,22.95918
2020-06-30,13.77551
2020-07-01,14.79591
2020-07-02,16.83673
2020-07-03,19.38775
2020-07-04,2.55102
2020-07-05,12.24489
2020-07-06,17.85714
2020-07-07,12.7551
2020-07-08,12.24489
2020-07-09,13.2653
2020-07-10,9.69387
2020-07-11,8.67346
2020-07-12,6.63265
2020-07-13,17.34693
2020-07-14,19.89795
2020-07-15,14.28571
2020-07-16,10.71428
2020-07-17,14.79591
2020-07-18,2.55102
2020-07-19,4.59183
2020-07-20,9.18367
2020-07-21,10.71428
2020-07-22,12.7551
2020-07-23,9.69387
2020-07-24,11.22448
2020-07-26,8.67346
2020-07-27,14.79591
2020-07-28,19.89795
2020-07-29,16.83673
2020-07-30,13.77551
2020-07-31,17.85714
2020-08-01,8.16326
2020-08-02,11.73469
2020-08-03,13.77551
2020-08-04,11.73469
2020-08-05,11.22448
2020-08-06,21.93877
2020-08-07,15.81632
2020-08-08,10.20408
2020-08-09,11.73469
2020-08-10,16.32653
2020-08-11,16.32653
2020-08-12,23.46938
2020-08-13,21.42857
2020-08-14,17.34693
2020-08-15,11.22448
2020-08-16,11.73469
2020-08-17,13.2653
2020-08-18,15.81632
2020-08-19,17.85714
2020-08-20,15.81632
2020-08-21,17.85714
2020-08-22,5.10204
2020-08-23,13.2653
2020-08-24,15.30612
2020-08-25,22.44897
2020-08-26,18.87755
2020-08-27,12.24489
2020-08-28,19.89795
2020-08-29,10.20408
2020-08-30,4.59183
2020-08-31,14.28571
2020-09-01,21.42857
2020-09-02,22.95918
2020-09-03,25.0
2020-09-04,14.79591
2020-09-05,15.81632
2020-09-06,12.7551
2020-09-07,12.7551
2020-09-08,19.89795
2020-09-09,17.85714
2020-09-10,19.89795
2020-09-11,14.28571
2020-09-12,11.22448
2020-09-13,6.12244
2020-09-14,10.71428
2020-09-15,10.71428
2020-09-16,13.2653
2020-09-17,14.79591
2020-09-18,13.77551
2020-09-19,4.08163
2020-09-20,7.14285
2020-09-21,13.77551
2020-09-22,17.34693
2020-09-23,15.30612
2020-09-24,13.77551
2020-09-25,15.81632
2020-09-26,10.71428
2020-09-27,10.20408
2020-09-28,13.2653
2020-09-29,11.22448
2020-09-30,10.71428
2020-10-01,3.57142
2020-10-02,5.61224
2020-10-03,10.71428
2020-10-04,9.69387
2020-10-05,16.83673
2020-10-06,17.34693
2020-10-07,19.89795
2020-10-08,16.83673
2020-10-09,13.77551
2020-10-10,10.71428
2020-10-11,12.7551
2020-10-12,26.0204
2020-10-13,15.81632
2020-10-14,25.5102
2020-10-15,27.04081
2020-10-16,19.89795
2020-10-17,17.34693
2020-10-18,13.77551
2020-10-19,31.12244
2020-10-20,22.44897
2020-10-21,21.42857
2020-10-22,22.44897
2020-10-23,15.81632
2020-10-24,14.79591
2020-10-25,13.77551
2020-10-26,20.40816
2020-10-27,20.40816
2020-10-28,18.36734
2020-10-29,19.38775
2020-10-30,10.20408
2020-10-31,15.30612
2020-11-01,11.22448
2020-11-02,13.77551
2020-11-03,15.30612
2020-11-04,17.85714
2020-11-05,17.34693
2020-11-06,13.77551
2020-11-07,4.08163
2020-11-08,8.67346
2020-11-09,23.97959
2020-11-10,19.38775
2020-11-11,17.85714
2020-11-12,15.30612
2020-11-13,9.18367
2020-11-14,11.22448
2020-11-15,13.2653
2020-11-16,20.91836
2020-11-17,22.95918
2020-11-18,13.77551
2020-11-19,19.89795
2020-11-20,17.34693
2020-11-21,15.81632
2020-11-22,14.28571
2020-11-23,19.38775
2020-11-24,19.89795
2020-11-25,17.85714
2020-11-26,18.87755
2020-11-27,18.87755
2020-11-28,15.81632
2020-11-29,13.77551
2020-11-30,11.22448
2020-12-01,17.34693
2020-12-02,21.93877
2020-12-03,21.93877
2020-12-04,17.34693
2020-12-05,7.65306
2020-12-06,12.7551
2020-12-07,18.87755
2020-12-08,27.04081
2020-12-09,23.97959
2020-12-10,22.44897
2020-12-11,22.95918
2020-12-12,22.95918
2020-12-13,19.38775
2020-12-14,23.46938
2020-12-15,18.36734
2020-12-16,28.57142
2020-12-17,21.93877
2020-12-18,27.55102
2020-12-19,17.34693
2020-12-20,15.30612
2020-12-21,14.28571
2020-12-22,22.95918
2020-12-23,11.22448
2020-12-24,12.7551
2020-12-25,7.65306
2020-12-26,5.61224
2020-12-27,11.22448
2020-12-28,16.83673
2020-12-29,13.77551
2020-12-30,21.42857
2020-12-31,13.2653
2021-01-01,12.7551
2021-01-02,15.81632
2021-01-03,20.40816
2021-01-04,16.32653
2021-01-05,20.40816
2021-01-06,32.14285
2021-01-07,24.48979
2021-01-08,32.65306
2021-01-09,18.36734
2021-01-10,27.55102
2021-01-11,28.06122
2021-01-12,30.61224
2021-01-13,36.73469
2021-01-14,32.14285
2021-01-15,33.16326
2021-01-16,14.28571
2021-01-17,18.36734
2021-01-18,18.87755
2021-01-19,18.87755
2021-01-20,26.53061
2021-01-21,16.32653
2021-01-22,20.40816
2021-01-23,17.85714
2021-01-24,17.85714
2021-01-25,23.97959
2021-01-26,27.04081
2021-01-27,18.36734
2021-01-28,21.93877
2021-01-29,18.36734
2021-01-30,11.73469
2021-01-31,12.24489
2021-02-01,15.81632
2021-02-02,15.81632
2021-02-03,21.93877
2021-02-04,21.42857
2021-02-05,15.81632
2021-02-06,15.30612
2021-02-07,10.71428
2021-02-08,18.36734
2021-02-09,13.2653
2021-02-10,16.83673
2021-02-11,13.2653
2021-02-12,5.10204
2021-02-13,10.71428
2021-02-14,12.24489
2021-02-15,20.40816
2021-02-16,22.44897
2021-02-17,34.18367
2021-02-18,29.08163
2021-02-19,32.65306
2021-02-20,17.85714
2021-02-21,17.34693
2021-02-22,27.55102
2021-02-23,38.77551
2021-02-24,41.83673
2021-02-25,34.18367
2021-02-26,67.85714
2021-02-27,35.20408
2021-02-28,38.2653
2021-03-01,30.10204
2021-03-02,28.06122
2021-03-03,29.08163
2021-03-04,36.73469
2021-03-05,36.73469
2021-03-06,19.38775
2021-03-07,17.34693
2021-03-08,23.97959
2021-03-09,38.2653
2021-03-10,40.81632
2021-03-11,25.0
2021-03-12,25.5102
2021-03-13,19.89795
2021-03-14,20.91836
2021-03-15,28.06122
2021-03-16,22.44897
2021-03-17,19.38775
2021-03-18,21.42857
2021-03-19,32.65306
2021-03-20,20.91836
2021-03-21,16.83673
2021-03-22,21.42857
2021-03-23,19.38775
2021-03-24,12.7551
2021-03-25,20.40816
2021-03-26,11.22448
2021-03-27,12.24489
2021-03-28,12.24489
2021-03-29,14.28571
2021-03-30,15.81632
2021-03-31,14.79591
2021-04-01,18.36734
2021-04-02,12.24489
2021-04-03,13.77551
2021-04-04,5.61224
2021-04-05,14.79591
2021-04-06,19.89795
2021-04-07,14.79591
2021-04-08,12.7551
2021-04-09,17.85714
2021-04-10,8.16326
2021-04-11,12.24489
2021-04-12,15.81632
2021-04-13,12.24489
2021-04-14,15.30612
2021-04-15,17.34693
2021-04-16,18.87755
2021-04-17,12.24489
2021-04-18,17.34693
2021-04-19,22.95918
2021-04-20,29.59183
2021-04-21,22.95918
2021-04-22,22.44897
2021-04-23,16.83673
2021-04-24,6.63265
2021-04-25,11.73469
2021-04-26,19.38775
2021-04-27,11.22448
2021-04-28,13.77551
2021-04-29,12.7551
2021-04-30,9.69387
2021-05-01,8.16326
2021-05-02,6.63265
2021-05-03,14.28571
2021-05-04,12.24489
2021-05-05,9.69387
2021-05-06,17.34693
2021-05-07,10.20408
2021-05-08,9.69387
2021-05-09,10.20408
2021-05-10,15.30612
2021-05-11,17.85714
2021-05-12,19.89795
2021-05-13,16.83673
2021-05-14,12.24489
2021-05-15,15.30612
2021-05-16,8.16326
2021-05-17,16.83673
2021-05-18,11.22448
2021-05-19,15.30612
2021-05-20,23.46938
