date,이마트주가
2020-08-24,9.28771
2020-08-25,9.17114
2020-08-26,8.70009
2020-08-27,8.75719
2020-08-28,9.28534
2020-08-29,3.51858
2020-08-30,4.287
2020-08-31,16.74834
2020-09-01,15.7325
2020-09-02,15.65399
2020-09-03,13.81024
2020-09-04,12.27815
2020-09-05,2.12684
2020-09-06,2.46229
2020-09-07,18.84426
2020-09-08,15.45415
2020-09-09,19.75305
2020-09-10,26.69743
2020-09-11,27.92977
2020-09-12,4.42023
2020-09-13,5.53123
2020-09-14,27.79654
2020-09-15,22.50796
2020-09-16,22.23438
2020-09-17,19.37954
2020-09-18,16.85064
2020-09-19,2.36951
2020-09-20,2.32192
2020-09-21,17.47394
2020-09-22,14.995
2020-09-23,14.3479
2020-09-24,15.24955
2020-09-25,12.18537
2020-09-26,1.83185
2020-09-27,1.58205
2020-09-28,13.22976
2020-09-29,13.54617
2020-09-30,2.12684
2020-10-01,1.60108
2020-10-02,1.82471
2020-10-03,1.39886
2020-10-04,1.30608
2020-10-05,11.85231
2020-10-06,12.14968
2020-10-07,11.38126
2020-10-08,12.99186
2020-10-09,1.86753
2020-10-10,1.82709
2020-10-11,1.89846
2020-10-12,17.4787
2020-10-13,13.64609
2020-10-14,14.4954
2020-10-15,17.85697
2020-10-16,13.07988
2020-10-17,1.72717
2020-10-18,1.50592
2020-10-19,12.50654
2020-10-20,11.28372
2020-10-21,10.43916
2020-10-22,9.97287
2020-10-23,10.80078
2020-10-24,1.57015
2020-10-25,1.38935
2020-10-26,11.22662
2020-10-27,9.23538
2020-10-28,9.34005
2020-10-29,9.55179
2020-10-30,8.76195
2020-10-31,1.90797
2020-11-01,1.89608
2020-11-02,10.96731
2020-11-03,10.11324
2020-11-04,9.69929
2020-11-05,10.03473
2020-11-06,9.25679
2020-11-07,1.57015
2020-11-08,1.36318
2020-11-09,10.7865
2020-11-10,11.07912
2020-11-11,17.27411
2020-11-12,21.19712
2020-11-13,14.86891
2020-11-14,2.56696
2020-11-15,2.17443
2020-11-16,15.67778
2020-11-17,13.55093
2020-11-18,12.65166
2020-11-19,11.77856
2020-11-20,10.96017
2020-11-21,1.76047
2020-11-22,1.82471
2020-11-23,12.5446
2020-11-24,12.57553
2020-11-25,11.8761
2020-11-26,12.16396
2020-11-27,10.31307
2020-11-28,2.12922
2020-11-29,4.15378
2020-11-30,13.52952
2020-12-01,12.26626
2020-12-02,12.44944
2020-12-03,11.42884
2020-12-04,11.60964
2020-12-05,2.12447
2020-12-06,2.812
2020-12-07,16.39625
2020-12-08,12.409
2020-12-09,14.79278
2020-12-10,12.80867
2020-12-11,12.26626
2020-12-12,2.36713
2020-12-13,2.57172
2020-12-14,13.57948
2020-12-15,11.47166
2020-12-16,11.00775
2020-12-17,11.53114
2020-12-18,10.29404
2020-12-19,2.19346
2020-12-20,2.06023
2020-12-21,10.3892
2020-12-22,10.30118
2020-12-23,11.47404
2020-12-24,10.81981
2020-12-25,2.28862
2020-12-26,2.00314
2020-12-27,1.99124
2020-12-28,11.37888
2020-12-29,10.91259
2020-12-30,11.80235
2020-12-31,3.26878
2021-01-01,2.07926
2021-01-02,2.47418
2021-01-03,2.33858
2021-01-04,12.77061
2021-01-05,17.15991
2021-01-06,14.99024
2021-01-07,25.26526
2021-01-08,31.26754
2021-01-09,5.85002
2021-01-10,4.99833
2021-01-11,27.3017
2021-01-12,32.68306
2021-01-13,30.60141
2021-01-14,26.03606
2021-01-15,20.89023
2021-01-16,3.33539
2021-01-17,3.36156
2021-01-18,19.36527
2021-01-19,17.83318
2021-01-20,17.13136
2021-01-21,20.05281
2021-01-22,19.42475
2021-01-23,3.29495
2021-01-24,3.92777
2021-01-25,34.88366
2021-01-26,100.0
2021-01-27,32.81867
2021-01-28,25.99324
2021-01-29,22.92667
2021-01-30,4.01817
2021-01-31,3.42579
2021-02-01,21.92272
2021-02-02,20.76176
2021-02-03,19.4295
2021-02-04,16.59608
2021-02-05,16.02512
2021-02-06,3.07132
2021-02-07,3.1641
2021-02-08,18.78003
2021-02-09,16.48189
2021-02-10,14.91173
2021-02-11,2.40281
2021-02-12,2.04834
2021-02-13,3.16172
2021-02-14,3.63991
2021-02-15,25.32711
2021-02-16,35.24765
2021-02-17,32.98758
2021-02-18,26.98291
2021-02-19,25.04639
2021-02-20,4.35599
2021-02-21,3.72555
2021-02-22,24.41832
2021-02-23,25.27477
2021-02-24,23.02183
2021-02-25,20.38349
2021-02-26,18.17338
2021-02-27,2.95237
2021-02-28,6.76595
2021-03-01,4.7176
2021-03-02,19.76733
2021-03-03,34.62435
2021-03-04,26.83303
2021-03-05,22.21772
2021-03-06,4.09906
2021-03-07,4.91506
2021-03-08,21.81091
2021-03-09,22.13922
2021-03-10,24.95836
2021-03-11,24.95836
2021-03-12,26.62368
2021-03-13,5.09349
2021-03-14,5.19817
2021-03-15,24.77518
2021-03-16,28.01541
2021-03-17,30.98444
2021-03-18,26.58324
2021-03-19,21.93462
2021-03-20,6.52329
2021-03-21,4.79849
2021-03-22,22.36047
2021-03-23,20.13132
2021-03-24,18.73483
2021-03-25,18.00447
2021-03-26,16.72693
2021-03-27,2.81676
2021-03-28,2.74777
2021-03-29,16.71028
2021-03-30,15.70633
2021-03-31,15.69919
2021-04-01,19.47233
2021-04-02,16.71028
2021-04-03,3.20216
2021-04-04,3.28543
2021-04-05,17.3764
2021-04-06,16.17738
2021-04-07,15.23052
2021-04-08,14.75472
2021-04-09,13.8721
2021-04-10,2.41471
2021-04-11,2.17205
2021-04-12,15.02355
2021-04-13,14.52157
2021-04-14,14.17661
2021-04-15,14.34552
2021-04-16,13.32968
2021-04-17,3.51144
2021-04-18,3.2093
2021-04-19,15.14726
2021-04-20,13.74601
2021-04-21,12.09259
2021-04-22,11.76428
2021-04-23,11.78569
2021-04-24,2.59313
2021-04-25,2.12684
2021-04-26,12.10686
2021-04-27,11.27896
2021-04-28,11.04582
2021-04-29,11.04582
2021-04-30,11.65722
2021-05-01,2.16253
2021-05-02,1.98648
2021-05-03,12.81343
2021-05-04,18.12342
2021-05-05,3.22358
2021-05-06,18.99414
2021-05-07,15.16153
2021-05-08,2.41946
2021-05-09,2.37188
2021-05-10,17.27886
2021-05-11,16.16548
2021-05-12,18.48503
2021-05-13,16.37721
2021-05-14,16.09173
2021-05-15,2.77394
2021-05-16,2.81676
2021-05-17,14.53585
2021-05-18,12.81343
2021-05-19,2.49559
2021-05-20,12.75871
2021-05-21,14.62863
2021-05-22,2.586
2021-05-23,2.70971
2021-05-24,13.23452
2021-05-25,13.64847
2021-05-26,13.21073
2021-05-27,13.55093
2021-05-28,13.5771
2021-05-29,2.62168
2021-05-30,2.68116
2021-05-31,16.03701
2021-06-01,16.3558
2021-06-02,14.76185
2021-06-03,14.0196
2021-06-04,11.96888
2021-06-05,2.19108
2021-06-06,2.19822
2021-06-07,15.86572
2021-06-08,13.7698
2021-06-09,12.34001
2021-06-10,12.94666
2021-06-11,12.48275
2021-06-12,1.79616
2021-06-13,2.01741
2021-06-14,13.10605
2021-06-15,14.6548
2021-06-16,30.78936
2021-06-17,36.64414
2021-06-18,26.16691
2021-06-19,3.61612
2021-06-20,3.43531
2021-06-21,21.05914
2021-06-22,20.30974
2021-06-23,18.3066
2021-06-24,30.17557
2021-06-25,43.98582
2021-06-26,5.77389
2021-06-27,4.07289
2021-06-28,21.87276
2021-06-29,18.03302
2021-06-30,18.10914
2021-07-01,16.13693
2021-07-02,14.57153
2021-07-03,2.18394
2021-07-04,1.90322
2021-07-05,14.85702
2021-07-06,14.52395
2021-07-07,15.49935
2021-07-08,13.90778
2021-07-09,14.38121
2021-07-10,2.50749
2021-07-11,2.65499
2021-07-12,14.79992
2021-07-13,14.02198
2021-07-14,13.31303
2021-07-15,14.72855
2021-07-16,14.5525
2021-07-17,1.82947
2021-07-18,1.71527
2021-07-19,12.82295
2021-07-20,12.33525
2021-07-21,10.85311
2021-07-22,11.93557
2021-07-23,10.94352
2021-07-24,1.30608
2021-07-25,1.91273
2021-07-26,16.09411
2021-07-27,25.69586
2021-07-28,28.26045
2021-07-29,23.94014
2021-07-30,16.991
2021-07-31,3.08797
2021-08-01,2.16015
2021-08-02,18.04253
2021-08-03,18.34943
2021-08-04,19.59842
2021-08-05,15.82528
2021-08-06,14.17423
2021-08-07,1.94128
2021-08-08,2.25769
2021-08-09,13.96488
2021-08-10,23.17409
2021-08-11,18.41842
2021-08-12,17.8189
2021-08-13,19.17257
2021-08-14,2.58838
2021-08-15,2.66688
2021-08-16,3.19265
2021-08-17,19.76019
2021-08-18,16.57943
2021-08-19,16.7983
2021-08-20,14.83323
2021-08-21,2.15063
2021-08-22,2.20297
2021-08-23,14.45496
2021-08-24,17.37165
2021-08-25,15.26383
2021-08-26,14.58105
2021-08-27,12.5446
2021-08-28,2.11495
2021-08-29,1.84136
2021-08-30,14.31698
2021-08-31,12.96331
2021-09-01,13.40581
2021-09-02,12.3638
2021-09-03,11.2742
2021-09-04,1.51306
2021-09-05,1.29894
2021-09-06,10.64852
2021-09-07,10.6961
2021-09-08,11.34081
2021-09-09,11.02916
2021-09-10,10.51053
2021-09-11,1.28467
2021-09-12,1.04677
2021-09-13,9.86582
2021-09-14,9.73497
2021-09-15,8.84284
2021-09-16,8.69772
2021-09-17,8.9832
2021-09-18,1.15144
2021-09-19,0.71846
2021-09-20,0.71608
2021-09-21,0.77318
2021-09-22,0.88975
2021-09-23,9.04743
2021-09-24,8.47647
2021-09-25,0.95161
2021-09-26,0.83028
2021-09-27,7.58433
2021-09-28,7.48441
2021-09-29,9.22586
2021-09-30,9.33292
2021-10-01,9.98953
2021-10-02,1.30132
2021-10-03,0.91116
2021-10-04,2.15301
2021-10-05,11.49307
2021-10-06,10.16558
2021-10-07,9.90864
2021-10-08,8.81429
2021-10-09,1.02298
2021-10-10,0.8612
2021-10-11,1.19665
2021-10-12,8.48122
2021-10-13,8.7334
2021-10-14,13.17504
2021-10-15,10.94352
2021-10-16,1.37269
2021-10-17,1.04201
2021-10-18,9.95384
2021-10-19,9.93719
2021-10-20,8.84759
2021-10-21,8.06727
2021-10-22,10.88404
2021-10-23,1.27753
2021-10-24,1.50354
2021-10-25,10.62235
2021-10-26,11.05771
2021-10-27,10.36779
2021-10-28,10.20602
2021-10-29,9.86344
2021-10-30,1.69862
2021-10-31,1.23471
2021-11-01,10.27263
2021-11-02,9.95146
2021-11-03,8.62397
2021-11-04,9.47566
2021-11-05,8.89518
2021-11-06,1.41552
2021-11-07,1.2014
2021-11-08,8.67155
2021-11-09,8.14816
2021-11-10,7.85792
2021-11-11,8.97606
2021-11-12,9.08074
2021-11-13,1.70576
2021-11-14,1.3608
2021-11-15,8.62159
2021-11-16,7.47728
2021-11-17,6.88252
2021-11-18,6.92058
2021-11-19,7.61288
2021-11-20,1.62725
2021-11-21,1.50354
2021-11-22,8.44078
2021-11-23,7.61288
2021-11-24,7.5082
2021-11-25,8.61683
2021-11-26,8.40272
2021-11-27,1.41552
2021-11-28,1.03725
2021-11-29,8.30756
2021-11-30,9.3805
2021-12-01,8.8238
2021-12-02,8.3028
2021-12-03,8.4836
2021-12-04,1.27753
2021-12-05,1.07769
2021-12-06,7.85078
2021-12-07,7.85554
2021-12-08,7.9959
2021-12-09,7.78655
2021-12-10,7.61526
2021-12-11,1.51781
2021-12-12,1.08245
2021-12-13,9.01175
2021-12-14,7.57006
2021-12-15,7.27982
2021-12-16,7.38211
2021-12-17,7.2703
2021-12-18,1.02773
2021-12-19,1.00157
2021-12-20,6.647
2021-12-21,7.39877
2021-12-22,7.38449
2021-12-23,6.99909
2021-12-24,6.90869
2021-12-25,1.20378
2021-12-26,1.21806
2021-12-27,6.57562
2021-12-28,7.00623
2021-12-29,6.69458
2021-12-30,6.16405
2021-12-31,2.64547
2022-01-01,1.5083
2022-01-02,1.17761
2022-01-03,7.42018
2022-01-04,7.39877
2022-01-05,6.80639
2022-01-06,7.39401
2022-01-07,8.30518
2022-01-08,2.28148
2022-01-09,3.37108
2022-01-10,35.93757
2022-01-11,51.81043
2022-01-12,22.53176
2022-01-13,15.41133
2022-01-14,12.75634
2022-01-15,4.69381
2022-01-16,2.81676
2022-01-17,9.77779
2022-01-18,9.2663
2022-01-19,9.14497
2022-01-20,8.56687
2022-01-21,9.29485
2022-01-22,1.80092
2022-01-23,1.43931
2022-01-24,11.11719
2022-01-25,10.71989
2022-01-26,9.20921
2022-01-27,10.63186
2022-01-28,10.29404
2022-01-29,1.40362
2022-01-30,1.111
2022-01-31,1.01346
2022-02-01,1.0539
2022-02-02,1.28943
2022-02-03,8.92848
2022-02-04,9.02602
2022-02-05,1.73193
2022-02-06,1.42979
2022-02-07,8.97606
2022-02-08,8.27425
2022-02-09,8.36703
2022-02-10,8.90945
2022-02-11,8.55735
2022-02-12,1.40838
2022-02-13,1.07531
2022-02-14,8.88566
2022-02-15,8.27901
2022-02-16,9.95146
2022-02-17,10.51529
2022-02-18,9.07122
2022-02-19,1.55826
2022-02-20,1.33939
2022-02-21,10.17271
2022-02-22,9.7659
2022-02-23,8.62635
2022-02-24,8.83332
2022-02-25,15.16867
2022-02-26,3.14983
2022-02-27,1.93176
2022-02-28,9.64695
2022-03-01,1.8366
2022-03-02,8.69296
2022-03-03,10.09183
2022-03-04,8.69534
2022-03-05,1.36318
2022-03-06,1.33463
2022-03-07,7.50107
2022-03-08,7.3726
2022-03-09,1.10148
2022-03-10,9.42808
2022-03-11,10.7865
2022-03-12,1.58681
2022-03-13,1.45834
2022-03-14,9.63267
2022-03-15,7.9055
2022-03-16,9.11167
2022-03-17,9.49231
2022-03-18,8.48836
2022-03-19,1.29894
2022-03-20,1.111
2022-03-21,11.83327
2022-03-22,9.91578
2022-03-23,9.47804
2022-03-24,8.56687
2022-03-25,7.72232
2022-03-26,1.62487
2022-03-27,1.2466
2022-03-28,9.0403
2022-03-29,8.53594
2022-03-30,8.47885
2022-03-31,7.93643
2022-04-01,7.15849
2022-04-02,1.01584
2022-04-03,0.93495
2022-04-04,7.38925
2022-04-05,6.38768
2022-04-06,6.90869
2022-04-07,7.77941
2022-04-08,6.75167
2022-04-09,1.07294
2022-04-10,0.95636
2022-04-11,6.74691
2022-04-12,6.6351
2022-04-13,7.11091
2022-04-14,6.83494
2022-04-15,6.27349
2022-04-16,1.09435
2022-04-17,1.30608
2022-04-18,7.11566
2022-04-19,6.97292
2022-04-20,6.5899
2022-04-21,6.63034
2022-04-22,5.76438
2022-04-23,0.90878
2022-04-24,0.74225
2022-04-25,6.37579
2022-04-26,6.50425
2022-04-27,6.52091
2022-04-28,6.42337
2022-04-29,6.03321
2022-04-30,0.91116
2022-05-01,0.87548
2022-05-02,5.89046
2022-05-03,6.05938
2022-05-04,5.71204
2022-05-05,1.13241
2022-05-06,5.80482
2022-05-07,0.98491
2022-05-08,0.73036
2022-05-09,5.7501
2022-05-10,6.01417
2022-05-11,6.58038
2022-05-12,7.67473
2022-05-13,8.12913
2022-05-14,1.21568
2022-05-15,1.03487
2022-05-16,7.34167
2022-05-17,6.87776
2022-05-18,16.48189
2022-05-19,11.9546
2022-05-20,9.10453
2022-05-21,1.42027
2022-05-22,1.18475
2022-05-23,7.84365
2022-05-24,7.3607
2022-05-25,7.54389
2022-05-26,7.62477
2022-05-27,7.33453
2022-05-28,1.15144
2022-05-29,0.82552
2022-05-30,7.67949
2022-05-31,6.98482
2022-06-01,1.3489
2022-06-02,6.69458
2022-06-03,6.95865
2022-06-04,1.06342
2022-06-05,0.93971
2022-06-06,1.28467
2022-06-07,6.27111
2022-06-08,6.74216
2022-06-09,5.94756
2022-06-10,5.7049
2022-06-11,0.94209
2022-06-12,0.79935
2022-06-13,7.03478
2022-06-14,7.17038
2022-06-15,7.08711
2022-06-16,6.47333
2022-06-17,6.52329
2022-06-18,0.93495
2022-06-19,0.74701
2022-06-20,6.64224
2022-06-21,6.27111
2022-06-22,7.07046
2022-06-23,6.99433
2022-06-24,6.22829
2022-06-25,0.80648
2022-06-26,0.76604
2022-06-27,6.60655
2022-06-28,5.6478
2022-06-29,5.50268
2022-06-30,6.43288
2022-07-01,6.057
2022-07-02,0.85644
2022-07-03,0.75415
2022-07-04,6.01417
2022-07-05,6.3853
2022-07-06,5.7953
2022-07-07,5.77627
2022-07-08,5.63829
2022-07-09,0.6685
2022-07-10,0.89213
2022-07-11,5.70252
2022-07-12,5.60736
2022-07-13,5.53837
2022-07-14,5.44083
2022-07-15,5.85478
2022-07-16,0.74939
2022-07-17,0.70181
2022-07-18,5.83337
2022-07-19,5.38611
2022-07-20,13.11319
2022-07-21,10.69134
2022-07-22,7.26316
2022-07-23,1.05152
2022-07-24,0.87548
2022-07-25,8.58828
2022-07-26,6.98482
2022-07-27,7.59623
2022-07-28,6.67792
2022-07-29,6.81115
2022-07-30,1.00157
2022-07-31,0.89927
2022-08-01,8.76909
2022-08-02,7.63429
2022-08-03,7.17276
2022-08-04,7.34881
2022-08-05,6.97768
2022-08-06,1.04677
2022-08-07,0.82552
2022-08-08,7.24413
2022-08-09,7.14659
2022-08-10,7.13945
2022-08-11,8.97606
2022-08-12,7.51772
2022-08-13,1.24898
2022-08-14,1.01346
2022-08-15,1.10624
2022-08-16,7.45586
2022-08-17,7.30836
2022-08-18,5.93091
2022-08-19,5.78103
2022-08-20,1.13479
2022-08-21,0.94685
2022-08-22,6.78022
2022-08-23,6.49236
2022-08-24,6.82066
2022-08-25,7.52248
2022-08-26,6.90631
2022-08-27,1.03249
2022-08-28,0.94923
2022-08-29,8.70485
2022-08-30,7.28695
2022-08-31,7.21558
2022-09-01,6.97054
2022-09-02,6.26635
2022-09-03,0.94685
2022-09-04,0.98729
2022-09-05,6.45667
2022-09-06,5.8976
2022-09-07,5.78341
2022-09-08,5.3195
2022-09-09,0.85882
2022-09-10,0.55907
2022-09-11,0.65661
2022-09-12,0.8731
2022-09-13,6.63986
2022-09-14,8.63824
2022-09-15,6.74216
2022-09-16,6.81353
2022-09-17,1.10624
2022-09-18,0.83265
2022-09-19,6.26397
2022-09-20,5.63353
2022-09-21,5.78579
2022-09-22,6.49712
2022-09-23,5.88333
2022-09-24,1.07769
2022-09-25,0.81838
2022-09-26,7.15373
2022-09-27,6.77546
2022-09-28,6.70171
2022-09-29,6.69933
2022-09-30,6.21401
2022-10-01,0.88737
2022-10-02,0.76842
2022-10-03,0.8612
2022-10-04,6.27111
2022-10-05,6.09268
2022-10-06,5.73345
2022-10-07,5.40514
2022-10-08,0.92544
2022-10-09,0.79697
2022-10-10,0.88737
2022-10-11,5.45986
2022-10-12,6.72312
2022-10-13,5.97611
2022-10-14,5.94756
2022-10-15,1.10862
2022-10-16,0.82314
2022-10-17,5.94756
2022-10-18,5.91188
2022-10-19,5.81671
2022-10-20,4.48922
2022-10-21,4.47019
2022-10-22,0.77556
2022-10-23,0.59951
2022-10-24,5.04829
2022-10-25,4.81039
2022-10-26,5.44797
2022-10-27,5.36708
2022-10-28,5.71917
2022-10-29,0.8279
2022-10-30,0.54717
2022-10-31,4.98168
2022-11-01,5.7953
2022-11-02,5.31236
2022-11-03,4.79373
2022-11-04,5.95232
2022-11-05,1.01346
2022-11-06,0.61854
2022-11-07,5.72631
2022-11-08,6.47333
2022-11-09,8.40034
2022-11-10,6.37579
2022-11-11,7.74373
2022-11-12,1.16096
2022-11-13,1.15144
2022-11-14,7.03478
2022-11-15,6.80639
2022-11-16,7.84602
2022-11-17,6.21639
2022-11-18,5.83099
2022-11-19,1.18713
2022-11-20,1.12765
2022-11-21,6.10458
2022-11-22,5.26002
2022-11-23,5.36946
2022-11-24,5.03639
2022-11-25,4.53918
2022-11-26,0.67802
2022-11-27,0.58999
2022-11-28,4.64861
2022-11-29,4.79611
2022-11-30,4.91268
2022-12-01,5.33139
2022-12-02,4.42023
2022-12-03,0.62568
2022-12-04,0.59475
2022-12-05,4.97216
2022-12-06,11.2409
2022-12-07,7.88171
2022-12-08,6.64224
2022-12-09,8.53594
2022-12-10,1.24898
2022-12-11,1.04439
2022-12-12,10.04662
2022-12-13,7.73897
2022-12-14,7.38687
2022-12-15,6.07841
2022-12-16,5.71917
2022-12-17,0.74463
2022-12-18,0.61616
2022-12-19,5.56216
2022-12-20,6.74216
2022-12-21,5.8072
2022-12-22,6.79212
2022-12-23,5.63353
2022-12-24,0.78983
2022-12-25,0.75653
2022-12-26,5.79055
2022-12-27,5.98325
2022-12-28,8.50264
2022-12-29,8.81905
2022-12-30,2.73588
2022-12-31,0.82314
2023-01-01,1.08721
2023-01-02,6.56373
2023-01-03,6.47571
2023-01-04,7.28695
2023-01-05,7.43683
2023-01-06,7.09425
2023-01-07,0.9183
2023-01-08,0.84931
2023-01-09,7.65094
2023-01-10,7.78655
2023-01-11,6.77308
2023-01-12,6.45429
2023-01-13,6.8397
2023-01-14,0.92782
2023-01-15,0.73511
2023-01-16,7.31074
2023-01-17,6.16167
2023-01-18,5.57643
2023-01-19,7.49155
2023-01-20,5.81671
2023-01-21,0.67564
2023-01-22,0.50197
2023-01-23,0.62806
2023-01-24,0.74939
2023-01-25,6.66841
2023-01-26,6.81115
2023-01-27,7.63429
2023-01-28,1.07769
2023-01-29,0.816
2023-01-30,6.16643
2023-01-31,5.50744
2023-02-01,6.09268
2023-02-02,6.30679
2023-02-03,6.15929
2023-02-04,0.93971
2023-02-05,0.62092
2023-02-06,5.44321
2023-02-07,5.11966
2023-02-08,5.80006
2023-02-09,5.08873
2023-02-10,4.87938
2023-02-11,0.75177
2023-02-12,0.79697
2023-02-13,4.80325
2023-02-14,8.45506
2023-02-15,13.5771
2023-02-16,10.22267
2023-02-17,7.2822
2023-02-18,1.24185
2023-02-19,0.95161
2023-02-20,6.68506
2023-02-21,8.17671
2023-02-22,6.48522
2023-02-23,6.84445
2023-02-24,5.62639
2023-02-25,0.81362
2023-02-26,0.72322
2023-02-27,5.39325
2023-02-28,5.35043
2023-03-01,1.10386
2023-03-02,6.5328
2023-03-03,6.33296
2023-03-04,1.01108
2023-03-05,0.69943
2023-03-06,6.16167
2023-03-07,5.40752
2023-03-08,4.97692
2023-03-09,5.41466
2023-03-10,4.7295
2023-03-11,0.73274
2023-03-12,0.51624
2023-03-13,5.23147
2023-03-14,5.1268
2023-03-15,5.20768
2023-03-16,5.00547
2023-03-17,5.11252
2023-03-18,0.7589
2023-03-19,0.69467
2023-03-20,4.65813
2023-03-21,4.55821
2023-03-22,4.5368
2023-03-23,4.78898
2023-03-24,4.83893
2023-03-25,0.7137
2023-03-26,0.63757
2023-03-27,4.29652
2023-03-28,4.54631
2023-03-29,4.67716
2023-03-30,4.35123
2023-03-31,4.55821
2023-04-01,0.81362
2023-04-02,0.60903
2023-04-03,4.52728
2023-04-04,4.54869
2023-04-05,4.34172
2023-04-06,4.16567
2023-04-07,5.44797
2023-04-08,0.8612
2023-04-09,0.78983
2023-04-10,5.29333
2023-04-11,5.19341
2023-04-12,5.06256
2023-04-13,4.45115
2023-04-14,4.81514
2023-04-15,0.74701
2023-04-16,0.69467
2023-04-17,4.70095
2023-04-18,4.33458
2023-04-19,4.36075
2023-04-20,4.58914
2023-04-21,4.36313
2023-04-22,0.62092
2023-04-23,0.5781
2023-04-24,4.01103
2023-04-25,4.17281
2023-04-26,4.05148
2023-04-27,4.46543
2023-04-28,3.96821
2023-04-29,0.59237
2023-04-30,0.49483
2023-05-01,1.111
2023-05-02,3.96107
2023-05-03,3.7089
2023-05-04,3.71603
2023-05-05,0.78745
2023-05-06,0.58761
2023-05-07,0.52814
2023-05-08,4.51063
2023-05-09,4.1514
2023-05-10,3.96345
2023-05-11,13.08702
2023-05-12,11.66674
2023-05-13,1.92701
2023-05-14,1.60822
2023-05-15,6.7707
2023-05-16,5.83099
2023-05-17,5.68349
2023-05-18,5.47176
2023-05-19,5.72869
2023-05-20,1.03963
2023-05-21,1.01108
2023-05-22,5.9095
2023-05-23,5.28619
2023-05-24,4.76043
2023-05-25,4.70333
2023-05-26,5.51696
2023-05-27,1.03725
2023-05-28,0.82552
2023-05-29,1.10862
