date,실비보험료인상
2021-01-02,5.71428
2021-01-03,7.23809
2021-01-04,11.42857
2021-01-05,8.7619
2021-01-06,8.19047
2021-01-07,8.7619
2021-01-08,5.5238
2021-01-09,4.19047
2021-01-10,4.38095
2021-01-11,13.71428
2021-01-12,12.95238
2021-01-13,11.23809
2021-01-14,12.19047
2021-01-15,12.19047
2021-01-16,5.90476
2021-01-17,5.14285
2021-01-18,7.23809
2021-01-19,10.66666
2021-01-20,13.5238
2021-01-21,8.19047
2021-01-22,10.47619
2021-01-23,3.61904
2021-01-24,3.61904
2021-01-25,8.95238
2021-01-26,20.57142
2021-01-27,11.61904
2021-01-28,11.61904
2021-01-29,9.71428
2021-01-30,5.33333
2021-01-31,2.66666
2021-02-01,4.0
2021-02-02,7.42857
2021-02-03,17.71428
2021-02-04,8.57142
2021-02-05,12.57142
2021-02-06,6.85714
2021-02-07,6.28571
2021-02-08,9.14285
2021-02-09,6.66666
2021-02-10,6.28571
2021-02-11,4.95238
2021-02-12,3.61904
2021-02-13,2.66666
2021-02-14,2.85714
2021-02-15,9.5238
2021-02-16,9.71428
2021-02-17,11.04761
2021-02-18,11.61904
2021-02-19,42.47619
2021-02-20,31.61904
2021-02-21,16.38095
2021-02-22,27.61904
2021-02-23,75.23809
2021-02-24,79.04761
2021-02-25,100.0
2021-02-26,68.38095
2021-02-27,29.90476
2021-02-28,34.85714
2021-03-01,55.23809
2021-03-02,60.57142
2021-03-03,43.80952
2021-03-04,40.7619
2021-03-05,29.71428
2021-03-06,18.85714
2021-03-07,26.28571
2021-03-08,56.7619
2021-03-09,51.23809
2021-03-10,48.0
2021-03-11,36.19047
2021-03-12,26.85714
2021-03-13,11.80952
2021-03-14,11.23809
2021-03-15,30.66666
2021-03-16,27.04761
2021-03-17,24.7619
2021-03-18,25.33333
2021-03-19,17.5238
2021-03-20,7.80952
2021-03-21,7.23809
2021-03-22,23.61904
2021-03-23,28.19047
2021-03-24,26.85714
2021-03-25,20.57142
2021-03-26,19.23809
2021-03-27,6.47619
2021-03-28,8.95238
2021-03-29,17.71428
2021-03-30,17.33333
2021-03-31,18.28571
2021-04-01,14.66666
2021-04-02,11.61904
2021-04-03,7.42857
2021-04-04,4.0
2021-04-05,9.71428
2021-04-06,11.61904
2021-04-07,7.23809
2021-04-08,8.57142
2021-04-09,5.71428
2021-04-10,4.95238
2021-04-11,2.66666
2021-04-12,6.85714
2021-04-13,11.80952
2021-04-14,12.0
2021-04-15,14.85714
2021-04-16,12.19047
2021-04-17,6.28571
2021-04-18,4.7619
2021-04-19,12.19047
2021-04-20,11.23809
2021-04-21,12.19047
2021-04-22,11.80952
2021-04-23,8.57142
2021-04-24,5.14285
2021-04-25,2.85714
2021-04-26,12.57142
2021-04-27,13.33333
2021-04-28,12.7619
2021-04-29,11.42857
2021-04-30,8.19047
2021-05-01,5.71428
2021-05-02,3.04761
2021-05-03,7.04761
2021-05-04,6.66666
2021-05-05,5.90476
2021-05-06,11.23809
2021-05-07,9.33333
2021-05-08,4.38095
2021-05-09,3.42857
2021-05-10,9.71428
2021-05-11,8.19047
2021-05-12,8.0
2021-05-13,10.66666
2021-05-14,14.28571
2021-05-15,3.61904
2021-05-16,5.33333
2021-05-17,7.61904
2021-05-18,8.95238
2021-05-19,3.80952
2021-05-20,10.85714
2021-05-21,11.80952
2021-05-22,3.23809
2021-05-23,6.09523
2021-05-24,10.47619
2021-05-25,18.66666
2021-05-26,16.38095
2021-05-27,9.33333
2021-05-28,7.61904
2021-05-29,3.42857
2021-05-30,3.61904
2021-05-31,10.28571
2021-06-01,8.0
2021-06-02,7.23809
2021-06-03,9.71428
2021-06-04,10.85714
2021-06-05,3.61904
2021-06-06,4.0
2021-06-07,15.61904
2021-06-08,19.23809
2021-06-09,18.47619
2021-06-10,16.7619
2021-06-11,17.90476
2021-06-12,6.09523
2021-06-13,4.0
2021-06-14,27.42857
2021-06-15,17.33333
2021-06-16,18.09523
2021-06-17,17.33333
2021-06-18,11.23809
2021-06-19,7.23809
2021-06-20,6.47619
2021-06-21,12.7619
2021-06-22,17.5238
2021-06-23,15.42857
2021-06-24,17.5238
2021-06-25,14.28571
2021-06-26,10.09523
2021-06-27,9.71428
2021-06-28,25.5238
2021-06-29,36.38095
2021-06-30,48.7619
2021-07-01,28.19047
2021-07-02,16.38095
2021-07-03,8.38095
2021-07-04,6.66666
2021-07-05,12.95238
2021-07-06,13.33333
2021-07-07,12.7619
2021-07-08,9.90476
2021-07-09,9.33333
2021-07-10,3.80952
2021-07-11,4.7619
2021-07-12,10.28571
2021-07-13,10.66666
2021-07-14,10.66666
2021-07-15,11.61904
2021-07-16,6.47619
2021-07-17,2.85714
2021-07-18,2.28571
2021-07-19,6.66666
2021-07-20,7.42857
2021-07-21,11.42857
2021-07-22,8.7619
2021-07-23,6.47619
2021-07-24,3.23809
2021-07-25,1.33333
2021-07-26,9.14285
2021-07-27,8.7619
2021-07-28,2.66666
2021-07-29,8.57142
2021-07-30,4.0
2021-07-31,1.5238
2021-08-01,1.71428
2021-08-02,6.66666
2021-08-03,3.23809
2021-08-04,7.04761
2021-08-05,4.0
2021-08-06,5.90476
2021-08-07,1.71428
2021-08-08,1.33333
2021-08-09,5.33333
2021-08-10,8.0
2021-08-11,12.19047
2021-08-12,6.47619
2021-08-13,4.7619
2021-08-14,4.7619
2021-08-15,3.04761
2021-08-16,3.61904
2021-08-17,6.85714
2021-08-18,5.14285
2021-08-19,6.66666
2021-08-20,8.19047
2021-08-21,3.04761
2021-08-22,4.0
2021-08-23,6.09523
2021-08-24,5.71428
2021-08-25,14.09523
2021-08-26,12.0
2021-08-27,7.23809
2021-08-28,2.85714
2021-08-29,1.90476
2021-08-30,6.47619
2021-08-31,7.04761
2021-09-01,5.71428
2021-09-02,4.0
2021-09-04,1.5238
2021-09-05,2.09523
2021-09-06,6.66666
2021-09-07,6.28571
2021-09-08,5.14285
2021-09-09,4.95238
2021-09-10,5.33333
2021-09-11,2.09523
2021-09-12,2.47619
2021-09-13,6.09523
2021-09-14,6.85714
2021-09-15,6.09523
2021-09-16,3.80952
2021-09-17,3.42857
2021-09-18,2.28571
2021-09-19,2.09523
2021-09-20,1.14285
2021-09-21,1.5238
2021-09-22,1.5238
2021-09-23,6.28571
2021-09-24,10.09523
2021-09-25,3.80952
2021-09-26,1.5238
2021-09-27,8.57142
2021-09-28,6.66666
2021-09-29,5.33333
2021-09-30,3.42857
2021-10-01,5.90476
2021-10-02,1.5238
2021-10-03,1.14285
2021-10-04,1.90476
2021-10-05,6.66666
2021-10-06,7.61904
2021-10-07,3.23809
2021-10-08,5.71428
2021-10-09,1.14285
2021-10-10,1.14285
2021-10-11,2.09523
2021-10-12,7.61904
2021-10-13,6.47619
2021-10-14,5.33333
2021-10-15,3.80952
2021-10-16,1.71428
2021-10-17,1.71428
2021-10-18,3.80952
2021-10-19,4.7619
2021-10-20,6.66666
2021-10-21,7.04761
2021-10-22,4.7619
2021-10-23,3.80952
2021-10-24,3.04761
2021-10-25,8.57142
2021-10-26,6.28571
2021-10-27,4.0
2021-10-28,5.5238
2021-10-29,5.5238
2021-10-30,2.47619
2021-10-31,2.85714
2021-11-01,3.80952
2021-11-02,6.28571
2021-11-03,3.23809
2021-11-04,2.85714
2021-11-05,6.66666
2021-11-06,1.90476
2021-11-07,2.28571
2021-11-08,3.42857
2021-11-09,4.7619
2021-11-10,8.57142
2021-11-11,5.90476
2021-11-12,7.80952
2021-11-13,3.42857
2021-11-14,2.85714
2021-11-15,3.61904
2021-11-16,4.57142
2021-11-17,4.7619
2021-11-18,2.47619
2021-11-19,4.7619
2021-11-20,1.90476
2021-11-21,1.14285
2021-11-22,6.47619
2021-11-23,5.5238
2021-11-24,7.80952
2021-11-25,10.47619
2021-11-26,7.23809
2021-11-27,6.85714
2021-11-28,4.7619
2021-11-29,5.71428
2021-11-30,5.5238
2021-12-01,4.0
2021-12-02,4.0
2021-12-03,4.7619
2021-12-04,1.33333
2021-12-05,1.33333
2021-12-06,4.0
2021-12-07,6.28571
2021-12-08,2.47619
2021-12-09,2.09523
2021-12-10,3.23809
2021-12-11,4.38095
2021-12-12,2.66666
2021-12-13,7.23809
2021-12-14,6.66666
2021-12-15,18.09523
2021-12-16,12.57142
2021-12-17,8.95238
2021-12-18,3.04761
2021-12-19,4.95238
2021-12-20,15.61904
2021-12-21,16.38095
2021-12-22,16.38095
2021-12-23,9.33333
2021-12-24,10.85714
2021-12-25,5.71428
2021-12-26,8.57142
2021-12-27,34.28571
2021-12-28,33.5238
2021-12-29,29.90476
2021-12-30,31.04761
2021-12-31,24.19047
2022-01-01,16.7619
2022-01-02,14.28571
2022-01-03,19.80952
2022-01-04,20.19047
2022-01-05,16.19047
2022-01-06,16.0
2022-01-07,16.0
2022-01-08,9.90476
2022-01-09,6.85714
2022-01-10,28.57142
2022-01-11,23.04761
2022-01-12,17.71428
2022-01-13,18.66666
2022-01-14,14.47619
2022-01-15,7.23809
2022-01-16,6.47619
2022-01-17,14.09523
2022-01-18,12.19047
2022-01-19,16.0
2022-01-20,12.19047
2022-01-21,8.57142
2022-01-22,3.23809
2022-01-23,1.5238
2022-01-24,8.38095
2022-01-25,19.42857
2022-01-26,13.33333
2022-01-27,10.47619
2022-01-28,6.85714
2022-01-29,4.57142
2022-01-30,4.0
2022-01-31,2.09523
2022-02-01,4.38095
2022-02-02,2.85714
2022-02-03,7.23809
2022-02-04,3.42857
2022-02-05,4.7619
2022-02-06,1.71428
2022-02-07,7.23809
2022-02-08,6.28571
2022-02-09,10.28571
2022-02-10,10.09523
2022-02-11,14.47619
2022-02-12,3.61904
2022-02-13,4.57142
2022-02-14,9.14285
2022-02-15,8.57142
2022-02-16,4.95238
2022-02-17,6.47619
2022-02-18,4.95238
2022-02-19,4.0
2022-02-20,1.5238
2022-02-21,4.95238
2022-02-22,3.23809
2022-02-23,11.23809
2022-02-24,6.47619
2022-02-25,7.23809
2022-02-26,5.5238
2022-02-27,2.66666
2022-02-28,4.95238
2022-03-01,2.47619
2022-03-02,3.80952
2022-03-03,6.09523
2022-03-04,2.66666
2022-03-05,2.66666
2022-03-06,1.5238
2022-03-07,4.95238
2022-03-08,8.57142
2022-03-09,2.47619
2022-03-10,3.23809
2022-03-11,6.47619
2022-03-12,2.66666
2022-03-13,2.28571
2022-03-14,8.19047
2022-03-15,12.0
2022-03-16,8.95238
2022-03-17,8.0
2022-03-18,5.33333
2022-03-19,2.85714
2022-03-20,2.85714
2022-03-21,7.23809
2022-03-22,10.66666
2022-03-23,12.19047
2022-03-24,5.71428
2022-03-25,12.7619
2022-03-26,5.5238
2022-03-27,2.09523
2022-03-28,2.28571
2022-03-29,7.23809
2022-03-30,7.42857
2022-03-31,11.04761
2022-04-01,5.5238
2022-04-02,1.90476
2022-04-03,2.47619
2022-04-04,2.66666
2022-04-05,4.19047
2022-04-06,5.71428
2022-04-07,9.33333
2022-04-08,3.04761
2022-04-09,1.90476
2022-04-10,1.90476
2022-04-11,3.23809
2022-04-12,2.28571
2022-04-13,5.90476
2022-04-14,3.23809
2022-04-15,4.95238
2022-04-16,2.66666
2022-04-17,3.23809
2022-04-18,4.19047
2022-04-19,4.0
2022-04-20,7.61904
2022-04-21,5.90476
2022-04-22,6.66666
2022-04-23,4.19047
2022-04-24,3.42857
2022-04-25,11.23809
2022-04-26,9.14285
2022-04-27,6.09523
2022-04-28,5.71428
2022-04-29,4.7619
2022-04-30,3.23809
2022-05-01,1.33333
2022-05-02,4.57142
2022-05-03,4.95238
2022-05-04,4.19047
2022-05-06,4.57142
2022-05-07,2.47619
2022-05-08,1.71428
2022-05-09,5.90476
2022-05-10,7.04761
2022-05-11,5.5238
2022-05-12,8.0
2022-05-13,7.61904
2022-05-14,2.66666
2022-05-15,3.42857
2022-05-16,4.7619
2022-05-17,6.09523
2022-05-18,6.47619
2022-05-19,4.7619
2022-05-20,4.95238
2022-05-21,3.23809
2022-05-22,2.47619
2022-05-23,8.38095
2022-05-24,7.42857
2022-05-25,10.47619
2022-05-26,6.85714
2022-05-27,4.19047
2022-05-28,2.09523
2022-05-29,2.47619
2022-05-30,4.57142
2022-05-31,4.38095
2022-06-01,1.90476
2022-06-02,5.14285
2022-06-03,3.80952
2022-06-04,1.5238
2022-06-05,1.71428
2022-06-06,1.14285
2022-06-07,7.04761
2022-06-08,7.23809
2022-06-09,6.47619
2022-06-10,5.90476
2022-06-11,1.71428
2022-06-12,1.5238
2022-06-13,10.85714
2022-06-14,7.04761
2022-06-15,9.33333
2022-06-16,4.19047
2022-06-17,6.66666
2022-06-18,2.47619
2022-06-19,2.47619
2022-06-20,6.09523
2022-06-21,7.61904
2022-06-22,7.42857
2022-06-23,4.0
2022-06-24,3.61904
2022-06-25,2.28571
2022-06-27,7.61904
2022-06-28,10.28571
2022-06-29,5.71428
2022-06-30,8.0
2022-07-01,3.61904
2022-07-02,2.28571
2022-07-03,1.33333
2022-07-04,4.19047
2022-07-05,4.57142
2022-07-06,8.19047
2022-07-07,4.95238
2022-07-08,1.5238
2022-07-09,2.85714
2022-07-10,1.33333
2022-07-11,5.90476
2022-07-12,7.80952
2022-07-13,6.66666
2022-07-14,4.19047
2022-07-15,7.04761
2022-07-16,2.47619
2022-07-17,3.61904
2022-07-18,3.80952
2022-07-19,3.42857
2022-07-20,6.47619
2022-07-21,6.47619
2022-07-22,6.47619
2022-07-23,2.09523
2022-07-24,1.14285
2022-07-25,9.14285
2022-07-26,6.09523
2022-07-27,4.38095
2022-07-28,4.38095
2022-07-29,4.95238
2022-07-30,2.28571
2022-07-31,3.61904
2022-08-01,3.23809
2022-08-02,2.47619
2022-08-03,2.85714
2022-08-04,3.42857
2022-08-05,3.80952
2022-08-06,4.38095
2022-08-07,1.14285
2022-08-08,3.80952
2022-08-09,6.47619
2022-08-10,5.90476
2022-08-11,8.95238
2022-08-12,6.47619
2022-08-13,2.09523
2022-08-14,2.47619
2022-08-15,1.90476
2022-08-16,6.47619
2022-08-17,3.61904
2022-08-18,4.38095
2022-08-19,3.23809
2022-08-20,1.5238
2022-08-21,2.09523
2022-08-22,7.61904
2022-08-23,8.57142
2022-08-24,2.28571
2022-08-25,6.47619
2022-08-26,1.90476
2022-08-27,1.14285
2022-08-29,2.85714
2022-08-30,1.33333
2022-08-31,1.14285
2022-09-02,1.33333
2022-09-03,1.33333
2022-09-05,1.5238
2022-09-06,1.71428
2022-09-07,2.09523
2022-09-08,2.66666
2022-09-09,1.33333
2022-09-13,2.47619
2022-09-14,2.85714
2022-09-15,4.19047
2022-09-16,4.38095
2022-09-17,1.71428
2022-09-18,1.71428
2022-09-19,3.42857
2022-09-20,4.38095
2022-09-21,4.38095
2022-09-22,4.95238
2022-09-23,3.23809
2022-09-25,1.33333
2022-09-26,2.85714
2022-09-27,5.33333
2022-09-28,3.80952
2022-09-29,3.42857
2022-09-30,5.90476
2022-10-01,1.90476
2022-10-02,0.95238
2022-10-03,1.14285
2022-10-04,1.71428
2022-10-05,3.61904
2022-10-06,3.42857
2022-10-07,2.47619
2022-10-08,0.95238
2022-10-10,1.5238
2022-10-11,5.14285
2022-10-12,4.95238
2022-10-13,5.33333
2022-10-14,5.14285
2022-10-15,1.90476
2022-10-16,2.09523
2022-10-17,4.0
2022-10-18,6.66666
2022-10-19,3.04761
2022-10-20,4.0
2022-10-21,3.42857
2022-10-22,3.42857
2022-10-23,2.09523
2022-10-24,5.71428
2022-10-25,6.28571
2022-10-26,4.7619
2022-10-27,4.38095
2022-10-28,3.42857
2022-10-29,1.33333
2022-10-31,4.38095
2022-11-01,1.71428
2022-11-02,1.71428
2022-11-03,3.23809
2022-11-04,3.23809
2022-11-05,2.66666
2022-11-06,3.23809
2022-11-07,5.5238
2022-11-08,8.0
2022-11-09,1.5238
2022-11-10,7.80952
2022-11-11,6.47619
2022-11-12,2.28571
2022-11-13,1.5238
2022-11-14,5.90476
2022-11-15,6.09523
2022-11-16,6.09523
2022-11-17,3.42857
2022-11-18,4.0
2022-11-19,2.47619
2022-11-20,2.28571
2022-11-21,5.71428
2022-11-22,5.5238
2022-11-23,5.71428
2022-11-24,5.71428
2022-11-25,4.57142
2022-11-26,3.42857
2022-11-27,1.90476
2022-11-28,4.0
2022-11-29,10.28571
2022-11-30,7.04761
2022-12-01,4.38095
2022-12-02,3.80952
2022-12-03,2.66666
2022-12-04,3.42857
2022-12-05,6.66666
2022-12-06,5.33333
2022-12-07,4.57142
2022-12-08,5.5238
2022-12-09,5.33333
2022-12-10,5.71428
2022-12-11,3.04761
2022-12-12,6.85714
2022-12-13,9.5238
2022-12-14,11.04761
2022-12-15,8.19047
2022-12-16,3.61904
2022-12-17,3.42857
2022-12-18,3.80952
2022-12-19,9.71428
2022-12-20,11.23809
2022-12-21,12.57142
2022-12-22,16.95238
2022-12-23,9.90476
2022-12-24,4.7619
2022-12-25,3.80952
2022-12-26,12.0
2022-12-27,9.90476
2022-12-28,10.47619
2022-12-29,11.04761
2022-12-30,7.04761
2022-12-31,5.71428
2023-01-01,1.5238
2023-01-02,7.80952
2023-01-03,7.23809
2023-01-04,4.7619
2023-01-05,7.80952
2023-01-06,4.0
2023-01-07,1.90476
2023-01-08,3.04761
2023-01-09,7.61904
2023-01-10,7.23809
2023-01-11,6.66666
2023-01-12,10.28571
2023-01-13,7.80952
2023-01-14,2.28571
2023-01-15,2.66666
2023-01-16,9.5238
2023-01-17,5.71428
2023-01-18,4.38095
2023-01-19,2.28571
2023-01-20,7.80952
2023-01-21,4.38095
2023-01-22,1.5238
2023-01-23,1.71428
2023-01-24,2.47619
2023-01-25,7.80952
2023-01-26,8.57142
2023-01-27,7.04761
2023-01-28,2.28571
2023-01-29,2.66666
2023-01-30,8.19047
2023-01-31,8.57142
2023-02-01,6.85714
2023-02-02,4.19047
2023-02-03,4.38095
2023-02-04,1.5238
2023-02-05,3.23809
2023-02-06,4.0
2023-02-07,7.80952
2023-02-08,3.80952
2023-02-09,5.5238
2023-02-10,8.95238
2023-02-11,2.85714
2023-02-12,3.61904
2023-02-13,7.42857
2023-02-14,8.95238
2023-02-15,5.5238
2023-02-16,5.90476
2023-02-17,2.66666
2023-02-18,1.5238
2023-02-19,1.5238
2023-02-20,5.71428
2023-02-21,13.90476
2023-02-22,9.14285
2023-02-23,7.42857
2023-02-24,3.61904
2023-02-25,2.28571
2023-02-26,1.33333
2023-02-27,6.85714
2023-02-28,6.66666
2023-03-01,3.80952
2023-03-02,6.47619
2023-03-03,2.66666
2023-03-04,3.23809
2023-03-05,1.90476
2023-03-06,5.5238
2023-03-07,5.5238
2023-03-08,6.09523
2023-03-09,5.5238
2023-03-10,3.80952
2023-03-11,2.09523
2023-03-12,1.71428
2023-03-13,5.90476
2023-03-14,6.09523
2023-03-15,8.38095
2023-03-16,6.66666
2023-03-17,5.14285
2023-03-18,3.04761
2023-03-19,1.5238
2023-03-20,9.5238
2023-03-21,12.57142
2023-03-22,8.0
2023-03-23,4.7619
2023-03-24,5.14285
2023-03-25,3.61904
2023-03-26,2.28571
2023-03-27,11.04761
2023-03-28,8.0
2023-03-29,6.85714
2023-03-30,4.95238
2023-03-31,8.57142
2023-04-01,2.66666
2023-04-02,3.04761
2023-04-03,4.95238
2023-04-04,3.61904
2023-04-05,8.19047
2023-04-06,8.19047
2023-04-07,2.85714
2023-04-08,1.14285
2023-04-09,2.09523
2023-04-10,5.14285
2023-04-11,7.04761
2023-04-12,6.85714
2023-04-13,9.90476
2023-04-14,4.38095
2023-04-15,2.28571
2023-04-16,1.5238
2023-04-17,4.7619
2023-04-18,5.5238
2023-04-19,7.61904
2023-04-20,5.90476
2023-04-21,9.33333
2023-04-22,3.61904
2023-04-23,2.47619
2023-04-24,5.14285
2023-04-25,8.95238
2023-04-26,5.90476
2023-04-27,4.38095
2023-04-28,6.47619
2023-04-29,1.33333
2023-04-30,1.14285
2023-05-01,1.5238
2023-05-02,4.38095
2023-05-03,4.7619
2023-05-04,3.23809
2023-05-05,3.04761
2023-05-06,2.85714
2023-05-07,2.47619
2023-05-08,5.5238
2023-05-09,8.0
2023-05-10,4.57142
2023-05-11,4.57142
2023-05-12,5.14285
2023-05-13,1.71428
2023-05-14,2.66666
2023-05-15,7.42857
2023-05-16,7.80952
2023-05-17,7.04761
2023-05-18,3.61904
2023-05-19,4.95238
2023-05-20,1.71428
2023-05-21,1.90476
2023-05-22,6.85714
2023-05-23,9.14285
2023-05-24,6.47619
2023-05-25,8.95238
2023-05-26,4.95238
2023-05-27,1.5238
2023-05-28,2.66666
2023-05-29,3.04761
2023-05-30,3.42857
2023-05-31,6.09523
2023-06-01,6.47619
2023-06-02,4.19047
2023-06-03,1.5238
2023-06-04,1.90476
2023-06-05,3.42857
2023-06-07,4.7619
2023-06-08,5.14285
2023-06-09,2.85714
2023-06-10,1.90476
2023-06-11,3.23809
2023-06-12,7.23809
2023-06-13,6.47619
2023-06-14,7.04761
2023-06-15,5.5238
2023-06-16,5.90476
2023-06-17,2.66666
2023-06-18,3.61904
2023-06-19,7.04761
2023-06-20,8.0
2023-06-21,7.23809
2023-06-22,5.5238
2023-06-23,3.42857
2023-06-24,1.5238
2023-06-25,1.14285
2023-06-26,9.5238
2023-06-27,8.0
2023-06-28,6.85714
2023-06-29,8.7619
2023-06-30,7.23809
2023-07-01,2.85714
2023-07-02,2.09523
2023-07-03,4.57142
2023-07-04,4.7619
2023-07-05,8.38095
2023-07-06,5.71428
2023-07-07,3.61904
2023-07-08,3.61904
2023-07-09,2.47619
2023-07-10,5.90476
2023-07-11,9.71428
2023-07-12,5.90476
2023-07-13,7.23809
2023-07-14,5.71428
2023-07-15,0.95238
2023-07-16,0.95238
2023-07-17,6.66666
2023-07-18,3.04761
2023-07-19,7.42857
2023-07-20,5.5238
