date,코인구매
2021-08-14,11.30434
2021-08-15,6.08695
2021-08-16,5.21739
2021-08-17,12.17391
2021-08-18,4.34782
2021-08-19,6.95652
2021-08-20,6.08695
2021-08-21,5.21739
2021-08-23,6.95652
2021-08-24,8.69565
2021-08-26,4.34782
2021-08-27,5.21739
2021-08-30,5.21739
2021-08-31,4.34782
2021-09-01,8.69565
2021-09-02,13.04347
2021-09-03,16.52173
2021-09-04,10.43478
2021-09-05,5.21739
2021-09-06,8.69565
2021-09-07,4.34782
2021-09-08,15.65217
2021-09-09,6.08695
2021-09-10,4.34782
2021-09-14,5.21739
2021-09-15,4.34782
2021-09-17,4.34782
2021-09-21,6.08695
2021-09-22,5.21739
2021-09-23,6.08695
2021-09-29,5.21739
2021-09-30,6.95652
2021-10-02,6.08695
2021-10-04,6.08695
2021-10-05,6.95652
2021-10-07,8.69565
2021-10-08,7.82608
2021-10-09,5.21739
2021-10-12,11.30434
2021-10-15,7.82608
2021-10-17,4.34782
2021-10-19,6.95652
2021-10-20,6.08695
2021-10-21,15.65217
2021-10-23,6.08695
2021-10-24,8.69565
2021-10-25,18.26086
2021-10-26,6.95652
2021-10-27,17.3913
2021-10-28,11.30434
2021-10-29,19.13043
2021-10-30,12.17391
2021-10-31,14.7826
2021-11-01,13.04347
2021-11-02,26.08695
2021-11-03,21.73913
2021-11-04,20.86956
2021-11-05,6.95652
2021-11-06,10.43478
2021-11-07,7.82608
2021-11-08,9.56521
2021-11-09,20.0
2021-11-10,15.65217
2021-11-11,13.91304
2021-11-12,13.04347
2021-11-13,14.7826
2021-11-14,15.65217
2021-11-15,14.7826
2021-11-16,17.3913
2021-11-17,20.86956
2021-11-18,20.0
2021-11-19,18.26086
2021-11-20,13.04347
2021-11-21,15.65217
2021-11-22,13.04347
2021-11-23,10.43478
2021-11-24,10.43478
2021-11-25,18.26086
2021-11-26,28.69565
2021-11-27,34.7826
2021-11-28,13.91304
2021-11-29,11.30434
2021-11-30,6.08695
2021-12-01,17.3913
2021-12-02,6.95652
2021-12-03,5.21739
2021-12-04,25.21739
2021-12-05,11.30434
2021-12-06,18.26086
2021-12-07,12.17391
2021-12-08,14.7826
2021-12-09,8.69565
2021-12-10,7.82608
2021-12-11,5.21739
2021-12-12,5.21739
2021-12-13,10.43478
2021-12-14,8.69565
2021-12-15,9.56521
2021-12-16,6.95652
2021-12-17,6.95652
2021-12-18,7.82608
2021-12-19,5.21739
2021-12-20,4.34782
2021-12-21,5.21739
2021-12-22,10.43478
2021-12-23,9.56521
2021-12-24,12.17391
2021-12-25,6.08695
2021-12-26,5.21739
2021-12-27,12.17391
2021-12-28,9.56521
2021-12-29,9.56521
2021-12-30,5.21739
2022-01-01,13.91304
2022-01-02,6.08695
2022-01-03,7.82608
2022-01-04,14.7826
2022-01-05,11.30434
2022-01-06,12.17391
2022-01-07,13.91304
2022-01-08,10.43478
2022-01-09,17.3913
2022-01-10,6.95652
2022-01-11,14.7826
2022-01-12,15.65217
2022-01-13,7.82608
2022-01-14,10.43478
2022-01-15,13.91304
2022-01-16,17.3913
2022-01-17,11.30434
2022-01-18,10.43478
2022-01-19,20.0
2022-01-20,14.7826
2022-01-21,6.95652
2022-01-22,7.82608
2022-01-23,12.17391
2022-01-24,13.91304
2022-01-25,11.30434
2022-01-26,7.82608
2022-01-27,11.30434
2022-01-30,6.95652
2022-01-31,7.82608
2022-02-01,6.95652
2022-02-02,4.34782
2022-02-05,6.08695
2022-02-07,4.34782
2022-02-08,11.30434
2022-02-09,9.56521
2022-02-10,9.56521
2022-02-11,5.21739
2022-02-13,6.95652
2022-02-14,7.82608
2022-02-15,12.17391
2022-02-16,6.95652
2022-02-17,4.34782
2022-02-18,5.21739
2022-02-19,9.56521
2022-02-20,5.21739
2022-02-21,5.21739
2022-02-22,6.08695
2022-02-23,12.17391
2022-02-24,11.30434
2022-02-25,8.69565
2022-02-27,6.08695
2022-02-28,4.34782
2022-03-01,5.21739
2022-03-02,5.21739
2022-03-03,6.08695
2022-03-04,4.34782
2022-03-05,6.08695
2022-03-06,4.34782
2022-03-07,4.34782
2022-03-08,9.56521
2022-03-10,6.08695
2022-03-12,6.08695
2022-03-18,6.95652
2022-03-19,6.95652
2022-03-20,8.69565
2022-03-21,6.08695
2022-03-23,6.95652
2022-03-25,4.34782
2022-03-26,13.04347
2022-03-27,9.56521
2022-03-29,13.04347
2022-03-30,6.08695
2022-03-31,10.43478
2022-04-01,7.82608
2022-04-02,6.08695
2022-04-04,4.34782
2022-04-05,9.56521
2022-04-06,6.08695
2022-04-08,6.08695
2022-04-10,4.34782
2022-04-11,6.08695
2022-04-12,7.82608
2022-04-13,6.08695
2022-04-17,6.95652
2022-04-18,7.82608
2022-04-19,6.95652
2022-04-23,6.95652
2022-04-24,4.34782
2022-04-25,4.34782
2022-04-26,9.56521
2022-04-27,6.95652
2022-04-29,7.82608
2022-04-30,6.08695
2022-05-01,6.08695
2022-05-02,5.21739
2022-05-03,4.34782
2022-05-04,4.34782
2022-05-05,6.95652
2022-05-06,5.21739
2022-05-07,4.34782
2022-05-08,7.82608
2022-05-09,5.21739
2022-05-10,5.21739
2022-05-11,9.56521
2022-05-12,47.82608
2022-05-13,100.0
2022-05-14,24.34782
2022-05-15,26.08695
2022-05-16,19.13043
2022-05-17,16.52173
2022-05-18,18.26086
2022-05-19,12.17391
2022-05-20,8.69565
2022-05-21,10.43478
2022-05-22,6.95652
2022-05-23,6.95652
2022-05-24,11.30434
2022-05-26,6.95652
2022-05-29,8.69565
2022-05-30,9.56521
2022-05-31,5.21739
2022-06-01,6.08695
2022-06-02,9.56521
2022-06-03,6.08695
2022-06-05,4.34782
2022-06-06,5.21739
2022-06-07,5.21739
2022-06-08,6.95652
2022-06-09,4.34782
2022-06-10,6.95652
2022-06-12,14.7826
2022-06-13,10.43478
2022-06-14,4.34782
2022-06-15,7.82608
2022-06-16,10.43478
2022-06-18,5.21739
2022-06-19,5.21739
2022-06-21,6.95652
2022-06-25,4.34782
2022-06-26,4.34782
2022-06-28,9.56521
2022-06-30,6.95652
2022-07-04,5.21739
2022-07-10,8.69565
2022-07-12,4.34782
2022-07-13,4.34782
2022-07-20,5.21739
2022-07-22,8.69565
2022-07-23,7.82608
2022-07-24,8.69565
2022-07-28,4.34782
2022-07-30,4.34782
2022-08-05,4.34782
2022-08-11,5.21739
2022-08-12,4.34782
2022-08-13,6.08695
2022-08-14,5.21739
2022-08-15,4.34782
2022-09-03,4.34782
2022-09-13,8.69565
2022-09-14,5.21739
2022-09-19,4.34782
2022-09-21,4.34782
2022-09-22,6.08695
2022-09-23,4.34782
2022-09-24,4.34782
2022-09-26,4.34782
2022-09-30,7.82608
2022-10-06,5.21739
2022-10-10,7.82608
2022-10-13,5.21739
2022-10-16,4.34782
2022-10-18,10.43478
2022-10-21,6.95652
2022-10-26,7.82608
2022-10-27,8.69565
2022-10-30,4.34782
2022-11-01,5.21739
2022-11-02,7.82608
2022-11-04,4.34782
2022-11-06,6.08695
2022-11-07,7.82608
2022-11-08,10.43478
2022-11-09,4.34782
2022-11-10,19.13043
2022-11-11,4.34782
2022-11-12,13.04347
2022-11-13,9.56521
2022-11-14,8.69565
2022-11-15,5.21739
2022-11-16,5.21739
2022-11-17,10.43478
2022-11-21,6.95652
2022-11-22,6.08695
2022-11-23,8.69565
2022-11-25,5.21739
2022-11-28,5.21739
2022-11-29,9.56521
2022-12-01,6.95652
2022-12-02,6.08695
2022-12-04,4.34782
2022-12-08,4.34782
2022-12-09,7.82608
2022-12-14,6.08695
2022-12-18,4.34782
2022-12-21,4.34782
2022-12-26,4.34782
2022-12-27,6.08695
2023-01-16,4.34782
2023-01-17,4.34782
2023-01-19,4.34782
2023-01-23,6.95652
2023-01-25,7.82608
2023-01-26,5.21739
2023-01-28,4.34782
2023-01-29,4.34782
2023-01-30,6.08695
2023-02-02,6.95652
2023-02-06,7.82608
2023-02-07,4.34782
2023-02-08,5.21739
2023-02-09,6.08695
2023-02-10,11.30434
2023-02-11,10.43478
2023-02-12,7.82608
2023-02-14,4.34782
2023-02-15,7.82608
2023-02-16,16.52173
2023-02-19,4.34782
2023-02-21,4.34782
2023-02-22,9.56521
2023-02-23,6.08695
2023-03-03,4.34782
2023-03-05,4.34782
2023-03-13,4.34782
2023-03-14,9.56521
2023-03-15,4.34782
2023-03-16,4.34782
2023-03-18,6.08695
2023-03-19,7.82608
2023-03-20,6.95652
2023-03-21,11.30434
2023-03-22,8.69565
2023-03-23,5.21739
2023-03-24,11.30434
2023-03-26,4.34782
2023-03-27,5.21739
2023-03-28,5.21739
2023-03-29,5.21739
2023-03-30,4.34782
2023-04-01,5.21739
2023-04-02,4.34782
2023-04-03,5.21739
2023-04-04,4.34782
2023-04-05,7.82608
2023-04-06,4.34782
2023-04-07,6.95652
2023-04-09,9.56521
2023-04-10,6.08695
2023-04-12,11.30434
2023-04-13,5.21739
2023-04-14,8.69565
2023-04-21,5.21739
2023-04-24,10.43478
2023-04-25,4.34782
2023-04-26,6.95652
2023-04-27,4.34782
2023-05-01,7.82608
2023-05-02,6.95652
2023-05-03,5.21739
2023-05-04,6.95652
2023-05-05,10.43478
2023-05-06,8.69565
2023-05-07,15.65217
2023-05-08,12.17391
2023-05-09,10.43478
2023-05-10,12.17391
2023-05-11,9.56521
2023-05-12,14.7826
2023-05-13,9.56521
2023-05-14,14.7826
2023-05-15,11.30434
2023-05-16,6.08695
2023-05-17,4.34782
2023-05-18,5.21739
2023-05-19,7.82608
2023-05-20,8.69565
2023-05-22,5.21739
2023-05-23,5.21739
2023-05-24,8.69565
2023-05-25,9.56521
2023-05-27,6.95652
2023-05-28,4.34782
2023-05-30,6.08695
2023-06-03,4.34782
2023-06-05,4.34782
2023-06-06,8.69565
2023-06-09,4.34782
2023-06-10,4.34782
2023-06-11,4.34782
2023-06-12,4.34782
2023-06-13,4.34782
2023-06-14,6.08695
2023-06-18,6.08695
2023-06-19,5.21739
2023-06-21,7.82608
2023-06-23,6.08695
2023-06-25,5.21739
2023-06-26,4.34782
2023-06-29,4.34782
2023-07-01,6.95652
2023-07-02,5.21739
2023-07-03,4.34782
2023-07-05,4.34782
2023-07-08,5.21739
2023-07-09,5.21739
2023-07-11,7.82608
2023-07-12,6.08695
2023-07-14,8.69565
2023-07-15,4.34782
2023-07-16,6.08695
2023-07-17,7.82608
2023-07-19,8.69565
2023-07-20,13.04347
2023-07-22,6.95652
2023-07-24,9.56521
2023-07-26,9.56521
2023-07-27,4.34782
2023-07-28,9.56521
2023-07-29,6.95652
2023-07-30,6.95652
2023-08-01,7.82608
2023-08-02,6.95652
2023-08-03,10.43478
2023-08-04,10.43478
2023-08-05,8.69565
2023-08-06,13.91304
2023-08-07,7.82608
2023-08-08,11.30434
2023-08-09,13.91304
2023-08-10,6.08695
2023-08-11,8.69565
2023-08-12,12.17391
2023-08-13,12.17391
2023-08-14,18.26086
2023-08-15,5.21739
2023-08-18,6.95652
2023-08-19,4.34782
2023-08-20,4.34782
2023-08-21,6.08695
2023-08-22,4.34782
2023-08-23,7.82608
2023-08-24,4.34782
2023-08-25,10.43478
2023-08-27,8.69565
2023-08-29,7.82608
2023-08-31,6.95652
2023-09-01,6.08695
2023-09-04,5.21739
2023-09-05,8.69565
2023-09-06,6.95652
2023-09-11,7.82608
2023-09-12,6.95652
2023-09-13,6.95652
2023-09-15,6.95652
2023-09-16,7.82608
2023-09-19,5.21739
2023-09-21,6.08695
2023-09-22,4.34782
2023-09-23,4.34782
2023-09-24,5.21739
2023-09-26,4.34782
2023-10-02,4.34782
2023-10-09,4.34782
2023-10-16,4.34782
2023-10-18,4.34782
2023-10-22,5.21739
2023-10-23,4.34782
2023-10-25,7.82608
2023-10-27,5.21739
2023-10-28,6.95652
2023-10-30,6.95652
2023-10-31,6.08695
2023-11-01,6.08695
2023-11-02,9.56521
2023-11-03,5.21739
2023-11-04,5.21739
2023-11-06,9.56521
2023-11-07,5.21739
2023-11-08,12.17391
2023-11-09,10.43478
2023-11-11,9.56521
2023-11-12,4.34782
2023-11-15,4.34782
2023-11-16,6.08695
2023-11-17,6.95652
2023-11-21,4.34782
2023-11-22,5.21739
2023-11-24,6.95652
2023-11-25,4.34782
2023-11-27,4.34782
2023-11-28,6.08695
2023-12-04,5.21739
2023-12-05,11.30434
2023-12-06,14.7826
2023-12-07,14.7826
2023-12-08,11.30434
2023-12-09,8.69565
2023-12-10,8.69565
2023-12-11,10.43478
2023-12-12,9.56521
2023-12-13,25.21739
2023-12-14,11.30434
2023-12-15,8.69565
2023-12-16,5.21739
2023-12-17,10.43478
2023-12-18,8.69565
2023-12-19,16.52173
2023-12-20,10.43478
2023-12-21,6.08695
2023-12-23,5.21739
2023-12-24,13.04347
2023-12-25,8.69565
2023-12-26,11.30434
2023-12-27,6.95652
2023-12-28,9.56521
2023-12-29,8.69565
2023-12-30,7.82608
2023-12-31,8.69565
2024-01-01,7.82608
2024-01-02,6.08695
2024-01-03,10.43478
2024-01-04,6.08695
2024-01-05,11.30434
2024-01-06,7.82608
2024-01-07,8.69565
2024-01-08,12.17391
2024-01-09,16.52173
2024-01-10,20.0
2024-01-11,41.73913
2024-01-12,19.13043
2024-01-13,5.21739
2024-01-14,18.26086
2024-01-15,18.26086
2024-01-16,7.82608
2024-01-17,12.17391
2024-01-18,8.69565
2024-01-19,9.56521
2024-01-20,4.34782
2024-01-23,20.86956
2024-01-25,6.08695
2024-01-28,5.21739
2024-01-29,8.69565
2024-01-30,9.56521
2024-02-02,5.21739
2024-02-03,6.95652
2024-02-05,6.95652
2024-02-06,4.34782
2024-02-07,4.34782
2024-02-08,8.69565
2024-02-09,5.21739
2024-02-10,7.82608
2024-02-11,7.82608
2024-02-12,8.69565
2024-02-13,11.30434
2024-02-14,8.69565
2024-02-15,19.13043
2024-02-16,17.3913
2024-02-17,9.56521
2024-02-18,7.82608
2024-02-19,9.56521
2024-02-20,16.52173
2024-02-21,14.7826
2024-02-22,15.65217
2024-02-23,18.26086
2024-02-24,14.7826
2024-02-25,15.65217
2024-02-26,16.52173
2024-02-27,22.60869
2024-02-28,28.69565
2024-02-29,50.43478
2024-03-01,20.0
2024-03-02,32.17391
2024-03-03,22.60869
2024-03-04,40.0
2024-03-05,83.47826
2024-03-06,54.7826
2024-03-07,39.13043
2024-03-08,29.56521
2024-03-09,41.73913
2024-03-10,41.73913
2024-03-11,83.47826
2024-03-12,88.69565
2024-03-13,60.0
2024-03-14,73.04347
2024-03-15,29.56521
2024-03-16,16.52173
2024-03-17,38.26086
2024-03-18,20.0
2024-03-19,15.65217
2024-03-20,15.65217
