date,연말정산세액공제
2020-07-05,0.67189
2020-07-06,1.95968
2020-07-07,1.34378
2020-07-08,1.73572
2020-07-09,1.56774
2020-07-10,1.67973
2020-07-11,0.95184
2020-07-12,1.11982
2020-07-13,2.57558
2020-07-14,2.40761
2020-07-15,1.8477
2020-07-16,2.35162
2020-07-17,1.90369
2020-07-18,1.62374
2020-07-19,1.8477
2020-07-20,1.2318
2020-07-21,2.18365
2020-07-22,2.40761
2020-07-23,2.85554
2020-07-24,1.90369
2020-07-25,1.17581
2020-07-26,1.28779
2020-07-27,2.18365
2020-07-28,2.63157
2020-07-29,1.73572
2020-07-30,1.34378
2020-07-31,1.11982
2020-08-01,0.95184
2020-08-02,1.00783
2020-08-03,1.17581
2020-08-04,1.79171
2020-08-05,2.18365
2020-08-06,1.8477
2020-08-07,1.67973
2020-08-08,1.39977
2020-08-09,0.67189
2020-08-10,1.79171
2020-08-11,1.51175
2020-08-12,1.79171
2020-08-13,1.51175
2020-08-14,1.90369
2020-08-15,1.2318
2020-08-16,0.67189
2020-08-17,0.67189
2020-08-18,1.34378
2020-08-19,2.01567
2020-08-20,1.95968
2020-08-21,1.73572
2020-08-22,0.83986
2020-08-23,1.06382
2020-08-24,1.56774
2020-08-25,1.8477
2020-08-26,2.4636
2020-08-27,2.40761
2020-08-28,0.95184
2020-08-29,0.67189
2020-08-30,1.17581
2020-08-31,2.01567
2020-09-01,1.51175
2020-09-02,1.90369
2020-09-03,1.51175
2020-09-04,1.90369
2020-09-05,0.72788
2020-09-06,0.83986
2020-09-07,1.51175
2020-09-08,1.8477
2020-09-09,1.45576
2020-09-10,2.29563
2020-09-11,2.01567
2020-09-12,1.2318
2020-09-13,0.83986
2020-09-14,1.34378
2020-09-15,1.51175
2020-09-16,0.55991
2020-09-17,1.67973
2020-09-18,1.51175
2020-09-19,0.72788
2020-09-20,0.89585
2020-09-21,1.90369
2020-09-22,1.90369
2020-09-23,2.07166
2020-09-24,2.40761
2020-09-25,2.07166
2020-09-26,1.06382
2020-09-27,1.00783
2020-09-28,2.18365
2020-09-29,2.18365
2020-09-30,1.06382
2020-10-01,1.11982
2020-10-02,1.06382
2020-10-03,0.67189
2020-10-04,1.45576
2020-10-05,2.29563
2020-10-06,1.95968
2020-10-07,2.57558
2020-10-08,2.29563
2020-10-09,1.73572
2020-10-10,1.17581
2020-10-11,1.62374
2020-10-12,1.73572
2020-10-13,1.62374
2020-10-14,2.07166
2020-10-15,1.95968
2020-10-16,1.45576
2020-10-17,0.95184
2020-10-18,1.2318
2020-10-19,3.58342
2020-10-20,2.01567
2020-10-21,2.57558
2020-10-22,1.95968
2020-10-23,2.01567
2020-10-24,1.28779
2020-10-25,1.62374
2020-10-26,2.85554
2020-10-27,2.68756
2020-10-28,2.35162
2020-10-29,1.67973
2020-10-30,4.53527
2020-10-31,1.90369
2020-11-01,2.01567
2020-11-02,3.63941
2020-11-03,4.25531
2020-11-04,3.0795
2020-11-05,3.24748
2020-11-06,1.90369
2020-11-07,1.34378
2020-11-08,1.62374
2020-11-09,3.6954
2020-11-10,3.86338
2020-11-11,3.0795
2020-11-12,3.02351
2020-11-13,2.01567
2020-11-14,1.62374
2020-11-15,2.01567
2020-11-16,3.02351
2020-11-17,3.30347
2020-11-18,4.25531
2020-11-19,4.64725
2020-11-20,3.30347
2020-11-21,2.01567
2020-11-22,1.62374
2020-11-23,3.97536
2020-11-24,4.81522
2020-11-25,4.81522
2020-11-26,5.76707
2020-11-27,3.86338
2020-11-28,2.91153
2020-11-29,3.47144
2020-11-30,5.54311
2020-12-01,5.99104
2020-12-02,4.19932
2020-12-03,5.65509
2020-12-04,5.54311
2020-12-05,3.30347
2020-12-06,2.91153
2020-12-07,4.75923
2020-12-08,5.87905
2020-12-09,6.8309
2020-12-10,6.88689
2020-12-11,6.32698
2020-12-12,2.85554
2020-12-13,3.80739
2020-12-14,8.56662
2020-12-15,8.7346
2020-12-16,7.11086
2020-12-17,8.1187
2020-12-18,5.37513
2020-12-19,3.75139
2020-12-20,4.14333
2020-12-21,9.63045
2020-12-22,8.17469
2020-12-23,9.57446
2020-12-24,8.34266
2020-12-25,6.04703
2020-12-26,5.15117
2020-12-27,5.65509
2020-12-28,12.486
2020-12-29,12.82194
2020-12-30,12.09406
2020-12-31,11.53415
2021-01-01,3.52743
2021-01-02,4.42329
2021-01-03,3.86338
2021-01-04,7.11086
2021-01-05,6.49496
2021-01-06,6.88689
2021-01-07,5.5991
2021-01-08,6.215
2021-01-09,4.47928
2021-01-10,4.75923
2021-01-11,8.79059
2021-01-12,9.07054
2021-01-13,12.09406
2021-01-14,15.06159
2021-01-15,75.30795
2021-01-16,25.19596
2021-01-17,23.34826
2021-01-18,82.41881
2021-01-19,67.63717
2021-01-20,64.3337
2021-01-21,57.22284
2021-01-22,42.21724
2021-01-23,17.74916
2021-01-24,17.13325
2021-01-25,37.23404
2021-01-26,32.25083
2021-01-27,28.38745
2021-01-28,21.05263
2021-01-29,15.50951
2021-01-30,8.90257
2021-01-31,8.56662
2021-02-01,15.84546
2021-02-02,13.82978
2021-02-03,13.88577
2021-02-04,14.38969
2021-02-05,10.63829
2021-02-06,7.55879
2021-02-07,6.49496
2021-02-08,14.27771
2021-02-09,14.05375
2021-02-10,10.52631
2021-02-11,5.09518
2021-02-12,4.87122
2021-02-13,4.31131
2021-02-14,5.09518
2021-02-15,15.90145
2021-02-16,17.18924
2021-02-17,17.91713
2021-02-18,15.90145
2021-02-19,12.82194
2021-02-20,5.54311
2021-02-21,4.64725
2021-02-22,14.3337
2021-02-23,14.44568
2021-02-24,12.26203
2021-02-25,14.10974
2021-02-26,10.13437
2021-02-27,3.58342
2021-02-28,3.6954
2021-03-01,3.80739
2021-03-02,7.4468
2021-03-03,7.67077
2021-03-04,6.71892
2021-03-05,6.27099
2021-03-06,3.52743
2021-03-07,3.24748
2021-03-08,5.5991
2021-03-09,5.37513
2021-03-10,8.1187
2021-03-11,5.26315
2021-03-12,4.47928
2021-03-13,2.35162
2021-03-14,2.12765
2021-03-15,3.13549
2021-03-16,3.97536
2021-03-17,3.19148
2021-03-18,3.02351
2021-03-19,3.86338
2021-03-20,1.79171
2021-03-21,1.17581
2021-03-22,3.47144
2021-03-23,2.68756
2021-03-24,2.91153
2021-03-25,4.19932
2021-03-26,3.35946
2021-03-27,0.95184
2021-03-28,2.18365
2021-03-29,3.30347
2021-03-30,2.74356
2021-03-31,2.96752
2021-04-01,3.02351
2021-04-02,2.51959
2021-04-03,0.78387
2021-04-04,1.79171
2021-04-05,2.85554
2021-04-06,2.57558
2021-04-07,2.40761
2021-04-08,2.40761
2021-04-09,1.90369
2021-04-10,1.17581
2021-04-11,1.8477
2021-04-12,2.01567
2021-04-13,1.8477
2021-04-14,1.79171
2021-04-15,3.52743
2021-04-16,2.07166
2021-04-17,2.12765
2021-04-18,1.62374
2021-04-19,2.29563
2021-04-20,1.95968
2021-04-21,2.68756
2021-04-22,2.40761
2021-04-23,2.18365
2021-04-24,1.2318
2021-04-25,2.01567
2021-04-26,2.51959
2021-04-27,3.02351
2021-04-28,2.4636
2021-04-29,1.73572
2021-04-30,1.62374
2021-05-01,3.30347
2021-05-02,2.40761
2021-05-03,4.31131
2021-05-04,3.19148
2021-05-05,2.12765
2021-05-06,3.58342
2021-05-07,2.85554
2021-05-08,1.62374
2021-05-09,2.68756
2021-05-10,3.75139
2021-05-11,3.63941
2021-05-12,3.63941
2021-05-13,3.24748
2021-05-14,3.35946
2021-05-15,1.11982
2021-05-16,2.51959
2021-05-17,4.75923
2021-05-18,2.91153
2021-05-19,2.07166
2021-05-20,3.35946
2021-05-21,2.68756
2021-05-22,2.40761
2021-05-23,2.12765
2021-05-24,3.47144
2021-05-25,3.86338
2021-05-26,2.96752
2021-05-27,4.25531
2021-05-28,3.30347
2021-05-29,1.79171
2021-05-30,1.79171
2021-05-31,3.41545
2021-06-01,2.23964
2021-06-02,3.52743
2021-06-03,2.57558
2021-06-04,2.07166
2021-06-05,1.73572
2021-06-06,1.00783
2021-06-07,2.63157
2021-06-08,2.12765
2021-06-09,2.18365
2021-06-10,2.35162
2021-06-11,1.39977
2021-06-12,1.39977
2021-06-13,1.2318
2021-06-14,1.90369
2021-06-15,2.29563
2021-06-16,2.01567
2021-06-17,2.35162
2021-06-18,1.56774
2021-06-19,0.6159
2021-06-20,1.11982
2021-06-21,2.35162
2021-06-22,2.23964
2021-06-23,1.8477
2021-06-24,2.07166
2021-06-25,2.51959
2021-06-26,1.39977
2021-06-27,1.90369
2021-06-28,2.68756
2021-06-29,3.19148
2021-06-30,2.4636
2021-07-01,2.74356
2021-07-02,2.29563
2021-07-03,1.8477
2021-07-04,1.2318
2021-07-05,2.12765
2021-07-06,2.85554
2021-07-07,2.79955
2021-07-08,2.12765
2021-07-09,1.95968
2021-07-10,1.39977
2021-07-11,1.39977
2021-07-12,1.95968
2021-07-13,1.51175
2021-07-14,1.67973
2021-07-15,1.73572
2021-07-16,1.2318
2021-07-17,0.89585
2021-07-18,0.95184
2021-07-19,1.8477
2021-07-20,2.07166
2021-07-21,1.90369
2021-07-22,2.40761
2021-07-23,2.35162
2021-07-24,1.62374
2021-07-25,1.67973
2021-07-26,1.17581
2021-07-27,2.96752
2021-07-28,3.13549
2021-07-29,2.35162
2021-07-30,1.17581
2021-07-31,0.55991
2021-08-01,1.34378
2021-08-02,1.67973
2021-08-03,1.56774
2021-08-04,1.56774
2021-08-05,1.8477
2021-08-06,1.45576
2021-08-07,0.67189
2021-08-08,1.11982
2021-08-09,1.8477
2021-08-10,1.67973
2021-08-11,1.45576
2021-08-12,1.45576
2021-08-13,1.67973
2021-08-14,1.34378
2021-08-15,1.34378
2021-08-16,0.83986
2021-08-17,1.39977
2021-08-18,1.8477
2021-08-19,2.07166
2021-08-20,1.62374
2021-08-21,0.89585
2021-08-22,1.34378
2021-08-23,2.18365
2021-08-24,1.56774
2021-08-25,1.90369
2021-08-26,2.18365
2021-08-27,1.67973
2021-08-28,0.78387
2021-08-29,0.44792
2021-08-30,2.40761
2021-08-31,2.01567
2021-09-01,1.8477
2021-09-02,1.62374
2021-09-03,1.56774
2021-09-04,1.06382
2021-09-05,1.45576
2021-09-06,1.90369
2021-09-07,2.35162
2021-09-08,2.74356
2021-09-09,1.2318
2021-09-10,1.79171
2021-09-11,0.95184
2021-09-12,1.34378
2021-09-13,1.62374
2021-09-14,2.12765
2021-09-15,1.73572
2021-09-16,1.06382
2021-09-17,1.62374
2021-09-18,0.78387
2021-09-19,1.11982
2021-09-20,1.45576
2021-09-21,0.78387
2021-09-22,2.07166
2021-09-23,1.73572
2021-09-24,2.07166
2021-09-25,1.45576
2021-09-26,1.79171
2021-09-27,2.01567
2021-09-28,2.4636
2021-09-29,1.95968
2021-09-30,2.01567
2021-10-01,2.12765
2021-10-02,1.56774
2021-10-03,1.06382
2021-10-04,1.79171
2021-10-05,1.8477
2021-10-06,1.51175
2021-10-07,2.12765
2021-10-08,1.34378
2021-10-09,0.44792
2021-10-10,1.45576
2021-10-11,1.28779
2021-10-12,1.8477
2021-10-13,2.12765
2021-10-14,2.57558
2021-10-15,1.56774
2021-10-16,0.83986
2021-10-17,1.39977
2021-10-18,2.23964
2021-10-19,1.62374
2021-10-20,2.29563
2021-10-21,1.95968
2021-10-22,1.95968
2021-10-23,1.73572
2021-10-24,0.89585
2021-10-25,2.96752
2021-10-26,2.68756
2021-10-27,2.23964
2021-10-28,1.90369
2021-10-29,2.74356
2021-10-30,2.23964
2021-10-31,1.00783
2021-11-01,3.0795
2021-11-02,2.51959
2021-11-03,2.79955
2021-11-04,2.91153
2021-11-05,2.07166
2021-11-06,1.39977
2021-11-07,1.56774
2021-11-08,2.63157
2021-11-09,3.52743
2021-11-10,3.30347
2021-11-11,3.63941
2021-11-12,3.19148
2021-11-13,1.8477
2021-11-14,1.90369
2021-11-15,3.35946
2021-11-16,3.02351
2021-11-17,4.14333
2021-11-18,3.0795
2021-11-19,3.52743
2021-11-20,1.90369
2021-11-21,2.18365
2021-11-22,2.4636
2021-11-23,3.47144
2021-11-24,4.14333
2021-11-25,5.31914
2021-11-26,3.91937
2021-11-27,1.8477
2021-11-28,2.51959
2021-11-29,4.92721
2021-11-30,3.30347
2021-12-01,3.86338
2021-12-02,4.87122
2021-12-03,4.75923
2021-12-04,2.74356
2021-12-05,2.4636
2021-12-06,5.15117
2021-12-07,5.37513
2021-12-08,5.43113
2021-12-09,6.10302
2021-12-10,5.76707
2021-12-11,3.41545
2021-12-12,4.31131
2021-12-13,6.49496
2021-12-14,5.54311
2021-12-15,6.99888
2021-12-16,6.94288
2021-12-17,6.15901
2021-12-18,3.30347
2021-12-19,4.81522
2021-12-20,8.23068
2021-12-21,9.07054
2021-12-22,7.33482
2021-12-23,8.95856
2021-12-24,9.18253
2021-12-25,4.87122
2021-12-26,4.9832
2021-12-27,11.98208
2021-12-28,11.42217
2021-12-29,10.24636
2021-12-30,13.1019
2021-12-31,12.54199
2022-01-01,2.91153
2022-01-02,4.81522
2022-01-03,6.66293
2022-01-04,7.50279
2022-01-05,7.89473
2022-01-06,6.43896
2022-01-07,6.43896
2022-01-08,3.02351
2022-01-09,4.92721
2022-01-10,8.79059
2022-01-11,9.63045
2022-01-12,9.29451
2022-01-13,12.31802
2022-01-14,10.52631
2022-01-15,23.68421
2022-01-16,19.76483
2022-01-17,72.39641
2022-01-18,88.01791
2022-01-19,59.23852
2022-01-20,63.43784
2022-01-21,60.86226
2022-01-22,25.5879
2022-01-23,24.972
2022-01-24,69.93281
2022-01-25,60.47032
2022-01-26,46.64053
2022-01-27,35.38633
2022-01-28,30.06718
2022-01-29,15.28555
2022-01-30,11.8141
2022-01-31,9.51847
2022-02-01,9.57446
2022-02-02,10.69428
2022-02-03,25.92385
2022-02-04,22.84434
2022-02-05,10.86226
2022-02-06,10.52631
2022-02-07,25.36394
2022-02-08,23.0683
2022-02-09,21.61254
2022-02-10,23.0683
2022-02-11,19.93281
2022-02-12,8.84658
2022-02-13,6.77491
2022-02-14,22.22844
2022-02-15,26.03583
2022-02-16,26.65173
2022-02-17,24.24412
2022-02-18,24.13213
2022-02-19,9.91041
2022-02-20,7.27883
2022-02-21,28.49944
2022-02-22,27.26763
2022-02-23,21.8365
2022-02-24,22.62038
2022-02-25,21.94848
2022-02-26,10.41433
2022-02-27,7.78275
2022-02-28,16.8533
2022-03-01,9.18253
2022-03-02,11.53415
2022-03-03,11.8701
2022-03-04,10.75027
2022-03-05,5.26315
2022-03-06,5.87905
2022-03-07,11.08622
2022-03-08,7.67077
2022-03-09,4.92721
2022-03-10,13.26987
2022-03-11,8.23068
2022-03-12,4.14333
2022-03-13,3.63941
2022-03-14,6.32698
2022-03-15,6.49496
2022-03-16,6.66293
2022-03-17,4.9832
2022-03-18,3.80739
2022-03-19,3.35946
2022-03-20,3.30347
2022-03-21,5.43113
2022-03-22,5.15117
2022-03-23,5.43113
2022-03-24,5.31914
2022-03-25,7.05487
2022-03-26,3.6954
2022-03-27,2.96752
2022-03-28,4.53527
2022-03-29,5.71108
2022-03-30,5.15117
2022-03-31,5.26315
2022-04-01,4.08734
2022-04-02,2.4636
2022-04-03,2.35162
2022-04-04,4.87122
2022-04-05,3.58342
2022-04-06,4.03135
2022-04-07,3.80739
2022-04-08,3.91937
2022-04-09,1.67973
2022-04-10,2.96752
2022-04-11,3.91937
2022-04-12,4.25531
2022-04-13,3.58342
2022-04-14,3.02351
2022-04-15,4.31131
2022-04-16,1.62374
2022-04-17,1.73572
2022-04-18,2.79955
2022-04-19,4.19932
2022-04-20,3.80739
2022-04-21,3.19148
2022-04-22,3.58342
2022-04-23,1.62374
2022-04-24,1.95968
2022-04-25,4.14333
2022-04-26,4.42329
2022-04-27,2.85554
2022-04-28,2.68756
2022-04-29,3.63941
2022-04-30,1.73572
2022-05-01,3.58342
2022-05-02,7.33482
2022-05-03,8.00671
2022-05-04,6.38297
2022-05-05,4.25531
2022-05-06,5.76707
2022-05-07,4.14333
2022-05-08,4.64725
2022-05-09,7.16685
2022-05-10,6.77491
2022-05-11,5.87905
2022-05-12,4.14333
2022-05-13,5.20716
2022-05-14,2.4636
2022-05-15,2.63157
2022-05-16,5.31914
2022-05-17,4.47928
2022-05-18,4.92721
2022-05-19,5.87905
2022-05-20,6.27099
2022-05-21,2.63157
2022-05-22,2.4636
2022-05-23,4.3673
2022-05-24,5.26315
2022-05-25,6.27099
2022-05-26,4.92721
2022-05-27,5.65509
2022-05-28,2.40761
2022-05-29,2.29563
2022-05-30,5.5991
2022-05-31,4.87122
2022-06-01,2.40761
2022-06-02,2.74356
2022-06-03,2.40761
2022-06-04,1.79171
2022-06-05,1.00783
2022-06-06,2.51959
2022-06-07,2.63157
2022-06-08,1.90369
2022-06-09,3.02351
2022-06-10,2.4636
2022-06-11,1.8477
2022-06-12,2.29563
2022-06-13,2.63157
2022-06-14,1.95968
2022-06-15,3.02351
2022-06-16,3.86338
2022-06-17,3.30347
2022-06-18,2.35162
2022-06-19,1.39977
2022-06-20,3.97536
2022-06-21,4.64725
2022-06-22,3.58342
2022-06-23,3.30347
2022-06-24,3.02351
2022-06-25,1.17581
2022-06-26,0.89585
2022-06-27,3.63941
2022-06-28,2.85554
2022-06-29,3.19148
2022-06-30,3.47144
2022-07-01,2.57558
2022-07-02,1.06382
2022-07-03,1.73572
2022-07-04,2.79955
2022-07-05,3.63941
2022-07-06,3.19148
2022-07-07,2.91153
2022-07-08,2.85554
2022-07-09,0.95184
2022-07-10,2.12765
2022-07-11,3.24748
2022-07-12,3.19148
2022-07-13,2.35162
2022-07-14,2.79955
2022-07-15,2.85554
2022-07-16,0.83986
2022-07-17,1.06382
2022-07-18,1.34378
2022-07-19,1.79171
2022-07-20,2.29563
2022-07-21,2.91153
2022-07-22,2.35162
2022-07-23,1.11982
2022-07-24,1.39977
2022-07-25,2.85554
2022-07-26,2.4636
2022-07-27,2.40761
2022-07-28,1.73572
2022-07-29,1.67973
2022-07-30,1.51175
2022-07-31,0.50391
2022-08-01,1.95968
2022-08-02,1.8477
2022-08-03,2.12765
2022-08-04,2.18365
2022-08-05,2.18365
2022-08-06,1.06382
2022-08-07,1.2318
2022-08-08,2.01567
2022-08-09,1.2318
2022-08-10,1.73572
2022-08-11,1.73572
2022-08-12,1.8477
2022-08-13,0.89585
2022-08-14,0.89585
2022-08-15,1.06382
2022-08-16,1.62374
2022-08-17,2.51959
2022-08-18,2.51959
2022-08-19,1.73572
2022-08-20,1.73572
2022-08-21,1.06382
2022-08-22,2.57558
2022-08-23,1.8477
2022-08-24,2.63157
2022-08-25,2.4636
2022-08-26,2.74356
2022-08-27,1.39977
2022-08-28,1.39977
2022-08-29,1.95968
2022-08-30,2.91153
2022-08-31,2.07166
2022-09-01,1.67973
2022-09-02,1.79171
2022-09-03,0.95184
2022-09-04,1.28779
2022-09-05,1.8477
2022-09-06,1.90369
2022-09-07,2.18365
2022-09-08,2.23964
2022-09-09,0.50391
2022-09-10,0.55991
2022-09-11,1.17581
2022-09-12,2.01567
2022-09-13,2.4636
2022-09-14,2.23964
2022-09-15,1.73572
2022-09-16,2.01567
2022-09-17,0.6159
2022-09-18,0.89585
2022-09-19,2.4636
2022-09-20,2.01567
2022-09-21,2.35162
2022-09-22,2.63157
2022-09-23,3.0795
2022-09-24,1.51175
2022-09-25,1.51175
2022-09-26,2.18365
2022-09-27,2.23964
2022-09-28,2.23964
2022-09-29,2.85554
2022-09-30,2.12765
2022-10-01,1.11982
2022-10-02,0.6159
2022-10-03,1.73572
2022-10-04,1.90369
2022-10-05,2.68756
2022-10-06,1.56774
2022-10-07,1.62374
2022-10-08,0.78387
2022-10-09,0.55991
2022-10-10,0.83986
2022-10-11,2.51959
2022-10-12,2.4636
2022-10-13,1.67973
2022-10-14,1.95968
2022-10-15,1.11982
2022-10-16,1.11982
2022-10-17,2.4636
2022-10-18,2.01567
2022-10-19,2.91153
2022-10-20,2.18365
2022-10-21,2.01567
2022-10-22,0.89585
2022-10-23,1.39977
2022-10-24,2.91153
2022-10-25,4.08734
2022-10-26,2.4636
2022-10-27,4.64725
2022-10-28,3.75139
2022-10-29,1.45576
2022-10-30,1.8477
2022-10-31,3.41545
2022-11-01,4.19932
2022-11-02,4.19932
2022-11-03,3.52743
2022-11-04,3.02351
2022-11-05,2.29563
2022-11-06,2.01567
2022-11-07,4.75923
2022-11-08,4.47928
2022-11-09,5.09518
2022-11-10,3.75139
2022-11-11,3.80739
2022-11-12,1.73572
2022-11-13,2.35162
2022-11-14,4.19932
2022-11-15,4.59126
2022-11-16,3.35946
2022-11-17,4.31131
2022-11-18,3.86338
2022-11-19,2.74356
2022-11-20,3.47144
2022-11-21,6.15901
2022-11-22,5.43113
2022-11-23,4.08734
2022-11-24,4.59126
2022-11-25,5.09518
2022-11-26,3.0795
2022-11-27,3.58342
2022-11-28,7.11086
2022-11-29,6.27099
2022-11-30,6.27099
2022-12-01,7.50279
2022-12-02,5.48712
2022-12-03,3.75139
2022-12-04,3.47144
2022-12-05,8.17469
2022-12-06,8.23068
2022-12-07,8.84658
2022-12-08,6.43896
2022-12-09,11.47816
2022-12-10,4.42329
2022-12-11,6.43896
2022-12-12,12.15005
2022-12-13,10.07838
2022-12-14,9.40649
2022-12-15,9.01455
2022-12-16,7.89473
2022-12-17,5.26315
2022-12-18,6.10302
2022-12-19,7.55879
2022-12-20,11.36618
2022-12-21,13.15789
2022-12-22,10.41433
2022-12-23,11.03023
2022-12-24,7.4468
2022-12-25,6.60694
2022-12-26,14.44568
2022-12-27,16.79731
2022-12-28,15.06159
2022-12-29,16.51735
2022-12-30,16.90929
2022-12-31,8.34266
2023-01-01,5.71108
2023-01-02,9.12653
2023-01-03,11.31019
2023-01-04,15.95744
2023-01-05,14.9496
2023-01-06,9.57446
2023-01-07,5.43113
2023-01-08,6.15901
2023-01-09,11.8701
2023-01-10,13.15789
2023-01-11,14.83762
2023-01-12,12.87793
2023-01-13,13.99776
2023-01-14,8.28667
2023-01-15,28.1075
2023-01-16,90.53751
2023-01-17,85.55431
2023-01-18,100.0
2023-01-19,69.82082
2023-01-20,54.08734
2023-01-21,20.71668
2023-01-22,13.94176
2023-01-23,17.63717
2023-01-24,23.96416
2023-01-25,77.4916
2023-01-26,70.15677
2023-01-27,50.50391
2023-01-28,19.87681
2023-01-29,17.63717
2023-01-30,39.58566
2023-01-31,36.11422
2023-02-01,28.16349
2023-02-02,24.52407
2023-02-03,20.26875
2023-02-04,9.85442
2023-02-05,7.72676
2023-02-06,18.75699
2023-02-07,20.21276
2023-02-08,24.07614
2023-02-09,22.84434
2023-02-10,18.47704
2023-02-11,7.95072
2023-02-12,6.10302
2023-02-13,20.43673
2023-02-14,22.06047
2023-02-15,22.50839
2023-02-16,18.75699
2023-02-17,17.97312
2023-02-18,7.61478
2023-02-19,7.22284
2023-02-20,21.44456
2023-02-21,20.32474
2023-02-22,18.75699
2023-02-23,14.38969
2023-02-24,17.91713
2023-02-25,6.43896
2023-02-26,4.92721
2023-02-27,12.59798
2023-02-28,11.25419
2023-03-01,5.76707
2023-03-02,9.07054
2023-03-03,9.79843
2023-03-04,5.15117
2023-03-05,4.53527
2023-03-06,7.67077
2023-03-07,8.7346
2023-03-08,8.17469
2023-03-09,6.99888
2023-03-10,9.18253
2023-03-11,3.52743
2023-03-12,3.91937
2023-03-13,4.25531
2023-03-14,5.26315
2023-03-15,5.99104
2023-03-16,4.9832
2023-03-17,3.63941
2023-03-18,2.23964
2023-03-19,1.95968
2023-03-20,4.31131
2023-03-21,4.25531
2023-03-22,4.03135
2023-03-23,2.57558
2023-03-24,3.35946
2023-03-25,2.35162
2023-03-26,2.74356
2023-03-27,2.4636
2023-03-28,3.24748
2023-03-29,3.19148
2023-03-30,2.68756
2023-03-31,3.35946
2023-04-01,1.17581
2023-04-02,1.73572
2023-04-03,2.23964
2023-04-04,2.29563
2023-04-05,2.85554
2023-04-06,2.29563
2023-04-07,1.90369
2023-04-08,1.34378
2023-04-09,1.06382
2023-04-10,2.51959
2023-04-11,1.56774
2023-04-12,2.29563
2023-04-13,2.18365
2023-04-14,2.01567
2023-04-15,0.67189
2023-04-16,0.55991
2023-04-17,1.17581
2023-04-18,1.17581
2023-04-19,1.67973
2023-04-20,2.23964
2023-04-21,2.23964
2023-04-22,1.11982
2023-04-23,1.73572
2023-04-24,1.79171
2023-04-25,2.23964
2023-04-26,2.01567
2023-04-27,2.4636
2023-04-28,1.90369
2023-04-29,0.89585
2023-04-30,1.28779
2023-05-01,3.02351
2023-05-02,4.3673
2023-05-03,4.92721
2023-05-04,3.41545
2023-05-05,2.79955
2023-05-06,2.85554
2023-05-07,2.51959
2023-05-08,4.08734
2023-05-09,3.58342
2023-05-10,3.30347
2023-05-11,4.14333
2023-05-12,1.79171
2023-05-13,1.90369
2023-05-14,1.73572
2023-05-15,2.91153
2023-05-16,3.24748
2023-05-17,3.47144
2023-05-18,3.24748
2023-05-19,2.79955
2023-05-20,1.2318
2023-05-21,1.67973
2023-05-22,2.68756
2023-05-23,3.58342
2023-05-24,2.85554
2023-05-25,3.30347
2023-05-26,2.12765
2023-05-27,1.39977
2023-05-28,2.35162
