date,엔화
2020-10-20,2.79475
2020-10-21,3.06436
2020-10-22,2.89309
2020-10-23,2.61743
2020-10-24,1.20825
2020-10-25,1.20371
2020-10-26,2.9288
2020-10-27,2.74452
2020-10-28,2.77115
2020-10-29,2.66312
2020-10-30,2.42831
2020-10-31,1.04818
2020-11-01,1.07662
2020-11-02,2.47309
2020-11-03,2.37959
2020-11-04,2.95422
2020-11-05,2.92638
2020-11-06,2.59383
2020-11-07,1.14198
2020-11-08,1.13896
2020-11-09,3.59602
2020-11-10,4.24297
2020-11-11,3.71252
2020-11-12,3.15665
2020-11-13,2.89128
2020-11-14,1.32838
2020-11-15,1.16165
2020-11-16,3.34305
2020-11-17,3.00082
2020-11-18,2.88674
2020-11-19,3.07707
2020-11-20,2.72334
2020-11-21,1.20281
2020-11-22,1.16407
2020-11-23,2.71305
2020-11-24,2.90853
2020-11-25,3.07737
2020-11-26,2.77841
2020-11-27,2.69611
2020-11-28,1.34139
2020-11-29,1.24033
2020-11-30,2.78113
2020-12-01,2.68158
2020-12-02,2.99295
2020-12-03,4.05748
2020-12-04,4.17065
2020-12-05,1.9142
2020-12-06,1.5989
2020-12-07,3.88833
2020-12-08,3.33579
2020-12-09,3.23503
2020-12-10,3.06376
2020-12-11,2.83833
2020-12-12,1.34351
2020-12-13,1.22853
2020-12-14,2.97903
2020-12-15,2.81835
2020-12-16,2.76691
2020-12-17,2.73121
2020-12-18,2.61592
2020-12-19,1.22005
2020-12-20,1.17224
2020-12-21,2.88795
2020-12-22,2.812
2020-12-23,2.64527
2020-12-24,2.33541
2020-12-25,1.35259
2020-12-26,1.086
2020-12-27,1.04455
2020-12-28,2.67281
2020-12-29,2.58717
2020-12-30,2.25099
2020-12-31,1.79347
2021-01-01,1.17073
2021-01-02,1.14713
2021-01-03,1.18919
2021-01-04,2.73363
2021-01-05,2.65193
2021-01-06,2.60381
2021-01-07,2.44677
2021-01-08,2.4743
2021-01-09,1.17194
2021-01-10,1.09387
2021-01-11,2.45796
2021-01-12,2.40259
2021-01-13,2.30031
2021-01-14,2.28428
2021-01-15,2.24312
2021-01-16,1.0618
2021-01-17,1.03093
2021-01-18,2.47703
2021-01-19,2.50396
2021-01-20,2.17171
2021-01-21,2.06429
2021-01-22,2.22466
2021-01-23,1.00703
2021-01-24,0.92321
2021-01-25,2.20621
2021-01-26,2.17353
2021-01-27,2.05067
2021-01-28,2.36265
2021-01-29,2.25402
2021-01-30,1.00037
2021-01-31,0.86935
2021-02-01,2.09848
2021-02-02,1.97896
2021-02-03,1.82494
2021-02-04,1.83977
2021-02-05,1.8555
2021-02-06,0.88599
2021-02-07,0.82608
2021-02-08,1.92964
2021-02-09,1.77592
2021-02-10,1.66396
2021-02-11,0.92926
2021-02-12,0.96708
2021-02-13,0.89567
2021-02-14,0.96224
2021-02-15,2.57023
2021-02-16,2.62439
2021-02-17,2.30939
2021-02-18,2.13782
2021-02-19,1.94961
2021-02-20,0.97193
2021-02-21,0.88115
2021-02-22,2.04492
2021-02-23,2.0186
2021-02-24,2.02586
2021-02-25,2.16778
2021-02-26,2.37657
2021-02-27,0.95317
2021-02-28,0.8751
2021-03-01,1.15288
2021-03-02,2.22799
2021-03-03,1.99802
2021-03-04,1.96201
2021-03-05,2.19955
2021-03-06,0.92533
2021-03-07,0.86572
2021-03-08,2.15386
2021-03-09,2.16687
2021-03-10,2.09364
2021-03-11,1.98229
2021-03-12,2.07397
2021-03-13,0.83879
2021-03-14,0.81639
2021-03-15,2.09939
2021-03-16,2.22255
2021-03-17,2.07155
2021-03-18,2.26188
2021-03-19,1.96232
2021-03-20,0.95528
2021-03-21,0.85301
2021-03-22,2.10181
2021-03-23,1.9142
2021-03-24,1.95596
2021-03-25,1.97956
2021-03-26,1.86458
2021-03-27,0.8636
2021-03-28,0.80247
2021-03-29,2.03615
2021-03-30,2.06792
2021-03-31,2.46553
2021-04-01,2.52211
2021-04-02,2.06943
2021-04-03,0.91262
2021-04-04,0.83001
2021-04-05,2.18835
2021-04-06,2.38443
2021-04-07,2.41681
2021-04-08,2.11119
2021-04-09,1.93811
2021-04-10,0.86148
2021-04-11,0.80096
2021-04-12,2.12178
2021-04-13,1.99379
2021-04-14,2.0767
2021-04-15,1.88092
2021-04-16,1.75353
2021-04-17,0.82396
2021-04-18,0.75315
2021-04-19,1.94113
2021-04-20,1.92661
2021-04-21,2.10181
2021-04-22,1.84067
2021-04-23,1.77894
2021-04-24,0.7704
2021-04-25,0.76162
2021-04-26,1.8785
2021-04-27,1.88334
2021-04-28,1.83977
2021-04-29,1.739
2021-04-30,1.75141
2021-05-01,0.79037
2021-05-02,0.67932
2021-05-03,1.51448
2021-05-04,1.45819
2021-05-05,0.92109
2021-05-06,1.65095
2021-05-07,1.47211
2021-05-08,0.69596
2021-05-09,0.6542
2021-05-10,1.70239
2021-05-11,1.69876
2021-05-12,1.70572
2021-05-13,1.71237
2021-05-14,1.5399
2021-05-15,0.70413
2021-05-16,0.69021
2021-05-17,1.86216
2021-05-18,1.7387
2021-05-19,1.00582
2021-05-20,1.73295
2021-05-21,1.57197
2021-05-22,0.68719
2021-05-23,0.65874
2021-05-24,1.56501
2021-05-25,1.63461
2021-05-26,1.62765
2021-05-27,1.61827
2021-05-28,1.95203
2021-05-29,0.82214
2021-05-30,0.7353
2021-05-31,2.13631
2021-06-01,2.17232
2021-06-02,1.96504
2021-06-03,1.80013
2021-06-04,1.62038
2021-06-05,0.72501
2021-06-06,0.67296
2021-06-07,1.68575
2021-06-08,1.73265
2021-06-09,1.65488
2021-06-10,1.57197
2021-06-11,1.49874
2021-06-12,0.68809
2021-06-13,0.65572
2021-06-14,1.56985
2021-06-15,1.61796
2021-06-16,1.5408
2021-06-17,1.76866
2021-06-18,1.65004
2021-06-19,0.71956
2021-06-20,0.63484
2021-06-21,2.22527
2021-06-22,1.73446
2021-06-23,1.65579
2021-06-24,1.6101
2021-06-25,1.58801
2021-06-26,0.67327
2021-06-27,0.62425
2021-06-28,1.5526
2021-06-29,1.55745
2021-06-30,1.6107
2021-07-01,1.48119
2021-07-02,1.43732
2021-07-03,0.60549
2021-07-04,0.60791
2021-07-05,1.52991
2021-07-06,1.48724
2021-07-07,1.64066
2021-07-08,2.19168
2021-07-09,2.14599
2021-07-10,0.79188
2021-07-11,0.72077
2021-07-12,1.81858
2021-07-13,1.70844
2021-07-14,1.72781
2021-07-15,1.80194
2021-07-16,1.51327
2021-07-17,0.68386
2021-07-18,0.6657
2021-07-19,1.91753
2021-07-20,2.19289
2021-07-21,1.89332
2021-07-22,1.59981
2021-07-23,1.52325
2021-07-24,0.6775
2021-07-25,0.65874
2021-07-26,1.67546
2021-07-27,1.61494
2021-07-28,1.74566
2021-07-29,1.54595
2021-07-30,1.50782
2021-07-31,0.70504
2021-08-01,0.65087
2021-08-02,1.56713
2021-08-03,1.69876
2021-08-04,1.59527
2021-08-05,1.52446
2021-08-06,1.42642
2021-08-07,0.70746
2021-08-08,0.6775
2021-08-09,1.46667
2021-08-10,1.54443
2021-08-11,1.5874
2021-08-12,1.72357
2021-08-13,2.02465
2021-08-14,0.91443
2021-08-15,0.79551
2021-08-16,1.22822
2021-08-17,3.14304
2021-08-18,2.44828
2021-08-19,2.2991
2021-08-20,2.4392
2021-08-21,0.99341
2021-08-22,0.94379
2021-08-23,2.42044
2021-08-24,2.16596
2021-08-25,1.89696
2021-08-26,1.90694
2021-08-27,1.69997
2021-08-28,0.77373
2021-08-29,0.73681
2021-08-30,1.77501
2021-08-31,1.87608
2021-09-01,1.83281
2021-09-02,1.63461
2021-09-03,1.58801
2021-09-04,0.76798
2021-09-05,0.71714
2021-09-06,1.68756
2021-09-07,1.57136
2021-09-08,1.59103
2021-09-09,1.62886
2021-09-10,1.70602
2021-09-11,0.7356
2021-09-12,0.75164
2021-09-13,1.80073
2021-09-14,1.64822
2021-09-15,1.80103
2021-09-16,1.74082
2021-09-17,1.67667
2021-09-18,0.73257
2021-09-19,0.62273
2021-09-20,0.94651
2021-09-21,1.17194
2021-09-22,1.19857
2021-09-23,2.23586
2021-09-24,2.08668
2021-09-25,0.88781
2021-09-26,0.82487
2021-09-27,1.91632
2021-09-28,1.83977
2021-09-29,1.92691
2021-09-30,1.78923
2021-10-01,1.79861
2021-10-02,0.81972
2021-10-03,0.72259
2021-10-04,1.10567
2021-10-05,1.96353
2021-10-06,2.03252
2021-10-07,1.83129
2021-10-08,1.72417
2021-10-09,0.75799
2021-10-10,0.76162
2021-10-11,1.1674
2021-10-12,2.40834
2021-10-13,1.93569
2021-10-14,2.1118
2021-10-15,2.20984
2021-10-16,0.98948
2021-10-17,0.82577
2021-10-18,2.00438
2021-10-19,1.91905
2021-10-20,2.31605
2021-10-21,2.10181
2021-10-22,1.78015
2021-10-23,0.77403
2021-10-24,0.73681
2021-10-25,1.97442
2021-10-26,2.10756
2021-10-27,1.949
2021-10-28,1.7617
2021-10-29,1.70572
2021-10-30,0.78795
2021-10-31,0.74407
2021-11-01,1.92358
2021-11-02,1.87638
2021-11-03,1.75564
2021-11-04,1.80497
2021-11-05,1.80527
2021-11-06,0.74014
2021-11-07,0.67417
2021-11-08,1.76714
2021-11-09,2.0649
2021-11-10,1.73628
2021-11-11,1.62311
2021-11-12,1.53172
2021-11-13,0.71139
2021-11-14,0.68416
2021-11-15,1.65064
2021-11-16,1.62402
2021-11-17,1.69876
2021-11-18,1.7033
2021-11-19,1.59134
2021-11-20,0.90233
2021-11-21,0.78704
2021-11-22,1.76139
2021-11-23,1.86095
2021-11-24,1.93145
2021-11-25,1.85399
2021-11-26,1.93902
2021-11-27,0.95347
2021-11-28,0.86481
2021-11-29,2.20863
2021-11-30,1.97502
2021-12-01,1.90906
2021-12-02,1.66941
2021-12-03,1.48573
2021-12-04,0.72713
2021-12-05,0.67115
2021-12-06,1.59587
2021-12-07,1.57106
2021-12-08,1.53142
2021-12-09,1.52053
2021-12-10,1.39556
2021-12-11,0.63151
2021-12-12,0.60306
2021-12-13,1.46394
2021-12-14,1.47393
2021-12-15,1.46788
2021-12-16,1.46394
2021-12-17,1.44639
2021-12-18,0.62455
2021-12-19,0.63
2021-12-20,1.71812
2021-12-21,1.65609
2021-12-22,1.50661
2021-12-23,1.52083
2021-12-24,1.30417
2021-12-25,0.59066
2021-12-26,0.63453
2021-12-27,1.43489
2021-12-28,1.46364
2021-12-29,1.31386
2021-12-30,1.3308
2021-12-31,0.98978
2022-01-01,0.65632
2022-01-02,0.64543
2022-01-03,1.53172
2022-01-04,1.55018
2022-01-05,1.68605
2022-01-06,1.83402
2022-01-07,1.64338
2022-01-08,0.74105
2022-01-09,0.76677
2022-01-10,1.48876
2022-01-11,1.60132
2022-01-12,1.91299
2022-01-13,1.85943
2022-01-14,1.73628
2022-01-15,0.84242
2022-01-16,0.86451
2022-01-17,1.72962
2022-01-18,1.67243
2022-01-19,1.66729
2022-01-20,1.56047
2022-01-21,1.95838
2022-01-22,0.82789
2022-01-23,0.76223
2022-01-24,1.85096
2022-01-25,1.99742
2022-01-26,1.75867
2022-01-27,1.83674
2022-01-28,1.56622
2022-01-29,0.81518
2022-01-30,0.76314
2022-01-31,0.88266
2022-02-01,0.98524
2022-02-02,1.02216
2022-02-03,1.98471
2022-02-04,1.81283
2022-02-05,0.90384
2022-02-06,0.84484
2022-02-07,1.71631
2022-02-08,1.55563
2022-02-09,1.56471
2022-02-10,1.5284
2022-02-11,1.50177
2022-02-12,0.84907
2022-02-13,0.7359
2022-02-14,1.68514
2022-02-15,1.63673
2022-02-16,1.52174
2022-02-17,1.5759
2022-02-18,1.60586
2022-02-19,0.80066
2022-02-20,0.74377
2022-02-21,1.7033
2022-02-22,1.8788
2022-02-23,1.54595
2022-02-24,3.09462
2022-02-25,2.37475
2022-02-26,0.90929
2022-02-27,0.87449
2022-02-28,2.00317
2022-03-01,1.19252
2022-03-02,2.09758
2022-03-03,1.77894
2022-03-04,2.19955
2022-03-05,1.04092
2022-03-06,0.91897
2022-03-07,3.3839
2022-03-08,3.21929
2022-03-09,1.47938
2022-03-10,2.23465
2022-03-11,2.23193
2022-03-12,1.14531
2022-03-13,1.05907
2022-03-14,2.38292
2022-03-15,2.44162
2022-03-16,2.27247
2022-03-17,3.98576
2022-03-18,3.49616
2022-03-19,3.92887
2022-03-20,3.68831
2022-03-21,3.98879
2022-03-22,5.23245
2022-03-23,10.04308
2022-03-24,6.44313
2022-03-25,9.76016
2022-03-26,3.46621
2022-03-27,3.01776
2022-03-28,13.14739
2022-03-29,17.70113
2022-03-30,14.18862
2022-03-31,10.25641
2022-04-01,8.10164
2022-04-02,4.0714
2022-04-03,3.29131
2022-04-04,7.65743
2022-04-05,8.67173
2022-04-06,9.39916
2022-04-07,8.78429
2022-04-08,6.58777
2022-04-09,3.04833
2022-04-10,2.61441
2022-04-11,7.03621
2022-04-12,7.32973
2022-04-13,9.59494
2022-04-14,8.7613
2022-04-15,8.86811
2022-04-16,3.96216
2022-04-17,2.90248
2022-04-18,7.72673
2022-04-19,14.58018
2022-04-20,17.89055
2022-04-21,16.04382
2022-04-22,10.3944
2022-04-23,4.58611
2022-04-24,3.98425
2022-04-25,10.61468
2022-04-26,9.83339
2022-04-27,11.6662
2022-04-28,13.91659
2022-04-29,16.35156
2022-04-30,5.66546
2022-05-01,4.33677
2022-05-02,10.43888
2022-05-03,9.44607
2022-05-04,8.24658
2022-05-05,4.76433
2022-05-06,8.83997
2022-05-07,3.98606
2022-05-08,4.99521
2022-05-09,9.9862
2022-05-10,8.91078
2022-05-11,7.78906
2022-05-12,12.20058
2022-05-13,10.51392
2022-05-14,3.68559
2022-05-15,3.13063
2022-05-16,7.9213
2022-05-17,8.06805
2022-05-18,7.64987
2022-05-19,7.81841
2022-05-20,7.14847
2022-05-21,3.02593
2022-05-22,2.77902
2022-05-23,6.73301
2022-05-24,6.36112
2022-05-25,5.58618
2022-05-26,5.83764
2022-05-27,6.21739
2022-05-28,2.60624
2022-05-29,2.36658
2022-05-30,8.27019
2022-05-31,10.48699
2022-06-01,4.61304
2022-06-02,9.59404
2022-06-03,10.15414
2022-06-04,3.37724
2022-06-05,2.8002
2022-06-06,3.56758
2022-06-07,15.23529
2022-06-08,17.30322
2022-06-09,17.056
2022-06-10,15.24255
2022-06-11,5.70631
2022-06-12,4.2357
2022-06-13,15.09973
2022-06-14,13.171
2022-06-15,10.62618
2022-06-16,10.27306
2022-06-17,11.36633
2022-06-18,4.19213
2022-06-19,3.75307
2022-06-20,10.51967
2022-06-21,9.10746
2022-06-22,11.77543
2022-06-23,12.2611
2022-06-24,8.68958
2022-06-25,4.87599
2022-06-26,4.06171
2022-06-27,10.09059
2022-06-28,10.02069
2022-06-29,10.14052
2022-06-30,8.58428
2022-07-01,9.08568
2022-07-02,3.27557
2022-07-03,2.88946
2022-07-04,8.08076
2022-07-05,8.7504
2022-07-06,9.34924
2022-07-07,8.35854
2022-07-08,16.51466
2022-07-09,5.05271
2022-07-10,3.11732
2022-07-11,10.10602
2022-07-12,9.64669
2022-07-13,9.18584
2022-07-14,10.58775
2022-07-15,10.77022
2022-07-16,3.35848
2022-07-17,3.09886
2022-07-18,8.49622
2022-07-19,7.70524
2022-07-20,8.79186
2022-07-21,8.72801
2022-07-22,7.63958
2022-07-23,2.93485
2022-07-24,3.2898
2022-07-25,8.67869
2022-07-26,6.96419
2022-07-27,6.4056
2022-07-28,6.66553
2022-07-29,8.0378
2022-07-30,2.97177
2022-07-31,2.57265
2022-08-01,8.2599
2022-08-02,12.18454
2022-08-03,9.28388
2022-08-04,7.52823
2022-08-05,7.0114
2022-08-06,2.53301
2022-08-07,2.2525
2022-08-08,6.88915
2022-08-09,6.1599
2022-08-10,6.10785
2022-08-11,6.72424
2022-08-12,6.0903
2022-08-13,2.2755
2022-08-14,2.39563
2022-08-15,2.80807
2022-08-16,6.19379
2022-08-17,6.04189
2022-08-18,5.99498
2022-08-19,6.11451
2022-08-20,2.49337
2022-08-21,2.17928
2022-08-22,8.24053
2022-08-23,7.9921
2022-08-24,6.52725
2022-08-25,6.38624
2022-08-26,5.62582
2022-08-27,2.21559
2022-08-28,2.23556
2022-08-29,7.18539
2022-08-30,5.99468
2022-08-31,6.42436
2022-09-01,6.79746
2022-09-02,8.11375
2022-09-03,2.84165
2022-09-04,2.47158
2022-09-05,7.9331
2022-09-06,7.33487
2022-09-07,11.76242
2022-09-08,9.29053
2022-09-09,4.01542
2022-09-10,3.70284
2022-09-11,4.60033
2022-09-12,4.67083
2022-09-13,10.49576
2022-09-14,13.49598
2022-09-15,13.75198
2022-09-16,12.20179
2022-09-17,5.91177
2022-09-18,5.44003
2022-09-19,11.63896
2022-09-20,10.88793
2022-09-21,10.67944
2022-09-22,21.98798
2022-09-23,28.42233
2022-09-24,10.14808
2022-09-25,7.30158
2022-09-26,22.80619
2022-09-27,19.30578
2022-09-28,18.91029
2022-09-29,14.99473
2022-09-30,13.10201
2022-10-01,6.27609
2022-10-02,5.60857
2022-10-03,6.70366
2022-10-04,16.15427
2022-10-05,13.97983
2022-10-06,18.89486
2022-10-07,13.8712
2022-10-08,5.35712
2022-10-09,4.76827
2022-10-10,6.47883
2022-10-11,15.38931
2022-10-12,17.73502
2022-10-13,15.77784
2022-10-14,16.77096
2022-10-15,9.79829
2022-10-16,6.49245
2022-10-17,17.45452
2022-10-18,26.4821
2022-10-19,28.44018
2022-10-20,27.05309
2022-10-21,26.42884
2022-10-22,14.93996
2022-10-23,9.84186
2022-10-24,22.7723
2022-10-25,18.98534
2022-10-26,16.28257
2022-10-27,15.97574
2022-10-28,14.07333
2022-10-29,8.49653
2022-10-30,5.76804
2022-10-31,15.32486
2022-11-01,17.30261
2022-11-02,14.31238
2022-11-03,13.96077
2022-11-04,13.31745
2022-11-05,5.89634
2022-11-06,5.38374
2022-11-07,17.85394
2022-11-08,27.46553
2022-11-09,34.53957
2022-11-10,29.55282
2022-11-11,37.09618
2022-11-12,10.93725
2022-11-13,8.89867
2022-11-14,25.37309
2022-11-15,23.17324
2022-11-16,19.31607
2022-11-17,19.68009
2022-11-18,16.55006
2022-11-19,6.88733
2022-11-20,6.4988
2022-11-21,17.17129
2022-11-22,16.19512
2022-11-23,14.31238
2022-11-24,14.59531
2022-11-25,13.06206
2022-11-26,5.83764
2022-11-27,5.59828
2022-11-28,14.72512
2022-11-29,15.05464
2022-11-30,17.48568
2022-12-01,18.52025
2022-12-02,14.34415
2022-12-03,5.78801
2022-12-04,6.11572
2022-12-05,16.63449
2022-12-06,15.54364
2022-12-07,16.35701
2022-12-08,14.4782
2022-12-09,15.54575
2022-12-10,6.25189
2022-12-11,5.88363
2022-12-12,14.56021
2022-12-13,18.53447
2022-12-14,14.78564
2022-12-15,13.5444
2022-12-16,12.66597
2022-12-17,5.64186
2022-12-18,5.59617
2022-12-19,13.26964
2022-12-20,29.52892
2022-12-21,26.62613
2022-12-22,19.84107
2022-12-23,14.74479
2022-12-24,6.08153
2022-12-25,5.97017
2022-12-26,15.32728
2022-12-27,17.88238
2022-12-28,22.38347
2022-12-29,17.59764
2022-12-30,13.03453
2022-12-31,6.75419
2023-01-01,6.45311
2023-01-02,17.48962
2023-01-03,19.85257
2023-01-04,17.18975
2023-01-05,18.14897
2023-01-06,24.88017
2023-01-07,7.87439
2023-01-08,6.79716
2023-01-09,22.55504
2023-01-10,24.62932
2023-01-11,21.28051
2023-01-12,19.0861
2023-01-13,20.42659
2023-01-14,9.29416
2023-01-15,8.22086
2023-01-16,19.55996
2023-01-17,17.68207
2023-01-18,27.64739
2023-01-19,19.52789
2023-01-20,16.20299
2023-01-21,7.83324
2023-01-22,7.62324
2023-01-23,8.15581
2023-01-24,10.10602
2023-01-25,22.4573
2023-01-26,17.35799
2023-01-27,16.57215
2023-01-28,6.8014
2023-01-29,6.11481
2023-01-30,18.40799
2023-01-31,16.49953
2023-02-01,15.25436
2023-02-02,14.81438
2023-02-03,13.86031
2023-02-04,6.33843
2023-02-05,5.8452
2023-02-06,18.88397
2023-02-07,15.51459
2023-02-08,15.62866
2023-02-09,14.62224
2023-02-10,13.70084
2023-02-11,6.56174
2023-02-12,5.84066
2023-02-13,15.6093
2023-02-14,14.20799
2023-02-15,13.95714
2023-02-16,13.79737
2023-02-17,12.76734
2023-02-18,5.89573
2023-02-19,5.3441
2023-02-20,13.61732
2023-02-21,12.16699
2023-02-22,11.9694
2023-02-23,12.59909
2023-02-24,11.26556
2023-02-25,4.97766
2023-02-26,4.45508
2023-02-27,12.95737
2023-02-28,12.59667
2023-03-01,7.05013
2023-03-02,13.21548
2023-03-03,14.54205
2023-03-04,4.93409
2023-03-05,4.48776
2023-03-06,12.63541
2023-03-07,11.47466
2023-03-08,11.57602
2023-03-09,11.40385
2023-03-10,12.09981
2023-03-11,5.77076
2023-03-12,5.01791
2023-03-13,16.69924
2023-03-14,15.39173
2023-03-15,16.54431
2023-03-16,19.82746
2023-03-17,17.21577
2023-03-18,6.80412
2023-03-19,5.67423
2023-03-20,24.34669
2023-03-21,21.57736
2023-03-22,17.56284
2023-03-23,19.58962
2023-03-24,17.41094
2023-03-25,7.32761
2023-03-26,5.76532
2023-03-27,16.81211
2023-03-28,15.0383
2023-03-29,16.1107
2023-03-30,16.25866
2023-03-31,16.99609
2023-04-01,5.45727
2023-04-02,4.6557
2023-04-03,14.22644
2023-04-04,14.56535
2023-04-05,15.52639
2023-04-06,21.05901
2023-04-07,17.75136
2023-04-08,6.33994
2023-04-09,5.43065
2023-04-10,16.57669
2023-04-11,16.97884
2023-04-12,14.79018
2023-04-13,17.04238
2023-04-14,17.48447
2023-04-15,6.36052
2023-04-16,5.50024
2023-04-17,15.71127
2023-04-18,13.11229
2023-04-19,12.90714
2023-04-20,12.72104
2023-04-21,11.91947
2023-04-22,4.97978
2023-04-23,4.54193
2023-04-24,12.72891
2023-04-25,13.18401
2023-04-26,16.72073
2023-04-27,15.20836
2023-04-28,17.66452
2023-04-29,6.87856
2023-04-30,5.30356
2023-05-01,9.24908
2023-05-02,21.81792
2023-05-03,14.62587
2023-05-04,12.80183
2023-05-05,5.73717
2023-05-06,5.20189
2023-05-07,4.72863
2023-05-08,15.29248
2023-05-09,12.9383
2023-05-10,12.39424
2023-05-11,11.78149
2023-05-12,10.84617
2023-05-13,4.62302
2023-05-14,4.2
2023-05-15,13.40097
2023-05-16,12.47079
2023-05-17,14.58381
2023-05-18,20.0314
2023-05-19,21.98767
2023-05-20,7.15755
2023-05-21,5.4364
2023-05-22,22.306
2023-05-23,33.34856
2023-05-24,22.25789
2023-05-25,23.17989
2023-05-26,19.77057
2023-05-27,8.76281
2023-05-28,6.69791
2023-05-29,8.9483
