date,은행이자율
2020-06-17,22.10714
2020-06-18,18.96428
2020-06-19,14.07142
2020-06-20,11.85714
2020-06-21,13.92857
2020-06-22,20.35714
2020-06-23,17.64285
2020-06-24,18.42857
2020-06-25,19.17857
2020-06-26,16.85714
2020-06-27,14.07142
2020-06-28,15.14285
2020-06-29,23.14285
2020-06-30,20.03571
2020-07-01,19.75
2020-07-02,18.78571
2020-07-03,15.85714
2020-07-04,11.82142
2020-07-05,12.35714
2020-07-06,21.25
2020-07-07,24.17857
2020-07-08,18.46428
2020-07-09,16.96428
2020-07-10,17.07142
2020-07-11,13.57142
2020-07-12,15.71428
2020-07-13,19.82142
2020-07-14,18.42857
2020-07-15,21.28571
2020-07-16,18.17857
2020-07-17,15.53571
2020-07-18,10.42857
2020-07-19,11.92857
2020-07-20,18.46428
2020-07-21,20.78571
2020-07-22,18.71428
2020-07-23,17.96428
2020-07-24,16.60714
2020-07-25,12.89285
2020-07-26,11.78571
2020-07-27,20.07142
2020-07-28,21.5
2020-07-29,20.64285
2020-07-30,20.60714
2020-07-31,20.14285
2020-08-01,14.32142
2020-08-02,13.85714
2020-08-03,22.35714
2020-08-04,15.53571
2020-08-05,17.10714
2020-08-06,15.89285
2020-08-07,18.67857
2020-08-08,12.10714
2020-08-09,11.85714
2020-08-10,18.67857
2020-08-11,18.03571
2020-08-12,18.28571
2020-08-13,18.89285
2020-08-14,15.75
2020-08-15,10.64285
2020-08-16,11.71428
2020-08-17,13.21428
2020-08-18,13.82142
2020-08-19,16.25
2020-08-20,17.03571
2020-08-21,12.0
2020-08-22,10.39285
2020-08-23,10.17857
2020-08-24,16.67857
2020-08-25,16.35714
2020-08-26,14.5
2020-08-27,14.64285
2020-08-28,15.85714
2020-08-29,12.03571
2020-08-30,10.60714
2020-08-31,20.60714
2020-09-01,21.67857
2020-09-02,15.82142
2020-09-03,15.25
2020-09-04,15.75
2020-09-05,11.82142
2020-09-06,11.35714
2020-09-07,16.78571
2020-09-08,17.96428
2020-09-09,17.5
2020-09-10,18.07142
2020-09-11,14.60714
2020-09-12,9.46428
2020-09-13,10.64285
2020-09-14,15.42857
2020-09-15,16.07142
2020-09-16,17.78571
2020-09-17,21.53571
2020-09-18,16.57142
2020-09-19,13.10714
2020-09-20,11.25
2020-09-21,19.64285
2020-09-22,15.53571
2020-09-23,15.85714
2020-09-24,12.07142
2020-09-25,17.0
2020-09-26,12.46428
2020-09-27,10.89285
2020-09-28,21.57142
2020-09-29,17.35714
2020-09-30,9.64285
2020-10-01,8.5
2020-10-02,9.39285
2020-10-03,11.53571
2020-10-04,14.60714
2020-10-05,24.17857
2020-10-06,18.82142
2020-10-07,18.25
2020-10-08,19.0
2020-10-09,11.10714
2020-10-10,13.17857
2020-10-11,15.14285
2020-10-12,18.96428
2020-10-13,16.32142
2020-10-14,19.03571
2020-10-15,16.85714
2020-10-16,15.14285
2020-10-17,11.82142
2020-10-18,13.14285
2020-10-19,20.07142
2020-10-20,16.0
2020-10-21,16.75
2020-10-22,19.42857
2020-10-23,19.25
2020-10-24,9.82142
2020-10-25,12.57142
2020-10-26,19.21428
2020-10-27,16.25
2020-10-28,14.5
2020-10-29,15.78571
2020-10-30,13.28571
2020-10-31,9.39285
2020-11-01,10.71428
2020-11-02,14.75
2020-11-03,14.39285
2020-11-04,15.0
2020-11-05,16.92857
2020-11-06,15.57142
2020-11-07,10.64285
2020-11-08,11.0
2020-11-09,17.07142
2020-11-10,16.85714
2020-11-11,16.78571
2020-11-12,16.85714
2020-11-13,13.07142
2020-11-14,10.32142
2020-11-15,12.53571
2020-11-16,18.78571
2020-11-17,13.92857
2020-11-18,14.85714
2020-11-19,15.53571
2020-11-20,11.82142
2020-11-21,9.60714
2020-11-22,10.39285
2020-11-23,14.5
2020-11-24,12.82142
2020-11-25,14.28571
2020-11-26,13.71428
2020-11-27,14.0
2020-11-28,9.85714
2020-11-29,12.07142
2020-11-30,16.57142
2020-12-01,15.46428
2020-12-02,14.92857
2020-12-03,14.60714
2020-12-04,12.5
2020-12-05,9.39285
2020-12-06,10.14285
2020-12-07,15.03571
2020-12-08,14.75
2020-12-09,14.64285
2020-12-10,14.0
2020-12-11,13.5
2020-12-12,9.46428
2020-12-13,8.82142
2020-12-14,14.21428
2020-12-15,11.07142
2020-12-16,12.75
2020-12-17,13.03571
2020-12-18,12.5
2020-12-19,9.78571
2020-12-20,8.32142
2020-12-21,15.17857
2020-12-22,13.64285
2020-12-23,12.46428
2020-12-24,10.92857
2020-12-25,8.14285
2020-12-26,8.71428
2020-12-27,10.07142
2020-12-28,16.67857
2020-12-29,14.24999
2020-12-30,15.07142
2020-12-31,11.46428
2021-01-01,9.60714
2021-01-02,10.24999
2021-01-03,12.64285
2021-01-04,16.64285
2021-01-05,15.71428
2021-01-06,11.5
2021-01-07,14.39285
2021-01-08,11.92857
2021-01-09,11.28571
2021-01-10,11.85714
2021-01-11,14.28571
2021-01-12,14.32142
2021-01-13,13.67857
2021-01-14,16.89285
2021-01-15,15.92857
2021-01-16,10.75
2021-01-17,9.78571
2021-01-18,13.25
2021-01-19,13.75
2021-01-20,18.5
2021-01-21,14.75
2021-01-22,14.64285
2021-01-23,9.53571
2021-01-24,11.25
2021-01-25,21.07142
2021-01-26,19.35714
2021-01-27,17.5
2021-01-28,16.75
2021-01-29,15.21428
2021-01-30,10.46428
2021-01-31,12.14285
2021-02-01,20.75
2021-02-02,15.71428
2021-02-03,14.75
2021-02-04,14.07142
2021-02-05,12.96428
2021-02-06,9.32142
2021-02-07,9.5
2021-02-08,15.03571
2021-02-09,12.96428
2021-02-10,11.32142
2021-02-11,6.42857
2021-02-12,9.14285
2021-02-13,10.35714
2021-02-14,10.5
2021-02-15,18.03571
2021-02-16,17.92857
2021-02-17,13.21428
2021-02-18,15.82142
2021-02-19,11.71428
2021-02-20,10.89285
2021-02-21,14.03571
2021-02-22,18.96428
2021-02-23,16.14285
2021-02-24,11.96428
2021-02-25,14.35714
2021-02-26,14.35714
2021-02-27,9.21428
2021-02-28,11.57142
2021-03-01,12.53571
2021-03-02,19.92857
2021-03-03,14.96428
2021-03-04,14.78571
2021-03-05,11.85714
2021-03-06,11.78571
2021-03-07,14.24999
2021-03-08,18.71428
2021-03-09,18.07142
2021-03-10,16.92857
2021-03-11,17.96428
2021-03-12,14.57142
2021-03-13,12.14285
2021-03-14,12.71428
2021-03-15,22.60714
2021-03-16,20.64285
2021-03-17,20.28571
2021-03-18,19.60714
2021-03-19,17.32142
2021-03-20,13.60714
2021-03-21,13.10714
2021-03-22,18.60714
2021-03-23,16.92857
2021-03-24,16.64285
2021-03-25,15.28571
2021-03-26,15.21428
2021-03-27,9.53571
2021-03-28,10.14285
2021-03-29,16.35714
2021-03-30,17.03571
2021-03-31,13.85714
2021-04-01,16.53571
2021-04-02,15.92857
2021-04-03,12.25
2021-04-04,12.85714
2021-04-05,18.0
2021-04-06,19.32142
2021-04-07,14.42857
2021-04-08,14.39285
2021-04-09,16.32142
2021-04-10,9.71428
2021-04-11,9.32142
2021-04-12,15.07142
2021-04-13,15.85714
2021-04-14,14.0
2021-04-15,16.60714
2021-04-16,14.46428
2021-04-17,12.46428
2021-04-18,10.60714
2021-04-19,15.28571
2021-04-20,16.42857
2021-04-21,15.75
2021-04-22,15.03571
2021-04-23,12.57142
2021-04-24,11.92857
2021-04-25,10.92857
2021-04-26,15.82142
2021-04-27,14.75
2021-04-28,13.78571
2021-04-29,14.96428
2021-04-30,13.75
2021-05-01,10.85714
2021-05-02,10.21428
2021-05-03,15.75
2021-05-04,14.92857
2021-05-05,11.17857
2021-05-06,16.46428
2021-05-07,13.0
2021-05-08,9.89285
2021-05-09,10.60714
2021-05-10,15.07142
2021-05-11,16.85714
2021-05-12,17.14285
2021-05-13,14.71428
2021-05-14,13.28571
2021-05-15,10.35714
2021-05-16,11.89285
2021-05-17,17.10714
2021-05-18,16.89285
2021-05-19,12.78571
2021-05-20,18.67857
2021-05-21,14.5
2021-05-22,10.78571
2021-05-23,8.57142
2021-05-24,16.85714
2021-05-25,20.35714
2021-05-26,17.75
2021-05-27,17.0
2021-05-28,16.10714
2021-05-29,11.35714
2021-05-30,10.71428
2021-05-31,18.32142
2021-06-01,18.25
2021-06-02,18.14285
2021-06-03,18.71428
2021-06-04,14.21428
2021-06-05,9.85714
2021-06-06,11.35714
2021-06-07,17.5
2021-06-08,16.57142
2021-06-09,15.92857
2021-06-10,15.25
2021-06-11,15.92857
2021-06-12,9.75
2021-06-13,10.64285
2021-06-14,14.42857
2021-06-15,12.0
2021-06-16,11.78571
2021-06-17,12.82142
2021-06-18,11.07142
2021-06-19,8.78571
2021-06-20,8.53571
2021-06-21,13.92857
2021-06-22,11.64285
2021-06-23,11.78571
2021-06-24,11.10714
2021-06-25,11.67857
2021-06-26,9.28571
2021-06-27,10.89285
2021-06-28,14.28571
2021-06-29,12.78571
2021-06-30,11.92857
2021-07-01,15.82142
2021-07-02,11.25
2021-07-03,8.82142
2021-07-04,9.17857
2021-07-05,16.32142
2021-07-06,14.78571
2021-07-07,15.64285
2021-07-08,13.42857
2021-07-09,10.78571
2021-07-10,7.42857
2021-07-11,8.17857
2021-07-12,15.14285
2021-07-13,12.60714
2021-07-14,11.57142
2021-07-15,11.28571
2021-07-16,8.39285
2021-07-17,5.46428
2021-07-18,8.35714
2021-07-19,14.24999
2021-07-20,12.67857
2021-07-21,9.28571
2021-07-22,11.89285
2021-07-23,11.17857
2021-07-24,6.71428
2021-07-25,9.10714
2021-07-26,12.21428
2021-07-27,13.03571
2021-07-28,13.32142
2021-07-29,12.21428
2021-07-30,10.78571
2021-07-31,8.53571
2021-08-01,8.60714
2021-08-02,14.67857
2021-08-03,13.35714
2021-08-04,14.28571
2021-08-05,12.85714
2021-08-06,11.71428
2021-08-07,8.71428
2021-08-08,8.0
2021-08-09,13.14285
2021-08-10,15.60714
2021-08-11,13.67857
2021-08-12,14.39285
2021-08-13,13.21428
2021-08-14,11.35714
2021-08-15,9.85714
2021-08-16,11.96428
2021-08-17,14.75
2021-08-18,15.92857
2021-08-19,16.46428
2021-08-20,16.35714
2021-08-21,9.60714
2021-08-22,13.32142
2021-08-23,17.64285
2021-08-24,16.46428
2021-08-25,18.5
2021-08-26,30.75
2021-08-27,23.39285
2021-08-28,14.75
2021-08-29,16.75
2021-08-30,26.64285
2021-08-31,25.57142
2021-09-01,30.25
2021-09-02,21.39285
2021-09-03,21.0
2021-09-04,14.21428
2021-09-05,13.25
2021-09-06,20.78571
2021-09-07,17.85714
2021-09-08,19.96428
2021-09-09,17.0
2021-09-10,17.85714
2021-09-11,12.35714
2021-09-12,10.96428
2021-09-13,16.89285
2021-09-14,16.60714
2021-09-15,15.35714
2021-09-16,16.03571
2021-09-17,14.60714
2021-09-18,9.89285
2021-09-19,9.71428
2021-09-20,7.75
2021-09-21,9.96428
2021-09-22,14.96428
2021-09-23,23.75
2021-09-24,20.75
2021-09-25,15.14285
2021-09-26,13.0
2021-09-27,22.32142
2021-09-28,19.89285
2021-09-29,17.21428
2021-09-30,19.53571
2021-10-01,15.67857
2021-10-02,10.21428
2021-10-03,10.64285
2021-10-04,14.42857
2021-10-05,19.14285
2021-10-06,18.82142
2021-10-07,18.21428
2021-10-08,14.39285
2021-10-09,10.39285
2021-10-10,9.57142
2021-10-11,12.67857
2021-10-12,18.0
2021-10-13,16.10714
2021-10-14,17.53571
2021-10-15,15.25
2021-10-16,10.75
2021-10-17,12.17857
2021-10-18,16.71428
2021-10-19,15.89285
2021-10-20,14.75
2021-10-21,15.53571
2021-10-22,14.07142
2021-10-23,10.32142
2021-10-24,9.5
2021-10-25,15.75
2021-10-26,17.57142
2021-10-27,15.25
2021-10-28,15.35714
2021-10-29,15.35714
2021-10-30,8.78571
2021-10-31,10.0
2021-11-01,15.85714
2021-11-02,19.82142
2021-11-03,18.03571
2021-11-04,16.82142
2021-11-05,14.42857
2021-11-06,10.46428
2021-11-07,10.35714
2021-11-08,14.42857
2021-11-09,15.5
2021-11-10,15.14285
2021-11-11,17.46428
2021-11-12,15.53571
2021-11-13,9.28571
2021-11-14,10.89285
2021-11-15,19.25
2021-11-16,16.64285
2021-11-17,16.89285
2021-11-18,14.78571
2021-11-19,13.32142
2021-11-20,11.32142
2021-11-21,11.10714
2021-11-22,16.92857
2021-11-23,14.67857
2021-11-24,14.21428
2021-11-25,25.35714
2021-11-26,22.07142
2021-11-27,13.32142
2021-11-28,13.46428
2021-11-29,21.46428
2021-11-30,21.14285
2021-12-01,20.14285
2021-12-02,21.78571
2021-12-03,18.35714
2021-12-04,15.82142
2021-12-05,17.24999
2021-12-06,21.32142
2021-12-07,19.14285
2021-12-08,19.17857
2021-12-09,17.53571
2021-12-10,16.21428
2021-12-11,14.46428
2021-12-12,14.67857
2021-12-13,21.0
2021-12-14,17.78571
2021-12-15,17.5
2021-12-16,18.21428
2021-12-17,16.25
2021-12-18,12.10714
2021-12-19,12.57142
2021-12-20,19.25
2021-12-21,17.85714
2021-12-22,17.46428
2021-12-23,15.25
2021-12-24,14.14285
2021-12-25,11.14285
2021-12-26,13.85714
2021-12-27,17.85714
2021-12-28,16.25
2021-12-29,17.14285
2021-12-30,20.89285
2021-12-31,16.42857
2022-01-01,12.14285
2022-01-02,14.85714
2022-01-03,23.07142
2022-01-04,21.46428
2022-01-05,21.17857
2022-01-06,21.82142
2022-01-07,19.14285
2022-01-08,13.89285
2022-01-09,15.78571
2022-01-10,22.46428
2022-01-11,21.0
2022-01-12,21.78571
2022-01-13,18.71428
2022-01-14,29.5
2022-01-15,19.89285
2022-01-16,19.0
2022-01-17,34.14285
2022-01-18,28.10714
2022-01-19,27.82142
2022-01-20,26.46428
2022-01-21,23.0
2022-01-22,15.35714
2022-01-23,17.57142
2022-01-24,22.39285
2022-01-25,25.0
2022-01-26,21.96428
2022-01-27,23.0
2022-01-28,21.82142
2022-01-29,15.75
2022-01-30,11.64285
2022-01-31,9.60714
2022-02-01,14.17857
2022-02-02,19.92857
2022-02-03,34.39285
2022-02-04,28.24999
2022-02-05,17.17857
2022-02-06,18.5
2022-02-07,26.39285
2022-02-08,27.60714
2022-02-09,23.71428
2022-02-10,24.03571
2022-02-11,21.64285
2022-02-12,13.03571
2022-02-13,15.39285
2022-02-14,24.71428
2022-02-15,24.42857
2022-02-16,21.78571
2022-02-17,19.39285
2022-02-18,19.39285
2022-02-19,14.14285
2022-02-20,18.25
2022-02-21,33.60714
2022-02-22,31.07142
2022-02-23,27.75
2022-02-24,25.21428
2022-02-25,22.46428
2022-02-26,14.85714
2022-02-27,15.82142
2022-02-28,24.28571
2022-03-01,14.67857
2022-03-02,21.78571
2022-03-03,22.17857
2022-03-04,20.0
2022-03-05,12.85714
2022-03-06,11.71428
2022-03-07,18.82142
2022-03-08,16.67857
2022-03-09,11.46428
2022-03-10,16.89285
2022-03-11,17.75
2022-03-12,11.57142
2022-03-13,12.42857
2022-03-14,19.92857
2022-03-15,20.07142
2022-03-16,18.64285
2022-03-17,22.07142
2022-03-18,17.14285
2022-03-19,13.35714
2022-03-20,13.07142
2022-03-21,18.89285
2022-03-22,19.25
2022-03-23,20.53571
2022-03-24,16.75
2022-03-25,16.92857
2022-03-26,11.39285
2022-03-27,12.03571
2022-03-28,20.17857
2022-03-29,20.85714
2022-03-30,22.03571
2022-03-31,20.10714
2022-04-01,18.17857
2022-04-02,13.14285
2022-04-03,13.0
2022-04-04,19.64285
2022-04-05,17.78571
2022-04-06,17.10714
2022-04-07,18.71428
2022-04-08,15.89285
2022-04-09,11.39285
2022-04-10,11.32142
2022-04-11,17.57142
2022-04-12,19.53571
2022-04-13,19.92857
2022-04-14,27.39285
2022-04-15,23.85714
2022-04-16,16.0
2022-04-17,16.39285
2022-04-18,25.07142
2022-04-19,26.57142
2022-04-20,23.60714
2022-04-21,20.14285
2022-04-22,20.28571
2022-04-23,14.78571
2022-04-24,15.82142
2022-04-25,22.0
2022-04-26,19.25
2022-04-27,21.57142
2022-04-28,21.85714
2022-04-29,19.82142
2022-04-30,12.60714
2022-05-01,14.32142
2022-05-02,21.5
2022-05-03,23.10714
2022-05-04,18.46428
2022-05-05,18.21428
2022-05-06,20.57142
2022-05-07,13.64285
2022-05-08,16.0
2022-05-09,23.21428
2022-05-10,24.53571
2022-05-11,23.32142
2022-05-12,23.28571
2022-05-13,17.92857
2022-05-14,13.35714
2022-05-15,13.21428
2022-05-16,24.96428
2022-05-17,22.17857
2022-05-18,21.42857
2022-05-19,19.21428
2022-05-20,17.60714
2022-05-21,12.5
2022-05-22,14.64285
2022-05-23,22.5
2022-05-24,21.71428
2022-05-25,23.96428
2022-05-26,32.82142
2022-05-27,30.85714
2022-05-28,17.24999
2022-05-29,15.92857
2022-05-30,25.32142
2022-05-31,28.96428
2022-06-01,18.92857
2022-06-02,25.21428
2022-06-03,24.71428
2022-06-04,16.78571
2022-06-05,19.64285
2022-06-06,18.53571
2022-06-07,24.78571
2022-06-08,29.82142
2022-06-09,27.10714
2022-06-10,27.82142
2022-06-11,16.5
2022-06-12,18.71428
2022-06-13,32.03571
2022-06-14,30.92857
2022-06-15,34.53571
2022-06-16,41.42857
2022-06-17,34.03571
2022-06-18,20.71428
2022-06-19,23.78571
2022-06-20,39.0
2022-06-21,31.64285
2022-06-22,34.89285
2022-06-23,30.92857
2022-06-24,27.89285
2022-06-25,18.21428
2022-06-26,21.25
2022-06-27,28.46428
2022-06-28,30.5
2022-06-29,26.85714
2022-06-30,26.42857
2022-07-01,25.60714
2022-07-02,16.21428
2022-07-03,19.57142
2022-07-04,31.60714
2022-07-05,29.60714
2022-07-06,31.03571
2022-07-07,29.0
2022-07-08,24.85714
2022-07-09,16.21428
2022-07-10,18.25
2022-07-11,29.78571
2022-07-12,28.96428
2022-07-13,56.32142
2022-07-14,47.57142
2022-07-15,40.35714
2022-07-16,26.25
2022-07-17,28.67857
2022-07-18,45.39285
2022-07-19,37.92857
2022-07-20,35.71428
2022-07-21,34.78571
2022-07-22,31.28571
2022-07-23,19.92857
2022-07-24,24.25
2022-07-25,42.92857
2022-07-26,33.53571
2022-07-27,32.14285
2022-07-28,36.35714
2022-07-29,31.39285
2022-07-30,17.07142
2022-07-31,20.60714
2022-08-01,34.85714
2022-08-02,32.39285
2022-08-03,30.71428
2022-08-04,27.78571
2022-08-05,27.57142
2022-08-06,19.03571
2022-08-07,19.32142
2022-08-08,29.53571
2022-08-09,24.07142
2022-08-10,27.03571
2022-08-11,26.92857
2022-08-12,23.96428
2022-08-13,15.57142
2022-08-14,17.64285
2022-08-15,18.32142
2022-08-16,30.78571
2022-08-17,30.60714
2022-08-18,28.67857
2022-08-19,25.07142
2022-08-20,17.42857
2022-08-21,20.10714
2022-08-22,45.89285
2022-08-23,39.60714
2022-08-24,29.53571
2022-08-25,47.28571
2022-08-26,39.71428
2022-08-27,21.25
2022-08-28,25.89285
2022-08-29,38.71428
2022-08-30,34.25
2022-08-31,31.46428
2022-09-01,28.57142
2022-09-02,25.42857
2022-09-03,19.03571
2022-09-04,18.64285
2022-09-05,27.53571
2022-09-06,24.42857
2022-09-07,23.17857
2022-09-08,21.46428
2022-09-09,15.92857
2022-09-10,14.71428
2022-09-11,17.96428
2022-09-12,26.03571
2022-09-13,37.57142
2022-09-14,39.10714
2022-09-15,36.32142
2022-09-16,29.92857
2022-09-17,19.35714
2022-09-18,20.10714
2022-09-19,33.82142
2022-09-20,31.78571
2022-09-21,29.89285
2022-09-22,41.57142
2022-09-23,34.14285
2022-09-24,23.14285
2022-09-25,23.10714
2022-09-26,38.46428
2022-09-27,38.03571
2022-09-28,36.28571
2022-09-29,35.96428
2022-09-30,37.96428
2022-10-01,24.78571
2022-10-02,24.75
2022-10-03,29.89285
2022-10-04,41.53571
2022-10-05,47.60714
2022-10-06,48.46428
2022-10-07,46.67857
2022-10-08,24.75
2022-10-09,29.42857
2022-10-10,35.82142
2022-10-11,55.85714
2022-10-12,74.78571
2022-10-13,100.0
2022-10-14,84.28571
2022-10-15,56.0
2022-10-16,60.25
2022-10-17,96.07142
2022-10-18,99.46428
2022-10-19,93.92857
2022-10-20,83.46428
2022-10-21,71.85714
2022-10-22,40.5
2022-10-23,46.82142
2022-10-24,75.10714
2022-10-25,80.60714
2022-10-26,72.46428
2022-10-27,68.5
2022-10-28,59.21428
2022-10-29,37.64285
2022-10-30,34.89285
2022-10-31,64.21428
2022-11-01,71.42857
2022-11-02,64.85714
2022-11-03,62.14285
2022-11-04,55.39285
2022-11-05,35.75
2022-11-06,40.0
2022-11-07,66.17857
2022-11-08,65.17857
2022-11-09,61.17857
2022-11-10,60.03571
2022-11-11,49.03571
2022-11-12,29.35714
2022-11-13,34.10714
2022-11-14,68.89285
2022-11-15,66.42857
2022-11-16,52.0
2022-11-17,47.0
2022-11-18,41.96428
2022-11-19,24.60714
2022-11-20,26.78571
2022-11-21,45.5
2022-11-22,44.5
2022-11-23,40.53571
2022-11-24,49.78571
2022-11-25,40.42857
2022-11-26,24.75
2022-11-27,28.21428
2022-11-28,46.64285
2022-11-29,41.42857
2022-11-30,37.14285
2022-12-01,34.60714
2022-12-02,29.75
2022-12-03,16.75
2022-12-04,17.89285
2022-12-05,32.96428
2022-12-06,32.39285
2022-12-07,34.39285
2022-12-08,34.96428
2022-12-09,28.96428
2022-12-10,18.60714
2022-12-11,19.75
2022-12-12,35.14285
2022-12-13,29.46428
2022-12-14,26.10714
2022-12-15,28.75
2022-12-16,25.53571
2022-12-17,15.25
2022-12-18,18.21428
2022-12-19,28.32142
2022-12-20,29.57142
2022-12-21,23.60714
2022-12-22,21.53571
2022-12-23,20.60714
2022-12-24,13.71428
2022-12-25,16.57142
2022-12-26,25.89285
2022-12-27,27.42857
2022-12-28,28.71428
2022-12-29,27.75
2022-12-30,26.35714
2022-12-31,14.60714
2023-01-01,16.85714
2023-01-02,32.14285
2023-01-03,28.53571
2023-01-04,25.35714
2023-01-05,27.5
2023-01-06,22.0
2023-01-07,14.96428
2023-01-08,15.89285
2023-01-09,26.07142
2023-01-10,28.10714
2023-01-11,26.0
2023-01-12,23.75
2023-01-13,28.03571
2023-01-14,15.96428
2023-01-15,15.28571
2023-01-16,24.71428
2023-01-17,22.03571
2023-01-18,20.28571
2023-01-19,19.0
2023-01-20,13.96428
2023-01-21,10.64285
2023-01-22,11.46428
2023-01-23,13.35714
2023-01-24,18.10714
2023-01-25,26.32142
2023-01-26,22.42857
2023-01-27,20.53571
2023-01-28,14.14285
2023-01-29,13.71428
2023-01-30,20.78571
2023-01-31,19.92857
2023-02-01,18.25
2023-02-02,19.17857
2023-02-03,17.46428
2023-02-04,11.57142
2023-02-05,12.67857
2023-02-06,17.78571
2023-02-07,17.21428
2023-02-08,15.17857
2023-02-09,14.64285
2023-02-10,14.28571
2023-02-11,10.5
2023-02-12,10.28571
2023-02-13,17.39285
2023-02-14,17.46428
2023-02-15,16.53571
2023-02-16,16.10714
2023-02-17,14.46428
2023-02-18,10.07142
2023-02-19,10.71428
2023-02-20,15.60714
2023-02-21,15.0
2023-02-22,14.07142
2023-02-23,16.32142
2023-02-24,13.64285
2023-02-25,8.39285
2023-02-26,8.07142
2023-02-27,15.17857
2023-02-28,14.46428
2023-03-01,9.64285
2023-03-02,14.07142
2023-03-03,11.21428
2023-03-04,8.60714
2023-03-05,9.07142
2023-03-06,14.28571
2023-03-07,12.39285
2023-03-08,12.57142
2023-03-09,11.53571
2023-03-10,10.35714
2023-03-11,6.17857
2023-03-12,7.85714
2023-03-13,10.92857
2023-03-14,12.5
2023-03-15,12.92857
2023-03-16,11.75
2023-03-17,10.14285
2023-03-18,8.60714
2023-03-19,7.07142
2023-03-20,12.25
2023-03-21,11.25
2023-03-22,12.5
2023-03-23,12.67857
2023-03-24,12.32142
2023-03-25,7.0
2023-03-26,7.28571
2023-03-27,14.67857
2023-03-28,14.0
2023-03-29,14.85714
2023-03-30,13.39285
2023-03-31,10.89285
2023-04-01,6.46428
2023-04-02,6.89285
2023-04-03,13.07142
2023-04-04,10.5
2023-04-05,11.71428
2023-04-06,10.5
2023-04-07,9.21428
2023-04-08,6.57142
2023-04-09,6.46428
2023-04-10,11.57142
2023-04-11,11.96428
2023-04-12,10.92857
2023-04-13,11.60714
2023-04-14,8.46428
2023-04-15,6.03571
2023-04-16,7.28571
2023-04-17,10.57142
2023-04-18,11.46428
2023-04-19,10.82142
2023-04-20,10.92857
2023-04-21,8.42857
2023-04-22,6.10714
2023-04-23,7.10714
2023-04-24,9.67857
2023-04-25,9.96428
2023-04-26,12.25
2023-04-27,9.21428
2023-04-28,10.10714
2023-04-29,5.89285
2023-04-30,6.67857
2023-05-01,8.39285
2023-05-02,11.39285
2023-05-03,11.17857
2023-05-04,9.89285
2023-05-05,5.64285
2023-05-06,5.28571
2023-05-07,6.21428
2023-05-08,11.39285
2023-05-09,9.07142
2023-05-10,9.03571
2023-05-11,7.39285
2023-05-12,8.0
2023-05-13,6.17857
2023-05-14,5.5
2023-05-15,10.21428
2023-05-16,10.5
2023-05-17,9.60714
2023-05-18,9.42857
2023-05-19,6.71428
2023-05-20,5.35714
2023-05-21,5.35714
2023-05-22,9.5
2023-05-23,9.10714
2023-05-24,7.75
2023-05-25,8.64285
2023-05-26,6.67857
2023-05-27,4.57142
2023-05-28,4.96428
2023-05-29,5.71428
2023-05-30,9.32142
2023-05-31,9.25
2023-06-01,8.82142
2023-06-02,8.28571
2023-06-03,4.53571
2023-06-04,5.14285
2023-06-05,10.71428
2023-06-06,6.64285
2023-06-07,9.60714
2023-06-08,7.96428
2023-06-09,8.32142
2023-06-10,6.21428
2023-06-11,6.75
2023-06-12,9.5
