date,미국실시간선물지수
2020-03-20,50.91437
2020-03-21,12.8012
2020-03-22,9.1975
2020-03-23,100.0
2020-03-24,56.38984
2020-03-25,85.75731
2020-03-26,69.39543
2020-03-27,57.75602
2020-03-28,12.145
2020-03-29,7.63769
2020-03-30,51.96858
2020-03-31,37.10197
2020-04-01,38.38209
2020-04-02,41.45869
2020-04-03,32.70223
2020-04-04,5.45395
2020-04-05,3.13037
2020-04-06,26.08648
2020-04-07,29.77624
2020-04-08,30.20654
2020-04-09,28.71127
2020-04-10,15.78098
2020-04-11,2.45266
2020-04-12,2.63554
2020-04-13,28.05507
2020-04-14,18.85757
2020-04-15,16.70611
2020-04-16,23.56927
2020-04-17,19.86876
2020-04-18,3.9049
2020-04-19,1.95783
2020-04-20,24.58046
2020-04-21,30.63683
2020-04-22,30.31411
2020-04-23,25.76376
2020-04-24,21.40705
2020-04-25,3.65748
2020-04-26,1.57056
2020-04-27,20.14845
2020-04-28,19.82573
2020-04-29,14.96342
2020-04-30,9.929
2020-05-01,14.12435
2020-05-02,4.27065
2020-05-03,1.85025
2020-05-04,22.70869
2020-05-05,16.11445
2020-05-06,23.2358
2020-05-07,19.72891
2020-05-08,16.62005
2020-05-09,3.04432
2020-05-10,1.87177
2020-05-11,20.91222
2020-05-12,19.13726
2020-05-13,21.23493
2020-05-14,24.1179
2020-05-15,17.38382
2020-05-16,2.93674
2020-05-17,1.39845
2020-05-18,16.78141
2020-05-19,20.16996
2020-05-20,17.77108
2020-05-21,19.7074
2020-05-22,20.93373
2020-05-23,3.64672
2020-05-24,1.22633
2020-05-25,14.96342
2020-05-26,14.97418
2020-05-27,17.45912
2020-05-28,20.18072
2020-05-29,15.64113
2020-05-30,3.19492
2020-05-31,1.22633
2020-06-01,20.0086
2020-06-02,16.28657
2020-06-03,14.03829
2020-06-04,15.28614
2020-06-05,11.87607
2020-06-06,2.35585
2020-06-07,1.15103
2020-06-08,16.53399
2020-06-09,17.98623
2020-06-10,16.20051
2020-06-11,21.28872
2020-06-12,35.99397
2020-06-13,4.60413
2020-06-14,1.94707
2020-06-15,41.51247
2020-06-16,31.88468
2020-06-17,27.01161
2020-06-18,24.20395
2020-06-19,18.11531
2020-06-20,3.62521
2020-06-21,1.34466
2020-06-22,19.99784
2020-06-23,21.71901
2020-06-24,21.86962
2020-06-25,34.70309
2020-06-26,20.77237
2020-06-27,4.30292
2020-06-28,2.07616
2020-06-29,32.71299
2020-06-30,23.16049
2020-07-01,23.07444
2020-07-02,18.06153
2020-07-03,13.70481
2020-07-04,2.52796
2020-07-05,1.08648
2020-07-06,15.20008
2020-07-07,19.48149
2020-07-08,17.65275
2020-07-09,14.59767
2020-07-10,15.30765
2020-07-11,2.05464
2020-07-12,0.81755
2020-07-13,12.54302
2020-07-14,20.09466
2020-07-15,16.1037
2020-07-16,20.12693
2020-07-17,13.87693
2020-07-18,1.93631
2020-07-19,0.87134
2020-07-20,15.69492
2020-07-21,12.77969
2020-07-22,15.69492
2020-07-23,15.49053
2020-07-24,16.71686
2020-07-25,2.53872
2020-07-26,1.01118
2020-07-27,14.14586
2020-07-28,13.89845
2020-07-29,12.32788
2020-07-30,15.71643
2020-07-31,13.48967
2020-08-01,2.48493
2020-08-02,0.58089
2020-08-03,11.3382
2020-08-04,11.95137
2020-08-05,11.05851
2020-08-06,11.7685
2020-08-07,10.84337
2020-08-08,1.73192
2020-08-09,0.80679
2020-08-10,11.00473
2020-08-11,10.83261
2020-08-12,13.8339
2020-08-13,12.02667
2020-08-14,10.8111
2020-08-15,1.46299
2020-08-16,0.62392
2020-08-17,9.4987
2020-08-18,15.33993
2020-08-19,12.42469
2020-08-20,19.43846
2020-08-21,11.87607
2020-08-22,1.46299
2020-08-23,0.58089
2020-08-24,11.17685
2020-08-25,11.20912
2020-08-26,11.81153
2020-08-27,13.11316
2020-08-28,10.03657
2020-08-29,1.39845
2020-08-30,0.73149
2020-08-31,13.73709
2020-09-01,14.01678
2020-09-02,13.13468
2020-09-03,16.34036
2020-09-04,33.90705
2020-09-05,6.28227
2020-09-06,1.43072
2020-09-07,19.77194
2020-09-08,31.51893
2020-09-09,34.18674
2020-09-10,24.25774
2020-09-11,21.58993
2020-09-12,3.45309
2020-09-13,1.04345
2020-09-14,17.2117
2020-09-15,15.80249
2020-09-16,17.37306
2020-09-17,24.82788
2020-09-18,18.51333
2020-09-19,3.25946
2020-09-20,1.15103
2020-09-21,31.7018
2020-09-22,38.56497
2020-09-23,26.45223
2020-09-24,42.60972
2020-09-25,24.53743
2020-09-26,3.16265
2020-09-27,1.06497
2020-09-28,16.86746
2020-09-29,13.33907
2020-09-30,9.84294
2020-10-01,9.53098
2020-10-02,27.22676
2020-10-03,5.60456
2020-10-04,2.44191
2020-10-05,17.56669
2020-10-06,18.85757
2020-10-07,20.05163
2020-10-08,12.67211
2020-10-09,9.16523
2020-10-10,2.25903
2020-10-11,0.74225
2020-10-12,14.42555
2020-10-13,18.23364
2020-10-14,17.53442
2020-10-15,26.4092
2020-10-16,20.07314
2020-10-17,2.95826
2020-10-18,1.11876
2020-10-19,20.30981
2020-10-20,21.94492
2020-10-21,20.86919
2020-10-22,23.07444
2020-10-23,15.09251
2020-10-24,2.10843
2020-10-25,0.73149
2020-10-26,21.37478
2020-10-27,23.18201
2020-10-28,27.64629
2020-10-29,33.11101
2020-10-30,28.95869
2020-10-31,4.55034
2020-11-01,1.90404
2020-11-02,24.91394
2020-11-03,22.16006
2020-11-04,32.48709
2020-11-05,30.10972
2020-11-06,25.3012
2020-11-07,3.65748
2020-11-08,1.59208
2020-11-09,25.53786
2020-11-10,29.74397
2020-11-11,23.19277
2020-11-12,22.49354
2020-11-13,17.97547
2020-11-14,2.45266
2020-11-15,0.88209
2020-11-16,17.25473
2020-11-17,18.07228
2020-11-18,17.91092
2020-11-19,18.57788
2020-11-20,13.62951
2020-11-21,2.53872
2020-11-22,0.96815
2020-11-23,12.8765
2020-11-24,14.68373
2020-11-25,17.23321
2020-11-26,12.61833
2020-11-27,9.31583
2020-11-28,1.90404
2020-11-29,0.68846
2020-11-30,14.57616
2020-12-01,14.82358
2020-12-02,14.27495
2020-12-03,12.84423
2020-12-04,9.62779
2020-12-05,1.73192
2020-12-06,0.68846
2020-12-07,13.05938
2020-12-08,14.87736
2020-12-09,12.36015
2020-12-10,16.14672
2020-12-11,12.34939
2020-12-12,2.61402
2020-12-13,0.98967
2020-12-14,12.81196
2020-12-15,13.70481
2020-12-16,12.76893
2020-12-17,11.88683
2020-12-18,10.10111
2020-12-19,2.07616
2020-12-20,0.86058
2020-12-21,25.01075
2020-12-22,24.65576
2020-12-23,17.67426
2020-12-24,10.92943
2020-12-25,2.26979
2020-12-26,0.68846
2020-12-27,0.63468
2020-12-28,11.1123
2020-12-29,10.68201
2020-12-30,9.64931
2020-12-31,4.79776
2021-01-01,1.77495
2021-01-02,0.55938
2021-01-03,0.76376
2021-01-04,12.79044
2021-01-05,21.6222
2021-01-06,29.04475
2021-01-07,18.95438
2021-01-08,12.12349
2021-01-09,2.73235
2021-01-10,1.12951
2021-01-11,22.12779
2021-01-12,23.70912
2021-01-13,18.08304
2021-01-14,17.2117
2021-01-15,18.64242
2021-01-16,4.35671
2021-01-17,1.39845
2021-01-18,18.54561
2021-01-19,17.05034
2021-01-20,16.49096
2021-01-21,15.26462
2021-01-22,14.81282
2021-01-23,2.3666
2021-01-24,1.09724
2021-01-25,15.10327
2021-01-26,22.92383
2021-01-27,25.16135
2021-01-28,43.93287
2021-01-29,34.54173
2021-01-30,6.78786
2021-01-31,2.50645
2021-02-01,30.3679
2021-02-02,23.18201
2021-02-03,23.19277
2021-02-04,24.74182
2021-02-05,15.99612
2021-02-06,2.30206
2021-02-07,1.16179
2021-02-08,17.05034
2021-02-09,17.08261
2021-02-10,11.66092
2021-02-11,7.02452
2021-02-12,7.46557
2021-02-13,2.24827
2021-02-14,1.09724
2021-02-15,11.75774
2021-02-16,16.77065
2021-02-17,20.39586
2021-02-18,24.4191
2021-02-19,22.37521
2021-02-20,3.58218
2021-02-21,1.49526
2021-02-22,26.04345
2021-02-23,35.1549
2021-02-24,40.01721
2021-02-25,28.76506
2021-02-26,43.17986
2021-02-27,6.27151
2021-02-28,2.12994
2021-03-01,24.66652
2021-03-02,36.85456
2021-03-03,28.64672
2021-03-04,40.71643
2021-03-05,38.4574
2021-03-06,5.72289
2021-03-07,2.04388
2021-03-08,41.9858
2021-03-09,40.65189
2021-03-10,39.01678
2021-03-11,29.43201
2021-03-12,32.29345
2021-03-13,5.9703
2021-03-14,2.04388
2021-03-15,27.86144
2021-03-16,24.77409
2021-03-17,26.8395
2021-03-18,30.05593
2021-03-19,29.74397
2021-03-20,4.57185
2021-03-21,2.19449
2021-03-22,25.17211
2021-03-23,26.15103
2021-03-24,25.61316
2021-03-25,25.0753
2021-03-26,18.40576
2021-03-27,2.86144
2021-03-28,1.32314
2021-03-29,23.22504
2021-03-30,20.8907
2021-03-31,21.18115
2021-04-01,18.99741
2021-04-02,13.37134
2021-04-03,2.57099
2021-04-04,1.38769
2021-04-05,15.95309
2021-04-06,16.95352
2021-04-07,15.16781
2021-04-08,14.58691
2021-04-09,12.71514
2021-04-10,2.00086
2021-04-11,0.84982
2021-04-12,15.72719
2021-04-13,14.27495
2021-04-14,14.09208
2021-04-15,14.69449
2021-04-16,11.87607
2021-04-17,1.95783
2021-04-18,1.05421
2021-04-19,13.81239
2021-04-20,17.15791
2021-04-21,21.6975
2021-04-22,16.09294
2021-04-23,14.74827
2021-04-24,2.70008
2021-04-25,1.32314
2021-04-26,15.51204
2021-04-27,16.11445
2021-04-28,18.33046
2021-04-29,19.1265
2021-04-30,13.82314
2021-05-01,1.88253
2021-05-02,0.74225
2021-05-03,13.72633
2021-05-04,12.2203
2021-05-05,14.72676
2021-05-06,16.4802
2021-05-07,11.74698
2021-05-08,2.03313
2021-05-09,1.00043
2021-05-10,13.37134
2021-05-11,29.25989
2021-05-12,33.11101
2021-05-13,44.82573
2021-05-14,20.43889
2021-05-15,3.13037
2021-05-16,1.4092
2021-05-17,25.98967
2021-05-18,16.6308
2021-05-19,21.52538
2021-05-20,30.42168
2021-05-21,18.93287
2021-05-22,3.61445
2021-05-23,2.45266
2021-05-24,20.1592
2021-05-25,17.22246
2021-05-26,17.46987
2021-05-27,18.57788
2021-05-28,13.29604
2021-05-29,2.47418
2021-05-30,1.41996
2021-05-31,11.77925
2021-06-01,17.35154
2021-06-02,17.39457
2021-06-03,19.0512
2021-06-04,17.78184
2021-06-05,2.19449
2021-06-06,1.00043
2021-06-07,16.93201
2021-06-08,16.42641
2021-06-09,16.1037
2021-06-10,16.27581
2021-06-11,11.09079
2021-06-12,2.02237
2021-06-13,0.75301
2021-06-14,11.89759
2021-06-15,12.93029
2021-06-16,13.88769
2021-06-17,17.16867
2021-06-18,12.54302
2021-06-19,3.52839
2021-06-20,1.12951
2021-06-21,22.60111
2021-06-22,17.53442
2021-06-23,14.8666
2021-06-24,13.31755
2021-06-25,11.10154
2021-06-26,2.00086
2021-06-27,0.79604
2021-06-28,13.5327
2021-06-29,14.02753
2021-06-30,13.34982
2021-07-01,12.59681
2021-07-02,9.8537
2021-07-03,1.59208
2021-07-04,0.47332
2021-07-05,9.02538
2021-07-06,12.55378
2021-07-07,14.14586
2021-07-08,24.5697
2021-07-09,21.82659
2021-07-10,2.60327
2021-07-11,0.80679
2021-07-12,18.36273
2021-07-13,15.89931
2021-07-14,17.93244
2021-07-15,16.84595
2021-07-16,16.04991
2021-07-17,2.60327
2021-07-18,1.07573
2021-07-19,28.16265
2021-07-20,31.59423
2021-07-21,25.03227
2021-07-22,19.26635
2021-07-23,14.3395
2021-07-24,2.23752
2021-07-25,0.70998
2021-07-26,21.28872
2021-07-27,20.26678
2021-07-28,23.06368
2021-07-29,17.07185
2021-07-30,20.68631
2021-07-31,2.91523
2021-08-01,1.07573
2021-08-02,16.56626
2021-08-03,17.14716
2021-08-04,16.23278
2021-08-05,16.66308
2021-08-06,13.39285
2021-08-07,2.25903
2021-08-08,0.80679
2021-08-09,14.6407
2021-08-10,16.18975
2021-08-11,17.11488
2021-08-12,16.64156
2021-08-13,14.15662
2021-08-14,1.71041
2021-08-15,0.46256
2021-08-16,12.04819
2021-08-17,21.23493
2021-08-18,19.01893
2021-08-19,31.71256
2021-08-20,22.98838
2021-08-21,3.10886
2021-08-22,0.89285
2021-08-23,19.23407
2021-08-24,18.85757
2021-08-25,18.08304
2021-08-26,18.22289
2021-08-27,17.07185
2021-08-28,2.216
2021-08-29,0.67771
2021-08-30,14.82358
2021-08-31,16.13597
2021-09-01,15.55507
2021-09-02,16.01764
2021-09-03,10.8111
2021-09-04,2.08691
2021-09-05,0.47332
2021-09-06,10.41308
2021-09-07,13.86617
2021-09-08,18.57788
2021-09-09,18.65318
2021-09-10,13.28528
2021-09-11,2.20524
2021-09-12,0.72074
2021-09-13,17.17943
2021-09-14,12.32788
2021-09-15,12.8012
2021-09-16,12.60757
2021-09-17,8.30464
2021-09-18,1.69965
2021-09-19,0.55938
2021-09-20,10.99397
2021-09-21,19.61058
2021-09-22,20.29905
2021-09-23,19.43846
2021-09-24,16.87822
2021-09-25,2.58175
2021-09-26,1.02194
2021-09-27,13.55421
2021-09-28,22.81626
2021-09-29,29.21686
2021-09-30,19.96557
2021-10-01,23.4617
2021-10-02,3.27022
2021-10-03,1.09724
2021-10-04,24.80636
2021-10-05,37.52151
2021-10-06,42.25473
2021-10-07,28.71127
2021-10-08,21.90189
2021-10-09,3.11962
2021-10-10,1.24784
2021-10-11,20.86919
2021-10-12,30.71213
2021-10-13,24.66652
2021-10-14,19.99784
2021-10-15,17.1364
2021-10-16,2.68932
2021-10-17,0.93588
2021-10-18,21.03055
2021-10-19,17.70654
2021-10-20,18.70697
2021-10-21,18.9006
2021-10-22,14.94191
2021-10-23,2.08691
2021-10-24,0.77452
2021-10-25,14.89888
2021-10-26,14.4148
2021-10-27,16.91049
2021-10-28,16.67383
2021-10-29,17.3623
2021-10-30,2.34509
2021-10-31,0.77452
2021-11-01,14.4148
2021-11-02,16.74913
2021-11-03,17.92168
2021-11-04,15.79173
2021-11-05,12.25258
2021-11-06,2.16222
2021-11-07,0.70998
2021-11-08,15.45826
2021-11-09,14.32874
2021-11-10,19.00817
2021-11-11,19.00817
2021-11-12,11.66092
2021-11-13,2.09767
2021-11-14,0.50559
2021-11-15,13.71557
2021-11-16,16.23278
2021-11-17,14.81282
2021-11-18,15.38296
2021-11-19,11.81153
2021-11-20,1.93631
2021-11-21,0.78528
2021-11-22,12.46772
2021-11-23,19.44922
2021-11-24,17.34079
2021-11-25,12.18803
2021-11-26,28.48537
2021-11-27,6.36833
2021-11-28,5.12048
2021-11-29,38.18846
2021-11-30,41.91049
2021-12-01,30.14199
2021-12-02,32.2827
2021-12-03,22.08476
2021-12-04,5.67986
2021-12-05,3.25946
2021-12-06,29.15232
2021-12-07,23.11746
2021-12-08,22.74096
2021-12-09,20.41738
2021-12-10,21.00903
2021-12-11,3.66824
2021-12-12,1.53829
2021-12-13,21.15963
2021-12-14,28.01204
2021-12-15,26.38769
2021-12-16,21.55765
2021-12-17,22.5043
2021-12-18,3.87263
2021-12-19,1.07573
2021-12-20,35.31626
2021-12-21,30.20654
2021-12-22,25.63468
2021-12-23,19.56755
2021-12-24,10.85413
2021-12-25,1.82874
2021-12-26,1.06497
2021-12-27,15.95309
2021-12-28,15.97461
2021-12-29,16.2543
2021-12-30,11.6932
2021-12-31,6.44363
2022-01-01,1.71041
2022-01-02,0.89285
2022-01-03,14.6407
2022-01-04,14.97418
2022-01-05,21.01979
2022-01-06,35.29475
2022-01-07,21.96643
2022-01-08,3.66824
2022-01-09,1.52753
2022-01-10,30.34638
2022-01-11,30.79819
2022-01-12,22.84853
2022-01-13,22.79475
2022-01-14,23.537
2022-01-15,3.61445
2022-01-16,1.05421
2022-01-17,20.67555
2022-01-18,35.35929
2022-01-19,38.15619
2022-01-20,30.42168
2022-01-21,36.17685
2022-01-22,6.71256
2022-01-23,3.20567
2022-01-24,56.8524
2022-01-25,62.71514
2022-01-26,53.42082
2022-01-27,59.36962
2022-01-28,36.60714
2022-01-29,5.5185
2022-01-30,1.69965
2022-01-31,18.30895
2022-02-01,18.42728
2022-02-02,22.52581
2022-02-03,40.78098
2022-02-04,33.56282
2022-02-05,5.62607
2022-02-06,2.18373
2022-02-07,30.65834
2022-02-08,31.63726
2022-02-09,25.3765
2022-02-10,28.06583
2022-02-11,29.14156
2022-02-12,5.895
2022-02-13,3.13037
2022-02-14,49.96772
2022-02-15,44.72891
2022-02-16,38.6833
2022-02-17,41.29733
2022-02-18,33.78872
2022-02-19,6.22848
2022-02-20,2.43115
2022-02-21,33.22934
2022-02-22,53.32401
2022-02-23,38.70481
2022-02-24,59.50946
2022-02-25,45.05163
2022-02-26,6.63726
2022-02-27,3.43158
2022-02-28,39.15662
2022-03-01,27.65705
2022-03-02,37.33864
2022-03-03,29.35671
2022-03-04,34.1222
2022-03-05,5.60456
2022-03-06,2.47418
2022-03-07,43.72848
2022-03-08,41.97504
2022-03-09,28.58218
2022-03-10,37.51075
2022-03-11,31.75559
2022-03-12,5.40017
2022-03-13,2.60327
2022-03-14,37.61833
2022-03-15,37.79044
2022-03-16,34.55249
2022-03-17,37.28485
2022-03-18,29.9376
2022-03-19,4.44277
2022-03-20,2.02237
2022-03-21,31.98149
2022-03-22,28.80808
2022-03-23,28.48537
2022-03-24,28.51764
2022-03-25,23.56927
2022-03-26,3.36703
2022-03-27,1.23709
2022-03-28,25.02151
2022-03-29,24.96772
2022-03-30,26.35542
2022-03-31,24.18244
2022-04-01,22.10628
2022-04-02,3.27022
2022-04-03,1.14027
2022-04-04,21.06282
2022-04-05,21.66523
2022-04-06,28.65748
2022-04-07,34.06841
2022-04-08,23.63382
2022-04-09,3.48537
2022-04-10,1.24784
2022-04-11,26.85025
2022-04-12,33.30464
2022-04-13,28.37779
2022-04-14,24.36531
2022-04-15,16.24354
2022-04-16,2.00086
2022-04-17,1.44148
2022-04-18,27.89371
2022-04-19,23.91351
2022-04-20,24.04259
2022-04-21,22.51506
2022-04-22,24.27925
2022-04-23,4.08777
2022-04-24,2.00086
2022-04-25,39.37177
2022-04-26,29.29216
2022-04-27,39.66222
2022-04-28,29.42125
2022-04-29,25.92512
2022-04-30,4.96987
2022-05-01,1.92555
2022-05-02,33.42297
2022-05-03,26.9148
2022-05-04,21.88037
2022-05-05,19.75043
2022-05-06,36.46729
2022-05-07,4.43201
2022-05-08,2.12994
2022-05-09,44.08347
2022-05-10,45.92297
2022-05-11,41.93201
2022-05-12,47.52581
2022-05-13,29.17383
2022-05-14,4.64716
2022-05-15,2.00086
2022-05-16,35.3808
2022-05-17,28.49612
2022-05-18,31.86316
2022-05-19,44.25559
2022-05-20,25.58089
2022-05-21,4.85154
2022-05-22,1.88253
2022-05-23,30.15275
2022-05-24,37.86574
2022-05-25,33.88554
2022-05-26,32.78829
2022-05-27,24.09638
2022-05-28,3.45309
2022-05-29,1.20481
2022-05-30,22.78399
2022-05-31,27.57099
2022-06-01,19.44922
2022-06-02,30.17426
2022-06-03,22.95611
2022-06-04,3.84036
2022-06-05,1.8395
2022-06-06,20.07314
2022-06-07,29.31368
2022-06-08,24.70955
2022-06-09,26.51678
2022-06-10,28.99096
2022-06-11,4.34595
2022-06-12,2.23752
2022-06-13,50.09681
2022-06-14,53.51764
2022-06-15,46.17039
2022-06-16,53.25946
2022-06-17,42.38382
2022-06-18,6.18545
2022-06-19,2.95826
2022-06-20,39.10283
2022-06-21,37.5
2022-06-22,45.53571
2022-06-23,45.72934
2022-06-24,30.48623
2022-06-25,4.36746
2022-06-26,2.18373
2022-06-27,38.03786
2022-06-28,33.55206
2022-06-29,38.70481
2022-06-30,36.95137
2022-07-01,33.74569
2022-07-02,4.01247
2022-07-03,1.79647
2022-07-04,27.85068
2022-07-05,36.56411
2022-07-06,36.41351
2022-07-07,28.56067
2022-07-08,26.76419
2022-07-09,3.54991
2022-07-10,1.34466
2022-07-11,27.7216
2022-07-12,31.7018
2022-07-13,34.41265
2022-07-14,33.26161
2022-07-15,25.65619
2022-07-16,3.04432
2022-07-17,1.31239
2022-07-18,26.24784
2022-07-19,28.34552
2022-07-20,29.02323
2022-07-21,29.34595
2022-07-22,26.00043
2022-07-23,3.71127
2022-07-24,1.55981
2022-07-25,25.93588
2022-07-26,25.62392
2022-07-27,27.216
2022-07-28,28.59294
2022-07-29,21.06282
2022-07-30,2.70008
2022-07-31,1.01118
2022-08-01,22.55808
2022-08-02,25.01075
2022-08-03,22.61187
2022-08-04,24.50516
2022-08-05,21.39629
2022-08-06,3.47461
2022-08-07,1.32314
2022-08-08,24.3438
2022-08-09,24.87091
2022-08-10,28.7543
2022-08-11,25.5271
2022-08-12,20.01936
2022-08-13,2.7969
2022-08-14,1.00043
2022-08-15,18.34122
2022-08-16,24.45137
2022-08-17,24.39759
2022-08-18,27.02237
2022-08-19,23.14974
2022-08-20,3.28098
2022-08-21,1.63511
2022-08-22,32.07831
