date,해외선물증거금
2021-04-02,24.59893
2021-04-03,14.97326
2021-04-04,13.90374
2021-04-05,24.86631
2021-04-06,24.06417
2021-04-07,23.79679
2021-04-08,26.73796
2021-04-09,25.66844
2021-04-10,12.83422
2021-04-11,11.7647
2021-04-12,20.32085
2021-04-13,28.34224
2021-04-14,26.2032
2021-04-15,22.19251
2021-04-16,27.80748
2021-04-17,16.04278
2021-04-18,9.35828
2021-04-19,26.2032
2021-04-20,22.99465
2021-04-21,24.86631
2021-04-22,21.39037
2021-04-23,22.72727
2021-04-24,12.29946
2021-04-25,14.70588
2021-04-26,20.05347
2021-04-27,23.26203
2021-04-28,27.27272
2021-04-29,22.99465
2021-04-30,19.78609
2021-05-01,13.90374
2021-05-02,10.96256
2021-05-03,22.72727
2021-05-04,17.91443
2021-05-05,17.11229
2021-05-06,21.12299
2021-05-07,20.32085
2021-05-08,13.36898
2021-05-09,15.24064
2021-05-10,27.80748
2021-05-11,24.86631
2021-05-12,29.14438
2021-05-13,26.47058
2021-05-14,24.33155
2021-05-15,16.57754
2021-05-16,9.0909
2021-05-17,22.72727
2021-05-18,38.77005
2021-05-19,20.85561
2021-05-20,27.5401
2021-05-21,22.72727
2021-05-22,14.70588
2021-05-23,11.7647
2021-05-24,24.33155
2021-05-25,29.41176
2021-05-26,20.05347
2021-05-27,22.45989
2021-05-28,25.13368
2021-05-29,11.7647
2021-05-30,17.37967
2021-05-31,20.05347
2021-06-01,20.32085
2021-06-02,25.40106
2021-06-03,28.877
2021-06-04,20.85561
2021-06-05,14.4385
2021-06-06,11.7647
2021-06-07,20.05347
2021-06-08,22.99465
2021-06-09,18.18181
2021-06-10,16.84491
2021-06-11,15.7754
2021-06-12,8.82352
2021-06-13,10.69518
2021-06-14,22.45989
2021-06-15,28.07486
2021-06-16,19.25133
2021-06-17,20.58823
2021-06-18,23.26203
2021-06-19,11.49732
2021-06-20,11.22994
2021-06-21,25.93582
2021-06-22,35.56149
2021-06-23,36.63101
2021-06-24,30.2139
2021-06-25,40.37433
2021-06-26,14.97326
2021-06-27,11.7647
2021-06-28,22.99465
2021-06-29,27.00534
2021-06-30,22.19251
2021-07-01,31.01604
2021-07-02,26.2032
2021-07-03,20.85561
2021-07-04,16.04278
2021-07-05,27.80748
2021-07-06,26.47058
2021-07-07,31.28342
2021-07-08,34.49197
2021-07-09,37.43315
2021-07-10,15.7754
2021-07-11,10.96256
2021-07-12,31.5508
2021-07-13,29.94652
2021-07-14,31.01604
2021-07-15,28.60962
2021-07-16,20.32085
2021-07-17,12.29946
2021-07-18,7.75401
2021-07-19,28.877
2021-07-20,33.42245
2021-07-21,34.75935
2021-07-22,33.68983
2021-07-23,28.34224
2021-07-24,13.90374
2021-07-25,7.75401
2021-07-26,32.62032
2021-07-27,38.50267
2021-07-28,37.43315
2021-07-29,28.877
2021-07-30,30.2139
2021-07-31,12.03208
2021-08-01,20.05347
2021-08-02,20.58823
2021-08-03,22.72727
2021-08-04,34.22459
2021-08-05,22.45989
2021-08-06,27.5401
2021-08-07,13.1016
2021-08-08,10.4278
2021-08-09,30.74866
2021-08-10,26.47058
2021-08-11,22.99465
2021-08-12,21.92513
2021-08-13,27.00534
2021-08-14,14.17112
2021-08-15,11.7647
2021-08-16,17.37967
2021-08-17,26.73796
2021-08-18,29.67914
2021-08-19,27.00534
2021-08-20,22.99465
2021-08-21,16.04278
2021-08-22,17.11229
2021-08-23,39.30481
2021-08-24,30.74866
2021-08-25,24.59893
2021-08-26,27.80748
2021-08-27,24.59893
2021-08-28,14.70588
2021-08-29,7.21925
2021-08-30,25.66844
2021-08-31,21.92513
2021-09-01,19.51871
2021-09-02,20.58823
2021-09-03,18.18181
2021-09-04,8.82352
2021-09-05,6.95187
2021-09-06,18.44919
2021-09-07,19.51871
2021-09-08,19.78609
2021-09-09,15.7754
2021-09-10,21.92513
2021-09-11,15.50802
2021-09-12,7.48663
2021-09-13,14.97326
2021-09-14,21.92513
2021-09-15,17.37967
2021-09-16,16.04278
2021-09-17,17.11229
2021-09-18,13.90374
2021-09-19,4.27807
2021-09-20,12.03208
2021-09-21,12.03208
2021-09-22,12.29946
2021-09-23,21.65775
2021-09-24,23.52941
2021-09-25,15.7754
2021-09-26,12.29946
2021-09-27,19.25133
2021-09-28,27.27272
2021-09-29,26.47058
2021-09-30,27.5401
2021-10-01,26.47058
2021-10-02,15.50802
2021-10-03,9.35828
2021-10-04,19.51871
2021-10-05,25.13368
2021-10-06,22.99465
2021-10-07,31.28342
2021-10-08,25.66844
2021-10-09,13.36898
2021-10-10,13.36898
2021-10-11,13.90374
2021-10-12,18.44919
2021-10-13,21.65775
2021-10-14,22.19251
2021-10-15,20.32085
2021-10-16,16.57754
2021-10-17,8.28877
2021-10-18,19.51871
2021-10-19,24.33155
2021-10-20,19.51871
2021-10-21,22.99465
2021-10-22,16.57754
2021-10-23,12.56684
2021-10-24,8.28877
2021-10-25,18.44919
2021-10-26,23.52941
2021-10-27,15.7754
2021-10-28,16.84491
2021-10-29,16.04278
2021-10-30,9.62566
2021-10-31,7.21925
2021-11-01,17.37967
2021-11-02,15.24064
2021-11-03,17.91443
2021-11-04,19.25133
2021-11-05,14.4385
2021-11-06,9.62566
2021-11-07,7.21925
2021-11-08,13.1016
2021-11-09,19.25133
2021-11-10,17.11229
2021-11-11,17.64705
2021-11-12,17.11229
2021-11-13,13.36898
2021-11-14,10.96256
2021-11-15,16.31016
2021-11-16,20.32085
2021-11-17,24.59893
2021-11-18,14.70588
2021-11-19,20.58823
2021-11-20,10.96256
2021-11-21,7.75401
2021-11-22,17.37967
2021-11-23,25.13368
2021-11-24,22.45989
2021-11-25,20.58823
2021-11-26,18.98395
2021-11-27,10.69518
2021-11-28,7.75401
2021-11-29,18.44919
2021-11-30,22.99465
2021-12-01,23.26203
2021-12-02,27.80748
2021-12-03,25.40106
2021-12-04,16.57754
2021-12-05,8.28877
2021-12-06,24.33155
2021-12-07,18.44919
2021-12-08,17.91443
2021-12-09,20.05347
2021-12-10,16.04278
2021-12-11,12.29946
2021-12-12,8.28877
2021-12-13,14.70588
2021-12-14,19.51871
2021-12-15,19.25133
2021-12-16,17.11229
2021-12-17,14.4385
2021-12-18,12.29946
2021-12-19,6.14973
2021-12-20,23.52941
2021-12-21,27.27272
2021-12-22,18.18181
2021-12-23,16.57754
2021-12-24,17.91443
2021-12-25,7.75401
2021-12-26,8.82352
2021-12-27,16.57754
2021-12-28,14.17112
2021-12-29,17.64705
2021-12-30,18.44919
2021-12-31,10.96256
2022-01-01,8.02139
2022-01-02,11.7647
2022-01-03,17.11229
2022-01-04,19.51871
2022-01-05,14.17112
2022-01-06,18.71657
2022-01-07,18.18181
2022-01-08,12.56684
2022-01-09,7.21925
2022-01-10,21.12299
2022-01-11,18.18181
2022-01-12,14.4385
2022-01-13,20.32085
2022-01-14,17.37967
2022-01-15,12.56684
2022-01-16,11.49732
2022-01-17,14.97326
2022-01-18,19.51871
2022-01-19,24.59893
2022-01-20,18.71657
2022-01-21,20.05347
2022-01-22,9.0909
2022-01-23,7.48663
2022-01-24,21.92513
2022-01-25,32.62032
2022-01-26,27.80748
2022-01-27,24.33155
2022-01-28,21.65775
2022-01-29,14.4385
2022-01-30,11.7647
2022-01-31,10.69518
2022-02-01,11.7647
2022-02-02,15.7754
2022-02-03,25.66844
2022-02-04,28.07486
2022-02-05,17.37967
2022-02-06,6.41711
2022-02-07,19.78609
2022-02-08,29.14438
2022-02-09,27.27272
2022-02-10,22.45989
2022-02-11,28.60962
2022-02-12,14.4385
2022-02-13,14.17112
2022-02-14,22.45989
2022-02-15,25.13368
2022-02-16,23.52941
2022-02-17,26.2032
2022-02-18,15.7754
2022-02-19,16.31016
2022-02-20,14.4385
2022-02-21,19.51871
2022-02-22,26.2032
2022-02-23,25.13368
2022-02-24,26.47058
2022-02-25,25.40106
2022-02-26,17.91443
2022-02-27,10.16042
2022-02-28,21.12299
2022-03-01,18.18181
2022-03-02,31.28342
2022-03-03,21.12299
2022-03-04,30.48128
2022-03-05,16.57754
2022-03-06,8.28877
2022-03-07,30.2139
2022-03-08,33.15508
2022-03-09,25.40106
2022-03-10,30.48128
2022-03-11,29.41176
2022-03-12,13.1016
2022-03-13,10.96256
2022-03-14,25.93582
2022-03-15,21.92513
2022-03-16,31.01604
2022-03-17,23.52941
2022-03-18,30.48128
2022-03-19,26.73796
2022-03-20,13.90374
2022-03-21,25.40106
2022-03-22,27.00534
2022-03-23,20.58823
2022-03-24,22.19251
2022-03-25,27.80748
2022-03-26,14.70588
2022-03-27,10.16042
2022-03-28,23.79679
2022-03-29,29.67914
2022-03-30,25.40106
2022-03-31,28.07486
2022-04-01,22.99465
2022-04-02,13.1016
2022-04-03,11.7647
2022-04-04,23.52941
2022-04-05,19.51871
2022-04-06,26.2032
2022-04-07,24.59893
2022-04-08,21.65775
2022-04-09,11.22994
2022-04-10,8.82352
2022-04-11,22.99465
2022-04-12,28.60962
2022-04-13,25.93582
2022-04-14,22.99465
2022-04-15,16.04278
2022-04-16,7.21925
2022-04-17,6.68449
2022-04-18,14.17112
2022-04-19,21.12299
2022-04-20,18.44919
2022-04-21,23.26203
2022-04-22,17.11229
2022-04-23,14.17112
2022-04-24,12.56684
2022-04-25,24.06417
2022-04-26,22.99465
2022-04-27,21.12299
2022-04-28,20.32085
2022-04-29,20.32085
2022-04-30,9.0909
2022-05-01,10.69518
2022-05-02,16.04278
2022-05-03,22.45989
2022-05-04,22.19251
2022-05-05,20.85561
2022-05-06,22.72727
2022-05-07,17.11229
2022-05-08,16.04278
2022-05-09,26.47058
2022-05-10,29.14438
2022-05-11,28.877
2022-05-12,30.74866
2022-05-13,21.65775
2022-05-14,12.03208
2022-05-15,6.95187
2022-05-16,22.99465
2022-05-17,29.14438
2022-05-18,28.07486
2022-05-19,24.33155
2022-05-20,19.51871
2022-05-21,14.97326
2022-05-22,9.35828
2022-05-23,19.51871
2022-05-24,25.93582
2022-05-25,27.27272
2022-05-26,24.86631
2022-05-27,23.79679
2022-05-28,13.63636
2022-05-29,13.36898
2022-05-30,28.34224
2022-05-31,20.32085
2022-06-01,20.32085
2022-06-02,18.98395
2022-06-03,23.52941
2022-06-04,12.83422
2022-06-05,11.49732
2022-06-06,12.56684
2022-06-07,21.92513
2022-06-08,24.33155
2022-06-09,28.07486
2022-06-10,29.94652
2022-06-11,14.4385
2022-06-12,8.82352
2022-06-13,27.00534
2022-06-14,31.5508
2022-06-15,28.60962
2022-06-16,29.41176
2022-06-17,33.42245
2022-06-18,18.44919
2022-06-19,13.90374
2022-06-20,33.95721
2022-06-21,26.2032
2022-06-22,29.67914
2022-06-23,32.35294
2022-06-24,30.74866
2022-06-25,15.24064
2022-06-26,12.56684
2022-06-27,21.12299
2022-06-28,21.39037
2022-06-29,28.877
2022-06-30,24.86631
2022-07-01,22.19251
2022-07-02,10.4278
2022-07-03,7.21925
2022-07-04,22.19251
2022-07-05,20.58823
2022-07-06,31.01604
2022-07-07,29.41176
2022-07-08,21.39037
2022-07-09,12.03208
2022-07-10,10.96256
2022-07-11,20.58823
2022-07-12,25.66844
2022-07-13,21.39037
2022-07-14,22.72727
2022-07-15,20.05347
2022-07-16,10.4278
2022-07-17,6.14973
2022-07-18,24.06417
2022-07-19,21.12299
2022-07-20,24.86631
2022-07-21,21.12299
2022-07-22,23.52941
2022-07-23,12.83422
2022-07-24,13.36898
2022-07-25,21.39037
2022-07-26,23.79679
2022-07-27,19.25133
2022-07-28,24.06417
2022-07-29,20.58823
2022-07-30,12.03208
2022-07-31,11.49732
2022-08-01,21.12299
2022-08-02,22.19251
2022-08-03,24.59893
2022-08-04,24.59893
2022-08-05,19.78609
2022-08-06,16.04278
2022-08-07,11.22994
2022-08-08,23.52941
2022-08-09,24.06417
2022-08-10,26.2032
2022-08-11,26.2032
2022-08-12,19.78609
2022-08-13,22.72727
2022-08-14,9.0909
2022-08-15,16.31016
2022-08-16,23.26203
2022-08-17,30.74866
2022-08-18,21.12299
2022-08-19,21.92513
2022-08-20,12.29946
2022-08-21,9.0909
2022-08-22,24.06417
2022-08-23,21.65775
2022-08-24,20.85561
2022-08-25,21.39037
2022-08-26,24.06417
2022-08-27,8.82352
2022-08-28,9.35828
2022-08-29,21.12299
2022-08-30,14.97326
2022-08-31,25.93582
2022-09-01,20.58823
2022-09-02,20.32085
2022-09-03,9.35828
2022-09-04,8.55614
2022-09-05,16.84491
2022-09-06,22.19251
2022-09-07,28.34224
2022-09-08,22.72727
2022-09-09,20.32085
2022-09-10,12.03208
2022-09-11,6.14973
2022-09-12,12.29946
2022-09-13,23.52941
2022-09-14,27.27272
2022-09-15,22.99465
2022-09-16,21.65775
2022-09-17,18.98395
2022-09-18,11.49732
2022-09-19,20.32085
2022-09-20,27.5401
2022-09-21,29.41176
2022-09-22,23.52941
2022-09-23,25.13368
2022-09-24,21.65775
2022-09-25,12.03208
2022-09-26,28.34224
2022-09-27,31.81818
2022-09-28,33.68983
2022-09-29,34.22459
2022-09-30,29.94652
2022-10-01,17.37967
2022-10-02,16.04278
2022-10-03,17.64705
2022-10-04,25.66844
2022-10-05,31.28342
2022-10-06,24.86631
2022-10-07,22.45989
2022-10-08,15.24064
2022-10-09,9.0909
2022-10-10,16.31016
2022-10-11,22.99465
2022-10-12,27.80748
2022-10-13,29.67914
2022-10-14,25.40106
2022-10-15,14.17112
2022-10-16,12.83422
2022-10-17,24.59893
2022-10-18,21.65775
2022-10-19,28.60962
2022-10-20,25.66844
2022-10-21,22.72727
2022-10-22,13.36898
2022-10-23,13.63636
2022-10-24,20.85561
2022-10-25,30.48128
2022-10-26,30.48128
2022-10-27,22.72727
2022-10-28,17.64705
2022-10-29,8.82352
2022-10-30,9.89304
2022-10-31,16.57754
2022-11-01,13.63636
2022-11-02,22.19251
2022-11-03,21.12299
2022-11-04,18.44919
2022-11-05,11.7647
2022-11-06,8.28877
2022-11-07,27.00534
2022-11-08,22.19251
2022-11-09,22.99465
2022-11-10,19.25133
2022-11-11,20.32085
2022-11-12,12.83422
2022-11-13,7.75401
2022-11-14,24.59893
2022-11-15,29.94652
2022-11-16,20.32085
2022-11-17,18.18181
2022-11-18,17.64705
2022-11-19,12.83422
2022-11-20,7.48663
2022-11-21,20.32085
2022-11-22,23.26203
2022-11-23,23.26203
2022-11-24,17.91443
2022-11-25,13.1016
2022-11-26,9.0909
2022-11-27,8.02139
2022-11-28,14.70588
2022-11-29,22.45989
2022-11-30,25.66844
2022-12-01,20.05347
2022-12-02,16.31016
2022-12-03,6.95187
2022-12-04,5.88235
2022-12-05,18.18181
2022-12-06,20.32085
2022-12-07,28.60962
2022-12-08,24.59893
2022-12-09,16.57754
2022-12-10,9.89304
2022-12-11,7.48663
2022-12-12,26.2032
2022-12-13,23.52941
2022-12-14,24.59893
2022-12-15,29.14438
2022-12-16,22.45989
2022-12-17,10.96256
2022-12-18,11.49732
2022-12-19,22.45989
2022-12-20,29.41176
2022-12-21,16.31016
2022-12-22,21.65775
2022-12-23,20.58823
2022-12-24,6.68449
2022-12-25,6.95187
2022-12-26,13.36898
2022-12-27,20.32085
2022-12-28,19.51871
2022-12-29,24.86631
2022-12-30,22.99465
2022-12-31,12.29946
2023-01-01,9.35828
2023-01-02,19.78609
2023-01-03,27.80748
2023-01-04,22.72727
2023-01-05,24.59893
2023-01-06,24.06417
2023-01-07,15.24064
2023-01-08,10.69518
2023-01-09,24.33155
2023-01-10,22.99465
2023-01-11,27.5401
2023-01-12,22.99465
2023-01-13,23.26203
2023-01-14,13.63636
2023-01-15,13.90374
2023-01-16,21.12299
2023-01-17,18.18181
2023-01-18,20.05347
2023-01-19,23.52941
2023-01-20,17.11229
2023-01-21,8.28877
2023-01-22,5.08021
2023-01-23,6.14973
2023-01-24,16.57754
2023-01-25,18.18181
2023-01-26,30.48128
2023-01-27,22.99465
2023-01-28,10.96256
2023-01-29,8.82352
2023-01-30,18.44919
2023-01-31,22.45989
2023-02-01,22.99465
2023-02-02,22.72727
2023-02-03,19.25133
2023-02-04,9.35828
2023-02-05,12.29946
2023-02-06,22.45989
2023-02-07,26.2032
2023-02-08,27.5401
2023-02-09,29.67914
2023-02-10,21.92513
2023-02-11,13.90374
2023-02-12,9.62566
2023-02-13,25.13368
2023-02-14,30.74866
2023-02-15,32.08556
2023-02-16,35.82887
2023-02-17,31.81818
2023-02-18,13.36898
2023-02-19,10.16042
2023-02-20,24.86631
2023-02-21,25.13368
2023-02-22,33.42245
2023-02-23,29.94652
2023-02-24,24.86631
2023-02-25,12.83422
2023-02-26,11.7647
2023-02-27,20.58823
2023-02-28,27.27272
2023-03-01,24.86631
2023-03-02,25.13368
2023-03-03,19.51871
2023-03-04,13.36898
2023-03-05,5.88235
2023-03-06,25.93582
2023-03-07,32.62032
2023-03-08,24.59893
2023-03-09,28.877
2023-03-10,25.66844
2023-03-11,9.89304
2023-03-12,7.21925
2023-03-13,26.47058
2023-03-14,33.15508
2023-03-15,28.34224
2023-03-16,21.65775
2023-03-17,25.40106
2023-03-18,10.16042
2023-03-19,11.22994
2023-03-20,24.86631
2023-03-21,26.47058
2023-03-22,17.91443
2023-03-23,24.59893
2023-03-24,19.25133
2023-03-25,16.04278
2023-03-26,6.68449
2023-03-27,22.72727
2023-03-28,24.06417
2023-03-29,22.19251
2023-03-30,29.41176
2023-03-31,17.91443
2023-04-01,11.22994
2023-04-02,10.69518
2023-04-03,22.72727
2023-04-04,22.19251
2023-04-05,27.27272
2023-04-06,30.2139
2023-04-07,17.37967
2023-04-08,13.63636
2023-04-09,14.17112
2023-04-10,20.58823
2023-04-11,22.72727
2023-04-12,25.66844
2023-04-13,30.48128
2023-04-14,28.60962
2023-04-15,13.63636
2023-04-16,18.18181
2023-04-17,25.13368
2023-04-18,23.52941
2023-04-19,20.32085
2023-04-20,28.34224
2023-04-21,23.26203
2023-04-22,14.4385
2023-04-23,10.4278
2023-04-24,22.99465
2023-04-25,25.66844
2023-04-26,22.19251
2023-04-27,16.84491
2023-04-28,16.04278
2023-04-29,9.35828
2023-04-30,15.7754
2023-05-01,14.97326
2023-05-02,26.73796
2023-05-03,23.79679
2023-05-04,24.59893
2023-05-05,12.83422
2023-05-06,11.7647
2023-05-07,6.14973
2023-05-08,17.11229
2023-05-09,21.12299
2023-05-10,23.79679
2023-05-11,28.60962
2023-05-12,20.05347
2023-05-13,11.7647
2023-05-14,6.68449
2023-05-15,17.37967
2023-05-16,20.85561
2023-05-17,23.52941
2023-05-18,20.58823
2023-05-19,22.19251
2023-05-20,7.21925
2023-05-21,7.21925
2023-05-22,21.92513
2023-05-23,20.85561
2023-05-24,15.7754
2023-05-25,16.84491
2023-05-26,21.39037
2023-05-27,13.1016
2023-05-28,6.95187
