date,아파트분양
2020-06-11,70.16011
2020-06-12,63.88484
2020-06-13,47.27478
2020-06-14,54.98948
2020-06-15,75.14151
2020-06-16,74.65631
2020-06-17,71.21138
2020-06-18,63.5452
2020-06-19,56.36422
2020-06-20,44.54148
2020-06-21,48.27753
2020-06-22,72.89341
2020-06-23,72.08474
2020-06-24,61.08685
2020-06-25,59.27543
2020-06-26,54.50428
2020-06-27,41.8567
2020-06-28,48.81125
2020-06-29,66.32702
2020-06-30,62.9953
2020-07-01,65.76095
2020-07-02,64.54795
2020-07-03,53.85735
2020-07-04,41.90522
2020-07-05,50.50946
2020-07-06,68.41339
2020-07-07,64.53178
2020-07-08,66.50493
2020-07-09,63.72311
2020-07-10,57.62574
2020-07-11,45.23693
2020-07-12,46.40142
2020-07-13,65.16254
2020-07-14,65.34044
2020-07-15,63.46433
2020-07-16,59.30777
2020-07-17,62.68801
2020-07-18,47.93789
2020-07-19,51.07552
2020-07-20,73.18453
2020-07-21,83.85896
2020-07-22,64.69351
2020-07-23,56.97881
2020-07-24,58.22416
2020-07-25,43.95924
2020-07-26,48.42309
2020-07-27,66.99013
2020-07-28,72.295
2020-07-29,74.15494
2020-07-30,69.27058
2020-07-31,58.48293
2020-08-01,46.70871
2020-08-02,51.46369
2020-08-03,86.91573
2020-08-04,86.96425
2020-08-05,67.23273
2020-08-06,61.60439
2020-08-07,62.34837
2020-08-08,54.08377
2020-08-09,61.37797
2020-08-10,85.83212
2020-08-11,100.0
2020-08-12,77.06614
2020-08-13,79.42746
2020-08-14,76.59712
2020-08-15,43.68429
2020-08-16,43.36082
2020-08-17,48.06728
2020-08-18,62.88209
2020-08-19,64.91994
2020-08-20,61.57205
2020-08-21,57.0435
2020-08-22,42.53598
2020-08-23,40.579
2020-08-24,57.0435
2020-08-25,55.15122
2020-08-26,61.24858
2020-08-27,54.97331
2020-08-28,45.17224
2020-08-29,40.80543
2020-08-30,41.1289
2020-08-31,60.74721
2020-09-01,61.24858
2020-09-02,53.67944
2020-09-03,48.13197
2020-09-04,40.77308
2020-09-05,36.00194
2020-09-06,41.3068
2020-09-07,51.52838
2020-09-08,56.94646
2020-09-09,48.27753
2020-09-10,40.90247
2020-09-11,37.44137
2020-09-12,33.51124
2020-09-13,35.74316
2020-09-14,47.95406
2020-09-15,51.86802
2020-09-16,40.25553
2020-09-17,40.83778
2020-09-18,35.62995
2020-09-19,31.31166
2020-09-20,31.29548
2020-09-21,39.65712
2020-09-22,42.47129
2020-09-23,38.31473
2020-09-24,38.31473
2020-09-25,45.51188
2020-09-26,26.76694
2020-09-27,30.58385
2020-09-28,43.3123
2020-09-29,38.03978
2020-09-30,25.1496
2020-10-01,30.14717
2020-10-02,36.1475
2020-10-03,40.0938
2020-10-04,44.63852
2020-10-05,61.58822
2020-10-06,54.8601
2020-10-07,55.55555
2020-10-08,55.92754
2020-10-09,38.26621
2020-10-10,38.12065
2020-10-11,41.5494
2020-10-12,58.61232
2020-10-13,53.67944
2020-10-14,61.24858
2020-10-15,53.35597
2020-10-16,49.05385
2020-10-17,40.19084
2020-10-18,41.87287
2020-10-19,64.38622
2020-10-20,63.52903
2020-10-21,65.09784
2020-10-22,62.12194
2020-10-23,53.32362
2020-10-24,37.65162
2020-10-25,39.99676
2020-10-26,57.75513
2020-10-27,66.56962
2020-10-28,60.76338
2020-10-29,48.03493
2020-10-30,42.94032
2020-10-31,37.23111
2020-11-01,42.18017
2020-11-02,74.93126
2020-11-03,94.11289
2020-11-04,64.11127
2020-11-05,51.10787
2020-11-06,47.82468
2020-11-07,38.99401
2020-11-08,40.04528
2020-11-09,59.76063
2020-11-10,60.89277
2020-11-11,55.1027
2020-11-12,53.74413
2020-11-13,50.8491
2020-11-14,38.62202
2020-11-15,44.52531
2020-11-16,59.12987
2020-11-17,64.93611
2020-11-18,58.64467
2020-11-19,66.61814
2020-11-20,56.25101
2020-11-21,42.22869
2020-11-22,46.22351
2020-11-23,57.05967
2020-11-24,56.62299
2020-11-25,53.59857
2020-11-26,55.95989
2020-11-27,59.03283
2020-11-28,45.85152
2020-11-29,52.15914
2020-11-30,75.88549
2020-12-01,70.12776
2020-12-02,67.4915
2020-12-03,64.46708
2020-12-04,55.44234
2020-12-05,46.32055
2020-12-06,51.52838
2020-12-07,67.81497
2020-12-08,65.5507
2020-12-09,59.76063
2020-12-10,68.5266
2020-12-11,57.96538
2020-12-12,43.84602
2020-12-13,44.08863
2020-12-14,62.9953
2020-12-15,63.83632
2020-12-16,65.80947
2020-12-17,65.0655
2020-12-18,61.50735
2020-12-19,46.53081
2020-12-20,50.96231
2020-12-21,63.01148
2020-12-22,63.28643
2020-12-23,55.70111
2020-12-24,44.44444
2020-12-25,41.53323
2020-12-26,45.13989
2020-12-27,52.28853
2020-12-28,73.63739
2020-12-29,93.75707
2020-12-30,73.34627
2020-12-31,52.66052
2021-01-01,49.71696
2021-01-02,53.77648
2021-01-03,60.47226
2021-01-04,74.93126
2021-01-05,67.03865
2021-01-06,62.83357
2021-01-07,66.32702
2021-01-08,58.30502
2021-01-09,49.89487
2021-01-10,52.49878
2021-01-11,61.15154
2021-01-12,63.94953
2021-01-13,61.26475
2021-01-14,52.35322
2021-01-15,48.97299
2021-01-16,37.39285
2021-01-17,43.50638
2021-01-18,55.5879
2021-01-19,55.65259
2021-01-20,54.42341
2021-01-21,57.70661
2021-01-22,56.63917
2021-01-23,41.51706
2021-01-24,44.39592
2021-01-25,59.049
2021-01-26,60.40756
2021-01-27,54.71453
2021-01-28,53.69561
2021-01-29,44.49296
2021-01-30,38.68672
2021-01-31,42.51981
2021-02-01,60.11644
2021-02-02,66.35937
2021-02-03,51.73863
2021-02-04,54.01908
2021-02-05,41.45236
2021-02-06,39.56008
2021-02-07,44.0401
2021-02-08,51.5769
2021-02-09,56.42891
2021-02-10,45.83535
2021-02-11,33.8347
2021-02-12,38.55733
2021-02-13,49.05385
2021-02-14,56.97881
2021-02-15,67.52385
2021-02-16,69.09267
2021-02-17,63.18939
2021-02-18,65.90651
2021-02-19,53.92204
2021-02-20,43.97541
2021-02-21,46.88662
2021-02-22,59.00048
2021-02-23,52.59582
2021-02-24,51.49603
2021-02-25,46.90279
2021-02-26,38.94549
2021-02-27,34.57868
2021-02-28,40.85395
2021-03-01,44.80025
2021-03-02,53.84117
2021-03-03,54.68219
2021-03-04,50.52563
2021-03-05,41.45236
2021-03-06,35.71081
2021-03-07,39.54391
2021-03-08,48.52013
2021-03-09,45.15607
2021-03-10,45.28546
2021-03-11,43.53873
2021-03-12,41.45236
2021-03-13,37.40902
2021-03-14,37.1179
2021-03-15,52.80608
2021-03-16,47.21009
2021-03-17,42.18017
2021-03-18,42.68154
2021-03-19,38.84845
2021-03-20,34.3846
2021-03-21,38.76758
2021-03-22,46.43377
2021-03-23,46.14264
2021-03-24,43.36082
2021-03-25,42.18017
2021-03-26,38.97784
2021-03-27,34.48164
2021-03-28,37.37667
2021-03-29,48.24518
2021-03-30,46.38524
2021-03-31,42.98884
2021-04-01,35.79168
2021-04-02,35.22561
2021-04-03,30.43829
2021-04-04,32.65405
2021-04-05,43.44169
2021-04-06,46.17499
2021-04-07,40.35257
2021-04-08,39.6086
2021-04-09,37.78101
2021-04-10,31.97476
2021-04-11,33.75384
2021-04-12,46.41759
2021-04-13,43.16674
2021-04-14,43.11822
2021-04-15,43.82985
2021-04-16,39.93207
2021-04-17,33.20394
2021-04-18,35.22561
2021-04-19,48.98916
2021-04-20,47.3233
2021-04-21,46.27203
2021-04-22,40.61135
2021-04-23,35.71081
2021-04-24,31.06906
2021-04-25,37.37667
2021-04-26,45.93239
2021-04-27,48.26136
2021-04-28,41.66262
2021-04-29,47.21009
2021-04-30,40.54666
2021-05-01,33.43037
2021-05-02,34.28756
2021-05-03,42.14782
2021-05-04,39.59243
2021-05-05,29.38702
2021-05-06,39.8512
2021-05-07,37.74866
2021-05-08,31.23079
2021-05-09,42.16399
2021-05-10,56.02458
2021-05-11,59.48568
2021-05-12,45.43102
2021-05-13,36.53566
2021-05-14,36.01811
2021-05-15,31.81303
2021-05-16,33.98026
2021-05-17,43.40934
2021-05-18,47.64677
2021-05-19,36.3254
2021-05-20,43.24761
2021-05-21,40.96716
2021-05-22,29.75901
2021-05-23,35.19327
2021-05-24,49.28028
2021-05-25,44.67087
2021-05-26,44.46061
2021-05-27,45.75448
2021-05-28,40.22319
2021-05-29,30.89115
2021-05-30,31.23079
2021-05-31,48.71421
2021-06-01,48.3584
2021-06-02,48.68186
2021-06-03,44.86495
2021-06-04,39.70564
2021-06-05,32.60553
2021-06-06,35.43587
2021-06-07,54.22933
2021-06-08,47.01601
2021-06-09,43.73281
2021-06-10,41.53323
2021-06-11,37.97509
2021-06-12,30.79411
2021-06-13,34.8698
2021-06-14,49.76548
2021-06-15,47.42034
2021-06-16,44.91347
2021-06-17,48.0511
2021-06-18,39.91589
2021-06-19,26.47582
2021-06-20,30.131
2021-06-21,46.67637
2021-06-22,44.39592
2021-06-23,39.17192
2021-06-24,37.76483
2021-06-25,37.44137
2021-06-26,28.52983
2021-06-27,31.1661
2021-06-28,45.30163
2021-06-29,39.1234
2021-06-30,38.73524
2021-07-01,39.15574
2021-07-02,38.153
2021-07-03,27.80203
2021-07-04,37.82953
2021-07-05,56.54213
2021-07-06,52.38557
2021-07-07,41.56558
2021-07-08,42.05078
2021-07-09,34.88597
2021-07-10,28.38427
2021-07-11,34.72424
2021-07-12,48.98916
2021-07-13,52.04593
2021-07-14,47.64677
2021-07-15,47.6306
2021-07-16,47.25861
2021-07-17,30.71324
2021-07-18,31.71599
2021-07-19,41.38767
2021-07-20,41.72731
2021-07-21,38.3956
2021-07-22,39.75416
2021-07-23,32.71874
2021-07-24,25.1496
2021-07-25,27.89907
2021-07-26,39.13957
2021-07-27,46.19116
2021-07-28,57.51253
2021-07-29,41.11272
2021-07-30,31.91007
2021-07-31,26.31408
2021-08-01,27.80203
2021-08-02,41.09655
2021-08-03,46.27203
2021-08-04,48.32605
2021-08-05,41.22594
2021-08-06,37.63545
2021-08-07,29.0959
2021-08-08,30.03396
2021-08-09,42.03461
2021-08-10,42.19634
2021-08-11,49.91104
2021-08-12,43.03736
2021-08-13,35.41969
2021-08-14,32.00711
2021-08-15,30.55151
2021-08-16,38.99401
2021-08-17,42.06695
2021-08-18,47.8732
2021-08-19,40.75691
2021-08-20,39.49539
2021-08-21,30.19569
2021-08-22,36.00194
2021-08-23,49.44201
2021-08-24,47.03218
2021-08-25,46.44994
2021-08-26,43.377
2021-08-27,41.79201
2021-08-28,31.19844
2021-08-29,34.54633
2021-08-30,49.00533
2021-08-31,43.44169
2021-09-01,47.0807
2021-09-02,48.06728
2021-09-03,39.96441
2021-09-04,32.21737
2021-09-05,35.8402
2021-09-06,45.20459
2021-09-07,43.82985
2021-09-08,41.20976
2021-09-09,38.83228
2021-09-10,36.72974
2021-09-11,30.26039
2021-09-12,31.78068
2021-09-13,44.00776
2021-09-14,43.58725
2021-09-15,41.08038
2021-09-16,36.35775
2021-09-17,28.46514
2021-09-18,24.16302
2021-09-19,25.65097
2021-09-20,23.11175
2021-09-21,29.62962
2021-09-22,37.66779
2021-09-23,50.07278
2021-09-24,44.33123
2021-09-25,33.55976
2021-09-26,39.02636
2021-09-27,54.63367
2021-09-28,59.09752
2021-09-29,49.61992
2021-09-30,41.72731
2021-10-01,37.73249
2021-10-02,32.44379
2021-10-03,32.52466
2021-10-04,40.65987
2021-10-05,48.30988
2021-10-06,48.76273
2021-10-07,41.96991
2021-10-08,34.04496
2021-10-09,26.39495
2021-10-10,28.15785
2021-10-11,34.02878
2021-10-12,47.01601
2021-10-13,45.12372
2021-10-14,38.44412
2021-10-15,38.153
2021-10-16,25.45689
2021-10-17,24.48649
2021-10-18,34.85363
2021-10-19,35.25796
2021-10-20,32.96134
2021-10-21,30.71324
2021-10-22,30.98819
2021-10-23,23.33818
2021-10-24,28.52983
2021-10-25,44.23419
2021-10-26,36.27688
2021-10-27,34.15817
2021-10-28,30.05013
2021-10-29,26.96102
2021-10-30,21.07391
2021-10-31,24.43797
2021-11-01,33.77001
2021-11-02,37.29581
2021-11-03,35.12857
2021-11-04,33.36568
2021-11-05,29.5811
2021-11-06,23.64547
2021-11-07,25.32751
2021-11-08,35.38735
2021-11-09,38.10448
2021-11-10,32.96134
2021-11-11,31.00436
2021-11-12,26.86398
2021-11-13,21.55911
2021-11-14,27.21979
2021-11-15,40.62752
2021-11-16,38.91314
2021-11-17,32.29823
2021-11-18,31.11758
2021-11-19,26.9125
2021-11-20,19.90942
2021-11-21,23.71017
2021-11-22,31.71599
2021-11-23,32.67022
2021-11-24,31.37635
2021-11-25,31.45722
2021-11-26,28.48131
2021-11-27,19.95794
2021-11-28,24.74526
2021-11-29,37.3605
2021-11-30,35.41969
2021-12-01,32.03946
2021-12-02,30.09865
2021-12-03,26.68607
2021-12-04,23.32201
2021-12-05,24.6644
2021-12-06,36.72974
2021-12-07,39.70564
2021-12-08,31.86155
2021-12-09,31.24696
2021-12-10,27.68882
2021-12-11,21.49442
2021-12-12,23.27349
2021-12-13,30.45447
2021-12-14,31.78068
2021-12-15,29.53258
2021-12-16,27.3977
2021-12-17,25.68332
2021-12-18,18.68025
2021-12-19,20.84748
2021-12-20,27.57561
2021-12-21,27.333
2021-12-22,24.37328
2021-12-23,23.59695
2021-12-24,19.4404
2021-12-25,17.48342
2021-12-26,19.683
2021-12-27,28.35193
2021-12-28,31.94242
2021-12-29,29.85605
2021-12-30,25.13343
2021-12-31,21.21947
2022-01-01,19.97412
2022-01-02,24.16302
2022-01-03,29.01504
2022-01-04,32.67022
2022-01-05,33.47889
2022-01-06,28.98269
2022-01-07,27.12275
2022-01-08,22.99854
2022-01-09,28.40045
2022-01-10,39.39835
2022-01-11,39.1234
2022-01-12,33.44654
2022-01-13,31.05288
2022-01-14,33.70532
2022-01-15,24.08216
2022-01-16,25.29516
2022-01-17,30.22804
2022-01-18,31.60278
2022-01-19,27.80203
2022-01-20,28.02846
2022-01-21,22.80446
2022-01-22,20.86365
2022-01-23,24.32476
2022-01-24,28.57836
2022-01-25,25.97444
2022-01-26,23.20879
2022-01-27,21.81788
2022-01-28,19.66682
2022-01-29,18.4053
2022-01-30,19.10076
2022-01-31,17.98479
2022-02-01,20.63723
2022-02-02,25.03639
2022-02-03,29.98544
2022-02-04,28.64305
2022-02-05,23.28966
2022-02-06,26.24939
2022-02-07,32.29823
2022-02-08,29.6458
2022-02-09,27.57561
2022-02-10,25.05256
2022-02-11,25.08491
2022-02-12,23.74251
2022-02-13,24.32476
2022-02-14,28.07698
2022-02-15,30.97202
2022-02-16,27.49474
2022-02-17,30.90732
2022-02-18,24.74526
2022-02-19,21.36503
2022-02-20,22.77211
2022-02-21,27.49474
2022-02-22,28.09315
2022-02-23,25.11725
2022-02-24,23.22497
2022-02-25,21.1386
2022-02-26,19.42422
2022-02-27,22.40012
2022-02-28,23.90425
2022-03-01,24.74526
2022-03-02,24.82613
2022-03-03,23.90425
2022-03-04,22.25456
2022-03-05,19.76386
2022-03-06,20.76661
2022-03-07,26.49199
2022-03-08,22.43247
2022-03-09,18.25974
2022-03-10,25.1496
2022-03-11,27.20362
2022-03-12,23.75869
2022-03-13,25.47307
2022-03-14,30.01779
2022-03-15,30.21187
2022-03-16,33.54358
2022-03-17,27.17127
2022-03-18,26.52434
2022-03-19,22.49716
2022-03-20,22.52951
2022-03-21,37.19877
2022-03-22,33.39802
2022-03-23,31.1661
2022-03-24,27.80203
2022-03-25,24.92317
2022-03-26,23.64547
2022-03-27,24.6644
2022-03-28,30.6162
2022-03-29,28.43279
2022-03-30,33.3495
2022-03-31,29.80753
2022-04-01,24.1145
2022-04-02,21.47824
2022-04-03,22.62655
2022-04-04,29.37085
2022-04-05,28.20637
2022-04-06,27.34918
2022-04-07,27.94759
2022-04-08,25.11725
2022-04-09,21.20329
2022-04-10,23.51609
2022-04-11,30.87497
2022-04-12,30.71324
2022-04-13,29.79136
2022-04-14,26.6052
2022-04-15,23.35435
2022-04-16,19.21397
2022-04-17,22.15752
2022-04-18,29.85605
2022-04-19,33.20394
2022-04-20,27.75351
2022-04-21,25.86123
2022-04-22,23.80721
2022-04-23,23.17645
2022-04-24,21.96344
2022-04-25,28.95034
2022-04-26,27.0904
2022-04-27,26.4273
2022-04-28,24.77761
2022-04-29,22.40012
2022-04-30,17.87158
2022-05-01,20.28141
2022-05-02,24.34093
2022-05-03,25.74801
2022-05-04,26.65372
2022-05-05,18.51851
2022-05-06,20.45932
2022-05-07,18.6479
2022-05-08,20.05498
2022-05-09,28.46514
2022-05-10,24.27624
2022-05-11,24.93934
2022-05-12,23.69399
2022-05-13,20.02264
2022-05-14,18.19505
2022-05-15,18.34061
2022-05-16,25.6348
2022-05-17,26.86398
2022-05-18,24.80996
2022-05-19,24.93934
2022-05-20,23.45139
2022-05-21,18.97137
2022-05-22,19.1978
2022-05-23,23.98512
2022-05-24,24.79378
2022-05-25,22.56186
2022-05-26,24.51884
2022-05-27,20.15202
2022-05-28,17.96862
2022-05-29,23.28966
2022-05-30,29.62962
2022-05-31,24.48649
2022-06-01,20.75044
2022-06-02,20.73427
2022-06-03,18.92285
2022-06-04,17.45107
2022-06-05,19.35953
2022-06-06,22.77211
2022-06-07,23.58078
2022-06-08,24.08216
2022-06-09,25.18195
2022-06-10,23.24114
2022-06-11,16.75562
2022-06-12,19.27866
2022-06-13,25.99061
2022-06-14,24.04981
2022-06-15,20.896
2022-06-16,23.48374
2022-06-17,22.1737
2022-06-18,16.67475
2022-06-19,19.40805
2022-06-20,24.04981
2022-06-21,24.98786
2022-06-22,22.96619
2022-06-23,20.34611
2022-06-24,18.13035
2022-06-25,14.47517
2022-06-26,17.6128
2022-06-27,21.73702
2022-06-28,22.95002
2022-06-29,21.02539
2022-06-30,20.11968
2022-07-01,16.7071
2022-07-02,15.78521
2022-07-03,18.14653
2022-07-04,24.1145
2022-07-05,23.16027
2022-07-06,21.25181
2022-07-07,21.47824
2022-07-08,18.71259
2022-07-09,15.57496
2022-07-10,16.22189
2022-07-11,22.82063
2022-07-12,22.4163
2022-07-13,21.17095
2022-07-14,19.76386
2022-07-15,17.83923
2022-07-16,14.52369
2022-07-17,17.06291
2022-07-18,21.20329
2022-07-19,20.75044
2022-07-20,18.68025
2022-07-21,17.24082
2022-07-22,16.56153
2022-07-23,12.97104
2022-07-24,17.06291
2022-07-25,19.71534
2022-07-26,18.25974
2022-07-27,18.19505
2022-07-28,20.49167
2022-07-29,19.3757
2022-07-30,17.15995
2022-07-31,17.62898
2022-08-01,21.20329
2022-08-02,21.34885
2022-08-03,21.20329
2022-08-04,21.36503
2022-08-05,18.92285
2022-08-06,15.96312
2022-08-07,17.72602
2022-08-08,24.22772
2022-08-09,22.3516
2022-08-10,18.32443
2022-08-11,18.37295
2022-08-12,18.4053
2022-08-13,15.86608
2022-08-14,15.68817
2022-08-15,18.93902
2022-08-16,24.907
2022-08-17,22.93385
2022-08-18,22.109
2022-08-19,19.76386
2022-08-20,16.41597
2022-08-21,17.28934
2022-08-22,22.69125
2022-08-23,21.02539
2022-08-24,19.18162
2022-08-25,19.50509
2022-08-26,18.1627
2022-08-27,15.21914
2022-08-28,15.38088
2022-08-29,20.31376
2022-08-30,18.79346
2022-08-31,19.58596
2022-09-01,17.93627
2022-09-02,16.99822
2022-09-03,14.47517
2022-09-04,15.59113
2022-09-05,18.09801
2022-09-06,18.76111
2022-09-07,15.34853
2022-09-08,13.22982
2022-09-09,10.65825
2022-09-10,12.43732
2022-09-11,16.27041
2022-09-12,17.59663
2022-09-13,22.91767
2022-09-14,20.49167
2022-09-15,21.8664
2022-09-16,19.74769
2022-09-17,16.06016
2022-09-18,17.69367
2022-09-19,22.07666
2022-09-20,19.79621
2022-09-21,20.54019
2022-09-22,18.53469
2022-09-23,15.93077
2022-09-24,12.77696
2022-09-25,16.1572
2022-09-26,20.49167
2022-09-27,18.37295
2022-09-28,17.59663
2022-09-29,18.17887
2022-09-30,14.34578
2022-10-01,12.67992
2022-10-02,13.68267
2022-10-03,19.11693
2022-10-04,19.56978
2022-10-05,18.29209
2022-10-06,17.30551
2022-10-07,14.44282
2022-10-08,12.09768
2022-10-09,14.1517
2022-10-10,16.07633
2022-10-11,19.26249
2022-10-12,22.04431
2022-10-13,16.91735
2022-10-14,15.93077
2022-10-15,13.60181
2022-10-16,15.33236
2022-10-17,18.56703
2022-10-18,15.88225
2022-10-19,16.82031
2022-10-20,16.02781
2022-10-21,16.27041
2022-10-22,15.17062
2022-10-23,13.84441
2022-10-24,20.73427
2022-10-25,17.15995
2022-10-26,20.75044
2022-10-27,20.24907
2022-10-28,16.17337
2022-10-29,12.80931
2022-10-30,11.35371
2022-10-31,17.82306
2022-11-01,16.93352
2022-11-02,16.6424
2022-11-03,17.40255
2022-11-04,17.54811
2022-11-05,14.75012
2022-11-06,14.97654
2022-11-07,20.29759
2022-11-08,19.53744
2022-11-09,18.95519
2022-11-10,19.03606
2022-11-11,17.1923
2022-11-12,13.77971
2022-11-13,15.73669
2022-11-14,20.86365
2022-11-15,22.56186
2022-11-16,18.66407
2022-11-17,17.74219
2022-11-18,21.51059
2022-11-19,12.46967
2022-11-20,13.73119
2022-11-21,16.18955
2022-11-22,15.31618
2022-11-23,16.59388
2022-11-24,16.80414
2022-11-25,18.37295
2022-11-26,12.3888
2022-11-27,12.76079
2022-11-28,16.48067
2022-11-29,17.07908
2022-11-30,12.55054
2022-12-01,14.00614
2022-12-02,11.83891
2022-12-03,10.30244
2022-12-04,12.3888
2022-12-05,18.46999
2022-12-06,19.3757
2022-12-07,17.6775
2022-12-08,16.27041
2022-12-09,14.20022
2022-12-10,11.74187
2022-12-11,13.39155
2022-12-12,16.22189
2022-12-13,14.66925
2022-12-14,14.86333
2022-12-15,15.1868
2022-12-16,13.63415
2022-12-17,11.24049
2022-12-18,12.16238
2022-12-19,13.11661
2022-12-20,12.92252
2022-12-21,12.98722
2022-12-22,12.3888
2022-12-23,10.96555
2022-12-24,9.97897
2022-12-25,10.04366
2022-12-26,13.82823
2022-12-27,14.73394
2022-12-28,14.60456
2022-12-29,12.59906
2022-12-30,12.08151
2022-12-31,9.10561
2023-01-01,10.18922
2023-01-02,15.65583
2023-01-03,18.84198
2023-01-04,19.3757
2023-01-05,15.13828
2023-01-06,14.10318
2023-01-07,12.6961
2023-01-08,14.97654
2023-01-09,17.33786
2023-01-10,15.08976
2023-01-11,16.90118
2023-01-12,15.34853
2023-01-13,13.00339
2023-01-14,11.48309
2023-01-15,12.32411
2023-01-16,15.672
2023-01-17,15.55879
2023-01-18,15.08976
2023-01-19,13.35921
2023-01-20,10.33478
2023-01-21,9.6555
2023-01-22,11.30519
2023-01-23,14.76629
2023-01-24,14.47517
2023-01-25,16.57771
2023-01-26,17.56428
2023-01-27,14.75012
2023-01-28,13.14895
2023-01-29,14.84716
2023-01-30,16.20572
2023-01-31,18.66407
2023-02-01,17.01439
2023-02-02,14.55604
2023-02-03,13.73119
2023-02-04,13.13278
2023-02-05,15.07358
2023-02-06,17.24082
2023-02-07,16.65857
2023-02-08,15.34853
2023-02-09,16.14103
2023-02-10,15.4294
2023-02-11,12.34028
2023-02-12,16.02781
2023-02-13,18.51851
2023-02-14,17.03056
2023-02-15,15.34853
2023-02-16,14.10318
2023-02-17,12.95487
2023-02-18,12.95487
2023-02-19,13.63415
2023-02-20,16.54536
2023-02-21,17.01439
2023-02-22,15.93077
2023-02-23,15.76904
2023-02-24,13.97379
2023-02-25,11.48309
2023-02-26,12.19472
2023-02-27,18.27591
2023-02-28,19.42422
2023-03-01,18.98754
2023-03-02,18.69642
2023-03-03,16.69092
2023-03-04,15.59113
2023-03-05,16.72327
2023-03-06,16.51301
2023-03-07,18.56703
2023-03-08,17.20847
2023-03-09,16.02781
2023-03-10,14.16787
2023-03-11,11.59631
2023-03-12,14.459
2023-03-13,15.70435
2023-03-14,15.59113
2023-03-15,15.97929
2023-03-16,14.8795
2023-03-17,15.47792
2023-03-18,12.40498
2023-03-19,13.52094
2023-03-20,18.46999
2023-03-21,18.98754
2023-03-22,15.49409
2023-03-23,15.57496
2023-03-24,14.42665
2023-03-25,11.93595
2023-03-26,15.17062
2023-03-27,17.51576
2023-03-28,17.87158
2023-03-29,14.29726
2023-03-30,15.4294
2023-03-31,14.00614
2023-04-01,12.56671
2023-04-02,14.31344
2023-04-03,17.40255
2023-04-04,17.87158
2023-04-05,15.51027
2023-04-06,15.59113
2023-04-07,13.71502
2023-04-08,12.77696
2023-04-09,15.05741
2023-04-10,17.75836
2023-04-11,17.11143
2023-04-12,17.6128
2023-04-13,17.74219
2023-04-14,16.23807
2023-04-15,13.68267
2023-04-16,16.54536
2023-04-17,18.59938
2023-04-18,17.75836
2023-04-19,16.41597
2023-04-20,15.80139
2023-04-21,13.24599
2023-04-22,11.03024
2023-04-23,13.06808
2023-04-24,18.21122
2023-04-25,16.20572
2023-04-26,15.39705
2023-04-27,15.73669
2023-04-28,13.56946
2023-04-29,11.91978
2023-04-30,13.97379
2023-05-01,15.68817
2023-05-02,18.37295
2023-05-03,15.57496
2023-05-04,15.05741
2023-05-05,13.45625
2023-05-06,13.71502
2023-05-07,14.459
2023-05-08,20.39463
2023-05-09,20.21672
2023-05-10,18.84198
2023-05-11,17.28934
2023-05-12,14.86333
2023-05-13,12.51819
2023-05-14,15.72052
2023-05-15,20.57253
2023-05-16,17.66132
2023-05-17,18.50234
2023-05-18,17.48342
2023-05-19,14.8795
2023-05-20,13.14895
2023-05-21,14.24874
2023-05-22,19.01989
2023-05-23,16.6424
2023-05-24,16.36745
2023-05-25,15.9146
2023-05-26,14.68542
2023-05-27,12.2109
2023-05-28,12.90635
2023-05-29,16.18955
