date,도지코인시세
2020-07-08,0.0319
2020-07-09,0.01786
2020-07-10,0.00638
2020-07-11,0.01148
2020-07-13,0.00765
2020-07-18,0.01148
2020-07-24,0.00638
2020-07-26,0.00638
2020-07-27,0.00765
2020-07-28,0.00638
2020-07-29,0.00638
2020-07-30,0.01658
2020-07-31,0.00765
2020-08-03,0.00638
2020-08-04,0.00638
2020-08-05,0.00638
2020-08-06,0.00765
2020-08-07,0.00638
2020-08-08,0.00638
2020-08-10,0.00765
2020-08-14,0.00638
2020-08-16,0.00638
2020-08-17,0.00765
2020-08-18,0.00765
2020-08-19,0.00893
2020-08-20,0.00765
2020-08-22,0.00893
2020-08-24,0.0102
2020-08-25,0.00638
2020-08-26,0.00765
2020-08-28,0.00638
2020-08-29,0.00893
2020-08-31,0.0102
2020-09-04,0.00893
2020-09-05,0.00765
2020-09-06,0.00893
2020-09-08,0.00893
2020-09-09,0.00765
2020-09-10,0.00765
2020-09-15,0.00893
2020-09-16,0.00765
2020-10-05,0.00638
2020-12-20,0.01658
2020-12-21,0.02807
2020-12-22,0.02424
2020-12-27,0.0102
2020-12-29,0.00638
2021-01-02,0.00638
2021-01-03,0.05231
2021-01-04,0.05742
2021-01-05,0.02296
2021-01-06,0.02169
2021-01-07,0.02424
2021-01-08,0.01658
2021-01-09,0.01786
2021-01-10,0.01148
2021-01-12,0.00638
2021-01-13,0.00638
2021-01-14,0.00765
2021-01-15,0.00765
2021-01-16,0.00765
2021-01-17,0.00638
2021-01-19,0.00638
2021-01-20,0.00765
2021-01-21,0.01276
2021-01-22,0.0102
2021-01-28,0.01786
2021-01-29,0.60614
2021-01-30,0.90985
2021-01-31,0.53213
2021-02-01,0.90347
2021-02-02,0.48364
2021-02-03,0.27436
2021-02-04,1.06554
2021-02-05,0.74268
2021-02-06,0.45173
2021-02-07,0.94686
2021-02-08,2.82782
2021-02-09,2.49476
2021-02-10,0.92389
2021-02-11,12.10377
2021-02-12,4.05032
2021-02-13,1.61681
2021-02-14,1.25057
2021-02-15,1.88479
2021-02-16,4.20728
2021-02-17,1.55428
2021-02-18,1.60915
2021-02-19,0.90347
2021-02-20,1.25185
2021-02-21,0.72609
2021-02-22,0.9341
2021-02-23,0.73758
2021-02-24,26.64871
2021-02-25,5.01122
2021-02-26,2.63769
2021-02-27,1.33607
2021-02-28,1.19697
2021-03-01,1.27354
2021-03-02,1.2914
2021-03-03,1.17783
2021-03-04,0.91113
2021-03-05,0.62401
2021-03-06,0.62783
2021-03-07,0.42366
2021-03-08,0.84988
2021-03-09,1.03363
2021-03-10,0.74268
2021-03-11,0.79373
2021-03-12,0.68143
2021-03-13,0.66229
2021-03-14,1.36797
2021-03-15,0.97748
2021-03-16,0.78862
2021-03-17,0.62911
2021-03-18,0.56531
2021-03-19,0.5283
2021-03-20,0.48746
2021-03-21,0.43897
2021-03-22,0.44663
2021-03-23,0.60742
2021-03-24,0.4696
2021-03-25,0.44152
2021-03-26,0.32285
2021-03-27,0.25904
2021-03-28,0.29733
2021-03-29,0.3203
2021-03-30,0.3841
2021-03-31,0.32923
2021-04-01,1.23143
2021-04-02,1.95115
2021-04-03,1.18038
2021-04-04,0.79883
2021-04-05,0.96217
2021-04-06,1.15997
2021-04-07,1.76739
2021-04-08,1.10765
2021-04-09,0.95324
2021-04-10,0.75034
2021-04-11,2.04302
2021-04-12,1.97029
2021-04-13,2.69256
2021-04-14,7.9488
2021-04-15,6.39707
2021-04-16,31.49788
2021-04-17,53.44545
2021-04-18,36.16201
2021-04-19,59.62431
2021-04-20,58.54346
2021-04-21,43.24179
2021-04-22,27.97458
2021-04-23,44.34306
2021-04-24,30.06865
2021-04-25,22.9659
2021-04-26,21.93226
2021-04-27,17.27068
2021-04-28,19.84074
2021-04-29,21.79317
2021-04-30,12.30411
2021-05-01,15.5773
2021-05-02,16.47822
2021-05-03,15.69598
2021-05-04,30.53698
2021-05-05,55.92619
2021-05-06,56.15461
2021-05-07,44.61615
2021-05-08,51.15997
2021-05-09,92.67648
2021-05-10,100.0
2021-05-11,64.72104
2021-05-12,44.67867
2021-05-13,66.43356
2021-05-14,83.39416
2021-05-15,47.62008
2021-05-16,30.95936
2021-05-17,50.90858
2021-05-18,36.47338
2021-05-19,47.49629
2021-05-20,50.64953
2021-05-21,40.76744
2021-05-22,36.11096
2021-05-23,33.06875
2021-05-24,39.20295
2021-05-25,26.91031
2021-05-26,19.71058
2021-05-27,17.55525
2021-05-28,17.65479
2021-05-29,16.05584
2021-05-30,14.9954
2021-05-31,16.04435
2021-06-01,16.13751
2021-06-02,23.52483
2021-06-03,21.21254
2021-06-04,15.34378
2021-06-05,10.58266
2021-06-06,11.86514
2021-06-07,11.4772
2021-06-08,15.08856
2021-06-09,12.24414
2021-06-10,9.96375
2021-06-11,8.37884
2021-06-12,9.22872
2021-06-13,8.57536
2021-06-14,11.40957
2021-06-15,8.6162
2021-06-16,7.25205
2021-06-17,6.94323
2021-06-18,6.86539
2021-06-19,7.0785
2021-06-20,6.59231
2021-06-21,11.54228
2021-06-22,20.37159
2021-06-23,16.76917
2021-06-24,13.35179
2021-06-25,10.99867
2021-06-26,8.98116
2021-06-27,7.7459
2021-06-28,8.39671
2021-06-29,9.38696
2021-06-30,8.11469
2021-07-01,10.25598
2021-07-02,7.2546
2021-07-03,5.87387
2021-07-04,5.68756
2021-07-05,6.4647
2021-07-06,6.19034
2021-07-07,5.89428
2021-07-08,6.31922
2021-07-09,6.82839
2021-07-10,4.74197
2021-07-11,4.00056
2021-07-12,4.85171
2021-07-13,4.63733
2021-07-14,5.46041
2021-07-15,5.74115
2021-07-16,5.25496
2021-07-17,4.60032
2021-07-18,4.76621
2021-07-19,5.37364
2021-07-20,7.43964
2021-07-21,6.59486
2021-07-22,8.00112
2021-07-23,5.2103
2021-07-24,3.98269
2021-07-25,3.68791
2021-07-26,7.45878
2021-07-27,5.306
2021-07-28,5.10821
2021-07-29,4.33745
2021-07-30,3.7262
2021-07-31,3.3842
2021-08-01,3.94058
2021-08-02,3.60241
2021-08-03,3.20172
2021-08-04,3.10857
2021-08-05,3.4059
2021-08-06,3.30764
2021-08-07,5.06354
2021-08-08,10.45377
2021-08-09,7.25205
2021-08-10,6.36133
2021-08-11,7.23929
2021-08-12,9.28615
2021-08-13,7.13592
2021-08-14,7.31968
2021-08-15,7.67827
2021-08-16,11.6482
2021-08-17,12.72267
2021-08-18,7.31841
2021-08-19,6.97131
2021-08-20,6.62166
2021-08-21,5.47062
2021-08-22,4.46761
2021-08-23,6.15205
2021-08-24,5.06482
2021-08-25,4.64116
2021-08-26,4.73686
2021-08-27,4.18176
2021-08-28,3.71982
2021-08-29,3.24638
2021-08-30,3.85381
2021-08-31,3.7632
2021-09-01,3.62156
2021-09-02,4.41529
2021-09-03,4.06691
2021-09-04,4.00311
2021-09-05,3.24383
2021-09-06,4.71517
2021-09-07,4.41529
2021-09-08,6.04869
2021-09-09,4.23281
2021-09-10,3.46332
2021-09-11,2.78827
2021-09-12,2.59557
2021-09-13,3.13026
2021-09-14,4.06819
2021-09-15,3.81807
2021-09-16,3.16982
2021-09-17,3.40079
2021-09-18,2.42585
2021-09-19,2.0392
2021-09-20,2.46158
2021-09-21,3.42121
2021-09-22,3.24
2021-09-23,3.21831
2021-09-24,3.19917
2021-09-25,3.22852
2021-09-26,2.48838
2021-09-27,2.82655
2021-09-28,2.42968
2021-09-29,2.75381
2021-09-30,2.25741
2021-10-01,2.49732
2021-10-02,2.65555
2021-10-03,2.00602
2021-10-04,2.54581
2021-10-05,4.86192
2021-10-06,5.88663
2021-10-07,4.75601
2021-10-08,3.26425
2021-10-09,2.61472
2021-10-10,2.44882
2021-10-11,3.08815
2021-10-12,4.06053
2021-10-13,3.00137
2021-10-14,2.70659
2021-10-15,3.27318
2021-10-16,3.25276
2021-10-17,2.23316
2021-10-18,4.02225
2021-10-19,3.2936
2021-10-20,3.20938
2021-10-21,5.05589
2021-10-22,2.8827
2021-10-23,2.73977
2021-10-24,3.02307
2021-10-25,4.85426
2021-10-26,5.29069
2021-10-27,3.86784
2021-10-28,9.40482
2021-10-29,7.62212
2021-10-30,4.30937
2021-10-31,3.619
2021-11-01,4.41018
2021-11-02,4.85044
2021-11-03,3.97886
2021-11-04,3.52074
2021-11-05,2.91205
2021-11-06,2.14766
2021-11-07,2.20126
2021-11-08,3.85891
2021-11-09,4.8683
2021-11-10,3.41355
2021-11-11,3.0639
2021-11-12,2.91077
2021-11-13,2.14511
2021-11-14,2.27655
2021-11-15,2.78444
2021-11-16,2.90822
2021-11-17,2.87249
2021-11-18,2.67214
2021-11-19,2.66959
2021-11-20,2.02771
2021-11-21,2.02133
2021-11-22,2.39523
2021-11-23,2.36333
2021-11-24,2.55984
2021-11-25,2.38629
2021-11-26,2.30335
2021-11-27,2.04175
2021-11-28,1.89117
2021-11-29,2.56367
2021-11-30,2.89673
2021-12-01,2.51773
2021-12-02,2.52794
2021-12-03,1.95497
2021-12-04,3.42887
2021-12-05,3.60497
2021-12-06,3.59603
2021-12-07,3.07666
2021-12-08,2.6581
2021-12-09,2.43223
2021-12-10,2.25869
2021-12-11,1.90393
2021-12-12,1.78781
2021-12-13,2.31739
2021-12-14,8.92118
2021-12-15,17.30258
2021-12-16,5.69011
2021-12-17,3.17365
2021-12-18,2.54198
2021-12-19,2.2472
2021-12-20,2.54708
2021-12-21,2.33397
2021-12-22,2.16425
2021-12-23,2.18595
2021-12-24,2.60196
2021-12-25,1.92052
2021-12-26,2.04941
2021-12-27,2.76785
2021-12-28,2.7704
2021-12-29,3.13026
2021-12-30,2.74615
2021-12-31,2.01878
2022-01-01,2.02644
2022-01-02,1.80057
2022-01-03,2.10173
2022-01-04,1.95115
2022-01-05,1.81205
2022-01-06,2.35822
2022-01-07,2.25869
2022-01-08,1.95115
2022-01-09,1.82481
2022-01-10,2.30335
2022-01-11,3.19534
2022-01-12,2.6211
2022-01-13,2.81634
2022-01-14,7.25333
2022-01-15,6.68674
2022-01-16,4.27747
2022-01-17,3.33571
2022-01-18,2.96692
2022-01-19,2.76402
2022-01-20,2.47052
2022-01-21,2.9465
2022-01-22,4.45357
2022-01-23,3.85763
2022-01-24,4.13837
2022-01-25,3.72237
2022-01-26,4.14731
2022-01-27,3.06518
2022-01-28,2.21913
2022-01-29,1.91031
2022-01-30,1.7776
2022-01-31,1.65382
2022-02-01,1.8682
2022-02-02,1.80312
2022-02-03,2.04685
2022-02-04,1.99836
2022-02-05,2.37736
2022-02-06,1.81843
2022-02-07,2.73595
2022-02-08,3.10857
2022-02-09,2.32887
2022-02-10,2.05834
2022-02-11,1.74187
2022-02-12,1.41646
2022-02-13,1.63595
2022-02-14,2.29059
2022-02-15,1.70486
2022-02-16,1.6334
2022-02-17,1.46751
2022-02-18,1.55938
2022-02-19,1.68189
2022-02-20,1.90521
2022-02-21,1.82736
2022-02-22,2.16936
2022-02-23,1.72017
2022-02-24,2.69128
2022-02-25,2.18212
2022-02-26,1.63595
2022-02-27,1.4892
2022-02-28,1.6704
2022-03-01,2.24082
2022-03-02,1.99709
2022-03-03,1.85799
2022-03-04,1.42539
2022-03-05,1.24164
2022-03-06,1.23653
2022-03-07,1.43688
2022-03-08,1.32331
2022-03-09,1.06043
2022-03-10,1.35776
2022-03-11,1.2595
2022-03-12,0.94686
2022-03-13,1.03491
2022-03-14,1.2276
2022-03-15,1.54918
2022-03-16,1.46751
2022-03-17,1.60277
2022-03-18,1.79419
2022-03-19,1.42667
2022-03-20,1.18932
2022-03-21,1.46623
2022-03-22,1.73931
2022-03-23,1.48537
2022-03-24,1.99198
2022-03-25,2.6581
2022-03-26,1.64488
2022-03-27,1.62319
2022-03-28,2.70277
2022-03-29,2.55346
2022-03-30,2.1349
2022-03-31,1.95753
2022-04-01,1.72528
2022-04-02,1.51089
2022-04-03,1.40753
2022-04-04,2.57516
2022-04-05,3.03328
2022-04-06,4.69858
2022-04-07,2.9197
2022-04-08,2.40288
2022-04-09,1.61553
2022-04-10,1.81078
2022-04-11,2.72191
2022-04-12,2.34036
2022-04-13,2.09534
2022-04-14,1.99071
2022-04-15,2.26379
2022-04-16,1.52621
2022-04-17,1.40115
2022-04-18,1.91797
2022-04-19,1.95753
2022-04-20,2.12087
2022-04-21,1.87075
2022-04-22,1.59001
2022-04-23,1.137
2022-04-24,1.08468
2022-04-25,1.90776
2022-04-26,7.39242
2022-04-27,3.87805
2022-04-28,2.47817
2022-04-29,6.68929
2022-04-30,4.79812
2022-05-01,3.94824
2022-05-02,2.42585
2022-05-03,2.09534
2022-05-04,2.04175
2022-05-05,2.02133
2022-05-06,2.49987
2022-05-07,1.81971
2022-05-08,1.92052
2022-05-09,2.69639
2022-05-10,4.15369
2022-05-11,3.03966
2022-05-12,6.8488
2022-05-13,6.59869
2022-05-14,4.13455
2022-05-15,2.91715
2022-05-16,3.58327
2022-05-17,3.12388
2022-05-18,2.70532
2022-05-19,3.16344
2022-05-20,2.36715
2022-05-21,1.92818
2022-05-22,1.67679
2022-05-23,1.86692
2022-05-24,2.21019
2022-05-25,1.89117
2022-05-26,1.84268
2022-05-27,2.05196
2022-05-28,2.00857
2022-05-29,1.69465
2022-05-30,2.93757
2022-05-31,2.17191
2022-06-01,1.44326
2022-06-02,1.47771
2022-06-03,1.19697
2022-06-04,1.25057
2022-06-05,1.21101
2022-06-06,1.38456
2022-06-07,2.07876
2022-06-08,2.34163
2022-06-09,1.41901
2022-06-10,1.32969
2022-06-11,1.36542
2022-06-12,2.20637
2022-06-13,3.7364
2022-06-14,3.83977
2022-06-15,3.17365
2022-06-16,2.47562
2022-06-17,4.38083
2022-06-18,3.29488
2022-06-19,4.33107
2022-06-20,3.58838
2022-06-21,4.29406
2022-06-22,2.99627
2022-06-23,2.25613
2022-06-24,1.9001
2022-06-25,1.69082
2022-06-26,1.75463
2022-06-27,2.90694
2022-06-28,2.55729
2022-06-29,2.75253
2022-06-30,2.39395
2022-07-01,2.30462
2022-07-02,1.516
2022-07-03,1.2008
2022-07-04,1.60277
2022-07-05,1.59894
2022-07-06,1.49303
2022-07-07,1.51217
2022-07-08,2.1247
2022-07-09,1.35138
2022-07-10,1.04639
2022-07-11,1.30417
2022-07-12,1.17783
2022-07-13,1.11275
2022-07-14,1.13062
2022-07-15,1.12679
2022-07-16,1.05022
2022-07-17,0.9609
2022-07-18,1.29523
2022-07-19,1.3986
2022-07-20,1.97029
2022-07-21,2.17702
2022-07-22,1.76101
2022-07-23,1.11913
2022-07-24,0.96855
2022-07-25,1.12041
2022-07-26,1.15614
2022-07-27,0.98769
2022-07-28,1.24802
2022-07-29,1.41774
2022-07-30,1.15614
2022-07-31,1.08723
2022-08-01,1.27354
2022-08-02,1.12296
2022-08-03,1.10127
2022-08-04,1.11786
2022-08-05,1.03746
2022-08-06,0.94686
2022-08-07,0.92134
2022-08-08,1.2544
2022-08-09,1.35904
2022-08-10,1.20973
2022-08-11,1.39477
2022-08-12,1.14465
2022-08-13,1.30289
2022-08-14,1.62574
2022-08-15,1.96263
2022-08-16,2.64024
2022-08-17,2.63513
2022-08-18,1.76484
2022-08-19,1.49558
2022-08-20,1.30034
2022-08-21,1.14338
2022-08-22,1.43177
2022-08-23,1.44326
2022-08-24,1.19187
2022-08-25,1.18038
2022-08-26,1.09871
2022-08-27,1.13062
2022-08-28,0.9341
2022-08-29,1.35649
2022-08-30,1.27354
2022-08-31,1.09361
2022-09-01,0.91496
2022-09-02,0.86646
2022-09-03,0.73247
2022-09-04,0.76182
2022-09-05,0.87667
2022-09-06,0.81414
2022-09-07,0.94431
2022-09-08,0.87029
2022-09-09,0.70057
2022-09-10,0.73758
2022-09-11,0.70568
2022-09-12,0.85881
2022-09-13,1.18932
2022-09-14,1.22632
2022-09-15,0.96217
2022-09-16,0.86008
2022-09-17,0.89709
2022-09-18,0.74141
2022-09-19,1.03874
2022-09-20,0.91751
2022-09-21,0.97876
2022-09-22,1.09871
2022-09-23,1.13572
2022-09-24,1.41646
2022-09-25,0.96345
2022-09-26,1.22888
2022-09-27,1.16124
2022-09-28,1.0515
2022-09-29,0.89326
2022-09-30,0.89837
2022-10-01,0.82308
2022-10-02,1.00173
2022-10-03,1.06171
2022-10-04,1.1957
2022-10-05,1.73676
2022-10-06,1.33607
2022-10-07,1.08085
2022-10-08,1.00811
2022-10-09,1.17528
2022-10-10,1.23143
2022-10-11,1.4037
2022-10-12,1.20591
2022-10-13,1.17911
2022-10-14,1.05405
2022-10-15,1.33862
2022-10-16,1.24291
2022-10-17,1.15486
2022-10-18,1.08851
2022-10-19,0.86519
2022-10-20,0.85498
2022-10-21,0.79373
2022-10-22,0.63421
2022-10-23,0.587
2022-10-24,0.966
2022-10-25,0.77841
2022-10-26,1.2863
2022-10-27,2.79465
2022-10-28,3.5016
2022-10-29,5.35832
2022-10-30,10.46398
2022-10-31,7.9756
2022-11-01,11.25261
2022-11-02,7.99219
2022-11-03,6.38941
2022-11-04,4.99464
2022-11-05,3.70961
2022-11-06,3.02434
2022-11-07,3.63304
2022-11-08,4.14348
2022-11-09,5.17201
2022-11-10,5.51273
2022-11-11,4.06309
2022-11-12,4.15496
2022-11-13,3.55775
2022-11-14,5.01761
2022-11-15,3.52074
2022-11-16,2.96692
2022-11-17,2.44372
2022-11-18,2.23572
2022-11-19,1.81078
2022-11-20,1.85033
2022-11-21,2.64789
2022-11-22,2.50625
2022-11-23,2.41692
2022-11-24,2.11449
2022-11-25,2.40288
2022-11-26,2.75509
2022-11-27,3.39313
2022-11-28,4.58373
2022-11-29,3.91761
2022-11-30,2.89801
2022-12-01,2.53815
2022-12-02,1.82098
2022-12-03,1.3769
2022-12-04,1.42157
2022-12-05,1.86054
2022-12-06,1.69848
2022-12-07,1.58491
2022-12-08,1.89117
2022-12-09,1.3769
2022-12-10,1.12041
2022-12-11,1.00301
2022-12-12,1.42412
2022-12-13,1.47389
2022-12-14,1.50834
2022-12-15,1.43943
2022-12-16,1.32841
2022-12-17,1.30161
2022-12-18,1.11275
2022-12-19,1.81078
2022-12-20,2.03282
2022-12-21,1.64999
2022-12-22,1.38456
2022-12-23,1.58235
2022-12-24,1.11403
2022-12-25,1.05277
2022-12-26,1.27737
2022-12-27,1.18421
2022-12-28,1.51345
2022-12-29,1.34883
2022-12-30,1.1689
2022-12-31,1.02598
2023-01-01,1.53131
2023-01-02,1.34372
2023-01-03,1.41646
2023-01-04,1.56576
2023-01-05,1.39987
2023-01-06,1.10382
2023-01-07,1.00045
2023-01-08,0.92516
2023-01-09,1.36287
2023-01-10,1.33862
2023-01-11,1.27226
2023-01-12,1.36414
2023-01-13,1.56321
2023-01-14,2.28804
2023-01-15,1.6704
2023-01-16,1.724
2023-01-17,1.68572
2023-01-18,1.71634
2023-01-19,1.43943
2023-01-20,1.17783
2023-01-21,1.51345
2023-01-22,1.39349
2023-01-23,1.55811
2023-01-24,1.58746
2023-01-25,1.54918
2023-01-26,1.64105
2023-01-27,1.60277
2023-01-28,1.4624
2023-01-29,1.44326
2023-01-30,1.70486
2023-01-31,1.91924
2023-02-01,2.00347
2023-02-02,1.99836
2023-02-03,1.76739
2023-02-04,1.44454
2023-02-05,1.5798
2023-02-06,1.76484
2023-02-07,1.553
2023-02-08,1.51855
2023-02-09,1.36797
2023-02-10,1.43177
2023-02-11,1.13317
2023-02-12,1.05277
2023-02-13,1.31948
2023-02-14,1.45347
2023-02-15,1.65892
2023-02-16,2.25741
2023-02-17,1.51727
2023-02-18,1.36669
2023-02-19,1.28885
2023-02-20,1.52493
2023-02-21,1.44454
2023-02-22,1.33352
2023-02-23,1.24546
2023-02-24,1.02087
2023-02-25,0.93537
2023-02-26,0.81032
2023-02-27,1.10127
2023-02-28,1.01449
2023-03-01,0.84477
2023-03-02,1.14848
2023-03-03,1.12934
2023-03-04,0.86519
2023-03-05,0.85753
2023-03-06,0.98897
2023-03-07,0.99152
2023-03-08,1.01577
2023-03-09,1.09106
2023-03-10,1.38073
2023-03-11,1.12168
2023-03-12,1.02215
2023-03-13,1.54407
2023-03-14,1.88096
2023-03-15,1.54535
2023-03-16,1.21739
2023-03-17,1.6972
2023-03-18,1.57853
2023-03-19,1.25185
2023-03-20,1.45474
2023-03-21,1.29906
2023-03-22,1.4943
2023-03-23,1.21867
2023-03-24,1.29906
2023-03-25,1.00173
2023-03-26,0.88816
2023-03-27,1.1102
2023-03-28,1.15997
2023-03-29,1.38073
2023-03-30,1.30034
2023-03-31,1.10127
2023-04-01,1.23653
2023-04-02,1.54152
2023-04-03,1.42667
2023-04-04,8.67107
2023-04-05,4.86958
2023-04-06,2.52284
2023-04-07,2.23061
2023-04-08,1.44326
2023-04-09,1.31437
2023-04-10,1.63212
2023-04-11,1.99198
2023-04-12,1.76228
2023-04-13,1.64871
2023-04-14,2.00091
2023-04-15,1.29523
2023-04-16,1.18421
2023-04-17,2.1617
2023-04-18,1.94349
2023-04-19,1.78653
2023-04-20,2.06472
2023-04-21,1.96518
2023-04-22,1.25057
2023-04-23,1.03363
2023-04-24,1.41391
2023-04-25,1.21739
2023-04-26,1.30544
2023-04-27,1.27099
2023-04-28,1.26078
2023-04-29,1.06298
2023-04-30,0.97238
2023-05-01,1.00428
2023-05-02,1.00301
2023-05-03,1.04895
2023-05-04,1.11403
2023-05-05,1.04129
2023-05-06,1.01704
2023-05-07,0.81797
2023-05-08,1.21484
2023-05-09,1.1957
2023-05-10,1.06809
2023-05-11,0.99918
2023-05-12,1.06171
2023-05-13,0.84988
2023-05-14,0.79245
2023-05-15,1.02598
2023-05-16,0.9979
2023-05-17,1.04257
2023-05-18,1.15486
2023-05-19,0.98514
2023-05-20,0.73247
2023-05-21,0.79883
2023-05-22,1.09744
2023-05-23,0.99663
2023-05-24,1.0196
2023-05-25,0.8754
2023-05-26,0.95962
2023-05-27,0.77203
2023-05-28,0.83967
2023-05-29,0.97748
2023-05-30,1.00811
2023-05-31,0.96345
2023-06-01,0.90475
2023-06-02,0.83967
2023-06-03,0.6776
2023-06-04,0.6776
2023-06-05,0.88433
2023-06-06,1.19825
2023-06-07,1.28375
2023-06-08,0.94048
2023-06-09,0.94431
2023-06-10,1.45857
2023-06-11,1.35138
2023-06-12,1.42539
2023-06-13,1.33607
2023-06-14,1.22122
2023-06-15,1.27099
2023-06-16,1.06554
2023-06-17,0.86774
2023-06-18,0.85753
2023-06-19,0.92772
2023-06-20,0.98131
2023-06-21,1.38456
2023-06-22,1.76356
2023-06-23,1.37563
2023-06-24,1.50196
2023-06-25,1.14338
2023-06-26,1.137
2023-06-27,1.02087
2023-06-28,1.06171
2023-06-29,0.9711
2023-06-30,1.0783
2023-07-01,1.21229
2023-07-02,1.03108
2023-07-03,1.24291
2023-07-04,1.30799
2023-07-05,1.2914
2023-07-06,1.10892
2023-07-07,0.94813
2023-07-08,0.8167
2023-07-09,0.81287
2023-07-10,0.97493
2023-07-11,0.96983
2023-07-12,1.01577
2023-07-13,0.8486
2023-07-14,1.97029
2023-07-15,1.553
2023-07-16,1.32586
2023-07-17,1.53003
2023-07-18,1.36925
2023-07-19,1.38328
2023-07-20,1.77377
2023-07-21,1.83375
2023-07-22,1.6117
2023-07-23,1.42157
2023-07-24,2.32249
2023-07-25,2.93119
2023-07-26,3.03838
2023-07-27,2.56367
2023-07-28,2.03154
2023-07-29,1.65382
2023-07-30,1.80057
2023-07-31,1.8733
2023-08-01,1.73421
2023-08-02,1.76611
2023-08-03,1.8363
