date,애널리스트
2020-06-14,0.3197
2020-06-15,0.40555
2020-06-16,0.55483
2020-06-17,0.46193
2020-06-18,0.3639
2020-06-19,0.39658
2020-06-20,0.33571
2020-06-21,0.30048
2020-06-22,0.38633
2020-06-23,0.38825
2020-06-24,0.75344
2020-06-25,0.46513
2020-06-26,0.33507
2020-06-27,0.26268
2020-06-28,0.32098
2020-06-29,0.38248
2020-06-30,0.37031
2020-07-01,0.35878
2020-07-02,0.37031
2020-07-03,0.34532
2020-07-04,0.28574
2020-07-05,0.74191
2020-07-06,0.58622
2020-07-07,0.59327
2020-07-08,0.58238
2020-07-09,0.89119
2020-07-10,0.89247
2020-07-11,0.89375
2020-07-12,100.0
2020-07-13,2.3622
2020-07-14,1.052
2020-07-15,0.77202
2020-07-16,0.67335
2020-07-17,0.65285
2020-07-18,9.8486
2020-07-19,1.02381
2020-07-20,0.87709
2020-07-21,0.78419
2020-07-22,0.98793
2020-07-23,0.6016
2020-07-24,0.83096
2020-07-25,0.47282
2020-07-26,0.38505
2020-07-27,0.50229
2020-07-28,0.59391
2020-07-29,0.53689
2020-07-30,0.48307
2020-07-31,0.42733
2020-08-01,0.32931
2020-08-02,0.71564
2020-08-03,0.69834
2020-08-04,0.63043
2020-08-05,0.85595
2020-08-06,0.715
2020-08-07,0.67464
2020-08-08,0.43886
2020-08-09,0.45808
2020-08-10,0.59839
2020-08-11,0.60865
2020-08-12,0.58238
2020-08-13,0.51895
2020-08-14,0.45616
2020-08-15,0.37223
2020-08-16,0.37864
2020-08-17,0.41452
2020-08-18,0.46193
2020-08-19,0.5087
2020-08-20,0.52279
2020-08-21,0.47154
2020-08-22,0.49204
2020-08-23,0.48179
2020-08-24,0.51254
2020-08-25,0.50357
2020-08-26,0.52151
2020-08-27,0.5465
2020-08-28,0.43374
2020-08-29,0.35493
2020-08-30,0.36454
2020-08-31,0.48756
2020-09-01,0.63427
2020-09-02,0.50357
2020-09-03,0.47859
2020-09-04,0.56508
2020-09-05,0.44719
2020-09-06,0.44591
2020-09-07,0.55803
2020-09-08,0.70923
2020-09-09,0.59135
2020-09-10,0.57405
2020-09-11,0.51446
2020-09-12,0.40106
2020-09-13,0.38889
2020-09-14,0.50742
2020-09-15,0.59775
2020-09-16,0.5843
2020-09-17,0.51959
2020-09-18,0.47731
2020-09-19,0.37415
2020-09-20,0.36903
2020-09-21,0.47282
2020-09-22,0.7387
2020-09-23,0.52408
2020-09-24,0.46321
2020-09-25,0.44143
2020-09-26,0.33379
2020-09-27,0.39017
2020-09-28,0.49845
2020-09-29,0.41772
2020-09-30,0.26588
2020-10-01,0.21783
2020-10-02,0.86812
2020-10-03,0.33956
2020-10-04,1.09364
2020-10-05,0.41708
2020-10-06,0.42989
2020-10-07,0.51575
2020-10-08,0.4882
2020-10-09,0.31009
2020-10-10,0.30048
2020-10-11,0.24986
2020-10-12,0.45232
2020-10-13,0.52728
2020-10-14,0.44976
2020-10-15,0.39658
2020-10-16,0.36519
2020-10-17,0.25242
2020-10-18,0.271
2020-10-19,0.40427
2020-10-20,0.3748
2020-10-21,0.43566
2020-10-22,0.40683
2020-10-23,0.42157
2020-10-24,0.31137
2020-10-25,0.31842
2020-10-26,0.38248
2020-10-27,0.52856
2020-10-28,0.38377
2020-10-29,0.40491
2020-10-30,0.57597
2020-10-31,0.2678
2020-11-01,0.72781
2020-11-02,0.38697
2020-11-03,0.36326
2020-11-04,0.54522
2020-11-05,0.38633
2020-11-06,0.40299
2020-11-07,0.4017
2020-11-08,0.34276
2020-11-09,0.59775
2020-11-10,0.62787
2020-11-11,0.57213
2020-11-12,0.49332
2020-11-13,0.46898
2020-11-14,0.68361
2020-11-15,0.39145
2020-11-16,0.49204
2020-11-17,0.715
2020-11-18,0.57725
2020-11-19,0.48884
2020-11-20,0.41708
2020-11-21,0.33251
2020-11-22,0.52279
2020-11-23,0.63812
2020-11-24,0.58942
2020-11-25,0.49589
2020-11-26,0.48115
2020-11-27,0.48051
2020-11-28,0.36454
2020-11-29,0.34148
2020-11-30,0.6189
2020-12-01,0.59263
2020-12-02,0.52215
2020-12-03,0.53112
2020-12-04,0.51382
2020-12-05,0.35942
2020-12-06,0.63299
2020-12-07,0.45424
2020-12-08,0.46834
2020-12-09,0.7009
2020-12-10,0.4914
2020-12-11,0.49396
2020-12-12,0.4158
2020-12-13,0.47026
2020-12-14,0.4882
2020-12-15,1.62477
2020-12-16,0.64645
2020-12-17,0.53176
2020-12-18,0.50037
2020-12-19,0.52023
2020-12-20,0.44655
2020-12-21,0.50998
2020-12-22,0.50485
2020-12-23,0.51062
2020-12-24,0.50229
2020-12-25,0.35686
2020-12-26,0.3402
2020-12-27,0.71692
2020-12-28,0.46641
2020-12-29,0.48884
2020-12-30,0.51126
2020-12-31,0.39978
2021-01-01,0.73358
2021-01-02,0.33828
2021-01-03,0.53945
2021-01-04,0.52343
2021-01-05,0.48115
2021-01-06,0.55739
2021-01-07,0.81238
2021-01-08,0.8111
2021-01-09,0.526
2021-01-10,0.53881
2021-01-11,0.64581
2021-01-12,0.674
2021-01-13,0.65862
2021-01-14,0.91874
2021-01-15,0.66054
2021-01-16,0.39081
2021-01-17,0.4395
2021-01-18,0.50229
2021-01-19,0.53497
2021-01-20,0.50165
2021-01-21,0.64516
2021-01-22,0.65477
2021-01-23,0.46641
2021-01-24,0.42797
2021-01-25,0.55291
2021-01-26,0.64004
2021-01-27,0.72717
2021-01-28,0.50742
2021-01-29,0.53881
2021-01-30,0.39786
2021-01-31,0.59455
2021-02-01,0.54009
2021-02-02,0.57085
2021-02-03,0.60224
2021-02-04,0.54458
2021-02-05,0.5087
2021-02-06,0.41644
2021-02-07,0.40363
2021-02-08,0.48435
2021-02-09,0.48243
2021-02-10,0.42285
2021-02-11,0.30881
2021-02-12,0.38248
2021-02-13,0.49653
2021-02-14,0.46065
2021-02-15,0.54842
2021-02-16,0.48499
2021-02-17,0.49012
2021-02-18,0.47666
2021-02-19,0.43502
2021-02-20,0.28638
2021-02-21,0.39081
2021-02-22,0.41644
2021-02-23,0.43886
2021-02-24,0.4363
2021-02-25,0.40811
2021-02-26,0.40363
2021-02-27,0.29087
2021-02-28,0.34276
2021-03-01,0.40875
2021-03-02,0.51703
2021-03-03,0.39466
2021-03-04,0.42477
2021-03-05,0.41708
2021-03-06,0.3024
2021-03-07,0.3229
2021-03-08,0.44143
2021-03-09,0.67784
2021-03-10,0.57661
2021-03-11,0.48307
2021-03-12,0.44015
2021-03-13,0.29343
2021-03-14,0.43118
2021-03-15,0.40299
2021-03-16,0.41836
2021-03-17,0.39466
2021-03-18,0.40875
2021-03-19,0.40555
2021-03-20,0.29407
2021-03-21,0.3197
2021-03-22,0.44271
2021-03-23,0.39786
2021-03-24,0.42861
2021-03-25,0.38377
2021-03-26,0.35814
2021-03-27,0.34661
2021-03-28,0.33956
2021-03-29,0.41452
2021-03-30,0.40619
2021-03-31,0.39914
2021-04-01,0.38953
2021-04-02,0.36967
2021-04-03,0.31137
2021-04-04,0.29151
2021-04-05,0.44399
2021-04-06,0.39466
2021-04-07,0.46001
2021-04-08,0.42669
2021-04-09,0.33315
2021-04-10,0.27229
2021-04-11,0.27613
2021-04-12,0.35237
2021-04-13,0.38953
2021-04-14,0.39466
2021-04-15,0.35558
2021-04-16,0.35237
2021-04-17,0.26396
2021-04-18,0.25114
2021-04-19,0.44015
2021-04-20,0.36198
2021-04-21,0.378
2021-04-22,0.38248
2021-04-23,0.37159
2021-04-24,0.25883
2021-04-25,0.24089
2021-04-26,0.3575
2021-04-27,0.38825
2021-04-28,0.39273
2021-04-29,0.38825
2021-04-30,0.35109
2021-05-01,0.26588
2021-05-02,0.2646
2021-05-03,0.33828
2021-05-04,0.31265
2021-05-05,0.24281
2021-05-06,0.30752
2021-05-07,0.3748
2021-05-08,0.26075
2021-05-09,0.34084
2021-05-10,0.40811
2021-05-11,0.42349
2021-05-12,0.44976
2021-05-13,0.44847
2021-05-14,0.32803
2021-05-15,0.2441
2021-05-16,0.25883
2021-05-17,0.3575
2021-05-18,0.35173
2021-05-19,0.25499
2021-05-20,0.34468
2021-05-21,0.36967
2021-05-22,0.26588
2021-05-23,0.26268
2021-05-24,0.59519
2021-05-25,0.4568
2021-05-26,0.419
2021-05-27,0.40106
2021-05-28,0.42861
2021-05-29,0.23961
2021-05-30,0.28382
2021-05-31,0.37287
2021-06-01,4.31308
2021-06-02,1.96305
2021-06-03,1.29354
2021-06-04,2.47304
2021-06-05,2.13219
2021-06-06,1.26278
2021-06-07,0.90656
2021-06-08,0.66246
2021-06-09,0.59519
2021-06-10,0.54778
2021-06-11,0.55227
2021-06-12,0.3402
2021-06-13,0.33956
2021-06-14,0.54201
2021-06-15,0.42028
2021-06-16,0.53625
2021-06-17,0.47859
2021-06-18,0.52984
2021-06-19,0.29343
2021-06-20,0.29535
2021-06-21,0.37415
2021-06-22,0.45168
2021-06-23,0.41836
2021-06-24,0.44463
2021-06-25,0.38377
2021-06-26,0.29471
2021-06-27,0.30881
2021-06-28,0.34661
2021-06-29,0.43054
2021-06-30,0.37736
2021-07-01,0.40683
2021-07-02,0.43886
2021-07-03,0.27549
2021-07-04,0.29984
2021-07-05,0.39786
2021-07-06,0.51254
2021-07-07,0.46129
2021-07-08,0.43758
2021-07-09,0.45424
2021-07-10,0.29984
2021-07-11,0.44527
2021-07-12,0.4882
2021-07-13,0.49845
2021-07-14,0.55162
2021-07-15,5.34267
2021-07-16,0.54137
2021-07-17,0.36583
2021-07-18,0.41067
2021-07-19,0.41836
2021-07-20,0.46001
2021-07-21,0.39594
2021-07-22,0.64709
2021-07-23,0.57981
2021-07-24,0.35558
2021-07-25,0.32098
2021-07-26,0.38761
2021-07-27,0.48307
2021-07-28,0.46769
2021-07-29,0.46641
2021-07-30,0.41003
2021-07-31,0.30496
2021-08-01,0.31457
2021-08-02,0.40619
2021-08-03,0.49909
2021-08-04,0.45552
2021-08-05,0.4331
2021-08-06,0.52023
2021-08-07,0.32931
2021-08-08,0.36198
2021-08-09,0.4568
2021-08-10,0.53561
2021-08-11,0.43694
2021-08-12,0.44847
2021-08-13,0.44207
2021-08-14,0.33635
2021-08-15,0.31521
2021-08-16,0.43886
2021-08-17,0.51126
2021-08-18,0.47859
2021-08-19,0.608
2021-08-20,0.45232
2021-08-21,0.31457
2021-08-22,0.32931
2021-08-23,0.45744
2021-08-24,0.51318
2021-08-25,0.49268
2021-08-26,0.46513
2021-08-27,0.41452
2021-08-28,0.28382
2021-08-29,0.29215
2021-08-30,0.42349
2021-08-31,0.42157
2021-09-01,0.47859
2021-09-02,0.46449
2021-09-03,0.44015
2021-09-04,0.3197
2021-09-05,0.33956
2021-09-06,0.43886
2021-09-07,0.48115
2021-09-08,0.43374
2021-09-09,0.44271
2021-09-10,0.37544
2021-09-11,0.31265
2021-09-12,0.4017
2021-09-13,0.44463
2021-09-14,0.43246
2021-09-15,0.42028
2021-09-16,0.39594
2021-09-17,0.50165
2021-09-18,0.34661
2021-09-19,1.21922
2021-09-20,0.47474
2021-09-21,0.46193
2021-09-22,0.37031
2021-09-23,0.42797
2021-09-24,0.34661
2021-09-25,0.26011
2021-09-26,0.271
2021-09-27,0.37928
2021-09-28,0.45937
2021-09-29,0.44335
2021-09-30,0.39402
2021-10-01,0.3953
2021-10-02,0.26011
2021-10-03,0.31713
2021-10-04,0.31201
2021-10-05,0.3812
2021-10-06,0.39658
2021-10-07,0.40491
2021-10-08,0.34148
2021-10-09,0.26908
2021-10-10,0.27677
2021-10-11,0.33635
2021-10-12,0.40939
2021-10-13,0.38761
2021-10-14,0.42733
2021-10-15,0.33443
2021-10-16,0.37351
2021-10-17,0.337
2021-10-18,0.38633
2021-10-19,0.42733
2021-10-20,0.40042
2021-10-21,0.39338
2021-10-22,0.39658
2021-10-23,0.29023
2021-10-24,0.28766
2021-10-25,0.42733
2021-10-26,0.42349
2021-10-27,0.42157
2021-10-28,0.4126
2021-10-29,0.39466
2021-10-30,0.28638
2021-10-31,0.27293
2021-11-01,0.37992
2021-11-02,0.38505
2021-11-03,0.39466
2021-11-04,0.5119
2021-11-05,0.34853
2021-11-06,0.24089
2021-11-07,0.28318
2021-11-08,0.36583
2021-11-09,0.43502
2021-11-10,0.37608
2021-11-11,0.40683
2021-11-12,0.34468
2021-11-13,0.39594
2021-11-14,0.81174
2021-11-15,0.38761
2021-11-16,0.44847
2021-11-17,0.44591
2021-11-18,0.41131
2021-11-19,0.41131
2021-11-20,0.24922
2021-11-21,0.29535
2021-11-22,0.37159
2021-11-23,0.35429
2021-11-24,0.33507
2021-11-25,0.33507
2021-11-26,0.4017
2021-11-27,0.22552
2021-11-28,0.23769
2021-11-29,0.35173
2021-11-30,0.33764
2021-12-01,0.33507
2021-12-02,0.37031
2021-12-03,0.34725
2021-12-04,0.26588
2021-12-05,0.45873
2021-12-06,0.34404
2021-12-07,0.44463
2021-12-08,0.36198
2021-12-09,0.37992
2021-12-10,0.35686
2021-12-11,0.32034
2021-12-12,0.27869
2021-12-13,0.35429
2021-12-14,0.37672
2021-12-15,0.35686
2021-12-16,0.3434
2021-12-17,0.35814
2021-12-18,0.21719
2021-12-19,0.44015
2021-12-20,0.35365
2021-12-21,0.36326
2021-12-22,0.36711
2021-12-23,0.3607
2021-12-24,0.28638
2021-12-25,0.22039
2021-12-26,0.24217
2021-12-27,0.35814
2021-12-28,0.36006
2021-12-29,0.48243
2021-12-30,0.31842
2021-12-31,0.27741
2022-01-01,0.26204
2022-01-02,0.28638
2022-01-03,0.36454
2022-01-04,0.37928
2022-01-05,0.34789
2022-01-06,0.51959
2022-01-07,0.40747
2022-01-08,0.46898
2022-01-09,1.1417
2022-01-10,0.59904
2022-01-11,0.51831
2022-01-12,0.4017
2022-01-13,0.45873
2022-01-14,0.41067
2022-01-15,0.31842
2022-01-16,0.5087
2022-01-17,0.36711
2022-01-18,0.51126
2022-01-19,0.50037
2022-01-20,0.67976
2022-01-21,0.67464
2022-01-22,0.4395
2022-01-23,0.35429
2022-01-24,0.70411
2022-01-25,0.50742
2022-01-26,0.56316
2022-01-27,0.62594
2022-01-28,0.43246
2022-01-29,2.04506
2022-01-30,0.56572
2022-01-31,0.27677
2022-02-01,0.43566
2022-02-02,0.29727
2022-02-03,0.3261
2022-02-04,0.34789
2022-02-05,0.27741
2022-02-06,0.31713
2022-02-07,0.33123
2022-02-08,0.41324
2022-02-09,0.39402
2022-02-10,0.38697
2022-02-11,0.33059
2022-02-12,0.2441
2022-02-13,0.30752
2022-02-14,0.3229
2022-02-15,0.38056
2022-02-16,0.39466
2022-02-17,0.49332
2022-02-18,0.33956
2022-02-19,0.28574
2022-02-20,0.26396
2022-02-21,0.30176
2022-02-22,0.32995
2022-02-23,0.4017
2022-02-24,0.39402
2022-02-25,0.3197
2022-02-26,0.25307
2022-02-27,0.34148
2022-02-28,0.29023
2022-03-01,0.29919
2022-03-02,0.4331
2022-03-03,0.3639
2022-03-04,0.38441
2022-03-05,0.33507
2022-03-06,0.39402
2022-03-07,0.34596
2022-03-08,0.31521
2022-03-09,0.23128
2022-03-10,0.32162
2022-03-11,0.30688
2022-03-12,0.27229
2022-03-13,0.30624
2022-03-14,0.35237
2022-03-15,0.39145
2022-03-16,0.39466
2022-03-17,0.33828
2022-03-18,0.32995
2022-03-19,0.37351
2022-03-20,0.31457
2022-03-21,0.36454
2022-03-22,0.36711
2022-03-23,0.40683
2022-03-24,0.35493
2022-03-25,0.38505
2022-03-26,0.29215
2022-03-27,0.29535
2022-03-28,0.47154
2022-03-29,0.52664
2022-03-30,0.42413
2022-03-31,0.36839
2022-04-01,0.35365
2022-04-02,0.29855
2022-04-03,0.38761
2022-04-04,0.35942
2022-04-05,0.4363
2022-04-06,0.41131
2022-04-07,0.36903
2022-04-08,1.0379
2022-04-09,0.45744
2022-04-10,0.31265
2022-04-11,0.31329
2022-04-12,0.36519
2022-04-13,0.32995
2022-04-14,0.3575
2022-04-15,0.32418
2022-04-16,0.32226
2022-04-17,0.31329
2022-04-18,0.3639
2022-04-19,0.37544
2022-04-20,0.31842
2022-04-21,0.38761
2022-04-22,0.4158
2022-04-23,0.27421
2022-04-24,0.26139
2022-04-25,0.30432
2022-04-26,0.29215
2022-04-27,0.30945
2022-04-28,0.30432
2022-04-29,0.24794
2022-04-30,0.20309
2022-05-01,0.22744
2022-05-02,0.33828
2022-05-03,0.3812
2022-05-04,0.29984
2022-05-05,0.18772
2022-05-06,0.2505
2022-05-07,0.21206
2022-05-08,0.24538
2022-05-09,0.35558
2022-05-10,0.32098
2022-05-11,0.33764
2022-05-12,0.34789
2022-05-13,0.32674
2022-05-14,0.23064
2022-05-15,0.2646
2022-05-16,0.31585
2022-05-17,0.3402
2022-05-18,0.3812
2022-05-19,0.47987
2022-05-20,0.45552
2022-05-21,0.28126
2022-05-22,0.3261
2022-05-23,0.35686
2022-05-24,0.34468
2022-05-25,16.10553
2022-05-26,6.37609
2022-05-27,5.25233
2022-05-28,7.8439
2022-05-29,1.31212
2022-05-30,3.13551
2022-05-31,1.20256
2022-06-01,2.3449
2022-06-02,0.74511
2022-06-03,0.60865
2022-06-04,0.43502
2022-06-05,0.73358
2022-06-06,0.39914
2022-06-07,0.43886
2022-06-08,0.43694
2022-06-09,0.39594
2022-06-10,0.38825
2022-06-11,0.2678
2022-06-12,0.40875
2022-06-13,0.76818
2022-06-14,1.01676
2022-06-15,0.55034
2022-06-16,0.42733
2022-06-17,0.38056
2022-06-18,0.29151
2022-06-19,0.29855
2022-06-20,0.49076
2022-06-21,0.41003
2022-06-22,0.39658
2022-06-23,0.40619
2022-06-24,0.36647
2022-06-25,0.2678
2022-06-26,0.34276
2022-06-27,0.40042
2022-06-28,0.41772
2022-06-29,0.36583
2022-06-30,0.44655
2022-07-01,0.39402
2022-07-02,0.25435
2022-07-03,0.27165
2022-07-04,0.3434
2022-07-05,0.43886
2022-07-06,0.43118
2022-07-07,0.38505
2022-07-08,0.37095
2022-07-09,0.23449
2022-07-10,0.34981
2022-07-11,0.37031
2022-07-12,0.41644
2022-07-13,0.42092
2022-07-14,0.39145
2022-07-15,0.35109
2022-07-16,0.30368
2022-07-17,0.28638
2022-07-18,0.32354
2022-07-19,0.36711
2022-07-20,0.34661
2022-07-21,0.33059
2022-07-22,0.29535
2022-07-23,0.28702
2022-07-24,0.24346
2022-07-25,0.34148
2022-07-26,0.34596
2022-07-27,0.29279
2022-07-28,0.30112
2022-07-29,0.29023
2022-07-30,0.21847
2022-07-31,0.24217
2022-08-01,0.34468
2022-08-02,0.33892
2022-08-03,0.26011
2022-08-04,0.29727
2022-08-05,0.28638
2022-08-06,0.20117
2022-08-07,0.23064
2022-08-08,0.29535
2022-08-09,0.33828
2022-08-10,0.30881
2022-08-11,0.33059
2022-08-12,0.31329
2022-08-13,0.29151
2022-08-14,0.27293
2022-08-15,0.27677
2022-08-16,0.30816
2022-08-17,0.3056
2022-08-18,0.30304
2022-08-19,0.30752
2022-08-20,0.22359
2022-08-21,0.24153
2022-08-22,0.38248
2022-08-23,0.34084
2022-08-24,0.33828
2022-08-25,0.30752
2022-08-26,0.30496
2022-08-27,0.21975
2022-08-28,0.49076
2022-08-29,0.44399
2022-08-30,0.45616
2022-08-31,0.36454
2022-09-01,0.3261
2022-09-02,0.30432
2022-09-03,0.20565
2022-09-04,0.24346
2022-09-05,0.34853
2022-09-06,0.32354
2022-09-07,0.37736
2022-09-08,0.43118
2022-09-09,0.21462
2022-09-10,0.27229
2022-09-11,0.23641
2022-09-12,0.24281
2022-09-13,0.32034
2022-09-14,0.35878
2022-09-15,0.41131
2022-09-16,0.3056
2022-09-17,0.23961
2022-09-18,0.23513
2022-09-19,0.31329
2022-09-20,0.3229
2022-09-21,0.42797
2022-09-22,0.32354
2022-09-23,0.28061
2022-09-24,0.20501
2022-09-25,0.34212
2022-09-26,0.37415
2022-09-27,0.32738
2022-09-28,0.40042
2022-09-29,0.42861
2022-09-30,0.31137
2022-10-01,0.20117
2022-10-02,0.22423
2022-10-03,0.23961
2022-10-04,0.34276
2022-10-05,0.33059
2022-10-06,0.32098
2022-10-07,0.29791
2022-10-08,0.189
2022-10-09,0.2127
2022-10-10,0.23128
2022-10-11,0.33187
2022-10-12,0.378
2022-10-13,0.43694
2022-10-14,0.44912
2022-10-15,0.23513
2022-10-16,0.50485
2022-10-17,0.37864
2022-10-18,0.33187
2022-10-19,0.34917
2022-10-20,0.34212
2022-10-21,0.3953
2022-10-22,0.20181
2022-10-23,0.27293
2022-10-24,0.32546
2022-10-25,0.35109
2022-10-26,0.32354
2022-10-27,0.29471
2022-10-28,0.27293
2022-10-29,0.26588
2022-10-30,0.19733
2022-10-31,0.29471
2022-11-01,0.28894
2022-11-02,0.29599
2022-11-03,0.33635
2022-11-04,0.27229
2022-11-05,0.21655
2022-11-06,0.22488
2022-11-07,0.41836
2022-11-08,0.30368
2022-11-09,0.32995
2022-11-10,0.34084
2022-11-11,0.29855
2022-11-12,0.22936
2022-11-13,0.25947
2022-11-14,0.37159
2022-11-15,0.31073
2022-11-16,0.36903
2022-11-17,0.30048
2022-11-18,0.31137
2022-11-19,0.31585
2022-11-20,0.4536
2022-11-21,0.36262
2022-11-22,0.33187
2022-11-23,0.28446
2022-11-24,0.32034
2022-11-25,0.28638
2022-11-26,0.26972
2022-11-27,0.29727
2022-11-28,0.419
2022-11-29,0.31201
2022-11-30,0.32995
2022-12-01,0.41003
2022-12-02,0.30752
2022-12-03,0.22616
2022-12-04,0.31842
2022-12-05,0.32034
2022-12-06,0.29919
2022-12-07,0.30048
2022-12-08,0.27613
2022-12-09,0.2883
2022-12-10,0.20053
2022-12-11,0.24538
2022-12-12,0.3197
2022-12-13,0.33828
2022-12-14,0.30368
2022-12-15,0.28574
2022-12-16,0.24474
2022-12-17,0.21334
2022-12-18,0.31521
2022-12-19,0.48179
2022-12-20,0.3639
2022-12-21,0.33507
2022-12-22,0.33635
2022-12-23,0.31585
2022-12-24,0.2473
2022-12-25,0.35365
2022-12-26,0.28894
2022-12-27,0.25499
2022-12-28,0.29791
2022-12-29,0.30304
2022-12-30,0.31521
2022-12-31,0.29087
2023-01-01,0.32803
2023-01-02,0.37223
2023-01-03,0.39594
2023-01-04,0.35301
2023-01-05,0.34212
2023-01-06,0.33251
2023-01-07,0.27549
2023-01-08,0.30432
2023-01-09,0.29087
2023-01-10,0.3229
2023-01-11,0.30432
2023-01-12,0.31009
2023-01-13,0.30432
2023-01-14,0.28766
2023-01-15,0.34917
2023-01-16,0.3812
2023-01-17,0.38825
2023-01-18,0.35365
2023-01-19,0.34084
2023-01-20,0.33571
2023-01-21,0.2505
2023-01-22,0.27357
2023-01-23,0.2441
2023-01-24,0.34084
2023-01-25,0.37415
2023-01-26,0.33379
2023-01-27,0.32034
2023-01-28,0.25883
2023-01-29,0.30752
2023-01-30,0.26652
2023-01-31,0.29663
2023-02-01,0.28254
2023-02-02,0.29023
2023-02-03,0.30304
2023-02-04,0.25883
2023-02-05,0.23833
2023-02-06,0.32354
2023-02-07,0.31842
2023-02-08,0.37159
2023-02-09,0.57725
2023-02-10,0.26332
2023-02-11,0.25371
2023-02-12,0.21078
2023-02-13,0.2678
2023-02-14,0.2441
2023-02-15,0.29151
2023-02-16,0.28638
2023-02-17,0.23449
2023-02-18,0.19925
2023-02-19,0.23961
2023-02-20,0.30496
2023-02-21,0.30176
2023-02-22,0.29343
2023-02-23,0.23513
2023-02-24,0.26332
2023-02-25,0.25371
2023-02-26,0.22231
2023-02-27,0.30304
2023-02-28,0.30304
2023-03-01,0.26268
2023-03-02,0.30176
2023-03-03,0.27613
2023-03-04,0.22552
2023-03-05,0.23128
2023-03-06,0.29855
2023-03-07,0.271
2023-03-08,0.32738
2023-03-09,0.28894
2023-03-10,0.3261
2023-03-11,0.22103
2023-03-12,0.24153
2023-03-13,0.30752
2023-03-14,0.3402
2023-03-15,0.38441
2023-03-16,0.35558
2023-03-17,0.39594
2023-03-18,0.20437
2023-03-19,0.25307
2023-03-20,0.28382
2023-03-21,0.30496
2023-03-22,0.31649
2023-03-23,0.30368
2023-03-24,0.2851
2023-03-25,0.19348
2023-03-26,0.21206
2023-03-27,0.29791
2023-03-28,0.33379
2023-03-29,0.31201
2023-03-30,0.2851
2023-03-31,0.27549
2023-04-01,0.18643
2023-04-02,0.22423
2023-04-03,0.28061
2023-04-04,0.43054
2023-04-05,0.33187
2023-04-06,0.32418
2023-04-07,0.35493
2023-04-08,0.25242
2023-04-09,0.2678
2023-04-10,0.33315
2023-04-11,0.32738
2023-04-12,0.34404
2023-04-13,0.4709
2023-04-14,0.36967
2023-04-15,0.23833
2023-04-16,0.23897
2023-04-17,0.29023
2023-04-18,0.31137
2023-04-19,0.30048
2023-04-20,0.29087
2023-04-21,0.26588
2023-04-22,0.21334
2023-04-23,0.19925
2023-04-24,0.26716
2023-04-25,0.26332
2023-04-26,0.3434
2023-04-27,0.23128
2023-04-28,0.23769
2023-04-29,0.20373
2023-04-30,0.19989
2023-05-01,0.23641
2023-05-02,0.27421
2023-05-03,0.30176
2023-05-04,0.24858
2023-05-05,0.19669
2023-05-06,0.19861
2023-05-07,0.27229
2023-05-08,0.29151
2023-05-09,0.37095
2023-05-10,0.34468
2023-05-11,0.32482
2023-05-12,0.30176
2023-05-13,0.17939
2023-05-14,0.21783
2023-05-15,0.2678
2023-05-16,0.31713
2023-05-17,0.31009
2023-05-18,0.31521
2023-05-19,0.30496
2023-05-20,0.19989
2023-05-21,0.21142
2023-05-22,0.30496
2023-05-23,0.32482
2023-05-24,0.30688
2023-05-25,0.48115
2023-05-26,0.52087
2023-05-27,0.62402
2023-05-28,0.526
2023-05-29,0.28382
