date,베트남돈
2020-06-19,7.0712
2020-06-20,5.92121
2020-06-21,6.5329
2020-06-22,8.07438
2020-06-23,8.27012
2020-06-24,9.56691
2020-06-25,8.24565
2020-06-26,7.97651
2020-06-27,7.02226
2020-06-28,6.65524
2020-06-29,9.05309
2020-06-30,8.78394
2020-07-01,8.97969
2020-07-02,7.9031
2020-07-03,6.89992
2020-07-04,5.74993
2020-07-05,6.82652
2020-07-06,8.68607
2020-07-07,9.22436
2020-07-08,7.9031
2020-07-09,8.49033
2020-07-10,6.92439
2020-07-11,5.62759
2020-07-12,4.9425
2020-07-13,7.65842
2020-07-14,8.04991
2020-07-15,7.85417
2020-07-16,6.89992
2020-07-17,6.58184
2020-07-18,6.3861
2020-07-19,5.84781
2020-07-20,6.99779
2020-07-21,7.24247
2020-07-22,7.46268
2020-07-23,5.97014
2020-07-24,6.21482
2020-07-25,4.82016
2020-07-26,5.52972
2020-07-27,7.24247
2020-07-28,7.80523
2020-07-29,7.24247
2020-07-30,7.73183
2020-07-31,9.05309
2020-08-01,6.5329
2020-08-02,6.06802
2020-08-03,8.24565
2020-08-04,7.43821
2020-08-05,9.54245
2020-08-06,9.81159
2020-08-07,8.17225
2020-08-08,6.55737
2020-08-09,6.85099
2020-08-10,8.14778
2020-08-11,7.70736
2020-08-12,7.36481
2020-08-13,6.87545
2020-08-14,6.41057
2020-08-15,6.09248
2020-08-16,6.11695
2020-08-17,6.16589
2020-08-18,6.75311
2020-08-19,7.8297
2020-08-20,8.68607
2020-08-21,7.34034
2020-08-22,26.35184
2020-08-23,10.39882
2020-08-24,8.07438
2020-08-25,7.9031
2020-08-26,7.34034
2020-08-27,7.26694
2020-08-28,6.3861
2020-08-29,6.65524
2020-08-30,6.21482
2020-08-31,8.04991
2020-09-01,7.70736
2020-09-02,7.19354
2020-09-03,7.48715
2020-09-04,7.36481
2020-09-05,5.84781
2020-09-06,5.50526
2020-09-07,7.29141
2020-09-08,6.63078
2020-09-09,6.89992
2020-09-10,6.63078
2020-09-11,5.33398
2020-09-12,5.701
2020-09-13,4.47761
2020-09-14,6.97333
2020-09-15,8.14778
2020-09-16,9.12649
2020-09-17,8.29459
2020-09-18,15.85515
2020-09-19,9.51798
2020-09-20,7.41375
2020-09-21,12.30731
2020-09-22,9.07756
2020-09-23,8.39246
2020-09-24,8.80841
2020-09-25,21.18913
2020-09-26,8.07438
2020-09-27,7.0712
2020-09-28,7.51162
2020-09-29,7.41375
2020-09-30,7.19354
2020-10-01,6.28823
2020-10-02,7.34034
2020-10-03,6.60631
2020-10-04,6.26376
2020-10-05,9.71372
2020-10-06,9.02862
2020-10-07,9.9584
2020-10-08,11.05945
2020-10-09,11.05945
2020-10-10,9.76266
2020-10-11,6.77758
2020-10-12,10.83924
2020-10-13,9.885
2020-10-14,8.97969
2020-10-15,9.29777
2020-10-16,8.09885
2020-10-17,6.26376
2020-10-18,6.14142
2020-10-19,8.19672
2020-10-20,8.78394
2020-10-21,9.64032
2020-10-22,9.59138
2020-10-23,10.32542
2020-10-24,7.19354
2020-10-25,6.94886
2020-10-26,9.22436
2020-10-27,9.15096
2020-10-28,8.80841
2020-10-29,8.68607
2020-10-30,6.99779
2020-10-31,5.7744
2020-11-01,7.12013
2020-11-02,7.95204
2020-11-03,7.26694
2020-11-04,8.90628
2020-11-05,8.24565
2020-11-06,9.54245
2020-11-07,7.53609
2020-11-08,6.80205
2020-11-09,12.18497
2020-11-10,11.13286
2020-11-11,10.44776
2020-11-12,8.04991
2020-11-13,9.3467
2020-11-14,8.49033
2020-11-15,6.55737
2020-11-16,10.12967
2020-11-17,13.18815
2020-11-18,12.50305
2020-11-19,13.23709
2020-11-20,9.90946
2020-11-21,7.53609
2020-11-22,9.17543
2020-11-23,9.54245
2020-11-24,8.93075
2020-11-25,10.20308
2020-11-26,9.37117
2020-11-27,9.56691
2020-11-28,7.56055
2020-11-29,7.53609
2020-11-30,10.00734
2020-12-01,10.12967
2020-12-02,9.44458
2020-12-03,12.13604
2020-12-04,13.72644
2020-12-05,10.17861
2020-12-06,8.22118
2020-12-07,10.08074
2020-12-08,8.17225
2020-12-09,7.51162
2020-12-10,9.1999
2020-12-11,8.95522
2020-12-12,7.12013
2020-12-13,6.60631
2020-12-14,8.02544
2020-12-15,8.95522
2020-12-16,8.00097
2020-12-17,7.78076
2020-12-18,8.34352
2020-12-19,5.57866
2020-12-20,6.77758
2020-12-21,9.00415
2020-12-22,8.75948
2020-12-23,8.85735
2020-12-24,8.00097
2020-12-25,6.82652
2020-12-26,5.52972
2020-12-27,7.0712
2020-12-28,8.41693
2020-12-29,8.6616
2020-12-30,8.80841
2020-12-31,9.78712
2021-01-01,6.21482
2021-01-02,7.97651
2021-01-03,6.36163
2021-01-04,9.24883
2021-01-05,9.1999
2021-01-06,7.78076
2021-01-07,8.27012
2021-01-08,8.27012
2021-01-09,6.94886
2021-01-10,6.75311
2021-01-11,9.83606
2021-01-12,8.56373
2021-01-13,7.97651
2021-01-14,9.76266
2021-01-15,9.22436
2021-01-16,7.38928
2021-01-17,6.28823
2021-01-18,8.27012
2021-01-19,8.78394
2021-01-20,8.83288
2021-01-21,8.46586
2021-01-22,8.90628
2021-01-23,7.60949
2021-01-24,6.75311
2021-01-25,9.42011
2021-01-26,8.63714
2021-01-27,8.53927
2021-01-28,9.49351
2021-01-29,8.41693
2021-01-30,7.73183
2021-01-31,7.29141
2021-02-01,11.62221
2021-02-02,10.83924
2021-02-03,9.46904
2021-02-04,9.17543
2021-02-05,9.54245
2021-02-06,7.02226
2021-02-07,6.60631
2021-02-08,7.60949
2021-02-09,7.95204
2021-02-10,8.80841
2021-02-11,6.67971
2021-02-12,5.94568
2021-02-13,5.06483
2021-02-14,6.5329
2021-02-15,7.8297
2021-02-16,7.9031
2021-02-17,7.73183
2021-02-18,7.80523
2021-02-19,7.51162
2021-02-20,6.60631
2021-02-21,5.45632
2021-02-22,7.60949
2021-02-23,8.39246
2021-02-24,7.78076
2021-02-25,6.94886
2021-02-26,7.65842
2021-02-27,5.97014
2021-02-28,5.06483
2021-03-01,5.99461
2021-03-02,6.5329
2021-03-03,6.33716
2021-03-04,5.87227
2021-03-05,6.70418
2021-03-06,4.82016
2021-03-07,6.11695
2021-03-08,7.16907
2021-03-09,7.24247
2021-03-10,8.39246
2021-03-11,6.58184
2021-03-12,6.41057
2021-03-13,5.55419
2021-03-14,4.79569
2021-03-15,7.31587
2021-03-16,7.73183
2021-03-17,7.29141
2021-03-18,6.67971
2021-03-19,6.33716
2021-03-20,6.14142
2021-03-21,5.43185
2021-03-22,6.60631
2021-03-23,6.48397
2021-03-24,6.23929
2021-03-25,6.77758
2021-03-26,6.3861
2021-03-27,4.55101
2021-03-28,5.40738
2021-03-29,6.63078
2021-03-30,6.50844
2021-03-31,8.04991
2021-04-01,6.77758
2021-04-02,6.33716
2021-04-03,5.79887
2021-04-04,6.01908
2021-04-05,7.48715
2021-04-06,7.78076
2021-04-07,7.0712
2021-04-08,7.0712
2021-04-09,8.04991
2021-04-10,6.80205
2021-04-11,6.09248
2021-04-12,7.51162
2021-04-13,7.60949
2021-04-14,8.00097
2021-04-15,9.1999
2021-04-16,7.34034
2021-04-17,4.52654
2021-04-18,5.97014
2021-04-19,7.68289
2021-04-20,8.07438
2021-04-21,7.38928
2021-04-22,5.62759
2021-04-23,6.80205
2021-04-24,5.52972
2021-04-25,5.16271
2021-04-26,6.36163
2021-04-27,6.33716
2021-04-28,5.65206
2021-04-29,6.48397
2021-04-30,5.74993
2021-05-01,4.9425
2021-05-02,4.69782
2021-05-03,6.31269
2021-05-04,6.16589
2021-05-05,6.16589
2021-05-06,6.70418
2021-05-07,5.55419
2021-05-08,6.19035
2021-05-09,5.52972
2021-05-10,7.68289
2021-05-11,6.92439
2021-05-12,5.87227
2021-05-13,6.09248
2021-05-14,6.04355
2021-05-15,4.64888
2021-05-16,5.13824
2021-05-17,7.56055
2021-05-18,6.50844
2021-05-19,5.55419
2021-05-20,7.41375
2021-05-21,6.70418
2021-05-22,5.28505
2021-05-23,4.96696
2021-05-24,7.26694
2021-05-25,6.48397
2021-05-26,6.94886
2021-05-27,6.01908
2021-05-28,5.26058
2021-05-29,4.50207
2021-05-30,5.701
2021-05-31,7.8297
2021-06-01,8.29459
2021-06-02,6.87545
2021-06-03,6.3861
2021-06-04,6.77758
2021-06-05,4.86909
2021-06-06,4.03719
2021-06-07,6.41057
2021-06-08,6.4595
2021-06-09,6.31269
2021-06-10,7.04673
2021-06-11,5.43185
2021-06-12,3.98825
2021-06-13,4.62441
2021-06-14,6.23929
2021-06-15,6.36163
2021-06-16,7.218
2021-06-17,9.98287
2021-06-18,7.73183
2021-06-19,5.79887
2021-06-20,4.79569
2021-06-21,6.60631
2021-06-22,6.06802
2021-06-23,6.63078
2021-06-24,5.21164
2021-06-25,5.72547
2021-06-26,4.52654
2021-06-27,4.82016
2021-06-28,5.45632
2021-06-29,4.9425
2021-06-30,4.9425
2021-07-01,5.26058
2021-07-02,4.9425
2021-07-03,4.2574
2021-07-04,4.15953
2021-07-05,5.94568
2021-07-06,5.45632
2021-07-07,4.45314
2021-07-08,5.89674
2021-07-09,5.40738
2021-07-10,4.23293
2021-07-11,4.20846
2021-07-12,6.33716
2021-07-13,5.33398
2021-07-14,5.7744
2021-07-15,5.74993
2021-07-16,6.94886
2021-07-17,4.62441
2021-07-18,4.96696
2021-07-19,6.89992
2021-07-20,6.67971
2021-07-21,5.72547
2021-07-22,5.11377
2021-07-23,5.89674
2021-07-24,4.23293
2021-07-25,4.62441
2021-07-26,6.70418
2021-07-27,5.65206
2021-07-28,5.23611
2021-07-29,4.84462
2021-07-30,5.97014
2021-07-31,5.13824
2021-08-01,4.2574
2021-08-02,5.57866
2021-08-03,5.40738
2021-08-04,5.28505
2021-08-05,5.79887
2021-08-06,5.38292
2021-08-07,4.23293
2021-08-08,4.30633
2021-08-09,5.94568
2021-08-10,5.35845
2021-08-11,8.02544
2021-08-12,6.67971
2021-08-13,5.97014
2021-08-14,5.43185
2021-08-15,5.16271
2021-08-16,5.82334
2021-08-17,6.72865
2021-08-18,5.35845
2021-08-19,5.65206
2021-08-20,6.70418
2021-08-21,4.86909
2021-08-22,5.40738
2021-08-23,7.12013
2021-08-24,7.12013
2021-08-25,6.75311
2021-08-26,5.94568
2021-08-27,5.89674
2021-08-28,4.72229
2021-08-29,5.65206
2021-08-30,6.06802
2021-08-31,7.04673
2021-09-01,7.51162
2021-09-02,5.35845
2021-09-03,5.92121
2021-09-04,5.0893
2021-09-05,5.48079
2021-09-06,6.41057
2021-09-07,5.84781
2021-09-08,6.09248
2021-09-09,5.72547
2021-09-10,6.43503
2021-09-11,4.91803
2021-09-12,4.64888
2021-09-13,6.75311
2021-09-14,5.94568
2021-09-15,6.21482
2021-09-16,6.63078
2021-09-17,7.04673
2021-09-18,5.13824
2021-09-19,4.9425
2021-09-20,5.28505
2021-09-21,6.21482
2021-09-22,6.26376
2021-09-23,7.19354
2021-09-24,8.17225
2021-09-25,5.89674
2021-09-26,5.43185
2021-09-27,6.65524
2021-09-28,6.26376
2021-09-29,6.5329
2021-09-30,6.97333
2021-10-01,6.28823
2021-10-02,5.74993
2021-10-03,5.18717
2021-10-04,5.87227
2021-10-05,6.58184
2021-10-06,7.0712
2021-10-07,6.21482
2021-10-08,7.04673
2021-10-09,6.89992
2021-10-10,6.82652
2021-10-11,7.12013
2021-10-12,7.63396
2021-10-13,8.39246
2021-10-14,9.15096
2021-10-15,9.90946
2021-10-16,6.72865
2021-10-17,5.60313
2021-10-18,7.1446
2021-10-19,8.36799
2021-10-20,8.83288
2021-10-21,7.95204
2021-10-22,6.99779
2021-10-23,5.67653
2021-10-24,5.04037
2021-10-25,8.02544
2021-10-26,8.73501
2021-10-27,8.39246
2021-10-28,7.85417
2021-10-29,9.07756
2021-10-30,6.33716
2021-10-31,6.89992
2021-11-01,8.71054
2021-11-02,7.87863
2021-11-03,7.56055
2021-11-04,8.07438
2021-11-05,7.63396
2021-11-06,6.50844
2021-11-07,5.60313
2021-11-08,7.09566
2021-11-09,8.09885
2021-11-10,6.58184
2021-11-11,6.77758
2021-11-12,7.70736
2021-11-13,5.89674
2021-11-14,5.21164
2021-11-15,8.07438
2021-11-16,7.56055
2021-11-17,6.31269
2021-11-18,6.41057
2021-11-19,6.70418
2021-11-20,5.45632
2021-11-21,6.31269
2021-11-22,7.36481
2021-11-23,7.1446
2021-11-24,6.67971
2021-11-25,6.75311
2021-11-26,6.11695
2021-11-27,6.43503
2021-11-28,4.77122
2021-11-29,7.09566
2021-11-30,8.22118
2021-12-01,9.44458
2021-12-02,8.78394
2021-12-03,7.36481
2021-12-04,6.89992
2021-12-05,6.31269
2021-12-06,10.59456
2021-12-07,12.96794
2021-12-08,10.88818
2021-12-09,8.85735
2021-12-10,8.71054
2021-12-11,6.70418
2021-12-12,6.04355
2021-12-13,8.09885
2021-12-14,7.58502
2021-12-15,8.24565
2021-12-16,8.00097
2021-12-17,6.63078
2021-12-18,5.35845
2021-12-19,5.72547
2021-12-20,7.73183
2021-12-21,7.92757
2021-12-22,7.0712
2021-12-23,6.41057
2021-12-24,6.14142
2021-12-25,6.04355
2021-12-26,6.09248
2021-12-27,7.53609
2021-12-28,8.46586
2021-12-29,6.33716
2021-12-30,7.19354
2021-12-31,6.72865
2022-01-01,6.19035
2022-01-02,5.72547
2022-01-03,7.1446
2022-01-04,8.22118
2022-01-05,9.17543
2022-01-06,9.9584
2022-01-07,8.73501
2022-01-08,8.97969
2022-01-09,7.78076
2022-01-10,9.885
2022-01-11,10.59456
2022-01-12,12.0871
2022-01-13,11.03498
2022-01-14,10.10521
2022-01-15,9.59138
2022-01-16,7.87863
2022-01-17,10.20308
2022-01-18,10.44776
2022-01-19,9.29777
2022-01-20,8.93075
2022-01-21,8.19672
2022-01-22,7.68289
2022-01-23,7.16907
2022-01-24,8.49033
2022-01-25,7.95204
2022-01-26,7.87863
2022-01-27,7.70736
2022-01-28,8.80841
2022-01-29,6.94886
2022-01-30,5.72547
2022-01-31,4.82016
2022-02-01,5.18717
2022-02-02,4.79569
2022-02-03,6.97333
2022-02-04,6.23929
2022-02-05,6.06802
2022-02-06,6.85099
2022-02-07,8.14778
2022-02-08,9.00415
2022-02-09,8.90628
2022-02-10,9.81159
2022-02-11,7.51162
2022-02-12,6.5329
2022-02-13,6.16589
2022-02-14,6.97333
2022-02-15,8.6616
2022-02-16,8.41693
2022-02-17,7.31587
2022-02-18,7.73183
2022-02-19,6.04355
2022-02-20,6.19035
2022-02-21,8.5148
2022-02-22,7.65842
2022-02-23,7.53609
2022-02-24,8.24565
2022-02-25,7.24247
2022-02-26,6.23929
2022-02-27,5.87227
2022-02-28,7.19354
2022-03-01,8.00097
2022-03-02,6.06802
2022-03-03,6.99779
2022-03-04,6.65524
2022-03-05,5.52972
2022-03-06,5.62759
2022-03-07,6.94886
2022-03-08,7.85417
2022-03-09,6.41057
2022-03-10,8.12331
2022-03-11,6.75311
2022-03-12,6.72865
2022-03-13,6.09248
2022-03-14,7.78076
2022-03-15,8.19672
2022-03-16,6.5329
2022-03-17,11.54881
2022-03-18,9.81159
2022-03-19,8.88182
2022-03-20,7.8297
2022-03-21,7.8297
2022-03-22,7.80523
2022-03-23,8.36799
2022-03-24,8.49033
2022-03-25,7.56055
2022-03-26,6.16589
2022-03-27,6.97333
2022-03-28,8.02544
2022-03-29,7.92757
2022-03-30,8.90628
2022-03-31,8.39246
2022-04-01,7.60949
2022-04-02,6.43503
2022-04-03,5.89674
2022-04-04,7.34034
2022-04-05,8.75948
2022-04-06,8.41693
2022-04-07,7.48715
2022-04-08,7.02226
2022-04-09,6.70418
2022-04-10,6.16589
2022-04-11,7.02226
2022-04-12,10.12967
2022-04-13,9.07756
2022-04-14,9.76266
2022-04-15,9.3467
2022-04-16,7.41375
2022-04-17,7.56055
2022-04-18,9.64032
2022-04-19,10.20308
2022-04-20,10.17861
2022-04-21,9.32224
2022-04-22,8.31906
2022-04-23,6.48397
2022-04-24,6.87545
2022-04-25,9.00415
2022-04-26,9.10203
2022-04-27,10.96158
2022-04-28,13.40836
2022-04-29,12.0137
2022-04-30,9.17543
2022-05-01,8.73501
2022-05-02,11.01052
2022-05-03,10.37435
2022-05-04,9.59138
2022-05-05,8.5148
2022-05-06,9.56691
2022-05-07,7.87863
2022-05-08,8.19672
2022-05-09,11.89136
2022-05-10,12.30731
2022-05-11,12.0137
2022-05-12,12.1605
2022-05-13,11.42647
2022-05-14,9.22436
2022-05-15,10.22755
2022-05-16,13.43283
2022-05-17,14.19133
2022-05-18,17.103
2022-05-19,14.77856
2022-05-20,14.48495
2022-05-21,10.30095
2022-05-22,9.73819
2022-05-23,14.19133
2022-05-24,14.55835
2022-05-25,15.75727
2022-05-26,12.33178
2022-05-27,13.5307
2022-05-28,9.885
2022-05-29,10.86371
2022-05-30,19.20724
2022-05-31,22.68167
2022-06-01,17.07854
2022-06-02,17.69023
2022-06-03,17.27428
2022-06-04,12.79667
2022-06-05,12.55199
2022-06-06,13.89772
2022-06-07,15.34132
2022-06-08,14.85196
2022-06-09,13.23709
2022-06-10,15.43919
2022-06-11,11.72008
2022-06-12,11.76902
2022-06-13,15.95302
2022-06-14,16.80939
2022-06-15,16.56471
2022-06-16,16.98067
2022-06-17,14.87643
2022-06-18,12.57646
2022-06-19,12.18497
2022-06-20,16.00195
2022-06-21,18.27746
2022-06-22,16.51578
2022-06-23,16.56471
2022-06-24,18.3998
2022-06-25,12.96794
2022-06-26,12.1605
2022-06-27,17.91044
2022-06-28,17.39662
2022-06-29,16.44237
2022-06-30,17.76364
2022-07-01,16.71152
2022-07-02,14.1424
2022-07-03,14.1424
2022-07-04,19.23171
2022-07-05,17.69023
2022-07-06,17.15194
2022-07-07,17.34768
2022-07-08,17.20088
2022-07-09,13.28602
2022-07-10,12.60092
2022-07-11,15.92855
2022-07-12,16.00195
2022-07-13,17.15194
2022-07-14,17.20088
2022-07-15,18.25299
2022-07-16,13.89772
2022-07-17,14.26474
2022-07-18,18.00831
2022-07-19,17.44555
2022-07-20,19.30511
2022-07-21,15.09664
2022-07-22,14.68069
2022-07-23,12.28284
2022-07-24,13.18815
2022-07-25,15.63494
2022-07-26,14.94984
2022-07-27,14.06899
2022-07-28,15.07218
2022-07-29,16.29557
2022-07-30,12.87007
2022-07-31,12.0137
2022-08-01,14.60729
2022-08-02,16.44237
2022-08-03,14.92537
2022-08-04,15.97748
2022-08-05,16.61365
2022-08-06,14.1424
2022-08-07,14.60729
2022-08-08,15.70834
2022-08-09,16.58918
2022-08-10,16.88279
2022-08-11,16.78492
2022-08-12,14.63175
2022-08-13,12.42965
2022-08-14,11.81795
2022-08-15,14.33814
2022-08-16,16.85833
2022-08-17,15.70834
2022-08-18,15.29239
2022-08-19,17.07854
2022-08-20,14.11793
2022-08-21,14.50942
2022-08-22,17.0296
2022-08-23,20.06361
2022-08-24,21.8987
2022-08-25,19.57425
2022-08-26,15.70834
2022-08-27,12.94347
2022-08-28,12.18497
2022-08-29,17.15194
2022-08-30,16.68705
2022-08-31,16.07536
2022-09-01,15.70834
2022-09-02,16.14876
2022-09-03,13.16368
2022-09-04,12.1605
2022-09-05,22.16784
2022-09-06,17.12747
2022-09-07,18.84022
2022-09-08,16.41791
2022-09-09,14.36261
2022-09-10,11.64668
2022-09-11,14.68069
2022-09-12,14.63175
2022-09-13,18.3264
2022-09-14,20.87105
2022-09-15,17.27428
2022-09-16,18.25299
2022-09-17,14.33814
2022-09-18,14.53388
2022-09-19,18.3998
2022-09-20,16.66258
2022-09-21,16.9562
2022-09-22,19.67213
2022-09-23,19.64766
2022-09-24,15.36579
2022-09-25,14.53388
2022-09-26,18.3264
2022-09-27,19.69659
2022-09-28,18.98703
2022-09-29,19.10937
2022-09-30,19.06043
2022-10-01,15.36579
2022-10-02,13.75091
2022-10-03,15.586
2022-10-04,21.09126
2022-10-05,23.85612
2022-10-06,34.13261
2022-10-07,23.73379
2022-10-08,17.59236
2022-10-09,16.14876
2022-10-10,18.13065
2022-10-11,20.08808
2022-10-12,19.28064
2022-10-13,20.99339
2022-10-14,19.62319
2022-10-15,14.70516
2022-10-16,18.10619
2022-10-17,21.11573
2022-10-18,30.92733
2022-10-19,37.4113
2022-10-20,27.08588
2022-10-21,23.2689
2022-10-22,23.31783
2022-10-23,21.75189
2022-10-24,27.91778
2022-10-25,25.25079
2022-10-26,35.79642
2022-10-27,33.66772
2022-10-28,25.93589
2022-10-29,20.62637
2022-10-30,15.90408
2022-10-31,22.41252
2022-11-01,24.17421
2022-11-02,24.61463
2022-11-03,21.62955
2022-11-04,20.84658
2022-11-05,22.02104
2022-11-06,20.67531
2022-11-07,31.66136
2022-11-08,46.6112
2022-11-09,49.425
2022-11-10,40.86126
2022-11-11,100.0
2022-11-12,50.50159
2022-11-13,30.82945
2022-11-14,50.13457
2022-11-15,48.22608
2022-11-16,35.94323
2022-11-17,34.64643
2022-11-18,31.04966
2022-11-19,22.33912
2022-11-20,20.55297
2022-11-21,28.11353
2022-11-22,24.44335
2022-11-23,26.86567
2022-11-24,33.76559
2022-11-25,28.16246
2022-11-26,18.25299
2022-11-27,17.56789
2022-11-28,23.29336
2022-11-29,26.1561
2022-11-30,27.42843
2022-12-01,51.18668
2022-12-02,30.70712
2022-12-03,21.287
2022-12-04,19.81893
2022-12-05,29.09224
2022-12-06,29.41032
2022-12-07,30.29116
2022-12-08,26.40078
2022-12-09,26.1561
2022-12-10,19.1583
2022-12-11,18.30193
2022-12-12,26.49865
2022-12-13,26.10716
2022-12-14,26.32737
2022-12-15,26.66992
2022-12-16,24.19867
2022-12-17,17.17641
2022-12-18,15.63494
2022-12-19,23.48911
2022-12-20,32.02838
2022-12-21,28.79862
2022-12-22,27.15928
2022-12-23,24.39442
2022-12-24,20.38169
2022-12-25,17.76364
2022-12-26,24.83484
2022-12-27,30.46244
2022-12-28,27.86885
2022-12-29,28.52948
2022-12-30,28.99437
2022-12-31,23.66038
2023-01-01,21.87423
2023-01-02,27.96672
2023-01-03,27.79544
2023-01-04,26.18057
2023-01-05,24.81037
2023-01-06,26.05823
2023-01-07,23.04869
2023-01-08,21.18913
2023-01-09,43.21017
2023-01-10,42.94103
2023-01-11,32.15072
2023-01-12,31.19647
2023-01-13,34.54856
2023-01-14,23.53804
2023-01-15,23.56251
2023-01-16,35.06239
2023-01-17,28.45608
2023-01-18,24.95718
2023-01-19,28.77416
2023-01-20,24.49229
2023-01-21,19.37851
2023-01-22,18.86469
2023-01-23,17.54343
2023-01-24,19.25617
2023-01-25,23.39124
2023-01-26,20.57744
2023-01-27,22.33912
2023-01-28,17.49449
2023-01-29,18.27746
2023-01-30,23.17103
2023-01-31,21.60508
2023-02-01,21.84976
2023-02-02,28.11353
2023-02-03,22.29018
2023-02-04,19.45192
2023-02-05,19.74553
2023-02-06,25.61781
2023-02-07,23.88059
2023-02-08,21.53168
2023-02-09,22.16784
2023-02-10,21.01786
2023-02-11,18.49767
2023-02-12,18.08172
2023-02-13,22.33912
2023-02-14,22.5838
2023-02-15,24.90824
2023-02-16,23.78272
2023-02-17,20.82211
2023-02-18,17.93491
2023-02-19,18.42427
2023-02-20,25.3976
2023-02-21,20.82211
2023-02-22,20.79765
2023-02-23,20.99339
2023-02-24,20.30829
2023-02-25,17.7881
2023-02-26,17.20088
2023-02-27,22.48593
2023-02-28,22.75507
2023-03-01,20.62637
2023-03-02,22.46146
2023-03-03,20.65084
2023-03-04,18.03278
2023-03-05,20.13701
2023-03-06,23.73379
2023-03-07,22.5838
2023-03-08,22.21678
2023-03-09,18.76682
2023-03-10,19.45192
2023-03-11,17.7881
2023-03-12,17.81257
2023-03-13,24.29655
2023-03-14,23.48911
2023-03-15,24.7859
2023-03-16,22.04551
2023-03-17,20.11255
2023-03-18,17.32321
2023-03-19,18.71788
2023-03-20,24.46782
2023-03-21,21.58062
2023-03-22,20.50403
2023-03-23,28.2114
2023-03-24,23.19549
2023-03-25,16.66258
2023-03-26,18.05725
2023-03-27,22.48593
2023-03-28,21.18913
2023-03-29,19.57425
2023-03-30,18.98703
2023-03-31,20.01468
2023-04-01,15.6594
2023-04-02,16.68705
2023-04-03,23.17103
2023-04-04,22.16784
2023-04-05,22.21678
2023-04-06,23.19549
2023-04-07,20.50403
2023-04-08,17.0296
2023-04-09,18.35086
2023-04-10,23.68485
2023-04-11,23.24443
2023-04-12,22.77954
2023-04-13,23.36677
2023-04-14,28.13799
2023-04-15,20.11255
2023-04-16,17.47002
2023-04-17,25.10398
2023-04-18,24.14974
2023-04-19,23.12209
2023-04-20,22.85294
2023-04-21,21.87423
2023-04-22,18.20406
2023-04-23,17.56789
2023-04-24,23.4157
2023-04-25,24.73697
2023-04-26,23.63591
2023-04-27,23.83166
2023-04-28,22.70614
2023-04-29,18.49767
2023-04-30,16.1977
2023-05-01,20.16148
2023-05-02,23.14656
2023-05-03,23.58698
2023-05-04,24.24761
2023-05-05,20.72424
2023-05-06,17.56789
2023-05-07,17.69023
2023-05-08,23.58698
2023-05-09,25.56887
2023-05-10,22.16784
2023-05-11,22.80401
2023-05-12,19.96574
2023-05-13,17.20088
2023-05-14,16.63812
2023-05-15,22.85294
2023-05-16,22.80401
2023-05-17,21.36041
2023-05-18,19.79447
2023-05-19,22.5838
2023-05-20,17.29875
2023-05-21,19.42745
2023-05-22,26.25397
2023-05-23,27.50183
2023-05-24,24.41888
2023-05-25,25.00611
2023-05-26,21.9721
2023-05-27,16.88279
2023-05-28,18.76682
2023-05-29,21.1402
