date,HSCEI지수
2021-05-13,5.99825
2021-05-14,5.52437
2021-05-15,0.99763
2021-05-16,0.53622
2021-05-17,4.76368
2021-05-18,4.90086
2021-05-19,2.94301
2021-05-20,5.73637
2021-05-21,4.95074
2021-05-22,1.03504
2021-05-23,0.51128
2021-05-24,5.25003
2021-05-25,6.09801
2021-05-26,5.3872
2021-05-27,5.48696
2021-05-28,6.24766
2021-05-29,1.33433
2021-05-30,0.59857
2021-05-31,5.56179
2021-06-01,5.83613
2021-06-02,6.22272
2021-06-03,6.45965
2021-06-04,5.79872
2021-06-05,1.52138
2021-06-06,0.64845
2021-06-07,5.81119
2021-06-08,5.32485
2021-06-09,5.34979
2021-06-10,5.01309
2021-06-11,4.86344
2021-06-12,1.19715
2021-06-13,0.57363
2021-06-14,4.90086
2021-06-15,5.7239
2021-06-16,5.1752
2021-06-17,5.1752
2021-06-18,4.78862
2021-06-19,1.27197
2021-06-20,0.77316
2021-06-21,5.74884
2021-06-22,4.42698
2021-06-23,4.15263
2021-06-24,4.22745
2021-06-25,4.67639
2021-06-26,1.24703
2021-06-27,0.66093
2021-06-28,4.73874
2021-06-29,4.67639
2021-06-30,5.00062
2021-07-01,4.93827
2021-07-02,5.27497
2021-07-03,1.27197
2021-07-04,0.93527
2021-07-05,6.13542
2021-07-06,7.90622
2021-07-07,7.41987
2021-07-08,9.10337
2021-07-09,9.11584
2021-07-10,2.00773
2021-07-11,0.96021
2021-07-12,8.49233
2021-07-13,10.17583
2021-07-14,9.39019
2021-07-15,8.71679
2021-07-16,7.46975
2021-07-17,1.8082
2021-07-18,1.10986
2021-07-19,6.98341
2021-07-20,7.66928
2021-07-21,7.4947
2021-07-22,7.48222
2021-07-23,7.7441
2021-07-24,1.95785
2021-07-25,1.08492
2021-07-26,9.58972
2021-07-27,10.10101
2021-07-28,9.72689
2021-07-29,8.56715
2021-07-30,7.22035
2021-07-31,1.4715
2021-08-01,0.83551
2021-08-02,6.0606
2021-08-03,6.44718
2021-08-04,7.09564
2021-08-05,6.55942
2021-08-06,5.22509
2021-08-07,1.24703
2021-08-08,0.97268
2021-08-09,6.34742
2021-08-10,6.68412
2021-08-11,7.22035
2021-08-12,6.58436
2021-08-13,5.22509
2021-08-14,1.2595
2021-08-15,0.49881
2021-08-16,3.96558
2021-08-17,6.64671
2021-08-18,7.09564
2021-08-19,6.734
2021-08-20,7.59446
2021-08-21,1.77079
2021-08-22,0.64845
2021-08-23,6.47212
2021-08-24,7.48222
2021-08-25,7.0707
2021-08-26,6.2726
2021-08-27,5.00062
2021-08-28,1.30939
2021-08-29,0.52375
2021-08-30,5.62414
2021-08-31,5.89849
2021-09-01,5.92343
2021-09-02,5.76131
2021-09-03,5.31238
2021-09-04,1.20962
2021-09-05,0.51128
2021-09-06,4.9258
2021-09-07,5.48696
2021-09-08,4.93827
2021-09-09,4.81356
2021-09-10,4.51427
2021-09-11,1.10986
2021-09-12,0.5861
2021-09-13,3.95311
2021-09-14,5.3872
2021-09-15,4.22745
2021-09-16,4.72627
2021-09-17,4.95074
2021-09-18,1.09739
2021-09-19,0.52375
2021-09-20,2.23219
2021-09-21,3.89075
2021-09-22,3.59147
2021-09-23,6.82129
2021-09-24,6.09801
2021-09-25,1.49644
2021-09-26,0.62351
2021-09-27,4.5891
2021-09-28,4.97568
2021-09-29,5.23756
2021-09-30,5.42461
2021-10-01,3.84087
2021-10-02,1.30939
2021-10-03,0.52375
2021-10-04,3.52911
2021-10-05,5.18767
2021-10-06,5.44955
2021-10-07,5.61167
2021-10-08,5.3872
2021-10-09,1.23456
2021-10-10,0.54869
2021-10-11,4.02793
2021-10-12,4.75121
2021-10-13,4.57663
2021-10-14,4.45192
2021-10-15,5.25003
2021-10-16,1.15974
2021-10-17,0.42399
2021-10-18,4.35216
2021-10-19,4.62651
2021-10-20,4.98815
2021-10-21,4.66392
2021-10-22,5.12532
2021-10-23,1.0101
2021-10-24,0.57363
2021-10-25,4.21498
2021-10-26,4.33969
2021-10-27,3.72864
2021-10-28,3.47923
2021-10-29,3.35453
2021-10-30,0.84798
2021-10-31,0.29928
2021-11-01,3.17994
2021-11-02,3.41688
2021-11-03,3.16747
2021-11-04,3.65382
2021-11-05,3.0303
2021-11-06,0.72328
2021-11-07,0.37411
2021-11-08,3.06771
2021-11-09,3.66629
2021-11-10,3.41688
2021-11-11,3.59147
2021-11-12,3.44182
2021-11-13,0.78563
2021-11-14,0.47387
2021-11-15,3.41688
2021-11-16,3.66629
2021-11-17,3.81593
2021-11-18,2.74348
2021-11-19,3.04277
2021-11-20,0.69834
2021-11-21,0.39905
2021-11-22,3.01783
2021-11-23,2.73101
2021-11-24,2.90559
2021-11-25,3.0303
2021-11-26,2.78089
2021-11-27,0.91033
2021-11-28,0.22446
2021-11-29,2.96795
2021-11-30,3.86581
2021-12-01,3.50417
2021-12-02,3.47923
2021-12-03,3.37947
2021-12-04,0.64845
2021-12-05,0.36164
2021-12-06,3.16747
2021-12-07,4.10275
2021-12-08,3.80346
2021-12-09,3.99052
2021-12-10,3.22982
2021-12-11,0.77316
2021-12-12,0.34917
2021-12-13,3.61641
2021-12-14,3.47923
2021-12-15,3.11759
2021-12-16,3.76605
2021-12-17,3.57899
2021-12-18,0.69834
2021-12-19,0.4614
2021-12-20,3.21735
2021-12-21,3.96558
2021-12-22,3.71617
2021-12-23,4.0404
2021-12-24,3.24229
2021-12-25,0.4614
2021-12-26,0.39905
2021-12-27,2.89312
2021-12-28,3.42935
2021-12-29,2.94301
2021-12-30,3.50417
2021-12-31,2.41925
2022-01-01,0.51128
2022-01-02,0.27434
2022-01-03,3.21735
2022-01-04,3.96558
2022-01-05,3.41688
2022-01-06,4.28981
2022-01-07,4.00299
2022-01-08,0.83551
2022-01-09,0.41152
2022-01-10,3.96558
2022-01-11,3.94064
2022-01-12,4.91333
2022-01-13,4.52674
2022-01-14,3.59147
2022-01-15,0.83551
2022-01-16,0.43646
2022-01-17,3.21735
2022-01-18,3.7037
2022-01-19,3.56652
2022-01-20,3.9157
2022-01-21,4.56416
2022-01-22,0.89786
2022-01-23,0.57363
2022-01-24,3.94064
2022-01-25,3.90322
2022-01-26,3.57899
2022-01-27,4.06534
2022-01-28,3.40441
2022-01-29,0.98516
2022-01-30,0.32422
2022-01-31,1.28444
2022-02-01,1.44656
2022-02-02,1.89549
2022-02-03,3.08018
2022-02-04,4.0404
2022-02-05,0.9228
2022-02-06,0.44893
2022-02-07,3.67876
2022-02-08,3.9157
2022-02-09,3.74111
2022-02-10,3.96558
2022-02-11,3.64135
2022-02-12,0.9228
2022-02-13,0.31175
2022-02-14,3.09265
2022-02-15,3.13006
2022-02-16,3.71617
2022-02-17,3.51664
2022-02-18,3.41688
2022-02-19,0.73575
2022-02-20,0.37411
2022-02-21,3.14253
2022-02-22,3.30465
2022-02-23,3.80346
2022-02-24,3.75358
2022-02-25,4.12769
2022-02-26,0.93527
2022-02-27,0.42399
2022-02-28,3.92817
2022-03-01,3.11759
2022-03-02,4.31475
2022-03-03,4.67639
2022-03-04,3.77852
2022-03-05,0.96021
2022-03-06,0.44893
2022-03-07,4.22745
2022-03-08,4.48933
2022-03-09,3.14253
2022-03-10,4.77615
2022-03-11,4.9258
2022-03-12,1.14727
2022-03-13,0.48634
2022-03-14,6.24766
2022-03-15,8.04339
2022-03-16,9.62713
2022-03-17,9.25302
2022-03-18,11.39792
2022-03-19,2.28208
2022-03-20,1.4715
2022-03-21,7.4074
2022-03-22,8.03092
2022-03-23,8.36762
2022-03-24,7.17047
2022-03-25,7.23282
2022-03-26,1.62114
2022-03-27,1.0101
2022-03-28,6.31001
2022-03-29,6.98341
2022-03-30,6.85871
2022-03-31,6.44718
2022-04-01,6.02319
2022-04-02,1.60867
2022-04-03,1.2595
2022-04-04,6.47212
2022-04-05,6.79635
2022-04-06,6.26013
2022-04-07,5.74884
2022-04-08,6.16036
2022-04-09,1.52138
2022-04-10,0.66093
2022-04-11,4.47686
2022-04-12,4.93827
2022-04-13,4.81356
2022-04-14,5.22509
2022-04-15,3.7037
2022-04-16,0.86045
2022-04-17,0.37411
2022-04-18,3.00536
2022-04-19,4.36463
2022-04-20,4.21498
2022-04-21,4.35216
2022-04-22,5.22509
2022-04-23,1.2595
2022-04-24,0.88539
2022-04-25,5.82366
2022-04-26,6.65918
2022-04-27,6.62177
2022-04-28,5.99825
2022-04-29,7.36999
2022-04-30,1.9329
2022-05-01,0.87292
2022-05-02,4.95074
2022-05-03,5.58673
2022-05-04,5.33732
2022-05-05,3.87828
2022-05-06,4.78862
2022-05-07,1.15974
2022-05-08,1.0101
2022-05-09,4.40204
2022-05-10,6.84624
2022-05-11,5.47449
2022-05-12,4.27734
2022-05-13,4.7138
2022-05-14,1.12233
2022-05-15,0.52375
2022-05-16,4.14016
2022-05-17,4.42698
2022-05-18,4.65145
2022-05-19,5.01309
2022-05-20,5.25003
2022-05-21,1.18468
2022-05-22,0.77316
2022-05-23,4.87591
2022-05-24,5.27497
2022-05-25,4.17757
2022-05-26,4.96321
2022-05-27,5.20014
2022-05-28,1.28444
2022-05-29,0.88539
2022-05-30,5.68649
2022-05-31,6.64671
2022-06-01,3.71617
2022-06-02,5.44955
2022-06-03,4.56416
2022-06-04,1.08492
2022-06-05,0.89786
2022-06-06,2.74348
2022-06-07,6.02319
2022-06-08,5.15026
2022-06-09,5.16273
2022-06-10,4.52674
2022-06-11,1.02257
2022-06-12,0.44893
2022-06-13,4.19004
2022-06-14,3.75358
2022-06-15,4.41451
2022-06-16,4.62651
2022-06-17,4.05287
2022-06-18,0.81057
2022-06-19,0.48634
2022-06-20,3.92817
2022-06-21,4.17757
2022-06-22,4.14016
2022-06-23,3.81593
2022-06-24,4.23993
2022-06-25,0.97268
2022-06-26,0.4614
2022-06-27,4.7138
2022-06-28,4.53921
2022-06-29,3.71617
2022-06-30,4.66392
2022-07-01,3.74111
2022-07-02,1.0101
2022-07-03,0.61104
2022-07-04,4.09028
2022-07-05,4.38957
2022-07-06,4.27734
2022-07-07,4.19004
2022-07-08,3.65382
2022-07-09,0.6734
2022-07-10,0.34917
2022-07-11,3.46676
2022-07-12,3.22982
2022-07-13,3.41688
2022-07-14,2.95548
2022-07-15,3.21735
2022-07-16,0.84798
2022-07-17,0.38658
2022-07-18,3.79099
2022-07-19,3.26724
2022-07-20,3.61641
2022-07-21,3.84087
2022-07-22,3.35453
2022-07-23,0.63598
2022-07-24,0.3367
2022-07-25,2.85571
2022-07-26,3.155
2022-07-27,3.25476
2022-07-28,3.44182
2022-07-29,3.59147
2022-07-30,0.84798
2022-07-31,0.47387
2022-08-01,3.08018
2022-08-02,3.67876
2022-08-03,3.47923
2022-08-04,3.57899
2022-08-05,3.59147
2022-08-06,0.72328
2022-08-07,0.52375
2022-08-08,2.85571
2022-08-09,3.35453
2022-08-10,3.20488
2022-08-11,4.01546
2022-08-12,4.15263
2022-08-13,0.81057
2022-08-14,0.3367
2022-08-15,2.28208
2022-08-16,3.86581
2022-08-17,3.44182
2022-08-18,2.96795
2022-08-19,2.78089
2022-08-20,0.59857
2022-08-21,0.34917
2022-08-22,2.6936
2022-08-23,3.0303
2022-08-24,2.60631
2022-08-25,4.48933
2022-08-26,3.42935
2022-08-27,0.84798
2022-08-28,0.39905
2022-08-29,2.75595
2022-08-30,3.31712
2022-08-31,2.84324
2022-09-01,2.33196
2022-09-02,2.68113
2022-09-03,0.72328
2022-09-04,0.39905
2022-09-05,2.6936
2022-09-06,2.85571
2022-09-07,2.71854
2022-09-08,2.70607
2022-09-09,1.75832
2022-09-10,0.91033
2022-09-11,0.38658
2022-09-12,1.33433
2022-09-13,4.68886
2022-09-14,3.24229
2022-09-15,3.20488
2022-09-16,3.05524
2022-09-17,0.73575
2022-09-18,0.31175
2022-09-19,3.17994
2022-09-20,3.30465
2022-09-21,2.84324
2022-09-22,3.72864
2022-09-23,3.06771
2022-09-24,0.82304
2022-09-25,0.32422
2022-09-26,3.97805
2022-09-27,4.41451
2022-09-28,4.15263
2022-09-29,5.3872
2022-09-30,5.61167
2022-10-01,1.57126
2022-10-02,0.93527
2022-10-03,3.66629
2022-10-04,7.30764
2022-10-05,10.10101
2022-10-06,8.42997
2022-10-07,6.03566
2022-10-08,1.55879
2022-10-09,0.94774
2022-10-10,5.07544
2022-10-11,9.26549
2022-10-12,13.29342
2022-10-13,13.35578
2022-10-14,14.50305
2022-10-15,2.98042
2022-10-16,1.79573
2022-10-17,13.50542
2022-10-18,15.21386
2022-10-19,15.21386
2022-10-20,13.54283
2022-10-21,12.39556
2022-10-22,2.93053
2022-10-23,1.4715
2022-10-24,20.27684
2022-10-25,21.92293
2022-10-26,19.89026
2022-10-27,17.88252
2022-10-28,18.08205
2022-10-29,3.34206
2022-10-30,1.58373
2022-10-31,17.54582
2022-11-01,19.39144
2022-11-02,18.45616
2022-11-03,16.23643
2022-11-04,19.59097
2022-11-05,3.69123
2022-11-06,3.29218
2022-11-07,23.6189
2022-11-08,13.7673
2022-11-09,12.6699
2022-11-10,11.36051
2022-11-11,18.68063
2022-11-12,4.73874
2022-11-13,1.88302
2022-11-14,16.62302
2022-11-15,18.65569
2022-11-16,17.03454
2022-11-17,13.41813
2022-11-18,13.94188
2022-11-19,2.70607
2022-11-20,1.92043
2022-11-21,12.24591
2022-11-22,12.07133
2022-11-23,14.02918
2022-11-24,13.40566
2022-11-25,11.23581
2022-11-26,2.28208
2022-11-27,1.4715
2022-11-28,10.88664
2022-11-29,12.50779
2022-11-30,16.02444
2022-12-01,18.94251
2022-12-02,14.04165
2022-12-03,3.09265
2022-12-04,1.87055
2022-12-05,16.26137
2022-12-06,14.76493
2022-12-07,16.61054
2022-12-08,16.3362
2022-12-09,17.64559
2022-12-10,3.84087
2022-12-11,2.49407
2022-12-12,14.9021
2022-12-13,15.18892
2022-12-14,15.68774
2022-12-15,13.16872
2022-12-16,12.34567
2022-12-17,2.80583
2022-12-18,1.95785
2022-12-19,10.87417
2022-12-20,11.52263
2022-12-21,11.24828
2022-12-22,13.36825
2022-12-23,10.57488
2022-12-24,2.58136
2022-12-25,1.39668
2022-12-26,8.65444
2022-12-27,9.35278
2022-12-28,11.8718
2022-12-29,10.43771
2022-12-30,8.26786
2022-12-31,2.78089
2023-01-01,1.67103
2023-01-02,8.06833
2023-01-03,12.99413
2023-01-04,17.89499
2023-01-05,18.54345
2023-01-06,17.42112
2023-01-07,4.12769
2023-01-08,2.25713
2023-01-09,18.13193
2023-01-10,17.77029
2023-01-11,18.85521
2023-01-12,19.7032
2023-01-13,19.9152
2023-01-14,4.70133
2023-01-15,2.51901
2023-01-16,17.94488
2023-01-17,16.04938
2023-01-18,15.48821
2023-01-19,15.12657
2023-01-20,17.78276
2023-01-21,4.17757
2023-01-22,2.46913
2023-01-23,4.43945
2023-01-24,5.69896
2023-01-25,13.58024
2023-01-26,19.46626
2023-01-27,21.13729
2023-01-28,4.5891
2023-01-29,2.78089
2023-01-30,18.44369
2023-01-31,18.20675
2023-02-01,18.09452
2023-02-02,19.22933
2023-02-03,17.35877
2023-02-04,3.09265
2023-02-05,2.2696
2023-02-06,15.71268
2023-02-07,18.1444
2023-02-08,16.42349
2023-02-09,16.77266
2023-02-10,14.19129
2023-02-11,2.76842
2023-02-12,1.9329
2023-02-13,13.0066
2023-02-14,14.71505
2023-02-15,13.80471
2023-02-16,16.54819
2023-02-17,13.87953
2023-02-18,3.29218
2023-02-19,1.8082
2023-02-20,14.50305
2023-02-21,14.46564
2023-02-22,13.19366
2023-02-23,13.80471
2023-02-24,12.27085
2023-02-25,2.58136
2023-02-26,1.45903
2023-02-27,12.09627
2023-02-28,13.24354
2023-03-01,9.70195
2023-03-02,15.21386
2023-03-03,14.7774
2023-03-04,3.26724
2023-03-05,1.98279
2023-03-06,15.16398
2023-03-07,16.66043
2023-03-08,11.93415
2023-03-09,11.95909
2023-03-10,11.17346
2023-03-11,2.65619
2023-03-12,1.79573
2023-03-13,14.4407
2023-03-14,12.63249
2023-03-15,13.56777
2023-03-16,11.48522
2023-03-17,13.70495
2023-03-18,2.76842
2023-03-19,1.75832
2023-03-20,11.72215
2023-03-21,12.69484
2023-03-22,13.77977
2023-03-23,14.91457
2023-03-24,14.00423
2023-03-25,2.95548
2023-03-26,1.53385
2023-03-27,12.83202
2023-03-28,14.07906
2023-03-29,13.84212
2023-03-30,15.17645
2023-03-31,16.02444
2023-04-01,3.7037
2023-04-02,2.10749
2023-04-03,15.31363
2023-04-04,14.57787
2023-04-05,12.39556
2023-04-06,13.60518
2023-04-07,11.88427
2023-04-08,2.76842
2023-04-09,2.00773
2023-04-10,11.43534
2023-04-11,16.02444
2023-04-12,14.104
2023-04-13,14.15388
2023-04-14,14.95198
2023-04-15,3.14253
2023-04-16,2.00773
2023-04-17,16.3362
2023-04-18,15.86232
2023-04-19,14.75246
2023-04-20,14.82728
2023-04-21,12.78214
2023-04-22,2.96795
2023-04-23,1.95785
2023-04-24,11.9965
2023-04-25,11.5351
2023-04-26,11.82192
2023-04-27,12.15862
2023-04-28,12.18356
2023-04-29,2.95548
2023-04-30,1.62114
2023-05-01,4.73874
2023-05-02,13.38072
2023-05-03,11.75957
2023-05-04,12.78214
2023-05-05,6.84624
2023-05-06,2.88065
2023-05-07,1.70844
2023-05-08,13.60518
2023-05-09,13.06896
2023-05-10,11.90921
2023-05-11,12.3332
2023-05-12,11.75957
2023-05-13,2.44419
2023-05-14,1.6835
2023-05-15,11.78451
2023-05-16,13.69248
2023-05-17,12.62002
2023-05-18,14.16635
2023-05-19,12.69484
2023-05-20,3.04277
2023-05-21,1.99526
2023-05-22,14.24117
2023-05-23,14.42823
2023-05-24,12.40803
2023-05-25,12.57014
2023-05-26,10.61229
2023-05-27,2.63125
2023-05-28,2.03267
