date,저축은행금리
2020-11-05,3.89821
2020-11-06,4.35841
2020-11-07,1.89496
2020-11-08,2.68002
2020-11-09,5.25175
2020-11-10,4.4667
2020-11-11,4.22306
2020-11-12,4.43963
2020-11-13,4.14185
2020-11-14,2.00324
2020-11-15,2.24688
2020-11-16,5.9556
2020-11-17,4.30427
2020-11-18,5.08933
2020-11-19,4.22306
2020-11-20,3.57336
2020-11-21,2.03031
2020-11-22,3.14022
2020-11-23,6.68651
2020-11-24,5.08933
2020-11-25,5.73903
2020-11-26,5.22468
2020-11-27,4.54791
2020-11-28,2.38224
2020-11-29,2.9778
2020-11-30,6.49702
2020-12-01,5.00812
2020-12-02,5.19761
2020-12-03,4.9269
2020-12-04,4.49377
2020-12-05,2.21981
2020-12-06,3.16729
2020-12-07,5.87439
2020-12-08,5.00812
2020-12-09,4.52084
2020-12-10,4.33134
2020-12-11,4.98105
2020-12-12,2.43638
2020-12-13,2.1386
2020-12-14,4.98105
2020-12-15,5.14347
2020-12-16,4.65619
2020-12-17,3.73578
2020-12-18,4.2772
2020-12-19,2.62587
2020-12-20,3.49214
2020-12-21,6.19924
2020-12-22,5.00812
2020-12-23,6.00974
2020-12-24,5.68489
2020-12-25,2.89658
2020-12-26,3.60043
2020-12-27,3.87114
2020-12-28,7.76935
2020-12-29,6.95722
2020-12-30,7.76935
2020-12-31,5.7661
2021-01-01,3.54629
2021-01-02,3.51922
2021-01-03,4.2772
2021-01-04,8.90633
2021-01-05,7.39036
2021-01-06,6.93015
2021-01-07,6.84894
2021-01-08,5.82024
2021-01-09,3.11315
2021-01-10,4.73741
2021-01-11,6.44288
2021-01-12,6.28045
2021-01-13,6.74066
2021-01-14,9.25825
2021-01-15,7.634
2021-01-16,3.6275
2021-01-17,3.32972
2021-01-18,5.71196
2021-01-19,6.6053
2021-01-20,6.57823
2021-01-21,6.87601
2021-01-22,5.71196
2021-01-23,4.11478
2021-01-24,3.817
2021-01-25,6.6053
2021-01-26,6.1451
2021-01-27,5.98267
2021-01-28,7.33622
2021-01-29,6.68651
2021-01-30,3.78992
2021-01-31,4.54791
2021-02-01,7.66107
2021-02-02,6.28045
2021-02-03,7.57985
2021-02-04,6.44288
2021-02-05,5.90146
2021-02-06,3.95235
2021-02-07,5.08933
2021-02-08,5.73903
2021-02-09,5.57661
2021-02-10,5.98267
2021-02-11,3.438
2021-02-12,2.05739
2021-02-13,3.16729
2021-02-14,4.14185
2021-02-15,8.47319
2021-02-16,6.25338
2021-02-17,6.1451
2021-02-18,5.25175
2021-02-19,6.19924
2021-02-20,4.00649
2021-02-21,4.57498
2021-02-22,7.79642
2021-02-23,6.4158
2021-02-24,7.03844
2021-02-25,7.98592
2021-02-26,6.25338
2021-02-27,3.60043
2021-02-28,3.35679
2021-03-01,4.38548
2021-03-02,8.20249
2021-03-03,6.93015
2021-03-04,6.74066
2021-03-05,6.82187
2021-03-06,3.35679
2021-03-07,4.2772
2021-03-08,6.82187
2021-03-09,5.46832
2021-03-10,6.33459
2021-03-11,5.36004
2021-03-12,6.74066
2021-03-13,3.08608
2021-03-14,3.03194
2021-03-15,6.4158
2021-03-16,6.55116
2021-03-17,7.20086
2021-03-18,7.39036
2021-03-19,5.27883
2021-03-20,3.35679
2021-03-21,3.00487
2021-03-22,6.93015
2021-03-23,6.84894
2021-03-24,5.52246
2021-03-25,5.90146
2021-03-26,5.03519
2021-03-27,2.89658
2021-03-28,4.2772
2021-03-29,5.27883
2021-03-30,6.68651
2021-03-31,6.6053
2021-04-01,6.28045
2021-04-02,4.95397
2021-04-03,2.51759
2021-04-04,2.57173
2021-04-05,6.25338
2021-04-06,5.25175
2021-04-07,4.68327
2021-04-08,3.97942
2021-04-09,4.19599
2021-04-10,1.9491
2021-04-11,3.19436
2021-04-12,6.19924
2021-04-13,4.89983
2021-04-14,3.49214
2021-04-15,4.84569
2021-04-16,4.30427
2021-04-17,2.27395
2021-04-18,2.19274
2021-04-19,4.71034
2021-04-20,5.14347
2021-04-21,4.68327
2021-04-22,3.87114
2021-04-23,4.38548
2021-04-24,2.00324
2021-04-25,1.81375
2021-04-26,4.84569
2021-04-27,4.52084
2021-04-28,4.76448
2021-04-29,4.2772
2021-04-30,4.43963
2021-05-01,3.03194
2021-05-02,2.7883
2021-05-03,5.03519
2021-05-04,4.62912
2021-05-05,2.89658
2021-05-06,5.41418
2021-05-07,4.95397
2021-05-08,1.97617
2021-05-09,2.35517
2021-05-10,5.52246
2021-05-11,5.1164
2021-05-12,4.0877
2021-05-13,4.57498
2021-05-14,4.52084
2021-05-15,2.1386
2021-05-16,2.49052
2021-05-17,5.14347
2021-05-18,4.71034
2021-05-19,2.5988
2021-05-20,5.17054
2021-05-21,5.25175
2021-05-22,2.24688
2021-05-23,1.97617
2021-05-24,5.41418
2021-05-25,5.9556
2021-05-26,6.00974
2021-05-27,5.00812
2021-05-28,3.68164
2021-05-29,1.32647
2021-05-30,1.9491
2021-05-31,5.92853
2021-06-01,5.73903
2021-06-02,4.95397
2021-06-03,4.35841
2021-06-04,3.76285
2021-06-05,1.81375
2021-06-06,1.81375
2021-06-07,4.95397
2021-06-08,5.1164
2021-06-09,4.0877
2021-06-10,3.817
2021-06-11,3.76285
2021-06-12,1.78668
2021-06-13,1.51597
2021-06-14,5.03519
2021-06-15,4.60205
2021-06-16,4.06063
2021-06-17,4.0877
2021-06-18,4.33134
2021-06-19,1.89496
2021-06-20,2.21981
2021-06-21,5.73903
2021-06-22,5.44125
2021-06-23,4.87276
2021-06-24,5.36004
2021-06-25,5.54953
2021-06-26,2.43638
2021-06-27,2.32809
2021-06-28,5.54953
2021-06-29,4.95397
2021-06-30,5.33297
2021-07-01,4.49377
2021-07-02,4.54791
2021-07-03,2.40931
2021-07-04,2.40931
2021-07-05,6.03681
2021-07-06,5.79317
2021-07-07,5.63075
2021-07-08,4.0877
2021-07-09,4.4667
2021-07-10,2.30102
2021-07-11,2.19274
2021-07-12,4.76448
2021-07-13,4.52084
2021-07-14,5.19761
2021-07-15,5.65782
2021-07-16,5.06226
2021-07-17,3.41093
2021-07-18,2.70709
2021-07-19,8.82512
2021-07-20,7.14672
2021-07-21,6.71358
2021-07-22,6.57823
2021-07-23,7.14672
2021-07-24,3.65457
2021-07-25,4.89983
2021-07-26,8.66269
2021-07-27,8.58148
2021-07-28,8.04006
2021-07-29,8.04006
2021-07-30,6.4158
2021-07-31,2.89658
2021-08-01,3.14022
2021-08-02,7.68814
2021-08-03,7.55278
2021-08-04,7.255
2021-08-05,6.36166
2021-08-06,6.19924
2021-08-07,3.00487
2021-08-08,2.43638
2021-08-09,6.93015
2021-08-10,7.22793
2021-08-11,6.7948
2021-08-12,7.14672
2021-08-13,6.44288
2021-08-14,2.95073
2021-08-15,2.65295
2021-08-16,4.03356
2021-08-17,6.11802
2021-08-18,6.74066
2021-08-19,6.00974
2021-08-20,6.28045
2021-08-21,2.76123
2021-08-22,3.57336
2021-08-23,6.33459
2021-08-24,6.46995
2021-08-25,5.9556
2021-08-26,12.9399
2021-08-27,11.39685
2021-08-28,4.71034
2021-08-29,7.11965
2021-08-30,13.04818
2021-08-31,12.2902
2021-09-01,13.91445
2021-09-02,10.12452
2021-09-03,10.20573
2021-09-04,4.81862
2021-09-05,5.14347
2021-09-06,9.14997
2021-09-07,7.634
2021-09-08,10.09745
2021-09-09,8.20249
2021-09-10,7.20086
2021-09-11,4.54791
2021-09-12,4.16892
2021-09-13,8.2837
2021-09-14,7.79642
2021-09-15,7.11965
2021-09-16,6.11802
2021-09-17,6.93015
2021-09-18,3.87114
2021-09-19,2.76123
2021-09-20,2.40931
2021-09-21,3.95235
2021-09-22,5.38711
2021-09-23,10.58473
2021-09-24,10.34109
2021-09-25,4.0877
2021-09-26,4.73741
2021-09-27,8.60855
2021-09-28,8.9334
2021-09-29,8.41905
2021-09-30,8.36491
2021-10-01,8.01299
2021-10-02,3.95235
2021-10-03,4.4667
2021-10-04,4.30427
2021-10-05,9.88088
2021-10-06,8.7439
2021-10-07,8.2837
2021-10-08,7.20086
2021-10-09,2.9778
2021-10-10,2.92365
2021-10-11,4.25013
2021-10-12,9.50189
2021-10-13,7.4445
2021-10-14,6.74066
2021-10-15,6.28045
2021-10-16,2.95073
2021-10-17,3.05901
2021-10-18,7.17379
2021-10-19,6.38873
2021-10-20,5.7661
2021-10-21,6.19924
2021-10-22,5.84731
2021-10-23,2.73416
2021-10-24,2.57173
2021-10-25,6.98429
2021-10-26,6.68651
2021-10-27,5.41418
2021-10-28,6.09095
2021-10-29,5.49539
2021-10-30,2.40931
2021-10-31,2.92365
2021-11-01,6.00974
2021-11-02,7.49864
2021-11-03,6.00974
2021-11-04,6.68651
2021-11-05,4.65619
2021-11-06,2.16567
2021-11-07,3.16729
2021-11-08,5.71196
2021-11-09,5.65782
2021-11-10,6.19924
2021-11-11,5.52246
2021-11-12,9.52896
2021-11-13,3.19436
2021-11-14,3.46507
2021-11-15,7.30914
2021-11-16,6.71358
2021-11-17,6.38873
2021-11-18,6.06388
2021-11-19,6.57823
2021-11-20,3.08608
2021-11-21,3.30265
2021-11-22,5.87439
2021-11-23,6.09095
2021-11-24,6.57823
2021-11-25,14.26637
2021-11-26,14.86193
2021-11-27,6.17217
2021-11-28,5.7661
2021-11-29,10.36816
2021-11-30,11.53221
2021-12-01,10.69301
2021-12-02,8.90633
2021-12-03,8.98754
2021-12-04,6.71358
2021-12-05,5.19761
2021-12-06,8.77097
2021-12-07,7.87763
2021-12-08,7.39036
2021-12-09,6.71358
2021-12-10,6.7948
2021-12-11,3.68164
2021-12-12,3.87114
2021-12-13,8.44612
2021-12-14,7.06551
2021-12-15,5.82024
2021-12-16,6.6053
2021-12-17,5.38711
2021-12-18,4.00649
2021-12-19,3.65457
2021-12-20,7.41743
2021-12-21,6.6053
2021-12-22,5.38711
2021-12-23,6.36166
2021-12-24,5.14347
2021-12-25,3.05901
2021-12-26,3.78992
2021-12-27,5.98267
2021-12-28,5.46832
2021-12-29,6.44288
2021-12-30,5.60368
2021-12-31,4.71034
2022-01-01,3.03194
2022-01-02,4.06063
2022-01-03,8.12127
2022-01-04,8.66269
2022-01-05,6.17217
2022-01-06,6.7948
2022-01-07,5.98267
2022-01-08,3.14022
2022-01-09,3.24851
2022-01-10,7.57985
2022-01-11,8.01299
2022-01-12,7.06551
2022-01-13,6.98429
2022-01-14,14.04981
2022-01-15,8.47319
2022-01-16,5.65782
2022-01-17,17.56903
2022-01-18,13.61667
2022-01-19,18.706
2022-01-20,11.58635
2022-01-21,11.93827
2022-01-22,6.90308
2022-01-23,6.82187
2022-01-24,10.44937
2022-01-25,10.28695
2022-01-26,9.09583
2022-01-27,9.55603
2022-01-28,9.09583
2022-01-29,6.00974
2022-01-30,3.05901
2022-01-31,3.73578
2022-02-01,5.03519
2022-02-02,6.17217
2022-02-03,11.77585
2022-02-04,9.69139
2022-02-05,4.84569
2022-02-06,5.25175
2022-02-07,9.28532
2022-02-08,8.01299
2022-02-09,7.82349
2022-02-10,7.95885
2022-02-11,6.33459
2022-02-12,3.70871
2022-02-13,3.97942
2022-02-14,7.39036
2022-02-15,6.1451
2022-02-16,5.98267
2022-02-17,6.03681
2022-02-18,5.84731
2022-02-19,3.27558
2022-02-20,3.65457
2022-02-21,7.49864
2022-02-22,6.36166
2022-02-23,6.09095
2022-02-24,6.95722
2022-02-25,5.52246
2022-02-26,3.03194
2022-02-27,3.65457
2022-02-28,6.25338
2022-03-01,3.49214
2022-03-02,6.95722
2022-03-03,7.71521
2022-03-04,5.41418
2022-03-05,2.51759
2022-03-06,2.89658
2022-03-07,5.84731
2022-03-08,5.68489
2022-03-09,2.76123
2022-03-10,5.03519
2022-03-11,6.17217
2022-03-12,3.08608
2022-03-13,3.49214
2022-03-14,7.20086
2022-03-15,5.71196
2022-03-16,5.54953
2022-03-17,6.93015
2022-03-18,5.71196
2022-03-19,3.51922
2022-03-20,2.70709
2022-03-21,6.30752
2022-03-22,7.03844
2022-03-23,6.36166
2022-03-24,5.27883
2022-03-25,5.1164
2022-03-26,3.14022
2022-03-27,3.35679
2022-03-28,6.46995
2022-03-29,6.09095
2022-03-30,6.7948
2022-03-31,6.28045
2022-04-01,6.03681
2022-04-02,2.86951
2022-04-03,3.438
2022-04-04,6.68651
2022-04-05,6.11802
2022-04-06,5.19761
2022-04-07,4.81862
2022-04-08,4.9269
2022-04-09,2.7883
2022-04-10,3.14022
2022-04-11,5.60368
2022-04-12,5.41418
2022-04-13,5.36004
2022-04-14,10.34109
2022-04-15,10.07038
2022-04-16,5.92853
2022-04-17,4.54791
2022-04-18,9.01461
2022-04-19,11.64049
2022-04-20,9.88088
2022-04-21,8.85219
2022-04-22,7.98592
2022-04-23,3.95235
2022-04-24,3.49214
2022-04-25,8.77097
2022-04-26,8.20249
2022-04-27,8.20249
2022-04-28,7.11965
2022-04-29,6.36166
2022-04-30,3.24851
2022-05-01,3.22144
2022-05-02,6.30752
2022-05-03,5.92853
2022-05-04,6.71358
2022-05-05,5.03519
2022-05-06,7.76935
2022-05-07,3.46507
2022-05-08,3.03194
2022-05-09,7.57985
2022-05-10,6.65944
2022-05-11,6.90308
2022-05-12,6.19924
2022-05-13,5.65782
2022-05-14,2.76123
2022-05-15,3.46507
2022-05-16,7.71521
2022-05-17,6.84894
2022-05-18,6.68651
2022-05-19,6.11802
2022-05-20,7.22793
2022-05-21,3.30265
2022-05-22,5.90146
2022-05-23,8.77097
2022-05-24,9.90795
2022-05-25,9.93502
2022-05-26,15.15971
2022-05-27,13.02111
2022-05-28,6.33459
2022-05-29,5.65782
2022-05-30,12.69626
2022-05-31,12.15484
2022-06-01,7.74228
2022-06-02,10.77422
2022-06-03,11.77585
2022-06-04,5.25175
2022-06-05,5.1164
2022-06-06,5.71196
2022-06-07,10.93665
2022-06-08,11.2615
2022-06-09,9.36654
2022-06-10,11.47807
2022-06-11,4.25013
2022-06-12,4.41256
2022-06-13,10.58473
2022-06-14,11.01786
2022-06-15,9.5831
2022-06-16,13.61667
2022-06-17,11.96534
2022-06-18,5.44125
2022-06-19,5.41418
2022-06-20,11.20736
2022-06-21,11.88413
2022-06-22,11.2615
2022-06-23,10.66594
2022-06-24,10.55766
2022-06-25,4.81862
2022-06-26,4.81862
2022-06-27,11.85706
2022-06-28,11.42393
2022-06-29,10.09745
2022-06-30,9.85381
2022-07-01,10.34109
2022-07-02,3.817
2022-07-03,5.44125
2022-07-04,10.88251
2022-07-05,9.71846
2022-07-06,9.44775
2022-07-07,7.85056
2022-07-08,8.14834
2022-07-09,4.06063
2022-07-10,3.68164
2022-07-11,9.04168
2022-07-12,10.31402
2022-07-13,26.0693
2022-07-14,23.30806
2022-07-15,17.81266
2022-07-16,9.25825
2022-07-17,7.22793
2022-07-18,18.65186
2022-07-19,15.15971
2022-07-20,12.37141
2022-07-21,13.45425
2022-07-22,11.01786
2022-07-23,5.08933
2022-07-24,6.52409
2022-07-25,14.02273
2022-07-26,12.42555
2022-07-27,11.072
2022-07-28,11.74878
2022-07-29,12.23605
2022-07-30,4.76448
2022-07-31,4.9269
2022-08-01,12.53383
2022-08-02,12.20898
2022-08-03,10.28695
2022-08-04,10.31402
2022-08-05,7.49864
2022-08-06,4.22306
2022-08-07,4.9269
2022-08-08,10.01624
2022-08-09,8.52734
2022-08-10,9.20411
2022-08-11,8.90633
2022-08-12,7.93178
2022-08-13,3.76285
2022-08-14,3.46507
2022-08-15,4.00649
2022-08-16,9.44775
2022-08-17,9.36654
2022-08-18,8.60855
2022-08-19,8.60855
2022-08-20,4.35841
2022-08-21,3.97942
2022-08-22,9.25825
2022-08-23,8.20249
2022-08-24,7.68814
2022-08-25,15.13264
2022-08-26,13.75203
2022-08-27,5.33297
2022-08-28,5.52246
2022-08-29,13.80617
2022-08-30,10.20573
2022-08-31,10.93665
2022-09-01,9.50189
2022-09-02,8.55441
2022-09-03,4.98105
2022-09-04,4.30427
2022-09-05,9.55603
2022-09-06,9.44775
2022-09-07,9.33946
2022-09-08,8.22956
2022-09-09,3.03194
2022-09-10,3.08608
2022-09-11,3.817
2022-09-12,4.98105
2022-09-13,11.77585
2022-09-14,12.01949
2022-09-15,9.63724
2022-09-16,9.36654
2022-09-17,4.14185
2022-09-18,3.97942
2022-09-19,10.85544
2022-09-20,9.85381
2022-09-21,12.04656
2022-09-22,16.62154
2022-09-23,14.13102
2022-09-24,5.98267
2022-09-25,5.57661
2022-09-26,13.99566
2022-09-27,13.12939
2022-09-28,14.07688
2022-09-29,13.21061
2022-09-30,15.51164
2022-10-01,5.54953
2022-10-02,5.98267
2022-10-03,7.36329
2022-10-04,13.42717
2022-10-05,13.04818
2022-10-06,14.04981
2022-10-07,14.99729
2022-10-08,6.63237
2022-10-09,5.87439
2022-10-10,8.20249
2022-10-11,16.59447
2022-10-12,24.60747
2022-10-13,36.95181
2022-10-14,44.04439
2022-10-15,23.11857
2022-10-16,20.19491
2022-10-17,53.49214
2022-10-18,54.73741
2022-10-19,77.07092
2022-10-20,94.5046
2022-10-21,90.60638
2022-10-22,36.35625
2022-10-23,30.50893
2022-10-24,100.0
2022-10-25,86.92474
2022-10-26,74.41797
2022-10-27,61.9112
2022-10-28,71.08825
2022-10-29,28.12669
2022-10-30,19.87005
2022-10-31,63.48132
2022-11-01,55.38711
2022-11-02,41.68922
2022-11-03,43.74661
2022-11-04,35.92311
2022-11-05,16.59447
2022-11-06,17.48781
2022-11-07,34.78613
2022-11-08,31.78126
2022-11-09,31.32106
2022-11-10,26.55657
2022-11-11,25.60909
2022-11-12,12.58798
2022-11-13,16.37791
2022-11-14,36.97888
2022-11-15,30.10286
2022-11-16,23.09149
2022-11-17,21.73795
2022-11-18,19.5452
2022-11-19,9.25825
2022-11-20,11.42393
2022-11-21,22.00866
2022-11-22,20.46561
2022-11-23,19.59935
2022-11-24,31.42934
2022-11-25,30.42772
2022-11-26,13.83324
2022-11-27,12.77747
2022-11-28,29.37195
2022-11-29,25.82566
2022-11-30,22.36058
2022-12-01,21.35896
2022-12-02,16.89225
2022-12-03,7.03844
2022-12-04,7.4445
2022-12-05,18.48944
2022-12-06,15.21386
2022-12-07,14.34759
2022-12-08,14.37466
2022-12-09,12.50676
2022-12-10,6.55116
2022-12-11,7.09258
2022-12-12,14.53708
2022-12-13,14.2393
2022-12-14,13.02111
2022-12-15,13.80617
2022-12-16,12.04656
2022-12-17,6.00974
2022-12-18,7.28207
2022-12-19,15.0785
2022-12-20,14.64537
2022-12-21,12.37141
2022-12-22,11.58635
2022-12-23,10.93665
2022-12-24,5.84731
2022-12-25,5.17054
2022-12-26,12.88576
2022-12-27,12.04656
2022-12-28,11.20736
2022-12-29,11.15322
2022-12-30,11.55928
2022-12-31,5.71196
2023-01-01,5.84731
2023-01-02,14.32051
2023-01-03,11.64049
2023-01-04,11.2615
2023-01-05,10.69301
2023-01-06,10.44937
2023-01-07,5.71196
2023-01-08,6.6053
2023-01-09,13.4001
2023-01-10,13.02111
2023-01-11,14.13102
2023-01-12,15.83649
2023-01-13,22.7125
2023-01-14,11.93827
2023-01-15,8.55441
2023-01-16,19.84298
2023-01-17,15.29507
2023-01-18,14.61829
2023-01-19,14.18516
2023-01-20,14.40173
2023-01-21,8.01299
2023-01-22,7.4445
2023-01-23,5.7661
2023-01-24,8.7439
2023-01-25,16.72983
2023-01-26,15.21386
2023-01-27,13.48132
2023-01-28,7.30914
2023-01-29,6.76773
2023-01-30,13.29182
2023-01-31,12.07363
2023-02-01,12.9399
2023-02-02,12.96697
2023-02-03,10.34109
2023-02-04,5.73903
2023-02-05,5.79317
2023-02-06,12.2902
2023-02-07,11.31564
2023-02-08,10.85544
2023-02-09,9.7726
2023-02-10,8.50027
2023-02-11,5.49539
2023-02-12,5.25175
2023-02-13,10.07038
2023-02-14,10.53059
2023-02-15,10.17866
2023-02-16,9.25825
2023-02-17,10.74715
2023-02-18,5.49539
2023-02-19,18.08337
2023-02-20,10.99079
2023-02-21,11.072
2023-02-22,8.90633
2023-02-23,9.90795
2023-02-24,8.96047
2023-02-25,4.19599
2023-02-26,5.17054
2023-02-27,9.17704
2023-02-28,8.01299
2023-03-01,6.28045
2023-03-02,8.25663
2023-03-03,8.60855
2023-03-04,4.73741
2023-03-05,5.49539
2023-03-06,8.20249
2023-03-07,8.77097
2023-03-08,8.01299
2023-03-09,8.06713
2023-03-10,6.49702
2023-03-11,3.84407
2023-03-12,3.89821
2023-03-13,8.33784
2023-03-14,9.01461
2023-03-15,8.04006
2023-03-16,7.85056
2023-03-17,6.06388
2023-03-18,3.76285
2023-03-19,4.0877
2023-03-20,9.04168
2023-03-21,7.95885
2023-03-22,8.44612
2023-03-23,8.96047
2023-03-24,7.30914
2023-03-25,3.76285
2023-03-26,4.76448
2023-03-27,9.25825
2023-03-28,8.22956
2023-03-29,6.28045
2023-03-30,6.03681
2023-03-31,6.36166
2023-04-01,3.41093
2023-04-02,3.60043
2023-04-03,6.19924
2023-04-04,5.41418
2023-04-05,5.63075
2023-04-06,5.1164
2023-04-07,4.25013
2023-04-08,2.11153
2023-04-09,2.68002
2023-04-10,5.3059
2023-04-11,6.57823
2023-04-12,7.28207
2023-04-13,5.68489
2023-04-14,5.41418
2023-04-15,3.03194
2023-04-16,2.70709
2023-04-17,5.33297
2023-04-18,6.19924
2023-04-19,4.89983
2023-04-20,5.1164
2023-04-21,5.27883
2023-04-22,2.7883
2023-04-23,3.68164
2023-04-24,10.88251
2023-04-25,8.25663
2023-04-26,6.22631
2023-04-27,5.82024
2023-04-28,6.38873
2023-04-29,3.6275
2023-04-30,2.73416
2023-05-01,4.52084
2023-05-02,8.17541
2023-05-03,6.30752
2023-05-04,7.06551
2023-05-05,3.65457
2023-05-06,2.54466
2023-05-07,3.27558
2023-05-08,6.57823
2023-05-09,5.84731
2023-05-10,6.00974
2023-05-11,6.33459
2023-05-12,5.3059
2023-05-13,3.08608
2023-05-14,2.76123
2023-05-15,6.33459
2023-05-16,6.19924
2023-05-17,5.84731
2023-05-18,5.68489
2023-05-19,5.65782
2023-05-20,3.27558
2023-05-21,3.57336
2023-05-22,9.14997
2023-05-23,9.82674
2023-05-24,8.39198
2023-05-25,9.23118
2023-05-26,5.68489
2023-05-27,3.22144
2023-05-28,3.35679
2023-05-29,3.87114
