date,O2O
2023-06-01,4.772
2023-06-02,4.08271
2023-06-03,2.22693
2023-06-04,2.91622
2023-06-05,4.58642
2023-06-06,3.02226
2023-06-07,5.46129
2023-06-08,7.23753
2023-06-09,4.87804
2023-06-10,2.386
2023-06-11,2.65111
2023-06-12,5.7264
2023-06-13,5.88547
2023-06-14,4.90455
2023-06-15,4.98409
2023-06-16,3.87062
2023-06-17,2.09437
2023-06-18,2.83669
2023-06-19,5.62036
2023-06-20,4.5334
2023-06-21,4.48038
2023-06-22,3.89713
2023-06-23,4.16224
2023-06-24,1.16648
2023-06-25,1.59066
2023-06-26,4.02969
2023-06-27,4.24178
2023-06-28,3.87062
2023-06-29,3.8176
2023-06-30,3.44644
2023-07-01,1.27253
2023-07-02,1.9088
2023-07-03,4.26829
2023-07-04,3.87062
2023-07-05,4.18875
2023-07-06,3.79109
2023-07-07,2.96924
2023-07-08,1.64369
2023-07-09,1.6702
2023-07-10,3.23435
2023-07-11,4.71898
2023-07-12,3.84411
2023-07-13,3.87062
2023-07-14,3.8176
2023-07-15,1.56415
2023-07-16,1.32555
2023-07-17,4.00318
2023-07-18,3.68504
2023-07-19,3.47295
2023-07-20,3.20784
2023-07-21,2.83669
2023-07-22,0.87486
2023-07-23,1.77624
2023-07-24,3.36691
2023-07-25,3.95015
2023-07-26,4.0562
2023-07-27,3.20784
2023-07-28,2.91622
2023-07-29,0.84835
2023-07-30,1.24602
2023-07-31,3.36691
2023-08-01,3.92364
2023-08-02,3.36691
2023-08-03,3.39342
2023-08-04,2.70413
2023-08-05,1.16648
2023-08-06,1.11346
2023-08-07,3.92364
2023-08-08,4.00318
2023-08-09,3.41993
2023-08-10,2.70413
2023-08-11,2.57158
2023-08-12,1.53764
2023-08-13,1.45811
2023-08-14,2.88971
2023-08-15,1.40509
2023-08-16,4.0562
2023-08-17,4.26829
2023-08-18,3.579
2023-08-19,1.13997
2023-08-20,1.6702
2023-08-21,4.772
2023-08-22,4.63944
2023-08-23,4.40084
2023-08-24,4.69247
2023-08-25,3.89713
2023-08-26,1.56415
2023-08-27,1.61717
2023-08-28,3.31389
2023-08-29,3.47295
2023-08-30,3.92364
2023-08-31,3.28738
2023-09-01,3.1018
2023-09-02,0.92788
2023-09-03,1.59066
2023-09-04,4.02969
2023-09-05,3.76458
2023-09-06,4.5334
2023-09-07,3.8176
2023-09-08,3.84411
2023-09-09,1.69671
2023-09-10,1.77624
2023-09-11,5.64687
2023-09-12,4.42735
2023-09-13,6.2036
2023-09-14,5.03711
2023-09-15,2.8632
2023-09-16,1.88229
2023-09-17,2.1474
2023-09-18,4.66595
2023-09-19,6.94591
2023-09-20,5.14316
2023-09-21,5.06362
2023-09-22,3.60551
2023-09-23,1.64369
2023-09-24,1.96182
2023-09-25,3.84411
2023-09-26,3.8176
2023-09-27,2.83669
2023-09-28,1.69671
2023-09-29,0.90137
2023-09-30,1.21951
2023-10-01,1.27253
2023-10-02,1.32555
2023-10-03,2.09437
2023-10-04,4.32131
2023-10-05,3.84411
2023-10-06,3.28738
2023-10-07,1.13997
2023-10-08,1.40509
2023-10-09,2.06786
2023-10-10,4.02969
2023-10-11,5.11664
2023-10-12,4.24178
2023-10-13,4.02969
2023-10-14,2.6246
2023-10-15,2.1474
2023-10-16,5.0106
2023-10-17,5.22269
2023-10-18,4.21527
2023-10-19,4.63944
2023-10-20,4.16224
2023-10-21,1.88229
2023-10-22,2.73064
2023-10-23,4.66595
2023-10-24,4.95758
2023-10-25,5.38176
2023-10-26,4.85153
2023-10-27,3.18133
2023-10-28,1.32555
2023-10-29,1.98833
2023-10-30,4.34782
2023-10-31,4.82502
2023-11-01,4.79851
2023-11-02,4.87804
2023-11-03,2.99575
2023-11-04,1.6702
2023-11-05,1.88229
2023-11-06,5.77942
2023-11-07,5.27571
2023-11-08,4.87804
2023-11-09,3.18133
2023-11-10,3.31389
2023-11-11,1.80275
2023-11-12,1.6702
2023-11-13,4.34782
2023-11-14,4.61293
2023-11-15,4.66595
2023-11-16,4.34782
2023-11-17,3.20784
2023-11-18,1.69671
2023-11-19,2.22693
2023-11-20,4.69247
2023-11-21,3.71155
2023-11-22,4.772
2023-11-23,4.42735
2023-11-24,4.82502
2023-11-25,2.04135
2023-11-26,2.12089
2023-11-27,5.09013
2023-11-28,4.50689
2023-11-29,4.5334
2023-11-30,4.32131
2023-12-01,3.26086
2023-12-02,1.6702
2023-12-03,2.386
2023-12-04,4.98409
2023-12-05,4.34782
2023-12-06,4.2948
2023-12-07,4.02969
2023-12-08,3.28738
2023-12-09,1.69671
2023-12-10,2.59809
2023-12-11,3.87062
2023-12-12,4.26829
2023-12-13,3.84411
2023-12-14,4.0562
2023-12-15,2.67762
2023-12-16,1.00742
2023-12-17,1.74973
2023-12-18,3.95015
2023-12-19,4.32131
2023-12-20,4.10922
2023-12-21,3.79109
2023-12-22,2.94273
2023-12-23,0.92788
2023-12-24,1.193
2023-12-25,1.08695
2023-12-26,4.00318
2023-12-27,2.386
2023-12-28,2.73064
2023-12-29,1.93531
2023-12-30,0.84835
2023-12-31,1.24602
2024-01-01,1.37857
2024-01-02,2.6246
2024-01-03,3.47295
2024-01-04,3.1018
2024-01-05,2.73064
2024-01-06,2.01484
2024-01-07,1.74973
2024-01-08,2.94273
2024-01-09,4.02969
2024-01-10,3.79109
2024-01-11,3.76458
2024-01-12,2.8632
2024-01-13,1.21951
2024-01-14,1.56415
2024-01-15,5.62036
2024-01-16,3.95015
2024-01-17,3.95015
2024-01-18,3.47295
2024-01-19,2.83669
2024-01-20,1.193
2024-01-21,1.24602
2024-01-22,4.45387
2024-01-23,3.76458
2024-01-24,3.20784
2024-01-25,3.31389
2024-01-26,3.18133
2024-01-27,1.48462
2024-01-28,1.56415
2024-01-29,3.73806
2024-01-30,5.19618
2024-01-31,3.52598
2024-02-01,3.23435
2024-02-02,2.78366
2024-02-03,1.51113
2024-02-04,1.4316
2024-02-05,3.1018
2024-02-06,3.44644
2024-02-07,3.07529
2024-02-08,2.6246
2024-02-09,1.11346
2024-02-10,0.63626
2024-02-11,1.06044
2024-02-12,1.80275
2024-02-13,3.8176
2024-02-14,3.47295
2024-02-15,4.00318
2024-02-16,3.41993
2024-02-17,1.37857
2024-02-18,1.16648
2024-02-19,4.0562
2024-02-20,3.41993
2024-02-21,4.0562
2024-02-22,3.68504
2024-02-23,3.26086
2024-02-24,1.24602
2024-02-25,1.4316
2024-02-26,3.23435
2024-02-27,3.26086
2024-02-28,3.1018
2024-02-29,2.67762
2024-03-01,0.98091
2024-03-02,1.13997
2024-03-03,1.35206
2024-03-04,3.579
2024-03-05,3.97667
2024-03-06,3.84411
2024-03-07,4.48038
2024-03-08,3.44644
2024-03-09,1.193
2024-03-10,1.64369
2024-03-11,5.06362
2024-03-12,5.22269
2024-03-13,4.74549
2024-03-14,4.74549
2024-03-15,3.23435
2024-03-16,1.69671
2024-03-17,2.17391
2024-03-18,4.79851
2024-03-19,5.11664
2024-03-20,5.56733
