date,성장주
2020-10-23,10.36895
2020-10-24,5.85241
2020-10-25,5.59796
2020-10-26,8.84223
2020-10-27,13.04071
2020-10-28,11.13231
2020-10-29,11.51399
2020-10-30,9.92366
2020-10-31,5.72519
2020-11-01,6.36132
2020-11-02,7.18829
2020-11-03,12.27735
2020-11-04,17.04834
2020-11-05,16.73027
2020-11-06,8.96946
2020-11-07,6.2977
2020-11-08,6.42493
2020-11-09,13.42239
2020-11-10,16.22137
2020-11-11,23.85496
2020-11-12,25.57251
2020-11-13,13.80407
2020-11-14,10.75063
2020-11-15,12.21374
2020-11-16,45.35623
2020-11-17,20.61068
2020-11-18,18.63867
2020-11-19,12.91348
2020-11-20,9.28753
2020-11-21,7.63358
2020-11-22,8.84223
2020-11-23,16.60305
2020-11-24,15.96692
2020-11-25,16.15776
2020-11-26,14.63104
2020-11-27,10.81424
2020-11-28,9.35114
2020-11-29,8.52417
2020-11-30,9.03307
2020-12-01,11.83206
2020-12-02,11.19592
2020-12-03,11.19592
2020-12-04,10.43256
2020-12-05,7.82442
2020-12-06,11.51399
2020-12-07,10.36895
2020-12-08,14.82188
2020-12-09,13.93129
2020-12-10,12.72264
2020-12-11,11.45038
2020-12-12,8.46055
2020-12-13,8.65139
2020-12-14,8.71501
2020-12-15,9.03307
2020-12-16,11.83206
2020-12-17,20.6743
2020-12-18,8.07888
2020-12-19,6.80661
2020-12-20,6.87022
2020-12-21,9.03307
2020-12-22,8.90585
2020-12-23,10.68702
2020-12-24,9.47837
2020-12-25,9.98727
2020-12-26,8.2061
2020-12-27,11.13231
2020-12-28,10.94147
2020-12-29,11.83206
2020-12-30,9.66921
2020-12-31,10.6234
2021-01-01,11.0687
2021-01-02,8.96946
2021-01-03,10.17811
2021-01-04,16.15776
2021-01-05,25.95419
2021-01-06,16.03053
2021-01-07,17.62086
2021-01-08,28.11704
2021-01-09,20.29262
2021-01-10,19.97455
2021-01-11,17.11195
2021-01-12,15.52162
2021-01-13,16.98473
2021-01-14,14.82188
2021-01-15,11.25954
2021-01-16,8.01526
2021-01-17,12.97709
2021-01-18,14.12213
2021-01-19,13.04071
2021-01-20,9.66921
2021-01-21,16.22137
2021-01-22,12.21374
2021-01-23,14.24936
2021-01-24,12.91348
2021-01-25,13.61323
2021-01-26,12.97709
2021-01-27,11.5776
2021-01-28,8.96946
2021-01-29,11.00508
2021-01-30,9.09669
2021-01-31,14.05852
2021-02-01,11.64122
2021-02-02,14.63104
2021-02-03,15.20356
2021-02-04,14.75826
2021-02-05,13.35877
2021-02-06,9.22391
2021-02-07,10.75063
2021-02-08,11.00508
2021-02-09,10.55979
2021-02-10,7.56997
2021-02-11,7.37913
2021-02-12,8.01526
2021-02-13,8.58778
2021-02-14,10.36895
2021-02-15,11.76844
2021-02-16,14.63104
2021-02-17,18.95674
2021-02-18,20.80152
2021-02-19,38.61323
2021-02-20,17.36641
2021-02-21,17.30279
2021-02-22,19.08396
2021-02-23,71.56488
2021-02-24,63.74045
2021-02-25,41.98473
2021-02-26,49.49109
2021-02-27,33.33333
2021-02-28,28.94402
2021-03-01,38.54961
2021-03-02,62.40458
2021-03-03,37.59541
2021-03-04,44.02035
2021-03-05,50.63613
2021-03-06,35.1145
2021-03-07,28.30788
2021-03-08,47.1374
2021-03-09,87.59541
2021-03-10,79.00763
2021-03-11,60.6234
2021-03-12,41.41221
2021-03-13,33.33333
2021-03-14,49.36386
2021-03-15,65.26717
2021-03-16,66.47582
2021-03-17,59.86005
2021-03-18,52.79898
2021-03-19,53.94402
2021-03-20,26.78117
2021-03-21,31.61577
2021-03-22,32.31552
2021-03-23,45.16539
2021-03-24,29.96183
2021-03-25,30.53435
2021-03-26,24.49109
2021-03-27,19.97455
2021-03-28,21.69211
2021-03-29,40.71246
2021-03-30,64.05852
2021-03-31,30.91603
2021-04-01,32.18829
2021-04-02,25.44529
2021-04-03,27.98982
2021-04-04,28.56234
2021-04-05,24.17302
2021-04-06,27.73536
2021-04-07,24.74554
2021-04-08,22.64631
2021-04-09,20.41984
2021-04-10,15.96692
2021-04-11,13.10432
2021-04-12,14.63104
2021-04-13,18.32061
2021-04-14,22.1374
2021-04-15,19.46564
2021-04-16,15.9033
2021-04-17,10.87786
2021-04-18,14.63104
2021-04-19,13.486
2021-04-20,21.75572
2021-04-21,12.72264
2021-04-22,16.92111
2021-04-23,12.40458
2021-04-24,7.12468
2021-04-25,9.1603
2021-04-26,11.00508
2021-04-27,11.64122
2021-04-28,14.18575
2021-04-29,15.9033
2021-04-30,14.4402
2021-05-01,8.84223
2021-05-02,8.84223
2021-05-03,11.76844
2021-05-04,11.89567
2021-05-05,8.84223
2021-05-06,14.88549
2021-05-07,18.70229
2021-05-08,13.54961
2021-05-09,14.63104
2021-05-10,18.89312
2021-05-11,31.99745
2021-05-12,35.49618
2021-05-13,43.63867
2021-05-14,29.89821
2021-05-15,22.90076
2021-05-16,26.59033
2021-05-17,19.52926
2021-05-18,18.06615
2021-05-19,17.11195
2021-05-20,23.53689
2021-05-21,30.66157
2021-05-22,17.8117
2021-05-23,14.9491
2021-05-24,18.12977
2021-05-25,24.36386
2021-05-26,36.70483
2021-05-27,33.96946
2021-05-28,23.98218
2021-05-29,12.15012
2021-05-30,13.42239
2021-05-31,15.3944
2021-06-01,27.09923
2021-06-02,22.45547
2021-06-03,21.88295
2021-06-04,15.26717
2021-06-05,10.30534
2021-06-06,13.80407
2021-06-07,16.47582
2021-06-08,18.25699
2021-06-09,31.67938
2021-06-10,47.07379
2021-06-11,56.36132
2021-06-12,30.53435
2021-06-13,85.17811
2021-06-14,100.0
2021-06-15,77.48091
2021-06-16,58.58778
2021-06-17,66.53944
2021-06-18,72.77353
2021-06-19,50.63613
2021-06-20,75.95419
2021-06-21,60.87786
2021-06-22,44.21119
2021-06-23,57.18829
2021-06-24,69.46564
2021-06-25,44.33842
2021-06-26,20.86513
2021-06-27,25.5089
2021-06-28,32.82442
2021-06-29,48.47328
2021-06-30,31.743
2021-07-01,35.81424
2021-07-02,23.85496
2021-07-03,15.71246
2021-07-04,26.90839
2021-07-05,26.01781
2021-07-06,21.56488
2021-07-07,23.98218
2021-07-08,28.18066
2021-07-09,30.08905
2021-07-10,19.21119
2021-07-11,21.24681
2021-07-12,18.57506
2021-07-13,17.11195
2021-07-14,18.89312
2021-07-15,15.9033
2021-07-16,14.18575
2021-07-17,12.15012
2021-07-18,9.22391
2021-07-19,13.54961
2021-07-20,19.14758
2021-07-21,14.4402
2021-07-22,13.67684
2021-07-23,13.74045
2021-07-24,9.86005
2021-07-25,9.03307
2021-07-26,7.6972
2021-07-27,8.26972
2021-07-28,8.33333
2021-07-29,12.59541
2021-07-30,8.39694
2021-07-31,6.743
2021-08-01,21.62849
2021-08-02,17.11195
2021-08-03,14.56743
2021-08-04,13.35877
2021-08-05,13.67684
2021-08-06,14.18575
2021-08-07,14.88549
2021-08-08,9.60559
2021-08-09,13.86768
2021-08-10,11.25954
2021-08-11,15.71246
2021-08-12,14.82188
2021-08-13,20.41984
2021-08-14,13.54961
2021-08-15,14.9491
2021-08-16,15.26717
2021-08-17,15.26717
2021-08-18,16.53944
2021-08-19,17.36641
2021-08-20,34.54198
2021-08-21,34.73282
2021-08-22,17.36641
2021-08-23,13.23155
2021-08-24,13.74045
2021-08-25,14.31297
2021-08-26,18.00254
2021-08-27,12.65903
2021-08-28,12.59541
2021-08-29,11.5776
2021-08-30,11.5776
2021-08-31,14.9491
2021-09-01,15.07633
2021-09-02,12.34096
2021-09-03,13.54961
2021-09-04,8.01526
2021-09-05,8.90585
2021-09-06,10.24173
2021-09-07,8.2061
2021-09-08,8.26972
2021-09-09,10.6234
2021-09-10,9.03307
2021-09-11,8.77862
2021-09-12,9.41475
2021-09-13,10.1145
2021-09-14,9.54198
2021-09-15,14.50381
2021-09-16,7.44274
2021-09-17,7.18829
2021-09-18,6.17048
2021-09-19,6.36132
2021-09-20,4.58015
2021-09-21,6.04325
2021-09-22,6.36132
2021-09-23,9.28753
2021-09-24,8.77862
2021-09-25,5.7888
2021-09-26,6.36132
2021-09-27,7.31552
2021-09-28,18.57506
2021-09-29,22.90076
2021-09-30,13.61323
2021-10-01,13.486
2021-10-02,8.07888
2021-10-03,7.31552
2021-10-04,8.58778
2021-10-05,11.32315
2021-10-06,10.94147
2021-10-07,14.05852
2021-10-08,6.61577
2021-10-09,4.26208
2021-10-10,5.21628
2021-10-11,4.64376
2021-10-12,5.97964
2021-10-13,6.04325
2021-10-14,8.26972
2021-10-15,6.42493
2021-10-16,6.55216
2021-10-17,5.21628
2021-10-18,6.04325
2021-10-19,6.10687
2021-10-20,6.2977
2021-10-21,6.99745
2021-10-22,5.21628
2021-10-23,5.72519
2021-10-24,6.99745
2021-10-25,6.42493
2021-10-26,5.02544
2021-10-27,7.50636
2021-10-28,9.86005
2021-10-29,9.47837
2021-10-30,6.93384
2021-10-31,4.19847
2021-11-01,5.59796
2021-11-02,7.76081
2021-11-03,8.71501
2021-11-04,8.46055
2021-11-05,7.2519
2021-11-06,5.08905
2021-11-07,4.26208
2021-11-08,5.47073
2021-11-09,6.2977
2021-11-10,4.07124
2021-11-11,5.66157
2021-11-12,5.91603
2021-11-13,4.13486
2021-11-14,5.40712
2021-11-15,7.31552
2021-11-16,7.63358
2021-11-17,6.2977
2021-11-18,7.44274
2021-11-19,6.04325
2021-11-20,5.53435
2021-11-21,4.38931
2021-11-22,6.61577
2021-11-23,7.82442
2021-11-24,9.22391
2021-11-25,11.51399
2021-11-26,6.93384
2021-11-27,4.89821
2021-11-28,4.51653
2021-11-29,11.64122
2021-11-30,9.92366
2021-12-01,10.36895
2021-12-02,15.58524
2021-12-03,8.46055
2021-12-04,7.18829
2021-12-05,8.14249
2021-12-06,10.17811
2021-12-07,10.6234
2021-12-08,12.72264
2021-12-09,8.2061
2021-12-10,6.87022
2021-12-11,6.04325
2021-12-12,7.6972
2021-12-13,10.30534
2021-12-14,9.47837
2021-12-15,11.38676
2021-12-16,9.66921
2021-12-17,13.99491
2021-12-18,10.87786
2021-12-19,8.26972
2021-12-20,8.90585
2021-12-21,9.73282
2021-12-22,11.0687
2021-12-23,11.25954
2021-12-24,9.1603
2021-12-25,5.91603
2021-12-26,5.02544
2021-12-27,11.83206
2021-12-28,8.96946
2021-12-29,8.58778
2021-12-30,7.63358
2021-12-31,4.77099
2022-01-01,4.96183
2022-01-02,6.67938
2022-01-03,6.42493
2022-01-04,7.50636
2022-01-05,18.38422
2022-01-06,39.18575
2022-01-07,26.71755
2022-01-08,21.75572
2022-01-09,22.39185
2022-01-10,31.99745
2022-01-11,32.18829
2022-01-12,20.80152
2022-01-13,13.54961
2022-01-14,25.25445
2022-01-15,17.68447
2022-01-16,11.95928
2022-01-17,12.78625
2022-01-18,14.63104
2022-01-19,15.52162
2022-01-20,16.92111
2022-01-21,12.27735
2022-01-22,12.59541
2022-01-23,9.41475
2022-01-24,15.33078
2022-01-25,16.09414
2022-01-26,16.8575
2022-01-27,14.37659
2022-01-28,18.25699
2022-01-29,12.40458
2022-01-30,8.33333
2022-01-31,9.92366
2022-02-01,9.41475
2022-02-02,15.13994
2022-02-03,11.89567
2022-02-04,12.46819
2022-02-05,11.70483
2022-02-06,12.84987
2022-02-07,10.17811
2022-02-08,10.30534
2022-02-09,15.83969
2022-02-10,17.30279
2022-02-11,16.03053
2022-02-12,15.83969
2022-02-13,16.60305
2022-02-14,20.61068
2022-02-15,14.88549
2022-02-16,11.89567
2022-02-17,10.17811
2022-02-18,8.96946
2022-02-19,5.72519
2022-02-20,8.26972
2022-02-21,10.05089
2022-02-22,10.87786
2022-02-23,9.35114
2022-02-24,10.43256
2022-02-25,12.84987
2022-02-26,7.56997
2022-02-27,13.42239
2022-02-28,6.743
2022-03-01,6.42493
2022-03-02,9.66921
2022-03-03,15.26717
2022-03-04,12.5318
2022-03-05,7.18829
2022-03-06,7.2519
2022-03-07,6.61577
2022-03-08,7.95165
2022-03-09,4.8346
2022-03-10,6.04325
2022-03-11,7.56997
2022-03-12,9.28753
2022-03-13,6.87022
2022-03-14,6.61577
2022-03-15,7.18829
2022-03-16,11.51399
2022-03-17,11.95928
2022-03-18,12.78625
2022-03-19,9.47837
2022-03-20,8.39694
2022-03-21,10.75063
2022-03-22,10.24173
2022-03-23,14.24936
2022-03-24,8.96946
2022-03-25,10.75063
2022-03-26,6.93384
2022-03-27,10.24173
2022-03-28,13.04071
2022-03-29,18.06615
2022-03-30,15.3944
2022-03-31,12.78625
2022-04-01,11.76844
2022-04-02,6.2977
2022-04-03,7.63358
2022-04-04,9.98727
2022-04-05,12.40458
2022-04-06,11.89567
2022-04-07,8.96946
2022-04-08,8.07888
2022-04-09,8.39694
2022-04-10,10.17811
2022-04-11,11.5776
2022-04-12,11.19592
2022-04-13,8.58778
2022-04-14,8.46055
2022-04-15,7.95165
2022-04-16,4.89821
2022-04-17,4.77099
2022-04-18,5.85241
2022-04-19,7.44274
2022-04-20,14.63104
2022-04-21,9.09669
2022-04-22,10.05089
2022-04-23,4.89821
2022-04-24,5.59796
2022-04-25,8.96946
2022-04-26,9.86005
2022-04-27,10.05089
2022-04-28,8.71501
2022-04-29,6.23409
2022-04-30,6.04325
2022-05-01,12.0229
2022-05-02,11.64122
2022-05-03,10.05089
2022-05-04,9.60559
2022-05-05,8.58778
2022-05-06,10.17811
2022-05-07,8.2061
2022-05-08,7.44274
2022-05-09,7.95165
2022-05-10,12.91348
2022-05-11,8.07888
2022-05-12,13.80407
2022-05-13,11.32315
2022-05-14,6.743
2022-05-15,5.21628
2022-05-16,8.52417
2022-05-17,5.7888
2022-05-18,8.01526
2022-05-19,8.39694
2022-05-20,6.36132
2022-05-21,5.02544
2022-05-22,4.32569
2022-05-23,3.68956
2022-05-24,5.66157
2022-05-25,7.56997
2022-05-26,7.31552
2022-05-27,5.40712
2022-05-28,4.38931
2022-05-29,3.30788
2022-05-30,6.17048
2022-05-31,8.33333
2022-06-01,4.8346
2022-06-02,3.56234
2022-06-03,4.19847
2022-06-04,3.62595
2022-06-05,3.18066
2022-06-06,4.89821
2022-06-07,4.70737
2022-06-08,4.58015
2022-06-09,6.36132
2022-06-10,3.56234
2022-06-11,5.34351
2022-06-12,6.67938
2022-06-13,9.54198
2022-06-14,9.60559
2022-06-15,5.85241
2022-06-16,6.67938
2022-06-17,8.65139
2022-06-18,11.5776
2022-06-19,5.27989
2022-06-20,7.18829
2022-06-21,6.23409
2022-06-22,5.47073
2022-06-23,7.56997
2022-06-24,8.26972
2022-06-25,3.56234
2022-06-26,4.45292
2022-06-27,12.27735
2022-06-28,6.93384
2022-06-29,5.91603
2022-06-30,3.8804
2022-07-01,7.37913
2022-07-02,3.94402
2022-07-03,3.24427
2022-07-04,2.98982
2022-07-05,4.70737
2022-07-06,19.46564
2022-07-07,11.64122
2022-07-08,5.40712
2022-07-09,4.32569
2022-07-10,5.15267
2022-07-11,5.91603
2022-07-12,8.65139
2022-07-13,7.06106
2022-07-14,4.32569
2022-07-15,3.81679
2022-07-16,3.81679
2022-07-17,3.3715
2022-07-18,4.51653
2022-07-19,3.56234
2022-07-20,5.59796
2022-07-21,8.01526
2022-07-22,5.21628
2022-07-23,3.81679
2022-07-24,2.35368
2022-07-25,4.51653
2022-07-26,4.70737
2022-07-27,7.31552
2022-07-28,8.2061
2022-07-29,11.25954
2022-07-30,20.61068
2022-07-31,13.42239
2022-08-01,37.0229
2022-08-02,9.79643
2022-08-03,11.19592
2022-08-04,8.84223
2022-08-05,11.83206
2022-08-06,6.42493
2022-08-07,6.36132
2022-08-08,9.60559
2022-08-09,7.82442
2022-08-10,7.63358
2022-08-11,9.35114
2022-08-12,6.743
2022-08-13,5.91603
2022-08-14,4.58015
2022-08-15,5.7888
2022-08-16,8.58778
2022-08-17,23.72773
2022-08-18,6.10687
2022-08-19,4.32569
2022-08-20,3.49872
2022-08-21,3.30788
2022-08-22,5.47073
2022-08-23,7.06106
2022-08-24,5.02544
2022-08-25,5.21628
2022-08-26,3.94402
2022-08-27,3.94402
2022-08-28,4.38931
2022-08-29,11.38676
2022-08-30,8.2061
2022-08-31,10.75063
2022-09-01,5.40712
2022-09-02,5.59796
2022-09-03,2.73536
2022-09-04,4.51653
2022-09-05,7.06106
2022-09-06,4.51653
2022-09-07,4.32569
2022-09-08,3.18066
2022-09-09,2.67175
2022-09-10,2.29007
2022-09-11,3.8804
2022-09-12,5.7888
2022-09-13,7.88804
2022-09-14,9.1603
2022-09-15,6.55216
2022-09-16,3.75318
2022-09-17,3.94402
2022-09-18,4.00763
2022-09-19,4.64376
2022-09-20,5.59796
2022-09-21,6.04325
2022-09-22,7.2519
2022-09-23,6.48854
2022-09-24,3.81679
2022-09-25,5.02544
2022-09-26,5.85241
2022-09-27,6.61577
2022-09-28,11.45038
2022-09-29,6.17048
2022-09-30,4.13486
2022-10-01,2.73536
2022-10-02,3.05343
2022-10-03,3.8804
2022-10-04,6.93384
2022-10-05,5.7888
2022-10-06,4.32569
2022-10-07,8.84223
2022-10-08,5.15267
2022-10-09,5.47073
2022-10-10,6.23409
2022-10-11,5.27989
2022-10-12,5.91603
2022-10-13,5.66157
2022-10-14,4.00763
2022-10-15,4.96183
2022-10-16,5.47073
2022-10-17,6.04325
2022-10-18,6.10687
2022-10-19,5.40712
2022-10-20,4.64376
2022-10-21,3.05343
2022-10-22,3.43511
2022-10-23,2.98982
2022-10-24,3.94402
2022-10-25,2.86259
2022-10-26,4.89821
2022-10-27,4.58015
2022-10-28,4.89821
2022-10-29,4.96183
2022-10-30,3.68956
2022-10-31,3.75318
2022-11-01,4.00763
2022-11-02,4.00763
2022-11-03,6.67938
2022-11-04,5.15267
2022-11-05,2.98982
2022-11-06,1.52671
2022-11-07,4.45292
2022-11-08,4.26208
2022-11-09,5.97964
2022-11-10,8.07888
2022-11-11,15.77608
2022-11-12,7.6972
2022-11-13,7.12468
2022-11-14,8.14249
2022-11-15,7.12468
2022-11-16,7.6972
2022-11-17,4.13486
2022-11-18,4.58015
2022-11-19,4.96183
2022-11-20,6.93384
2022-11-21,5.47073
2022-11-22,6.23409
2022-11-23,4.13486
2022-11-24,6.48854
2022-11-25,4.32569
2022-11-26,3.49872
2022-11-27,4.51653
2022-11-28,4.00763
2022-11-29,5.02544
2022-11-30,6.17048
2022-12-01,12.34096
2022-12-02,7.37913
2022-12-03,2.60814
2022-12-04,4.77099
2022-12-05,4.96183
2022-12-06,4.26208
2022-12-07,4.70737
2022-12-08,3.8804
2022-12-09,3.30788
2022-12-10,3.49872
2022-12-11,3.24427
2022-12-12,3.49872
2022-12-13,5.91603
2022-12-14,10.17811
2022-12-15,6.23409
2022-12-16,6.93384
2022-12-17,6.36132
2022-12-18,5.85241
2022-12-19,4.8346
2022-12-20,9.1603
2022-12-21,7.44274
2022-12-22,7.12468
2022-12-23,4.70737
2022-12-24,5.02544
2022-12-25,3.30788
2022-12-26,4.19847
2022-12-27,5.27989
2022-12-28,5.27989
2022-12-29,4.96183
2022-12-30,4.8346
2022-12-31,2.9262
2023-01-01,2.35368
2023-01-02,4.64376
2023-01-03,4.13486
2023-01-04,5.40712
2023-01-05,5.02544
2023-01-06,4.89821
2023-01-07,6.67938
2023-01-08,8.84223
2023-01-09,8.58778
2023-01-10,8.52417
2023-01-11,8.14249
2023-01-12,6.93384
2023-01-13,4.32569
2023-01-14,6.80661
2023-01-15,4.45292
2023-01-16,6.93384
2023-01-17,5.47073
2023-01-18,5.34351
2023-01-19,4.8346
2023-01-20,3.11704
2023-01-21,3.8804
2023-01-22,3.62595
2023-01-23,4.00763
2023-01-24,7.37913
2023-01-25,8.46055
2023-01-26,6.04325
2023-01-27,5.91603
2023-01-28,5.08905
2023-01-29,4.89821
2023-01-30,9.35114
2023-01-31,9.79643
2023-02-01,9.98727
2023-02-02,15.52162
2023-02-03,15.71246
2023-02-04,7.2519
2023-02-05,5.72519
2023-02-06,9.09669
2023-02-07,21.1832
2023-02-08,11.64122
2023-02-09,8.2061
2023-02-10,6.99745
2023-02-11,4.13486
2023-02-12,4.89821
2023-02-13,5.59796
2023-02-14,8.52417
2023-02-15,8.96946
2023-02-16,8.84223
2023-02-17,6.23409
2023-02-18,5.47073
2023-02-19,5.53435
2023-02-20,6.55216
2023-02-21,6.99745
2023-02-22,7.88804
2023-02-23,7.12468
2023-02-24,5.66157
2023-02-25,3.81679
2023-02-26,3.81679
2023-02-27,4.07124
2023-02-28,4.8346
2023-03-01,6.04325
2023-03-02,6.2977
2023-03-03,5.27989
2023-03-04,4.19847
2023-03-05,4.51653
2023-03-06,5.97964
2023-03-07,6.36132
2023-03-08,5.66157
2023-03-09,6.55216
2023-03-10,7.76081
2023-03-11,4.32569
2023-03-12,4.64376
2023-03-13,4.13486
2023-03-14,5.59796
2023-03-15,6.99745
2023-03-16,6.42493
2023-03-17,6.87022
2023-03-18,3.56234
2023-03-19,2.86259
2023-03-20,6.10687
2023-03-21,11.76844
2023-03-22,6.04325
2023-03-23,8.84223
2023-03-24,6.80661
2023-03-25,6.61577
2023-03-26,5.02544
2023-03-27,5.40712
2023-03-28,5.91603
2023-03-29,7.12468
2023-03-30,5.15267
2023-03-31,5.7888
2023-04-01,3.81679
2023-04-02,4.8346
2023-04-03,3.75318
2023-04-04,5.59796
2023-04-05,7.56997
2023-04-06,6.36132
2023-04-07,5.66157
2023-04-08,5.40712
2023-04-09,6.17048
2023-04-10,7.63358
2023-04-11,6.48854
2023-04-12,7.31552
2023-04-13,5.53435
2023-04-14,5.08905
2023-04-15,3.05343
2023-04-16,3.18066
2023-04-17,4.77099
2023-04-18,5.72519
2023-04-19,4.77099
2023-04-20,4.89821
2023-04-21,3.75318
2023-04-22,3.30788
2023-04-23,4.00763
2023-04-24,4.19847
2023-04-25,4.77099
2023-04-26,3.49872
2023-04-27,4.07124
2023-04-28,4.96183
2023-04-29,3.68956
2023-04-30,6.55216
2023-05-01,8.90585
2023-05-02,6.42493
2023-05-03,4.89821
2023-05-04,4.89821
2023-05-05,5.47073
2023-05-06,4.51653
2023-05-07,3.81679
2023-05-08,5.40712
2023-05-09,6.42493
2023-05-10,4.89821
2023-05-11,6.61577
2023-05-12,5.21628
2023-05-13,3.11704
2023-05-14,4.45292
2023-05-15,3.56234
2023-05-16,4.38931
2023-05-17,3.62595
2023-05-18,4.8346
2023-05-19,4.77099
2023-05-20,4.13486
2023-05-21,3.3715
2023-05-22,4.00763
2023-05-23,8.58778
2023-05-24,4.89821
2023-05-25,3.56234
2023-05-26,4.58015
2023-05-27,4.26208
2023-05-28,3.56234
2023-05-29,3.8804
