date,사망보험가입
2020-07-16,10.20408
2020-07-17,26.53061
2020-07-18,22.44897
2020-07-19,24.48979
2020-07-20,18.36734
2020-07-21,26.53061
2020-07-22,42.85714
2020-07-23,34.69387
2020-07-24,22.44897
2020-07-25,14.28571
2020-07-26,10.20408
2020-07-28,20.40816
2020-07-29,32.65306
2020-07-31,14.28571
2020-08-01,10.20408
2020-08-02,14.28571
2020-08-03,16.32653
2020-08-04,16.32653
2020-08-05,20.40816
2020-08-06,28.57142
2020-08-07,20.40816
2020-08-08,20.40816
2020-08-09,18.36734
2020-08-10,53.06122
2020-08-11,53.06122
2020-08-12,46.93877
2020-08-13,34.69387
2020-08-14,28.57142
2020-08-15,10.20408
2020-08-16,16.32653
2020-08-17,10.20408
2020-08-18,18.36734
2020-08-19,36.73469
2020-08-20,34.69387
2020-08-21,12.24489
2020-08-22,30.61224
2020-08-23,20.40816
2020-08-24,24.48979
2020-08-25,22.44897
2020-08-26,10.20408
2020-08-27,22.44897
2020-08-28,14.28571
2020-08-29,14.28571
2020-08-30,10.20408
2020-08-31,20.40816
2020-09-01,14.28571
2020-09-02,20.40816
2020-09-03,24.48979
2020-09-05,18.36734
2020-09-06,16.32653
2020-09-07,24.48979
2020-09-08,36.73469
2020-09-09,14.28571
2020-09-10,24.48979
2020-09-11,40.81632
2020-09-12,20.40816
2020-09-13,16.32653
2020-09-14,12.24489
2020-09-16,28.57142
2020-09-17,14.28571
2020-09-18,10.20408
2020-09-19,12.24489
2020-09-20,12.24489
2020-09-21,28.57142
2020-09-22,20.40816
2020-09-23,20.40816
2020-09-24,22.44897
2020-09-25,16.32653
2020-09-26,20.40816
2020-09-27,12.24489
2020-09-28,10.20408
2020-09-29,10.20408
2020-09-30,28.57142
2020-10-01,14.28571
2020-10-03,26.53061
2020-10-04,18.36734
2020-10-05,12.24489
2020-10-06,24.48979
2020-10-07,24.48979
2020-10-08,12.24489
2020-10-11,12.24489
2020-10-12,28.57142
2020-10-13,18.36734
2020-10-14,14.28571
2020-10-15,22.44897
2020-10-16,20.40816
2020-10-17,28.57142
2020-10-18,26.53061
2020-10-19,22.44897
2020-10-20,20.40816
2020-10-21,22.44897
2020-10-22,28.57142
2020-10-23,16.32653
2020-10-24,14.28571
2020-10-25,14.28571
2020-10-26,32.65306
2020-10-27,14.28571
2020-10-28,34.69387
2020-10-29,18.36734
2020-10-30,12.24489
2020-10-31,16.32653
2020-11-01,26.53061
2020-11-02,24.48979
2020-11-03,30.61224
2020-11-04,10.20408
2020-11-05,12.24489
2020-11-06,20.40816
2020-11-07,14.28571
2020-11-08,22.44897
2020-11-09,22.44897
2020-11-11,14.28571
2020-11-12,16.32653
2020-11-13,36.73469
2020-11-15,16.32653
2020-11-16,18.36734
2020-11-17,20.40816
2020-11-18,10.20408
2020-11-19,12.24489
2020-11-20,20.40816
2020-11-21,20.40816
2020-11-22,18.36734
2020-11-23,20.40816
2020-11-24,24.48979
2020-11-25,97.95918
2020-11-26,14.28571
2020-11-27,26.53061
2020-11-28,10.20408
2020-11-30,16.32653
2020-12-01,22.44897
2020-12-02,32.65306
2020-12-03,22.44897
2020-12-04,16.32653
2020-12-05,22.44897
2020-12-06,20.40816
2020-12-07,26.53061
2020-12-08,34.69387
2020-12-09,14.28571
2020-12-10,30.61224
2020-12-12,16.32653
2020-12-13,20.40816
2020-12-14,22.44897
2020-12-16,22.44897
2020-12-17,14.28571
2020-12-18,16.32653
2020-12-19,16.32653
2020-12-21,40.81632
2020-12-22,14.28571
2020-12-23,22.44897
2020-12-24,16.32653
2020-12-25,20.40816
2020-12-27,10.20408
2020-12-28,16.32653
2020-12-29,30.61224
2020-12-30,22.44897
2020-12-31,20.40816
2021-01-01,12.24489
2021-01-02,12.24489
2021-01-03,30.61224
2021-01-04,24.48979
2021-01-05,18.36734
2021-01-06,14.28571
2021-01-07,12.24489
2021-01-08,10.20408
2021-01-09,10.20408
2021-01-11,18.36734
2021-01-12,20.40816
2021-01-13,18.36734
2021-01-14,14.28571
2021-01-15,14.28571
2021-01-16,22.44897
2021-01-17,18.36734
2021-01-18,18.36734
2021-01-19,28.57142
2021-01-20,18.36734
2021-01-21,12.24489
2021-01-22,30.61224
2021-01-23,14.28571
2021-01-24,18.36734
2021-01-25,30.61224
2021-01-26,16.32653
2021-01-27,20.40816
2021-01-28,28.57142
2021-01-29,36.73469
2021-01-30,12.24489
2021-01-31,24.48979
2021-02-01,24.48979
2021-02-02,34.69387
2021-02-03,22.44897
2021-02-04,24.48979
2021-02-05,32.65306
2021-02-06,14.28571
2021-02-07,28.57142
2021-02-08,16.32653
2021-02-09,10.20408
2021-02-10,16.32653
2021-02-11,20.40816
2021-02-13,32.65306
2021-02-14,30.61224
2021-02-15,34.69387
2021-02-16,10.20408
2021-02-17,38.77551
2021-02-18,28.57142
2021-02-19,32.65306
2021-02-20,30.61224
2021-02-21,10.20408
2021-02-22,12.24489
2021-02-23,26.53061
2021-02-24,22.44897
2021-02-25,24.48979
2021-02-28,20.40816
2021-03-01,30.61224
2021-03-03,20.40816
2021-03-04,38.77551
2021-03-05,16.32653
2021-03-07,16.32653
2021-03-08,10.20408
2021-03-09,14.28571
2021-03-10,10.20408
2021-03-11,16.32653
2021-03-12,14.28571
2021-03-13,16.32653
2021-03-14,16.32653
2021-03-15,18.36734
2021-03-16,32.65306
2021-03-17,26.53061
2021-03-18,24.48979
2021-03-19,20.40816
2021-03-20,22.44897
2021-03-21,16.32653
2021-03-22,24.48979
2021-03-23,30.61224
2021-03-24,12.24489
2021-03-25,42.85714
2021-03-26,18.36734
2021-03-27,22.44897
2021-03-28,22.44897
2021-03-29,14.28571
2021-03-30,22.44897
2021-03-31,14.28571
2021-04-01,12.24489
2021-04-02,16.32653
2021-04-03,12.24489
2021-04-04,10.20408
2021-04-05,14.28571
2021-04-06,26.53061
2021-04-08,14.28571
2021-04-10,10.20408
2021-04-11,12.24489
2021-04-12,36.73469
2021-04-13,22.44897
2021-04-14,14.28571
2021-04-15,12.24489
2021-04-16,10.20408
2021-04-17,20.40816
2021-04-19,18.36734
2021-04-20,14.28571
2021-04-21,28.57142
2021-04-22,14.28571
2021-04-23,14.28571
2021-04-24,10.20408
2021-04-26,26.53061
2021-04-27,20.40816
2021-04-28,18.36734
2021-04-30,14.28571
2021-05-02,14.28571
2021-05-03,12.24489
2021-05-07,20.40816
2021-05-08,18.36734
2021-05-09,12.24489
2021-05-10,36.73469
2021-05-11,20.40816
2021-05-12,28.57142
2021-05-13,18.36734
2021-05-14,26.53061
2021-05-16,12.24489
2021-05-17,30.61224
2021-05-19,18.36734
2021-05-20,16.32653
2021-05-21,26.53061
2021-05-22,16.32653
2021-05-23,12.24489
2021-05-24,20.40816
2021-05-25,18.36734
2021-05-26,12.24489
2021-05-27,24.48979
2021-05-28,16.32653
2021-05-30,26.53061
2021-05-31,18.36734
2021-06-01,32.65306
2021-06-02,18.36734
2021-06-03,20.40816
2021-06-04,16.32653
2021-06-05,22.44897
2021-06-06,12.24489
2021-06-08,16.32653
2021-06-09,12.24489
2021-06-10,12.24489
2021-06-11,10.20408
2021-06-13,24.48979
2021-06-14,28.57142
2021-06-15,16.32653
2021-06-16,22.44897
2021-06-17,14.28571
2021-06-18,10.20408
2021-06-20,18.36734
2021-06-21,12.24489
2021-06-22,14.28571
2021-06-23,26.53061
2021-06-24,14.28571
2021-06-25,22.44897
2021-06-27,14.28571
2021-06-28,12.24489
2021-06-29,16.32653
2021-06-30,16.32653
2021-07-01,18.36734
2021-07-02,16.32653
2021-07-03,20.40816
2021-07-04,38.77551
2021-07-05,32.65306
2021-07-06,24.48979
2021-07-08,22.44897
2021-07-09,24.48979
2021-07-10,18.36734
2021-07-11,20.40816
2021-07-12,20.40816
2021-07-13,18.36734
2021-07-14,12.24489
2021-07-15,38.77551
2021-07-16,20.40816
2021-07-17,16.32653
2021-07-18,16.32653
2021-07-19,20.40816
2021-07-20,16.32653
2021-07-21,28.57142
2021-07-22,14.28571
2021-07-23,14.28571
2021-07-24,18.36734
2021-07-25,14.28571
2021-07-26,30.61224
2021-07-27,18.36734
2021-07-28,14.28571
2021-07-29,36.73469
2021-08-01,16.32653
2021-08-02,42.85714
2021-08-03,32.65306
2021-08-04,38.77551
2021-08-05,30.61224
2021-08-06,28.57142
2021-08-07,24.48979
2021-08-08,18.36734
2021-08-09,22.44897
2021-08-10,28.57142
2021-08-11,36.73469
2021-08-12,51.0204
2021-08-13,20.40816
2021-08-14,28.57142
2021-08-15,20.40816
2021-08-16,18.36734
2021-08-17,36.73469
2021-08-18,26.53061
2021-08-19,51.0204
2021-08-21,18.36734
2021-08-22,16.32653
2021-08-23,10.20408
2021-08-24,32.65306
2021-08-25,18.36734
2021-08-26,46.93877
2021-08-27,20.40816
2021-08-29,20.40816
2021-08-30,18.36734
2021-08-31,22.44897
2021-09-01,14.28571
2021-09-02,22.44897
2021-09-03,24.48979
2021-09-05,12.24489
2021-09-06,36.73469
2021-09-07,22.44897
2021-09-08,34.69387
2021-09-09,10.20408
2021-09-11,22.44897
2021-09-12,12.24489
2021-09-13,14.28571
2021-09-14,10.20408
2021-09-15,30.61224
2021-09-16,34.69387
2021-09-17,34.69387
2021-09-19,10.20408
2021-09-21,20.40816
2021-09-22,30.61224
2021-09-23,26.53061
2021-09-24,44.89795
2021-09-25,30.61224
2021-09-26,32.65306
2021-09-27,34.69387
2021-09-28,34.69387
2021-09-29,38.77551
2021-09-30,16.32653
2021-10-01,24.48979
2021-10-02,24.48979
2021-10-03,14.28571
2021-10-04,40.81632
2021-10-05,38.77551
2021-10-06,42.85714
2021-10-07,30.61224
2021-10-08,28.57142
2021-10-09,16.32653
2021-10-10,14.28571
2021-10-11,20.40816
2021-10-12,20.40816
2021-10-13,20.40816
2021-10-14,26.53061
2021-10-15,18.36734
2021-10-16,28.57142
2021-10-17,12.24489
2021-10-18,20.40816
2021-10-19,18.36734
2021-10-20,22.44897
2021-10-21,22.44897
2021-10-22,24.48979
2021-10-23,22.44897
2021-10-24,30.61224
2021-10-25,22.44897
2021-10-26,16.32653
2021-10-27,30.61224
2021-10-28,22.44897
2021-10-29,30.61224
2021-10-30,18.36734
2021-10-31,18.36734
2021-11-01,30.61224
2021-11-02,22.44897
2021-11-03,20.40816
2021-11-04,32.65306
2021-11-05,36.73469
2021-11-07,20.40816
2021-11-08,28.57142
2021-11-09,30.61224
2021-11-10,16.32653
2021-11-12,10.20408
2021-11-13,26.53061
2021-11-14,10.20408
2021-11-15,12.24489
2021-11-16,28.57142
2021-11-17,12.24489
2021-11-18,20.40816
2021-11-19,18.36734
2021-11-21,16.32653
2021-11-22,20.40816
2021-11-23,26.53061
2021-11-24,16.32653
2021-11-25,14.28571
2021-11-26,20.40816
2021-11-27,26.53061
2021-11-28,14.28571
2021-11-29,36.73469
2021-11-30,24.48979
2021-12-01,24.48979
2021-12-02,22.44897
2021-12-03,28.57142
2021-12-05,26.53061
2021-12-06,26.53061
2021-12-07,18.36734
2021-12-08,20.40816
2021-12-09,18.36734
2021-12-10,22.44897
2021-12-11,14.28571
2021-12-12,28.57142
2021-12-13,22.44897
2021-12-14,36.73469
2021-12-15,24.48979
2021-12-16,20.40816
2021-12-17,18.36734
2021-12-18,16.32653
2021-12-20,16.32653
2021-12-21,14.28571
2021-12-22,12.24489
2021-12-23,24.48979
2021-12-24,14.28571
2021-12-26,18.36734
2021-12-27,24.48979
2021-12-28,10.20408
2021-12-29,18.36734
2021-12-30,16.32653
2021-12-31,24.48979
2022-01-01,14.28571
2022-01-03,16.32653
2022-01-04,16.32653
2022-01-05,28.57142
2022-01-06,20.40816
2022-01-08,22.44897
2022-01-09,16.32653
2022-01-10,14.28571
2022-01-11,20.40816
2022-01-12,12.24489
2022-01-13,16.32653
2022-01-14,18.36734
2022-01-15,16.32653
2022-01-17,16.32653
2022-01-18,20.40816
2022-01-19,12.24489
2022-01-20,20.40816
2022-01-22,14.28571
2022-01-23,36.73469
2022-01-24,18.36734
2022-01-25,22.44897
2022-01-26,16.32653
2022-01-27,10.20408
2022-01-29,34.69387
2022-01-30,10.20408
2022-01-31,16.32653
2022-02-01,10.20408
2022-02-02,10.20408
2022-02-03,12.24489
2022-02-04,26.53061
2022-02-05,30.61224
2022-02-06,24.48979
2022-02-07,24.48979
2022-02-08,14.28571
2022-02-09,28.57142
2022-02-10,34.69387
2022-02-11,38.77551
2022-02-12,24.48979
2022-02-13,26.53061
2022-02-14,32.65306
2022-02-15,28.57142
2022-02-16,16.32653
2022-02-17,24.48979
2022-02-18,24.48979
2022-02-19,20.40816
2022-02-20,12.24489
2022-02-21,16.32653
2022-02-22,14.28571
2022-02-23,24.48979
2022-02-24,20.40816
2022-02-25,18.36734
2022-02-26,20.40816
2022-02-28,24.48979
2022-03-01,12.24489
2022-03-03,14.28571
2022-03-04,32.65306
2022-03-05,14.28571
2022-03-06,20.40816
2022-03-07,30.61224
2022-03-08,18.36734
2022-03-09,20.40816
2022-03-11,14.28571
2022-03-12,20.40816
2022-03-13,12.24489
2022-03-15,12.24489
2022-03-16,14.28571
2022-03-17,22.44897
2022-03-18,18.36734
2022-03-19,20.40816
2022-03-20,30.61224
2022-03-21,32.65306
2022-03-22,30.61224
2022-03-23,14.28571
2022-03-24,10.20408
2022-03-25,20.40816
2022-03-26,12.24489
2022-03-27,14.28571
2022-03-28,10.20408
2022-03-29,16.32653
2022-03-30,34.69387
2022-03-31,59.18367
2022-04-01,24.48979
2022-04-02,10.20408
2022-04-03,59.18367
2022-04-04,61.22448
2022-04-05,28.57142
2022-04-06,28.57142
2022-04-07,26.53061
2022-04-08,22.44897
2022-04-09,24.48979
2022-04-10,18.36734
2022-04-11,28.57142
2022-04-12,16.32653
2022-04-13,34.69387
2022-04-14,22.44897
2022-04-15,42.85714
2022-04-16,48.97959
2022-04-17,38.77551
2022-04-18,57.14285
2022-04-19,57.14285
2022-04-20,100.0
2022-04-21,73.46938
2022-04-22,38.77551
2022-04-23,46.93877
2022-04-24,30.61224
2022-04-25,55.10204
2022-04-26,26.53061
2022-04-27,32.65306
2022-04-28,22.44897
2022-04-30,28.57142
2022-05-01,10.20408
2022-05-02,20.40816
2022-05-04,16.32653
2022-05-05,22.44897
2022-05-06,24.48979
2022-05-07,14.28571
2022-05-08,26.53061
2022-05-09,12.24489
2022-05-10,24.48979
2022-05-11,22.44897
2022-05-12,18.36734
2022-05-13,22.44897
2022-05-14,20.40816
2022-05-15,30.61224
2022-05-16,30.61224
2022-05-17,36.73469
2022-05-18,10.20408
2022-05-19,36.73469
2022-05-20,20.40816
2022-05-21,28.57142
2022-05-22,18.36734
2022-05-23,63.2653
2022-05-24,48.97959
2022-05-25,20.40816
2022-05-26,24.48979
2022-05-27,24.48979
2022-05-28,26.53061
2022-05-29,12.24489
2022-05-30,24.48979
2022-05-31,14.28571
2022-06-01,14.28571
2022-06-02,24.48979
2022-06-03,34.69387
2022-06-04,26.53061
2022-06-05,24.48979
2022-06-06,14.28571
2022-06-07,24.48979
2022-06-08,32.65306
2022-06-09,26.53061
2022-06-10,24.48979
2022-06-11,20.40816
2022-06-12,28.57142
2022-06-13,20.40816
2022-06-14,24.48979
2022-06-15,40.81632
2022-06-16,14.28571
2022-06-17,36.73469
2022-06-18,26.53061
2022-06-19,32.65306
2022-06-20,57.14285
2022-06-21,30.61224
2022-06-22,24.48979
2022-06-23,28.57142
2022-06-24,44.89795
2022-06-25,20.40816
2022-06-26,69.38775
2022-06-27,24.48979
2022-06-28,34.69387
2022-06-29,34.69387
2022-06-30,14.28571
2022-07-01,48.97959
2022-07-02,34.69387
2022-07-03,10.20408
2022-07-04,26.53061
2022-07-05,20.40816
2022-07-06,36.73469
2022-07-07,24.48979
2022-07-08,22.44897
2022-07-09,16.32653
2022-07-10,24.48979
2022-07-11,36.73469
2022-07-12,16.32653
2022-07-13,24.48979
2022-07-14,28.57142
2022-07-15,24.48979
2022-07-16,10.20408
2022-07-17,20.40816
2022-07-18,42.85714
2022-07-19,40.81632
2022-07-20,22.44897
2022-07-21,26.53061
2022-07-22,18.36734
2022-07-23,18.36734
2022-07-24,24.48979
2022-07-25,36.73469
2022-07-26,44.89795
2022-07-27,24.48979
2022-07-28,32.65306
2022-07-29,18.36734
2022-07-30,22.44897
2022-07-31,28.57142
2022-08-01,22.44897
2022-08-02,18.36734
2022-08-03,32.65306
2022-08-04,44.89795
2022-08-05,32.65306
2022-08-06,22.44897
2022-08-07,36.73469
2022-08-08,18.36734
2022-08-09,34.69387
2022-08-10,51.0204
2022-08-11,36.73469
2022-08-12,28.57142
2022-08-13,20.40816
2022-08-14,22.44897
2022-08-15,28.57142
2022-08-16,30.61224
2022-08-17,34.69387
2022-08-18,48.97959
2022-08-19,20.40816
2022-08-20,24.48979
2022-08-21,36.73469
2022-08-22,22.44897
2022-08-23,26.53061
2022-08-24,40.81632
2022-08-25,28.57142
2022-08-26,42.85714
2022-08-27,44.89795
2022-08-28,18.36734
2022-08-29,48.97959
2022-08-30,44.89795
2022-08-31,32.65306
2022-09-01,32.65306
2022-09-02,24.48979
2022-09-03,28.57142
2022-09-04,30.61224
2022-09-05,18.36734
2022-09-06,24.48979
2022-09-07,18.36734
2022-09-08,18.36734
2022-09-09,20.40816
2022-09-10,18.36734
2022-09-11,30.61224
2022-09-12,32.65306
2022-09-13,75.5102
2022-09-14,20.40816
2022-09-15,30.61224
2022-09-16,32.65306
2022-09-17,18.36734
2022-09-18,28.57142
2022-09-19,38.77551
2022-09-21,34.69387
2022-09-22,22.44897
2022-09-23,26.53061
2022-09-24,42.85714
2022-09-25,30.61224
2022-09-26,40.81632
2022-09-27,40.81632
2022-09-28,34.69387
2022-09-29,46.93877
2022-09-30,55.10204
2022-10-01,40.81632
2022-10-02,38.77551
2022-10-03,22.44897
2022-10-04,26.53061
2022-10-05,30.61224
2022-10-06,18.36734
2022-10-07,16.32653
2022-10-08,28.57142
2022-10-09,22.44897
2022-10-10,32.65306
2022-10-11,22.44897
2022-10-12,40.81632
2022-10-13,26.53061
2022-10-14,30.61224
2022-10-15,12.24489
2022-10-16,51.0204
2022-10-17,16.32653
2022-10-18,34.69387
2022-10-19,32.65306
2022-10-20,26.53061
2022-10-21,16.32653
2022-10-22,28.57142
2022-10-23,22.44897
2022-10-24,16.32653
2022-10-25,20.40816
2022-10-26,12.24489
2022-10-27,34.69387
2022-10-28,24.48979
2022-10-29,20.40816
2022-10-30,28.57142
2022-10-31,30.61224
2022-11-01,36.73469
2022-11-02,42.85714
2022-11-03,36.73469
2022-11-04,14.28571
2022-11-05,18.36734
2022-11-06,10.20408
2022-11-07,48.97959
2022-11-08,20.40816
2022-11-09,53.06122
2022-11-10,32.65306
2022-11-11,30.61224
2022-11-12,42.85714
2022-11-13,26.53061
2022-11-14,24.48979
2022-11-15,42.85714
2022-11-16,18.36734
2022-11-17,34.69387
2022-11-18,24.48979
2022-11-19,26.53061
2022-11-20,14.28571
2022-11-21,22.44897
2022-11-22,14.28571
2022-11-23,32.65306
2022-11-24,18.36734
2022-11-25,18.36734
2022-11-26,16.32653
2022-11-27,26.53061
2022-11-28,42.85714
2022-11-29,44.89795
2022-11-30,18.36734
2022-12-01,22.44897
2022-12-03,16.32653
2022-12-06,14.28571
2022-12-07,28.57142
2022-12-08,34.69387
2022-12-09,16.32653
2022-12-10,12.24489
2022-12-11,24.48979
2022-12-12,14.28571
2022-12-13,26.53061
2022-12-14,22.44897
2022-12-15,36.73469
2022-12-16,20.40816
2022-12-17,22.44897
2022-12-18,34.69387
2022-12-19,12.24489
2022-12-20,26.53061
2022-12-21,22.44897
2022-12-22,26.53061
2022-12-23,18.36734
2022-12-24,40.81632
2022-12-25,18.36734
2022-12-26,18.36734
2022-12-27,44.89795
2022-12-28,26.53061
2022-12-29,14.28571
2022-12-30,32.65306
2022-12-31,12.24489
2023-01-01,26.53061
2023-01-02,30.61224
2023-01-03,24.48979
2023-01-04,28.57142
2023-01-05,36.73469
2023-01-06,16.32653
2023-01-07,42.85714
2023-01-08,22.44897
2023-01-09,30.61224
2023-01-10,40.81632
2023-01-11,55.10204
2023-01-12,30.61224
2023-01-13,61.22448
2023-01-14,18.36734
2023-01-15,20.40816
2023-01-16,16.32653
2023-01-17,18.36734
2023-01-18,32.65306
2023-01-19,22.44897
2023-01-20,10.20408
2023-01-21,24.48979
2023-01-22,14.28571
2023-01-23,26.53061
2023-01-24,36.73469
2023-01-25,18.36734
2023-01-26,28.57142
2023-01-27,18.36734
2023-01-28,24.48979
2023-01-29,18.36734
2023-01-30,38.77551
2023-01-31,63.2653
2023-02-01,40.81632
2023-02-02,20.40816
2023-02-03,16.32653
2023-02-04,28.57142
2023-02-05,12.24489
2023-02-06,32.65306
2023-02-07,24.48979
2023-02-08,18.36734
2023-02-09,22.44897
2023-02-10,48.97959
2023-02-11,16.32653
2023-02-12,28.57142
2023-02-13,22.44897
2023-02-14,30.61224
2023-02-15,24.48979
2023-02-16,18.36734
2023-02-17,16.32653
2023-02-18,20.40816
2023-02-19,14.28571
2023-02-20,16.32653
2023-02-21,22.44897
2023-02-22,24.48979
2023-02-23,26.53061
2023-02-24,24.48979
2023-02-25,12.24489
2023-02-26,10.20408
2023-02-27,20.40816
2023-02-28,24.48979
2023-03-01,26.53061
2023-03-02,16.32653
2023-03-03,14.28571
2023-03-04,18.36734
2023-03-05,16.32653
2023-03-06,14.28571
2023-03-07,34.69387
2023-03-08,22.44897
2023-03-09,24.48979
2023-03-10,20.40816
2023-03-11,16.32653
2023-03-13,28.57142
2023-03-14,10.20408
2023-03-15,16.32653
2023-03-16,18.36734
2023-03-18,14.28571
2023-03-19,20.40816
2023-03-20,10.20408
2023-03-21,14.28571
2023-03-22,22.44897
2023-03-23,61.22448
2023-03-24,28.57142
2023-03-25,22.44897
2023-03-26,18.36734
2023-03-27,28.57142
2023-03-28,12.24489
2023-03-29,28.57142
2023-03-30,14.28571
2023-03-31,24.48979
2023-04-01,10.20408
2023-04-02,14.28571
2023-04-03,14.28571
2023-04-04,28.57142
2023-04-05,24.48979
2023-04-06,26.53061
2023-04-07,22.44897
2023-04-08,16.32653
2023-04-09,14.28571
2023-04-10,22.44897
2023-04-11,24.48979
2023-04-12,12.24489
2023-04-13,24.48979
2023-04-14,24.48979
2023-04-16,34.69387
2023-04-17,14.28571
2023-04-18,24.48979
2023-04-19,20.40816
2023-04-20,22.44897
2023-04-21,24.48979
2023-04-23,30.61224
2023-04-24,18.36734
2023-04-25,34.69387
2023-04-26,18.36734
2023-04-27,32.65306
2023-04-28,20.40816
2023-04-29,16.32653
2023-04-30,12.24489
2023-05-01,30.61224
2023-05-02,28.57142
2023-05-03,32.65306
2023-05-04,22.44897
2023-05-05,10.20408
2023-05-06,30.61224
2023-05-07,20.40816
2023-05-08,20.40816
2023-05-09,16.32653
2023-05-10,16.32653
2023-05-11,34.69387
2023-05-12,16.32653
2023-05-13,16.32653
2023-05-14,14.28571
2023-05-15,22.44897
2023-05-16,24.48979
2023-05-17,32.65306
2023-05-18,32.65306
2023-05-19,28.57142
2023-05-20,24.48979
2023-05-21,22.44897
2023-05-22,28.57142
2023-05-23,18.36734
2023-05-24,20.40816
2023-05-25,44.89795
2023-05-26,22.44897
2023-05-27,24.48979
2023-05-28,30.61224
2023-05-29,28.57142
2023-05-30,34.69387
2023-05-31,24.48979
2023-06-01,22.44897
2023-06-02,14.28571
2023-06-03,30.61224
2023-06-04,28.57142
2023-06-05,36.73469
2023-06-06,36.73469
2023-06-07,42.85714
2023-06-08,51.0204
2023-06-09,32.65306
2023-06-10,24.48979
2023-06-11,20.40816
2023-06-12,48.97959
2023-06-13,12.24489
2023-06-14,26.53061
2023-06-15,55.10204
2023-06-16,14.28571
2023-06-17,22.44897
2023-06-18,10.20408
2023-06-19,26.53061
2023-06-20,36.73469
2023-06-21,22.44897
2023-06-22,22.44897
2023-06-23,22.44897
2023-06-24,28.57142
2023-06-25,26.53061
2023-06-26,34.69387
2023-06-27,22.44897
2023-06-28,24.48979
2023-06-29,28.57142
2023-06-30,22.44897
2023-07-01,20.40816
2023-07-02,32.65306
2023-07-03,44.89795
2023-07-04,34.69387
2023-07-05,28.57142
2023-07-06,40.81632
2023-07-07,32.65306
2023-07-08,30.61224
2023-07-09,22.44897
2023-07-10,28.57142
2023-07-11,55.10204
2023-07-12,44.89795
2023-07-13,24.48979
2023-07-14,22.44897
2023-07-15,30.61224
2023-07-16,32.65306
2023-07-17,30.61224
2023-07-18,26.53061
2023-07-19,28.57142
2023-07-20,30.61224
2023-07-21,46.93877
2023-07-22,16.32653
2023-07-23,34.69387
2023-07-24,59.18367
2023-07-25,46.93877
2023-07-26,44.89795
2023-07-27,28.57142
2023-07-28,59.18367
2023-07-29,53.06122
2023-07-30,44.89795
2023-07-31,73.46938
2023-08-01,42.85714
2023-08-02,69.38775
2023-08-03,26.53061
2023-08-04,24.48979
2023-08-05,26.53061
2023-08-06,53.06122
2023-08-07,34.69387
2023-08-08,38.77551
2023-08-09,24.48979
2023-08-10,30.61224
2023-08-11,46.93877
2023-08-12,61.22448
2023-08-13,34.69387
2023-08-14,40.81632
2023-08-15,40.81632
2023-08-16,61.22448
2023-08-17,42.85714
2023-08-18,42.85714
2023-08-19,32.65306
2023-08-20,34.69387
