date,SQQQ주가
2022-03-27,1.17647
2022-03-28,1.86612
2022-03-29,3.00202
2022-03-30,2.92089
2022-03-31,3.77281
2022-04-01,2.35294
2022-04-02,2.35294
2022-04-03,0.64908
2022-04-04,1.78498
2022-04-05,2.59634
2022-04-06,5.07099
2022-04-07,4.17849
2022-04-08,2.96146
2022-04-09,3.32657
2022-04-10,0.48681
2022-04-11,2.31237
2022-04-12,3.69168
2022-04-13,2.88032
2022-04-14,2.35294
2022-04-15,3.20486
2022-04-16,1.01419
2022-04-17,0.64908
2022-04-18,1.54158
2022-04-19,2.47464
2022-04-20,2.51521
2022-04-21,3.24543
2022-04-22,4.78701
2022-04-23,4.58417
2022-04-24,1.37931
2022-04-25,3.56997
2022-04-26,3.85395
2022-04-27,6.81541
2022-04-28,3.77281
2022-04-29,3.56997
2022-04-30,5.5578
2022-05-01,1.58215
2022-05-02,3.12373
2022-05-03,4.38133
2022-05-04,4.01622
2022-05-05,4.66531
2022-05-06,8.11359
2022-05-07,4.86815
2022-05-08,1.41987
2022-05-09,6.97768
2022-05-10,11.03448
2022-05-11,6.36916
2022-05-12,15.9432
2022-05-13,9.93914
2022-05-14,5.84178
2022-05-15,2.02839
2022-05-16,5.4361
2022-05-17,7.05882
2022-05-18,6.81541
2022-05-19,13.14401
2022-05-20,8.43813
2022-05-21,6.77484
2022-05-22,2.55578
2022-05-23,4.74645
2022-05-24,9.33062
2022-05-25,11.84584
2022-05-26,8.03245
2022-05-27,8.23529
2022-05-28,8.11359
2022-05-29,1.86612
2022-05-30,2.88032
2022-05-31,5.76064
2022-06-01,9.57403
2022-06-02,8.64097
2022-06-03,8.51926
2022-06-04,7.62677
2022-06-05,1.54158
2022-06-06,5.3144
2022-06-07,7.4645
2022-06-08,6.4503
2022-06-09,5.80121
2022-06-10,12.21095
2022-06-11,9.97971
2022-06-12,4.98985
2022-06-13,18.74239
2022-06-14,25.23326
2022-06-15,18.33671
2022-06-16,20.77079
2022-06-17,18.90466
2022-06-18,8.4787
2022-06-19,3.4077
2022-06-20,5.63894
2022-06-21,10.99391
2022-06-22,11.96754
2022-06-23,11.44016
2022-06-24,11.15618
2022-06-25,8.4787
2022-06-26,2.31237
2022-06-27,10.46653
2022-06-28,9.97971
2022-06-29,14.52332
2022-06-30,13.18458
2022-07-01,11.11561
2022-07-02,6.4503
2022-07-03,3.44827
2022-07-04,3.89452
2022-07-05,7.70791
2022-07-06,11.84584
2022-07-07,9.57403
2022-07-08,10.26369
2022-07-09,7.18052
2022-07-10,1.98782
2022-07-11,5.5578
2022-07-12,14.36105
2022-07-13,13.95537
2022-07-14,14.07707
2022-07-15,12.17038
2022-07-16,5.59837
2022-07-17,2.02839
2022-07-18,5.5578
2022-07-19,9.12778
2022-07-20,13.18458
2022-07-21,11.48073
2022-07-22,11.8864
2022-07-23,6.16632
2022-07-24,2.63691
2022-07-25,5.63894
2022-07-26,8.80324
2022-07-27,12.9006
2022-07-28,18.49898
2022-07-29,14.8073
2022-07-30,9.08722
2022-07-31,2.43407
2022-08-01,8.27586
2022-08-02,14.11764
2022-08-03,14.03651
2022-08-04,17.89046
2022-08-05,15.33468
2022-08-06,8.64097
2022-08-07,2.10953
2022-08-08,10.18255
2022-08-09,19.91886
2022-08-10,18.0933
2022-08-11,15.41582
2022-08-12,11.44016
2022-08-13,10.38539
2022-08-14,1.90669
2022-08-15,8.11359
2022-08-16,14.23935
2022-08-17,15.86206
2022-08-18,13.59026
2022-08-19,10.95334
2022-08-20,7.50507
2022-08-21,3.52941
2022-08-22,16.79513
2022-08-23,40.77079
2022-08-24,43.32657
2022-08-25,40.04056
2022-08-26,40.0
2022-08-27,48.23529
2022-08-28,10.10141
2022-08-29,43.81338
2022-08-30,49.93914
2022-08-31,51.11561
2022-09-01,63.4077
2022-09-02,53.7931
2022-09-03,32.81947
2022-09-04,8.19472
2022-09-05,14.8073
2022-09-06,36.67342
2022-09-07,54.929
2022-09-08,45.72008
2022-09-09,42.35294
2022-09-10,27.18052
2022-09-11,8.68154
2022-09-12,32.21095
2022-09-13,66.08519
2022-09-14,100.0
2022-09-15,55.9432
2022-09-16,81.62271
2022-09-17,45.47667
2022-09-18,10.02028
2022-09-19,48.68154
2022-09-20,57.52535
2022-09-21,59.47261
2022-09-22,96.43002
2022-09-23,88.07302
2022-09-24,47.13995
2022-09-25,14.44219
2022-09-26,56.02434
2022-09-27,67.5862
2022-09-28,79.79716
2022-09-29,72.21095
2022-09-30,78.94523
2022-10-01,43.52941
2022-10-02,14.88843
2022-10-03,45.59837
2022-10-04,66.97768
2022-10-05,67.01825
2022-10-06,56.71399
2022-10-07,57.56592
2022-10-08,49.53346
2022-10-09,13.54969
2022-10-10,44.46247
2022-10-11,85.4361
2022-10-12,73.75253
2022-10-13,98.37728
2022-10-14,85.39553
2022-10-15,50.38539
2022-10-16,13.71196
2022-10-17,42.75862
2022-10-18,67.54563
2022-10-19,68.43813
2022-10-20,61.54158
2022-10-21,56.63286
2022-10-22,33.75253
2022-10-23,8.07302
2022-10-24,36.9574
2022-10-25,47.50507
2022-10-26,63.93509
2022-10-27,62.83975
2022-10-28,59.91886
2022-10-29,32.81947
2022-10-30,6.77484
2022-10-31,29.04665
2022-11-01,49.81744
2022-11-02,47.18052
2022-11-03,72.29208
2022-11-04,54.84787
2022-11-05,26.89655
2022-11-06,6.08519
2022-11-07,22.67748
2022-11-08,33.14401
2022-11-09,36.91683
2022-11-10,49.29006
2022-11-11,75.69979
2022-11-12,34.11764
2022-11-13,9.6146
2022-11-14,28.23529
2022-11-15,46.53144
2022-11-16,45.23326
2022-11-17,46.3286
2022-11-18,36.26774
2022-11-19,18.58012
2022-11-20,5.3144
2022-11-21,19.31034
2022-11-22,37.72819
2022-11-23,29.89858
2022-11-24,24.66531
2022-11-25,18.58012
2022-11-26,14.32048
2022-11-27,4.4219
2022-11-28,19.75659
2022-11-29,31.643
2022-11-30,31.7647
2022-12-01,42.75862
2022-12-02,32.69776
2022-12-03,20.32454
2022-12-04,4.17849
2022-12-05,14.76673
2022-12-06,34.68559
2022-12-07,42.59634
2022-12-08,36.43002
2022-12-09,31.07505
2022-12-10,24.70588
2022-12-11,4.05679
2022-12-12,15.13184
2022-12-13,39.63488
2022-12-14,39.35091
2022-12-15,43.08316
2022-12-16,51.56186
2022-12-17,29.57403
2022-12-18,6.12576
2022-12-19,20.08113
2022-12-20,47.78904
2022-12-21,39.1075
2022-12-22,33.83367
2022-12-23,52.81947
2022-12-24,23.89452
2022-12-25,6.73427
2022-12-26,11.15618
2022-12-27,20.64908
2022-12-28,48.43813
2022-12-29,46.28803
2022-12-30,36.51115
2022-12-31,21.62271
2023-01-01,5.15212
2023-01-02,10.91277
2023-01-03,22.3935
2023-01-04,37.24137
2023-01-05,31.84584
2023-01-06,34.64503
2023-01-07,24.62474
2023-01-08,5.80121
2023-01-09,16.55172
2023-01-10,31.56186
2023-01-11,27.38336
2023-01-12,33.02231
2023-01-13,33.7931
2023-01-14,21.37931
2023-01-15,5.03042
2023-01-16,9.37119
2023-01-17,17.32251
2023-01-18,28.80324
2023-01-19,34.19878
2023-01-20,30.30425
2023-01-21,23.286
2023-01-22,5.39553
2023-01-23,11.07505
2023-01-24,34.44219
2023-01-25,33.26572
2023-01-26,38.25557
2023-01-27,38.25557
2023-01-28,27.26166
2023-01-29,6.08519
2023-01-30,26.24746
2023-01-31,47.78904
2023-02-01,46.81541
2023-02-02,60.56795
2023-02-03,91.44016
2023-02-04,41.17647
2023-02-05,10.42596
2023-02-06,33.50912
2023-02-07,47.01825
2023-02-08,50.79107
2023-02-09,46.73427
2023-02-10,57.0791
2023-02-11,29.12778
2023-02-12,6.65314
2023-02-13,27.62677
2023-02-14,53.71196
2023-02-15,60.60851
2023-02-16,54.07707
2023-02-17,59.39148
2023-02-18,32.17038
2023-02-19,4.86815
2023-02-20,10.38539
2023-02-21,28.11359
2023-02-22,62.83975
2023-02-23,45.88235
2023-02-24,45.19269
2023-02-25,34.48275
2023-02-26,5.47667
2023-02-27,22.02839
2023-02-28,35.69979
2023-03-01,38.9858
2023-03-02,52.49492
2023-03-03,40.28397
2023-03-04,26.53144
2023-03-05,5.11156
2023-03-06,21.50101
2023-03-07,37.80933
2023-03-08,48.92494
2023-03-09,38.01217
2023-03-10,49.53346
2023-03-11,38.33671
2023-03-12,12.08924
2023-03-13,39.79716
2023-03-14,50.42596
2023-03-15,49.57403
2023-03-16,49.77687
2023-03-17,52.49492
2023-03-18,24.38133
2023-03-19,6.93711
2023-03-20,23.97565
2023-03-21,35.61866
2023-03-22,46.4503
2023-03-23,54.27991
2023-03-24,47.78904
2023-03-25,21.01419
2023-03-26,5.27383
2023-03-27,20.60851
2023-03-28,37.44421
2023-03-29,34.88843
2023-03-30,37.36308
2023-03-31,39.14807
2023-04-01,29.97971
2023-04-02,7.42393
2023-04-03,26.65314
2023-04-04,42.06896
2023-04-05,43.04259
2023-04-06,46.4503
2023-04-07,24.3002
2023-04-08,5.88235
2023-04-09,3.61054
2023-04-10,20.04056
2023-04-11,31.7647
2023-04-12,33.46855
2023-04-13,36.75456
2023-04-14,31.03448
2023-04-15,15.61866
2023-04-16,3.44827
2023-04-17,16.79513
2023-04-18,29.00608
2023-04-19,29.45233
2023-04-20,33.06288
2023-04-21,30.66937
2023-04-22,14.929
2023-04-23,4.01622
2023-04-24,16.9574
2023-04-25,36.63286
2023-04-26,43.00202
2023-04-27,33.99594
2023-04-28,38.58012
2023-04-29,20.68965
2023-04-30,6.00405
2023-05-01,18.45841
2023-05-02,54.84787
2023-05-03,39.26977
2023-05-04,39.18864
2023-05-05,31.52129
2023-05-06,25.23326
2023-05-07,5.72008
2023-05-08,21.86612
2023-05-09,30.10141
2023-05-10,36.10547
2023-05-11,30.99391
2023-05-12,32.9006
2023-05-13,19.95943
2023-05-14,4.34077
2023-05-15,17.0791
2023-05-16,30.42596
2023-05-17,29.89858
2023-05-18,39.06693
2023-05-19,43.52941
2023-05-20,16.55172
2023-05-21,4.50304
2023-05-22,19.71602
2023-05-23,38.62068
2023-05-24,39.02636
2023-05-25,48.6004
2023-05-26,47.42393
2023-05-27,39.26977
2023-05-28,9.97971
2023-05-29,12.94117
2023-05-30,40.73022
2023-05-31,46.28803
2023-06-01,39.02636
2023-06-02,40.36511
2023-06-03,22.79918
2023-06-04,6.53144
2023-06-05,20.93306
2023-06-06,37.76876
2023-06-07,35.69979
2023-06-08,42.79918
2023-06-09,35.41582
2023-06-10,17.52535
2023-06-11,6.93711
2023-06-12,19.79716
2023-06-13,81.98782
2023-06-14,49.93914
2023-06-15,55.29411
2023-06-16,56.34888
2023-06-17,25.59837
2023-06-18,8.64097
2023-06-19,12.9006
2023-06-20,28.68154
2023-06-21,45.76064
2023-06-22,48.31643
2023-06-23,37.9716
2023-06-24,21.66328
2023-06-25,5.15212
2023-06-26,19.18864
2023-06-27,39.67545
2023-06-28,37.76876
2023-06-29,31.8864
2023-06-30,32.17038
2023-07-01,22.63691
2023-07-02,5.19269
2023-07-03,20.52738
2023-07-04,22.06896
2023-07-05,21.98782
2023-07-06,34.96957
2023-07-07,32.98174
2023-07-08,16.02434
2023-07-09,5.35496
2023-07-10,17.72819
2023-07-11,27.01825
2023-07-12,34.68559
2023-07-13,38.70182
2023-07-14,42.67748
2023-07-15,21.82555
2023-07-16,5.51724
2023-07-17,16.63286
2023-07-18,29.12778
2023-07-19,38.66125
2023-07-20,47.70791
2023-07-21,48.35699
2023-07-22,19.71602
2023-07-23,5.39553
2023-07-24,18.01217
2023-07-25,28.15415
2023-07-26,69.45233
2023-07-27,46.73427
2023-07-28,40.1217
2023-07-29,21.70385
2023-07-30,4.54361
2023-07-31,17.84989
2023-08-01,33.18458
2023-08-02,54.88843
2023-08-03,54.44219
2023-08-04,43.36713
2023-08-05,23.36713
2023-08-06,6.73427
2023-08-07,23.44827
2023-08-08,43.12373
2023-08-09,42.92089
2023-08-10,51.11561
2023-08-11,48.07302
2023-08-12,28.92494
2023-08-13,6.93711
2023-08-14,24.05679
2023-08-15,37.68762
2023-08-16,42.67748
2023-08-17,50.66937
2023-08-18,65.96348
2023-08-19,26.20689
2023-08-20,6.89655
2023-08-21,22.1501
2023-08-22,34.64503
2023-08-23,32.29208
2023-08-24,41.05476
2023-08-25,43.69168
2023-08-26,18.01217
2023-08-27,3.65111
2023-08-28,15.49695
2023-08-29,26.20689
2023-08-30,34.15821
2023-08-31,31.03448
2023-09-01,30.10141
2023-09-02,14.44219
2023-09-03,4.05679
2023-09-04,9.77687
2023-09-05,18.9858
2023-09-06,27.82961
2023-09-07,33.42799
2023-09-08,31.643
2023-09-09,14.03651
2023-09-10,3.20486
2023-09-11,16.0649
2023-09-12,30.7505
2023-09-13,31.44016
2023-09-14,25.07099
2023-09-15,25.80121
2023-09-16,19.63488
2023-09-17,3.00202
2023-09-18,19.63488
2023-09-19,26.69371
2023-09-20,33.26572
2023-09-21,43.97565
2023-09-22,40.36511
2023-09-23,21.46044
2023-09-24,4.05679
2023-09-25,22.3935
2023-09-26,35.8215
2023-09-27,36.51115
2023-09-28,32.17038
2023-09-29,30.06085
2023-09-30,16.38945
2023-10-01,4.62474
2023-10-02,17.24137
2023-10-03,30.79107
2023-10-04,48.55983
2023-10-05,32.45436
2023-10-06,30.99391
2023-10-07,18.49898
2023-10-08,4.90872
2023-10-09,23.24543
2023-10-10,31.44016
2023-10-11,26.61257
2023-10-12,24.74645
2023-10-13,27.22109
2023-10-14,17.9716
2023-10-15,3.65111
2023-10-16,17.28194
2023-10-17,22.92089
2023-10-18,24.66531
2023-10-19,34.56389
2023-10-20,35.09127
2023-10-21,26.49087
2023-10-22,5.39553
2023-10-23,28.11359
2023-10-24,31.27789
2023-10-25,31.27789
2023-10-26,57.36308
2023-10-27,45.84178
2023-10-28,20.93306
2023-10-29,5.5578
2023-10-30,17.03853
2023-10-31,32.12981
2023-11-01,25.07099
2023-11-02,28.4787
2023-11-03,26.572
2023-11-04,18.70182
2023-11-05,3.08316
2023-11-06,16.63286
2023-11-07,26.53144
2023-11-08,27.87018
2023-11-09,24.01622
2023-11-10,27.70791
2023-11-11,19.43204
2023-11-12,4.21906
2023-11-13,12.7789
2023-11-14,28.84381
2023-11-15,36.59229
2023-11-16,29.16835
2023-11-17,25.72008
2023-11-18,13.50912
2023-11-19,2.1501
2023-11-20,10.95334
2023-11-21,27.38336
2023-11-22,25.84178
2023-11-23,17.48478
2023-11-24,11.8864
2023-11-25,10.87221
2023-11-26,2.67748
2023-11-27,10.58823
2023-11-28,18.53955
2023-11-29,21.09533
2023-11-30,19.14807
2023-12-01,20.36511
2023-12-02,13.99594
2023-12-03,3.08316
2023-12-04,11.39959
2023-12-05,22.79918
2023-12-06,21.33874
2023-12-07,21.54158
2023-12-08,16.91683
2023-12-09,10.6288
2023-12-10,2.79918
2023-12-11,10.87221
2023-12-12,26.53144
2023-12-13,24.05679
2023-12-14,35.86206
2023-12-15,24.74645
2023-12-16,14.07707
2023-12-17,4.46247
2023-12-18,11.44016
2023-12-19,25.51724
2023-12-20,32.73833
2023-12-21,30.18255
2023-12-22,22.79918
2023-12-23,13.99594
2023-12-24,3.08316
2023-12-25,4.54361
2023-12-26,11.80527
2023-12-27,23.97565
2023-12-28,24.46247
2023-12-29,22.1501
2023-12-30,14.36105
2023-12-31,4.78701
2024-01-01,3.85395
2024-01-02,17.24137
2024-01-03,35.78093
2024-01-04,34.68559
2024-01-05,30.26369
2024-01-06,16.91683
2024-01-07,3.36713
2024-01-08,12.17038
2024-01-09,26.08519
2024-01-10,22.2718
2024-01-11,25.07099
2024-01-12,21.33874
2024-01-13,12.21095
2024-01-14,4.38133
2024-01-15,7.4645
2024-01-16,16.38945
2024-01-17,27.91075
2024-01-18,25.51724
2024-01-19,24.3002
2024-01-20,19.83772
2024-01-21,5.07099
2024-01-22,16.22718
2024-01-23,20.48681
2024-01-24,25.11156
2024-01-25,26.93711
2024-01-26,24.78701
2024-01-27,15.90263
2024-01-28,4.54361
2024-01-29,11.11561
2024-01-30,23.4077
2024-01-31,28.7221
2024-02-01,28.19472
2024-02-02,24.70588
2024-02-03,16.26774
2024-02-04,5.4361
2024-02-05,12.7789
2024-02-06,19.91886
2024-02-07,16.02434
2024-02-08,21.01419
2024-02-09,17.80933
2024-02-10,15.69979
2024-02-11,5.80121
2024-02-12,10.30425
2024-02-13,25.5578
2024-02-14,26.12576
2024-02-15,22.10953
2024-02-16,19.47261
2024-02-17,14.44219
2024-02-18,4.21906
2024-02-19,7.5862
2024-02-20,13.22515
2024-02-21,24.74645
2024-02-22,25.88235
2024-02-23,26.20689
2024-02-24,12.94117
2024-02-25,4.3002
2024-02-26,9.81744
2024-02-27,19.67545
2024-02-28,17.9716
2024-02-29,22.3935
2024-03-01,21.62271
2024-03-02,20.04056
2024-03-03,5.80121
2024-03-04,16.38945
2024-03-05,25.07099
2024-03-06,31.72413
2024-03-07,26.69371
2024-03-08,24.54361
2024-03-09,21.82555
2024-03-10,5.07099
2024-03-11,14.48275
2024-03-12,24.66531
2024-03-13,21.05476
2024-03-14,22.31237
2024-03-15,25.07099
2024-03-16,17.68762
2024-03-17,4.21906
2024-03-18,13.42799
2024-03-19,22.06896
2024-03-20,24.13793
