date,3D프린터종류
2021-07-25,3.67647
2021-07-26,7.35294
2021-07-27,16.91176
2021-07-28,13.23529
2021-07-29,19.11764
2021-07-30,11.7647
2021-07-31,18.38235
2021-08-01,7.35294
2021-08-02,13.97058
2021-08-03,19.85294
2021-08-04,8.82352
2021-08-05,15.44117
2021-08-06,21.32352
2021-08-07,13.97058
2021-08-08,5.14705
2021-08-09,15.44117
2021-08-10,20.58823
2021-08-11,22.79411
2021-08-12,16.17647
2021-08-13,14.70588
2021-08-14,14.70588
2021-08-15,14.70588
2021-08-16,18.38235
2021-08-17,29.41176
2021-08-18,30.14705
2021-08-19,32.35294
2021-08-20,13.97058
2021-08-21,6.61764
2021-08-22,10.29411
2021-08-23,27.20588
2021-08-24,33.08823
2021-08-25,22.79411
2021-08-26,40.44117
2021-08-27,32.35294
2021-08-28,22.79411
2021-08-29,25.73529
2021-08-30,22.79411
2021-08-31,19.11764
2021-09-01,30.14705
2021-09-02,30.14705
2021-09-03,28.67647
2021-09-04,20.58823
2021-09-05,23.52941
2021-09-06,33.08823
2021-09-07,42.64705
2021-09-08,31.61764
2021-09-09,29.41176
2021-09-10,25.0
2021-09-11,16.17647
2021-09-12,20.58823
2021-09-13,27.20588
2021-09-14,27.94117
2021-09-15,36.7647
2021-09-16,39.70588
2021-09-17,14.70588
2021-09-18,19.11764
2021-09-19,8.08823
2021-09-20,11.02941
2021-09-21,11.02941
2021-09-22,19.85294
2021-09-23,24.2647
2021-09-24,34.55882
2021-09-25,13.23529
2021-09-26,14.70588
2021-09-27,28.67647
2021-09-28,30.88235
2021-09-29,24.2647
2021-09-30,29.41176
2021-10-01,15.44117
2021-10-02,13.97058
2021-10-03,13.97058
2021-10-04,17.64705
2021-10-05,25.73529
2021-10-06,21.32352
2021-10-07,28.67647
2021-10-08,25.73529
2021-10-09,13.97058
2021-10-10,19.11764
2021-10-11,36.7647
2021-10-12,30.88235
2021-10-13,27.94117
2021-10-14,26.47058
2021-10-15,19.11764
2021-10-16,12.5
2021-10-17,13.97058
2021-10-18,27.94117
2021-10-19,31.61764
2021-10-20,19.85294
2021-10-21,34.55882
2021-10-22,23.52941
2021-10-23,13.97058
2021-10-24,19.85294
2021-10-25,21.32352
2021-10-26,13.23529
2021-10-27,33.08823
2021-10-28,24.2647
2021-10-29,22.79411
2021-10-30,11.7647
2021-10-31,9.55882
2021-11-01,22.05882
2021-11-02,20.58823
2021-11-03,30.14705
2021-11-04,28.67647
2021-11-05,21.32352
2021-11-06,13.97058
2021-11-07,20.58823
2021-11-08,19.11764
2021-11-09,25.73529
2021-11-10,30.88235
2021-11-11,22.79411
2021-11-12,19.11764
2021-11-13,13.23529
2021-11-14,10.29411
2021-11-15,22.79411
2021-11-16,23.52941
2021-11-17,21.32352
2021-11-18,19.11764
2021-11-19,23.52941
2021-11-20,14.70588
2021-11-21,17.64705
2021-11-22,26.47058
2021-11-23,28.67647
2021-11-24,26.47058
2021-11-25,30.14705
2021-11-26,32.35294
2021-11-27,17.64705
2021-11-28,15.44117
2021-11-29,25.73529
2021-11-30,23.52941
2021-12-01,33.08823
2021-12-02,33.08823
2021-12-03,21.32352
2021-12-04,13.97058
2021-12-05,19.11764
2021-12-06,16.91176
2021-12-07,33.08823
2021-12-08,47.79411
2021-12-09,44.85294
2021-12-10,44.85294
2021-12-11,25.73529
2021-12-12,22.79411
2021-12-13,25.73529
2021-12-14,25.0
2021-12-15,27.94117
2021-12-16,36.02941
2021-12-17,27.94117
2021-12-18,47.79411
2021-12-19,25.0
2021-12-20,36.02941
2021-12-21,21.32352
2021-12-22,22.79411
2021-12-23,19.85294
2021-12-24,18.38235
2021-12-26,8.08823
2021-12-27,11.7647
2021-12-28,15.44117
2021-12-29,13.23529
2021-12-30,9.55882
2021-12-31,11.02941
2022-01-02,6.61764
2022-01-03,15.44117
2022-01-04,21.32352
2022-01-05,16.17647
2022-01-06,19.85294
2022-01-07,19.11764
2022-01-08,8.08823
2022-01-09,8.82352
2022-01-10,12.5
2022-01-11,16.17647
2022-01-12,24.2647
2022-01-13,17.64705
2022-01-14,19.85294
2022-01-15,4.41176
2022-01-16,11.02941
2022-01-17,19.85294
2022-01-18,16.17647
2022-01-19,22.05882
2022-01-20,16.17647
2022-01-21,12.5
2022-01-22,14.70588
2022-01-23,6.61764
2022-01-24,13.97058
2022-01-25,8.82352
2022-01-26,13.97058
2022-01-27,16.17647
2022-01-28,4.41176
2022-01-29,7.35294
2022-01-30,6.61764
2022-01-31,12.5
2022-02-01,11.02941
2022-02-02,8.82352
2022-02-03,8.82352
2022-02-04,21.32352
2022-02-05,4.41176
2022-02-06,7.35294
2022-02-07,19.85294
2022-02-08,19.11764
2022-02-09,38.97058
2022-02-10,16.91176
2022-02-11,11.02941
2022-02-12,6.61764
2022-02-13,7.35294
2022-02-14,11.02941
2022-02-15,13.23529
2022-02-16,22.05882
2022-02-17,14.70588
2022-02-18,15.44117
2022-02-19,11.02941
2022-02-20,8.82352
2022-02-21,4.41176
2022-02-22,15.44117
2022-02-23,13.97058
2022-02-24,17.64705
2022-02-25,15.44117
2022-02-26,6.61764
2022-02-27,11.02941
2022-02-28,12.5
2022-03-01,11.02941
2022-03-02,19.11764
2022-03-03,16.17647
2022-03-04,9.55882
2022-03-05,11.7647
2022-03-06,5.14705
2022-03-07,12.5
2022-03-08,22.05882
2022-03-09,14.70588
2022-03-10,25.0
2022-03-11,19.85294
2022-03-12,5.88235
2022-03-13,11.02941
2022-03-14,23.52941
2022-03-15,36.02941
2022-03-16,30.88235
2022-03-17,16.91176
2022-03-18,19.85294
2022-03-19,11.7647
2022-03-20,25.0
2022-03-21,23.52941
2022-03-22,23.52941
2022-03-23,34.55882
2022-03-24,22.79411
2022-03-25,27.94117
2022-03-26,16.17647
2022-03-27,16.17647
2022-03-28,36.02941
2022-03-29,38.97058
2022-03-30,26.47058
2022-03-31,31.61764
2022-04-01,18.38235
2022-04-02,5.14705
2022-04-03,11.7647
2022-04-04,30.88235
2022-04-05,22.05882
2022-04-06,20.58823
2022-04-07,32.35294
2022-04-08,17.64705
2022-04-09,15.44117
2022-04-10,13.97058
2022-04-11,24.2647
2022-04-12,27.20588
2022-04-13,17.64705
2022-04-14,19.85294
2022-04-15,33.82352
2022-04-16,8.08823
2022-04-17,11.7647
2022-04-18,27.20588
2022-04-19,13.97058
2022-04-20,36.7647
2022-04-21,24.2647
2022-04-22,23.52941
2022-04-23,8.82352
2022-04-24,13.23529
2022-04-25,22.79411
2022-04-26,23.52941
2022-04-27,16.91176
2022-04-28,22.79411
2022-04-29,16.91176
2022-04-30,25.0
2022-05-01,9.55882
2022-05-02,26.47058
2022-05-03,19.11764
2022-05-04,34.55882
2022-05-05,5.88235
2022-05-06,8.08823
2022-05-07,11.02941
2022-05-08,8.08823
2022-05-09,34.55882
2022-05-10,32.35294
2022-05-11,26.47058
2022-05-12,26.47058
2022-05-13,19.11764
2022-05-15,16.91176
2022-05-16,28.67647
2022-05-17,21.32352
2022-05-18,20.58823
2022-05-19,30.14705
2022-05-20,22.79411
2022-05-21,11.02941
2022-05-22,16.17647
2022-05-23,19.11764
2022-05-24,31.61764
2022-05-25,24.2647
2022-05-26,33.08823
2022-05-27,16.91176
2022-05-28,12.5
2022-05-29,5.14705
2022-05-30,19.11764
2022-05-31,16.91176
2022-06-01,8.82352
2022-06-02,22.79411
2022-06-03,14.70588
2022-06-04,10.29411
2022-06-05,13.97058
2022-06-06,16.17647
2022-06-07,20.58823
2022-06-08,18.38235
2022-06-09,16.91176
2022-06-10,25.0
2022-06-11,13.97058
2022-06-12,20.58823
2022-06-13,13.97058
2022-06-14,23.52941
2022-06-15,19.85294
2022-06-16,16.17647
2022-06-17,20.58823
2022-06-18,8.82352
2022-06-19,10.29411
2022-06-20,23.52941
2022-06-21,13.97058
2022-06-22,21.32352
2022-06-23,12.5
2022-06-24,14.70588
2022-06-25,5.14705
2022-06-26,8.08823
2022-06-27,17.64705
2022-06-28,11.02941
2022-06-29,13.97058
2022-06-30,22.05882
2022-07-02,4.41176
2022-07-03,4.41176
2022-07-04,11.7647
2022-07-05,12.5
2022-07-06,7.35294
2022-07-07,25.0
2022-07-08,17.64705
2022-07-09,13.97058
2022-07-10,10.29411
2022-07-11,22.79411
2022-07-12,24.2647
2022-07-13,28.67647
2022-07-14,35.29411
2022-07-15,22.79411
2022-07-16,11.02941
2022-07-17,12.5
2022-07-18,12.5
2022-07-19,17.64705
2022-07-20,8.08823
2022-07-21,11.02941
2022-07-22,12.5
2022-07-24,3.67647
2022-07-25,15.44117
2022-07-26,8.82352
2022-07-27,18.38235
2022-07-28,12.5
2022-07-29,19.11764
2022-07-30,4.41176
2022-07-31,11.7647
2022-08-01,8.82352
2022-08-02,14.70588
2022-08-03,13.23529
2022-08-04,7.35294
2022-08-05,11.7647
2022-08-06,6.61764
2022-08-07,12.5
2022-08-08,13.23529
2022-08-09,6.61764
2022-08-10,8.08823
2022-08-11,19.11764
2022-08-12,12.5
2022-08-16,25.73529
2022-08-17,25.73529
2022-08-18,18.38235
2022-08-19,9.55882
2022-08-20,7.35294
2022-08-21,10.29411
2022-08-22,18.38235
2022-08-23,19.11764
2022-08-24,18.38235
2022-08-25,18.38235
2022-08-26,18.38235
2022-08-27,11.02941
2022-08-28,4.41176
2022-08-29,22.79411
2022-08-30,22.79411
2022-08-31,19.85294
2022-09-01,13.97058
2022-09-02,26.47058
2022-09-03,11.7647
2022-09-04,11.02941
2022-09-05,22.05882
2022-09-06,22.79411
2022-09-07,23.52941
2022-09-08,16.17647
2022-09-09,5.14705
2022-09-10,5.88235
2022-09-11,11.7647
2022-09-12,7.35294
2022-09-13,29.41176
2022-09-14,19.85294
2022-09-15,27.20588
2022-09-16,18.38235
2022-09-17,7.35294
2022-09-18,16.17647
2022-09-19,22.79411
2022-09-20,16.17647
2022-09-21,23.52941
2022-09-22,18.38235
2022-09-23,20.58823
2022-09-24,10.29411
2022-09-25,12.5
2022-09-26,23.52941
2022-09-27,19.85294
2022-09-28,23.52941
2022-09-29,27.20588
2022-09-30,13.97058
2022-10-01,5.14705
2022-10-02,4.41176
2022-10-03,14.70588
2022-10-04,22.05882
2022-10-05,11.7647
2022-10-06,16.17647
2022-10-07,25.0
2022-10-08,6.61764
2022-10-09,7.35294
2022-10-10,13.23529
2022-10-11,27.20588
2022-10-12,19.85294
2022-10-13,22.05882
2022-10-14,16.91176
2022-10-15,8.82352
2022-10-16,13.23529
2022-10-17,27.94117
2022-10-18,27.20588
2022-10-19,25.73529
2022-10-20,15.44117
2022-10-21,25.73529
2022-10-22,5.88235
2022-10-23,11.02941
2022-10-24,19.85294
2022-10-25,21.32352
2022-10-26,27.20588
2022-10-27,23.52941
2022-10-28,10.29411
2022-10-29,12.5
2022-10-30,3.67647
2022-10-31,14.70588
2022-11-01,27.94117
2022-11-02,15.44117
2022-11-03,27.20588
2022-11-04,25.0
2022-11-05,19.85294
2022-11-06,21.32352
2022-11-07,25.73529
2022-11-08,30.88235
2022-11-09,25.73529
2022-11-10,20.58823
2022-11-11,15.44117
2022-11-12,17.64705
2022-11-13,13.23529
2022-11-14,19.11764
2022-11-15,19.85294
2022-11-16,19.85294
2022-11-17,22.05882
2022-11-18,19.11764
2022-11-19,18.38235
2022-11-20,14.70588
2022-11-21,26.47058
2022-11-22,26.47058
2022-11-23,13.23529
2022-11-24,15.44117
2022-11-25,16.17647
2022-11-26,10.29411
2022-11-27,13.97058
2022-11-28,23.52941
2022-11-29,25.73529
2022-11-30,19.85294
2022-12-01,27.94117
2022-12-02,15.44117
2022-12-03,9.55882
2022-12-04,17.64705
2022-12-05,16.91176
2022-12-06,14.70588
2022-12-07,13.97058
2022-12-08,19.11764
2022-12-09,12.5
2022-12-10,13.23529
2022-12-11,13.97058
2022-12-12,18.38235
2022-12-13,22.79411
2022-12-14,22.05882
2022-12-15,14.70588
2022-12-16,27.20588
2022-12-17,11.7647
2022-12-18,18.38235
2022-12-19,24.2647
2022-12-20,13.97058
2022-12-21,20.58823
2022-12-22,22.79411
2022-12-23,16.91176
2022-12-24,5.88235
2022-12-25,5.14705
2022-12-26,19.85294
2022-12-27,12.5
2022-12-28,12.5
2022-12-29,9.55882
2022-12-30,11.7647
2022-12-31,9.55882
2023-01-01,11.7647
2023-01-02,13.97058
2023-01-03,17.64705
2023-01-04,8.82352
2023-01-05,14.70588
2023-01-06,17.64705
2023-01-07,8.82352
2023-01-08,6.61764
2023-01-09,21.32352
2023-01-10,16.91176
2023-01-11,16.17647
2023-01-12,19.11764
2023-01-13,16.91176
2023-01-14,4.41176
2023-01-15,11.02941
2023-01-16,10.29411
2023-01-17,13.97058
2023-01-18,11.7647
2023-01-19,12.5
2023-01-20,13.97058
2023-01-21,5.14705
2023-01-22,5.14705
2023-01-23,11.7647
2023-01-24,8.08823
2023-01-25,11.02941
2023-01-26,15.44117
2023-01-27,13.23529
2023-01-28,8.82352
2023-01-29,12.5
2023-01-30,15.44117
2023-01-31,19.11764
2023-02-01,13.97058
2023-02-02,14.70588
2023-02-03,17.64705
2023-02-04,8.08823
2023-02-05,5.14705
2023-02-06,16.17647
2023-02-07,19.11764
2023-02-08,10.29411
2023-02-09,17.64705
2023-02-10,12.5
2023-02-11,9.55882
2023-02-12,6.61764
2023-02-13,11.02941
2023-02-14,14.70588
2023-02-15,22.79411
2023-02-16,8.82352
2023-02-17,11.7647
2023-02-19,4.41176
2023-02-20,18.38235
2023-02-21,14.70588
2023-02-22,13.97058
2023-02-23,15.44117
2023-02-24,14.70588
2023-02-26,4.41176
2023-02-27,15.44117
2023-02-28,12.5
2023-03-01,5.88235
2023-03-02,21.32352
2023-03-03,26.47058
2023-03-04,8.08823
2023-03-05,8.82352
2023-03-06,13.97058
2023-03-07,19.11764
2023-03-08,26.47058
2023-03-09,33.82352
2023-03-10,27.20588
2023-03-11,16.17647
2023-03-12,28.67647
2023-03-13,14.70588
2023-03-14,36.7647
2023-03-15,36.02941
2023-03-16,39.70588
2023-03-17,16.17647
2023-03-18,3.67647
2023-03-19,13.97058
2023-03-20,30.14705
2023-03-21,27.20588
2023-03-22,23.52941
2023-03-23,24.2647
2023-03-24,25.73529
2023-03-25,18.38235
2023-03-26,16.17647
2023-03-27,40.44117
2023-03-28,32.35294
2023-03-29,35.29411
2023-03-30,20.58823
2023-03-31,13.23529
2023-04-01,7.35294
2023-04-02,15.44117
2023-04-03,49.2647
2023-04-04,37.5
2023-04-05,42.64705
2023-04-06,23.52941
2023-04-07,29.41176
2023-04-08,22.05882
2023-04-09,9.55882
2023-04-10,31.61764
2023-04-11,20.58823
2023-04-12,23.52941
2023-04-13,29.41176
2023-04-14,14.70588
2023-04-15,10.29411
2023-04-16,11.7647
2023-04-17,23.52941
2023-04-18,22.05882
2023-04-19,22.79411
2023-04-20,15.44117
2023-04-21,20.58823
2023-04-22,12.5
2023-04-23,12.5
2023-04-24,16.17647
2023-04-25,19.11764
2023-04-26,13.23529
2023-04-27,13.97058
2023-04-28,15.44117
2023-04-29,13.97058
2023-04-30,8.08823
2023-05-01,16.91176
2023-05-02,21.32352
2023-05-03,19.85294
2023-05-04,23.52941
2023-05-05,10.29411
2023-05-06,9.55882
2023-05-07,9.55882
2023-05-08,22.05882
2023-05-09,22.79411
2023-05-10,25.0
2023-05-11,21.32352
2023-05-12,23.52941
2023-05-13,7.35294
2023-05-14,16.91176
2023-05-15,23.52941
2023-05-16,29.41176
2023-05-17,27.20588
2023-05-18,19.11764
2023-05-19,23.52941
2023-05-20,4.41176
2023-05-21,13.23529
2023-05-22,34.55882
2023-05-23,32.35294
2023-05-24,27.20588
2023-05-25,19.11764
2023-05-26,13.97058
2023-05-27,7.35294
2023-05-28,8.08823
2023-05-29,19.11764
2023-05-30,21.32352
2023-05-31,28.67647
2023-06-01,16.17647
2023-06-02,14.70588
2023-06-03,20.58823
2023-06-04,11.7647
2023-06-05,12.5
2023-06-06,18.38235
2023-06-07,23.52941
2023-06-08,19.11764
2023-06-09,11.02941
2023-06-10,13.97058
2023-06-11,13.97058
2023-06-12,15.44117
