date,사업
2020-03-20,63.34269
2020-03-21,65.30898
2020-03-22,70.08426
2020-03-23,85.11235
2020-03-24,79.35393
2020-03-25,83.70786
2020-03-26,86.6573
2020-03-27,76.82584
2020-03-28,60.95505
2020-03-29,65.87078
2020-03-30,80.61797
2020-03-31,78.08988
2020-04-01,70.36516
2020-04-02,80.19662
2020-04-03,73.3146
2020-04-04,53.37078
2020-04-05,61.9382
2020-04-06,78.08988
2020-04-07,76.68539
2020-04-08,81.88202
2020-04-09,79.91573
2020-04-10,68.11797
2020-04-11,65.58988
2020-04-12,59.97191
2020-04-13,79.07303
2020-04-14,77.52808
2020-04-15,67.69662
2020-04-16,71.48876
2020-04-17,73.17415
2020-04-18,54.21348
2020-04-19,60.5337
2020-04-20,81.74157
2020-04-21,90.44943
2020-04-22,85.5337
2020-04-23,79.07303
2020-04-24,80.47752
2020-04-25,52.52808
2020-04-26,68.25842
2020-04-27,84.69101
2020-04-28,78.65168
2020-04-29,72.47191
2020-04-30,55.33707
2020-05-01,62.35955
2020-05-02,57.58426
2020-05-03,64.60674
2020-05-04,74.85955
2020-05-05,71.06741
2020-05-06,82.02247
2020-05-07,77.10674
2020-05-08,69.24157
2020-05-09,60.67415
2020-05-10,68.53932
2020-05-11,84.26966
2020-05-12,82.58426
2020-05-13,82.44382
2020-05-14,79.21348
2020-05-15,68.25842
2020-05-16,55.75842
2020-05-17,60.67415
2020-05-18,88.90449
2020-05-19,85.8146
2020-05-20,78.37078
2020-05-21,69.94382
2020-05-22,68.96067
2020-05-23,51.82584
2020-05-24,58.84831
2020-05-25,79.21348
2020-05-26,78.93258
2020-05-27,75.28089
2020-05-28,70.50561
2020-05-29,66.85393
2020-05-30,54.07303
2020-05-31,64.46629
2020-06-01,81.88202
2020-06-02,75.98314
2020-06-03,72.7528
2020-06-04,77.66853
2020-06-05,69.94382
2020-06-06,52.80898
2020-06-07,65.87078
2020-06-08,86.79775
2020-06-09,75.84269
2020-06-10,71.20786
2020-06-11,84.83146
2020-06-12,69.66292
2020-06-13,64.32584
2020-06-14,73.3146
2020-06-15,77.24719
2020-06-16,81.74157
2020-06-17,75.0
2020-06-18,81.74157
2020-06-19,67.83707
2020-06-20,56.74157
2020-06-21,61.79775
2020-06-22,86.6573
2020-06-23,82.30337
2020-06-24,84.26966
2020-06-25,78.23033
2020-06-26,65.02808
2020-06-27,51.68539
2020-06-28,59.69101
2020-06-29,83.28651
2020-06-30,75.0
2020-07-01,79.35393
2020-07-02,68.53932
2020-07-03,57.02247
2020-07-04,47.61235
2020-07-05,61.3764
2020-07-06,78.65168
2020-07-07,70.64606
2020-07-08,68.96067
2020-07-09,69.66292
2020-07-10,56.17977
2020-07-11,45.92696
2020-07-12,60.95505
2020-07-13,70.36516
2020-07-14,73.3146
2020-07-15,69.24157
2020-07-16,66.15168
2020-07-17,61.6573
2020-07-18,48.0337
2020-07-19,63.34269
2020-07-20,71.20786
2020-07-21,75.0
2020-07-22,71.06741
2020-07-23,74.01685
2020-07-24,58.00561
2020-07-25,48.45505
2020-07-26,51.96629
2020-07-27,68.67977
2020-07-28,70.08426
2020-07-29,77.66853
2020-07-30,59.69101
2020-07-31,54.21348
2020-08-01,45.36516
2020-08-02,49.1573
2020-08-03,68.82022
2020-08-04,67.83707
2020-08-05,62.07865
2020-08-06,60.2528
2020-08-07,52.66853
2020-08-08,42.97752
2020-08-09,53.65168
2020-08-10,71.20786
2020-08-11,63.76404
2020-08-12,60.95505
2020-08-13,61.9382
2020-08-14,52.52808
2020-08-15,41.99438
2020-08-16,44.66292
2020-08-17,57.16292
2020-08-18,63.48314
2020-08-19,60.5337
2020-08-20,65.16853
2020-08-21,60.39325
2020-08-22,46.76966
2020-08-23,58.14606
2020-08-24,75.70224
2020-08-25,68.53932
2020-08-26,63.90449
2020-08-27,72.19101
2020-08-28,68.11797
2020-08-29,54.07303
2020-08-30,58.14606
2020-08-31,77.80898
2020-09-01,68.39887
2020-09-02,75.98314
2020-09-03,71.91011
2020-09-04,65.87078
2020-09-05,54.49438
2020-09-06,60.95505
2020-09-07,80.75842
2020-09-08,77.66853
2020-09-09,76.54494
2020-09-10,74.57865
2020-09-11,72.19101
2020-09-12,54.35393
2020-09-13,55.19662
2020-09-14,77.52808
2020-09-15,66.99438
2020-09-16,72.05056
2020-09-17,70.08426
2020-09-18,57.30337
2020-09-19,49.1573
2020-09-20,58.14606
2020-09-21,79.49438
2020-09-22,70.78651
2020-09-23,64.60674
2020-09-24,69.80337
2020-09-25,62.78089
2020-09-26,54.91573
2020-09-27,56.46067
2020-09-28,62.78089
2020-09-29,56.88202
2020-09-30,37.78089
2020-10-01,40.30898
2020-10-02,45.50561
2020-10-03,54.77528
2020-10-04,63.20224
2020-10-05,69.52247
2020-10-06,73.0337
2020-10-07,67.41573
2020-10-08,66.85393
2020-10-09,53.37078
2020-10-10,54.49438
2020-10-11,65.02808
2020-10-12,73.73595
2020-10-13,72.47191
2020-10-14,70.08426
2020-10-15,69.80337
2020-10-16,63.06179
2020-10-17,54.91573
2020-10-18,66.15168
2020-10-19,81.74157
2020-10-20,73.5955
2020-10-21,75.14044
2020-10-22,70.64606
2020-10-23,58.28651
2020-10-24,52.10674
2020-10-25,68.25842
2020-10-26,84.83146
2020-10-27,81.17977
2020-10-28,78.93258
2020-10-29,67.69662
2020-10-30,61.51685
2020-10-31,51.12359
2020-11-01,64.46629
2020-11-02,78.93258
2020-11-03,76.12359
2020-11-04,67.83707
2020-11-05,67.69662
2020-11-06,69.66292
2020-11-07,52.24719
2020-11-08,58.70786
2020-11-09,78.08988
2020-11-10,68.39887
2020-11-11,72.89325
2020-11-12,75.84269
2020-11-13,69.10112
2020-11-14,52.66853
2020-11-15,68.53932
2020-11-16,74.7191
2020-11-17,75.98314
2020-11-18,67.13483
2020-11-19,68.53932
2020-11-20,59.97191
2020-11-21,52.24719
2020-11-22,68.53932
2020-11-23,72.33146
2020-11-24,68.53932
2020-11-25,68.53932
2020-11-26,68.39887
2020-11-27,64.04494
2020-11-28,50.0
2020-11-29,58.56741
2020-11-30,69.80337
2020-12-01,67.97752
2020-12-02,67.83707
2020-12-03,69.10112
2020-12-04,60.8146
2020-12-05,46.91011
2020-12-06,54.91573
2020-12-07,70.92696
2020-12-08,70.08426
2020-12-09,71.48876
2020-12-10,66.99438
2020-12-11,61.0955
2020-12-12,48.5955
2020-12-13,55.75842
2020-12-14,67.55617
2020-12-15,58.70786
2020-12-16,64.74719
2020-12-17,64.46629
2020-12-18,55.75842
2020-12-19,45.50561
2020-12-20,54.63483
2020-12-21,63.06179
2020-12-22,59.69101
2020-12-23,66.01123
2020-12-24,57.02247
2020-12-25,42.27528
2020-12-26,50.70224
2020-12-27,66.85393
2020-12-28,77.24719
2020-12-29,76.26404
2020-12-30,64.74719
2020-12-31,58.00561
2021-01-01,53.37078
2021-01-02,58.14606
2021-01-03,59.55056
2021-01-04,77.38764
2021-01-05,70.08426
2021-01-06,72.05056
2021-01-07,62.5
2021-01-08,60.8146
2021-01-09,47.19101
2021-01-10,59.41011
2021-01-11,66.29213
2021-01-12,67.69662
2021-01-13,70.36516
2021-01-14,70.22471
2021-01-15,61.51685
2021-01-16,51.82584
2021-01-17,60.95505
2021-01-18,61.0955
2021-01-19,72.47191
2021-01-20,63.20224
2021-01-21,65.58988
2021-01-22,61.23595
2021-01-23,52.66853
2021-01-24,57.02247
2021-01-25,69.66292
2021-01-26,65.02808
2021-01-27,63.34269
2021-01-28,66.99438
2021-01-29,59.12921
2021-01-30,50.28089
2021-01-31,58.14606
2021-02-01,66.57303
2021-02-02,64.04494
2021-02-03,65.87078
2021-02-04,65.16853
2021-02-05,58.42696
2021-02-06,51.12359
2021-02-07,49.29775
2021-02-08,66.15168
2021-02-09,60.5337
2021-02-10,46.48876
2021-02-11,38.76404
2021-02-12,44.10112
2021-02-13,44.38202
2021-02-14,49.85955
2021-02-15,74.01685
2021-02-16,63.90449
2021-02-17,63.34269
2021-02-18,60.11235
2021-02-19,56.88202
2021-02-20,47.61235
2021-02-21,54.49438
2021-02-22,62.64044
2021-02-23,62.2191
2021-02-24,60.95505
2021-02-25,59.55056
2021-02-26,51.68539
2021-02-27,46.91011
2021-02-28,52.52808
2021-03-01,61.6573
2021-03-02,78.08988
2021-03-03,71.20786
2021-03-04,68.96067
2021-03-05,58.98876
2021-03-06,53.37078
2021-03-07,62.64044
2021-03-08,73.45505
2021-03-09,69.10112
2021-03-10,69.94382
2021-03-11,73.0337
2021-03-12,61.3764
2021-03-13,40.73033
2021-03-14,63.48314
2021-03-15,71.48876
2021-03-16,69.10112
2021-03-17,66.01123
2021-03-18,67.55617
2021-03-19,58.42696
2021-03-20,51.12359
2021-03-21,60.67415
2021-03-22,73.0337
2021-03-23,69.24157
2021-03-24,64.18539
2021-03-25,63.48314
2021-03-26,55.47752
2021-03-27,46.20786
2021-03-28,50.84269
2021-03-29,71.06741
2021-03-30,62.2191
2021-03-31,61.79775
2021-04-01,61.0955
2021-04-02,57.02247
2021-04-03,50.98314
2021-04-04,50.28089
2021-04-05,66.15168
2021-04-06,65.16853
2021-04-07,66.43258
2021-04-08,60.95505
2021-04-09,56.46067
2021-04-10,45.78651
2021-04-11,47.47191
2021-04-12,79.91573
2021-04-13,66.29213
2021-04-14,63.06179
2021-04-15,64.88764
2021-04-16,59.41011
2021-04-17,47.05056
2021-04-18,52.94943
2021-04-19,65.58988
2021-04-20,68.39887
2021-04-21,61.6573
2021-04-22,61.0955
2021-04-23,60.2528
2021-04-24,48.73595
2021-04-25,60.8146
2021-04-26,72.61235
2021-04-27,67.41573
2021-04-28,64.18539
2021-04-29,57.16292
2021-04-30,54.91573
2021-05-01,45.50561
2021-05-02,45.50561
2021-05-03,67.13483
2021-05-04,53.65168
2021-05-05,50.0
2021-05-06,55.47752
2021-05-07,52.94943
2021-05-08,47.05056
2021-05-09,50.98314
2021-05-10,72.89325
2021-05-11,71.62921
2021-05-12,62.92134
2021-05-13,62.92134
2021-05-14,55.33707
2021-05-15,46.76966
2021-05-16,58.42696
2021-05-17,72.19101
2021-05-18,66.01123
2021-05-19,54.35393
2021-05-20,73.17415
2021-05-21,67.13483
2021-05-22,46.76966
2021-05-23,55.47752
2021-05-24,62.78089
2021-05-25,68.11797
2021-05-26,64.88764
2021-05-27,69.80337
2021-05-28,61.23595
2021-05-29,49.57865
2021-05-30,55.61797
2021-05-31,73.73595
2021-06-01,64.04494
2021-06-02,66.57303
2021-06-03,66.15168
2021-06-04,66.71348
2021-06-05,49.85955
2021-06-06,55.05617
2021-06-07,74.85955
2021-06-08,66.85393
2021-06-09,64.32584
2021-06-10,63.48314
2021-06-11,58.42696
2021-06-12,47.7528
2021-06-13,59.69101
2021-06-14,75.70224
2021-06-15,66.57303
2021-06-16,70.50561
2021-06-17,68.82022
2021-06-18,59.26966
2021-06-19,42.55617
2021-06-20,48.5955
2021-06-21,71.34831
2021-06-22,61.23595
2021-06-23,58.84831
2021-06-24,62.92134
2021-06-25,52.52808
2021-06-26,46.06741
2021-06-27,47.05056
2021-06-28,64.18539
2021-06-29,60.11235
2021-06-30,64.46629
2021-07-01,61.79775
2021-07-02,54.07303
2021-07-03,40.16853
2021-07-04,44.10112
2021-07-05,63.48314
2021-07-06,69.38202
2021-07-07,60.95505
2021-07-08,62.92134
2021-07-09,56.74157
2021-07-10,41.85393
2021-07-11,44.52247
2021-07-12,63.62359
2021-07-13,71.20786
2021-07-14,63.06179
2021-07-15,63.06179
2021-07-16,56.32022
2021-07-17,43.39887
2021-07-18,48.73595
2021-07-19,58.56741
2021-07-20,58.70786
2021-07-21,57.86516
2021-07-22,53.65168
2021-07-23,50.56179
2021-07-24,41.71348
2021-07-25,42.97752
2021-07-26,57.72471
2021-07-27,57.86516
2021-07-28,55.19662
2021-07-29,55.75842
2021-07-30,45.64606
2021-07-31,40.30898
2021-08-01,43.82022
2021-08-02,56.03932
2021-08-03,57.86516
2021-08-04,55.61797
2021-08-05,59.41011
2021-08-06,54.91573
2021-08-07,43.11797
2021-08-08,50.28089
2021-08-09,61.9382
2021-08-10,61.23595
2021-08-11,60.2528
2021-08-12,56.03932
2021-08-13,53.93258
2021-08-14,43.11797
2021-08-15,39.74719
2021-08-16,52.66853
2021-08-17,66.85393
2021-08-18,62.92134
2021-08-19,57.30337
2021-08-20,52.80898
2021-08-21,48.17415
2021-08-22,58.28651
2021-08-23,68.96067
2021-08-24,62.92134
2021-08-25,65.58988
2021-08-26,60.8146
2021-08-27,58.14606
2021-08-28,41.43258
2021-08-29,53.65168
2021-08-30,64.60674
2021-08-31,61.23595
2021-09-01,67.13483
2021-09-02,63.76404
2021-09-03,57.02247
2021-09-04,43.82022
2021-09-05,48.45505
2021-09-06,73.0337
