date,TIGER미국나스닥100
2021-03-02,45.81381
2021-03-03,34.95316
2021-03-04,38.29039
2021-03-05,37.06088
2021-03-06,12.61709
2021-03-07,11.24121
2021-03-08,38.67096
2021-03-09,36.06557
2021-03-10,42.00819
2021-03-11,36.35831
2021-03-12,40.9836
2021-03-13,11.35831
2021-03-14,8.34309
2021-03-15,35.07025
2021-03-16,37.32435
2021-03-17,34.51405
2021-03-18,35.68501
2021-03-19,32.28922
2021-03-20,9.30913
2021-03-21,9.63114
2021-03-22,30.91334
2021-03-23,34.3384
2021-03-24,29.24473
2021-03-25,31.70374
2021-03-26,32.02576
2021-03-27,10.59718
2021-03-28,9.3384
2021-03-29,31.5281
2021-03-30,28.24941
2021-03-31,26.96135
2021-04-01,33.07962
2021-04-02,35.59718
2021-04-03,10.36299
2021-04-04,9.3384
2021-04-05,37.64637
2021-04-06,41.48126
2021-04-07,37.85128
2021-04-08,42.06674
2021-04-09,43.1206
2021-04-10,11.7096
2021-04-11,11.06557
2021-04-12,42.50585
2021-04-13,40.51522
2021-04-14,48.21428
2021-04-15,38.55386
2021-04-16,39.5199
2021-04-17,12.93911
2021-04-18,11.32903
2021-04-19,42.27166
2021-04-20,37.96838
2021-04-21,33.548
2021-04-22,33.81147
2021-04-23,29.71311
2021-04-24,9.42622
2021-04-25,8.31381
2021-04-26,33.98711
2021-04-27,34.07494
2021-04-28,33.02107
2021-04-29,34.89461
2021-04-30,31.05971
2021-05-01,9.13348
2021-05-02,9.3384
2021-05-03,33.40163
2021-05-04,36.21194
2021-05-05,18.26697
2021-05-06,38.40749
2021-05-07,29.77166
2021-05-08,9.07494
2021-05-09,9.36768
2021-05-10,34.77751
2021-05-11,40.4274
2021-05-12,32.0843
2021-05-13,31.73302
2021-05-14,26.14168
2021-05-15,7.72833
2021-05-16,8.05035
2021-05-17,29.77166
2021-05-18,27.31264
2021-05-19,9.07494
2021-05-20,24.94145
2021-05-21,27.137
2021-05-22,6.14754
2021-05-23,6.99648
2021-05-24,24.41451
2021-05-25,30.59133
2021-05-26,27.19555
2021-05-27,27.0199
2021-05-28,25.73185
2021-05-29,6.26463
2021-05-30,5.64988
2021-05-31,28.57142
2021-06-01,28.22014
2021-06-02,27.34192
2021-06-03,25.84894
2021-06-04,26.05386
2021-06-05,7.28922
2021-06-06,7.55269
2021-06-07,29.47892
2021-06-08,31.90866
2021-06-09,26.63934
2021-06-10,26.61007
2021-06-11,26.87353
2021-06-12,8.63583
2021-06-13,7.43559
2021-06-14,31.11826
2021-06-15,35.62646
2021-06-16,28.39578
2021-06-17,28.86416
2021-06-18,41.07142
2021-06-19,11.06557
2021-06-20,8.7822
2021-06-21,33.6651
2021-06-22,34.86533
2021-06-23,37.64637
2021-06-24,37.61709
2021-06-25,35.9192
2021-06-26,10.77283
2021-06-27,8.548
2021-06-28,35.45081
2021-06-29,38.46604
2021-06-30,36.38758
2021-07-01,34.16276
2021-07-02,32.34777
2021-07-03,11.00702
2021-07-04,9.68969
2021-07-05,36.41686
2021-07-06,36.56323
2021-07-07,42.65222
2021-07-08,45.98946
2021-07-09,40.4274
2021-07-10,11.09484
2021-07-11,9.66042
2021-07-12,38.64168
2021-07-13,39.25644
2021-07-14,41.97892
2021-07-15,39.19789
2021-07-16,35.56791
2021-07-17,8.34309
2021-07-18,9.89461
2021-07-19,34.39695
2021-07-20,37.73419
2021-07-21,34.36768
2021-07-22,33.43091
2021-07-23,37.09016
2021-07-24,11.73887
2021-07-25,9.80679
2021-07-26,40.89578
2021-07-27,40.54449
2021-07-28,39.90046
2021-07-29,40.60304
2021-07-30,38.78805
2021-07-31,8.57728
2021-08-01,7.8747
2021-08-02,40.54449
2021-08-03,38.67096
2021-08-04,37.88056
2021-08-05,34.19203
2021-08-06,37.88056
2021-08-07,10.9192
2021-08-08,9.51405
2021-08-09,37.11943
2021-08-10,32.9918
2021-08-11,42.91569
2021-08-12,39.95901
2021-08-13,43.50117
2021-08-14,12.29508
2021-08-15,11.4754
2021-08-16,14.84192
2021-08-17,49.73653
2021-08-18,49.67798
2021-08-19,46.31147
2021-08-20,41.18852
2021-08-21,11.44613
2021-08-22,11.88524
2021-08-23,46.07728
2021-08-24,56.49882
2021-08-25,51.4637
2021-08-26,51.93208
2021-08-27,42.97423
2021-08-28,14.95901
2021-08-29,13.20257
2021-08-30,47.04332
2021-08-31,56.11826
2021-09-01,47.65807
2021-09-02,49.7658
2021-09-03,47.98009
2021-09-04,15.01756
2021-09-05,13.14402
2021-09-06,41.97892
2021-09-07,41.92037
2021-09-08,42.33021
2021-09-09,40.60304
2021-09-10,41.51053
2021-09-11,12.17798
2021-09-12,10.88992
2021-09-13,42.41803
2021-09-14,41.56908
2021-09-15,38.78805
2021-09-16,37.64637
2021-09-17,36.12412
2021-09-18,10.1288
2021-09-19,8.31381
2021-09-20,9.83606
2021-09-21,13.14402
2021-09-22,11.56323
2021-09-23,63.37822
2021-09-24,48.65339
2021-09-25,13.31967
2021-09-26,13.9637
2021-09-27,44.73067
2021-09-28,46.39929
2021-09-29,58.37236
2021-09-30,48.53629
2021-10-01,48.56557
2021-10-02,10.9192
2021-10-03,11.50468
2021-10-04,14.05152
2021-10-05,54.53747
2021-10-06,45.87236
2021-10-07,47.86299
2021-10-08,41.80327
2021-10-09,11.06557
2021-10-10,10.9192
2021-10-11,14.87119
2021-10-12,42.74004
2021-10-13,40.54449
2021-10-14,38.26112
2021-10-15,40.04683
2021-10-16,11.91451
2021-10-17,11.35831
2021-10-18,39.43208
2021-10-19,42.97423
2021-10-20,42.82786
2021-10-21,40.69086
2021-10-22,37.82201
2021-10-23,10.8021
2021-10-24,11.21194
2021-10-25,42.47658
2021-10-26,48.62412
2021-10-27,46.54566
2021-10-28,46.19437
2021-10-29,44.90632
2021-10-30,13.67096
2021-10-31,11.88524
2021-11-01,55.15222
2021-11-02,58.34309
2021-11-03,54.80093
2021-11-04,62.41217
2021-11-05,64.5199
2021-11-06,19.64285
2021-11-07,15.60304
2021-11-08,66.30562
2021-11-09,56.23536
2021-11-10,49.35597
2021-11-11,49.03395
2021-11-12,51.11241
2021-11-13,13.81733
2021-11-14,13.14402
2021-11-15,49.82435
2021-11-16,49.59016
2021-11-17,52.0199
2021-11-18,51.96135
2021-11-19,66.18852
2021-11-20,20.11124
2021-11-21,16.07142
2021-11-22,67.06674
2021-11-23,69.32084
2021-11-24,59.71896
2021-11-25,58.84074
2021-11-26,53.62997
2021-11-27,16.18852
2021-11-28,15.07611
2021-11-29,62.55854
2021-11-30,62.96838
2021-12-01,68.41334
2021-12-02,77.22482
2021-12-03,67.33021
2021-12-04,16.94964
2021-12-05,14.11007
2021-12-06,67.12529
2021-12-07,66.27634
2021-12-08,71.60421
2021-12-09,65.57377
2021-12-10,56.49882
2021-12-11,15.57377
2021-12-12,14.95901
2021-12-13,60.30444
2021-12-14,56.38173
2021-12-15,56.23536
2021-12-16,60.1288
2021-12-17,69.0281
2021-12-18,13.02693
2021-12-19,13.43676
2021-12-20,62.41217
2021-12-21,64.49063
2021-12-22,58.46018
2021-12-23,54.83021
2021-12-24,53.80562
2021-12-25,13.23185
2021-12-26,13.37822
2021-12-27,58.05035
2021-12-28,71.13583
2021-12-29,59.89461
2021-12-30,60.15807
2021-12-31,25.08782
2022-01-01,12.70491
2022-01-02,12.93911
2022-01-03,65.92505
2022-01-04,69.78922
2022-01-05,66.45199
2022-01-06,87.61709
2022-01-07,63.90515
2022-01-08,14.92974
2022-01-09,12.32435
2022-01-10,63.8466
2022-01-11,66.12997
2022-01-12,58.19672
2022-01-13,54.83021
2022-01-14,69.78922
2022-01-15,15.72014
2022-01-16,14.05152
2022-01-17,52.10772
2022-01-18,55.18149
2022-01-19,68.47189
2022-01-20,64.40281
2022-01-21,81.61592
2022-01-22,24.64871
2022-01-23,17.94496
2022-01-24,71.45784
2022-01-25,89.02224
2022-01-26,77.16627
2022-01-27,80.47423
2022-01-28,76.3466
2022-01-29,19.08665
2022-01-30,13.70023
2022-01-31,14.57845
2022-02-01,21.77985
2022-02-02,26.05386
2022-02-03,96.89695
2022-02-04,91.27634
2022-02-05,23.00936
2022-02-06,19.14519
2022-02-07,70.60889
2022-02-08,64.28571
2022-02-09,59.83606
2022-02-10,65.3103
2022-02-11,57.43559
2022-02-12,16.6569
2022-02-13,13.43676
2022-02-14,61.38758
2022-02-15,56.35245
2022-02-16,55.64988
2022-02-17,55.12295
2022-02-18,60.21662
2022-02-19,14.92974
2022-02-20,12.20725
2022-02-21,69.20374
2022-02-22,77.6932
2022-02-23,67.59367
2022-02-24,100.0
2022-02-25,84.51405
2022-02-26,16.74473
2022-02-27,14.84192
2022-02-28,64.98829
2022-03-01,18.85245
2022-03-02,59.66042
2022-03-03,56.29391
2022-03-04,55.56206
2022-03-05,12.61709
2022-03-06,11.18266
2022-03-07,50.96604
2022-03-08,63.31967
2022-03-09,15.28103
2022-03-10,50.49765
2022-03-11,44.90632
2022-03-12,11.76814
2022-03-13,9.63114
2022-03-14,52.137
2022-03-15,53.19086
2022-03-16,54.59601
2022-03-17,66.80327
2022-03-18,56.46955
2022-03-19,15.69086
2022-03-20,11.91451
2022-03-21,66.21779
2022-03-22,57.78688
2022-03-23,63.34894
2022-03-24,54.83021
2022-03-25,61.50468
2022-03-26,14.60772
2022-03-27,12.88056
2022-03-28,63.34894
2022-03-29,71.48711
2022-03-30,75.79039
2022-03-31,59.16276
2022-04-01,50.11709
2022-04-02,11.12412
2022-04-03,9.89461
2022-04-04,52.25409
2022-04-05,53.98126
2022-04-06,48.59484
2022-04-07,50.43911
2022-04-08,46.2822
2022-04-09,9.83606
2022-04-10,7.64051
2022-04-11,47.6288
2022-04-12,49.70725
2022-04-13,52.04918
2022-04-14,47.77517
2022-04-15,46.54566
2022-04-16,7.8747
2022-04-17,5.94262
2022-04-18,47.24824
2022-04-19,43.79391
2022-04-20,47.10187
2022-04-21,39.16861
2022-04-22,44.8185
2022-04-23,10.18735
2022-04-24,8.02107
2022-04-25,52.19555
2022-04-26,46.39929
2022-04-27,57.78688
2022-04-28,44.7014
2022-04-29,51.63934
2022-04-30,13.37822
2022-05-01,9.01639
2022-05-02,53.36651
2022-05-03,46.37002
2022-05-04,40.66159
2022-05-05,12.11943
2022-05-06,52.95667
2022-05-07,9.16276
2022-05-08,7.64051
2022-05-09,46.77985
2022-05-10,60.15807
2022-05-11,47.59953
2022-05-12,59.86533
2022-05-13,44.67213
2022-05-14,9.86533
2022-05-15,7.58196
2022-05-16,43.61826
2022-05-17,39.43208
2022-05-18,41.71545
2022-05-19,57.43559
2022-05-20,48.71194
2022-05-21,8.69437
2022-05-22,6.93793
2022-05-23,43.73536
2022-05-24,46.25292
2022-05-25,46.1651
2022-05-26,39.40281
2022-05-27,40.80796
2022-05-28,8.02107
2022-05-29,6.29391
2022-05-30,47.80444
2022-05-31,43.1206
2022-06-01,9.89461
2022-06-02,37.11943
2022-06-03,39.54918
2022-06-04,6.44028
2022-06-05,5.09367
2022-06-06,8.40163
2022-06-07,35.74355
2022-06-08,32.49414
2022-06-09,30.29859
2022-06-10,30.41569
2022-06-11,7.34777
2022-06-12,6.44028
2022-06-13,52.28337
2022-06-14,53.04449
2022-06-15,40.36885
2022-06-16,39.34426
2022-06-17,46.07728
2022-06-18,6.23536
2022-06-19,6.73302
2022-06-20,38.37822
2022-06-21,36.82669
2022-06-22,39.16861
2022-06-23,37.67564
2022-06-24,40.4274
2022-06-25,9.51405
2022-06-26,7.49414
2022-06-27,41.53981
2022-06-28,34.30913
2022-06-29,31.79156
2022-06-30,33.10889
2022-07-01,30.76697
2022-07-02,5.50351
2022-07-03,4.59601
2022-07-04,31.29391
2022-07-05,32.17213
2022-07-06,34.01639
2022-07-07,33.40163
2022-07-08,34.92388
2022-07-09,6.14754
2022-07-10,5.59133
2022-07-11,32.25995
2022-07-12,28.39578
2022-07-13,28.71779
2022-07-14,32.46487
2022-07-15,34.83606
2022-07-16,6.32318
2022-07-17,5.09367
2022-07-18,37.2658
2022-07-19,32.3185
2022-07-20,43.14988
2022-07-21,42.38875
2022-07-22,42.53512
2022-07-23,7.0843
2022-07-24,4.24473
2022-07-25,34.27985
2022-07-26,31.64519
2022-07-27,34.30913
2022-07-28,47.48243
2022-07-29,48.12646
2022-07-30,9.13348
2022-07-31,6.5281
2022-08-01,44.5843
2022-08-02,48.03864
2022-08-03,45.78454
2022-08-04,54.3911
2022-08-05,49.82435
2022-08-06,6.73302
2022-08-07,6.35245
2022-08-08,41.24707
2022-08-09,38.26112
2022-08-10,36.53395
2022-08-11,49.79508
2022-08-12,39.31498
2022-08-13,9.68969
2022-08-14,6.00117
2022-08-15,8.63583
2022-08-16,54.68384
2022-08-17,46.63348
2022-08-18,39.75409
2022-08-19,46.9555
2022-08-20,7.69906
2022-08-21,5.91334
2022-08-22,39.66627
2022-08-23,41.86182
2022-08-24,36.85597
2022-08-25,36.73887
2022-08-26,36.53395
2022-08-27,7.9918
2022-08-28,5.7377
2022-08-29,49.44379
2022-08-30,40.63231
2022-08-31,38.20257
2022-09-01,36.03629
2022-09-02,35.77283
2022-09-03,5.41569
2022-09-04,5.82552
2022-09-05,33.43091
2022-09-06,31.23536
2022-09-07,32.28922
2022-09-08,28.33723
2022-09-09,5.88407
2022-09-10,4.65456
2022-09-11,4.9473
2022-09-12,6.82084
2022-09-13,46.75058
2022-09-14,47.13114
2022-09-15,34.63114
2022-09-16,33.51873
2022-09-17,6.29391
2022-09-18,5.09367
2022-09-19,33.48946
2022-09-20,31.87939
2022-09-21,28.92271
2022-09-22,34.83606
2022-09-23,30.53278
2022-09-24,7.05503
2022-09-25,4.3911
2022-09-26,31.17681
2022-09-27,31.23536
2022-09-28,32.43559
2022-09-29,30.79625
2022-09-30,29.74238
2022-10-01,5.56206
2022-10-02,3.77634
2022-10-03,5.94262
2022-10-04,31.73302
2022-10-05,31.29391
2022-10-06,27.28337
2022-10-07,21.45784
2022-10-08,4.74238
2022-10-09,3.07377
2022-10-10,5.29859
2022-10-11,29.18618
2022-10-12,26.2295
2022-10-13,25.76112
2022-10-14,26.96135
2022-10-15,5.29859
2022-10-16,4.91803
2022-10-17,32.55269
2022-10-18,30.64988
2022-10-19,28.77634
2022-10-20,21.80913
2022-10-21,21.66276
2022-10-22,3.98126
2022-10-23,3.01522
2022-10-24,28.89344
2022-10-25,25.40983
2022-10-26,30.67915
2022-10-27,28.42505
2022-10-28,27.54683
2022-10-29,5.21077
2022-10-30,4.03981
2022-10-31,30.18149
2022-11-01,28.98126
2022-11-02,26.49297
2022-11-03,30.82552
2022-11-04,30.15222
2022-11-05,5.6206
2022-11-06,5.26932
2022-11-07,34.74824
2022-11-08,32.78688
2022-11-09,36.88524
2022-11-10,32.96252
2022-11-11,57.9918
2022-11-12,8.34309
2022-11-13,5.70843
2022-11-14,34.25058
2022-11-15,30.44496
2022-11-16,33.07962
2022-11-17,24.2096
2022-11-18,23.79976
2022-11-19,4.50819
2022-11-20,3.71779
2022-11-21,24.67798
2022-11-22,22.77517
2022-11-23,26.25878
2022-11-24,25.29274
2022-11-25,21.10655
2022-11-26,3.86416
2022-11-27,3.27868
2022-11-28,22.65807
2022-11-29,22.04332
2022-11-30,26.4637
2022-12-01,33.05035
2022-12-02,21.66276
2022-12-03,3.62997
2022-12-04,2.63466
2022-12-05,22.89227
2022-12-06,22.59953
2022-12-07,22.59953
2022-12-08,24.38524
2022-12-09,22.65807
2022-12-10,3.71779
2022-12-11,3.74707
2022-12-12,20.75526
2022-12-13,20.11124
2022-12-14,23.00936
2022-12-15,19.5843
2022-12-16,24.94145
2022-12-17,4.47892
2022-12-18,4.18618
2022-12-19,22.80444
2022-12-20,29.01053
2022-12-21,25.96604
2022-12-22,22.13114
2022-12-23,26.55152
2022-12-24,4.24473
2022-12-25,4.1569
2022-12-26,23.88758
2022-12-27,22.24824
2022-12-28,26.08313
2022-12-29,23.9754
2022-12-30,14.08079
2022-12-31,4.53747
2023-01-01,3.57142
2023-01-02,24.15105
2023-01-03,24.67798
2023-01-04,24.79508
2023-01-05,22.30679
2023-01-06,23.53629
2023-01-07,5.53278
2023-01-08,3.62997
2023-01-09,26.08313
2023-01-10,24.97072
2023-01-11,23.9754
2023-01-12,26.58079
2023-01-13,26.11241
2023-01-14,5.21077
2023-01-15,5.70843
2023-01-16,24.47306
2023-01-17,20.98946
2023-01-18,23.53629
2023-01-19,21.07728
2023-01-20,20.05269
2023-01-21,5.35714
2023-01-22,3.54215
2023-01-23,3.4836
2023-01-24,7.78688
2023-01-25,33.05035
2023-01-26,31.38173
2023-01-27,31.44028
2023-01-28,7.25995
2023-01-29,5.76697
2023-01-30,31.5281
2023-01-31,25.40983
2023-02-01,25.73185
2023-02-02,37.06088
2023-02-03,42.27166
2023-02-04,6.14754
2023-02-05,4.77166
2023-02-06,34.83606
2023-02-07,33.69437
2023-02-08,35.94847
2023-02-09,30.97189
2023-02-10,26.84426
2023-02-11,4.9473
2023-02-12,4.97658
2023-02-13,29.06908
2023-02-14,29.9473
2023-02-15,29.65456
2023-02-16,32.9918
2023-02-17,26.20023
2023-02-18,4.42037
2023-02-19,3.80562
2023-02-20,24.26814
2023-02-21,24.0925
2023-02-22,24.32669
2023-02-23,24.32669
2023-02-24,23.88758
2023-02-25,4.9473
2023-02-26,3.62997
2023-02-27,22.27751
2023-02-28,23.53629
2023-03-01,6.26463
2023-03-02,25.17564
2023-03-03,21.60421
2023-03-04,4.9473
2023-03-05,4.53747
2023-03-06,26.99063
2023-03-07,21.8384
2023-03-08,23.38992
2023-03-09,22.24824
2023-03-10,20.72599
2023-03-11,3.83489
2023-03-12,4.03981
2023-03-13,25.96604
2023-03-14,24.73653
2023-03-15,25.20491
2023-03-16,24.85362
2023-03-17,25.52693
2023-03-18,4.68384
2023-03-19,3.83489
2023-03-20,25.84894
2023-03-21,27.16627
2023-03-22,28.62997
2023-03-23,29.50819
2023-03-24,25.08782
2023-03-25,5.03512
2023-03-26,3.30796
2023-03-27,26.11241
2023-03-28,24.8829
2023-03-29,23.88758
2023-03-30,29.50819
2023-03-31,30.41569
2023-04-01,6.38173
2023-04-02,4.59601
2023-04-03,36.5925
2023-04-04,33.92857
2023-04-05,28.98126
2023-04-06,25.49765
2023-04-07,26.52224
2023-04-08,4.56674
2023-04-09,3.89344
2023-04-10,27.57611
2023-04-11,27.63466
2023-04-12,26.81498
2023-04-13,25.70257
2023-04-14,29.30327
2023-04-15,3.65925
2023-04-16,3.65925
2023-04-17,27.75175
2023-04-18,27.60538
2023-04-19,25.90749
2023-04-20,24.2096
2023-04-21,25.43911
2023-04-22,3.4836
2023-04-23,3.4836
2023-04-24,24.00468
2023-04-25,24.44379
2023-04-26,23.82903
2023-04-27,24.44379
2023-04-28,28.71779
2023-04-29,5.38641
2023-04-30,3.77634
2023-05-01,8.25526
2023-05-02,28.6007
2023-05-03,22.68735
2023-05-04,22.45316
2023-05-05,4.59601
2023-05-06,3.89344
2023-05-07,3.45433
2023-05-08,23.91686
2023-05-09,21.31147
2023-05-10,17.18384
2023-05-11,24.97072
2023-05-12,26.4637
2023-05-13,3.80562
2023-05-14,3.33723
2023-05-15,22.36533
2023-05-16,25.99531
2023-05-17,27.37119
2023-05-18,31.73302
2023-05-19,36.44613
2023-05-20,4.85948
2023-05-21,4.30327
2023-05-22,27.75175
2023-05-23,30.26932
2023-05-24,23.53629
2023-05-25,29.91803
2023-05-26,31.44028
2023-05-27,7.2014
2023-05-28,5.44496
