date,스테픈
2022-06-14,5.02798
2022-06-15,3.54619
2022-06-16,2.72043
2022-06-17,2.66996
2022-06-18,1.86714
2022-06-19,2.30755
2022-06-20,3.29388
2022-06-21,3.4315
2022-06-22,3.11037
2022-06-23,2.92228
2022-06-24,2.77089
2022-06-25,2.29837
2022-06-26,4.2068
2022-06-27,2.93604
2022-06-28,2.24332
2022-06-29,2.81677
2022-06-30,2.37177
2022-07-01,2.38553
2022-07-02,2.37177
2022-07-03,1.76162
2022-07-04,1.92219
2022-07-05,2.31672
2022-07-06,1.77539
2022-07-07,1.76621
2022-07-08,1.47261
2022-07-09,1.24323
2022-07-10,1.06431
2022-07-11,1.80291
2022-07-12,1.75704
2022-07-13,1.81668
2022-07-14,2.0644
2022-07-15,2.16533
2022-07-16,1.50931
2022-07-17,1.57812
2022-07-18,3.21589
2022-07-19,4.21139
2022-07-20,2.5461
2022-07-21,2.19286
2022-07-22,1.95889
2022-07-23,1.72951
2022-07-24,2.22497
2022-07-25,1.61941
2022-07-26,1.35333
2022-07-27,1.16524
2022-07-28,1.2891
2022-07-29,0.98632
2022-07-30,0.77988
2022-07-31,0.91751
2022-08-01,1.10101
2022-08-02,1.21112
2022-08-03,1.05055
2022-08-04,1.28452
2022-08-05,0.88081
2022-08-06,0.94045
2022-08-07,1.14689
2022-08-08,1.20653
2022-08-09,2.17451
2022-08-10,1.86714
2022-08-11,1.04137
2022-08-12,1.08266
2022-08-13,0.80741
2022-08-14,0.81658
2022-08-15,1.5139
2022-08-16,1.80291
2022-08-17,1.15148
2022-08-18,1.15606
2022-08-19,1.23405
2022-08-20,0.83952
2022-08-21,0.80282
2022-08-22,1.02761
2022-08-23,1.12395
2022-08-24,0.79823
2022-08-25,0.93586
2022-08-26,0.69731
2022-08-27,0.72483
2022-08-28,0.63767
2022-08-29,0.91751
2022-08-30,0.80282
2022-08-31,0.81658
2022-09-01,0.72024
2022-09-02,0.70189
2022-09-03,0.71566
2022-09-04,0.63767
2022-09-05,0.67437
2022-09-06,0.63767
2022-09-07,0.65143
2022-09-08,0.48169
2022-09-09,0.46793
2022-09-10,0.71107
2022-09-11,0.51839
2022-09-12,0.58262
2022-09-13,0.79823
2022-09-14,0.89916
2022-09-15,0.66519
2022-09-16,0.67437
2022-09-17,0.46793
2022-09-18,0.5138
2022-09-19,0.75236
2022-09-20,0.64226
2022-09-21,0.61473
2022-09-22,0.68813
2022-09-23,0.63767
2022-09-24,0.46334
2022-09-25,0.57803
2022-09-26,0.72483
2022-09-27,1.61023
2022-09-28,1.44967
2022-09-29,0.82576
2022-09-30,0.75236
2022-10-01,0.61473
2022-10-02,0.59638
2022-10-03,0.52298
2022-10-04,0.56427
2022-10-05,0.66061
2022-10-06,0.66519
2022-10-07,19.21277
2022-10-08,21.90109
2022-10-09,5.98678
2022-10-10,9.54674
2022-10-11,6.67492
2022-10-12,3.22965
2022-10-13,1.82126
2022-10-14,1.12854
2022-10-15,1.27993
2022-10-16,0.90834
2022-10-17,0.99091
2022-10-18,0.75236
2022-10-19,0.77071
2022-10-20,1.00926
2022-10-21,0.9588
2022-10-22,0.81658
2022-10-23,0.69272
2022-10-24,0.83493
2022-10-25,0.7753
2022-10-26,0.95421
2022-10-27,1.00467
2022-10-28,0.70189
2022-10-29,0.63767
2022-10-30,0.57803
2022-10-31,0.55509
2022-11-01,0.72483
2022-11-02,0.59179
2022-11-03,0.58262
2022-11-04,0.67896
2022-11-05,0.52757
2022-11-06,1.44508
2022-11-07,0.8854
2022-11-08,2.71125
2022-11-09,1.60106
2022-11-10,1.33498
2022-11-11,0.85787
2022-11-12,0.8487
2022-11-13,0.56427
2022-11-14,0.90375
2022-11-15,0.55509
2022-11-16,0.50922
2022-11-17,0.69731
2022-11-18,0.55509
2022-11-19,0.39453
2022-11-20,0.58262
2022-11-21,0.57803
2022-11-22,0.59638
2022-11-23,0.55509
2022-11-24,0.50004
2022-11-25,0.59638
2022-11-26,0.39911
2022-11-27,0.68813
2022-11-28,1.22488
2022-11-29,0.68813
2022-11-30,0.50004
2022-12-01,0.41746
2022-12-02,0.24772
2022-12-03,0.26149
2022-12-04,0.35324
2022-12-05,0.37159
2022-12-06,0.37159
2022-12-07,0.65602
2022-12-08,0.77988
2022-12-09,0.59638
2022-12-10,0.37618
2022-12-11,0.38076
2022-12-12,0.54133
2022-12-13,0.43581
2022-12-14,0.35783
2022-12-15,0.50004
2022-12-16,0.39911
2022-12-17,0.77988
2022-12-18,0.67437
2022-12-19,0.40829
2022-12-20,0.49087
2022-12-21,0.41288
2022-12-22,0.40829
2022-12-23,0.27984
2022-12-24,0.20185
2022-12-25,0.48169
2022-12-26,0.44499
2022-12-27,0.41288
2022-12-28,0.66519
2022-12-29,0.66519
2022-12-30,0.72024
2022-12-31,0.54592
2023-01-01,0.30736
2023-01-02,0.4037
2023-01-03,0.367
2023-01-04,0.41288
2023-01-05,0.34865
2023-01-06,0.38076
2023-01-07,0.2569
2023-01-08,0.27984
2023-01-09,0.57803
2023-01-10,0.5505
2023-01-11,0.46793
2023-01-12,0.35324
2023-01-13,0.60556
2023-01-14,1.41297
2023-01-15,1.48178
2023-01-16,0.80741
2023-01-17,0.71566
2023-01-18,0.66061
2023-01-19,0.65602
2023-01-20,0.44499
2023-01-21,0.78906
2023-01-22,0.96797
2023-01-23,3.07367
2023-01-24,1.11936
2023-01-25,0.96339
2023-01-26,2.83053
2023-01-27,1.08725
2023-01-28,0.66061
2023-01-29,0.76612
2023-01-30,0.92669
2023-01-31,0.86246
2023-02-01,0.67437
2023-02-02,0.77071
2023-02-03,0.83035
2023-02-04,0.57803
2023-02-05,0.63308
2023-02-06,0.79823
2023-02-07,0.52298
2023-02-08,0.71566
2023-02-09,0.62849
2023-02-10,0.70189
2023-02-11,0.4404
2023-02-12,0.39911
2023-02-13,0.52757
2023-02-14,0.45875
2023-02-15,0.55509
2023-02-16,0.67896
2023-02-17,0.45417
2023-02-18,0.48169
2023-02-19,0.51839
2023-02-20,0.93127
2023-02-21,0.812
2023-02-22,0.76612
2023-02-23,0.72024
2023-02-24,0.49087
2023-02-25,0.59179
2023-02-26,0.58262
2023-02-27,0.57344
2023-02-28,0.63767
2023-03-01,0.52298
2023-03-02,3.88109
2023-03-03,1.09184
2023-03-04,0.59179
2023-03-05,1.11936
2023-03-06,0.83952
2023-03-07,0.66978
2023-03-08,0.77071
2023-03-09,0.68354
2023-03-10,0.59179
2023-03-11,0.32571
2023-03-12,0.33489
2023-03-13,0.48169
2023-03-14,0.61473
2023-03-15,0.60556
2023-03-16,0.4771
2023-03-17,0.55968
2023-03-18,1.43591
2023-03-19,1.55977
2023-03-20,1.01385
2023-03-21,0.63308
2023-03-22,0.62849
2023-03-23,0.61473
2023-03-24,0.50463
2023-03-25,0.35783
2023-03-26,0.367
2023-03-27,0.5138
2023-03-28,0.42664
2023-03-29,0.5138
2023-03-30,0.41746
2023-03-31,0.50004
2023-04-01,0.57344
2023-04-02,0.2936
2023-04-03,0.5505
2023-04-04,0.45875
2023-04-05,0.54133
2023-04-06,0.68813
2023-04-07,0.49087
2023-04-08,0.51839
2023-04-09,0.45875
2023-04-10,0.70189
2023-04-11,0.67896
2023-04-12,0.63308
2023-04-13,0.48169
2023-04-14,0.76153
2023-04-15,0.59179
2023-04-16,0.39911
2023-04-17,0.5505
2023-04-18,0.50922
2023-04-19,0.5505
2023-04-20,0.57803
2023-04-21,0.80282
2023-04-22,0.44499
2023-04-23,0.38535
2023-04-24,1.05973
2023-04-25,0.59638
2023-04-26,0.41746
2023-04-27,0.59638
2023-04-28,0.41746
2023-04-29,0.51839
2023-04-30,0.45875
2023-05-01,0.39911
2023-05-02,0.5872
2023-05-03,0.61014
2023-05-04,0.45875
2023-05-05,0.33948
2023-05-06,1.07808
2023-05-07,1.29369
2023-05-08,1.34416
2023-05-09,1.33039
2023-05-10,1.12854
2023-05-11,0.8487
2023-05-12,0.61473
2023-05-13,0.38535
2023-05-14,0.37159
2023-05-15,0.72024
2023-05-16,0.61932
2023-05-17,0.59638
2023-05-18,0.5505
2023-05-19,0.50004
2023-05-20,0.37618
2023-05-21,0.26607
2023-05-22,1.38544
2023-05-23,3.46362
2023-05-24,1.22029
2023-05-25,0.94962
2023-05-26,0.71107
2023-05-27,0.38535
2023-05-28,0.39911
2023-05-29,0.59179
2023-05-30,0.64226
2023-05-31,0.7753
2023-06-01,0.55509
2023-06-02,0.65143
2023-06-03,0.39453
2023-06-04,0.44499
2023-06-05,0.55968
2023-06-06,0.69731
2023-06-07,0.5872
2023-06-08,0.64226
2023-06-09,0.61473
2023-06-10,0.97715
2023-06-11,0.7753
2023-06-12,0.98174
2023-06-13,0.82576
2023-06-14,0.89916
2023-06-15,0.73859
2023-06-16,0.50463
2023-06-17,0.26607
2023-06-18,0.37618
2023-06-19,0.5138
2023-06-20,0.53674
2023-06-21,0.65143
2023-06-22,0.60556
2023-06-23,0.46793
2023-06-24,0.43581
2023-06-25,0.42664
2023-06-26,0.48628
2023-06-27,0.5138
2023-06-28,0.58262
2023-06-29,0.59638
2023-06-30,0.48169
2023-07-01,0.38994
2023-07-02,0.38535
2023-07-03,0.63308
2023-07-04,0.66978
2023-07-05,0.82576
2023-07-06,0.68354
2023-07-07,0.74318
2023-07-08,0.5872
2023-07-09,0.56427
2023-07-10,0.61473
2023-07-11,0.55968
2023-07-12,0.66519
2023-07-13,0.73401
2023-07-14,0.70189
2023-07-15,0.61473
2023-07-16,0.62849
2023-07-17,1.38544
2023-07-18,2.84888
2023-07-19,0.81658
2023-07-20,0.63308
2023-07-21,0.59179
2023-07-22,0.30736
2023-07-23,0.43581
2023-07-24,0.66061
2023-07-25,0.46334
2023-07-26,0.51839
2023-07-27,0.38076
2023-07-28,0.34406
2023-07-29,0.33948
2023-07-30,0.37618
2023-07-31,0.3303
2023-08-01,0.31654
2023-08-02,0.29819
2023-08-03,0.27525
2023-08-04,0.2936
2023-08-05,0.27984
2023-08-06,0.21102
2023-08-07,0.38076
2023-08-08,0.29819
2023-08-09,0.31654
2023-08-10,0.27525
2023-08-11,0.3303
2023-08-12,0.29819
2023-08-13,0.37159
2023-08-14,0.31195
2023-08-15,0.27066
2023-08-16,0.4404
2023-08-17,0.52298
2023-08-18,0.39453
2023-08-19,0.21102
2023-08-20,0.27525
2023-08-21,0.367
2023-08-22,0.28901
2023-08-23,0.29819
2023-08-24,0.38076
2023-08-25,0.33489
2023-08-26,0.26149
2023-08-27,0.25231
2023-08-28,0.38076
2023-08-29,0.44958
2023-08-30,0.42664
2023-08-31,0.30278
2023-09-01,0.30278
2023-09-02,0.27984
2023-09-03,0.26607
2023-09-04,0.38535
2023-09-05,0.33489
2023-09-06,0.2569
2023-09-07,0.22937
2023-09-08,0.28901
2023-09-09,0.27066
2023-09-10,0.31195
2023-09-11,0.46793
2023-09-12,0.37159
2023-09-13,0.34406
2023-09-14,0.30278
2023-09-15,0.27525
2023-09-16,0.16056
2023-09-17,0.22479
2023-09-18,0.23855
2023-09-19,0.27984
2023-09-20,0.30736
2023-09-21,0.34406
2023-09-22,0.30278
2023-09-23,0.2202
2023-09-24,0.21561
2023-09-25,0.26149
2023-09-26,0.45417
2023-09-27,0.20185
2023-09-28,0.16056
2023-09-29,0.21561
2023-09-30,0.17432
2023-10-01,0.11468
2023-10-02,0.16056
2023-10-03,0.30736
2023-10-04,0.27525
2023-10-05,0.23396
2023-10-06,0.23396
2023-10-07,0.14221
2023-10-08,0.13762
2023-10-09,0.24772
2023-10-10,0.39453
2023-10-11,0.34865
2023-10-12,0.29819
2023-10-13,0.24772
2023-10-14,0.29819
2023-10-15,0.25231
2023-10-16,0.31654
2023-10-17,0.39453
2023-10-18,0.32113
2023-10-19,0.30278
2023-10-20,0.31195
2023-10-21,0.25231
2023-10-22,0.2202
2023-10-23,0.38994
2023-10-24,0.46793
2023-10-25,0.34865
2023-10-26,0.58262
2023-10-27,0.26607
2023-10-28,0.26607
2023-10-29,0.36241
2023-10-30,0.58262
2023-10-31,0.57803
2023-11-01,0.43123
2023-11-02,0.85787
2023-11-03,0.66519
2023-11-04,0.46793
2023-11-05,0.4404
2023-11-06,1.85338
2023-11-07,0.96339
2023-11-08,0.62849
2023-11-09,0.64684
2023-11-10,0.70189
2023-11-11,0.62849
2023-11-12,0.71107
2023-11-13,0.68813
2023-11-14,0.78447
2023-11-15,0.57803
2023-11-16,0.60097
2023-11-17,0.41288
2023-11-18,0.43581
2023-11-19,0.4404
2023-11-20,0.48628
2023-11-21,0.75695
2023-11-22,0.5505
2023-11-23,0.68354
2023-11-24,0.62849
2023-11-25,1.67905
2023-11-26,1.96807
2023-11-27,1.50931
2023-11-28,1.15606
2023-11-29,0.89916
2023-11-30,1.01385
2023-12-01,0.62391
2023-12-02,0.56885
2023-12-03,0.48628
2023-12-04,1.61482
2023-12-05,1.30287
2023-12-06,1.15606
2023-12-07,0.93586
2023-12-08,0.83952
2023-12-09,0.69731
2023-12-10,0.68813
2023-12-11,0.93127
2023-12-12,0.74777
2023-12-13,0.65143
2023-12-14,0.4771
2023-12-15,0.57344
2023-12-16,0.30278
2023-12-17,0.23855
2023-12-18,0.65143
2023-12-19,0.59638
2023-12-20,0.41746
2023-12-21,0.38535
2023-12-22,0.49545
2023-12-23,0.35324
2023-12-24,0.49087
2023-12-25,0.57803
2023-12-26,0.88081
2023-12-27,1.12395
2023-12-28,0.84411
2023-12-29,0.48169
2023-12-30,0.38994
2023-12-31,0.367
2024-01-01,1.39921
2024-01-02,1.02302
2024-01-03,1.36251
2024-01-04,1.04596
2024-01-05,0.82576
2024-01-06,0.64684
2024-01-07,4.86741
2024-01-08,2.41765
2024-01-09,1.66529
2024-01-10,1.30745
2024-01-11,1.30745
2024-01-12,1.35792
2024-01-13,0.68354
2024-01-14,0.70189
2024-01-15,0.75236
2024-01-16,0.74318
2024-01-17,0.77988
2024-01-18,0.61932
2024-01-19,0.57344
2024-01-20,0.30736
2024-01-21,0.38535
2024-01-22,0.41746
2024-01-23,0.77071
2024-01-24,0.63308
2024-01-25,0.64684
2024-01-26,0.60556
2024-01-27,0.44499
2024-01-28,0.33948
2024-01-29,0.4771
2024-01-30,0.4404
2024-01-31,0.38994
2024-02-01,0.50463
2024-02-02,0.4037
2024-02-03,0.33489
2024-02-04,0.34865
2024-02-05,0.38076
2024-02-06,0.56885
2024-02-07,0.47252
2024-02-08,0.41288
2024-02-09,0.30736
2024-02-10,0.34406
2024-02-11,0.5138
2024-02-12,0.60556
2024-02-13,0.87163
2024-02-14,0.97256
2024-02-15,0.84411
2024-02-16,0.71566
2024-02-17,0.4771
2024-02-18,0.57344
2024-02-19,0.812
2024-02-20,0.73401
2024-02-21,0.87163
2024-02-22,0.77988
2024-02-23,0.65143
2024-02-24,0.50463
2024-02-25,0.35324
2024-02-26,0.50922
2024-02-27,0.76612
2024-02-28,1.0689
2024-02-29,1.0689
2024-03-01,0.79823
2024-03-02,0.71566
2024-03-03,1.5506
2024-03-04,1.8442
2024-03-05,2.31672
2024-03-06,1.54142
2024-03-07,1.58271
2024-03-08,1.12395
2024-03-09,1.56436
2024-03-10,2.11487
2024-03-11,2.64703
2024-03-12,1.94054
2024-03-13,1.50013
2024-03-14,1.41756
2024-03-15,1.22488
2024-03-16,0.89457
2024-03-17,0.76612
2024-03-18,1.15606
2024-03-19,1.2157
2024-03-20,0.87163
