date,신용카드연회비
2020-03-20,57.14285
2020-03-21,31.60173
2020-03-22,33.54978
2020-03-23,58.87445
2020-03-24,62.33766
2020-03-25,76.83982
2020-03-26,57.3593
2020-03-27,59.0909
2020-03-28,34.84848
2020-03-29,34.63203
2020-03-30,53.4632
2020-03-31,64.93506
2020-04-01,59.5238
2020-04-02,64.50216
2020-04-03,72.94372
2020-04-04,37.87878
2020-04-05,38.52813
2020-04-06,62.98701
2020-04-07,73.59307
2020-04-08,72.07792
2020-04-09,85.06493
2020-04-10,100.0
2020-04-11,48.48484
2020-04-12,43.50649
2020-04-13,87.66233
2020-04-14,80.73593
2020-04-15,50.4329
2020-04-16,86.36363
2020-04-17,76.62337
2020-04-18,45.02164
2020-04-19,37.66233
2020-04-20,79.65367
2020-04-21,69.91341
2020-04-22,74.89177
2020-04-23,63.41991
2020-04-24,67.31601
2020-04-25,41.34199
2020-04-26,34.41558
2020-04-27,79.87012
2020-04-28,89.39393
2020-04-29,84.41558
2020-04-30,49.13419
2020-05-01,50.4329
2020-05-02,32.68398
2020-05-03,43.72294
2020-05-04,91.34199
2020-05-05,50.21645
2020-05-06,88.96103
2020-05-07,74.45887
2020-05-08,77.92207
2020-05-09,41.77489
2020-05-10,42.20779
2020-05-11,78.78787
2020-05-12,86.79653
2020-05-13,86.79653
2020-05-14,89.61038
2020-05-15,87.87878
2020-05-16,38.74458
2020-05-17,37.44588
2020-05-18,79.87012
2020-05-19,66.23376
2020-05-20,74.24242
2020-05-21,81.81818
2020-05-22,62.98701
2020-05-23,28.57142
2020-05-24,29.43722
2020-05-25,61.25541
2020-05-26,59.5238
2020-05-27,59.0909
2020-05-28,54.11255
2020-05-29,53.67965
2020-05-30,32.68398
2020-05-31,28.78787
2020-06-01,60.82251
2020-06-02,51.08225
2020-06-03,64.50216
2020-06-04,50.8658
2020-06-05,61.25541
2020-06-06,25.54112
2020-06-07,30.95238
2020-06-08,50.21645
2020-06-09,45.67099
2020-06-10,60.82251
2020-06-11,51.08225
2020-06-12,48.70129
2020-06-13,28.13852
2020-06-14,24.24242
2020-06-15,49.56709
2020-06-16,53.0303
2020-06-17,51.7316
2020-06-18,58.658
2020-06-19,41.77489
2020-06-20,25.97402
2020-06-21,25.97402
2020-06-22,48.91774
2020-06-23,52.1645
2020-06-24,56.70995
2020-06-25,50.4329
2020-06-26,40.04329
2020-06-27,27.48917
2020-06-28,23.80952
2020-06-29,41.12554
2020-06-30,48.26839
2020-07-01,52.38095
2020-07-02,42.85714
2020-07-03,43.93939
2020-07-04,22.07792
2020-07-05,20.77922
2020-07-06,39.61038
2020-07-07,59.74025
2020-07-08,45.67099
2020-07-09,39.61038
2020-07-10,39.61038
2020-07-11,25.54112
2020-07-12,24.67532
2020-07-13,46.53679
2020-07-14,43.93939
2020-07-15,61.03896
2020-07-16,48.91774
2020-07-17,46.96969
2020-07-18,24.67532
2020-07-19,22.07792
2020-07-20,48.91774
2020-07-21,49.78354
2020-07-22,42.64069
2020-07-23,41.77489
2020-07-24,45.23809
2020-07-25,25.32467
2020-07-26,22.29437
2020-07-27,43.72294
2020-07-28,46.96969
2020-07-29,36.36363
2020-07-30,38.74458
2020-07-31,43.50649
2020-08-01,18.83116
2020-08-02,22.29437
2020-08-03,48.70129
2020-08-04,46.96969
2020-08-05,57.14285
2020-08-06,41.77489
2020-08-07,41.55844
2020-08-08,27.70562
2020-08-09,20.56277
2020-08-10,48.05194
2020-08-11,51.51515
2020-08-12,45.88744
2020-08-13,55.1948
2020-08-14,47.40259
2020-08-15,21.64502
2020-08-16,18.39826
2020-08-17,25.32467
2020-08-18,64.06926
2020-08-19,48.91774
2020-08-20,41.77489
2020-08-21,45.23809
2020-08-22,24.02597
2020-08-23,20.99567
2020-08-24,36.58008
2020-08-25,51.7316
2020-08-26,45.02164
2020-08-27,46.75324
2020-08-28,35.49783
2020-08-29,24.02597
2020-08-30,25.75757
2020-08-31,49.78354
2020-09-01,63.63636
2020-09-02,48.05194
2020-09-03,51.94805
2020-09-04,50.21645
2020-09-05,34.19913
2020-09-06,28.35497
2020-09-07,61.03896
2020-09-08,58.2251
2020-09-09,47.18614
2020-09-10,49.56709
2020-09-11,54.97835
2020-09-12,27.27272
2020-09-13,25.75757
2020-09-14,53.24675
2020-09-15,68.18181
2020-09-16,57.57575
2020-09-17,59.9567
2020-09-18,55.6277
2020-09-19,24.45887
2020-09-20,27.27272
2020-09-21,44.37229
2020-09-22,42.64069
2020-09-23,47.40259
2020-09-24,45.88744
2020-09-25,42.85714
2020-09-26,21.21212
2020-09-27,20.99567
2020-09-28,39.82683
2020-09-29,41.99134
2020-09-30,19.48051
2020-10-01,14.06926
2020-10-02,16.88311
2020-10-03,16.88311
2020-10-04,19.69696
2020-10-05,50.0
2020-10-06,60.38961
2020-10-07,56.27705
2020-10-08,44.37229
2020-10-09,27.70562
2020-10-10,24.89177
2020-10-11,23.80952
2020-10-12,43.72294
2020-10-13,52.1645
2020-10-14,46.53679
2020-10-15,53.67965
2020-10-16,48.91774
2020-10-17,25.75757
2020-10-18,22.07792
2020-10-19,36.58008
2020-10-20,44.58874
2020-10-21,53.8961
2020-10-22,42.85714
2020-10-23,50.0
2020-10-24,21.86147
2020-10-25,29.22077
2020-10-26,49.35064
2020-10-27,51.08225
2020-10-28,48.26839
2020-10-29,43.50649
2020-10-30,46.96969
2020-10-31,25.54112
2020-11-01,34.84848
2020-11-02,52.81385
2020-11-03,57.14285
2020-11-04,43.72294
2020-11-05,57.3593
2020-11-06,49.78354
2020-11-07,26.40692
2020-11-08,33.54978
2020-11-09,61.25541
2020-11-10,64.06926
2020-11-11,47.83549
2020-11-12,53.0303
2020-11-13,49.13419
2020-11-14,28.13852
2020-11-15,28.78787
2020-11-16,57.57575
2020-11-17,67.09956
2020-11-18,61.68831
2020-11-19,52.38095
2020-11-20,47.61904
2020-11-21,31.16883
2020-11-22,25.97402
2020-11-23,67.74891
2020-11-24,59.0909
2020-11-25,55.41125
2020-11-26,56.27705
2020-11-27,47.40259
2020-11-28,29.00432
2020-11-29,31.81818
2020-11-30,63.41991
2020-12-01,68.83116
2020-12-02,56.27705
2020-12-03,60.82251
2020-12-04,54.7619
2020-12-05,38.74458
2020-12-06,39.17748
2020-12-07,61.68831
2020-12-08,66.01731
2020-12-09,51.51515
2020-12-10,63.20346
2020-12-11,61.68831
2020-12-12,32.68398
2020-12-13,33.54978
2020-12-14,47.83549
2020-12-15,58.00865
2020-12-16,50.64935
2020-12-17,46.32034
2020-12-18,49.13419
2020-12-19,28.35497
2020-12-20,29.87012
2020-12-21,53.0303
2020-12-22,53.24675
2020-12-23,48.05194
2020-12-24,51.51515
2020-12-25,29.43722
2020-12-26,31.38528
2020-12-27,37.22943
2020-12-28,59.74025
2020-12-29,61.68831
2020-12-30,54.97835
2020-12-31,58.00865
2021-01-01,35.49783
2021-01-02,35.93073
2021-01-03,32.68398
2021-01-04,59.9567
2021-01-05,74.67532
2021-01-06,61.03896
2021-01-07,59.9567
2021-01-08,49.78354
2021-01-09,36.79653
2021-01-10,35.49783
2021-01-11,57.3593
2021-01-12,68.39826
2021-01-13,78.57142
2021-01-14,60.82251
2021-01-15,68.61471
2021-01-16,41.99134
2021-01-17,34.63203
2021-01-18,60.17316
2021-01-19,57.14285
2021-01-20,53.67965
2021-01-21,64.71861
2021-01-22,50.0
2021-01-23,28.78787
2021-01-24,36.58008
2021-01-25,59.0909
2021-01-26,53.67965
2021-01-27,47.40259
2021-01-28,49.78354
2021-01-29,42.85714
2021-01-30,29.22077
2021-01-31,29.87012
2021-02-01,59.0909
2021-02-02,58.00865
2021-02-03,56.0606
2021-02-04,49.56709
2021-02-05,51.94805
2021-02-06,34.84848
2021-02-07,31.60173
2021-02-08,54.329
2021-02-09,49.56709
2021-02-10,42.85714
2021-02-11,25.75757
2021-02-12,19.91341
2021-02-13,24.02597
2021-02-14,28.57142
2021-02-15,61.25541
2021-02-16,59.0909
2021-02-17,54.329
2021-02-18,47.18614
2021-02-19,44.37229
2021-02-20,24.45887
2021-02-21,27.92207
2021-02-22,42.85714
2021-02-23,49.13419
2021-02-24,37.66233
2021-02-25,48.70129
2021-02-26,43.50649
2021-02-27,29.65367
2021-02-28,25.32467
2021-03-01,29.65367
2021-03-02,48.48484
2021-03-03,50.8658
2021-03-04,53.8961
2021-03-05,50.64935
2021-03-06,23.37662
2021-03-07,24.24242
2021-03-08,45.67099
2021-03-09,46.32034
2021-03-10,44.58874
2021-03-11,42.20779
2021-03-12,32.90043
2021-03-13,26.62337
2021-03-14,27.92207
2021-03-15,45.88744
2021-03-16,61.25541
2021-03-17,52.1645
2021-03-18,54.97835
2021-03-19,52.1645
2021-03-20,21.86147
2021-03-21,28.13852
2021-03-22,52.5974
2021-03-23,63.63636
2021-03-24,53.8961
2021-03-25,58.658
2021-03-26,44.15584
2021-03-27,30.08658
2021-03-28,25.32467
2021-03-29,45.67099
2021-03-30,56.27705
2021-03-31,47.61904
2021-04-01,46.10389
2021-04-02,43.93939
2021-04-03,24.67532
2021-04-04,28.57142
2021-04-05,58.44155
2021-04-06,52.5974
2021-04-07,54.54545
2021-04-08,50.8658
2021-04-09,38.52813
2021-04-10,21.42857
2021-04-11,23.16017
2021-04-12,47.61904
2021-04-13,53.67965
2021-04-14,53.67965
2021-04-15,59.9567
2021-04-16,63.41991
2021-04-17,34.19913
2021-04-18,26.83982
2021-04-19,45.67099
2021-04-20,60.38961
2021-04-21,54.7619
2021-04-22,45.02164
2021-04-23,36.14718
2021-04-24,27.27272
2021-04-25,25.54112
2021-04-26,39.82683
2021-04-27,47.40259
2021-04-28,44.15584
2021-04-29,40.90909
2021-04-30,50.64935
2021-05-01,29.22077
2021-05-02,30.30303
2021-05-03,46.32034
2021-05-04,39.39393
2021-05-05,30.95238
2021-05-06,59.74025
2021-05-07,42.64069
2021-05-08,24.45887
2021-05-09,20.99567
2021-05-10,55.6277
2021-05-11,46.53679
2021-05-12,47.18614
2021-05-13,49.56709
2021-05-14,41.55844
2021-05-15,24.45887
2021-05-16,28.57142
2021-05-17,53.8961
2021-05-18,48.05194
2021-05-19,28.35497
2021-05-20,43.93939
2021-05-21,45.88744
2021-05-22,26.19047
2021-05-23,23.16017
