date,LTVDTI
2020-10-25,7.12705
2020-10-26,10.44482
2020-10-27,10.96092
2020-10-28,12.33718
2020-10-29,8.57704
2020-10-30,7.52027
2020-10-31,6.21774
2020-11-01,7.29909
2020-11-02,11.0838
2020-11-03,11.99311
2020-11-04,9.01941
2020-11-05,9.14229
2020-11-06,9.41263
2020-11-07,6.78299
2020-11-08,6.53723
2020-11-09,10.54313
2020-11-10,9.855
2020-11-11,11.45244
2020-11-12,9.19144
2020-11-13,11.25583
2020-11-14,8.45416
2020-11-15,7.93806
2020-11-16,11.89481
2020-11-17,14.37699
2020-11-18,14.20496
2020-11-19,24.67436
2020-11-20,17.62103
2020-11-21,9.92872
2020-11-22,11.72278
2020-11-23,14.62275
2020-11-24,13.04988
2020-11-25,12.09142
2020-11-26,10.49397
2020-11-27,8.7245
2020-11-28,6.11943
2020-11-29,9.58466
2020-11-30,12.26345
2020-12-01,11.15753
2020-12-02,11.84566
2020-12-03,10.32194
2020-12-04,8.77365
2020-12-05,8.42958
2020-12-06,7.79061
2020-12-07,10.5677
2020-12-08,9.48636
2020-12-09,9.41263
2020-12-10,8.92111
2020-12-11,9.83042
2020-12-12,7.42197
2020-12-13,8.42958
2020-12-14,10.27279
2020-12-15,10.81346
2020-12-16,10.76431
2020-12-17,40.28016
2020-12-18,38.92848
2020-12-19,16.07274
2020-12-20,13.81174
2020-12-21,16.39223
2020-12-22,14.42614
2020-12-23,12.33718
2020-12-24,8.45416
2020-12-25,6.26689
2020-12-26,8.2084
2020-12-27,8.94568
2020-12-28,11.62447
2020-12-29,12.09142
2020-12-30,11.0838
2020-12-31,8.42958
2021-01-01,6.58638
2021-01-02,8.01179
2021-01-03,8.1101
2021-01-04,12.14057
2021-01-05,12.87785
2021-01-06,11.45244
2021-01-07,10.59228
2021-01-08,8.57704
2021-01-09,7.56942
2021-01-10,8.65077
2021-01-11,12.87785
2021-01-12,11.77193
2021-01-13,11.47702
2021-01-14,11.28041
2021-01-15,9.83042
2021-01-16,6.85672
2021-01-17,8.7245
2021-01-18,70.0172
2021-01-19,71.02482
2021-01-20,35.78274
2021-01-21,35.68444
2021-01-22,23.27353
2021-01-23,17.49815
2021-01-24,17.64561
2021-01-25,18.50577
2021-01-26,17.00663
2021-01-27,15.7041
2021-01-28,14.91767
2021-01-29,12.26345
2021-01-30,9.87957
2021-01-31,11.87023
2021-02-01,11.28041
2021-02-02,13.76259
2021-02-03,14.03293
2021-02-04,12.2143
2021-02-05,9.78127
2021-02-06,9.855
2021-02-07,9.16687
2021-02-08,11.32956
2021-02-09,12.2143
2021-02-10,9.46178
2021-02-11,6.85672
2021-02-12,7.10248
2021-02-13,8.01179
2021-02-14,10.19906
2021-02-15,14.89309
2021-02-16,13.56598
2021-02-17,13.14819
2021-02-18,13.46768
2021-02-19,9.3389
2021-02-20,8.06094
2021-02-21,9.28975
2021-02-22,13.41853
2021-02-23,13.3448
2021-02-24,10.44482
2021-02-25,9.48636
2021-02-26,8.3067
2021-02-27,6.95502
2021-02-28,8.38043
2021-03-01,11.03465
2021-03-02,14.32784
2021-03-03,12.26345
2021-03-04,12.95158
2021-03-05,12.26345
2021-03-06,8.1101
2021-03-07,9.06856
2021-03-08,13.46768
2021-03-09,13.27107
2021-03-10,10.73973
2021-03-11,11.52617
2021-03-12,9.73212
2021-03-13,7.12705
2021-03-14,8.3067
2021-03-15,11.30498
2021-03-16,10.64143
2021-03-17,9.70754
2021-03-18,8.50331
2021-03-19,7.27451
2021-03-20,7.39739
2021-03-21,7.29909
2021-03-22,11.64905
2021-03-23,9.38805
2021-03-24,10.02703
2021-03-25,8.84738
2021-03-26,8.92111
2021-03-27,7.44654
2021-03-28,8.50331
2021-03-29,22.56082
2021-03-30,26.49299
2021-03-31,18.75153
2021-04-01,14.99139
2021-04-02,13.76259
2021-04-03,11.40329
2021-04-04,10.49397
2021-04-05,13.81174
2021-04-06,20.07864
2021-04-07,12.43548
2021-04-08,13.09904
2021-04-09,10.73973
2021-04-10,7.91349
2021-04-11,10.64143
2021-04-12,12.80412
2021-04-13,20.79134
2021-04-14,17.22782
2021-04-15,13.3448
2021-04-16,10.93634
2021-04-17,8.79823
2021-04-18,7.76603
2021-04-19,13.98377
2021-04-20,24.37945
2021-04-21,20.86507
2021-04-22,12.80412
2021-04-23,11.64905
2021-04-24,7.79061
2021-04-25,8.06094
2021-04-26,13.66429
2021-04-27,20.34898
2021-04-28,17.91594
2021-04-29,32.66158
2021-04-30,26.41926
2021-05-01,10.51855
2021-05-02,24.3303
2021-05-03,25.58368
2021-05-04,16.29392
2021-05-05,11.55074
2021-05-06,14.99139
2021-05-07,10.64143
2021-05-08,8.57704
2021-05-09,11.05922
2021-05-10,14.52445
2021-05-11,13.22192
2021-05-12,17.89137
2021-05-13,16.09732
2021-05-14,13.14819
2021-05-15,7.93806
2021-05-16,28.9506
2021-05-17,32.24379
2021-05-18,17.22782
2021-05-19,10.66601
2021-05-20,11.47702
2021-05-21,9.31432
2021-05-22,7.71688
2021-05-23,7.71688
2021-05-24,10.59228
2021-05-25,13.07446
2021-05-26,9.26517
2021-05-27,16.2202
2021-05-28,11.42786
2021-05-29,5.77537
2021-05-30,6.11943
2021-05-31,12.41091
2021-06-01,14.91767
2021-06-02,10.00245
2021-06-03,10.78889
2021-06-04,6.43892
2021-06-05,5.21012
2021-06-06,6.09486
2021-06-07,10.93634
2021-06-08,10.32194
2021-06-09,9.04399
2021-06-10,7.74145
2021-06-11,6.66011
2021-06-12,4.86606
2021-06-13,7.02875
2021-06-14,8.7245
2021-06-15,8.08552
2021-06-16,8.55246
2021-06-17,9.21602
2021-06-18,8.01179
2021-06-19,5.67707
2021-06-20,12.48463
2021-06-21,16.44138
2021-06-22,11.99311
2021-06-23,12.46006
2021-06-24,9.80584
2021-06-25,8.28213
2021-06-26,7.27451
2021-06-27,8.3067
2021-06-28,14.4753
2021-06-29,11.99311
2021-06-30,11.1821
2021-07-01,13.17276
2021-07-02,9.36347
2021-07-03,7.20078
2021-07-04,9.38805
2021-07-05,12.55836
2021-07-06,12.85328
2021-07-07,10.96092
2021-07-08,10.00245
2021-07-09,8.84738
2021-07-10,6.63553
2021-07-11,9.46178
2021-07-12,12.04227
2021-07-13,11.96854
2021-07-14,12.68124
2021-07-15,11.67362
2021-07-16,9.87957
2021-07-17,7.44654
2021-07-18,8.65077
2021-07-19,12.18972
2021-07-20,12.68124
2021-07-21,11.1821
2021-07-22,10.9855
2021-07-23,8.97026
2021-07-24,7.86434
2021-07-25,8.2084
2021-07-26,10.34652
2021-07-27,10.0516
2021-07-28,11.45244
2021-07-29,10.14991
2021-07-30,7.66773
2021-07-31,5.4313
2021-08-01,6.07028
2021-08-02,9.63381
2021-08-03,10.5677
2021-08-04,8.74907
2021-08-05,8.28213
2021-08-06,8.33128
2021-08-07,6.02113
2021-08-08,6.16859
2021-08-09,9.58466
2021-08-10,10.61685
2021-08-11,10.39567
2021-08-12,9.855
2021-08-13,8.77365
2021-08-14,6.48808
2021-08-15,7.0779
2021-08-16,9.11771
2021-08-17,10.51855
2021-08-18,10.00245
2021-08-19,10.81346
2021-08-20,10.22364
2021-08-21,7.39739
2021-08-22,7.49569
2021-08-23,11.55074
2021-08-24,12.68124
2021-08-25,10.22364
2021-08-26,11.10838
2021-08-27,11.01007
2021-08-28,6.70926
2021-08-29,13.4431
2021-08-30,14.40157
2021-08-31,10.4694
2021-09-01,9.48636
2021-09-02,10.66601
2021-09-03,9.01941
2021-09-04,6.41435
2021-09-05,7.74145
2021-09-06,10.02703
2021-09-07,8.35586
2021-09-08,8.40501
2021-09-09,9.46178
2021-09-10,6.14401
2021-09-11,6.63553
2021-09-12,6.73384
2021-09-13,8.3067
2021-09-14,8.3067
2021-09-15,8.13467
2021-09-16,7.24993
2021-09-17,5.55419
2021-09-18,4.52199
2021-09-19,4.22708
2021-09-20,4.37453
2021-09-21,5.38215
2021-09-22,7.6923
2021-09-23,10.96092
2021-09-24,13.54141
2021-09-25,8.99483
2021-09-26,8.89653
2021-09-27,13.02531
2021-09-28,11.94396
2021-09-29,12.41091
2021-09-30,10.54313
2021-10-01,7.86434
2021-10-02,6.90587
2021-10-03,6.02113
2021-10-04,8.42958
2021-10-05,12.2143
2021-10-06,11.20668
2021-10-07,10.14991
2021-10-08,8.62619
2021-10-09,5.50503
2021-10-10,6.43892
2021-10-11,7.61857
2021-10-12,9.80584
2021-10-13,10.73973
2021-10-14,10.69058
2021-10-15,8.50331
2021-10-16,5.65249
2021-10-17,7.02875
2021-10-18,9.58466
2021-10-19,9.60924
2021-10-20,9.60924
2021-10-21,9.4372
2021-10-22,9.3389
2021-10-23,5.55419
2021-10-24,7.61857
2021-10-25,10.54313
2021-10-26,21.92184
2021-10-27,16.88375
2021-10-28,10.5677
2021-10-29,9.31432
2021-10-30,6.78299
2021-10-31,6.83214
2021-11-01,8.45416
2021-11-02,7.83976
2021-11-03,8.45416
2021-11-04,7.6923
2021-11-05,5.65249
2021-11-06,4.76775
2021-11-07,5.8491
2021-11-08,8.60162
2021-11-09,7.64315
2021-11-10,7.66773
2021-11-11,7.20078
2021-11-12,6.93044
2021-11-13,4.59572
2021-11-14,5.25927
2021-11-15,8.87195
2021-11-16,7.66773
2021-11-17,7.39739
2021-11-18,7.83976
2021-11-19,7.49569
2021-11-20,5.03809
2021-11-21,5.11182
2021-11-22,7.39739
2021-11-23,6.66011
2021-11-24,6.80756
2021-11-25,7.0779
2021-11-26,6.9796
2021-11-27,4.54657
2021-11-28,5.52961
2021-11-29,7.88891
2021-11-30,7.05333
2021-12-01,7.64315
2021-12-02,6.11943
2021-12-03,5.75079
2021-12-04,4.07962
2021-12-05,5.82452
2021-12-06,8.25755
2021-12-07,8.62619
2021-12-08,8.35586
2021-12-09,7.02875
2021-12-10,6.70926
2021-12-11,4.98894
2021-12-12,5.87367
2021-12-13,7.17621
2021-12-14,7.52027
2021-12-15,7.79061
2021-12-16,7.02875
2021-12-17,6.51265
2021-12-18,4.42369
2021-12-19,5.03809
2021-12-20,7.88891
2021-12-21,7.6923
2021-12-22,5.97198
2021-12-23,6.4635
2021-12-24,4.37453
2021-12-25,3.76013
2021-12-26,5.333
2021-12-27,8.1101
2021-12-28,7.98722
2021-12-29,6.83214
2021-12-30,6.75841
2021-12-31,5.03809
2022-01-01,4.32538
2022-01-02,5.97198
2022-01-03,8.60162
2022-01-04,9.70754
2022-01-05,10.14991
2022-01-06,8.45416
2022-01-07,8.13467
2022-01-08,5.38215
2022-01-09,7.47112
2022-01-10,9.68296
2022-01-11,9.70754
2022-01-12,9.80584
2022-01-13,8.69992
2022-01-14,7.52027
2022-01-15,6.3652
2022-01-16,7.42197
2022-01-17,8.50331
2022-01-18,8.13467
2022-01-19,8.15925
2022-01-20,7.71688
2022-01-21,6.53723
2022-01-22,5.11182
2022-01-23,11.91939
2022-01-24,11.1821
2022-01-25,10.19906
2022-01-26,9.09314
2022-01-27,6.9796
2022-01-28,7.88891
2022-01-29,5.21012
2022-01-30,4.76775
2022-01-31,5.38215
2022-02-01,5.2347
2022-02-02,6.21774
2022-02-03,57.87662
2022-02-04,23.34725
2022-02-05,10.78889
2022-02-06,14.40157
2022-02-07,15.87613
2022-02-08,10.5677
2022-02-09,11.28041
2022-02-10,9.92872
2022-02-11,11.94396
2022-02-12,9.9533
2022-02-13,8.79823
2022-02-14,12.80412
2022-02-15,13.22192
2022-02-16,14.13123
2022-02-17,16.61341
2022-02-18,9.11771
2022-02-19,7.39739
2022-02-20,8.60162
2022-02-21,12.09142
2022-02-22,12.927
2022-02-23,10.37109
2022-02-24,9.70754
2022-02-25,7.34824
2022-02-26,6.83214
2022-02-27,7.24993
2022-02-28,9.19144
2022-03-01,7.96264
2022-03-02,8.50331
2022-03-03,8.13467
2022-03-04,7.6923
2022-03-05,6.24231
2022-03-06,7.34824
2022-03-07,10.66601
2022-03-08,9.31432
2022-03-09,6.80756
2022-03-10,22.04472
2022-03-11,18.72695
2022-03-12,13.63971
2022-03-13,13.22192
2022-03-14,15.36003
2022-03-15,15.28631
2022-03-16,17.15409
2022-03-17,11.74735
2022-03-18,14.15581
2022-03-19,11.55074
2022-03-20,9.53551
2022-03-21,14.62275
2022-03-22,16.73629
2022-03-23,17.20324
2022-03-24,12.26345
2022-03-25,12.58294
2022-03-26,10.07618
2022-03-27,10.07618
2022-03-28,14.20496
2022-03-29,13.66429
2022-03-30,12.2143
2022-03-31,22.53624
2022-04-01,12.87785
2022-04-02,6.73384
2022-04-03,16.29392
2022-04-04,17.69476
2022-04-05,15.63037
2022-04-06,12.68124
2022-04-07,12.90243
2022-04-08,9.855
2022-04-09,6.38977
2022-04-10,7.83976
2022-04-11,12.33718
2022-04-12,12.33718
2022-04-13,10.93634
2022-04-14,12.23887
2022-04-15,10.44482
2022-04-16,8.13467
2022-04-17,7.12705
2022-04-18,11.30498
2022-04-19,12.95158
2022-04-20,10.27279
2022-04-21,8.13467
2022-04-22,8.60162
2022-04-23,6.70926
2022-04-24,5.9474
2022-04-25,8.77365
2022-04-26,8.18382
2022-04-27,10.54313
2022-04-28,9.46178
2022-04-29,6.85672
2022-04-30,5.25927
2022-05-01,6.34062
2022-05-02,10.32194
2022-05-03,19.41508
2022-05-04,13.49225
2022-05-05,6.3652
2022-05-06,6.78299
2022-05-07,6.26689
2022-05-08,5.18554
2022-05-09,8.25755
2022-05-10,8.79823
2022-05-11,9.26517
2022-05-12,7.0779
2022-05-13,5.01351
2022-05-14,3.39149
2022-05-15,4.37453
2022-05-16,7.27451
2022-05-17,7.32366
2022-05-18,6.14401
2022-05-19,5.06266
2022-05-20,4.86606
2022-05-21,3.19488
2022-05-22,3.39149
2022-05-23,6.11943
2022-05-24,5.82452
2022-05-25,5.38215
2022-05-26,5.67707
2022-05-27,4.22708
2022-05-28,3.88301
2022-05-29,3.12115
2022-05-30,10.10076
2022-05-31,7.29909
2022-06-01,3.85844
2022-06-02,4.2025
2022-06-03,4.15335
2022-06-04,3.072
2022-06-05,3.80928
2022-06-06,4.34996
2022-06-07,5.38215
2022-06-08,5.52961
2022-06-09,4.03047
2022-06-10,4.62029
2022-06-11,3.14573
2022-06-12,3.34234
2022-06-13,6.07028
2022-06-14,5.21012
2022-06-15,5.97198
2022-06-16,11.77193
2022-06-17,11.5999
2022-06-18,4.62029
2022-06-19,5.16097
2022-06-20,7.52027
2022-06-21,7.20078
2022-06-22,7.56942
2022-06-23,5.38215
2022-06-24,3.56352
2022-06-25,3.12115
2022-06-26,3.51437
2022-06-27,4.98894
2022-06-28,5.38215
2022-06-29,4.57114
2022-06-30,10.39567
2022-07-01,11.96854
2022-07-02,4.22708
2022-07-03,5.03809
2022-07-04,5.35758
2022-07-05,5.35758
2022-07-06,4.98894
2022-07-07,4.05505
2022-07-08,4.32538
2022-07-09,2.13811
2022-07-10,2.50675
2022-07-11,4.47284
2022-07-12,4.47284
2022-07-13,4.32538
2022-07-14,4.27623
2022-07-15,4.47284
2022-07-16,2.40845
2022-07-17,2.85082
2022-07-18,4.66945
2022-07-19,3.88301
2022-07-20,5.38215
2022-07-21,6.4635
2022-07-22,3.36692
2022-07-23,1.54829
2022-07-24,2.11354
2022-07-25,3.63725
2022-07-26,3.02285
2022-07-27,3.44064
2022-07-28,2.89997
2022-07-29,2.55591
2022-07-30,1.96608
2022-07-31,2.60506
2022-08-01,6.88129
2022-08-02,5.01351
2022-08-03,4.54657
2022-08-04,3.95674
2022-08-05,3.78471
2022-08-06,2.40845
2022-08-07,2.65421
2022-08-08,3.90759
2022-08-09,2.70336
2022-08-10,4.27623
2022-08-11,4.2025
2022-08-12,3.6864
2022-08-13,2.65421
2022-08-14,2.01523
2022-08-15,2.67879
2022-08-16,4.03047
2022-08-17,5.16097
2022-08-18,4.22708
2022-08-19,3.90759
2022-08-20,2.55591
2022-08-21,2.94912
2022-08-22,5.13639
2022-08-23,4.98894
2022-08-24,4.42369
2022-08-25,3.90759
2022-08-26,2.92455
2022-08-27,2.48218
2022-08-28,3.072
2022-08-29,4.2025
2022-08-30,4.15335
2022-08-31,4.32538
2022-09-01,2.99827
2022-09-02,2.85082
2022-09-03,2.06438
2022-09-04,2.40845
2022-09-05,5.06266
2022-09-06,4.27623
2022-09-07,3.44064
2022-09-08,3.04743
2022-09-09,2.06438
2022-09-10,1.72032
2022-09-11,2.43303
2022-09-12,3.71098
2022-09-13,5.97198
2022-09-14,6.21774
2022-09-15,6.66011
2022-09-16,5.01351
2022-09-17,3.21946
2022-09-18,3.88301
2022-09-19,6.21774
2022-09-20,5.72622
2022-09-21,16.46596
2022-09-22,11.13295
2022-09-23,6.4635
2022-09-24,3.51437
2022-09-25,4.00589
2022-09-26,5.77537
2022-09-27,5.333
2022-09-28,6.02113
2022-09-29,4.64487
2022-09-30,5.45588
2022-10-01,4.39911
2022-10-02,3.39149
2022-10-03,5.18554
2022-10-04,7.79061
2022-10-05,6.93044
2022-10-06,6.41435
2022-10-07,5.57876
2022-10-08,3.78471
2022-10-09,3.61268
2022-10-10,5.99655
2022-10-11,7.20078
2022-10-12,8.57704
2022-10-13,6.85672
2022-10-14,6.11943
2022-10-15,3.93217
2022-10-16,4.54657
2022-10-17,7.66773
2022-10-18,7.98722
2022-10-19,7.02875
2022-10-20,7.49569
2022-10-21,6.09486
2022-10-22,4.15335
2022-10-23,5.87367
2022-10-24,8.08552
2022-10-25,7.27451
2022-10-26,8.47874
2022-10-27,62.49692
2022-10-28,34.7997
2022-10-29,10.61685
2022-10-30,5.99655
2022-10-31,8.55246
2022-11-01,7.6923
2022-11-02,8.35586
2022-11-03,6.75841
2022-11-04,6.04571
2022-11-05,4.96436
2022-11-06,5.11182
2022-11-07,8.84738
2022-11-08,8.7245
2022-11-09,9.19144
2022-11-10,47.40722
2022-11-11,21.47947
2022-11-12,8.33128
2022-11-13,8.42958
2022-11-14,12.23887
2022-11-15,10.17449
2022-11-16,8.94568
2022-11-17,7.22536
2022-11-18,6.9796
2022-11-19,4.54657
2022-11-20,5.65249
2022-11-21,7.594
2022-11-22,7.00417
2022-11-23,6.66011
2022-11-24,5.45588
2022-11-25,4.00589
2022-11-26,4.12877
2022-11-27,9.36347
2022-11-28,8.08552
2022-11-29,5.55419
2022-11-30,4.05505
2022-12-01,5.62791
2022-12-02,3.83386
2022-12-03,2.72794
2022-12-04,4.76775
2022-12-05,8.38043
2022-12-06,6.41435
2022-12-07,6.3652
2022-12-08,5.60334
2022-12-09,4.96436
2022-12-10,3.072
2022-12-11,3.6864
2022-12-12,6.26689
2022-12-13,5.99655
2022-12-14,6.02113
2022-12-15,6.41435
2022-12-16,6.63553
2022-12-17,4.30081
2022-12-18,4.49741
2022-12-19,6.58638
2022-12-20,7.34824
2022-12-21,16.44138
2022-12-22,14.89309
2022-12-23,6.83214
2022-12-24,4.17793
2022-12-25,4.79233
2022-12-26,7.61857
2022-12-27,7.12705
2022-12-28,6.31604
2022-12-29,6.16859
2022-12-30,6.73384
2022-12-31,4.76775
2023-01-01,5.62791
2023-01-02,10.9855
2023-01-03,16.24477
2023-01-04,14.08208
2023-01-05,11.5999
2023-01-06,10.10076
2023-01-07,7.29909
2023-01-08,7.76603
2023-01-09,12.01769
2023-01-10,9.97788
2023-01-11,39.42
2023-01-12,27.2057
2023-01-13,15.72868
2023-01-14,12.63209
2023-01-15,11.10838
2023-01-16,13.86089
2023-01-17,11.6982
2023-01-18,10.29737
2023-01-19,8.87195
2023-01-20,6.80756
2023-01-21,4.79233
2023-01-22,6.11943
2023-01-23,7.594
2023-01-24,9.53551
2023-01-25,12.87785
2023-01-26,14.22954
2023-01-27,15.21258
2023-01-28,10.76431
2023-01-29,15.8024
2023-01-30,31.33448
2023-01-31,24.84639
2023-02-01,14.94224
2023-02-02,13.9592
2023-02-03,11.57532
2023-02-04,11.20668
2023-02-05,11.64905
2023-02-06,14.45072
2023-02-07,13.98377
2023-02-08,15.72868
2023-02-09,12.09142
2023-02-10,14.0575
2023-02-11,8.62619
2023-02-12,8.38043
2023-02-13,13.54141
2023-02-14,11.94396
2023-02-15,11.35414
2023-02-16,8.55246
2023-02-17,8.87195
2023-02-18,6.61096
2023-02-19,8.42958
2023-02-20,11.79651
2023-02-21,10.83804
2023-02-22,9.855
2023-02-23,10.12533
2023-02-24,9.06856
2023-02-25,6.16859
2023-02-26,7.76603
2023-02-27,8.69992
2023-02-28,9.53551
2023-03-01,7.74145
2023-03-02,12.09142
2023-03-03,8.65077
2023-03-04,6.34062
2023-03-05,6.78299
2023-03-06,12.927
2023-03-07,9.38805
2023-03-08,9.38805
2023-03-09,6.43892
2023-03-10,6.02113
2023-03-11,4.76775
2023-03-12,5.01351
2023-03-13,8.60162
2023-03-14,8.35586
2023-03-15,8.52789
2023-03-16,6.9796
2023-03-17,6.43892
2023-03-18,4.64487
2023-03-19,6.34062
2023-03-20,8.57704
2023-03-21,7.83976
2023-03-22,7.56942
2023-03-23,7.76603
2023-03-24,6.90587
2023-03-25,4.79233
2023-03-26,5.30842
2023-03-27,8.01179
2023-03-28,9.09314
2023-03-29,8.35586
2023-03-30,7.17621
2023-03-31,7.00417
2023-04-01,5.03809
2023-04-02,5.4313
2023-04-03,7.12705
2023-04-04,7.39739
2023-04-05,6.4635
2023-04-06,6.48808
2023-04-07,7.27451
2023-04-08,4.69402
2023-04-09,4.66945
2023-04-10,7.27451
2023-04-11,6.80756
2023-04-12,6.34062
2023-04-13,6.73384
2023-04-14,5.30842
2023-04-15,5.13639
2023-04-16,4.59572
2023-04-17,10.24821
2023-04-18,7.91349
2023-04-19,6.93044
2023-04-20,6.19316
2023-04-21,6.11943
2023-04-22,3.93217
2023-04-23,4.76775
2023-04-24,7.6923
2023-04-25,6.21774
2023-04-26,7.34824
2023-04-27,6.66011
2023-04-28,5.48046
2023-04-29,4.34996
2023-04-30,3.51437
2023-05-01,5.38215
2023-05-02,6.58638
2023-05-03,6.73384
2023-05-04,5.08724
2023-05-05,3.34234
2023-05-06,3.5881
2023-05-07,4.32538
2023-05-08,7.39739
2023-05-09,6.5618
2023-05-10,5.18554
2023-05-11,6.31604
2023-05-12,4.93978
2023-05-13,3.63725
2023-05-14,4.86606
2023-05-15,7.29909
2023-05-16,6.43892
2023-05-17,5.62791
2023-05-18,5.38215
2023-05-19,4.91521
2023-05-20,3.90759
2023-05-21,3.90759
2023-05-22,6.53723
2023-05-23,5.92283
2023-05-24,6.43892
2023-05-25,5.25927
2023-05-26,4.42369
2023-05-27,3.14573
2023-05-28,4.07962
2023-05-29,4.7186
