date,분양가상한제
2021-01-04,3.34988
2021-01-05,3.36714
2021-01-06,3.229
2021-01-07,3.34988
2021-01-08,5.4306
2021-01-09,7.3775
2021-01-10,6.00906
2021-01-11,4.69242
2021-01-12,4.77876
2021-01-13,4.10964
2021-01-14,4.27368
2021-01-15,3.82041
2021-01-16,2.53831
2021-01-17,2.47355
2021-01-18,3.04338
2021-01-19,3.30671
2021-01-20,2.93114
2021-01-21,3.40168
2021-01-22,2.99589
2021-01-23,2.24908
2021-01-24,2.20591
2021-01-25,2.79732
2021-01-26,3.34556
2021-01-27,3.4837
2021-01-28,2.91819
2021-01-29,2.67213
2021-01-30,1.98575
2021-01-31,2.38722
2021-02-01,2.96568
2021-02-02,3.13835
2021-02-03,4.21325
2021-02-04,3.66069
2021-02-05,2.46924
2021-02-06,1.70515
2021-02-07,1.5368
2021-02-08,2.55557
2021-02-09,14.1377
2021-02-10,16.87027
2021-02-11,6.35873
2021-02-12,3.88948
2021-02-13,6.03928
2021-02-14,6.41053
2021-02-15,7.45521
2021-02-16,12.71746
2021-02-17,9.61795
2021-02-18,7.29117
2021-02-19,8.14159
2021-02-20,5.20181
2021-02-21,3.68227
2021-02-22,5.92704
2021-02-23,6.8379
2021-02-24,6.00906
2021-02-25,3.72113
2021-02-26,2.81027
2021-02-27,2.05914
2021-02-28,2.68076
2021-03-01,3.26786
2021-03-02,3.11245
2021-03-03,3.06928
2021-03-04,2.97863
2021-03-05,2.01165
2021-03-06,1.67494
2021-03-07,2.08504
2021-03-08,2.26635
2021-03-09,2.60738
2021-03-10,2.3311
2021-03-11,2.44334
2021-03-12,2.3311
2021-03-13,1.52816
2021-03-14,1.9469
2021-03-15,2.60738
2021-03-16,2.73257
2021-03-17,2.69803
2021-03-18,2.25771
2021-03-19,2.3829
2021-03-20,1.83034
2021-03-21,1.96848
2021-03-22,2.43039
2021-03-23,2.60738
2021-03-24,2.89229
2021-03-25,2.51672
2021-03-26,2.50809
2021-03-27,2.3829
2021-03-28,2.17569
2021-03-29,3.43621
2021-03-30,2.80595
2021-03-31,2.99158
2021-04-01,2.52104
2021-04-02,2.13252
2021-04-03,1.40297
2021-04-04,1.64903
2021-04-05,2.37858
2021-04-06,2.32678
2021-04-07,2.41312
2021-04-08,2.31815
2021-04-09,2.16706
2021-04-10,1.63608
2021-04-11,1.56701
2021-04-12,2.52536
2021-04-13,2.36563
2021-04-14,2.23613
2021-04-15,2.18432
2021-04-16,2.11094
2021-04-17,1.5886
2021-04-18,1.42887
2021-04-19,2.34837
2021-04-20,2.25339
2021-04-21,2.47355
2021-04-22,2.31815
2021-04-23,1.9728
2021-04-24,1.62745
2021-04-25,1.46773
2021-04-26,2.24476
2021-04-27,2.55989
2021-04-28,2.15842
2021-04-29,2.89661
2021-04-30,2.26635
2021-05-01,1.40297
2021-05-02,1.40729
2021-05-03,1.77854
2021-05-04,1.90805
2021-05-05,1.34254
2021-05-06,1.88214
2021-05-07,1.87351
2021-05-08,1.45478
2021-05-09,1.54975
2021-05-10,2.38722
2021-05-11,2.63759
2021-05-12,2.18001
2021-05-13,1.95985
2021-05-14,1.78286
2021-05-15,1.36412
2021-05-16,1.35549
2021-05-17,1.74401
2021-05-18,2.26635
2021-05-19,1.63608
2021-05-20,1.91236
2021-05-21,1.6404
2021-05-22,1.26052
2021-05-23,1.56701
2021-05-24,2.18432
2021-05-25,2.15842
2021-05-26,2.08504
2021-05-27,2.19728
2021-05-28,1.77854
2021-05-29,1.07921
2021-05-30,1.25188
2021-05-31,2.14116
2021-06-01,2.08935
2021-06-02,1.83034
2021-06-03,1.78286
2021-06-04,1.54111
2021-06-05,1.23462
2021-06-06,1.29937
2021-06-07,2.32678
2021-06-08,2.26203
2021-06-09,2.08504
2021-06-10,2.41744
2021-06-11,1.72242
2021-06-12,1.53248
2021-06-13,1.61882
2021-06-14,2.22318
2021-06-15,1.95553
2021-06-16,2.26635
2021-06-17,2.16706
2021-06-18,1.89078
2021-06-19,1.26915
2021-06-20,1.10511
2021-06-21,2.63328
2021-06-22,1.92531
2021-06-23,2.0246
2021-06-24,1.86919
2021-06-25,1.78286
2021-06-26,1.3339
2021-06-27,1.42887
2021-06-28,2.20159
2021-06-29,1.81739
2021-06-30,1.70515
2021-07-01,1.61018
2021-07-02,1.70947
2021-07-03,1.2044
2021-07-04,1.27347
2021-07-05,2.22318
2021-07-06,1.95985
2021-07-07,2.06777
2021-07-08,1.76127
2021-07-09,1.45909
2021-07-10,1.2821
2021-07-11,1.39866
2021-07-12,1.94258
2021-07-13,1.85624
2021-07-14,2.15842
2021-07-15,1.98575
2021-07-16,1.78286
2021-07-17,1.26483
2021-07-18,1.29505
2021-07-19,1.79581
2021-07-20,2.30088
2021-07-21,2.09799
2021-07-22,1.81739
2021-07-23,1.72242
2021-07-24,1.1526
2021-07-25,1.25188
2021-07-26,1.71379
2021-07-27,1.98575
2021-07-28,2.23181
2021-07-29,1.67062
2021-07-30,1.31664
2021-07-31,0.98856
2021-08-01,1.3339
2021-08-02,1.86919
2021-08-03,1.96417
2021-08-04,1.99007
2021-08-05,1.69652
2021-08-06,1.93395
2021-08-07,1.20008
2021-08-08,1.61882
2021-08-09,1.91668
2021-08-10,1.76559
2021-08-11,2.11526
2021-08-12,2.08504
2021-08-13,1.70947
2021-08-14,1.29937
2021-08-15,1.3339
2021-08-16,1.63608
2021-08-17,2.08504
2021-08-18,1.85624
2021-08-19,2.15842
2021-08-20,1.82171
2021-08-21,1.33822
2021-08-22,1.57565
2021-08-23,1.97712
2021-08-24,1.95121
2021-08-25,2.0505
2021-08-26,1.68357
2021-08-27,1.75264
2021-08-28,1.2303
2021-08-29,1.26915
2021-08-30,2.00302
2021-08-31,2.24476
2021-09-01,1.94258
2021-09-02,2.18432
2021-09-03,1.94258
2021-09-04,1.66199
2021-09-05,1.74401
2021-09-06,2.29656
2021-09-07,2.4347
2021-09-08,2.3829
2021-09-09,4.26505
2021-09-10,9.80358
2021-09-11,7.94301
2021-09-12,5.57306
2021-09-13,6.05655
2021-09-14,6.55298
2021-09-15,12.45413
2021-09-16,9.53593
2021-09-17,3.5355
2021-09-18,2.86207
2021-09-19,2.23181
2021-09-20,1.88646
2021-09-21,1.88214
2021-09-22,2.21886
2021-09-23,3.406
2021-09-24,2.78437
2021-09-25,2.30088
2021-09-26,2.72393
2021-09-27,4.46794
2021-09-28,4.65788
2021-09-29,7.05806
2021-09-30,5.0723
2021-10-01,4.72695
2021-10-02,2.93114
2021-10-03,3.05633
2021-10-04,3.01748
2021-10-05,3.65206
2021-10-06,3.70818
2021-10-07,6.00906
2021-10-08,4.89531
2021-10-09,2.51672
2021-10-10,2.62033
2021-10-11,3.14267
2021-10-12,3.57435
2021-10-13,3.33693
2021-10-14,3.31102
2021-10-15,2.93546
2021-10-16,1.57133
2021-10-17,2.32246
2021-10-18,3.31102
2021-10-19,2.74983
2021-10-20,6.89402
2021-10-21,3.9456
2021-10-22,3.33693
2021-10-23,2.18432
2021-10-24,2.98294
2021-10-25,4.16576
2021-10-26,3.85063
2021-10-27,3.4578
2021-10-28,3.33693
2021-10-29,3.78156
2021-10-30,2.14979
2021-10-31,2.29225
2021-11-01,3.42758
2021-11-02,4.54996
2021-11-03,4.12259
2021-11-04,5.34858
2021-11-05,3.41895
2021-11-06,1.87783
2021-11-07,1.98143
2021-11-08,8.0423
2021-11-09,6.89833
2021-11-10,4.48521
2021-11-11,4.80034
2021-11-12,2.86639
2021-11-13,1.83034
2021-11-14,1.88214
2021-11-15,3.06065
2021-11-16,2.57284
2021-11-17,2.53399
2021-11-18,2.63328
2021-11-19,2.08935
2021-11-20,1.30369
2021-11-21,1.47636
2021-11-22,2.24476
2021-11-23,2.20591
2021-11-24,2.46492
2021-11-25,2.41312
2021-11-26,2.3052
2021-11-27,1.44183
2021-11-28,1.47204
2021-11-29,2.31383
2021-11-30,2.48219
2021-12-01,1.92531
2021-12-02,2.34837
2021-12-03,1.97712
2021-12-04,1.70084
2021-12-05,1.94258
2021-12-06,2.49946
2021-12-07,3.10813
2021-12-08,2.44765
2021-12-09,2.61169
2021-12-10,2.35268
2021-12-11,1.69652
2021-12-12,1.44614
2021-12-13,2.65055
2021-12-14,2.3829
2021-12-15,2.29656
2021-12-16,2.0505
2021-12-17,1.82603
2021-12-18,1.25188
2021-12-19,1.30369
2021-12-20,2.09799
2021-12-21,1.73969
2021-12-22,1.92963
2021-12-23,1.79149
2021-12-24,1.22598
2021-12-25,1.41161
2021-12-26,1.43319
2021-12-27,2.14116
2021-12-28,2.30088
2021-12-29,2.25771
2021-12-30,2.0505
2021-12-31,1.50226
2022-01-01,1.11806
2022-01-02,1.43319
2022-01-03,2.0505
2022-01-04,2.71098
2022-01-05,2.27066
2022-01-06,1.90805
2022-01-07,1.76559
2022-01-08,1.35549
2022-01-09,2.83617
2022-01-10,3.27217
2022-01-11,3.07791
2022-01-12,2.37858
2022-01-13,2.53831
2022-01-14,2.03323
2022-01-15,1.42456
2022-01-16,1.41592
2022-01-17,2.13684
2022-01-18,2.06345
2022-01-19,1.9728
2022-01-20,1.73969
2022-01-21,1.67062
2022-01-22,1.07921
2022-01-23,1.43319
2022-01-24,1.88646
2022-01-25,2.02028
2022-01-26,2.38722
2022-01-27,1.31232
2022-01-28,1.2303
2022-01-29,0.93675
2022-01-30,0.91517
2022-01-31,1.16123
2022-02-01,1.19576
2022-02-02,2.19728
2022-02-03,2.4088
2022-02-04,1.65335
2022-02-05,1.51521
2022-02-06,1.5368
2022-02-07,2.17569
2022-02-08,2.04619
2022-02-09,1.57565
2022-02-10,1.71379
2022-02-11,1.50226
2022-02-12,1.16123
2022-02-13,1.5109
2022-02-14,1.73105
2022-02-15,2.52536
2022-02-16,2.24476
2022-02-17,2.56853
2022-02-18,2.01165
2022-02-19,1.11806
2022-02-20,1.79149
2022-02-21,2.18432
2022-02-22,1.96848
2022-02-23,1.81739
2022-02-24,1.60155
2022-02-25,1.6922
2022-02-26,1.21735
2022-02-27,1.29074
2022-02-28,1.67494
2022-03-01,1.86056
2022-03-02,1.99438
2022-03-03,1.99438
2022-03-04,1.89078
2022-03-05,1.55838
2022-03-06,1.51953
2022-03-07,1.80012
2022-03-08,1.86056
2022-03-09,1.46341
2022-03-10,5.79322
2022-03-11,3.96719
2022-03-12,3.02611
2022-03-13,2.93977
2022-03-14,3.10813
2022-03-15,2.76278
2022-03-16,2.62033
2022-03-17,2.76278
2022-03-18,2.69803
2022-03-19,1.75696
2022-03-20,2.22749
2022-03-21,3.06928
2022-03-22,2.94841
2022-03-23,2.83185
2022-03-24,2.87934
2022-03-25,2.53831
2022-03-26,2.04187
2022-03-27,2.13684
2022-03-28,2.87502
2022-03-29,3.50528
2022-03-30,3.63479
2022-03-31,2.73257
2022-04-01,2.65918
2022-04-02,1.85624
2022-04-03,1.85193
2022-04-04,2.63328
2022-04-05,2.71098
2022-04-06,2.90956
2022-04-07,3.01748
2022-04-08,2.81459
2022-04-09,1.61882
2022-04-10,1.80012
2022-04-11,2.89229
2022-04-12,3.20742
2022-04-13,3.41895
2022-04-14,3.83768
2022-04-15,3.93265
2022-04-16,2.67213
2022-04-17,2.78005
2022-04-18,4.42909
2022-04-19,4.86941
2022-04-20,5.02913
2022-04-21,3.65206
2022-04-22,3.75566
2022-04-23,2.7671
2022-04-24,3.1254
2022-04-25,3.89812
2022-04-26,3.77725
2022-04-27,3.94992
2022-04-28,3.18152
2022-04-29,2.4088
2022-04-30,2.25339
2022-05-01,2.16706
2022-05-02,3.1513
2022-05-03,27.99481
2022-05-04,15.37232
2022-05-05,4.32117
2022-05-06,6.03928
2022-05-07,2.78868
2022-05-08,2.52536
2022-05-09,4.92121
2022-05-10,4.85646
2022-05-11,4.59745
2022-05-12,9.8597
2022-05-13,4.67083
2022-05-14,3.18584
2022-05-15,2.89661
2022-05-16,5.18886
2022-05-17,6.93287
2022-05-18,7.79624
2022-05-19,5.61623
2022-05-20,6.30261
2022-05-21,3.60457
2022-05-22,7.53723
2022-05-23,15.33347
2022-05-24,22.02028
2022-05-25,10.30433
2022-05-26,7.2221
2022-05-27,4.71832
2022-05-28,3.50528
2022-05-29,4.23483
2022-05-30,12.44549
2022-05-31,6.91992
2022-06-01,5.79322
2022-06-02,7.10554
2022-06-03,5.56011
2022-06-04,4.28663
2022-06-05,4.52406
2022-06-06,4.45067
2022-06-07,7.35592
2022-06-08,6.74293
2022-06-09,6.50982
2022-06-10,6.21627
2022-06-11,3.72113
2022-06-12,4.23483
2022-06-13,6.81631
2022-06-14,6.44938
2022-06-15,6.1472
2022-06-16,9.83811
2022-06-17,7.04942
2022-06-18,4.54996
2022-06-19,6.11698
2022-06-20,21.83034
2022-06-21,72.79084
2022-06-22,19.55536
2022-06-23,7.61925
2022-06-24,4.74854
2022-06-25,3.16425
2022-06-26,2.89229
2022-06-27,6.20332
2022-06-28,4.2521
2022-06-29,4.78307
2022-06-30,4.56291
2022-07-01,2.96136
2022-07-02,1.68789
2022-07-03,2.21886
2022-07-04,3.40168
2022-07-05,3.47507
2022-07-06,2.56421
2022-07-07,2.61169
2022-07-08,2.06345
2022-07-09,1.49363
2022-07-10,2.17137
2022-07-11,2.4865
2022-07-12,2.91387
2022-07-13,2.357
2022-07-14,2.37858
2022-07-15,8.55169
2022-07-16,2.80164
2022-07-17,2.38722
2022-07-18,2.89661
2022-07-19,2.3052
2022-07-20,2.24908
2022-07-21,2.62896
2022-07-22,1.90373
2022-07-23,1.35549
2022-07-24,1.57565
2022-07-25,1.95553
2022-07-26,1.65335
2022-07-27,1.95121
2022-07-28,2.12821
2022-07-29,1.36412
2022-07-30,1.06626
2022-07-31,1.36412
2022-08-01,2.05914
2022-08-02,2.08072
2022-08-03,2.08504
2022-08-04,1.9987
2022-08-05,1.83034
2022-08-06,1.22598
2022-08-07,1.38139
2022-08-08,2.14116
2022-08-09,1.86919
2022-08-10,1.76559
2022-08-11,1.80876
2022-08-12,1.74401
2022-08-13,1.09648
2022-08-14,1.28642
2022-08-15,1.48068
2022-08-16,2.87502
2022-08-17,1.92963
2022-08-18,1.90373
2022-08-19,1.71379
2022-08-20,1.42456
2022-08-21,1.26052
2022-08-22,1.78286
2022-08-23,1.79581
2022-08-24,1.93395
2022-08-25,1.80444
2022-08-26,2.14979
2022-08-27,1.42456
2022-08-28,1.13101
2022-08-29,1.74401
2022-08-30,1.82603
2022-08-31,1.73105
2022-09-01,1.90373
2022-09-02,1.35549
2022-09-03,1.27347
2022-09-04,1.42024
2022-09-05,1.76991
2022-09-06,1.8951
2022-09-07,1.70084
2022-09-08,1.35981
2022-09-09,0.95834
2022-09-10,0.91949
2022-09-11,0.97992
2022-09-12,1.34254
2022-09-13,1.76991
2022-09-14,2.71962
2022-09-15,2.54262
2022-09-16,1.6922
2022-09-17,1.2303
2022-09-18,1.37276
2022-09-19,1.84761
2022-09-20,1.86919
2022-09-21,3.49665
2022-09-22,2.793
2022-09-23,1.87783
2022-09-24,1.24757
2022-09-25,1.40297
2022-09-26,2.03755
2022-09-27,1.89941
2022-09-28,1.81308
2022-09-29,2.20591
2022-09-30,1.80876
2022-10-01,0.87632
2022-10-02,1.13533
2022-10-03,1.46773
2022-10-04,1.84761
2022-10-05,2.02892
2022-10-06,1.74832
2022-10-07,1.55406
2022-10-08,1.04036
2022-10-09,1.04899
2022-10-10,1.39002
2022-10-11,1.65335
2022-10-12,2.01165
2022-10-13,1.83466
2022-10-14,2.06345
2022-10-15,1.22598
2022-10-16,1.46773
2022-10-17,1.88214
2022-10-18,1.76991
2022-10-19,1.91668
2022-10-20,1.86488
2022-10-21,1.84329
2022-10-22,1.55406
2022-10-23,1.49363
2022-10-24,1.88646
2022-10-25,2.17569
2022-10-26,1.95985
2022-10-27,2.22318
2022-10-28,1.77422
2022-10-29,1.12238
2022-10-30,0.73818
2022-10-31,1.63608
2022-11-01,2.09799
2022-11-02,1.92963
2022-11-03,1.61018
2022-11-04,1.74401
2022-11-05,1.21303
2022-11-06,1.10943
2022-11-07,1.47636
2022-11-08,1.62745
2022-11-09,1.76991
2022-11-10,2.97431
2022-11-11,1.98143
2022-11-12,1.2562
2022-11-13,1.48931
2022-11-14,2.06777
2022-11-15,2.00733
2022-11-16,1.95985
2022-11-17,1.88214
2022-11-18,1.5627
2022-11-19,1.01014
2022-11-20,1.00582
2022-11-21,1.63608
2022-11-22,1.83466
2022-11-23,1.81308
2022-11-24,1.36844
2022-11-25,1.69652
2022-11-26,1.12238
2022-11-27,1.07489
2022-11-28,1.61018
2022-11-29,1.31664
2022-11-30,1.27778
2022-12-01,1.41592
2022-12-02,1.12238
2022-12-03,0.872
2022-12-04,1.22598
2022-12-05,1.98575
2022-12-06,1.88214
2022-12-07,2.22318
2022-12-08,2.01597
2022-12-09,1.54111
2022-12-10,1.18713
2022-12-11,1.19576
2022-12-12,1.67062
2022-12-13,1.6145
2022-12-14,1.6404
2022-12-15,1.48931
2022-12-16,1.34254
2022-12-17,0.99719
2022-12-18,1.18281
2022-12-19,1.20008
2022-12-20,1.23462
2022-12-21,1.73537
2022-12-22,1.54975
2022-12-23,1.20872
2022-12-24,0.99287
2022-12-25,0.87632
2022-12-26,1.43751
2022-12-27,1.26915
2022-12-28,1.37276
2022-12-29,0.86768
2022-12-30,1.00151
2022-12-31,0.68638
2023-01-01,0.69069
2023-01-02,3.82905
2023-01-03,13.53334
2023-01-04,10.80941
2023-01-05,4.58881
2023-01-06,3.06928
2023-01-07,1.6663
2023-01-08,1.95121
2023-01-09,2.14547
2023-01-10,2.06777
2023-01-11,1.57565
2023-01-12,1.52385
2023-01-13,1.10511
2023-01-14,0.8979
2023-01-15,1.08353
2023-01-16,1.33822
2023-01-17,1.33822
2023-01-18,1.22167
2023-01-19,1.03172
2023-01-20,0.86337
2023-01-21,0.56119
2023-01-22,0.5396
2023-01-23,0.65616
2023-01-24,0.90222
2023-01-25,1.23893
2023-01-26,1.29937
2023-01-27,1.08353
2023-01-28,0.72523
2023-01-29,1.03172
2023-01-30,1.16986
2023-01-31,1.06194
2023-02-01,1.10943
2023-02-02,0.77703
2023-02-03,0.8979
2023-02-04,0.75976
2023-02-05,0.8202
2023-02-06,1.16555
2023-02-07,1.02309
2023-02-08,0.90222
2023-02-09,0.89358
2023-02-10,0.91517
2023-02-11,0.70796
2023-02-12,0.7684
2023-02-13,1.00582
2023-02-14,1.20008
2023-02-15,0.94107
2023-02-16,1.11806
2023-02-17,0.8979
2023-02-18,0.64752
2023-02-19,0.71228
2023-02-20,1.06194
2023-02-21,0.90654
2023-02-22,1.04899
2023-02-23,0.94539
2023-02-24,0.85473
2023-02-25,0.68638
2023-02-26,0.66479
2023-02-27,1.19576
2023-02-28,1.41161
2023-03-01,0.97129
2023-03-02,1.04899
2023-03-03,0.92812
2023-03-04,0.69501
2023-03-05,0.8202
2023-03-06,0.97129
2023-03-07,0.89358
2023-03-08,0.94107
2023-03-09,1.07489
2023-03-10,0.80725
2023-03-11,0.68206
2023-03-12,0.64321
2023-03-13,0.94539
2023-03-14,1.05763
2023-03-15,1.07489
2023-03-16,1.10943
2023-03-17,1.01877
2023-03-18,0.72091
2023-03-19,0.73386
2023-03-20,1.04467
2023-03-21,1.11806
2023-03-22,0.8979
2023-03-23,0.86337
2023-03-24,0.82451
2023-03-25,0.54824
2023-03-26,0.72091
2023-03-27,1.19145
2023-03-28,1.42456
2023-03-29,1.22167
2023-03-30,0.95834
2023-03-31,0.84178
2023-04-01,0.60436
2023-04-02,0.74249
2023-04-03,1.11806
2023-04-04,1.43319
2023-04-05,1.27778
2023-04-06,1.11374
2023-04-07,1.12238
2023-04-08,0.86337
2023-04-09,0.85905
2023-04-10,1.18281
2023-04-11,1.11806
2023-04-12,1.04899
2023-04-13,0.77703
2023-04-14,0.83315
2023-04-15,0.7943
2023-04-16,0.74681
2023-04-17,1.16123
2023-04-18,1.41592
2023-04-19,1.11806
2023-04-20,0.96697
2023-04-21,0.80293
2023-04-22,0.72954
2023-04-23,0.72091
2023-04-24,1.07058
2023-04-25,1.21735
2023-04-26,1.23893
2023-04-27,1.29505
2023-04-28,0.99287
2023-04-29,0.60436
2023-04-30,0.68206
2023-05-01,0.80725
2023-05-02,1.06626
2023-05-03,0.9238
2023-05-04,0.93244
2023-05-05,0.82451
2023-05-06,0.74249
2023-05-07,0.68638
2023-05-08,1.44614
2023-05-09,2.05914
2023-05-10,1.81739
2023-05-11,1.39434
2023-05-12,1.38139
2023-05-13,0.96697
2023-05-14,1.02309
2023-05-15,1.37276
2023-05-16,1.55838
2023-05-17,1.44614
2023-05-18,1.15691
2023-05-19,0.81156
2023-05-20,0.58709
2023-05-21,0.7684
2023-05-22,1.92531
2023-05-23,1.2821
2023-05-24,1.29937
2023-05-25,1.55838
2023-05-26,1.14396
2023-05-27,0.73386
2023-05-28,0.75976
