date,디폴트옵션
2020-08-26,0.31222
2020-08-27,0.37912
2020-08-28,0.26761
2020-08-30,0.1338
2020-08-31,0.31222
2020-09-01,0.1115
2020-09-02,0.26761
2020-09-03,0.17841
2020-09-04,0.17841
2020-09-06,0.24531
2020-09-07,0.31222
2020-09-08,0.49063
2020-09-09,0.1115
2020-09-10,0.37912
2020-09-13,0.1115
2020-09-15,0.44603
2020-09-16,0.33452
2020-09-17,0.35682
2020-09-18,0.1338
2020-09-19,0.1115
2020-09-21,0.40142
2020-09-22,0.1338
2020-09-24,0.20071
2020-09-25,0.17841
2020-09-26,0.17841
2020-09-28,0.35682
2020-09-29,0.17841
2020-10-03,0.1115
2020-10-04,0.24531
2020-10-05,0.31222
2020-10-06,0.1338
2020-10-07,0.17841
2020-10-08,0.44603
2020-10-09,0.15611
2020-10-12,0.26761
2020-10-13,1.85102
2020-10-14,0.86975
2020-10-15,0.64674
2020-10-16,0.20071
2020-10-17,0.17841
2020-10-18,0.1115
2020-10-19,0.15611
2020-10-20,0.46833
2020-10-21,0.31222
2020-10-22,0.44603
2020-10-24,0.1338
2020-10-26,0.31222
2020-10-27,0.33452
2020-10-28,0.51293
2020-10-29,0.31222
2020-10-30,0.37912
2020-11-02,0.15611
2020-11-03,0.15611
2020-11-04,0.24531
2020-11-05,0.17841
2020-11-06,0.42372
2020-11-09,0.22301
2020-11-10,0.33452
2020-11-11,0.33452
2020-11-13,0.28991
2020-11-15,0.1338
2020-11-16,0.1338
2020-11-17,0.1338
2020-11-18,0.24531
2020-11-19,0.20071
2020-11-21,0.1115
2020-11-22,0.1115
2020-11-23,0.28991
2020-11-24,0.1115
2020-11-25,0.20071
2020-11-26,0.15611
2020-12-01,0.1115
2020-12-02,0.1115
2020-12-04,0.15611
2020-12-05,0.15611
2020-12-07,0.24531
2020-12-08,0.22301
2020-12-09,0.22301
2020-12-10,0.17841
2020-12-11,0.49063
2020-12-12,0.1115
2020-12-15,0.15611
2020-12-16,0.1115
2020-12-18,0.17841
2020-12-19,0.1115
2020-12-22,0.17841
2020-12-23,0.15611
2020-12-28,0.1115
2020-12-29,0.24531
2021-01-03,0.15611
2021-01-04,0.15611
2021-01-05,0.1115
2021-01-07,0.24531
2021-01-13,0.17841
2021-01-14,0.31222
2021-01-15,0.31222
2021-01-17,0.1338
2021-01-20,0.33452
2021-01-21,0.49063
2021-01-22,0.75825
2021-01-23,1.24888
2021-01-24,0.93666
2021-01-25,0.86975
2021-01-26,0.64674
2021-01-27,0.66904
2021-01-28,0.42372
2021-01-29,0.37912
2021-01-30,0.1338
2021-01-31,0.26761
2021-02-01,0.33452
2021-02-02,0.69134
2021-02-03,1.5165
2021-02-04,0.49063
2021-02-05,1.20428
2021-02-06,1.13737
2021-02-07,1.38269
2021-02-08,2.23015
2021-02-09,1.04817
2021-02-10,2.36396
2021-02-11,0.35682
2021-02-12,0.17841
2021-02-13,0.28991
2021-02-14,0.60214
2021-02-15,1.22658
2021-02-16,2.9438
2021-02-17,0.82515
2021-02-18,0.95896
2021-02-19,0.57983
2021-02-20,0.15611
2021-02-21,0.46833
2021-02-22,1.20428
2021-02-23,1.09277
2021-02-24,0.95896
2021-02-25,1.04817
2021-02-26,0.55753
2021-02-27,0.35682
2021-02-28,0.44603
2021-03-01,0.22301
2021-03-02,0.75825
2021-03-03,0.73595
2021-03-04,1.09277
2021-03-05,0.26761
2021-03-06,0.1115
2021-03-07,0.22301
2021-03-08,0.44603
2021-03-09,0.57983
2021-03-10,0.86975
2021-03-11,0.66904
2021-03-12,0.35682
2021-03-13,0.22301
2021-03-14,0.1338
2021-03-15,0.51293
2021-03-16,0.66904
2021-03-17,0.84745
2021-03-18,0.82515
2021-03-19,0.62444
2021-03-20,0.24531
2021-03-21,0.17841
2021-03-22,0.91436
2021-03-23,1.07047
2021-03-24,0.91436
2021-03-25,0.82515
2021-03-26,0.53523
2021-03-28,0.1338
2021-03-29,0.57983
2021-03-30,1.13737
2021-03-31,0.51293
2021-04-01,0.33452
2021-04-02,0.1338
2021-04-04,0.51293
2021-04-05,1.76181
2021-04-06,0.78055
2021-04-07,0.73595
2021-04-08,0.57983
2021-04-09,0.33452
2021-04-10,0.26761
2021-04-12,0.75825
2021-04-13,0.37912
2021-04-14,0.86975
2021-04-15,0.71364
2021-04-16,0.73595
2021-04-17,0.15611
2021-04-18,0.42372
2021-04-19,0.91436
2021-04-20,0.53523
2021-04-21,0.98126
2021-04-22,3.25602
2021-04-23,1.40499
2021-04-24,0.57983
2021-04-25,1.13737
2021-04-26,2.16324
2021-04-27,2.45316
2021-04-28,3.79125
2021-04-29,1.71721
2021-04-30,0.62444
2021-05-01,0.42372
2021-05-02,0.53523
2021-05-03,1.76181
2021-05-04,0.62444
2021-05-05,0.55753
2021-05-06,0.71364
2021-05-07,0.60214
2021-05-08,0.57983
2021-05-09,0.44603
2021-05-10,0.78055
2021-05-11,0.78055
2021-05-12,0.75825
2021-05-13,0.62444
2021-05-14,0.60214
2021-05-15,0.24531
2021-05-16,0.44603
2021-05-17,0.91436
2021-05-18,0.73595
2021-05-19,2.29705
2021-05-20,3.47903
2021-05-21,2.20785
2021-05-22,0.69134
2021-05-23,0.89206
2021-05-24,1.27118
2021-05-25,1.22658
2021-05-26,1.00356
2021-05-27,0.93666
2021-05-28,0.89206
2021-05-29,0.37912
2021-05-30,0.60214
2021-05-31,0.78055
2021-06-01,0.73595
2021-06-02,0.49063
2021-06-03,0.57983
2021-06-04,0.40142
2021-06-05,0.17841
2021-06-06,0.53523
2021-06-07,0.95896
2021-06-08,0.53523
2021-06-09,0.66904
2021-06-10,0.55753
2021-06-11,0.40142
2021-06-12,0.44603
2021-06-13,0.46833
2021-06-14,0.60214
2021-06-15,0.37912
2021-06-16,0.75825
2021-06-17,0.66904
2021-06-18,0.46833
2021-06-19,0.22301
2021-06-20,0.33452
2021-06-21,0.51293
2021-06-22,0.78055
2021-06-23,0.86975
2021-06-24,0.35682
2021-06-25,0.44603
2021-06-26,0.1338
2021-06-27,0.46833
2021-06-28,0.69134
2021-06-29,2.89919
2021-06-30,2.05173
2021-07-01,1.65031
2021-07-02,2.85459
2021-07-03,1.09277
2021-07-04,0.51293
2021-07-05,0.82515
2021-07-06,0.28991
2021-07-07,0.33452
2021-07-08,0.44603
2021-07-09,0.35682
2021-07-10,0.1115
2021-07-12,0.49063
2021-07-13,0.46833
2021-07-14,0.57983
2021-07-15,1.73951
2021-07-16,1.91793
2021-07-17,0.40142
2021-07-18,0.15611
2021-07-19,2.00713
2021-07-20,1.5611
2021-07-21,3.41213
2021-07-22,0.89206
2021-07-23,0.57983
2021-07-24,1.36039
2021-07-25,0.66904
2021-07-26,0.80285
2021-07-27,0.35682
2021-07-28,0.55753
2021-07-29,0.49063
2021-07-30,0.62444
2021-07-31,0.15611
2021-08-01,0.17841
2021-08-02,0.37912
2021-08-03,0.42372
2021-08-04,0.86975
2021-08-05,1.02586
2021-08-06,0.53523
2021-08-07,0.53523
2021-08-08,0.37912
2021-08-09,0.22301
2021-08-10,0.89206
2021-08-11,0.57983
2021-08-12,0.44603
2021-08-13,0.40142
2021-08-14,0.33452
2021-08-15,0.15611
2021-08-16,0.28991
2021-08-17,0.26761
2021-08-18,0.28991
2021-08-19,0.40142
2021-08-20,0.33452
2021-08-21,0.20071
2021-08-23,0.57983
2021-08-24,0.53523
2021-08-25,0.46833
2021-08-26,0.31222
2021-08-27,0.53523
2021-08-28,0.1115
2021-08-30,0.35682
2021-08-31,0.17841
2021-09-01,0.35682
2021-09-02,0.17841
2021-09-03,0.20071
2021-09-04,0.15611
2021-09-06,0.49063
2021-09-07,0.24531
2021-09-08,0.15611
2021-09-09,0.80285
2021-09-10,0.49063
2021-09-12,0.44603
2021-09-13,0.55753
2021-09-14,0.40142
2021-09-15,0.33452
2021-09-16,0.44603
2021-09-17,0.31222
2021-09-18,0.1115
2021-09-23,0.33452
2021-09-24,0.49063
2021-09-25,0.33452
2021-09-26,0.37912
2021-09-27,0.40142
2021-09-28,0.46833
2021-09-29,0.40142
2021-10-06,0.28991
2021-10-07,0.37912
2021-10-08,0.37912
2021-10-10,0.1338
2021-10-11,0.1115
2021-10-12,0.57983
2021-10-13,0.33452
2021-10-14,0.24531
2021-10-15,0.26761
2021-10-17,0.24531
2021-10-18,0.22301
2021-10-19,0.35682
2021-10-20,0.1115
2021-10-21,0.37912
2021-10-22,0.31222
2021-10-23,0.37912
2021-10-25,0.66904
2021-10-26,0.53523
2021-10-27,0.1338
2021-10-28,1.13737
2021-10-29,0.75825
2021-10-30,0.20071
2021-11-01,0.17841
2021-11-02,0.49063
2021-11-03,0.69134
2021-11-04,0.37912
2021-11-05,0.15611
2021-11-06,0.1115
2021-11-07,0.17841
2021-11-09,0.31222
2021-11-10,0.24531
2021-11-11,0.1115
2021-11-13,0.1338
2021-11-14,0.64674
2021-11-15,2.38626
2021-11-16,0.53523
2021-11-17,0.33452
2021-11-18,0.51293
2021-11-19,0.37912
2021-11-20,0.1338
2021-11-22,0.28991
2021-11-23,0.35682
2021-11-24,0.62444
2021-11-25,0.64674
2021-11-26,0.20071
2021-11-27,0.15611
2021-11-28,0.1338
2021-11-29,0.24531
2021-11-30,0.35682
2021-12-01,14.16146
2021-12-02,19.2016
2021-12-03,11.66369
2021-12-04,2.83229
2021-12-05,2.9661
2021-12-06,7.4041
2021-12-07,5.59768
2021-12-08,2.56467
2021-12-09,5.50847
2021-12-10,14.96431
2021-12-11,1.73951
2021-12-12,1.69491
2021-12-13,4.5049
2021-12-14,2.78768
2021-12-15,3.43443
2021-12-16,2.9438
2021-12-17,1.69491
2021-12-18,0.46833
2021-12-19,0.69134
2021-12-20,1.67261
2021-12-21,2.11864
2021-12-22,1.15967
2021-12-23,1.07047
2021-12-24,0.75825
2021-12-25,0.28991
2021-12-26,0.75825
2021-12-27,1.15967
2021-12-28,0.71364
2021-12-29,0.86975
2021-12-30,0.98126
2021-12-31,0.55753
2022-01-01,0.22301
2022-01-02,0.22301
2022-01-03,1.5611
2022-01-04,1.94023
2022-01-05,1.27118
2022-01-06,1.42729
2022-01-07,1.15967
2022-01-08,0.69134
2022-01-09,0.49063
2022-01-10,1.36039
2022-01-11,1.04817
2022-01-12,1.29348
2022-01-13,1.02586
2022-01-14,1.18198
2022-01-15,0.51293
2022-01-16,0.42372
2022-01-17,0.89206
2022-01-18,0.95896
2022-01-19,1.65031
2022-01-20,1.09277
2022-01-21,1.04817
2022-01-22,0.28991
2022-01-23,0.55753
2022-01-24,2.54237
2022-01-25,1.13737
2022-01-26,2.31935
2022-01-27,2.11864
2022-01-28,0.75825
2022-01-29,0.46833
2022-01-30,0.55753
2022-02-01,0.26761
2022-02-02,0.42372
2022-02-03,1.20428
2022-02-04,0.82515
2022-02-05,0.44603
2022-02-06,0.53523
2022-02-07,1.07047
2022-02-08,2.76538
2022-02-09,0.73595
2022-02-10,1.18198
2022-02-11,0.75825
2022-02-12,0.20071
2022-02-13,0.46833
2022-02-14,1.33809
2022-02-15,0.78055
2022-02-16,1.31578
2022-02-17,1.04817
2022-02-18,0.93666
2022-02-19,0.33452
2022-02-20,0.20071
2022-02-21,0.73595
2022-02-22,0.71364
2022-02-23,0.86975
2022-02-24,0.62444
2022-02-25,0.80285
2022-02-26,0.15611
2022-02-27,0.75825
2022-02-28,0.75825
2022-03-01,0.80285
2022-03-02,0.57983
2022-03-03,0.60214
2022-03-04,1.00356
2022-03-05,0.17841
2022-03-06,0.26761
2022-03-07,0.69134
2022-03-08,0.51293
2022-03-09,0.46833
2022-03-10,0.66904
2022-03-11,0.40142
2022-03-12,0.15611
2022-03-13,0.28991
2022-03-14,0.60214
2022-03-15,0.91436
2022-03-16,0.80285
2022-03-17,1.33809
2022-03-18,0.62444
2022-03-19,0.31222
2022-03-20,0.42372
2022-03-21,0.86975
2022-03-22,0.89206
2022-03-23,0.80285
2022-03-24,0.95896
2022-03-25,0.82515
2022-03-26,0.42372
2022-03-27,0.28991
2022-03-28,0.62444
2022-03-29,0.89206
2022-03-30,1.00356
2022-03-31,0.91436
2022-04-01,0.60214
2022-04-02,0.31222
2022-04-03,0.35682
2022-04-04,0.89206
2022-04-05,0.98126
2022-04-06,1.22658
2022-04-07,0.73595
2022-04-08,0.93666
2022-04-09,0.35682
2022-04-10,0.1338
2022-04-11,0.82515
2022-04-12,1.15967
2022-04-13,1.6057
2022-04-14,1.02586
2022-04-15,1.04817
2022-04-16,0.42372
2022-04-17,0.49063
2022-04-18,1.18198
2022-04-19,1.69491
2022-04-20,0.91436
2022-04-21,1.02586
2022-04-22,0.53523
2022-04-23,0.37912
2022-04-24,0.40142
2022-04-25,0.86975
2022-04-26,1.04817
2022-04-27,1.27118
2022-04-28,0.84745
2022-04-29,0.71364
2022-05-01,0.26761
2022-05-02,0.40142
2022-05-03,1.11507
2022-05-04,1.11507
2022-05-05,0.24531
2022-05-06,0.84745
2022-05-07,0.49063
2022-05-08,0.49063
2022-05-09,1.04817
2022-05-10,1.15967
2022-05-11,1.29348
2022-05-12,1.31578
2022-05-13,0.82515
2022-05-14,0.33452
2022-05-15,0.42372
2022-05-16,2.87689
2022-05-17,3.85816
2022-05-18,2.56467
2022-05-19,2.58697
2022-05-20,1.44959
2022-05-21,0.46833
2022-05-22,0.60214
2022-05-23,1.62801
2022-05-24,1.87332
2022-05-25,2.09634
2022-05-26,1.42729
2022-05-27,1.44959
2022-05-28,0.60214
2022-05-29,0.33452
2022-05-30,1.71721
2022-05-31,1.94023
2022-06-01,0.80285
2022-06-02,1.24888
2022-06-03,1.33809
2022-06-04,0.24531
2022-06-05,0.46833
2022-06-06,1.24888
2022-06-07,8.45227
2022-06-08,3.27832
2022-06-09,2.9884
2022-06-10,2.05173
2022-06-11,0.89206
2022-06-12,1.04817
2022-06-13,2.52007
2022-06-14,2.02943
2022-06-15,4.4157
2022-06-16,2.09634
2022-06-17,2.45316
2022-06-18,0.64674
2022-06-19,1.44959
2022-06-20,4.75022
2022-06-21,2.72078
2022-06-22,2.49776
2022-06-23,5.48617
2022-06-24,2.38626
2022-06-25,1.13737
2022-06-26,0.93666
2022-06-27,5.17395
2022-06-28,4.21498
2022-06-29,3.30062
2022-06-30,3.56824
2022-07-01,3.14451
2022-07-02,1.18198
2022-07-03,2.11864
2022-07-04,5.66458
2022-07-05,23.01516
2022-07-06,18.42105
2022-07-07,7.69402
2022-07-08,5.64228
2022-07-09,8.16235
2022-07-10,3.12221
2022-07-11,9.43354
2022-07-12,18.33184
2022-07-13,10.88314
2022-07-14,6.35593
2022-07-15,4.32649
2022-07-16,1.42729
2022-07-17,1.80642
2022-07-18,4.23728
2022-07-19,3.52363
2022-07-20,6.22212
2022-07-21,4.5049
2022-07-22,3.033
2022-07-23,0.69134
2022-07-24,0.95896
2022-07-25,2.58697
2022-07-26,2.47546
2022-07-27,2.31935
2022-07-28,2.47546
2022-07-29,1.73951
2022-07-30,0.57983
2022-07-31,1.13737
2022-08-01,1.42729
2022-08-02,2.80999
2022-08-03,2.02943
2022-08-04,5.64228
2022-08-05,2.36396
2022-08-06,0.89206
2022-08-07,0.71364
2022-08-08,1.98483
2022-08-09,1.6057
2022-08-10,2.60927
2022-08-11,1.80642
2022-08-12,1.5834
2022-08-13,0.71364
2022-08-14,0.80285
2022-08-15,0.82515
2022-08-16,2.09634
2022-08-17,2.14094
2022-08-18,2.07404
2022-08-19,1.62801
2022-08-20,1.42729
2022-08-21,0.71364
2022-08-22,1.82872
2022-08-23,1.94023
2022-08-24,2.05173
2022-08-25,2.74308
2022-08-26,10.48171
2022-08-27,1.38269
2022-08-28,0.93666
2022-08-29,1.73951
2022-08-30,1.94023
2022-08-31,2.07404
2022-09-01,2.11864
2022-09-02,1.62801
2022-09-03,0.60214
2022-09-04,0.51293
2022-09-05,1.87332
2022-09-06,2.00713
2022-09-07,1.4942
2022-09-08,1.31578
2022-09-09,0.35682
2022-09-10,0.31222
2022-09-11,0.37912
2022-09-12,0.60214
2022-09-13,1.73951
2022-09-14,2.40856
2022-09-15,3.0107
2022-09-16,2.36396
2022-09-17,0.73595
2022-09-18,0.49063
2022-09-19,1.89562
2022-09-20,2.49776
2022-09-21,1.82872
2022-09-22,2.80999
2022-09-23,1.6057
2022-09-24,1.09277
2022-09-25,0.55753
2022-09-26,1.98483
2022-09-27,1.71721
2022-09-28,1.91793
2022-09-29,1.5611
2022-09-30,1.4719
2022-10-01,0.53523
2022-10-02,0.26761
2022-10-03,0.75825
2022-10-04,1.80642
2022-10-05,1.94023
2022-10-06,2.25245
2022-10-07,1.78412
2022-10-08,0.37912
2022-10-09,0.64674
2022-10-10,0.33452
2022-10-11,1.36039
2022-10-12,2.40856
2022-10-13,2.87689
2022-10-14,1.96253
2022-10-15,0.55753
2022-10-16,0.86975
2022-10-17,3.16681
2022-10-18,6.44513
2022-10-19,3.0107
2022-10-20,2.11864
2022-10-21,2.78768
2022-10-22,0.84745
2022-10-23,0.95896
2022-10-24,2.38626
2022-10-25,2.63157
2022-10-26,2.87689
2022-10-27,6.11061
2022-10-28,5.04014
2022-10-29,1.67261
2022-10-30,0.89206
2022-10-31,7.80553
2022-11-01,10.63782
2022-11-02,10.50401
2022-11-03,11.44067
2022-11-04,7.29259
2022-11-05,1.85102
2022-11-06,2.40856
2022-11-07,16.39161
2022-11-08,7.27029
2022-11-09,6.82426
2022-11-10,5.48617
2022-11-11,4.77252
2022-11-12,1.73951
2022-11-13,1.02586
2022-11-14,3.74665
2022-11-15,4.05887
2022-11-16,3.96966
2022-11-17,6.95807
2022-11-18,5.17395
2022-11-19,1.33809
2022-11-20,1.27118
2022-11-21,3.34522
2022-11-22,7.56021
2022-11-23,5.35236
2022-11-24,5.04014
2022-11-25,3.18911
2022-11-26,1.44959
2022-11-27,1.04817
2022-11-28,3.90276
2022-11-29,3.88046
2022-11-30,8.02854
2022-12-01,7.64942
2022-12-02,17.7074
2022-12-03,4.39339
2022-12-04,3.63514
2022-12-05,9.83496
2022-12-06,7.53791
2022-12-07,9.54504
2022-12-08,10.54861
2022-12-09,8.16235
2022-12-10,2.07404
2022-12-11,2.27475
2022-12-12,7.11418
2022-12-13,7.4487
2022-12-14,7.31489
2022-12-15,6.55664
2022-12-16,4.95093
2022-12-17,2.09634
2022-12-18,2.78768
2022-12-19,6.17752
2022-12-20,16.03479
2022-12-21,8.36306
2022-12-22,7.00267
2022-12-23,5.59768
2022-12-24,2.29705
2022-12-25,1.5165
2022-12-26,6.24442
2022-12-27,6.28902
2022-12-28,6.15521
2022-12-29,5.55307
2022-12-30,5.44157
2022-12-31,2.02943
2023-01-01,1.73951
2023-01-02,17.6628
2023-01-03,13.82694
2023-01-04,7.96164
2023-01-05,7.02497
2023-01-06,4.81712
2023-01-07,2.56467
2023-01-08,1.65031
2023-01-09,5.17395
2023-01-10,5.55307
2023-01-11,5.66458
2023-01-12,5.73148
2023-01-13,5.64228
2023-01-14,2.43086
2023-01-15,2.40856
2023-01-16,6.84656
2023-01-17,6.42283
2023-01-18,4.97323
2023-01-19,5.33006
2023-01-20,5.57537
2023-01-21,1.69491
2023-01-22,1.85102
2023-01-23,1.98483
2023-01-24,2.47546
2023-01-25,5.35236
2023-01-26,7.13648
2023-01-27,5.84299
2023-01-28,2.36396
2023-01-29,2.27475
2023-01-30,7.4041
2023-01-31,5.9322
2023-02-01,12.35504
2023-02-02,11.06155
2023-02-03,7.69402
2023-02-04,2.36396
2023-02-05,2.31935
2023-02-06,6.51204
2023-02-07,6.71275
2023-02-08,8.02854
2023-02-09,7.53791
2023-02-10,7.11418
2023-02-11,1.82872
2023-02-12,1.62801
2023-02-13,7.85013
2023-02-14,8.09545
2023-02-15,8.49687
2023-02-16,7.64942
2023-02-17,6.11061
2023-02-18,2.20785
2023-02-19,2.00713
2023-02-20,6.31132
2023-02-21,6.93577
2023-02-22,7.91703
2023-02-23,8.40767
2023-02-24,6.66815
2023-02-25,2.45316
2023-02-26,2.07404
2023-02-27,7.87243
2023-02-28,6.98037
2023-03-01,2.9661
2023-03-02,12.80107
2023-03-03,14.62979
2023-03-04,3.67975
2023-03-05,2.54237
2023-03-06,10.90544
2023-03-07,10.3925
2023-03-08,9.52274
2023-03-09,9.34433
2023-03-10,8.51917
2023-03-11,2.56467
2023-03-12,2.63157
2023-03-13,16.1909
2023-03-14,19.44692
2023-03-15,22.70294
2023-03-16,21.92239
2023-03-17,21.16413
2023-03-18,4.81712
2023-03-19,4.34879
2023-03-20,15.36574
2023-03-21,15.92328
2023-03-22,14.47368
2023-03-23,16.2801
2023-03-24,22.97056
2023-03-25,4.438
2023-03-26,3.033
2023-03-27,14.8528
2023-03-28,22.1677
2023-03-29,20.40588
2023-03-30,19.2462
2023-03-31,13.47011
2023-04-01,4.61641
2023-04-02,3.70205
2023-04-03,15.27653
2023-04-04,16.81534
2023-04-05,18.77787
2023-04-06,21.11953
2023-04-07,21.29794
2023-04-08,6.0214
2023-04-09,4.438
2023-04-10,15.38804
2023-04-11,20.07136
2023-04-12,16.92685
2023-04-13,17.41748
2023-04-14,15.12042
2023-04-15,4.28189
2023-04-16,4.14808
2023-04-17,15.61106
2023-04-18,19.2462
2023-04-19,19.42462
2023-04-20,18.08652
2023-04-21,14.54058
2023-04-22,3.59054
2023-04-23,2.38626
2023-04-24,16.39161
2023-04-25,18.77787
2023-04-26,17.752
2023-04-27,18.24264
2023-04-28,13.71543
2023-04-29,3.56824
2023-04-30,2.58697
2023-05-01,3.85816
2023-05-02,13.60392
2023-05-03,15.81177
2023-05-04,17.93041
2023-05-05,5.26315
2023-05-06,3.76895
2023-05-07,4.17038
2023-05-08,17.23907
2023-05-09,23.17127
2023-05-10,22.41302
2023-05-11,25.80285
2023-05-12,21.32024
2023-05-13,6.06601
2023-05-14,3.56824
2023-05-15,24.28635
2023-05-16,30.01784
2023-05-17,31.69045
2023-05-18,31.95807
2023-05-19,23.41659
2023-05-20,6.15521
2023-05-21,4.68331
2023-05-22,30.64228
2023-05-23,36.15075
2023-05-24,41.54772
2023-05-25,34.61195
2023-05-26,28.0776
2023-05-27,5.84299
2023-05-28,4.25958
2023-05-29,5.30776
2023-05-30,33.45227
2023-05-31,39.87511
2023-06-01,47.25691
2023-06-02,49.15254
2023-06-03,8.49687
2023-06-04,6.37823
2023-06-05,27.02943
2023-06-06,8.54148
2023-06-07,39.8305
2023-06-08,46.67707
2023-06-09,36.55218
2023-06-10,7.04727
2023-06-11,5.26315
2023-06-12,40.00892
2023-06-13,44.60303
2023-06-14,46.87778
2023-06-15,48.86262
2023-06-16,42.88581
2023-06-17,8.42997
2023-06-18,6.42283
2023-06-19,39.04995
2023-06-20,64.54058
2023-06-21,71.05263
2023-06-22,70.45049
2023-06-23,49.57627
2023-06-24,12.51115
2023-06-25,8.74219
2023-06-26,47.05619
2023-06-27,56.17752
2023-06-28,47.1677
2023-06-29,49.79928
2023-06-30,33.60838
2023-07-01,12.57805
2023-07-02,9.00981
2023-07-03,51.89562
2023-07-04,52.76538
2023-07-05,53.41213
2023-07-06,49.84388
2023-07-07,78.54594
2023-07-08,18.15343
2023-07-09,16.03479
2023-07-10,71.45405
2023-07-11,71.98929
2023-07-12,100.0
2023-07-13,52.58697
2023-07-14,30.06244
2023-07-15,9.74576
2023-07-16,8.60838
2023-07-17,24.01873
2023-07-18,23.95182
2023-07-19,29.19268
2023-07-20,26.62801
2023-07-21,19.73684
2023-07-22,6.24442
2023-07-23,6.64585
2023-07-24,18.22033
2023-07-25,20.00446
2023-07-26,19.55842
2023-07-27,18.91168
2023-07-28,13.84924
2023-07-29,4.79482
2023-07-30,4.61641
2023-07-31,13.3363
2023-08-01,16.1909
2023-08-02,15.70026
2023-08-03,17.48438
2023-08-04,15.63336
2023-08-05,5.10704
2023-08-06,3.94736
2023-08-07,14.45138
2023-08-08,15.52185
2023-08-09,13.3586
2023-08-10,11.8198
2023-08-11,11.64139
2023-08-12,3.92506
2023-08-13,2.9661
2023-08-14,11.06155
2023-08-15,5.73148
2023-08-16,19.58073
2023-08-17,16.12399
2023-08-18,12.04281
2023-08-19,7.02497
2023-08-20,3.76895
2023-08-21,10.57091
2023-08-22,13.67082
2023-08-23,12.33273
2023-08-24,17.7074
2023-08-25,11.8644
2023-08-26,3.25602
2023-08-27,3.18911
2023-08-28,10.4371
2023-08-29,12.17662
2023-08-30,11.95361
2023-08-31,13.82694
2023-09-01,20.6958
2023-09-02,4.95093
2023-09-03,3.63514
2023-09-04,15.29884
2023-09-05,18.68867
2023-09-06,21.52096
2023-09-07,13.3363
2023-09-08,10.92774
2023-09-09,3.61284
2023-09-10,3.12221
2023-09-11,15.49955
2023-09-12,13.53702
2023-09-13,10.12488
2023-09-14,12.39964
2023-09-15,11.97591
2023-09-16,3.99197
2023-09-17,2.92149
2023-09-18,9.58965
2023-09-19,9.52274
2023-09-20,10.95004
2023-09-21,9.65655
2023-09-22,7.13648
2023-09-23,2.85459
2023-09-24,3.18911
2023-09-25,10.3479
2023-09-26,9.43354
2023-09-27,7.4041
2023-09-28,2.54237
