date,베어유
2020-08-04,9.87158
2020-08-05,11.11556
2020-08-06,10.63402
2020-08-07,10.67415
2020-08-08,10.47351
2020-08-09,8.18619
2020-08-10,13.40288
2020-08-11,11.71749
2020-08-12,10.23274
2020-08-13,10.71428
2020-08-14,10.23274
2020-08-15,11.07544
2020-08-16,10.23274
2020-08-17,10.71428
2020-08-18,15.77046
2020-08-19,14.28571
2020-08-20,16.97431
2020-08-21,14.52648
2020-08-22,10.87479
2020-08-23,13.20224
2020-08-24,22.31139
2020-08-25,17.21508
2020-08-26,17.49598
2020-08-27,17.53611
2020-08-28,17.77688
2020-08-29,13.5634
2020-08-30,12.76083
2020-08-31,23.63563
2020-09-01,41.57303
2020-09-02,31.90208
2020-09-03,29.21348
2020-09-04,27.80898
2020-09-05,24.03691
2020-09-06,26.36436
2020-09-07,32.18298
2020-09-08,23.99678
2020-09-09,25.56179
2020-09-10,32.70465
2020-09-11,20.94703
2020-09-12,17.41573
2020-09-13,22.39165
2020-09-14,27.32744
2020-09-15,27.76886
2020-09-16,21.66934
2020-09-17,21.02728
2020-09-18,21.78972
2020-09-19,19.34189
2020-09-20,16.93418
2020-09-21,23.3146
2020-09-22,21.91011
2020-09-23,20.0642
2020-09-24,21.46869
2020-09-25,21.06741
2020-09-26,19.14125
2020-09-27,17.25521
2020-09-28,20.58587
2020-09-29,26.00321
2020-09-30,18.90048
2020-10-01,13.24237
2020-10-02,13.12199
2020-10-03,12.88121
2020-10-04,19.70304
2020-10-05,24.47833
2020-10-06,49.75922
2020-10-07,34.59069
2020-10-08,29.73515
2020-10-09,25.88282
2020-10-10,23.63563
2020-10-11,24.31781
2020-10-12,26.32423
2020-10-13,26.565
2020-10-14,23.51524
2020-10-15,24.39807
2020-10-16,22.67255
2020-10-17,19.5024
2020-10-18,21.30818
2020-10-19,30.45746
2020-10-20,26.44462
2020-10-21,27.00642
2020-10-22,22.55216
2020-10-23,21.34831
2020-10-24,16.8138
2020-10-25,20.74638
2020-10-26,23.23434
2020-10-27,26.48475
2020-10-28,23.47512
2020-10-29,20.66613
2020-10-30,25.72231
2020-10-31,20.82664
2020-11-01,18.41894
2020-11-02,22.43178
2020-11-03,34.63081
2020-11-04,26.04333
2020-11-05,23.71589
2020-11-06,18.90048
2020-11-07,14.96789
2020-11-08,17.61637
2020-11-09,19.70304
2020-11-10,18.61958
2020-11-11,17.13483
2020-11-12,18.01765
2020-11-13,17.93739
2020-11-14,14.28571
2020-11-15,13.96468
2020-11-16,20.3451
2020-11-17,19.38202
2020-11-18,18.98073
2020-11-19,20.3451
2020-11-20,18.65971
2020-11-21,15.24879
2020-11-22,13.72391
2020-11-23,20.14446
2020-11-24,19.26163
2020-11-25,19.34189
2020-11-26,21.66934
2020-11-27,18.90048
2020-11-28,15.6902
2020-11-29,16.69341
2020-11-30,24.7191
2020-12-01,22.63242
2020-12-02,33.14606
2020-12-03,28.37078
2020-12-04,24.19743
2020-12-05,19.30176
2020-12-06,19.10112
2020-12-07,23.95666
2020-12-08,22.83306
2020-12-09,25.84269
2020-12-10,24.23756
2020-12-11,22.99357
2020-12-12,19.46227
2020-12-13,19.86356
2020-12-14,23.0337
2020-12-15,23.11396
2020-12-16,22.71268
2020-12-17,24.39807
2020-12-18,23.3146
2020-12-19,20.26484
2020-12-20,21.95024
2020-12-21,29.89566
2020-12-22,27.08667
2020-12-23,28.08988
2020-12-24,23.5955
2020-12-25,20.86677
2020-12-26,25.80256
2020-12-27,23.07383
2020-12-28,31.82182
2020-12-29,32.74478
2020-12-30,27.88924
2020-12-31,28.21027
2021-01-01,18.73996
2021-01-02,20.98715
2021-01-03,24.59871
2021-01-04,33.30658
2021-01-05,32.10272
2021-01-06,31.26003
2021-01-07,32.70465
2021-01-08,100.0
2021-01-09,67.13483
2021-01-10,55.45746
2021-01-11,57.34349
2021-01-12,46.58908
2021-01-13,48.47512
2021-01-14,48.0337
2021-01-15,42.93739
2021-01-16,36.59711
2021-01-17,36.91813
2021-01-18,47.07062
2021-01-19,47.15088
2021-01-20,46.78972
2021-01-21,56.01926
2021-01-22,40.32905
2021-01-23,39.28571
2021-01-24,38.80417
2021-01-25,41.49277
2021-01-26,43.9406
2021-01-27,39.60674
2021-01-28,41.93418
2021-01-29,38.0016
2021-01-30,33.18619
2021-01-31,33.86837
2021-02-01,40.20866
2021-02-02,38.52327
2021-02-03,34.02889
2021-02-04,35.23274
2021-02-05,34.99197
2021-02-06,32.98555
2021-02-07,24.83948
2021-02-08,30.69823
2021-02-09,30.97913
2021-02-10,29.41412
2021-02-11,87.68057
2021-02-12,68.49919
2021-02-13,51.04333
2021-02-14,47.23113
2021-02-15,55.0963
2021-02-16,51.92616
2021-02-17,44.46227
2021-02-18,41.61316
2021-02-19,36.75762
2021-02-20,35.67415
2021-02-21,34.87158
2021-02-22,43.65971
2021-02-23,39.52648
2021-02-24,38.24237
2021-02-25,36.91813
2021-02-26,34.59069
2021-02-27,32.78491
2021-02-28,30.939
2021-03-01,37.84109
2021-03-02,40.16853
2021-03-03,39.92776
2021-03-04,36.71749
2021-03-05,29.13322
2021-03-06,25.84269
2021-03-07,26.04333
2021-03-08,30.05617
2021-03-09,33.54735
2021-03-10,33.26645
2021-03-11,21.02728
2021-03-12,23.23434
2021-03-13,15.08828
2021-03-14,15.65008
2021-03-15,23.8764
2021-03-16,42.77688
2021-03-17,36.55698
2021-03-18,28.08988
2021-03-19,24.51845
2021-03-20,20.54574
2021-03-21,20.0642
2021-03-22,27.80898
2021-03-23,23.91653
2021-03-24,21.99036
2021-03-25,20.98715
2021-03-26,22.91332
2021-03-27,17.17495
2021-03-28,19.98394
2021-03-29,25.24077
2021-03-30,23.71589
2021-03-31,23.07383
2021-04-01,22.11075
2021-04-02,21.58908
2021-04-03,20.98715
2021-04-04,19.38202
2021-04-05,21.02728
2021-04-06,20.54574
2021-04-07,18.17817
2021-04-08,19.2215
2021-04-09,16.13162
2021-04-10,13.24237
2021-04-11,14.84751
2021-04-12,19.2215
2021-04-13,18.49919
2021-04-14,20.30497
2021-04-15,15.77046
2021-04-16,18.21829
2021-04-17,9.87158
2021-04-18,9.7512
2021-04-19,15.60995
2021-04-20,27.60834
2021-04-21,21.70947
2021-04-22,20.38523
2021-04-23,17.89727
2021-04-24,14.28571
2021-04-25,14.68699
2021-04-26,18.01765
2021-04-27,17.25521
2021-04-28,15.9711
2021-04-29,18.78009
2021-04-30,20.626
2021-05-01,16.8138
2021-05-02,13.52327
2021-05-03,18.01765
2021-05-04,18.45906
2021-05-05,14.84751
2021-05-06,16.5329
2021-05-07,15.12841
2021-05-08,13.04173
2021-05-09,13.08186
2021-05-10,18.05778
2021-05-11,16.57303
2021-05-12,16.33226
2021-05-13,14.1252
2021-05-14,14.52648
2021-05-15,10.55377
2021-05-16,12.84109
2021-05-17,14.92776
2021-05-18,14.64686
2021-05-19,12.92134
2021-05-20,16.8138
2021-05-21,13.2825
2021-05-22,7.66452
2021-05-23,8.66773
2021-05-24,15.16853
2021-05-25,22.39165
2021-05-26,19.26163
2021-05-27,18.13804
2021-05-28,15.73033
2021-05-29,12.11878
2021-05-30,12.19903
2021-05-31,15.12841
2021-06-01,16.69341
2021-06-02,15.12841
2021-06-03,14.60674
2021-06-04,13.92455
2021-06-05,11.71749
2021-06-06,10.99518
2021-06-07,15.65008
2021-06-08,15.85072
2021-06-09,14.96789
2021-06-10,15.20866
2021-06-11,13.48314
2021-06-12,11.47672
2021-06-13,11.07544
2021-06-14,15.4093
2021-06-15,17.17495
2021-06-16,14.40609
2021-06-17,15.24879
2021-06-18,14.48635
2021-06-19,10.47351
2021-06-20,11.19582
2021-06-21,16.97431
2021-06-22,14.80738
2021-06-23,16.61316
2021-06-24,14.52648
2021-06-25,13.68378
2021-06-26,10.99518
2021-06-27,10.95505
2021-06-28,18.17817
2021-06-29,17.3756
2021-06-30,36.43659
2021-07-01,26.2841
2021-07-02,28.00963
2021-07-03,18.41894
2021-07-04,19.66292
2021-07-05,24.67897
2021-07-06,26.2841
2021-07-07,26.12359
2021-07-08,24.55858
2021-07-09,19.46227
2021-07-10,18.57945
2021-07-11,19.14125
2021-07-12,22.11075
2021-07-13,23.11396
2021-07-14,23.75601
2021-07-15,22.91332
2021-07-16,22.31139
2021-07-17,17.01444
2021-07-18,18.13804
2021-07-19,23.95666
2021-07-20,38.5634
2021-07-21,31.01926
2021-07-22,29.73515
2021-07-23,26.60513
2021-07-24,23.67576
2021-07-25,19.30176
2021-07-26,26.48475
2021-07-27,27.08667
2021-07-28,23.67576
2021-07-29,25.36115
2021-07-30,22.7528
2021-07-31,13.16211
2021-08-01,14.08507
2021-08-02,23.95666
2021-08-03,19.30176
2021-08-04,16.41252
2021-08-05,18.13804
2021-08-06,16.93418
2021-08-07,13.72391
2021-08-08,13.88443
2021-08-09,22.83306
2021-08-10,29.77528
2021-08-11,26.16372
2021-08-12,22.63242
2021-08-13,20.74638
2021-08-14,19.2215
2021-08-15,16.252
2021-08-16,17.89727
2021-08-17,20.30497
2021-08-18,20.626
2021-08-19,17.81701
2021-08-20,14.88764
2021-08-21,11.39646
2021-08-22,12.27929
2021-08-23,19.5024
2021-08-24,16.21187
2021-08-25,15.60995
2021-08-26,12.64044
2021-08-27,13.76404
2021-08-28,10.07223
2021-08-29,10.75441
2021-08-30,15.81059
2021-08-31,13.12199
2021-09-01,14.96789
2021-09-02,14.88764
2021-09-03,13.08186
2021-09-04,10.19261
2021-09-05,10.91492
2021-09-06,15.9711
2021-09-07,15.44943
2021-09-08,14.32584
2021-09-09,13.40288
2021-09-10,12.52006
2021-09-11,8.86837
2021-09-12,10.55377
2021-09-13,14.28571
2021-09-14,22.47191
2021-09-15,19.38202
2021-09-16,18.53932
2021-09-17,15.85072
2021-09-18,11.99839
2021-09-19,11.03531
2021-09-20,11.03531
2021-09-21,13.16211
2021-09-22,11.35634
2021-09-23,18.21829
2021-09-24,15.77046
2021-09-25,13.16211
2021-09-26,13.36276
2021-09-27,18.90048
2021-09-28,17.49598
2021-09-29,19.54253
2021-09-30,16.41252
2021-10-01,15.24879
2021-10-02,12.96147
2021-10-03,10.47351
2021-10-04,12.84109
2021-10-05,14.00481
2021-10-06,14.32584
2021-10-07,13.32263
2021-10-08,11.878
2021-10-09,10.91492
2021-10-10,10.15248
2021-10-11,12.4398
2021-10-12,14.00481
2021-10-13,13.0016
2021-10-14,11.19582
2021-10-15,10.43338
2021-10-16,7.62439
2021-10-17,9.34991
2021-10-18,13.08186
2021-10-19,17.6565
2021-10-20,15.04815
2021-10-21,13.20224
2021-10-22,11.99839
2021-10-23,9.1894
2021-10-24,10.35313
2021-10-25,11.95826
2021-10-26,13.0016
2021-10-27,13.40288
2021-10-28,12.47993
2021-10-29,11.95826
2021-10-30,10.71428
2021-10-31,11.15569
2021-11-01,15.12841
2021-11-02,16.41252
2021-11-03,14.24558
2021-11-04,11.75762
2021-11-05,11.35634
2021-11-06,8.82825
2021-11-07,8.6276
2021-11-08,15.32905
2021-11-09,13.2825
2021-11-10,15.6902
2021-11-11,12.64044
2021-11-12,13.60353
2021-11-13,9.39004
2021-11-14,10.07223
2021-11-15,13.76404
2021-11-16,14.76725
2021-11-17,13.76404
2021-11-18,12.60032
2021-11-19,11.83788
2021-11-20,10.75441
2021-11-21,9.7512
2021-11-22,15.48956
2021-11-23,22.03049
2021-11-24,17.93739
2021-11-25,19.74317
2021-11-26,18.37881
2021-11-27,14.60674
2021-11-28,14.68699
2021-11-29,18.82022
2021-11-30,18.86035
2021-12-01,15.36918
2021-12-02,15.65008
2021-12-03,13.5634
2021-12-04,11.27608
2021-12-05,11.67736
2021-12-06,15.00802
2021-12-07,16.41252
2021-12-08,14.72712
2021-12-09,13.44301
2021-12-10,14.1252
2021-12-11,13.36276
2021-12-12,12.23916
2021-12-13,15.16853
2021-12-14,14.44622
2021-12-15,15.36918
2021-12-16,14.80738
2021-12-17,13.04173
2021-12-18,9.43017
2021-12-19,12.60032
2021-12-20,15.48956
2021-12-21,16.49277
2021-12-22,16.09149
2021-12-23,13.20224
2021-12-24,9.7512
2021-12-25,7.86516
2021-12-26,12.07865
2021-12-27,16.89406
2021-12-28,15.6902
2021-12-29,12.23916
2021-12-30,13.60353
2021-12-31,14.76725
2022-01-01,31.34028
2022-01-02,21.91011
2022-01-03,24.83948
2022-01-04,23.3146
2022-01-05,21.78972
2022-01-06,24.23756
2022-01-07,20.26484
2022-01-08,17.21508
2022-01-09,19.66292
2022-01-10,21.14767
2022-01-11,25.16051
2022-01-12,19.34189
2022-01-13,21.10754
2022-01-14,18.57945
2022-01-15,15.77046
2022-01-16,16.57303
2022-01-17,21.58908
2022-01-18,19.86356
2022-01-19,15.08828
2022-01-20,18.41894
2022-01-21,19.7833
2022-01-22,16.49277
2022-01-23,15.32905
2022-01-24,20.66613
2022-01-25,20.70626
2022-01-26,16.8138
2022-01-27,18.73996
2022-01-28,18.21829
2022-01-29,14.84751
2022-01-30,15.00802
2022-01-31,12.7207
2022-02-01,16.29213
2022-02-02,16.69341
2022-02-03,19.58266
2022-02-04,17.45585
2022-02-05,15.73033
2022-02-06,17.41573
2022-02-07,17.41573
2022-02-08,18.13804
2022-02-09,17.41573
2022-02-10,15.44943
2022-02-11,16.61316
2022-02-12,12.35955
2022-02-13,14.52648
2022-02-14,18.13804
2022-02-15,17.13483
2022-02-16,18.05778
2022-02-17,17.05457
2022-02-18,15.24879
2022-02-19,13.44301
2022-02-20,12.47993
2022-02-21,15.28892
2022-02-22,15.36918
2022-02-23,16.17174
2022-02-24,15.20866
2022-02-25,13.12199
2022-02-26,10.35313
2022-02-27,10.83467
2022-02-28,14.1252
2022-03-01,14.52648
2022-03-02,14.20545
2022-03-03,13.04173
2022-03-04,14.00481
2022-03-05,9.1894
2022-03-06,8.70786
2022-03-07,11.91813
2022-03-08,12.80096
2022-03-09,8.9085
2022-03-10,9.67094
2022-03-11,9.39004
2022-03-12,7.18298
2022-03-13,9.02889
2022-03-14,11.11556
2022-03-15,11.75762
2022-03-16,13.2825
2022-03-17,10.5939
2022-03-18,10.99518
2022-03-19,7.66452
2022-03-20,8.9085
2022-03-21,10.95505
2022-03-22,9.83146
2022-03-23,9.43017
2022-03-24,10.23274
2022-03-25,9.67094
2022-03-26,8.14606
2022-03-27,7.26324
2022-03-28,8.82825
2022-03-29,9.06902
2022-03-30,9.26966
2022-03-31,9.43017
2022-04-01,9.67094
2022-04-02,6.70144
2022-04-03,6.30016
2022-04-04,10.5939
2022-04-05,14.60674
2022-04-06,9.95184
2022-04-07,9.06902
2022-04-08,6.5008
2022-04-09,5.97913
2022-04-10,6.54093
2022-04-11,9.91171
2022-04-12,10.5939
2022-04-13,8.38683
2022-04-14,9.39004
2022-04-15,10.19261
2022-04-16,5.81861
2022-04-17,8.02568
2022-04-18,9.14927
2022-04-19,7.90529
2022-04-20,7.82504
2022-04-21,8.02568
2022-04-22,6.66131
2022-04-23,5.13643
2022-04-24,5.53772
2022-04-25,6.82182
2022-04-26,7.78491
2022-04-27,7.62439
2022-04-28,7.46388
2022-04-29,6.66131
2022-04-30,5.57784
2022-05-01,7.90529
2022-05-02,8.18619
2022-05-03,8.38683
2022-05-04,8.70786
2022-05-05,5.17656
2022-05-06,7.62439
2022-05-07,4.61476
2022-05-08,5.29695
2022-05-09,9.10914
2022-05-10,9.02889
2022-05-11,9.22953
2022-05-12,6.74157
2022-05-13,6.05939
2022-05-14,4.49438
2022-05-15,5.41733
2022-05-16,7.0626
2022-05-17,8.50722
2022-05-18,7.34349
2022-05-19,6.70144
2022-05-20,6.01926
2022-05-21,4.01284
2022-05-22,4.73515
2022-05-23,9.79133
2022-05-24,7.94542
2022-05-25,6.82182
2022-05-26,9.02889
2022-05-27,6.54093
2022-05-28,4.57463
2022-05-29,5.05617
2022-05-30,6.94221
2022-05-31,7.90529
2022-06-01,7.30337
2022-06-02,7.98555
2022-06-03,6.09951
2022-06-04,4.65489
2022-06-05,4.29373
2022-06-06,4.49438
2022-06-07,6.34028
2022-06-08,5.49759
2022-06-09,5.73836
2022-06-10,6.66131
2022-06-11,3.81219
2022-06-12,3.85232
2022-06-13,5.45746
2022-06-14,6.13964
2022-06-15,6.05939
2022-06-16,7.10272
2022-06-17,6.74157
2022-06-18,3.89245
2022-06-19,5.3772
2022-06-20,8.86837
2022-06-21,7.38362
2022-06-22,8.74799
2022-06-23,7.50401
2022-06-24,6.17977
2022-06-25,4.77528
2022-06-26,6.01926
2022-06-27,8.74799
2022-06-28,8.18619
2022-06-29,6.46067
2022-06-30,7.94542
2022-07-01,11.71749
2022-07-02,7.82504
2022-07-03,8.50722
2022-07-04,11.31621
2022-07-05,9.95184
2022-07-06,9.22953
2022-07-07,7.94542
2022-07-08,8.66773
2022-07-09,5.69823
2022-07-10,5.49759
2022-07-11,9.14927
2022-07-12,7.78491
2022-07-13,7.66452
2022-07-14,9.10914
2022-07-15,6.5008
2022-07-16,4.33386
2022-07-17,5.21669
2022-07-18,8.3467
2022-07-19,6.86195
2022-07-20,7.62439
2022-07-21,7.54414
2022-07-22,10.27287
2022-07-23,6.30016
2022-07-24,6.13964
2022-07-25,8.02568
2022-07-26,7.22311
2022-07-27,7.02247
2022-07-28,6.62118
2022-07-29,6.17977
2022-07-30,4.8154
2022-07-31,5.77849
2022-08-01,18.41894
2022-08-02,11.03531
2022-08-03,11.15569
2022-08-04,9.51043
2022-08-05,8.50722
2022-08-06,7.14285
2022-08-07,7.14285
2022-08-08,8.70786
2022-08-09,9.30979
2022-08-10,9.26966
2022-08-11,8.46709
2022-08-12,6.01926
2022-08-13,5.939
2022-08-14,5.21669
2022-08-15,6.5008
2022-08-16,8.06581
2022-08-17,8.94863
2022-08-18,8.94863
2022-08-19,6.94221
2022-08-20,5.77849
2022-08-21,5.21669
2022-08-22,7.98555
2022-08-23,7.14285
2022-08-24,9.63081
2022-08-25,6.46067
2022-08-26,5.85874
2022-08-27,4.21348
2022-08-28,5.61797
2022-08-29,6.13964
2022-08-30,6.90208
2022-08-31,7.66452
2022-09-01,9.79133
2022-09-02,6.54093
2022-09-03,4.89566
2022-09-04,5.21669
2022-09-05,8.66773
2022-09-06,6.94221
2022-09-07,6.17977
2022-09-08,5.33707
2022-09-09,3.89245
2022-09-10,2.9695
2022-09-11,3.97271
2022-09-12,4.33386
2022-09-13,6.30016
2022-09-14,5.13643
2022-09-15,4.45425
2022-09-16,4.33386
2022-09-17,3.33065
2022-09-18,3.2504
2022-09-19,5.01605
2022-09-20,5.45746
2022-09-21,5.25682
2022-09-22,5.3772
2022-09-23,4.69502
2022-09-24,2.36757
2022-09-25,3.17014
2022-09-26,4.25361
2022-09-27,4.33386
2022-09-28,4.97592
2022-09-29,4.77528
2022-09-30,4.45425
2022-10-01,4.77528
2022-10-02,3.85232
2022-10-03,4.29373
2022-10-04,6.62118
2022-10-05,6.05939
2022-10-06,5.77849
2022-10-07,5.21669
2022-10-08,3.61155
2022-10-09,3.77207
2022-10-10,4.13322
2022-10-11,5.49759
2022-10-12,5.13643
2022-10-13,4.8154
2022-10-14,5.17656
2022-10-15,3.2504
2022-10-16,3.69181
2022-10-17,5.21669
2022-10-18,6.54093
2022-10-19,5.61797
2022-10-20,6.09951
2022-10-21,5.97913
2022-10-22,3.45104
2022-10-23,4.33386
2022-10-24,5.73836
2022-10-25,3.81219
2022-10-26,4.53451
2022-10-27,3.61155
2022-10-28,2.6886
2022-10-29,3.13001
2022-10-30,2.36757
2022-10-31,4.93579
2022-11-01,8.66773
2022-11-02,6.82182
2022-11-03,6.62118
2022-11-04,5.73836
2022-11-05,4.29373
2022-11-06,3.97271
2022-11-07,6.62118
2022-11-08,6.34028
2022-11-09,5.33707
2022-11-10,5.6581
2022-11-11,5.0963
2022-11-12,3.17014
2022-11-13,2.88924
2022-11-14,4.8154
2022-11-15,4.57463
2022-11-16,4.65489
2022-11-17,4.45425
2022-11-18,4.97592
2022-11-19,4.05296
2022-11-20,4.37399
2022-11-21,5.61797
2022-11-22,5.33707
2022-11-23,5.45746
2022-11-24,4.25361
2022-11-25,4.69502
2022-11-26,3.29052
2022-11-27,3.73194
2022-11-28,5.49759
2022-11-29,5.0963
2022-11-30,4.01284
2022-12-01,5.0963
2022-12-02,5.33707
2022-12-03,3.61155
2022-12-04,3.04975
2022-12-05,5.25682
2022-12-06,4.73515
2022-12-07,3.65168
2022-12-08,4.93579
2022-12-09,4.17335
2022-12-10,3.33065
2022-12-11,2.80898
2022-12-12,4.69502
2022-12-13,4.49438
2022-12-14,4.29373
2022-12-15,4.05296
2022-12-16,3.57142
2022-12-17,2.6886
2022-12-18,2.76886
2022-12-19,4.09309
2022-12-20,4.57463
2022-12-21,4.65489
2022-12-22,4.85553
2022-12-23,3.45104
2022-12-24,3.13001
2022-12-25,3.33065
2022-12-26,4.17335
2022-12-27,4.29373
2022-12-28,5.57784
2022-12-29,4.45425
2022-12-30,3.13001
2022-12-31,2.24719
2023-01-01,8.86837
2023-01-02,9.43017
2023-01-03,7.78491
2023-01-04,7.82504
2023-01-05,7.14285
2023-01-06,6.94221
2023-01-07,6.42054
2023-01-08,5.73836
2023-01-09,6.58105
2023-01-10,6.90208
2023-01-11,6.26003
2023-01-12,6.54093
2023-01-13,5.25682
2023-01-14,5.17656
2023-01-15,6.17977
2023-01-16,7.02247
2023-01-17,5.97913
2023-01-18,6.05939
2023-01-19,5.939
2023-01-20,7.0626
2023-01-21,5.21669
2023-01-22,4.49438
2023-01-23,5.25682
2023-01-24,5.41733
2023-01-25,6.5008
2023-01-26,5.53772
2023-01-27,5.29695
2023-01-28,3.89245
2023-01-29,4.53451
2023-01-30,5.89887
2023-01-31,5.41733
2023-02-01,9.34991
2023-02-02,7.54414
2023-02-03,7.58426
2023-02-04,5.57784
2023-02-05,6.82182
2023-02-06,7.62439
2023-02-07,6.86195
2023-02-08,8.30658
2023-02-09,7.78491
2023-02-10,5.57784
2023-02-11,5.57784
2023-02-12,5.53772
2023-02-13,6.86195
2023-02-14,6.70144
2023-02-15,7.42375
2023-02-16,5.57784
2023-02-17,4.45425
2023-02-18,5.05617
2023-02-19,5.57784
2023-02-20,7.54414
2023-02-21,5.939
2023-02-22,7.42375
2023-02-23,6.7817
2023-02-24,6.2199
2023-02-25,6.13964
2023-02-26,6.58105
2023-02-27,7.34349
2023-02-28,6.58105
2023-03-01,8.54735
2023-03-02,9.43017
2023-03-03,6.90208
2023-03-04,7.14285
2023-03-05,5.73836
2023-03-06,7.70465
2023-03-07,6.7817
2023-03-08,7.42375
2023-03-09,6.66131
2023-03-10,6.2199
2023-03-11,3.89245
2023-03-12,4.69502
2023-03-13,5.53772
2023-03-14,6.05939
2023-03-15,5.05617
2023-03-16,5.97913
2023-03-17,5.81861
2023-03-18,4.41412
2023-03-19,5.33707
2023-03-20,7.0626
2023-03-21,6.30016
2023-03-22,6.26003
2023-03-23,5.41733
2023-03-24,4.49438
2023-03-25,3.49117
2023-03-26,3.04975
2023-03-27,5.21669
2023-03-28,5.21669
2023-03-29,4.01284
2023-03-30,4.73515
2023-03-31,4.13322
2023-04-01,4.41412
2023-04-02,4.69502
2023-04-03,6.74157
2023-04-04,7.02247
2023-04-05,6.38041
2023-04-06,5.57784
2023-04-07,4.89566
2023-04-08,3.81219
2023-04-09,3.08988
2023-04-10,5.05617
2023-04-11,4.69502
2023-04-12,4.97592
2023-04-13,4.13322
2023-04-14,4.17335
2023-04-15,2.9695
2023-04-16,3.00963
2023-04-17,3.61155
2023-04-18,4.01284
2023-04-19,4.61476
2023-04-20,4.45425
2023-04-21,4.45425
2023-04-22,2.64847
2023-04-23,3.61155
2023-04-24,4.17335
2023-04-25,5.05617
2023-04-26,4.33386
2023-04-27,4.89566
2023-04-28,3.13001
2023-04-29,3.04975
2023-04-30,3.69181
2023-05-01,6.54093
2023-05-02,6.90208
2023-05-03,6.01926
2023-05-04,4.73515
2023-05-05,4.17335
2023-05-06,3.73194
2023-05-07,4.13322
2023-05-08,4.25361
2023-05-09,4.53451
2023-05-10,5.97913
2023-05-11,4.37399
2023-05-12,4.53451
2023-05-13,4.21348
2023-05-14,4.01284
2023-05-15,6.54093
2023-05-16,4.97592
2023-05-17,7.14285
2023-05-18,6.01926
2023-05-19,5.89887
2023-05-20,4.8154
2023-05-21,5.13643
2023-05-22,5.77849
2023-05-23,4.89566
2023-05-24,4.77528
2023-05-25,4.41412
2023-05-26,4.05296
2023-05-27,3.69181
2023-05-28,3.69181
2023-05-29,3.37078
