date,네이버주식시세
2020-08-06,71.28252
2020-08-07,74.72118
2020-08-08,12.17472
2020-08-09,9.9907
2020-08-10,68.26208
2020-08-11,67.23977
2020-08-12,65.52044
2020-08-13,68.02973
2020-08-14,55.99442
2020-08-15,9.20074
2020-08-16,7.15613
2020-08-17,12.08178
2020-08-18,73.09479
2020-08-19,67.56505
2020-08-20,69.37732
2020-08-21,74.07063
2020-08-22,11.15241
2020-08-23,6.73791
2020-08-24,61.80297
2020-08-25,62.77881
2020-08-26,74.02416
2020-08-27,77.18401
2020-08-28,73.83828
2020-08-29,10.36245
2020-08-30,14.68401
2020-08-31,79.22862
2020-09-01,68.86617
2020-09-02,66.68215
2020-09-03,64.12639
2020-09-04,62.45353
2020-09-05,10.45539
2020-09-06,8.59665
2020-09-07,65.33457
2020-09-08,68.63382
2020-09-09,65.93866
2020-09-10,61.52416
2020-09-11,54.04275
2020-09-12,9.52602
2020-09-13,7.71375
2020-09-14,61.84944
2020-09-15,66.49628
2020-09-16,62.08178
2020-09-17,58.87546
2020-09-18,56.08736
2020-09-19,7.89962
2020-09-20,7.342
2020-09-21,59.01486
2020-09-22,55.4368
2020-09-23,63.10408
2020-09-24,58.41078
2020-09-25,52.46282
2020-09-26,7.99256
2020-09-27,6.41263
2020-09-28,56.13382
2020-09-29,43.35501
2020-09-30,6.18029
2020-10-01,5.01858
2020-10-02,6.59851
2020-10-03,5.4368
2020-10-04,6.04089
2020-10-05,46.42193
2020-10-06,53.99628
2020-10-07,48.2342
2020-10-08,46.93308
2020-10-09,9.20074
2020-10-10,6.3197
2020-10-11,5.85501
2020-10-12,45.44609
2020-10-13,43.68029
2020-10-14,45.81784
2020-10-15,44.47026
2020-10-16,42.28624
2020-10-17,6.36617
2020-10-18,5.20446
2020-10-19,42.47211
2020-10-20,43.35501
2020-10-21,44.09851
2020-10-22,38.01115
2020-10-23,35.45539
2020-10-24,5.39033
2020-10-25,5.29739
2020-10-26,37.5
2020-10-27,42.70446
2020-10-28,44.79553
2020-10-29,44.51672
2020-10-30,39.26579
2020-10-31,5.11152
2020-11-01,5.20446
2020-11-02,37.03531
2020-11-03,38.56877
2020-11-04,50.37174
2020-11-05,47.53717
2020-11-06,46.93308
2020-11-07,6.13382
2020-11-08,5.66914
2020-11-09,42.98327
2020-11-10,48.32713
2020-11-11,48.14126
2020-11-12,41.58921
2020-11-13,38.28996
2020-11-14,6.50557
2020-11-15,4.08921
2020-11-16,39.17286
2020-11-17,37.82527
2020-11-18,43.16914
2020-11-19,38.89405
2020-11-20,35.68773
2020-11-21,5.01858
2020-11-22,4.08921
2020-11-23,40.47397
2020-11-24,42.0539
2020-11-25,42.42565
2020-11-26,41.3104
2020-11-27,41.26394
2020-11-28,7.89962
2020-11-29,7.15613
2020-11-30,41.07806
2020-12-01,46.09665
2020-12-02,47.3513
2020-12-03,54.46096
2020-12-04,64.21933
2020-12-05,9.66542
2020-12-06,9.52602
2020-12-07,57.52788
2020-12-08,52.0446
2020-12-09,54.46096
2020-12-10,51.48698
2020-12-11,52.18401
2020-12-12,9.52602
2020-12-13,9.15427
2020-12-14,55.52973
2020-12-15,46.18959
2020-12-16,44.51672
2020-12-17,41.91449
2020-12-18,39.07992
2020-12-19,7.38847
2020-12-20,5.85501
2020-12-21,47.16542
2020-12-22,54.50743
2020-12-23,48.42007
2020-12-24,42.33271
2020-12-25,8.59665
2020-12-26,6.64498
2020-12-27,6.41263
2020-12-28,42.47211
2020-12-29,46.70074
2020-12-30,55.62267
2020-12-31,18.44795
2021-01-01,11.6171
2021-01-02,10.17657
2021-01-03,10.31598
2021-01-04,57.29553
2021-01-05,54.27509
2021-01-06,63.24349
2021-01-07,59.57249
2021-01-08,98.00185
2021-01-09,23.09479
2021-01-10,16.58921
2021-01-11,100.0
2021-01-12,74.34944
2021-01-13,81.83085
2021-01-14,76.0223
2021-01-15,65.52044
2021-01-16,12.54646
2021-01-17,9.20074
2021-01-18,66.54275
2021-01-19,63.24349
2021-01-20,59.75836
2021-01-21,71.97955
2021-01-22,89.4052
2021-01-23,13.66171
2021-01-24,11.05947
2021-01-25,75.32527
2021-01-26,64.4052
2021-01-27,66.26394
2021-01-28,71.74721
2021-01-29,67.65799
2021-01-30,10.26951
2021-01-31,8.13197
2021-02-01,56.69144
2021-02-02,64.26579
2021-02-03,59.75836
2021-02-04,53.15985
2021-02-05,55.71561
2021-02-06,10.8736
2021-02-07,6.97026
2021-02-08,48.04832
2021-02-09,49.2565
2021-02-10,49.07063
2021-02-11,8.87546
2021-02-12,6.64498
2021-02-13,9.89776
2021-02-14,8.9684
2021-02-15,68.58736
2021-02-16,89.4052
2021-02-17,75.92936
2021-02-18,66.68215
2021-02-19,66.49628
2021-02-20,12.87174
2021-02-21,11.01301
2021-02-22,66.63568
2021-02-23,64.12639
2021-02-24,64.59107
2021-02-25,61.43122
2021-02-26,61.24535
2021-02-27,11.71003
2021-02-28,25.65055
2021-03-01,13.56877
2021-03-02,58.87546
2021-03-03,59.15427
2021-03-04,54.73977
2021-03-05,53.53159
2021-03-06,9.66542
2021-03-07,14.4052
2021-03-08,52.32342
2021-03-09,57.38847
2021-03-10,51.53345
2021-03-11,56.59851
2021-03-12,53.71747
2021-03-13,11.10594
2021-03-14,10.26951
2021-03-15,51.53345
2021-03-16,45.63197
2021-03-17,45.95724
2021-03-18,60.13011
2021-03-19,55.39033
2021-03-20,11.47769
2021-03-21,9.61895
2021-03-22,54.36802
2021-03-23,53.53159
2021-03-24,52.74163
2021-03-25,42.14684
2021-03-26,39.31226
2021-03-27,7.85315
2021-03-28,4.97211
2021-03-29,43.58736
2021-03-30,42.14684
2021-03-31,45.26022
2021-04-01,39.45167
2021-04-02,38.38289
2021-04-03,7.94609
2021-04-04,5.52973
2021-04-05,41.21747
2021-04-06,50.88289
2021-04-07,43.44795
2021-04-08,31.59851
2021-04-09,30.52973
2021-04-10,5.25092
2021-04-11,4.46096
2021-04-12,36.94237
2021-04-13,34.43308
2021-04-14,36.05947
2021-04-15,38.47583
2021-04-16,33.31784
2021-04-17,5.71561
2021-04-18,4.6933
2021-04-19,30.34386
2021-04-20,28.94981
2021-04-21,25.97583
2021-04-22,24.34944
2021-04-23,25.04646
2021-04-24,4.04275
2021-04-25,3.71747
2021-04-26,24.72118
2021-04-27,26.20817
2021-04-28,25.88289
2021-04-29,30.5762
2021-04-30,29.04275
2021-05-01,6.50557
2021-05-02,4.41449
2021-05-03,29.13568
2021-05-04,29.6933
2021-05-05,9.71189
2021-05-06,30.06505
2021-05-07,25.69702
2021-05-08,4.60037
2021-05-09,5.01858
2021-05-10,28.76394
2021-05-11,37.5
2021-05-12,34.80483
2021-05-13,32.342
2021-05-14,30.4368
2021-05-15,3.94981
2021-05-16,6.18029
2021-05-17,32.06319
2021-05-18,29.5539
2021-05-19,7.342
2021-05-20,30.80855
2021-05-21,37.26765
2021-05-22,8.64312
2021-05-23,8.27137
2021-05-24,33.73605
2021-05-25,32.342
2021-05-26,37.26765
2021-05-27,38.38289
2021-05-28,37.68587
2021-05-29,9.29368
2021-05-30,7.10966
2021-05-31,31.36617
2021-06-01,32.62081
2021-06-02,34.57249
2021-06-03,32.01672
2021-06-04,31.59851
2021-06-05,7.06319
2021-06-06,8.17843
2021-06-07,36.43122
2021-06-08,35.13011
2021-06-09,31.50557
2021-06-10,43.12267
2021-06-11,40.14869
2021-06-12,9.47955
2021-06-13,7.80669
2021-06-14,54.18215
2021-06-15,51.99814
2021-06-16,50.1394
2021-06-17,48.69888
2021-06-18,58.13197
2021-06-19,10.92007
2021-06-20,9.52602
2021-06-21,53.25278
2021-06-22,50.55762
2021-06-23,78.71747
2021-06-24,84.15427
2021-06-25,61.94237
2021-06-26,8.55018
2021-06-27,7.24907
2021-06-28,52.83457
2021-06-29,45.67843
2021-06-30,53.62453
2021-07-01,47.81598
2021-07-02,42.75092
2021-07-03,6.55204
2021-07-04,5.66914
2021-07-05,42.28624
2021-07-06,41.72862
2021-07-07,45.16728
2021-07-08,51.25464
2021-07-09,48.79182
2021-07-10,9.1078
2021-07-11,7.2026
2021-07-12,38.56877
2021-07-13,58.45724
2021-07-14,50.51115
2021-07-15,46.88661
2021-07-16,50.69702
2021-07-17,6.83085
2021-07-18,7.66728
2021-07-19,47.16542
2021-07-20,43.54089
2021-07-21,45.81784
2021-07-22,46.70074
2021-07-23,47.25836
2021-07-24,8.36431
2021-07-25,6.92379
2021-07-26,42.61152
2021-07-27,44.74907
2021-07-28,35.50185
2021-07-29,38.47583
2021-07-30,32.89962
2021-07-31,7.342
2021-08-01,5.4368
2021-08-02,34.66542
2021-08-03,35.8736
2021-08-04,40.2881
2021-08-05,41.12453
2021-08-06,38.28996
2021-08-07,6.97026
2021-08-08,5.85501
2021-08-09,37.26765
2021-08-10,36.52416
2021-08-11,32.94609
2021-08-12,33.50371
2021-08-13,30.34386
2021-08-14,4.73977
2021-08-15,3.34572
2021-08-16,6.27323
2021-08-17,30.48327
2021-08-18,28.48513
2021-08-19,29.64684
2021-08-20,29.50743
2021-08-21,5.20446
2021-08-22,3.57806
2021-08-23,32.89962
2021-08-24,31.73791
2021-08-25,28.25278
2021-08-26,26.81226
2021-08-27,22.3513
2021-08-28,3.94981
2021-08-29,3.62453
2021-08-30,23.28066
2021-08-31,25.78996
2021-09-01,27.97397
2021-09-02,26.34758
2021-09-03,27.18401
2021-09-04,5.99442
2021-09-05,5.71561
2021-09-06,27.9275
2021-09-07,20.86431
2021-09-08,41.21747
2021-09-09,41.40334
2021-09-10,43.02973
2021-09-11,5.4368
2021-09-12,4.22862
2021-09-13,31.92379
2021-09-14,30.71561
2021-09-15,29.08921
2021-09-16,27.55576
2021-09-17,23.51301
2021-09-18,4.64684
2021-09-19,2.64869
2021-09-20,2.18401
2021-09-21,2.32342
2021-09-22,2.55576
2021-09-23,25.04646
2021-09-24,25.18587
2021-09-25,3.76394
2021-09-26,2.41635
2021-09-27,22.81598
2021-09-28,21.23605
2021-09-29,24.72118
2021-09-30,23.04832
2021-10-01,19.14498
2021-10-02,3.02044
2021-10-03,2.88104
2021-10-04,4.83271
2021-10-05,24.44237
2021-10-06,26.39405
2021-10-07,26.11524
2021-10-08,23.46654
2021-10-09,5.20446
2021-10-10,3.15985
2021-10-11,5.39033
2021-10-12,24.07063
2021-10-13,17.89033
2021-10-14,23.65241
2021-10-15,26.62639
2021-10-16,5.01858
2021-10-17,3.39219
2021-10-18,25.55762
2021-10-19,25.69702
2021-10-20,26.11524
2021-10-21,27.36988
2021-10-22,22.90892
2021-10-23,3.671
2021-10-24,3.34572
2021-10-25,26.0223
2021-10-26,25.37174
2021-10-27,24.58178
2021-10-28,23.32713
2021-10-29,20.81784
2021-10-30,4.64684
2021-10-31,2.36988
2021-11-01,23.28066
2021-11-02,23.18773
2021-11-03,21.84014
2021-11-04,25.74349
2021-11-05,24.86059
2021-11-06,3.99628
2021-11-07,3.39219
2021-11-08,23.04832
2021-11-09,26.48698
2021-11-10,23.14126
2021-11-11,26.25464
2021-11-12,23.60594
2021-11-13,4.32156
2021-11-14,3.76394
2021-11-15,26.11524
2021-11-16,23.69888
2021-11-17,29.92565
2021-11-18,20.49256
2021-11-19,19.842
2021-11-20,4.04275
2021-11-21,3.8104
2021-11-22,22.81598
2021-11-23,19.23791
2021-11-24,24.30297
2021-11-25,23.46654
2021-11-26,22.95539
2021-11-27,4.92565
2021-11-28,3.39219
2021-11-29,23.97769
2021-11-30,26.11524
2021-12-01,26.16171
2021-12-02,24.58178
2021-12-03,22.67657
2021-12-04,4.64684
2021-12-05,3.15985
2021-12-06,25.18587
2021-12-07,25.0
2021-12-08,25.37174
2021-12-09,26.25464
2021-12-10,20.81784
2021-12-11,3.20631
2021-12-12,4.04275
2021-12-13,22.95539
2021-12-14,21.18959
2021-12-15,22.21189
2021-12-16,17.56505
2021-12-17,19.09851
2021-12-18,2.74163
2021-12-19,1.85873
2021-12-20,16.77509
2021-12-21,17.42565
2021-12-22,14.91635
2021-12-23,15.84572
2021-12-24,19.56319
2021-12-25,6.64498
2021-12-26,5.20446
2021-12-27,22.25836
2021-12-28,19.65613
2021-12-29,19.56319
2021-12-30,20.30669
2021-12-31,9.94423
2022-01-01,4.41449
2022-01-02,3.57806
2022-01-03,23.69888
2022-01-04,19.79553
2022-01-05,19.7026
2022-01-06,23.55947
2022-01-07,23.2342
2022-01-08,4.97211
2022-01-09,4.27509
2022-01-10,24.86059
2022-01-11,24.95353
2022-01-12,28.02044
2022-01-13,26.76579
2022-01-14,25.1394
2022-01-15,6.55204
2022-01-16,5.80855
2022-01-17,24.62825
2022-01-18,21.93308
2022-01-19,24.1171
2022-01-20,26.06877
2022-01-21,24.76765
2022-01-22,3.8104
2022-01-23,4.60037
2022-01-24,23.14126
2022-01-25,25.65055
2022-01-26,23.00185
2022-01-27,26.48698
2022-01-28,27.41635
2022-01-29,6.50557
2022-01-30,5.25092
2022-01-31,4.46096
2022-02-01,5.20446
2022-02-02,6.41263
2022-02-03,27.41635
2022-02-04,20.67843
2022-02-05,5.71561
2022-02-06,4.41449
2022-02-07,22.39776
2022-02-08,18.30855
2022-02-09,21.32899
2022-02-10,22.58364
2022-02-11,21.37546
2022-02-12,6.04089
2022-02-13,2.9275
2022-02-14,19.05204
2022-02-15,17.89033
2022-02-16,21.28252
2022-02-17,19.98141
2022-02-18,20.16728
2022-02-19,4.36802
2022-02-20,4.08921
2022-02-21,21.4684
2022-02-22,22.72304
2022-02-23,22.02602
2022-02-24,23.14126
2022-02-25,23.65241
2022-02-26,5.76208
2022-02-27,4.27509
2022-02-28,19.74907
2022-03-01,5.52973
2022-03-02,20.16728
2022-03-03,21.05018
2022-03-04,18.49442
2022-03-05,5.85501
2022-03-06,4.50743
2022-03-07,22.81598
2022-03-08,20.63197
2022-03-09,4.6933
2022-03-10,30.71561
2022-03-11,26.67286
2022-03-12,6.22676
2022-03-13,5.29739
2022-03-14,29.08921
2022-03-15,25.46468
2022-03-16,23.79182
2022-03-17,29.73977
2022-03-18,28.25278
2022-03-19,3.25278
2022-03-20,3.43866
2022-03-21,23.46654
2022-03-22,24.02416
2022-03-23,25.04646
2022-03-24,21.6078
2022-03-25,18.21561
2022-03-26,3.25278
2022-03-27,3.02044
2022-03-28,18.72676
2022-03-29,17.79739
2022-03-30,20.86431
2022-03-31,16.72862
2022-04-01,16.49628
2022-04-02,3.39219
2022-04-03,2.41635
2022-04-04,18.26208
2022-04-05,18.44795
2022-04-06,17.61152
2022-04-07,18.16914
2022-04-08,20.35315
2022-04-09,4.64684
2022-04-10,3.48513
2022-04-11,19.23791
2022-04-12,18.0762
2022-04-13,21.70074
2022-04-14,20.39962
2022-04-15,18.16914
2022-04-16,2.23048
2022-04-17,3.06691
2022-04-18,19.7026
2022-04-19,18.0762
2022-04-20,18.40148
2022-04-21,18.49442
2022-04-22,18.72676
2022-04-23,4.6933
2022-04-24,2.69516
2022-04-25,19.74907
2022-04-26,24.86059
2022-04-27,23.93122
2022-04-28,23.32713
2022-04-29,21.14312
2022-04-30,4.04275
2022-05-01,3.57806
2022-05-02,17.0539
2022-05-03,16.72862
2022-05-04,16.54275
2022-05-05,6.04089
2022-05-06,18.91263
2022-05-07,3.671
2022-05-08,3.57806
2022-05-09,17.70446
2022-05-10,17.51858
2022-05-11,17.79739
2022-05-12,19.56319
2022-05-13,18.44795
2022-05-14,3.15985
2022-05-15,2.18401
2022-05-16,19.05204
2022-05-17,16.35687
2022-05-18,19.56319
2022-05-19,19.28438
2022-05-20,21.09665
2022-05-21,4.60037
2022-05-22,3.57806
2022-05-23,18.35501
2022-05-24,19.47026
2022-05-25,19.88847
2022-05-26,20.02788
2022-05-27,19.93494
2022-05-28,4.64684
2022-05-29,3.39219
2022-05-30,19.88847
2022-05-31,21.56133
2022-06-01,5.66914
2022-06-02,18.30855
2022-06-03,19.60966
2022-06-04,4.13568
2022-06-05,3.06691
2022-06-06,3.48513
2022-06-07,18.30855
2022-06-08,18.40148
2022-06-09,17.33271
2022-06-10,16.171
2022-06-11,3.671
2022-06-12,4.36802
2022-06-13,22.39776
2022-06-14,25.60408
2022-06-15,21.37546
2022-06-16,27.32342
2022-06-17,17.9368
2022-06-18,3.71747
2022-06-19,3.53159
2022-06-20,20.21375
2022-06-21,21.84014
2022-06-22,23.42007
2022-06-23,25.65055
2022-06-24,25.37174
2022-06-25,5.90148
2022-06-26,4.92565
2022-06-27,26.53345
2022-06-28,23.28066
2022-06-29,22.30483
2022-06-30,22.30483
2022-07-01,21.32899
2022-07-02,5.52973
2022-07-03,4.87918
2022-07-04,21.37546
2022-07-05,25.1394
2022-07-06,24.34944
2022-07-07,25.18587
2022-07-08,26.25464
2022-07-09,5.39033
2022-07-10,3.34572
2022-07-11,24.1171
2022-07-12,23.93122
2022-07-13,22.4907
2022-07-14,19.98141
2022-07-15,24.07063
2022-07-16,4.46096
2022-07-17,4.08921
2022-07-18,29.27509
2022-07-19,24.76765
2022-07-20,27.36988
2022-07-21,29.50743
2022-07-22,22.30483
2022-07-23,5.20446
2022-07-24,2.9275
2022-07-25,25.55762
2022-07-26,23.42007
2022-07-27,25.0
2022-07-28,27.74163
2022-07-29,30.29739
2022-07-30,6.36617
2022-07-31,3.71747
2022-08-01,23.04832
2022-08-02,23.28066
2022-08-03,27.13754
2022-08-04,35.03717
2022-08-05,31.13382
2022-08-06,6.22676
2022-08-07,4.50743
2022-08-08,26.0223
2022-08-09,28.43866
2022-08-10,23.2342
2022-08-11,29.04275
2022-08-12,27.83457
2022-08-13,4.64684
2022-08-14,3.90334
2022-08-15,4.6933
2022-08-16,24.1171
2022-08-17,23.32713
2022-08-18,22.72304
2022-08-19,22.76951
2022-08-20,4.6933
2022-08-21,3.29925
2022-08-22,23.32713
2022-08-23,24.34944
2022-08-24,22.76951
2022-08-25,23.46654
2022-08-26,22.4907
2022-08-27,4.73977
2022-08-28,3.15985
2022-08-29,24.30297
2022-08-30,26.53345
2022-08-31,22.90892
2022-09-01,21.56133
2022-09-02,21.32899
2022-09-03,5.06505
2022-09-04,2.13754
2022-09-05,21.4684
2022-09-06,20.53903
2022-09-07,23.79182
2022-09-08,21.84014
2022-09-09,4.50743
2022-09-10,3.39219
2022-09-11,3.11338
2022-09-12,4.5539
2022-09-13,30.11152
2022-09-14,27.88104
2022-09-15,23.74535
2022-09-16,23.60594
2022-09-17,4.32156
2022-09-18,5.99442
2022-09-19,26.39405
2022-09-20,20.5855
2022-09-21,18.49442
2022-09-22,19.23791
2022-09-23,18.72676
2022-09-24,2.64869
2022-09-25,1.71933
2022-09-26,24.67472
2022-09-27,19.00557
2022-09-28,20.35315
2022-09-29,19.98141
2022-09-30,21.51486
2022-10-01,4.6933
2022-10-02,2.83457
2022-10-03,8.9684
2022-10-04,37.73234
2022-10-05,34.1078
2022-10-06,30.01858
2022-10-07,27.23048
2022-10-08,6.73791
2022-10-09,4.04275
2022-10-10,7.342
2022-10-11,28.71747
2022-10-12,24.16356
2022-10-13,27.36988
2022-10-14,28.43866
2022-10-15,10.22304
2022-10-16,6.73791
2022-10-17,37.87174
2022-10-18,33.13197
2022-10-19,31.27323
2022-10-20,25.65055
2022-10-21,27.64869
2022-10-22,7.24907
2022-10-23,5.48327
2022-10-24,25.88289
2022-10-25,25.09293
2022-10-26,27.60223
2022-10-27,26.9052
2022-10-28,24.58178
2022-10-29,4.73977
2022-10-30,3.34572
2022-10-31,27.36988
2022-11-01,31.04089
2022-11-02,32.01672
2022-11-03,28.76394
2022-11-04,28.20631
2022-11-05,5.01858
2022-11-06,4.22862
2022-11-07,26.81226
2022-11-08,31.55204
2022-11-09,36.57063
2022-11-10,31.3197
2022-11-11,45.86431
2022-11-12,9.38661
2022-11-13,6.64498
2022-11-14,35.82713
2022-11-15,34.15427
2022-11-16,33.2249
2022-11-17,33.59665
2022-11-18,28.02044
2022-11-19,5.90148
2022-11-20,4.04275
2022-11-21,26.67286
2022-11-22,23.88475
2022-11-23,27.9275
2022-11-24,26.20817
2022-11-25,23.04832
2022-11-26,5.29739
2022-11-27,3.48513
2022-11-28,22.4907
2022-11-29,23.2342
2022-11-30,26.48698
2022-12-01,29.18215
2022-12-02,27.13754
2022-12-03,4.64684
2022-12-04,4.5539
2022-12-05,31.18029
2022-12-06,25.74349
2022-12-07,22.67657
2022-12-08,23.79182
2022-12-09,25.65055
2022-12-10,5.4368
2022-12-11,4.13568
2022-12-12,22.44423
2022-12-13,23.42007
2022-12-14,24.67472
2022-12-15,25.69702
2022-12-16,24.81412
2022-12-17,5.11152
2022-12-18,2.7881
2022-12-19,22.21189
2022-12-20,23.60594
2022-12-21,20.63197
2022-12-22,21.97955
2022-12-23,20.81784
2022-12-24,4.87918
2022-12-25,2.88104
2022-12-26,21.88661
2022-12-27,19.93494
2022-12-28,22.72304
2022-12-29,21.6078
2022-12-30,14.07992
2022-12-31,4.32156
2023-01-01,3.76394
2023-01-02,23.46654
2023-01-03,22.30483
2023-01-04,25.1394
2023-01-05,25.37174
2023-01-06,25.1394
2023-01-07,6.08736
2023-01-08,5.01858
2023-01-09,33.55018
2023-01-10,29.36802
2023-01-11,29.46096
2023-01-12,30.62267
2023-01-13,30.76208
2023-01-14,7.71375
2023-01-15,5.5762
2023-01-16,32.71375
2023-01-17,28.76394
2023-01-18,27.41635
2023-01-19,26.81226
2023-01-20,22.4907
2023-01-21,4.32156
2023-01-22,3.90334
2023-01-23,5.29739
2023-01-24,5.52973
2023-01-25,33.9684
2023-01-26,33.31784
2023-01-27,39.77695
2023-01-28,7.80669
2023-01-29,7.24907
2023-01-30,35.78066
2023-01-31,33.36431
2023-02-01,31.73791
2023-02-02,36.05947
2023-02-03,42.79739
2023-02-04,10.22304
2023-02-05,7.62081
2023-02-06,38.10408
2023-02-07,36.66356
2023-02-08,42.75092
2023-02-09,46.09665
2023-02-10,39.5446
2023-02-11,6.92379
2023-02-12,6.22676
2023-02-13,41.49628
2023-02-14,38.66171
2023-02-15,32.10966
2023-02-16,36.66356
2023-02-17,27.46282
2023-02-18,5.4368
2023-02-19,4.27509
2023-02-20,31.55204
2023-02-21,31.13382
2023-02-22,26.71933
2023-02-23,27.7881
2023-02-24,26.71933
2023-02-25,5.25092
2023-02-26,3.94981
2023-02-27,30.94795
2023-02-28,26.39405
2023-03-01,6.41263
2023-03-02,27.7881
2023-03-03,25.97583
2023-03-04,5.25092
2023-03-05,3.99628
2023-03-06,29.18215
2023-03-07,28.15985
2023-03-08,26.0223
2023-03-09,28.06691
2023-03-10,25.1394
2023-03-11,5.48327
2023-03-12,3.71747
2023-03-13,30.62267
2023-03-14,26.81226
2023-03-15,26.71933
2023-03-16,25.55762
2023-03-17,25.23234
2023-03-18,3.671
2023-03-19,3.71747
2023-03-20,26.06877
2023-03-21,25.1394
2023-03-22,25.09293
2023-03-23,26.0223
2023-03-24,22.95539
2023-03-25,3.8104
2023-03-26,3.39219
2023-03-27,22.21189
2023-03-28,23.2342
2023-03-29,22.44423
2023-03-30,22.63011
2023-03-31,25.37174
2023-04-01,4.73977
2023-04-02,3.94981
2023-04-03,23.28066
2023-04-04,23.18773
2023-04-05,24.02416
2023-04-06,23.97769
2023-04-07,22.4907
2023-04-08,4.6933
2023-04-09,3.11338
2023-04-10,26.0223
2023-04-11,25.74349
2023-04-12,24.34944
2023-04-13,22.11895
2023-04-14,21.00371
2023-04-15,5.29739
2023-04-16,2.88104
2023-04-17,18.9591
2023-04-18,20.16728
2023-04-19,22.25836
2023-04-20,20.02788
2023-04-21,19.14498
2023-04-22,3.90334
2023-04-23,2.74163
2023-04-24,19.14498
2023-04-25,22.30483
2023-04-26,18.58736
2023-04-27,20.7249
2023-04-28,21.14312
2023-04-29,5.5762
2023-04-30,2.41635
2023-05-01,7.43494
2023-05-02,19.33085
2023-05-03,17.00743
2023-05-04,16.40334
2023-05-05,5.29739
2023-05-06,3.15985
2023-05-07,3.71747
2023-05-08,24.02416
2023-05-09,24.07063
2023-05-10,22.72304
2023-05-11,22.25836
2023-05-12,21.6078
2023-05-13,4.18215
2023-05-14,3.25278
2023-05-15,23.14126
2023-05-16,21.4684
2023-05-17,20.7249
2023-05-18,19.79553
2023-05-19,24.2565
2023-05-20,4.41449
2023-05-21,3.29925
2023-05-22,25.18587
2023-05-23,22.11895
2023-05-24,21.84014
2023-05-25,22.53717
2023-05-26,20.7249
2023-05-27,5.15799
2023-05-28,3.8104
2023-05-29,5.76208
