date,수익
2020-03-20,69.57831
2020-03-21,43.07228
2020-03-22,45.78313
2020-03-23,81.6265
2020-03-24,82.53012
2020-03-25,84.03614
2020-03-26,90.96385
2020-03-27,81.02409
2020-03-28,53.01204
2020-03-29,55.12048
2020-03-30,87.04819
2020-03-31,98.19277
2020-04-01,87.04819
2020-04-02,87.9518
2020-04-03,79.21686
2020-04-04,56.3253
2020-04-05,54.81927
2020-04-06,87.9518
2020-04-07,96.98795
2020-04-08,85.84337
2020-04-09,72.89156
2020-04-10,78.01204
2020-04-11,46.08433
2020-04-12,51.20481
2020-04-13,95.18072
2020-04-14,77.10843
2020-04-15,48.19277
2020-04-16,74.39759
2020-04-17,80.42168
2020-04-18,41.86746
2020-04-19,55.12048
2020-04-20,91.26506
2020-04-21,97.28915
2020-04-22,91.56626
2020-04-23,87.34939
2020-04-24,89.15662
2020-04-25,40.36144
2020-04-26,47.59036
2020-04-27,84.93975
2020-04-28,83.13253
2020-04-29,78.31325
2020-04-30,55.12048
2020-05-01,50.3012
2020-05-02,44.2771
2020-05-03,42.46987
2020-05-04,68.67469
2020-05-05,52.71084
2020-05-06,92.16867
2020-05-07,87.6506
2020-05-08,75.3012
2020-05-09,48.79518
2020-05-10,56.6265
2020-05-11,78.31325
2020-05-12,80.42168
2020-05-13,75.0
2020-05-14,70.48192
2020-05-15,69.87951
2020-05-16,41.86746
2020-05-17,42.16867
2020-05-18,73.49397
2020-05-19,83.13253
2020-05-20,76.50602
2020-05-21,69.2771
2020-05-22,69.2771
2020-05-23,47.59036
2020-05-24,39.15662
2020-05-25,66.86746
2020-05-26,79.51807
2020-05-27,81.6265
2020-05-28,77.10843
2020-05-29,68.67469
2020-05-30,41.56626
2020-05-31,46.08433
2020-06-01,75.90361
2020-06-02,83.13253
2020-06-03,78.61445
2020-06-04,71.68674
2020-06-05,71.08433
2020-06-06,40.96385
2020-06-07,57.22891
2020-06-08,72.28915
2020-06-09,81.3253
2020-06-10,78.01204
2020-06-11,81.3253
2020-06-12,76.50602
2020-06-13,46.98795
2020-06-14,52.10843
2020-06-15,71.68674
2020-06-16,78.01204
2020-06-17,76.50602
2020-06-18,69.57831
2020-06-19,65.96385
2020-06-20,42.16867
2020-06-21,37.04819
2020-06-22,75.90361
2020-06-23,86.74698
2020-06-24,78.01204
2020-06-25,70.78313
2020-06-26,67.46987
2020-06-27,43.37349
2020-06-28,38.55421
2020-06-29,73.19277
2020-06-30,72.59036
2020-07-01,60.84337
2020-07-02,67.46987
2020-07-03,54.21686
2020-07-04,38.55421
2020-07-05,37.6506
2020-07-06,61.74698
2020-07-07,67.77108
2020-07-08,74.09638
2020-07-09,72.89156
2020-07-10,63.55421
2020-07-11,34.33734
2020-07-12,41.56626
2020-07-13,63.55421
2020-07-14,66.86746
2020-07-15,65.66265
2020-07-16,55.72289
2020-07-17,54.81927
2020-07-18,31.6265
2020-07-19,40.96385
2020-07-20,59.03614
2020-07-21,62.04819
2020-07-22,62.6506
2020-07-23,71.08433
2020-07-24,60.84337
2020-07-25,29.81927
2020-07-26,38.55421
2020-07-27,56.3253
2020-07-28,61.14457
2020-07-29,58.13253
2020-07-30,65.06024
2020-07-31,63.25301
2020-08-01,30.42168
2020-08-02,38.25301
2020-08-03,51.80722
2020-08-04,56.92771
2020-08-05,67.46987
2020-08-06,60.54216
2020-08-07,52.71084
2020-08-08,31.02409
2020-08-09,26.20481
2020-08-10,60.84337
2020-08-11,69.57831
2020-08-12,56.6265
2020-08-13,64.15662
2020-08-14,54.51807
2020-08-15,25.90361
2020-08-16,28.61445
2020-08-17,33.43373
2020-08-18,56.3253
2020-08-19,66.26506
2020-08-20,54.51807
2020-08-21,55.12048
2020-08-22,35.84337
2020-08-23,35.84337
2020-08-24,48.49397
2020-08-25,59.63855
2020-08-26,75.3012
2020-08-27,65.06024
2020-08-28,62.9518
2020-08-29,37.6506
2020-08-30,39.15662
2020-08-31,59.93975
2020-09-01,70.78313
2020-09-02,79.21686
2020-09-03,82.22891
2020-09-04,69.57831
2020-09-05,41.86746
2020-09-06,43.37349
2020-09-07,81.3253
2020-09-08,84.33734
2020-09-09,78.01204
2020-09-10,87.04819
2020-09-11,76.80722
2020-09-12,42.46987
2020-09-13,57.83132
2020-09-14,75.6024
2020-09-15,67.16867
2020-09-16,80.12048
2020-09-17,78.31325
2020-09-18,73.19277
2020-09-19,54.21686
2020-09-20,57.53012
2020-09-21,60.84337
2020-09-22,86.14457
2020-09-23,65.06024
2020-09-24,71.08433
2020-09-25,63.55421
2020-09-26,40.36144
2020-09-27,52.71084
2020-09-28,64.45783
2020-09-29,59.93975
2020-09-30,34.93975
2020-10-01,34.03614
2020-10-02,31.3253
2020-10-03,31.92771
2020-10-04,38.25301
2020-10-05,65.06024
2020-10-06,78.01204
2020-10-07,76.50602
2020-10-08,71.08433
2020-10-09,48.19277
2020-10-10,39.75903
2020-10-11,48.79518
2020-10-12,75.3012
2020-10-13,77.10843
2020-10-14,81.02409
2020-10-15,72.28915
2020-10-16,62.34939
2020-10-17,51.20481
2020-10-18,50.3012
2020-10-19,74.69879
2020-10-20,87.04819
2020-10-21,70.48192
2020-10-22,79.81927
2020-10-23,65.36144
2020-10-24,46.98795
2020-10-25,43.37349
2020-10-26,66.26506
2020-10-27,73.49397
2020-10-28,71.68674
2020-10-29,78.91566
2020-10-30,58.43373
2020-10-31,40.66265
2020-11-01,40.36144
2020-11-02,56.3253
2020-11-03,70.18072
2020-11-04,64.15662
2020-11-05,67.16867
2020-11-06,62.9518
2020-11-07,40.66265
2020-11-08,33.73493
2020-11-09,75.0
2020-11-10,70.48192
2020-11-11,68.9759
2020-11-12,68.37349
2020-11-13,60.54216
2020-11-14,30.12048
2020-11-15,37.6506
2020-11-16,68.67469
2020-11-17,73.79518
2020-11-18,76.80722
2020-11-19,74.39759
2020-11-20,59.33734
2020-11-21,36.14457
2020-11-22,40.96385
2020-11-23,58.43373
2020-11-24,70.48192
2020-11-25,81.02409
2020-11-26,70.48192
2020-11-27,62.34939
2020-11-28,37.9518
2020-11-29,43.9759
2020-11-30,75.90361
2020-12-01,73.19277
2020-12-02,69.87951
2020-12-03,66.56626
2020-12-04,69.2771
2020-12-05,40.66265
2020-12-06,50.0
2020-12-07,79.81927
2020-12-08,90.06024
2020-12-09,71.98795
2020-12-10,83.73493
2020-12-11,72.59036
2020-12-12,41.26506
2020-12-13,45.78313
2020-12-14,76.20481
2020-12-15,69.87951
2020-12-16,65.66265
2020-12-17,62.6506
2020-12-18,66.26506
2020-12-19,42.16867
2020-12-20,40.36144
2020-12-21,71.08433
2020-12-22,63.85542
2020-12-23,59.93975
2020-12-24,51.50602
2020-12-25,30.12048
2020-12-26,34.63855
2020-12-27,31.6265
2020-12-28,68.07228
2020-12-29,62.34939
2020-12-30,69.2771
2020-12-31,50.6024
2021-01-01,37.9518
2021-01-02,38.55421
2021-01-03,38.85542
2021-01-04,74.69879
2021-01-05,73.79518
