date,리츠투자
2020-03-20,1.3327
2020-03-21,1.04264
2020-03-22,1.14455
2020-03-23,1.30918
2020-03-24,1.72467
2020-03-25,1.67764
2020-03-26,1.8501
2020-03-27,2.21856
2020-03-28,1.6306
2020-03-29,1.56788
2020-03-30,1.72467
2020-03-31,1.64628
2020-04-01,1.54437
2020-04-02,1.60708
2020-04-03,1.14455
2020-04-04,1.04264
2020-04-05,1.48165
2020-04-06,1.56005
2020-04-07,1.3719
2020-04-08,3.19065
2020-04-09,1.83443
2020-04-10,1.41894
2020-04-11,1.22295
2020-04-12,1.42677
2020-04-13,1.4111
2020-04-14,1.61492
2020-04-15,1.3719
2020-04-16,1.42677
2020-04-17,1.57572
2020-04-18,1.27783
2020-04-19,1.34054
2020-04-20,1.52869
2020-04-21,1.2935
2020-04-22,1.39542
2020-04-23,1.23079
2020-04-24,1.24647
2020-04-25,1.59924
2020-04-26,1.45029
2020-04-27,1.50517
2020-04-28,1.34054
2020-04-29,1.39542
2020-04-30,1.48165
2020-05-01,1.12104
2020-05-02,1.074
2020-05-03,0.95641
2020-05-04,100.0
2020-05-05,3.40232
2020-05-06,2.65757
2020-05-07,2.07745
2020-05-08,2.28911
2020-05-09,1.48165
2020-05-10,1.52869
2020-05-11,4.7115
2020-05-12,1.99905
2020-05-13,1.93634
2020-05-14,1.26999
2020-05-15,0.90153
2020-05-16,0.79178
2020-05-17,4.18626
2020-05-18,3.48855
2020-05-19,2.41455
2020-05-20,2.1872
2020-05-21,2.38319
2020-05-22,1.63844
2020-05-23,1.13671
2020-05-24,1.44245
2020-05-25,1.3327
2020-05-26,1.47381
2020-05-27,1.4111
2020-05-28,1.49733
2020-05-29,1.30918
2020-05-30,0.85449
2020-05-31,1.12888
2020-06-01,1.35622
2020-06-02,1.21511
2020-06-03,3.22985
2020-06-04,2.1872
2020-06-05,1.99905
2020-06-06,1.56005
2020-06-07,1.52085
2020-06-08,2.11665
2020-06-09,2.32831
2020-06-10,2.06961
2020-06-11,2.30479
2020-06-12,1.57572
2020-06-13,0.87017
2020-06-14,1.17591
2020-06-15,1.50517
2020-06-16,1.47381
2020-06-17,1.45813
2020-06-18,1.80307
2020-06-19,1.75603
2020-06-20,1.0348
2020-06-21,1.09752
2020-06-22,1.17591
2020-06-23,1.28566
2020-06-24,1.19943
2020-06-25,1.18375
2020-06-26,0.94857
2020-06-27,0.8153
2020-06-28,1.01128
2020-06-29,1.56788
2020-06-30,1.06616
2020-07-01,1.52085
2020-07-02,1.32486
2020-07-03,1.2935
2020-07-04,0.94857
2020-07-05,1.21511
2020-07-06,1.77171
2020-07-07,1.87362
2020-07-08,1.82659
2020-07-09,1.74035
2020-07-10,1.16807
2020-07-11,2.51646
2020-07-12,3.21417
2020-07-13,2.56349
2020-07-14,2.10097
2020-07-15,2.17936
2020-07-16,2.23424
2020-07-17,2.13232
2020-07-18,1.45029
2020-07-19,6.23236
2020-07-20,2.99466
2020-07-21,2.95547
2020-07-22,2.46942
2020-07-23,1.95202
2020-07-24,1.77171
2020-07-25,1.46597
2020-07-26,1.4111
2020-07-27,2.09313
2020-07-28,2.17152
2020-07-29,1.70116
2020-07-30,1.81091
2020-07-31,1.52869
2020-08-01,1.30134
2020-08-02,1.37974
2020-08-03,1.70899
2020-08-04,2.24992
2020-08-05,2.72028
2020-08-06,2.62621
2020-08-07,2.36751
2020-08-08,1.23863
2020-08-09,4.16274
2020-08-10,3.36312
2020-08-11,3.27688
2020-08-12,2.69677
2020-08-13,2.24992
2020-08-14,1.91282
2020-08-15,1.54437
2020-08-16,2.64189
2020-08-17,2.50078
2020-08-18,2.41455
2020-08-19,2.39103
2020-08-20,2.16368
2020-08-21,1.98338
2020-08-22,1.41894
2020-08-23,1.63844
2020-08-24,2.06961
2020-08-25,2.33615
2020-08-26,2.53214
2020-08-27,2.05393
2020-08-28,1.93634
2020-08-29,1.70899
2020-08-30,2.10097
2020-08-31,2.41455
2020-09-01,2.62621
2020-09-02,2.17936
2020-09-03,2.19504
2020-09-04,1.76387
2020-09-05,1.69332
2020-09-06,2.06961
2020-09-07,2.17936
2020-09-08,1.79523
2020-09-09,1.6698
2020-09-10,1.88146
2020-09-11,3.28472
2020-09-12,1.69332
2020-09-13,3.51207
2020-09-14,2.12449
2020-09-15,2.01473
2020-09-16,1.95986
2020-09-17,1.56005
2020-09-18,3.19849
2020-09-19,1.43461
2020-09-20,1.16807
2020-09-21,1.49733
2020-09-22,4.42144
2020-09-23,2.27343
2020-09-24,1.47381
2020-09-25,1.12104
2020-09-26,0.89369
2020-09-27,1.39542
2020-09-28,1.24647
2020-09-29,1.24647
2020-09-30,0.95641
2020-10-01,1.3327
2020-10-02,1.1132
2020-10-03,1.14455
2020-10-04,1.51301
2020-10-05,1.79523
2020-10-06,1.8893
2020-10-07,1.58356
2020-10-08,1.40326
2020-10-09,1.2935
2020-10-10,1.66196
2020-10-11,2.05393
2020-10-12,1.88146
2020-10-13,1.56788
2020-10-14,1.65412
2020-10-15,1.66196
2020-10-16,1.62276
2020-10-17,1.12888
2020-10-18,1.16807
2020-10-19,1.59924
2020-10-20,1.62276
2020-10-21,2.57917
2020-10-22,1.6698
2020-10-23,3.57478
2020-10-24,1.41894
2020-10-25,1.81875
2020-10-26,1.60708
2020-10-27,1.80307
2020-10-28,1.62276
2020-10-29,1.44245
2020-10-30,1.19159
2020-10-31,0.94857
2020-11-01,1.19943
2020-11-02,1.21511
2020-11-03,1.23863
2020-11-04,1.25431
2020-11-05,1.08184
2020-11-06,1.19943
2020-11-07,1.05048
2020-11-08,0.94857
2020-11-09,1.53653
2020-11-10,1.58356
2020-11-11,1.49733
2020-11-12,1.71683
2020-11-13,1.58356
2020-11-14,0.94073
2020-11-15,1.12104
2020-11-16,2.31263
2020-11-17,2.46942
2020-11-18,1.74819
2020-11-19,1.80307
2020-11-20,1.74819
2020-11-21,1.49733
2020-11-22,1.42677
2020-11-23,1.66196
2020-11-24,1.80307
2020-11-25,1.80307
2020-11-26,3.87268
2020-11-27,2.33615
2020-11-28,4.02947
2020-11-29,3.12793
2020-11-30,2.94763
2020-12-01,2.95547
2020-12-02,4.2333
2020-12-03,3.12793
2020-12-04,2.50078
2020-12-05,2.10881
2020-12-06,1.9285
2020-12-07,3.05738
2020-12-08,3.37096
2020-12-09,2.28911
2020-12-10,2.07745
2020-12-11,2.14016
2020-12-12,1.4111
2020-12-13,1.52869
2020-12-14,1.82659
2020-12-15,2.59485
2020-12-16,2.39887
2020-12-17,2.31263
2020-12-18,2.148
2020-12-19,2.17152
2020-12-20,2.20288
2020-12-21,2.54782
2020-12-22,2.51646
2020-12-23,2.63405
2020-12-24,2.19504
2020-12-25,1.2935
2020-12-26,1.52085
2020-12-27,1.73251
2020-12-28,2.15584
2020-12-29,2.36751
2020-12-30,2.62621
2020-12-31,3.07306
2021-01-01,3.34744
2021-01-02,4.29601
2021-01-03,4.30385
2021-01-04,4.30385
2021-01-05,4.02163
2021-01-06,3.50423
2021-01-07,4.00595
2021-01-08,3.74725
2021-01-09,2.95547
2021-01-10,4.53904
2021-01-11,3.52775
2021-01-12,3.21417
2021-01-13,3.50423
2021-01-14,3.80213
2021-01-15,3.06522
2021-01-16,2.7438
2021-01-17,2.41455
2021-01-18,2.90843
2021-01-19,2.29695
2021-01-20,2.77516
2021-01-21,2.86139
2021-01-22,2.47726
2021-01-23,1.93634
2021-01-24,2.35183
2021-01-25,2.57917
2021-01-26,2.79084
2021-01-27,2.56349
2021-01-28,2.21072
2021-01-29,1.99121
2021-01-30,1.5914
2021-01-31,1.69332
2021-02-01,1.84227
2021-02-02,2.73596
2021-02-03,2.90843
2021-02-04,3.01818
2021-02-05,2.63405
2021-02-06,1.9285
2021-02-07,2.33615
2021-02-08,2.25776
2021-02-09,2.64189
2021-02-10,11.5867
2021-02-11,5.98149
2021-02-12,4.36657
2021-02-13,2.72812
2021-02-14,3.21417
2021-02-15,3.90404
2021-02-16,4.12354
2021-02-17,3.8962
2021-02-18,2.80652
2021-02-19,2.68893
2021-02-20,2.2656
2021-02-21,3.19849
2021-02-22,3.26904
2021-02-23,2.64973
2021-02-24,2.31263
2021-02-25,2.40671
2021-02-26,1.94418
2021-02-27,2.32831
2021-02-28,2.09313
2021-03-01,2.12449
2021-03-02,2.37535
2021-03-03,2.81436
2021-03-04,2.68893
2021-03-05,2.17936
2021-03-06,2.17152
2021-03-07,2.25776
2021-03-08,2.00689
2021-03-09,2.13232
2021-03-10,2.60269
2021-03-11,3.08874
2021-03-12,4.37441
2021-03-13,2.93979
2021-03-14,2.39887
2021-03-15,2.41455
2021-03-16,2.69677
2021-03-17,3.05738
2021-03-18,2.21072
2021-03-19,3.13577
2021-03-20,2.23424
2021-03-21,1.82659
2021-03-22,2.16368
2021-03-23,2.68109
2021-03-24,2.11665
2021-03-25,2.32831
2021-03-26,2.4459
2021-03-27,2.19504
