date,1돈
2020-03-20,16.95114
2020-03-21,11.86972
2020-03-22,11.14381
2020-03-23,13.7728
2020-03-24,14.42024
2020-03-25,14.02785
2020-03-26,12.06592
2020-03-27,11.47733
2020-03-28,10.06474
2020-03-29,9.94702
2020-03-30,11.77163
2020-03-31,11.45772
2020-04-01,10.41789
2020-04-02,10.6337
2020-04-03,10.22169
2020-04-04,9.63311
2020-04-05,9.29958
2020-04-06,12.14439
2020-04-07,11.14381
2020-04-08,13.73356
2020-04-09,11.32038
2020-04-10,13.59623
2020-04-11,10.26093
2020-04-12,21.89523
2020-04-13,22.03256
2020-04-14,19.77633
2020-04-15,11.12419
2020-04-16,14.24367
2020-04-17,14.04747
2020-04-18,12.98803
2020-04-19,11.69315
2020-04-20,12.30135
2020-04-21,13.98862
2020-04-22,14.22405
2020-04-23,13.24308
2020-04-24,15.26388
2020-04-25,12.47792
2020-04-26,12.36021
2020-04-27,20.52187
2020-04-28,14.12595
2020-04-29,12.4583
2020-04-30,10.82989
2020-05-01,10.7318
2020-05-02,11.59505
2020-05-03,11.41848
2020-05-04,12.30135
2020-05-05,11.45772
2020-05-06,14.87149
2020-05-07,11.73239
2020-05-08,12.06592
2020-05-09,10.98685
2020-05-10,8.96605
2020-05-11,9.94702
2020-05-12,9.57425
2020-05-13,10.7318
2020-05-14,10.51598
2020-05-15,10.57484
2020-05-16,10.57484
2020-05-17,8.8091
2020-05-18,15.57779
2020-05-19,17.22581
2020-05-20,12.30135
2020-05-21,11.06533
2020-05-22,11.08495
2020-05-23,9.45654
2020-05-24,9.75083
2020-05-25,12.06592
2020-05-26,10.41789
2020-05-27,11.30076
2020-05-28,11.26152
2020-05-29,10.92799
2020-05-30,10.04512
2020-05-31,9.20149
2020-06-01,10.61408
2020-06-02,11.55581
2020-06-03,10.20207
2020-06-04,9.96664
2020-06-05,9.73121
2020-06-06,8.94643
2020-06-07,9.53502
2020-06-08,9.37806
2020-06-09,10.33941
2020-06-10,11.30076
2020-06-11,10.22169
2020-06-12,10.14322
2020-06-13,9.39768
2020-06-14,10.96723
2020-06-15,12.96841
2020-06-16,11.20266
2020-06-17,9.75083
2020-06-18,9.65273
2020-06-19,9.75083
2020-06-20,9.63311
2020-06-21,8.67176
2020-06-22,13.63547
2020-06-23,11.65391
2020-06-24,9.98626
2020-06-25,11.32038
2020-06-26,9.63311
2020-06-27,10.82989
2020-06-28,7.71041
2020-06-29,10.33941
2020-06-30,10.49637
2020-07-01,12.47792
2020-07-02,14.36138
2020-07-03,11.79124
2020-07-04,10.7318
2020-07-05,13.38041
2020-07-06,16.51952
2020-07-07,11.90896
2020-07-08,13.83166
2020-07-09,13.38041
2020-07-10,12.0463
2020-07-11,11.34
2020-07-12,11.96782
2020-07-13,16.14675
2020-07-14,30.72395
2020-07-15,21.44398
2020-07-16,13.69432
2020-07-17,13.2627
2020-07-18,13.22346
2020-07-19,11.69315
2020-07-20,12.67412
2020-07-21,11.90896
2020-07-22,20.12948
2020-07-23,21.26741
2020-07-24,28.84049
2020-07-25,37.31606
2020-07-26,16.48028
2020-07-27,28.23229
2020-07-28,38.86599
2020-07-29,41.65195
2020-07-30,19.12889
2020-07-31,17.48087
2020-08-01,14.89111
2020-08-02,14.26329
2020-08-03,13.969
2020-08-04,13.04689
2020-08-05,36.17814
2020-08-06,19.5409
2020-08-07,16.75495
2020-08-08,15.53855
2020-08-09,13.02727
2020-08-10,15.02844
2020-08-11,15.00882
2020-08-12,24.44575
2020-08-13,14.81263
2020-08-14,11.71277
2020-08-15,12.14439
2020-08-16,11.2419
2020-08-17,10.04512
2020-08-18,14.43986
2020-08-19,12.32097
2020-08-20,10.79066
2020-08-21,11.71277
2020-08-22,9.86855
2020-08-23,9.61349
2020-08-24,11.75201
2020-08-25,12.14439
2020-08-26,10.22169
2020-08-27,11.06533
2020-08-28,10.92799
2020-08-29,8.82872
2020-08-30,9.43692
2020-08-31,10.81028
2020-09-01,11.35962
2020-09-02,10.06474
2020-09-03,10.84951
2020-09-04,13.28232
2020-09-05,10.35903
2020-09-06,11.35962
2020-09-07,12.26211
2020-09-08,10.77104
2020-09-09,10.28055
2020-09-10,10.30017
2020-09-11,10.24131
2020-09-12,10.81028
2020-09-13,9.90778
2020-09-14,10.88875
2020-09-15,11.41848
2020-09-16,10.6337
2020-09-17,10.04512
2020-09-18,10.43751
2020-09-19,9.57425
2020-09-20,8.84834
2020-09-21,11.02609
2020-09-22,9.16225
2020-09-23,10.61408
2020-09-24,10.82989
2020-09-25,13.02727
2020-09-26,9.24072
2020-09-27,7.80851
2020-09-28,10.35903
2020-09-29,8.88758
2020-09-30,9.86855
2020-10-01,11.88934
2020-10-02,8.96605
2020-10-03,8.67176
2020-10-04,7.67117
2020-10-05,10.5356
2020-10-06,10.28055
2020-10-07,10.45713
2020-10-08,10.00588
2020-10-09,8.94643
2020-10-10,8.41671
2020-10-11,7.82813
2020-10-12,10.14322
2020-10-13,9.84893
2020-10-14,10.5356
2020-10-15,9.86855
2020-10-16,9.00529
2020-10-17,8.02432
2020-10-18,7.90661
2020-10-19,9.73121
2020-10-20,10.79066
2020-10-21,9.80969
2020-10-22,9.39768
2020-10-23,9.84893
2020-10-24,8.47557
2020-10-25,8.53443
2020-10-26,9.84893
2020-10-27,10.65332
2020-10-28,10.61408
2020-10-29,9.96664
2020-10-30,10.77104
2020-10-31,8.43633
2020-11-01,8.65214
2020-11-02,10.0255
2020-11-03,8.51481
2020-11-04,9.12301
2020-11-05,8.92681
2020-11-06,11.35962
2020-11-07,9.59387
2020-11-08,9.10339
2020-11-09,10.65332
2020-11-10,12.4583
2020-11-11,10.69256
2020-11-12,9.47616
2020-11-13,8.96605
2020-11-14,8.16166
2020-11-15,8.12242
2020-11-16,10.33941
2020-11-17,9.37806
2020-11-18,10.00588
2020-11-19,8.92681
2020-11-20,10.35903
2020-11-21,10.7318
2020-11-22,8.49519
2020-11-23,9.75083
2020-11-24,9.39768
2020-11-25,10.94761
2020-11-26,10.37865
2020-11-27,10.35903
2020-11-28,10.94761
2020-11-29,8.41671
2020-11-30,10.98685
2020-12-01,11.10457
2020-12-02,13.79242
2020-12-03,11.79124
2020-12-04,11.65391
2020-12-05,10.59446
2020-12-06,12.26211
2020-12-07,13.18422
2020-12-08,11.75201
2020-12-09,12.94879
2020-12-10,12.36021
2020-12-11,11.41848
2020-12-12,11.39886
2020-12-13,8.9072
2020-12-14,10.88875
2020-12-15,11.61467
2020-12-16,10.69256
2020-12-17,10.31979
2020-12-18,12.0463
2020-12-19,10.0255
2020-12-20,8.98567
2020-12-21,11.26152
2020-12-22,12.36021
2020-12-23,11.92858
2020-12-24,12.26211
2020-12-25,9.3192
2020-12-26,10.84951
2020-12-27,9.63311
2020-12-28,11.37924
2020-12-29,14.26329
2020-12-30,13.32156
2020-12-31,13.7728
2021-01-01,14.40062
2021-01-02,12.28173
2021-01-03,13.00765
2021-01-04,14.69491
2021-01-05,13.40003
2021-01-06,14.45948
2021-01-07,11.45772
2021-01-08,11.55581
2021-01-09,20.38453
2021-01-10,16.06827
2021-01-11,15.00882
2021-01-12,15.14616
2021-01-13,13.08612
2021-01-14,14.91073
2021-01-15,13.71394
2021-01-16,15.20502
2021-01-17,21.32627
2021-01-18,13.89052
2021-01-19,13.3608
2021-01-20,13.67471
2021-01-21,12.28173
2021-01-22,12.53678
2021-01-23,13.45889
2021-01-24,12.34059
2021-01-25,13.53737
2021-01-26,13.14498
2021-01-27,11.28114
2021-01-28,11.02609
2021-01-29,13.10574
2021-01-30,11.00647
2021-01-31,10.77104
2021-02-01,12.85069
2021-02-02,14.65567
2021-02-03,11.90896
2021-02-04,11.18304
2021-02-05,11.73239
2021-02-06,11.88934
2021-02-07,11.49695
2021-02-08,11.88934
2021-02-09,12.41907
2021-02-10,13.2627
2021-02-11,12.08554
2021-02-12,15.04806
2021-02-13,13.28232
2021-02-14,12.22287
2021-02-15,12.47792
2021-02-16,12.22287
2021-02-17,12.16401
2021-02-18,12.75259
2021-02-19,18.52069
2021-02-20,15.06768
2021-02-21,15.10692
2021-02-22,14.24367
2021-02-23,13.3608
2021-02-24,12.02668
2021-02-25,12.53678
2021-02-26,12.67412
2021-02-27,11.10457
2021-02-28,12.18363
2021-03-01,10.5356
2021-03-02,11.08495
2021-03-03,12.34059
2021-03-04,12.75259
2021-03-05,13.83166
2021-03-06,12.96841
2021-03-07,12.51716
2021-03-08,13.59623
2021-03-09,12.26211
2021-03-10,11.61467
2021-03-11,11.26152
2021-03-12,13.51775
2021-03-13,12.61526
2021-03-14,11.83048
2021-03-15,11.59505
2021-03-16,10.26093
2021-03-17,11.4381
2021-03-18,10.88875
2021-03-19,10.94761
2021-03-20,12.10515
2021-03-21,9.35844
2021-03-22,10.81028
2021-03-23,9.5154
2021-03-24,9.47616
2021-03-25,10.7318
2021-03-26,9.86855
2021-03-27,10.30017
2021-03-28,9.27996
2021-03-29,9.90778
2021-03-30,9.96664
2021-03-31,10.77104
2021-04-01,9.18187
2021-04-02,10.45713
2021-04-03,11.39886
2021-04-04,11.04571
2021-04-05,10.84951
2021-04-06,10.35903
2021-04-07,9.94702
2021-04-08,10.16284
2021-04-09,10.33941
2021-04-10,10.31979
2021-04-11,9.3192
2021-04-12,10.59446
2021-04-13,10.94761
2021-04-14,10.5356
2021-04-15,11.06533
2021-04-16,9.94702
2021-04-17,11.06533
2021-04-18,9.5154
2021-04-19,10.30017
2021-04-20,10.22169
2021-04-21,10.49637
2021-04-22,10.31979
2021-04-23,13.92976
2021-04-24,10.75142
2021-04-25,11.26152
2021-04-26,12.87031
2021-04-27,11.20266
2021-04-28,12.24249
2021-04-29,11.2419
2021-04-30,11.57543
2021-05-01,12.85069
2021-05-02,13.75318
2021-05-03,13.14498
2021-05-04,12.14439
2021-05-05,10.14322
2021-05-06,13.12536
2021-05-07,12.0463
2021-05-08,13.2627
2021-05-09,10.39827
2021-05-10,10.96723
2021-05-11,10.10398
2021-05-12,10.20207
2021-05-13,10.37865
2021-05-14,11.22228
2021-05-15,8.69138
2021-05-16,8.76986
2021-05-17,11.06533
2021-05-18,11.35962
2021-05-19,11.26152
2021-05-20,11.61467
2021-05-21,11.12419
2021-05-22,9.9274
2021-05-23,11.00647
2021-05-24,12.59564
2021-05-25,10.1236
2021-05-26,10.0255
2021-05-27,10.18246
2021-05-28,9.45654
2021-05-29,9.57425
2021-05-30,8.92681
2021-05-31,10.24131
2021-06-01,9.4173
2021-06-02,10.59446
2021-06-03,11.18304
2021-06-04,9.65273
2021-06-05,9.43692
2021-06-06,8.29899
2021-06-07,8.8091
2021-06-08,9.96664
2021-06-09,9.06415
2021-06-10,9.47616
2021-06-11,9.24072
2021-06-12,10.14322
2021-06-13,8.94643
2021-06-14,10.0255
2021-06-15,8.78948
2021-06-16,8.88758
2021-06-17,9.84893
2021-06-18,10.45713
2021-06-19,8.08318
2021-06-20,8.08318
2021-06-21,10.33941
2021-06-22,9.47616
2021-06-23,9.59387
2021-06-24,9.90778
2021-06-25,9.5154
2021-06-26,8.02432
2021-06-27,8.78948
2021-06-28,9.57425
2021-06-29,9.53502
2021-06-30,10.98685
2021-07-01,10.45713
2021-07-02,12.32097
2021-07-03,11.61467
2021-07-04,8.73062
2021-07-05,11.96782
2021-07-06,10.14322
2021-07-07,10.47675
2021-07-08,10.08436
2021-07-09,9.3192
2021-07-10,9.86855
2021-07-11,13.94938
2021-07-12,10.14322
2021-07-13,10.35903
2021-07-14,10.0255
2021-07-15,9.73121
2021-07-16,8.88758
2021-07-17,11.14381
2021-07-18,11.55581
2021-07-19,9.45654
2021-07-20,9.29958
2021-07-21,9.26034
2021-07-22,9.20149
2021-07-23,9.61349
2021-07-24,9.29958
2021-07-25,9.02491
2021-07-26,8.75024
2021-07-27,8.88758
2021-07-28,9.00529
2021-07-29,9.10339
2021-07-30,10.00588
2021-07-31,8.39709
2021-08-01,8.22052
2021-08-02,8.22052
2021-08-03,8.59329
2021-08-04,9.4173
2021-08-05,9.80969
2021-08-06,9.20149
2021-08-07,8.98567
2021-08-08,9.02491
2021-08-09,10.1236
2021-08-10,9.73121
2021-08-11,10.90837
2021-08-12,10.81028
2021-08-13,10.28055
2021-08-14,11.06533
2021-08-15,8.73062
2021-08-16,10.10398
2021-08-17,10.31979
2021-08-18,10.24131
2021-08-19,10.20207
2021-08-20,10.33941
2021-08-21,11.14381
2021-08-22,8.82872
2021-08-23,10.43751
2021-08-24,9.98626
2021-08-25,9.88816
2021-08-26,9.77045
2021-08-27,10.55522
2021-08-28,10.45713
2021-08-29,17.40239
2021-08-30,11.35962
2021-08-31,10.47675
2021-09-01,10.45713
2021-09-02,11.86972
2021-09-03,13.91014
2021-09-04,11.26152
2021-09-05,11.10457
2021-09-06,11.20266
2021-09-07,10.79066
2021-09-08,10.37865
2021-09-09,10.47675
2021-09-10,10.10398
2021-09-11,10.79066
2021-09-12,8.84834
2021-09-13,10.00588
2021-09-14,9.27996
2021-09-15,10.61408
2021-09-16,9.24072
2021-09-17,11.71277
2021-09-18,13.30194
2021-09-19,12.43868
2021-09-20,9.79007
2021-09-21,10.77104
2021-09-22,9.49578
2021-09-23,10.94761
2021-09-24,9.94702
2021-09-25,9.20149
2021-09-26,8.65214
2021-09-27,9.82931
2021-09-28,9.53502
2021-09-29,9.24072
2021-09-30,9.73121
2021-10-01,9.08377
2021-10-02,8.18128
2021-10-03,8.53443
2021-10-04,9.00529
2021-10-05,10.04512
2021-10-06,9.10339
2021-10-07,8.86796
2021-10-08,9.55463
2021-10-09,8.69138
2021-10-10,7.71041
2021-10-11,9.45654
2021-10-12,9.63311
2021-10-13,9.5154
2021-10-14,10.06474
2021-10-15,10.24131
2021-10-16,8.67176
2021-10-17,8.73062
2021-10-18,8.45595
2021-10-19,9.45654
2021-10-20,8.49519
2021-10-21,8.39709
2021-10-22,8.47557
2021-10-23,9.43692
2021-10-24,9.4173
2021-10-25,10.71218
2021-10-26,9.73121
2021-10-27,9.77045
2021-10-28,12.83107
2021-10-29,10.61408
2021-10-30,9.02491
2021-10-31,8.24014
2021-11-01,9.71159
2021-11-02,9.24072
2021-11-03,8.73062
2021-11-04,10.08436
2021-11-05,8.47557
2021-11-06,7.84775
2021-11-07,8.9072
2021-11-08,9.5154
2021-11-09,9.24072
2021-11-10,9.16225
2021-11-11,8.22052
2021-11-12,9.4173
2021-11-13,12.10515
2021-11-14,8.73062
2021-11-15,10.10398
2021-11-16,10.24131
2021-11-17,9.71159
2021-11-18,8.69138
2021-11-19,8.53443
2021-11-20,10.88875
2021-11-21,9.04453
2021-11-22,11.45772
2021-11-23,9.24072
2021-11-24,7.88699
2021-11-25,8.27938
2021-11-26,8.6129
2021-11-27,8.59329
2021-11-28,9.4173
2021-11-29,10.57484
2021-11-30,9.98626
2021-12-01,9.82931
2021-12-02,9.67235
2021-12-03,8.96605
2021-12-04,8.78948
2021-12-05,8.98567
2021-12-06,9.33882
2021-12-07,10.55522
2021-12-08,10.16284
2021-12-09,9.57425
2021-12-10,9.9274
2021-12-11,8.98567
2021-12-12,9.16225
2021-12-13,9.80969
2021-12-14,9.73121
2021-12-15,9.43692
2021-12-16,10.22169
2021-12-17,9.77045
2021-12-18,8.711
2021-12-19,8.711
2021-12-20,11.41848
2021-12-21,10.61408
2021-12-22,10.41789
2021-12-23,10.43751
2021-12-24,10.49637
2021-12-25,8.29899
2021-12-26,8.63252
2021-12-27,10.14322
2021-12-28,11.39886
2021-12-29,11.67353
2021-12-30,11.12419
2021-12-31,11.9482
2022-01-01,12.4583
2022-01-02,10.41789
2022-01-03,13.73356
2022-01-04,12.6545
2022-01-05,11.51657
2022-01-06,15.36197
2022-01-07,12.94879
2022-01-08,12.08554
2022-01-09,10.61408
2022-01-10,11.81086
2022-01-11,29.03668
2022-01-12,20.40415
2022-01-13,13.08612
2022-01-14,11.18304
2022-01-15,13.53737
2022-01-16,10.90837
2022-01-17,10.84951
2022-01-18,10.33941
2022-01-19,10.39827
2022-01-20,9.94702
2022-01-21,11.26152
2022-01-22,12.22287
2022-01-23,15.65626
2022-01-24,12.5564
2022-01-25,12.67412
2022-01-26,11.49695
2022-01-27,11.73239
2022-01-28,11.83048
2022-01-29,11.20266
2022-01-30,11.83048
2022-01-31,11.12419
2022-02-01,16.08789
2022-02-02,11.90896
2022-02-03,11.79124
2022-02-04,12.02668
2022-02-05,13.71394
2022-02-06,12.32097
2022-02-07,10.79066
2022-02-08,11.61467
2022-02-09,10.86913
2022-02-10,9.65273
2022-02-11,9.37806
2022-02-12,11.28114
2022-02-13,10.30017
2022-02-14,11.96782
2022-02-15,14.4791
2022-02-16,10.45713
2022-02-17,9.5154
2022-02-18,10.84951
2022-02-19,9.4173
2022-02-20,9.3192
2022-02-21,10.6337
2022-02-22,10.55522
2022-02-23,10.5356
2022-02-24,16.81381
2022-02-25,12.92917
2022-02-26,10.57484
2022-02-27,11.02609
2022-02-28,11.75201
2022-03-01,9.67235
2022-03-02,10.84951
2022-03-03,10.55522
2022-03-04,9.29958
2022-03-05,10.75142
2022-03-06,17.12772
2022-03-07,14.381
2022-03-08,14.30253
2022-03-09,10.6337
2022-03-10,10.14322
2022-03-11,11.16342
2022-03-12,10.98685
2022-03-13,9.39768
2022-03-14,9.9274
2022-03-15,10.6337
2022-03-16,10.69256
2022-03-17,9.73121
2022-03-18,9.86855
2022-03-19,9.61349
2022-03-20,8.12242
2022-03-21,8.88758
2022-03-22,9.3192
2022-03-23,8.711
2022-03-24,10.71218
2022-03-25,10.45713
2022-03-26,9.35844
2022-03-27,8.65214
2022-03-28,8.63252
2022-03-29,9.10339
2022-03-30,9.35844
2022-03-31,9.37806
2022-04-01,10.1236
2022-04-02,9.12301
2022-04-03,7.88699
2022-04-04,8.45595
2022-04-05,8.37747
2022-04-06,8.53443
2022-04-07,8.76986
2022-04-08,7.92623
2022-04-09,8.06356
2022-04-10,6.76868
2022-04-11,8.29899
2022-04-12,8.9072
2022-04-13,8.67176
2022-04-14,8.63252
2022-04-15,9.00529
2022-04-16,8.67176
2022-04-17,8.2009
2022-04-18,9.98626
2022-04-19,10.18246
2022-04-20,9.61349
2022-04-21,9.43692
2022-04-22,9.04453
2022-04-23,10.7318
2022-04-24,10.51598
2022-04-25,11.73239
2022-04-26,11.53619
2022-04-27,10.82989
2022-04-28,11.75201
2022-04-29,10.16284
2022-04-30,10.51598
2022-05-01,9.71159
2022-05-02,10.51598
2022-05-03,10.14322
2022-05-04,9.80969
2022-05-05,8.33823
2022-05-06,9.4173
2022-05-07,10.55522
2022-05-08,10.65332
2022-05-09,9.3192
2022-05-10,11.02609
2022-05-11,10.00588
2022-05-12,10.24131
2022-05-13,9.71159
2022-05-14,9.08377
2022-05-15,9.14263
2022-05-16,9.96664
2022-05-17,10.24131
2022-05-18,9.3192
2022-05-19,9.75083
2022-05-20,9.98626
2022-05-21,9.47616
2022-05-22,7.31803
2022-05-23,9.00529
2022-05-24,8.98567
2022-05-25,11.06533
2022-05-26,10.18246
2022-05-27,9.47616
2022-05-28,9.20149
2022-05-29,7.5927
2022-05-30,9.73121
2022-05-31,10.18246
2022-06-01,9.24072
2022-06-02,9.86855
2022-06-03,9.22111
2022-06-04,8.9072
2022-06-05,7.61232
2022-06-06,10.18246
2022-06-07,10.61408
2022-06-08,11.00647
2022-06-09,10.14322
2022-06-10,11.28114
2022-06-11,9.20149
2022-06-12,8.88758
2022-06-13,11.83048
2022-06-14,10.43751
2022-06-15,11.45772
2022-06-16,10.67294
2022-06-17,10.59446
2022-06-18,9.88816
2022-06-19,9.77045
2022-06-20,10.98685
2022-06-21,10.69256
2022-06-22,9.47616
2022-06-23,10.39827
2022-06-24,12.43868
2022-06-25,9.08377
2022-06-26,9.43692
2022-06-27,10.26093
2022-06-28,9.86855
2022-06-29,10.37865
2022-06-30,11.59505
2022-07-01,10.37865
2022-07-02,9.5154
2022-07-03,8.6129
2022-07-04,10.6337
2022-07-05,9.73121
2022-07-06,11.45772
2022-07-07,9.75083
2022-07-08,9.27996
2022-07-09,9.20149
2022-07-10,9.18187
