date,코인하는법
2021-07-18,2.71691
2021-07-19,2.62927
2021-07-20,2.71691
2021-07-21,1.84049
2021-07-22,2.71691
2021-07-23,2.71691
2021-07-24,2.01577
2021-07-25,1.31463
2021-07-26,3.9439
2021-07-27,3.33041
2021-07-28,3.76862
2021-07-29,2.89219
2021-07-30,3.9439
2021-07-31,2.89219
2021-08-01,3.24276
2021-08-02,2.80455
2021-08-03,1.92813
2021-08-04,2.10341
2021-08-05,4.03155
2021-08-06,4.03155
2021-08-07,4.38212
2021-08-08,3.76862
2021-08-09,4.82033
2021-08-10,7.53724
2021-08-11,7.09903
2021-08-12,9.29009
2021-08-13,8.50131
2021-08-14,9.11481
2021-08-15,9.37773
2021-08-16,9.7283
2021-08-17,8.67659
2021-08-18,6.48553
2021-08-19,6.22261
2021-08-20,7.27432
2021-08-21,6.22261
2021-08-22,4.64504
2021-08-23,7.88781
2021-08-24,8.23838
2021-08-25,6.31025
2021-08-26,4.99561
2021-08-27,4.64504
2021-08-28,5.69675
2021-08-29,5.34618
2021-08-30,6.04732
2021-08-31,6.92375
2021-09-01,9.11481
2021-09-02,7.53724
2021-09-03,6.31025
2021-09-04,10.69237
2021-09-05,8.23838
2021-09-06,9.81595
2021-09-07,8.93952
2021-09-08,7.80017
2021-09-09,6.39789
2021-09-10,4.38212
2021-09-11,3.9439
2021-09-12,4.46976
2021-09-13,3.85626
2021-09-14,4.46976
2021-09-15,4.64504
2021-09-16,4.38212
2021-09-17,3.15512
2021-09-18,4.20683
2021-09-19,4.99561
2021-09-20,3.9439
2021-09-21,1.92813
2021-09-22,3.59333
2021-09-23,4.46976
2021-09-24,3.85626
2021-09-25,2.80455
2021-09-26,3.76862
2021-09-27,4.03155
2021-09-28,5.1709
2021-09-29,3.59333
2021-09-30,4.29447
2021-10-01,3.15512
2021-10-02,4.64504
2021-10-03,2.89219
2021-10-04,4.64504
2021-10-05,5.60911
2021-10-06,9.46538
2021-10-07,6.92375
2021-10-08,6.92375
2021-10-09,5.34618
2021-10-10,4.90797
2021-10-11,5.78439
2021-10-12,4.90797
2021-10-13,4.73269
2021-10-14,6.31025
2021-10-15,8.93952
2021-10-16,7.71253
2021-10-17,5.25854
2021-10-18,6.04732
2021-10-19,4.11919
2021-10-20,3.9439
2021-10-21,8.50131
2021-10-22,5.34618
2021-10-23,3.06748
2021-10-24,3.50569
2021-10-25,5.25854
2021-10-26,5.87204
2021-10-27,6.57318
2021-10-28,5.34618
2021-10-29,6.04732
2021-10-30,7.01139
2021-10-31,8.32602
2021-11-01,9.37773
2021-11-02,9.29009
2021-11-03,9.29009
2021-11-04,9.29009
2021-11-05,9.55302
2021-11-06,5.52147
2021-11-07,5.43382
2021-11-08,7.80017
2021-11-09,9.55302
2021-11-10,9.20245
2021-11-11,10.07887
2021-11-12,6.31025
2021-11-13,7.09903
2021-11-14,7.27432
2021-11-15,8.50131
2021-11-16,10.3418
2021-11-17,13.40929
2021-11-18,14.63628
2021-11-19,8.85188
2021-11-20,7.27432
2021-11-21,8.15074
2021-11-22,11.39351
2021-11-23,10.69237
2021-11-24,13.32164
2021-11-25,17.26555
2021-11-26,12.70815
2021-11-27,11.13058
2021-11-28,9.55302
2021-11-29,11.13058
2021-11-30,9.02716
2021-12-01,9.46538
2021-12-02,10.69237
2021-12-03,7.18667
2021-12-04,9.7283
2021-12-05,11.39351
2021-12-06,10.42944
2021-12-07,9.99123
2021-12-08,7.09903
2021-12-09,5.08326
2021-12-10,5.78439
2021-12-11,6.22261
2021-12-12,5.1709
2021-12-13,5.1709
2021-12-14,5.87204
2021-12-15,6.92375
2021-12-16,3.76862
2021-12-17,4.03155
2021-12-18,4.03155
2021-12-19,4.5574
2021-12-20,5.60911
2021-12-21,7.36196
2021-12-22,5.52147
2021-12-23,7.4496
2021-12-24,3.59333
2021-12-25,3.50569
2021-12-26,4.20683
2021-12-27,6.04732
2021-12-28,5.08326
2021-12-29,7.09903
2021-12-30,6.39789
2021-12-31,6.13496
2022-01-01,5.78439
2022-01-02,7.4496
2022-01-03,9.46538
2022-01-04,7.4496
2022-01-05,5.43382
2022-01-06,5.52147
2022-01-07,6.92375
2022-01-08,4.90797
2022-01-09,5.34618
2022-01-10,6.48553
2022-01-11,7.88781
2022-01-12,7.01139
2022-01-13,5.69675
2022-01-14,3.76862
2022-01-15,4.64504
2022-01-16,7.18667
2022-01-17,4.38212
2022-01-18,5.34618
2022-01-19,7.01139
2022-01-20,5.87204
2022-01-21,4.03155
2022-01-22,3.68098
2022-01-23,6.57318
2022-01-24,4.90797
2022-01-25,4.73269
2022-01-26,3.33041
2022-01-27,4.90797
2022-01-28,5.95968
2022-01-29,4.46976
2022-01-30,3.41805
2022-01-31,3.50569
2022-02-01,5.87204
2022-02-02,2.71691
2022-02-03,4.99561
2022-02-04,5.78439
2022-02-05,6.31025
2022-02-06,6.74846
2022-02-07,6.22261
2022-02-08,8.41367
2022-02-09,4.99561
2022-02-10,5.87204
2022-02-11,4.46976
2022-02-12,3.76862
2022-02-13,3.33041
2022-02-14,2.36634
2022-02-15,2.19106
2022-02-16,4.99561
2022-02-17,2.97984
2022-02-18,3.68098
2022-02-19,3.06748
2022-02-20,3.68098
2022-02-21,4.5574
2022-02-22,3.59333
2022-02-23,2.71691
2022-02-24,4.38212
2022-02-25,3.76862
2022-02-26,2.19106
2022-02-27,3.50569
2022-02-28,2.45398
2022-03-01,3.06748
2022-03-02,3.06748
2022-03-03,3.85626
2022-03-04,3.9439
2022-03-05,3.59333
2022-03-06,2.71691
2022-03-07,2.54163
2022-03-08,2.62927
2022-03-09,2.45398
2022-03-10,3.33041
2022-03-11,4.38212
2022-03-12,2.89219
2022-03-13,2.01577
2022-03-14,2.89219
2022-03-15,1.6652
2022-03-16,2.89219
2022-03-17,2.71691
2022-03-18,4.03155
2022-03-19,5.34618
2022-03-20,6.04732
2022-03-21,4.46976
2022-03-22,5.69675
2022-03-23,4.20683
2022-03-24,3.59333
2022-03-25,4.20683
2022-03-26,2.89219
2022-03-27,4.11919
2022-03-28,4.29447
2022-03-29,5.78439
2022-03-30,5.08326
2022-03-31,7.36196
2022-04-01,3.68098
2022-04-02,4.29447
2022-04-03,6.74846
2022-04-04,4.29447
2022-04-05,5.43382
2022-04-06,4.99561
2022-04-07,3.06748
2022-04-08,2.89219
2022-04-09,1.75284
2022-04-10,2.89219
2022-04-11,4.11919
2022-04-12,4.03155
2022-04-13,3.15512
2022-04-14,4.5574
2022-04-15,2.2787
2022-04-16,2.19106
2022-04-17,5.43382
2022-04-18,5.34618
2022-04-19,3.59333
2022-04-20,4.64504
2022-04-21,3.85626
2022-04-22,2.89219
2022-04-23,2.97984
2022-04-24,3.59333
2022-04-25,4.73269
2022-04-26,4.38212
2022-04-27,2.89219
2022-04-28,3.33041
2022-04-29,1.57756
2022-04-30,2.19106
2022-05-01,2.97984
2022-05-02,2.36634
2022-05-03,2.54163
2022-05-04,2.71691
2022-05-05,2.10341
2022-05-06,1.92813
2022-05-07,1.84049
2022-05-08,2.19106
2022-05-09,3.24276
2022-05-10,3.06748
2022-05-11,4.38212
2022-05-12,9.81595
2022-05-13,16.91498
2022-05-14,7.71253
2022-05-15,5.60911
2022-05-16,7.4496
2022-05-17,6.74846
2022-05-18,4.64504
2022-05-19,4.38212
2022-05-20,5.34618
2022-05-21,4.5574
2022-05-22,4.46976
2022-05-23,4.38212
2022-05-24,4.20683
2022-05-25,1.84049
2022-05-26,2.80455
2022-05-27,2.62927
2022-05-28,3.50569
2022-05-29,4.29447
2022-05-30,2.36634
2022-05-31,2.89219
2022-06-01,4.29447
2022-06-02,3.50569
2022-06-03,2.36634
2022-06-04,1.6652
2022-06-05,2.01577
2022-06-06,3.41805
2022-06-07,3.06748
2022-06-08,3.41805
2022-06-09,2.62927
2022-06-10,2.45398
2022-06-11,2.2787
2022-06-12,3.24276
2022-06-13,3.06748
2022-06-14,3.9439
2022-06-15,3.06748
2022-06-16,2.71691
2022-06-17,2.54163
2022-06-18,0.96406
2022-06-19,3.41805
2022-06-20,3.24276
2022-06-21,3.68098
2022-06-22,3.24276
2022-06-23,3.33041
2022-06-24,1.48992
2022-06-25,2.2787
2022-06-26,2.19106
2022-06-27,2.71691
2022-06-28,3.06748
2022-06-29,4.03155
2022-06-30,1.92813
2022-07-01,1.6652
2022-07-02,1.48992
2022-07-03,2.89219
2022-07-04,5.25854
2022-07-05,2.80455
2022-07-06,2.10341
2022-07-07,2.2787
2022-07-08,2.2787
2022-07-09,1.57756
2022-07-10,2.19106
2022-07-11,2.10341
2022-07-12,2.19106
2022-07-13,1.31463
2022-07-14,1.6652
2022-07-15,0.96406
2022-07-16,1.48992
2022-07-17,2.62927
2022-07-18,2.2787
2022-07-19,2.45398
2022-07-20,1.84049
2022-07-21,2.01577
2022-07-22,2.45398
2022-07-23,1.6652
2022-07-24,2.10341
2022-07-25,1.40227
2022-07-26,1.13935
2022-07-27,1.40227
2022-07-28,3.06748
2022-07-29,2.80455
2022-07-30,1.92813
2022-07-31,2.10341
2022-08-01,3.41805
2022-08-02,1.6652
2022-08-03,2.45398
2022-08-04,1.92813
2022-08-05,2.01577
2022-08-06,1.40227
2022-08-07,1.84049
2022-08-08,3.68098
2022-08-09,3.24276
2022-08-10,3.06748
2022-08-11,3.24276
2022-08-12,4.64504
2022-08-13,2.36634
2022-08-14,2.19106
2022-08-15,4.20683
2022-08-16,3.50569
2022-08-17,2.10341
2022-08-18,2.01577
2022-08-19,1.75284
2022-08-20,1.57756
2022-08-21,1.92813
2022-08-22,1.75284
2022-08-23,1.92813
2022-08-24,2.2787
2022-08-25,2.54163
2022-08-26,1.75284
2022-08-27,1.13935
2022-08-28,1.22699
2022-08-29,2.54163
2022-08-30,1.84049
2022-08-31,2.10341
2022-09-01,1.48992
2022-09-02,1.75284
2022-09-03,1.57756
2022-09-04,1.57756
2022-09-05,2.01577
2022-09-06,1.48992
2022-09-07,1.92813
2022-09-08,1.84049
2022-09-09,1.84049
2022-09-10,1.40227
2022-09-11,1.0517
2022-09-12,1.57756
2022-09-13,2.54163
2022-09-14,2.36634
2022-09-15,2.01577
2022-09-16,1.40227
2022-09-17,2.01577
2022-09-18,1.57756
2022-09-19,2.36634
2022-09-20,1.40227
2022-09-21,2.10341
2022-09-22,1.40227
2022-09-23,2.89219
2022-09-24,1.31463
2022-09-25,1.31463
2022-09-26,2.01577
2022-09-27,1.92813
2022-09-28,2.62927
2022-09-29,0.78878
2022-09-30,1.75284
2022-10-01,1.22699
2022-10-02,1.57756
2022-10-03,2.01577
2022-10-04,2.36634
2022-10-05,1.75284
2022-10-06,3.50569
2022-10-07,2.89219
2022-10-08,1.6652
2022-10-09,2.01577
2022-10-10,2.2787
2022-10-11,2.10341
2022-10-12,2.19106
2022-10-13,2.54163
2022-10-14,1.40227
2022-10-15,1.40227
2022-10-16,2.10341
2022-10-17,2.36634
2022-10-18,2.01577
2022-10-19,1.6652
2022-10-20,1.0517
2022-10-21,1.22699
2022-10-22,2.19106
2022-10-23,1.57756
2022-10-24,1.92813
2022-10-25,1.6652
2022-10-26,3.41805
2022-10-27,3.24276
2022-10-28,2.19106
2022-10-29,1.13935
2022-10-30,2.62927
2022-10-31,1.92813
2022-11-01,4.03155
2022-11-02,2.2787
2022-11-03,3.85626
2022-11-04,2.54163
2022-11-05,1.92813
2022-11-06,1.57756
2022-11-07,2.54163
2022-11-08,2.01577
2022-11-09,2.80455
2022-11-10,3.85626
2022-11-11,2.71691
2022-11-12,2.62927
2022-11-13,2.19106
2022-11-14,2.71691
2022-11-15,2.62927
2022-11-16,2.01577
2022-11-17,1.75284
2022-11-18,1.84049
2022-11-19,1.92813
2022-11-20,2.36634
2022-11-21,3.85626
2022-11-22,2.97984
2022-11-23,1.6652
2022-11-24,1.84049
2022-11-25,1.48992
2022-11-26,0.61349
2022-11-27,1.84049
2022-11-28,2.10341
2022-11-29,1.84049
2022-11-30,1.0517
2022-12-01,1.75284
2022-12-02,1.6652
2022-12-03,1.75284
2022-12-04,1.6652
2022-12-05,1.13935
2022-12-06,0.78878
2022-12-07,2.10341
2022-12-08,1.57756
2022-12-09,1.40227
2022-12-10,0.52585
2022-12-11,2.01577
2022-12-12,1.84049
2022-12-13,1.92813
2022-12-14,1.40227
2022-12-15,1.84049
2022-12-16,1.57756
2022-12-17,1.40227
2022-12-18,1.0517
2022-12-19,0.78878
2022-12-20,0.78878
2022-12-21,0.96406
2022-12-22,0.78878
2022-12-23,0.87642
2022-12-24,0.43821
2022-12-25,1.31463
2022-12-26,0.61349
2022-12-27,1.31463
2022-12-28,1.13935
2022-12-29,1.40227
2022-12-30,1.31463
2022-12-31,1.40227
2023-01-01,1.48992
2023-01-02,2.45398
2023-01-03,1.48992
2023-01-04,1.13935
2023-01-05,1.48992
2023-01-06,0.87642
2023-01-07,1.13935
2023-01-08,1.22699
2023-01-09,2.54163
2023-01-10,1.48992
2023-01-11,1.84049
2023-01-12,2.36634
2023-01-13,1.48992
2023-01-14,3.41805
2023-01-15,2.54163
2023-01-16,3.33041
2023-01-17,2.54163
2023-01-18,2.01577
2023-01-19,1.13935
2023-01-20,1.31463
2023-01-21,2.71691
2023-01-22,2.80455
2023-01-23,3.41805
2023-01-24,2.19106
2023-01-25,3.68098
2023-01-26,3.50569
2023-01-27,2.71691
2023-01-28,2.45398
2023-01-29,2.97984
2023-01-30,3.41805
2023-01-31,2.36634
2023-02-01,2.89219
2023-02-02,3.06748
2023-02-03,3.68098
2023-02-04,1.57756
2023-02-05,4.20683
2023-02-06,1.92813
2023-02-07,4.03155
2023-02-08,3.41805
2023-02-09,3.24276
2023-02-10,3.50569
2023-02-11,1.6652
2023-02-12,1.84049
2023-02-13,1.31463
2023-02-14,2.2787
2023-02-15,1.6652
2023-02-16,4.11919
2023-02-17,2.62927
2023-02-18,2.89219
2023-02-19,2.19106
2023-02-20,3.24276
2023-02-21,4.03155
2023-02-22,2.45398
2023-02-23,2.80455
2023-02-24,2.62927
2023-02-25,1.40227
2023-02-26,2.45398
2023-02-27,2.45398
2023-02-28,0.96406
2023-03-01,2.2787
2023-03-02,1.40227
2023-03-03,1.84049
2023-03-04,1.31463
2023-03-05,1.40227
2023-03-06,2.97984
2023-03-07,2.10341
2023-03-08,1.48992
2023-03-09,1.6652
2023-03-10,1.6652
2023-03-11,1.84049
2023-03-12,0.78878
2023-03-13,2.10341
2023-03-14,2.62927
2023-03-15,2.45398
2023-03-16,1.57756
2023-03-17,1.75284
2023-03-18,2.10341
2023-03-19,2.45398
2023-03-20,2.10341
2023-03-21,2.62927
2023-03-22,2.62927
2023-03-23,3.41805
2023-03-24,2.10341
2023-03-25,2.01577
2023-03-26,1.57756
2023-03-27,1.31463
2023-03-28,1.92813
2023-03-29,1.84049
2023-03-30,2.01577
2023-03-31,2.10341
2023-04-01,2.01577
2023-04-02,1.84049
2023-04-03,3.24276
2023-04-04,2.62927
2023-04-05,3.50569
2023-04-06,2.80455
2023-04-07,2.36634
2023-04-08,2.2787
2023-04-09,0.87642
2023-04-10,2.97984
2023-04-11,2.2787
2023-04-12,3.33041
2023-04-13,3.41805
2023-04-14,2.36634
2023-04-15,1.92813
2023-04-16,2.62927
2023-04-17,3.76862
2023-04-18,3.33041
2023-04-19,2.97984
2023-04-20,2.62927
2023-04-21,1.6652
2023-04-22,1.31463
2023-04-23,2.36634
2023-04-24,2.10341
2023-04-25,2.89219
2023-04-26,2.36634
2023-04-27,1.75284
2023-04-28,0.87642
2023-04-29,1.75284
2023-04-30,1.6652
2023-05-01,2.80455
2023-05-02,1.75284
2023-05-03,1.6652
2023-05-04,2.10341
2023-05-05,1.6652
2023-05-06,2.62927
2023-05-07,3.41805
2023-05-08,4.64504
2023-05-09,3.33041
2023-05-10,4.82033
2023-05-11,2.71691
2023-05-12,4.29447
2023-05-13,3.85626
2023-05-14,4.20683
2023-05-15,4.5574
2023-05-16,5.34618
2023-05-17,4.73269
2023-05-18,4.64504
2023-05-19,2.62927
2023-05-20,2.97984
2023-05-21,2.36634
2023-05-22,3.50569
2023-05-23,3.06748
2023-05-24,3.50569
2023-05-25,3.50569
2023-05-26,2.54163
2023-05-27,2.19106
2023-05-28,3.50569
2023-05-29,2.10341
2023-05-30,3.76862
2023-05-31,3.15512
2023-06-01,2.45398
2023-06-02,2.71691
2023-06-03,2.10341
2023-06-04,2.36634
2023-06-05,2.54163
2023-06-06,2.89219
2023-06-07,3.59333
2023-06-08,2.45398
2023-06-09,3.15512
2023-06-10,2.10341
2023-06-11,3.06748
2023-06-12,2.89219
2023-06-13,4.03155
2023-06-14,3.15512
2023-06-15,2.45398
2023-06-16,2.71691
2023-06-17,2.62927
2023-06-18,2.89219
2023-06-19,2.80455
2023-06-20,2.54163
2023-06-21,2.36634
2023-06-22,2.45398
2023-06-23,2.71691
2023-06-24,2.54163
2023-06-25,3.15512
2023-06-26,2.71691
2023-06-27,2.19106
2023-06-28,2.01577
2023-06-29,1.84049
2023-06-30,1.57756
2023-07-01,1.75284
2023-07-02,2.10341
2023-07-03,1.84049
2023-07-04,3.76862
2023-07-05,2.10341
2023-07-06,2.10341
2023-07-07,2.80455
2023-07-08,2.01577
2023-07-09,2.01577
2023-07-10,2.01577
2023-07-11,3.15512
2023-07-12,2.80455
2023-07-13,2.36634
2023-07-14,6.04732
2023-07-15,4.11919
2023-07-16,2.80455
2023-07-17,2.2787
2023-07-18,2.54163
2023-07-19,3.50569
2023-07-20,3.50569
2023-07-21,1.84049
2023-07-22,1.40227
2023-07-23,2.89219
2023-07-24,5.08326
2023-07-25,2.80455
2023-07-26,2.45398
2023-07-27,2.97984
2023-07-28,2.19106
2023-07-29,1.84049
2023-07-30,2.10341
2023-07-31,2.54163
2023-08-01,2.19106
2023-08-02,2.01577
2023-08-03,3.33041
2023-08-04,3.68098
2023-08-05,2.2787
2023-08-06,2.36634
2023-08-07,3.9439
2023-08-08,2.80455
2023-08-09,2.2787
2023-08-10,3.33041
2023-08-11,2.54163
2023-08-12,3.68098
2023-08-13,2.2787
2023-08-14,3.41805
2023-08-15,3.15512
2023-08-16,3.06748
2023-08-17,2.71691
2023-08-18,2.54163
2023-08-19,1.92813
2023-08-20,2.01577
2023-08-21,2.01577
2023-08-22,2.19106
2023-08-23,2.71691
2023-08-24,2.10341
2023-08-25,2.10341
2023-08-26,1.31463
2023-08-27,2.36634
2023-08-28,2.19106
2023-08-29,2.62927
2023-08-30,3.24276
2023-08-31,2.36634
2023-09-01,3.15512
2023-09-02,1.84049
2023-09-03,2.19106
2023-09-04,1.75284
2023-09-05,1.6652
2023-09-06,1.0517
2023-09-07,1.48992
2023-09-08,1.48992
2023-09-09,1.48992
2023-09-10,1.84049
2023-09-11,2.10341
2023-09-12,1.84049
2023-09-13,1.75284
2023-09-14,1.84049
2023-09-15,1.84049
2023-09-16,2.01577
2023-09-17,3.24276
2023-09-18,4.29447
2023-09-19,4.64504
2023-09-20,5.52147
2023-09-21,7.18667
2023-09-22,3.24276
2023-09-23,2.54163
2023-09-24,1.75284
2023-09-25,0.78878
2023-09-26,2.89219
2023-09-27,0.87642
2023-09-28,1.6652
2023-09-29,1.75284
2023-09-30,2.01577
2023-10-01,2.01577
2023-10-02,1.6652
2023-10-03,0.96406
2023-10-04,1.57756
2023-10-05,1.57756
2023-10-06,1.40227
2023-10-07,0.87642
2023-10-08,1.0517
2023-10-09,1.92813
2023-10-10,1.92813
2023-10-11,2.71691
2023-10-12,1.92813
2023-10-13,1.22699
2023-10-14,1.22699
2023-10-15,1.92813
2023-10-16,2.45398
2023-10-17,2.45398
2023-10-18,2.54163
2023-10-19,2.36634
2023-10-20,1.57756
2023-10-21,1.31463
2023-10-22,1.6652
2023-10-23,2.45398
2023-10-24,5.1709
2023-10-25,3.59333
2023-10-26,2.71691
2023-10-27,2.10341
2023-10-28,2.36634
2023-10-29,1.75284
2023-10-30,2.2787
2023-10-31,4.64504
2023-11-01,3.41805
2023-11-02,3.24276
2023-11-03,3.15512
2023-11-04,3.59333
2023-11-05,4.46976
2023-11-06,4.46976
2023-11-07,3.33041
2023-11-08,3.06748
2023-11-09,4.29447
2023-11-10,5.08326
2023-11-11,3.68098
2023-11-12,4.64504
2023-11-13,5.87204
2023-11-14,3.41805
2023-11-15,4.5574
2023-11-16,3.9439
2023-11-17,3.06748
2023-11-18,3.41805
2023-11-19,3.50569
2023-11-20,4.29447
2023-11-21,4.29447
2023-11-22,2.45398
2023-11-23,3.68098
2023-11-24,2.71691
2023-11-25,2.71691
2023-11-26,2.54163
2023-11-27,3.68098
2023-11-28,4.11919
2023-11-29,2.89219
2023-11-30,3.24276
2023-12-01,2.01577
2023-12-02,2.97984
2023-12-03,2.36634
2023-12-04,6.22261
2023-12-05,6.22261
2023-12-06,8.85188
2023-12-07,7.88781
2023-12-08,6.48553
2023-12-09,5.08326
2023-12-10,5.34618
2023-12-11,5.87204
2023-12-12,5.78439
2023-12-13,7.01139
2023-12-14,4.20683
2023-12-15,5.25854
2023-12-16,4.64504
2023-12-17,2.71691
2023-12-18,4.11919
2023-12-19,4.20683
2023-12-20,3.9439
2023-12-21,4.5574
2023-12-22,5.43382
2023-12-23,3.06748
2023-12-24,4.29447
2023-12-25,3.76862
2023-12-26,4.64504
2023-12-27,4.5574
2023-12-28,5.60911
2023-12-29,4.5574
2023-12-30,4.90797
2023-12-31,4.29447
2024-01-01,4.29447
2024-01-02,6.13496
2024-01-03,4.38212
2024-01-04,5.60911
2024-01-05,4.90797
2024-01-06,4.82033
2024-01-07,4.20683
2024-01-08,3.76862
2024-01-09,3.85626
2024-01-10,5.25854
2024-01-11,10.25416
2024-01-12,7.4496
2024-01-13,3.50569
2024-01-14,3.41805
2024-01-15,6.48553
2024-01-16,5.1709
2024-01-17,5.43382
2024-01-18,3.76862
2024-01-19,3.24276
2024-01-20,3.59333
2024-01-21,4.38212
2024-01-22,3.41805
2024-01-23,5.69675
2024-01-24,4.20683
2024-01-25,3.15512
2024-01-26,4.29447
2024-01-27,4.20683
2024-01-28,4.73269
2024-01-29,4.64504
