date,QQQ
2020-06-19,9.75023
2020-06-20,6.17946
2020-06-21,5.25439
2020-06-22,8.82516
2020-06-23,9.82423
2020-06-24,11.39685
2020-06-25,10.50878
2020-06-26,8.88066
2020-06-27,6.14246
2020-06-28,5.49491
2020-06-29,7.97409
2020-06-30,7.58556
2020-07-01,9.10268
2020-07-02,11.23034
2020-07-03,9.49121
2020-07-04,5.97594
2020-07-05,7.71507
2020-07-06,11.32284
2020-07-07,14.7641
2020-07-08,13.80203
2020-07-09,16.52173
2020-07-10,14.93061
2020-07-11,12.30342
2020-07-12,10.87881
2020-07-13,15.98519
2020-07-14,15.15263
2020-07-15,12.98797
2020-07-16,11.87789
2020-07-17,10.28677
2020-07-18,6.6975
2020-07-19,5.47641
2020-07-20,9.12118
2020-07-21,13.80203
2020-07-22,11.60037
2020-07-23,13.17298
2020-07-24,11.98889
2020-07-25,6.82701
2020-07-26,6.80851
2020-07-27,10.08325
2020-07-28,11.13783
2020-07-29,10.36077
2020-07-30,9.4542
2020-07-31,11.80388
2020-08-01,8.69565
2020-08-02,6.7715
2020-08-03,10.82331
2020-08-04,12.13691
2020-08-05,13.09898
2020-08-06,11.56336
2020-08-07,14.57909
2020-08-08,11.10083
2020-08-09,9.25069
2020-08-10,15.26364
2020-08-11,16.54024
2020-08-12,14.09805
2020-08-13,16.20721
2020-08-14,15.07863
2020-08-15,9.65772
2020-08-16,8.38112
2020-08-17,11.56336
2020-08-18,17.16928
2020-08-19,19.20444
2020-08-20,16.81776
2020-08-21,22.62719
2020-08-22,16.33672
2020-08-23,12.63644
2020-08-24,20.61054
2020-08-25,26.99352
2020-08-26,27.36355
2020-08-27,31.69287
2020-08-28,26.79
2020-08-29,18.40888
2020-08-30,18.00185
2020-08-31,25.86493
2020-09-01,37.4283
2020-09-02,42.84921
2020-09-03,39.88899
2020-09-04,37.48381
2020-09-05,23.73728
2020-09-06,12.59944
2020-09-07,15.72617
2020-09-08,24.53283
2020-09-09,35.39315
2020-09-10,26.34597
2020-09-11,23.82978
2020-09-12,17.87234
2020-09-13,9.97224
2020-09-14,17.89084
2020-09-15,25.56891
2020-09-16,21.70212
2020-09-17,22.01665
2020-09-18,19.25994
2020-09-19,19.01942
2020-09-20,11.04532
2020-09-21,16.68825
2020-09-22,20.51803
2020-09-23,19.00092
2020-09-24,20.57354
2020-09-25,16.24421
2020-09-26,12.39592
2020-09-27,8.1036
2020-09-28,12.21091
2020-09-29,16.48473
2020-09-30,15.61517
2020-10-01,15.74468
2020-10-02,19.38945
2020-10-03,17.18778
2020-10-04,12.15541
2020-10-05,17.29879
2020-10-06,24.1073
2020-10-07,20.44403
2020-10-08,17.52081
2020-10-09,17.00277
2020-10-10,14.7271
2020-10-11,10.95282
2020-10-12,16.91026
2020-10-13,24.60684
2020-10-14,22.60869
2020-10-15,21.23959
2020-10-16,18.51988
2020-10-17,13.91304
2020-10-18,10.7123
2020-10-19,16.1332
2020-10-20,20.16651
2020-10-21,19.24144
2020-10-22,20.98057
2020-10-23,17.70582
2020-10-24,12.78445
2020-10-25,8.80666
2020-10-26,14.54209
2020-10-27,21.16558
2020-10-28,19.38945
2020-10-29,21.05457
2020-10-30,17.59481
2020-10-31,14.54209
2020-11-01,8.78815
2020-11-02,14.91211
2020-11-03,19.55596
2020-11-04,22.10915
2020-11-05,24.32932
2020-11-06,22.20166
2020-11-07,14.52358
2020-11-08,12.35892
2020-11-09,19.92599
2020-11-10,27.71507
2020-11-11,22.60869
2020-11-12,19.79648
2020-11-13,17.3543
2020-11-14,14.46808
2020-11-15,9.86123
2020-11-16,17.65032
2020-11-17,24.0703
2020-11-18,21.12858
2020-11-19,21.4061
2020-11-20,20.074
2020-11-21,16.66975
2020-11-22,18.87141
2020-11-23,25.58741
2020-11-24,34.46808
2020-11-25,32.91396
2020-11-26,27.99259
2020-11-27,25.27289
2020-11-28,21.33209
2020-11-29,18.24236
2020-11-30,20.98057
2020-12-01,26.66049
2020-12-02,31.98889
2020-12-03,30.95282
2020-12-04,28.73265
2020-12-05,24.56984
2020-12-06,19.61147
2020-12-07,26.54949
2020-12-08,32.69195
2020-12-09,34.83811
2020-12-10,35.85568
2020-12-11,31.34135
2020-12-12,22.18316
2020-12-13,17.79833
2020-12-14,23.68177
2020-12-15,28.58464
2020-12-16,29.80573
2020-12-17,31.32284
2020-12-18,30.08325
2020-12-19,28.73265
2020-12-20,19.24144
2020-12-21,31.11933
2020-12-22,45.27289
2020-12-23,37.63182
2020-12-24,33.22849
2020-12-25,26.01295
2020-12-26,21.27659
2020-12-27,23.84828
2020-12-28,33.54301
2020-12-29,46.79
2020-12-30,43.64477
2020-12-31,34.00555
2021-01-01,27.77058
2021-01-02,23.49676
2021-01-03,26.30897
2021-01-04,43.86679
2021-01-05,53.83903
2021-01-06,45.27289
2021-01-07,45.66142
2021-01-08,55.67067
2021-01-09,39.50046
2021-01-10,28.73265
2021-01-11,47.75208
2021-01-12,44.84736
2021-01-13,41.97964
2021-01-14,42.7752
2021-01-15,40.66604
2021-01-16,29.04717
2021-01-17,22.53469
2021-01-18,29.3802
2021-01-19,34.65309
2021-01-20,43.05272
2021-01-21,56.0777
2021-01-22,51.00832
2021-01-23,37.87234
2021-01-24,26.66049
2021-01-25,41.33209
2021-01-26,53.58001
2021-01-27,45.80943
2021-01-28,48.32562
2021-01-29,41.88714
2021-01-30,37.66882
2021-01-31,22.59019
2021-02-01,30.43478
2021-02-02,46.56799
2021-02-03,48.32562
2021-02-04,44.38482
2021-02-05,47.86308
2021-02-06,35.80018
2021-02-07,25.4394
2021-02-08,35.04162
2021-02-09,47.45605
2021-02-10,42.51618
2021-02-11,38.7234
2021-02-12,40.48103
2021-02-13,36.59574
2021-02-14,32.82146
2021-02-15,40.62904
2021-02-16,44.31082
2021-02-17,53.11748
2021-02-18,50.7678
2021-02-19,39.85198
2021-02-20,33.63552
2021-02-21,22.64569
2021-02-22,30.24976
2021-02-23,52.19241
2021-02-24,51.35985
2021-02-25,44.51433
2021-02-26,50.30527
2021-02-27,35.80018
2021-02-28,26.10545
2021-03-01,28.38112
2021-03-02,40.98057
2021-03-03,34.35707
2021-03-04,44.75485
2021-03-05,45.47641
2021-03-06,39.11193
2021-03-07,21.96114
2021-03-08,27.64107
2021-03-09,42.38667
2021-03-10,38.14986
2021-03-11,36.68825
2021-03-12,36.0222
2021-03-13,25.27289
2021-03-14,17.02127
2021-03-15,23.82978
2021-03-16,35.07863
2021-03-17,29.95374
2021-03-18,32.30342
2021-03-19,30.19426
2021-03-20,23.62627
2021-03-21,14.87511
2021-03-22,21.20259
2021-03-23,26.36447
2021-03-24,24.21831
2021-03-25,28.0296
2021-03-26,25.67992
2021-03-27,20.22201
2021-03-28,14.04255
2021-03-29,19.68547
2021-03-30,25.4394
2021-03-31,24.0888
2021-04-01,26.82701
2021-04-02,25.01387
2021-04-03,16.42923
2021-04-04,12.96947
2021-04-05,21.70212
2021-04-06,32.89546
2021-04-07,27.60407
2021-04-08,27.25254
2021-04-09,27.40055
2021-04-10,21.77613
2021-04-11,16.61424
2021-04-12,23.77428
2021-04-13,31.19333
2021-04-14,36.42923
2021-04-15,38.33487
2021-04-16,38.11285
2021-04-17,28.99167
2021-04-18,19.40795
2021-04-19,25.90194
2021-04-20,31.65587
2021-04-21,27.90009
2021-04-22,28.32562
2021-04-23,26.64199
2021-04-24,22.7382
2021-04-25,14.13506
2021-04-26,22.23866
2021-04-27,28.71415
2021-04-28,24.66234
2021-04-29,25.08788
2021-04-30,25.3839
2021-05-01,18.31637
2021-05-02,12.22941
2021-05-03,20.24051
2021-05-04,29.78723
2021-05-05,31.48936
2021-05-06,29.99074
2021-05-07,26.51248
2021-05-08,19.94449
2021-05-09,14.30157
2021-05-10,28.45513
2021-05-11,45.58741
2021-05-12,34.04255
2021-05-13,40.44403
2021-05-14,29.58371
2021-05-15,21.85013
2021-05-16,13.85753
2021-05-17,20.64754
2021-05-18,23.33024
2021-05-19,24.1258
2021-05-20,25.03237
2021-05-21,22.92321
2021-05-22,16.44773
2021-05-23,11.48936
2021-05-24,17.20629
2021-05-25,24.36632
2021-05-26,21.68362
2021-05-27,21.75763
2021-05-28,19.74098
2021-05-29,16.0962
2021-05-30,10.36077
2021-05-31,14.41258
2021-06-01,19.00092
2021-06-02,20.59204
2021-06-03,22.7012
2021-06-04,20.29602
2021-06-05,16.0962
2021-06-06,10.86031
2021-06-07,16.46623
2021-06-08,20.83256
2021-06-09,19.61147
2021-06-10,19.94449
2021-06-11,20.40703
2021-06-12,14.6716
2021-06-13,10.56429
2021-06-14,16.85476
2021-06-15,24.55134
2021-06-16,19.61147
2021-06-17,20.74005
2021-06-18,26.06845
2021-06-19,18.61239
2021-06-20,11.58186
2021-06-21,16.0592
2021-06-22,21.86864
2021-06-23,28.78815
2021-06-24,26.01295
2021-06-25,25.05087
2021-06-26,18.29787
2021-06-27,11.52636
2021-06-28,19.59296
2021-06-29,28.23311
2021-06-30,27.21554
2021-07-01,25.88344
2021-07-02,23.68177
2021-07-03,21.72062
2021-07-04,14.20906
2021-07-05,21.94264
2021-07-06,24.42183
2021-07-07,30.28677
2021-07-08,34.09805
2021-07-09,25.80943
2021-07-10,20.51803
2021-07-11,13.69102
2021-07-12,21.49861
2021-07-13,27.97409
2021-07-14,29.4542
2021-07-15,29.26919
2021-07-16,26.58649
2021-07-17,19.37095
2021-07-18,15.28214
2021-07-19,23.94079
2021-07-20,31.60037
2021-07-21,26.47548
2021-07-22,25.99444
2021-07-23,26.47548
2021-07-24,23.90379
2021-07-25,15.06012
2021-07-26,23.47826
2021-07-27,29.4172
2021-07-28,28.0666
2021-07-29,27.32654
2021-07-30,27.95559
2021-07-31,18.31637
2021-08-01,11.50786
2021-08-02,20.46253
2021-08-03,26.7715
2021-08-04,26.45698
2021-08-05,32.0444
2021-08-06,31.95189
2021-08-07,26.34597
2021-08-08,17.90934
2021-08-09,27.06753
2021-08-10,33.83903
2021-08-11,33.56151
2021-08-12,32.87696
2021-08-13,30.6938
2021-08-14,23.99629
2021-08-15,16.46623
2021-08-16,21.3691
2021-08-17,37.3913
2021-08-18,34.11655
2021-08-19,32.93246
2021-08-20,33.30249
2021-08-21,23.75578
2021-08-22,18.88991
2021-08-23,27.77058
2021-08-24,50.87881
2021-08-25,43.31174
2021-08-26,42.81221
2021-08-27,38.48288
2021-08-28,33.59851
2021-08-29,21.53561
2021-08-30,36.0407
2021-08-31,58.33487
2021-09-01,44.18131
2021-09-02,44.82886
2021-09-03,42.81221
2021-09-04,30.49028
2021-09-05,22.6827
2021-09-06,27.21554
2021-09-07,35.83718
2021-09-08,39.88899
2021-09-09,38.7049
2021-09-10,38.33487
2021-09-11,28.36262
2021-09-12,19.75948
2021-09-13,30.54579
2021-09-14,39.53746
2021-09-15,36.70675
2021-09-16,37.4283
2021-09-17,33.98704
2021-09-18,27.56706
2021-09-19,17.79833
2021-09-20,31.32284
2021-09-21,53.06197
2021-09-22,44.21831
2021-09-23,50.34227
2021-09-24,43.14523
2021-09-25,31.89639
2021-09-26,21.57261
2021-09-27,36.20721
2021-09-28,48.15911
2021-09-29,61.70212
2021-09-30,43.31174
2021-10-01,43.99629
2021-10-02,30.06475
2021-10-03,17.24329
2021-10-04,29.15818
2021-10-05,55.33765
2021-10-06,42.07215
2021-10-07,38.7974
2021-10-08,35.57816
2021-10-09,22.12765
2021-10-10,15.85568
2021-10-11,22.7937
2021-10-12,38.44588
2021-10-13,36.33672
2021-10-14,35.81868
2021-10-15,37.26179
2021-10-16,30.37927
2021-10-17,17.65032
2021-10-18,25.08788
2021-10-19,39.77798
2021-10-20,37.70582
2021-10-21,35.68917
2021-10-22,35.80018
2021-10-23,24.93987
2021-10-24,16.85476
2021-10-25,26.97502
2021-10-26,51.24884
2021-10-27,42.05365
2021-10-28,40.25901
2021-10-29,40.37002
2021-10-30,31.39685
2021-10-31,21.3506
2021-11-01,36.42923
2021-11-02,48.65864
2021-11-03,43.05272
2021-11-04,58.92691
2021-11-05,62.12765
2021-11-06,36.87326
2021-11-07,22.88621
2021-11-08,41.96114
2021-11-09,54.61609
2021-11-10,49.21369
2021-11-11,46.38297
2021-11-12,39.46345
2021-11-13,31.47086
2021-11-14,20.0925
2021-11-15,33.76503
2021-11-16,43.36725
2021-11-17,43.27474
2021-11-18,46.23496
2021-11-19,55.52266
2021-11-20,38.63089
2021-11-21,27.40055
2021-11-22,45.23589
2021-11-23,61.49861
2021-11-24,53.59851
2021-11-25,46.49398
2021-11-26,37.81683
2021-11-27,40.53654
2021-11-28,26.30897
2021-11-29,40.48103
2021-11-30,55.00462
2021-12-01,52.72895
2021-12-02,56.78075
2021-12-03,44.27382
2021-12-04,48.39962
2021-12-05,22.05365
2021-12-06,37.96484
2021-12-07,50.61979
2021-12-08,53.09898
2021-12-09,45.03237
2021-12-10,39.88899
2021-12-11,31.34135
2021-12-12,20.74005
2021-12-13,29.84273
2021-12-14,41.79463
2021-12-15,39.31544
2021-12-16,45.73543
2021-12-17,44.1258
2021-12-18,33.432
2021-12-19,18.59389
2021-12-20,30.6938
2021-12-21,48.65864
2021-12-22,39.25994
2021-12-23,40.074
2021-12-24,38.27937
2021-12-25,19.64847
2021-12-26,18.26086
2021-12-27,28.23311
2021-12-28,51.26734
2021-12-29,41.62812
2021-12-30,39.83348
2021-12-31,31.69287
2022-01-01,23.55226
2022-01-02,21.49861
2022-01-03,31.98889
2022-01-04,51.43385
2022-01-05,46.93802
2022-01-06,60.94357
2022-01-07,49.3617
2022-01-08,39.38945
2022-01-09,23.16373
2022-01-10,39.57446
2022-01-11,57.15078
2022-01-12,46.95652
2022-01-13,43.49676
2022-01-14,55.30064
2022-01-15,33.3765
2022-01-16,22.36817
2022-01-17,31.10083
2022-01-18,39.24144
2022-01-19,56.44773
2022-01-20,56.42923
2022-01-21,70.39777
2022-01-22,70.7863
2022-01-23,38.83441
2022-01-24,62.55319
2022-01-25,100.0
2022-01-26,84.77335
2022-01-27,81.3691
2022-01-28,73.85753
2022-01-29,56.20721
2022-01-30,24.86586
2022-01-31,32.61794
2022-02-01,62.14616
2022-02-02,65.71692
2022-02-03,94.94912
2022-02-04,97.53931
2022-02-05,60.38852
2022-02-06,39.44495
2022-02-07,52.74745
2022-02-08,58.53839
2022-02-09,55.85568
2022-02-10,56.33672
2022-02-11,50.65679
2022-02-12,48.49213
2022-02-13,27.65957
2022-02-14,38.92691
2022-02-15,49.63922
2022-02-16,46.58649
2022-02-17,42.42368
2022-02-18,45.14338
2022-02-19,41.49861
2022-02-20,21.83163
2022-02-21,32.95097
2022-02-22,49.02867
2022-02-23,53.65402
2022-02-24,95.46716
2022-02-25,68.45513
2022-02-26,40.037
2022-02-27,20.88806
2022-02-28,28.56614
2022-03-01,40.90656
2022-03-02,39.83348
2022-03-03,39.00092
2022-03-04,37.74283
2022-03-05,32.63644
2022-03-06,17.92784
2022-03-07,27.04902
2022-03-08,50.32377
2022-03-09,33.80203
2022-03-10,36.37372
2022-03-11,33.4505
2022-03-12,29.01017
2022-03-13,18.40888
2022-03-14,28.32562
2022-03-15,49.08418
2022-03-16,41.16558
2022-03-17,47.17853
2022-03-18,42.6827
2022-03-19,36.68825
2022-03-20,18.94542
2022-03-21,35.37465
2022-03-22,43.73728
2022-03-23,47.67807
2022-03-24,39.53746
2022-03-25,44.0703
2022-03-26,28.80666
2022-03-27,17.15078
2022-03-28,25.55041
2022-03-29,44.93987
2022-03-30,47.38205
2022-03-31,35.78168
2022-04-01,33.432
2022-04-02,25.08788
2022-04-03,14.81961
2022-04-04,23.86679
2022-04-05,38.98242
2022-04-06,34.93061
2022-04-07,35.54116
2022-04-08,31.02682
2022-04-09,21.79463
2022-04-10,12.61794
2022-04-11,23.25624
2022-04-12,34.7456
2022-04-13,31.32284
2022-04-14,27.58556
2022-04-15,28.0666
2022-04-16,15.28214
2022-04-17,11.85938
2022-04-18,19.14893
2022-04-19,31.04532
2022-04-20,30.58279
2022-04-21,28.89916
2022-04-22,29.95374
2022-04-23,31.28584
2022-04-24,16.1332
2022-04-25,27.49306
2022-04-26,35.92969
2022-04-27,54.39407
2022-04-28,39.25994
2022-04-29,37.55781
2022-04-30,34.50508
2022-05-01,17.77983
2022-05-02,26.01295
2022-05-03,36.1332
2022-05-04,29.67622
2022-05-05,33.04347
2022-05-06,51.82238
2022-05-07,28.28862
2022-05-08,16.63274
2022-05-09,34.6901
2022-05-10,61.59111
2022-05-11,42.96022
2022-05-12,58.53839
2022-05-13,41.4061
2022-05-14,25.06938
2022-05-15,13.26549
2022-05-16,23.14523
2022-05-17,32.98797
2022-05-18,31.72987
2022-05-19,50.6753
2022-05-20,35.91119
2022-05-21,29.62072
2022-05-22,12.45143
2022-05-23,21.09158
2022-05-24,37.28029
2022-05-25,38.61239
2022-05-26,29.23219
2022-05-27,29.99074
2022-05-28,21.03607
2022-05-29,9.87974
2022-05-30,19.00092
2022-05-31,24.60684
2022-06-01,25.47641
2022-06-02,25.77243
2022-06-03,28.0666
2022-06-04,17.02127
2022-06-05,12.0629
2022-06-06,16.52173
2022-06-07,25.21739
2022-06-08,26.90101
2022-06-09,23.77428
2022-06-10,28.84366
2022-06-11,24.19981
2022-06-12,11.37835
2022-06-13,31.34135
2022-06-14,50.21276
2022-06-15,36.0222
2022-06-16,37.53931
2022-06-17,43.60777
2022-06-18,20.85106
2022-06-19,11.91489
2022-06-20,20.25901
2022-06-21,25.14338
2022-06-22,30.63829
2022-06-23,27.16003
2022-06-24,25.3469
2022-06-25,21.83163
2022-06-26,10.12025
2022-06-27,19.90749
2022-06-28,24.77335
2022-06-29,24.66234
2022-06-30,24.44033
2022-07-01,24.73635
2022-07-02,15.00462
2022-07-03,8.67715
2022-07-04,13.72802
2022-07-05,20.46253
2022-07-06,25.29139
2022-07-07,23.55226
2022-07-08,22.40518
2022-07-09,14.63459
2022-07-10,7.41905
2022-07-11,16.28122
2022-07-12,22.01665
2022-07-13,24.66234
2022-07-14,23.84828
2022-07-15,21.12858
2022-07-16,13.432
2022-07-17,7.27104
2022-07-18,16.74375
2022-07-19,22.05365
2022-07-20,28.80666
2022-07-21,26.86401
2022-07-22,27.73358
2022-07-23,15.18963
2022-07-24,7.03052
2022-07-25,15.39315
2022-07-26,21.03607
2022-07-27,22.7567
2022-07-28,31.08233
2022-07-29,30.58279
2022-07-30,20.35152
2022-07-31,9.67622
2022-08-01,20.57354
2022-08-02,27.95559
2022-08-03,27.62257
2022-08-04,34.35707
2022-08-05,29.19518
2022-08-06,15.39315
2022-08-07,8.58464
2022-08-08,24.66234
2022-08-09,28.38112
2022-08-10,26.99352
2022-08-11,32.46993
2022-08-12,26.62349
2022-08-13,19.38945
2022-08-14,9.91674
2022-08-15,18.37187
2022-08-16,32.50693
2022-08-17,29.97224
2022-08-18,28.36262
2022-08-19,27.82608
2022-08-20,15.74468
2022-08-21,9.58371
2022-08-22,20.24051
2022-08-23,29.06567
2022-08-24,21.18408
2022-08-25,16.39222
2022-08-26,14.39407
2022-08-27,14.54209
2022-08-28,7.19703
2022-08-29,14.32007
2022-08-30,15.72617
2022-08-31,12.74745
2022-09-01,13.22849
2022-09-02,12.46993
2022-09-03,8.0481
2022-09-04,6.06845
2022-09-05,8.84366
2022-09-06,9.3987
2022-09-07,11.91489
2022-09-08,10.95282
2022-09-09,8.19611
2022-09-10,7.95559
2022-09-11,5.03237
2022-09-12,8.1036
2022-09-13,15.54116
2022-09-14,19.25994
2022-09-15,11.78538
2022-09-16,11.35985
2022-09-17,8.62164
2022-09-18,4.53283
2022-09-19,8.23311
2022-09-20,9.73172
2022-09-21,9.54671
2022-09-22,13.4505
2022-09-23,12.67345
2022-09-24,8.84366
2022-09-25,5.23589
2022-09-26,11.19333
2022-09-27,10.84181
2022-09-28,12.56244
2022-09-29,10.7678
2022-09-30,12.0629
2022-10-01,6.93802
2022-10-02,5.75393
2022-10-03,7.69657
2022-10-04,11.00832
2022-10-05,11.04532
2022-10-06,8.73265
2022-10-07,8.0111
2022-10-08,7.40055
2022-10-09,4.42183
2022-10-10,7.71507
2022-10-11,10.98982
2022-10-12,9.19518
2022-10-13,11.34135
2022-10-14,11.17483
2022-10-15,7.36355
2022-10-16,5.21739
2022-10-17,8.88066
2022-10-18,9.25069
2022-10-19,9.28769
2022-10-20,7.28954
2022-10-21,6.62349
2022-10-22,4.99537
2022-10-23,4.14431
2022-10-24,6.80851
2022-10-25,8.45513
2022-10-26,9.02867
2022-10-27,9.06567
2022-10-28,7.84458
2022-10-29,7.49306
2022-10-30,3.66327
2022-10-31,7.60407
2022-11-01,8.91766
2022-11-02,7.99259
2022-11-03,10.36077
2022-11-04,8.56614
2022-11-05,5.67992
2022-11-06,4.29232
2022-11-07,6.45698
2022-11-08,8.75115
2022-11-09,8.65864
2022-11-10,10.39777
2022-11-11,18.7789
2022-11-12,8.91766
2022-11-13,5.03237
2022-11-14,8.19611
2022-11-15,10.28677
2022-11-16,8.91766
2022-11-17,7.27104
2022-11-18,6.97502
2022-11-19,4.68085
2022-11-20,3.81128
2022-11-21,6.40148
2022-11-22,6.10545
2022-11-23,6.66049
2022-11-24,6.716
2022-11-25,4.66234
2022-11-26,3.95929
2022-11-27,3.53376
2022-11-28,4.75485
2022-11-29,6.41998
2022-11-30,6.23496
2022-12-01,9.76873
2022-12-02,6.753
2022-12-03,3.84828
2022-12-04,3.64477
2022-12-05,5.08788
2022-12-06,5.69842
2022-12-07,6.58649
2022-12-08,6.97502
2022-12-09,6.16096
2022-12-10,4.79185
2022-12-11,3.38575
2022-12-12,5.95744
2022-12-13,8.14061
2022-12-14,8.0111
2022-12-15,6.80851
2022-12-16,7.90009
2022-12-17,5.53191
2022-12-18,4.29232
2022-12-19,5.53191
2022-12-20,9.32469
2022-12-21,8.17761
2022-12-22,7.28954
2022-12-23,9.63922
2022-12-24,5.58741
2022-12-25,4.64384
2022-12-26,5.51341
2022-12-27,7.19703
2022-12-28,10.95282
2022-12-29,9.78723
2022-12-30,7.47456
2022-12-31,5.67992
2023-01-01,4.69935
2023-01-02,7.47456
2023-01-03,6.27197
2023-01-04,8.97317
2023-01-05,7.60407
2023-01-06,8.25161
2023-01-07,7.71507
2023-01-08,6.29047
2023-01-09,7.82608
2023-01-10,8.60314
2023-01-11,8.76965
2023-01-12,9.3987
2023-01-13,7.60407
2023-01-14,7.62257
2023-01-15,5.23589
2023-01-16,7.14153
2023-01-17,7.86308
2023-01-18,7.65957
2023-01-19,7.30804
2023-01-20,6.16096
2023-01-21,7.34505
2023-01-22,5.14338
2023-01-23,6.16096
2023-01-24,10.12025
2023-01-25,10.54579
2023-01-26,11.10083
2023-01-27,11.80388
2023-01-28,9.67622
2023-01-29,6.16096
2023-01-30,9.58371
2023-01-31,9.01017
2023-02-01,10.61979
2023-02-02,14.85661
2023-02-03,16.33672
2023-02-04,9.3987
2023-02-05,6.14246
2023-02-06,9.15818
2023-02-07,10.87881
2023-02-08,13.09898
2023-02-09,10.30527
2023-02-10,10.6938
2023-02-11,7.01202
2023-02-12,5.49491
2023-02-13,7.71507
2023-02-14,10.87881
2023-02-15,9.93524
2023-02-16,11.19333
2023-02-17,8.64014
2023-02-18,6.62349
2023-02-19,5.01387
2023-02-20,6.56799
2023-02-21,7.69657
2023-02-22,10.15726
2023-02-23,9.01017
2023-02-24,8.51063
2023-02-25,6.08695
2023-02-26,5.12488
2023-02-27,6.80851
2023-02-28,7.41905
2023-03-01,7.65957
2023-03-02,7.32654
2023-03-03,6.36447
2023-03-04,6.03145
2023-03-05,6.91951
2023-03-06,8.32562
2023-03-07,9.17668
2023-03-08,10.19426
2023-03-09,8.27012
2023-03-10,8.17761
2023-03-11,5.47641
2023-03-12,5.32839
2023-03-13,8.82516
2023-03-14,9.19518
2023-03-15,8.25161
2023-03-16,7.99259
2023-03-17,9.08418
2023-03-18,5.05087
2023-03-19,4.42183
2023-03-20,7.12303
2023-03-21,8.49213
2023-03-22,9.62072
2023-03-23,9.95374
2023-03-24,8.38112
2023-03-25,5.58741
2023-03-26,4.1073
2023-03-27,7.60407
2023-03-28,7.27104
2023-03-29,8.43663
2023-03-30,9.3987
2023-03-31,9.30619
2023-04-01,8.27012
2023-04-02,5.67992
2023-04-03,7.90009
2023-04-04,8.95467
2023-04-05,8.62164
2023-04-06,7.95559
2023-04-07,6.99352
2023-04-08,4.27382
2023-04-09,4.0148
2023-04-10,7.54856
2023-04-11,10.54579
2023-04-12,9.10268
2023-04-13,8.1221
2023-04-14,8.60314
2023-04-15,4.56984
2023-04-16,4.38482
2023-04-17,7.21554
2023-04-18,8.25161
2023-04-19,6.95652
2023-04-20,7.53006
2023-04-21,6.54949
2023-04-22,4.97687
2023-04-23,3.42275
2023-04-24,5.4209
2023-04-25,6.79
2023-04-26,10.17576
2023-04-27,8.60314
2023-04-28,7.38205
2023-04-29,5.53191
2023-04-30,4.32932
2023-05-01,5.47641
2023-05-02,8.25161
2023-05-03,7.90009
2023-05-04,12.32192
2023-05-05,5.88344
2023-05-06,5.4579
2023-05-07,4.25531
2023-05-08,6.04995
2023-05-09,7.28954
2023-05-10,7.17853
2023-05-11,6.88251
2023-05-12,7.23404
2023-05-13,3.70027
2023-05-14,3.82978
2023-05-15,6.16096
2023-05-16,8.25161
2023-05-17,8.67715
2023-05-18,10.24976
2023-05-19,14.19056
2023-05-20,5.82793
2023-05-21,5.18038
2023-05-22,8.25161
2023-05-23,12.59944
2023-05-24,10.08325
2023-05-25,12.61794
2023-05-26,15.17113
2023-05-27,10.26827
2023-05-28,8.0481
2023-05-29,9.13968
