date,월세세액공제
2023-05-30,5.10392
2023-05-31,5.20038
2023-06-01,2.42041
2023-06-02,1.85039
2023-06-03,1.40313
2023-06-04,1.43821
2023-06-05,1.86792
2023-06-06,1.46452
2023-06-07,2.58703
2023-06-08,2.11347
2023-06-09,1.79777
2023-06-10,1.28036
2023-06-11,1.40313
2023-06-12,2.00824
2023-06-13,2.04332
2023-06-14,1.60484
2023-06-15,1.92931
2023-06-16,1.81531
2023-06-17,1.25405
2023-06-18,1.46452
2023-06-19,2.13101
2023-06-20,1.99947
2023-06-21,2.02578
2023-06-22,1.88546
2023-06-23,1.7013
2023-06-24,1.48206
2023-06-25,1.46452
2023-06-26,1.94685
2023-06-27,2.34148
2023-06-28,2.21871
2023-06-29,1.96439
2023-06-30,1.87669
2023-07-01,1.31544
2023-07-02,1.52591
2023-07-03,2.23625
2023-07-04,1.77146
2023-07-05,2.22748
2023-07-06,1.85039
2023-07-07,1.35052
2023-07-08,1.23651
2023-07-09,1.43821
2023-07-10,2.20994
2023-07-11,1.73638
2023-07-12,1.96439
2023-07-13,1.64868
2023-07-14,1.39436
2023-07-15,1.40313
2023-07-16,1.19266
2023-07-17,2.18363
2023-07-18,2.03455
2023-07-19,2.1047
2023-07-20,1.76269
2023-07-21,1.7013
2023-07-22,1.3856
2023-07-23,1.52591
2023-07-24,2.13101
2023-07-25,2.49934
2023-07-26,1.92931
2023-07-27,1.94685
2023-07-28,1.7013
2023-07-29,1.35929
2023-07-30,1.56976
2023-07-31,1.92931
2023-08-01,1.78023
2023-08-02,1.71007
2023-08-03,1.76269
2023-08-04,1.63991
2023-08-05,1.35929
2023-08-06,1.06112
2023-08-07,1.73638
2023-08-08,1.45575
2023-08-09,1.56976
2023-08-10,1.52591
2023-08-11,1.34175
2023-08-12,1.14005
2023-08-13,0.94711
2023-08-14,1.80654
2023-08-15,1.40313
2023-08-16,2.04332
2023-08-17,2.11347
2023-08-18,1.61361
2023-08-19,1.28036
2023-08-20,1.4119
2023-08-21,2.15732
2023-08-22,1.85915
2023-08-23,1.99947
2023-08-24,1.71007
2023-08-25,1.59607
2023-08-26,1.33298
2023-08-27,1.15759
2023-08-28,1.903
2023-08-29,2.06963
2023-08-30,1.69253
2023-08-31,1.84162
2023-09-01,1.52591
2023-09-02,1.17512
2023-09-03,1.22774
2023-09-04,1.81531
2023-09-05,1.94685
2023-09-06,1.71007
2023-09-07,1.63114
2023-09-08,1.56099
2023-09-09,1.22774
2023-09-10,1.55222
2023-09-11,1.789
2023-09-12,1.94685
2023-09-13,1.46452
2023-09-14,1.55222
2023-09-15,1.44698
2023-09-16,0.98219
2023-09-17,1.35052
2023-09-18,1.76269
2023-09-19,1.62238
2023-09-20,1.59607
2023-09-21,1.52591
2023-09-22,1.3856
2023-09-23,1.37683
2023-09-24,1.28913
2023-09-25,3.6657
2023-09-26,2.70981
2023-09-27,1.72761
2023-09-28,1.28036
2023-09-29,1.08743
2023-09-30,1.05235
2023-10-01,1.07866
2023-10-02,1.32421
2023-10-03,1.34175
2023-10-04,1.95562
2023-10-05,2.08717
2023-10-06,1.76269
2023-10-07,1.26282
2023-10-08,1.18389
2023-10-09,1.53468
2023-10-10,2.17486
2023-10-11,1.95562
2023-10-12,2.06963
2023-10-13,1.9907
2023-10-14,1.55222
2023-10-15,1.73638
2023-10-16,2.1047
2023-10-17,2.18363
2023-10-18,1.91177
2023-10-19,1.63991
2023-10-20,1.82408
2023-10-21,1.32421
2023-10-22,1.30667
2023-10-23,2.05209
2023-10-24,2.13978
2023-10-25,2.22748
2023-10-26,2.06963
2023-10-27,1.903
2023-10-28,1.35052
2023-10-29,1.30667
2023-10-30,2.29764
2023-10-31,2.43795
2023-11-01,2.42918
2023-11-02,5.07761
2023-11-03,4.19187
2023-11-04,2.12224
2023-11-05,2.00824
2023-11-06,3.36753
2023-11-07,3.12198
2023-11-08,3.20968
2023-11-09,2.33271
2023-11-10,2.49057
2023-11-11,1.48206
2023-11-12,1.67499
2023-11-13,2.92028
2023-11-14,2.90274
2023-11-15,3.82355
2023-11-16,3.75339
2023-11-17,3.11321
2023-11-18,1.77146
2023-11-19,2.3941
2023-11-20,3.55169
2023-11-21,4.0691
2023-11-22,3.52538
2023-11-23,3.36753
2023-11-24,3.83232
2023-11-25,2.54319
2023-11-26,2.28887
2023-11-27,4.05156
2023-11-28,3.76216
2023-11-29,3.61308
2023-11-30,5.37577
2023-12-01,10.05875
2023-12-02,3.44646
2023-12-03,13.21582
2023-12-04,10.06752
2023-12-05,7.30509
2023-12-06,9.09409
2023-12-07,8.16451
2023-12-08,6.27027
2023-12-09,3.61308
2023-12-10,4.40235
2023-12-11,6.31412
2023-12-12,6.1475
2023-12-13,5.10392
2023-12-14,4.98991
2023-12-15,5.22669
2023-12-16,3.89371
2023-12-17,4.0691
2023-12-18,5.88441
2023-12-19,5.8581
2023-12-20,6.48952
2023-12-21,17.05691
2023-12-22,11.47943
2023-12-23,5.62132
2023-12-24,5.51609
2023-12-25,10.15522
2023-12-26,11.62851
2023-12-27,10.69016
2023-12-28,10.7077
2023-12-29,10.25168
2023-12-30,6.32289
2023-12-31,5.62132
2024-01-01,6.30535
2024-01-02,10.54108
2024-01-03,11.69867
2024-01-04,10.25168
2024-01-05,10.15522
2024-01-06,6.00719
2024-01-07,6.25274
2024-01-08,11.6022
2024-01-09,12.62825
2024-01-10,12.25993
2024-01-11,13.42629
2024-01-12,13.87354
2024-01-13,9.88336
2024-01-14,12.0933
2024-01-15,78.96167
2024-01-16,77.01482
2024-01-17,72.26168
2024-01-18,72.44584
2024-01-19,56.2045
2024-01-20,29.84302
2024-01-21,38.53371
2024-01-22,100.0
2024-01-23,86.67017
2024-01-24,66.28957
2024-01-25,52.73173
2024-01-26,35.79759
2024-01-27,17.26738
2024-01-28,17.45154
2024-01-29,39.03358
2024-01-30,36.62194
2024-01-31,28.37849
2024-02-01,22.23099
2024-02-02,19.09146
2024-02-03,7.87512
2024-02-04,8.62053
2024-02-05,20.93308
2024-02-06,19.44225
2024-02-07,16.21503
2024-02-08,12.6721
2024-02-09,5.48101
2024-02-10,4.91975
2024-02-11,4.99868
2024-02-12,6.33166
2024-02-13,17.45154
2024-02-14,18.09173
2024-02-15,17.53924
2024-02-16,14.76804
2024-02-17,5.8581
2024-02-18,5.75287
2024-02-19,15.67131
2024-02-20,16.17995
2024-02-21,14.93466
2024-02-22,12.63702
2024-02-23,11.87406
2024-02-24,6.25274
2024-02-25,5.61255
2024-02-26,11.62851
2024-02-27,10.40954
2024-02-28,8.73454
2024-02-29,7.80496
2024-03-01,4.55143
2024-03-02,4.20064
2024-03-03,4.17434
2024-03-04,6.70876
2024-03-05,7.99789
2024-03-06,5.46347
2024-03-07,4.9636
2024-03-08,6.03349
2024-03-09,4.06033
2024-03-10,3.60431
2024-03-11,4.63036
2024-03-12,4.62159
2024-03-13,4.08664
2024-03-14,3.75339
2024-03-15,3.75339
2024-03-16,2.86766
2024-03-17,2.98167
2024-03-18,3.76216
2024-03-19,3.13075
2024-03-20,3.35876
