date,연금저축보험
2020-08-22,15.10791
2020-08-23,16.94644
2020-08-24,24.30055
2020-08-25,30.85531
2020-08-26,29.73621
2020-08-27,27.17825
2020-08-28,26.21902
2020-08-29,21.7426
2020-08-30,18.8649
2020-08-31,27.81774
2020-09-01,29.33653
2020-09-02,25.81934
2020-09-03,25.4996
2020-09-04,22.22222
2020-09-05,19.82414
2020-09-06,17.90567
2020-09-07,30.21582
2020-09-08,24.22062
2020-09-09,29.57633
2020-09-10,29.73621
2020-09-11,21.90247
2020-09-12,17.50599
2020-09-13,15.58752
2020-09-14,25.33972
2020-09-15,26.21902
2020-09-16,25.81934
2020-09-17,23.741
2020-09-18,25.09992
2020-09-19,18.46522
2020-09-20,19.42446
2020-09-21,22.30215
2020-09-22,22.30215
2020-09-23,18.06554
2020-09-24,19.10471
2020-09-25,21.98241
2020-09-26,15.02797
2020-09-27,18.30535
2020-09-28,23.42126
2020-09-29,19.98401
2020-09-30,15.02797
2020-10-01,15.66746
2020-10-02,15.18784
2020-10-03,16.14708
2020-10-04,17.82573
2020-10-05,25.7394
2020-10-06,27.41806
2020-10-07,27.17825
2020-10-08,22.54196
2020-10-09,18.06554
2020-10-10,15.26778
2020-10-11,17.10631
2020-10-12,25.41966
2020-10-13,28.45723
2020-10-14,23.02158
2020-10-15,21.18305
2020-10-16,23.66107
2020-10-17,16.54676
2020-10-18,17.18625
2020-10-19,27.81774
2020-10-20,27.65787
2020-10-21,37.96962
2020-10-22,28.37729
2020-10-23,22.06235
2020-10-24,14.30855
2020-10-25,15.34772
2020-10-26,23.98081
2020-10-27,24.94004
2020-10-28,23.18145
2020-10-29,29.25659
2020-10-30,22.14228
2020-10-31,14.54836
2020-11-01,23.50119
2020-11-02,25.65947
2020-11-03,26.05915
2020-11-04,20.8633
2020-11-05,24.30055
2020-11-06,22.94164
2020-11-07,16.54676
2020-11-08,20.14388
2020-11-09,27.01838
2020-11-10,32.21422
2020-11-11,26.6187
2020-11-12,27.33812
2020-11-13,19.10471
2020-11-14,18.06554
2020-11-15,18.54516
2020-11-16,25.01998
2020-11-17,31.81454
2020-11-18,26.13908
2020-11-19,29.33653
2020-11-20,23.90087
2020-11-21,16.30695
2020-11-22,21.98241
2020-11-23,26.37889
2020-11-24,25.89928
2020-11-25,28.21742
2020-11-26,27.498
2020-11-27,46.52278
2020-11-28,23.18145
2020-11-29,27.41806
2020-11-30,39.64828
2020-12-01,41.72661
2020-12-02,35.65147
2020-12-03,33.57314
2020-12-04,33.41326
2020-12-05,21.58273
2020-12-06,28.45723
2020-12-07,35.65147
2020-12-08,40.20783
2020-12-09,43.08553
2020-12-10,38.68904
2020-12-11,31.97442
2020-12-12,23.741
2020-12-13,22.86171
2020-12-14,40.60751
2020-12-15,41.64668
2020-12-16,37.01039
2020-12-17,34.13269
2020-12-18,31.25499
2020-12-19,21.82254
2020-12-20,24.6203
2020-12-21,36.85051
2020-12-22,34.21262
2020-12-23,37.80975
2020-12-24,34.05275
2020-12-25,36.77058
2020-12-26,32.45403
2020-12-27,33.09352
2020-12-28,55.31574
2020-12-29,52.19824
2020-12-30,52.03836
2020-12-31,42.44604
2021-01-01,28.93685
2021-01-02,31.73461
2021-01-03,31.4948
2021-01-04,43.40527
2021-01-05,41.56674
2021-01-06,40.92725
2021-01-07,37.49
2021-01-08,36.93045
2021-01-09,30.37569
2021-01-10,33.73301
2021-01-11,46.44284
2021-01-12,41.48681
2021-01-13,50.27977
2021-01-14,45.72342
2021-01-15,49.56035
2021-01-16,47.88169
2021-01-17,67.06634
2021-01-18,82.89368
2021-01-19,87.13029
2021-01-20,91.04716
2021-01-21,100.0
2021-01-22,76.41886
2021-01-23,65.8673
2021-01-24,62.03037
2021-01-25,84.41247
2021-01-26,93.92486
2021-01-27,78.33733
2021-01-28,72.82174
2021-01-29,58.75299
2021-01-30,41.08713
2021-01-31,41.08713
2021-02-01,55.79536
2021-02-02,54.91606
2021-02-03,57.23421
2021-02-04,55.87529
2021-02-05,46.76258
2021-02-06,33.41326
2021-02-07,37.01039
2021-02-08,47.2422
2021-02-09,53.79696
2021-02-10,44.52438
2021-02-11,31.41486
2021-02-12,27.97761
2021-02-13,30.21582
2021-02-14,39.16866
2021-02-15,64.50839
2021-02-16,59.71223
2021-02-17,55.71542
2021-02-18,56.1151
2021-02-19,48.68105
2021-02-20,30.13589
2021-02-21,34.53237
2021-02-22,53.79696
2021-02-23,48.92086
2021-02-24,47.56195
2021-02-25,48.92086
2021-02-26,41.64668
2021-02-27,30.13589
2021-02-28,42.76578
2021-03-01,50.59952
2021-03-02,52.75779
2021-03-03,45.56354
2021-03-04,36.69064
2021-03-05,43.88489
2021-03-06,31.57474
2021-03-07,32.13429
2021-03-08,42.04636
2021-03-09,42.92565
2021-03-10,48.04156
2021-03-11,46.68265
2021-03-12,35.81135
2021-03-13,21.42286
2021-03-14,24.38049
2021-03-15,38.52917
2021-03-16,47.72182
2021-03-17,38.44924
2021-03-18,33.57314
2021-03-19,34.21262
2021-03-20,24.70023
2021-03-21,33.09352
2021-03-22,45.96322
2021-03-23,42.68585
2021-03-24,38.28936
2021-03-25,49.16067
2021-03-26,32.45403
2021-03-27,23.42126
2021-03-28,27.09832
2021-03-29,33.01358
2021-03-30,35.57154
2021-03-31,32.05435
2021-04-01,27.17825
2021-04-02,32.93365
2021-04-03,21.90247
2021-04-04,23.50119
2021-04-05,29.33653
2021-04-06,39.80815
2021-04-07,32.29416
2021-04-08,26.77857
2021-04-09,25.25979
2021-04-10,17.66586
2021-04-11,20.78337
2021-04-12,25.01998
2021-04-13,26.6187
2021-04-14,27.65787
2021-04-15,26.53876
2021-04-16,34.13269
2021-04-17,18.30535
2021-04-18,20.78337
2021-04-19,30.13589
2021-04-20,26.6187
2021-04-21,29.4964
2021-04-22,29.33653
2021-04-23,26.85851
2021-04-24,15.10791
2021-04-25,19.10471
2021-04-26,28.29736
2021-04-27,23.50119
2021-04-28,25.89928
2021-04-29,22.6219
2021-04-30,19.34452
2021-05-01,14.30855
2021-05-02,13.90887
2021-05-03,20.8633
2021-05-04,21.7426
2021-05-05,16.22701
2021-05-06,22.14228
2021-05-07,19.34452
2021-05-08,12.94964
2021-05-09,13.34932
2021-05-10,24.94004
2021-05-11,24.30055
2021-05-12,22.6219
2021-05-13,21.82254
2021-05-14,17.66586
2021-05-15,13.82893
2021-05-16,20.14388
2021-05-17,24.86011
2021-05-18,20.22382
2021-05-19,17.58593
2021-05-20,28.77697
2021-05-21,25.89928
2021-05-22,12.54996
2021-05-23,13.26938
2021-05-24,24.70023
2021-05-25,25.09992
2021-05-26,25.7394
2021-05-27,26.69864
2021-05-28,25.57953
2021-05-29,14.8681
2021-05-30,15.66746
2021-05-31,25.09992
2021-06-01,22.30215
2021-06-02,23.741
2021-06-03,26.6187
2021-06-04,19.98401
2021-06-05,14.46842
2021-06-06,15.42765
2021-06-07,21.02318
2021-06-08,25.01998
2021-06-09,24.30055
2021-06-10,23.741
2021-06-11,20.22382
2021-06-12,13.34932
2021-06-13,17.58593
2021-06-14,18.54516
2021-06-15,25.4996
2021-06-16,24.22062
2021-06-17,23.58113
2021-06-18,20.14388
2021-06-19,13.34932
2021-06-20,14.30855
2021-06-21,23.58113
2021-06-22,21.50279
2021-06-23,22.78177
2021-06-24,20.94324
2021-06-25,24.94004
2021-06-26,13.66906
2021-06-27,14.8681
2021-06-28,22.54196
2021-06-29,25.7394
2021-06-30,28.13749
2021-07-01,18.22541
2021-07-02,16.14708
2021-07-03,10.95123
2021-07-04,12.8697
2021-07-05,21.66266
2021-07-06,25.33972
2021-07-07,24.46043
2021-07-08,16.8665
2021-07-09,15.34772
2021-07-10,11.19104
2021-07-11,12.70983
2021-07-12,19.66426
2021-07-13,21.50279
2021-07-14,18.38529
2021-07-15,14.70823
2021-07-16,15.58752
2021-07-17,11.19104
2021-07-18,11.27098
2021-07-19,16.78657
2021-07-20,18.46522
2021-07-21,22.38209
2021-07-22,16.30695
2021-07-23,17.98561
2021-07-24,11.9904
2021-07-25,14.06874
2021-07-26,18.78497
2021-07-27,18.46522
2021-07-28,20.46362
2021-07-29,19.7442
2021-07-30,16.62669
2021-07-31,10.31175
2021-08-01,13.749
2021-08-02,17.18625
2021-08-03,18.94484
2021-08-04,18.46522
2021-08-05,19.10471
2021-08-06,17.98561
2021-08-07,11.67066
2021-08-08,11.91047
2021-08-09,20.14388
2021-08-10,20.6235
2021-08-11,19.82414
2021-08-12,19.18465
2021-08-13,20.38369
2021-08-14,16.62669
2021-08-15,16.46682
2021-08-16,14.62829
2021-08-17,23.26139
2021-08-18,26.6187
2021-08-19,24.38049
2021-08-20,23.34132
2021-08-21,14.46842
2021-08-22,18.22541
2021-08-23,24.6203
2021-08-24,27.25819
2021-08-25,25.25979
2021-08-26,24.22062
2021-08-27,19.90407
2021-08-28,13.90887
2021-08-29,14.94804
2021-08-30,23.18145
2021-08-31,22.86171
2021-09-01,21.10311
2021-09-02,18.70503
2021-09-03,16.62669
2021-09-04,15.50759
2021-09-05,16.94644
2021-09-06,20.30375
2021-09-07,22.54196
2021-09-08,21.66266
2021-09-09,21.90247
2021-09-10,16.38689
2021-09-11,15.58752
2021-09-12,15.34772
2021-09-13,18.94484
2021-09-14,17.34612
2021-09-15,20.22382
2021-09-16,18.70503
2021-09-17,15.26778
2021-09-18,11.19104
2021-09-19,11.51079
2021-09-20,28.85691
2021-09-21,16.94644
2021-09-22,21.7426
2021-09-23,29.65627
2021-09-24,26.29896
2021-09-25,15.58752
2021-09-26,18.46522
2021-09-27,24.94004
2021-09-28,23.98081
2021-09-29,22.46203
2021-09-30,22.6219
2021-10-01,22.54196
2021-10-02,19.26458
2021-10-03,11.59072
2021-10-04,16.14708
2021-10-05,33.4932
2021-10-06,23.66107
2021-10-07,22.46203
2021-10-08,19.26458
2021-10-09,13.18944
2021-10-10,14.30855
2021-10-11,20.70343
2021-10-12,20.8633
2021-10-13,19.98401
2021-10-14,23.02158
2021-10-15,20.70343
2021-10-16,14.62829
2021-10-17,17.10631
2021-10-18,18.38529
2021-10-19,22.06235
2021-10-20,17.82573
2021-10-21,18.14548
2021-10-22,18.78497
2021-10-23,10.95123
2021-10-24,16.78657
2021-10-25,22.54196
2021-10-26,27.498
2021-10-27,23.98081
2021-10-28,18.46522
2021-10-29,18.46522
2021-10-30,13.50919
2021-10-31,13.90887
2021-11-01,20.6235
2021-11-02,23.66107
2021-11-03,22.46203
2021-11-04,23.58113
2021-11-05,22.14228
2021-11-06,13.66906
2021-11-07,15.90727
2021-11-08,22.14228
2021-11-09,20.14388
2021-11-10,22.86171
2021-11-11,18.78497
2021-11-12,21.02318
2021-11-13,13.42925
2021-11-14,17.42605
2021-11-15,22.94164
2021-11-16,29.17665
2021-11-17,25.97921
2021-11-18,22.6219
2021-11-19,20.94324
2021-11-20,13.90887
2021-11-21,13.90887
2021-11-22,24.78017
2021-11-23,24.30055
2021-11-24,24.22062
2021-11-25,30.53557
2021-11-26,26.29896
2021-11-27,13.90887
2021-11-28,21.66266
2021-11-29,28.85691
2021-11-30,25.4996
2021-12-01,25.41966
2021-12-02,21.42286
2021-12-03,19.7442
2021-12-04,13.9888
2021-12-05,19.82414
2021-12-06,23.26139
2021-12-07,26.37889
2021-12-08,25.57953
2021-12-09,39.72821
2021-12-10,25.33972
2021-12-11,18.30535
2021-12-12,27.97761
2021-12-13,28.6171
2021-12-14,27.17825
2021-12-15,26.05915
2021-12-16,32.53397
2021-12-17,23.42126
2021-12-18,15.7474
2021-12-19,20.6235
2021-12-20,32.85371
2021-12-21,37.25019
2021-12-22,35.17186
2021-12-23,28.05755
2021-12-24,22.94164
2021-12-25,17.90567
2021-12-26,21.90247
2021-12-27,39.64828
2021-12-28,39.08872
2021-12-29,41.88649
2021-12-30,42.20623
2021-12-31,31.17505
2022-01-01,17.50599
2022-01-02,19.90407
2022-01-03,25.7394
2022-01-04,28.93685
2022-01-05,27.09832
2022-01-06,21.10311
2022-01-07,22.46203
2022-01-08,16.62669
2022-01-09,20.06394
2022-01-10,26.6187
2022-01-11,27.7378
2022-01-12,25.65947
2022-01-13,27.33812
2022-01-14,23.90087
2022-01-15,21.7426
2022-01-16,20.70343
2022-01-17,37.41007
2022-01-18,43.08553
2022-01-19,42.92565
2022-01-20,48.92086
2022-01-21,46.20303
2022-01-22,32.85371
2022-01-23,38.68904
2022-01-24,55.71542
2022-01-25,58.9928
2022-01-26,52.91766
2022-01-27,48.52118
2022-01-28,42.04636
2022-01-29,24.86011
2022-01-30,25.25979
2022-01-31,22.78177
2022-02-01,25.97921
2022-02-02,29.01678
2022-02-03,47.16227
2022-02-04,42.04636
2022-02-05,30.93525
2022-02-06,32.21422
2022-02-07,39.56834
2022-02-08,42.92565
2022-02-09,39.96802
2022-02-10,42.28617
2022-02-11,34.61231
2022-02-12,24.78017
2022-02-13,25.7394
2022-02-14,36.77058
2022-02-15,39.72821
2022-02-16,39.72821
2022-02-17,37.88968
2022-02-18,35.25179
2022-02-19,25.33972
2022-02-20,24.30055
2022-02-21,43.56514
2022-02-22,37.80975
2022-02-23,36.3709
2022-02-24,39.4884
2022-02-25,36.45083
2022-02-26,30.29576
2022-02-27,24.46043
2022-02-28,35.41167
2022-03-01,27.57793
2022-03-02,31.4948
2022-03-03,23.34132
2022-03-04,23.34132
2022-03-05,17.26618
2022-03-06,20.78337
2022-03-07,21.82254
2022-03-08,21.26298
2022-03-09,14.46842
2022-03-10,24.94004
2022-03-11,24.78017
2022-03-12,14.22861
2022-03-13,16.38689
2022-03-14,19.98401
2022-03-15,23.58113
2022-03-16,23.58113
2022-03-17,23.98081
2022-03-18,20.8633
2022-03-19,12.07034
2022-03-20,14.78816
2022-03-21,22.46203
2022-03-22,19.26458
2022-03-23,21.10311
2022-03-24,21.58273
2022-03-25,23.42126
2022-03-26,14.38848
2022-03-27,15.02797
2022-03-28,23.10151
2022-03-29,25.41966
2022-03-30,21.98241
2022-03-31,19.58433
2022-04-01,19.02478
2022-04-02,15.02797
2022-04-03,14.54836
2022-04-04,17.90567
2022-04-05,19.90407
2022-04-06,18.70503
2022-04-07,17.90567
2022-04-08,17.58593
2022-04-09,9.67226
2022-04-10,9.83213
2022-04-11,24.6203
2022-04-12,23.82094
2022-04-13,23.90087
2022-04-14,26.45883
2022-04-15,17.02637
2022-04-16,11.59072
2022-04-17,11.59072
2022-04-18,18.8649
2022-04-19,18.78497
2022-04-20,16.46682
2022-04-21,18.54516
2022-04-22,13.90887
2022-04-23,10.31175
2022-04-24,10.8713
2022-04-25,18.46522
2022-04-26,22.14228
2022-04-27,20.38369
2022-04-28,18.46522
2022-04-29,13.90887
2022-04-30,10.71143
2022-05-01,10.47162
2022-05-02,15.18784
2022-05-03,19.26458
2022-05-04,16.06714
2022-05-05,12.78976
2022-05-06,15.90727
2022-05-07,11.59072
2022-05-08,12.78976
2022-05-09,17.10631
2022-05-10,20.54356
2022-05-11,21.26298
2022-05-12,16.46682
2022-05-13,17.34612
2022-05-14,7.35411
2022-05-15,10.47162
2022-05-16,14.22861
2022-05-17,19.50439
2022-05-18,17.10631
2022-05-19,15.82733
2022-05-20,14.22861
2022-05-21,11.11111
2022-05-22,10.8713
2022-05-23,15.42765
2022-05-24,16.70663
2022-05-25,19.98401
2022-05-26,17.66586
2022-05-27,21.02318
2022-05-28,9.35251
2022-05-29,10.55155
2022-05-30,15.58752
2022-05-31,17.02637
2022-06-01,13.50919
2022-06-02,16.30695
2022-06-03,13.10951
2022-06-04,7.19424
2022-06-05,8.63309
2022-06-06,11.83053
2022-06-07,14.94804
2022-06-08,21.66266
2022-06-09,18.78497
2022-06-10,24.70023
2022-06-11,10.15187
2022-06-12,9.51239
2022-06-13,16.78657
2022-06-14,18.38529
2022-06-15,15.34772
2022-06-16,15.02797
2022-06-17,16.8665
2022-06-18,10.39168
2022-06-19,10.95123
2022-06-20,15.50759
2022-06-21,16.8665
2022-06-22,18.06554
2022-06-23,15.82733
2022-06-24,15.18784
2022-06-25,9.03277
2022-06-26,8.71302
2022-06-27,14.30855
2022-06-28,19.34452
2022-06-29,16.78657
2022-06-30,18.22541
2022-07-01,13.66906
2022-07-02,9.992
2022-07-03,8.95283
2022-07-04,12.94964
2022-07-05,15.7474
2022-07-06,13.58912
2022-07-07,14.62829
2022-07-08,11.9904
2022-07-09,10.55155
2022-07-10,10.15187
2022-07-11,15.7474
2022-07-12,16.30695
2022-07-13,14.62829
2022-07-14,16.38689
2022-07-15,12.54996
2022-07-16,8.79296
2022-07-17,10.07194
2022-07-18,15.34772
2022-07-19,14.30855
2022-07-20,17.02637
2022-07-21,15.7474
2022-07-22,25.65947
2022-07-23,14.94804
2022-07-24,10.39168
2022-07-25,19.66426
2022-07-26,19.26458
2022-07-27,18.30535
2022-07-28,15.18784
2022-07-29,14.30855
2022-07-30,7.67386
2022-07-31,11.11111
2022-08-01,18.14548
2022-08-02,14.06874
2022-08-03,15.58752
2022-08-04,15.02797
2022-08-05,14.54836
2022-08-06,10.47162
2022-08-07,10.79136
2022-08-08,15.66746
2022-08-09,16.38689
2022-08-10,12.78976
2022-08-11,15.26778
2022-08-12,13.749
2022-08-13,9.27258
2022-08-14,7.27418
2022-08-15,10.95123
2022-08-16,16.22701
2022-08-17,14.14868
2022-08-18,16.06714
2022-08-19,13.749
2022-08-20,9.67226
2022-08-21,10.23181
2022-08-22,15.90727
2022-08-23,16.30695
2022-08-24,17.10631
2022-08-25,15.82733
2022-08-26,13.42925
2022-08-27,9.27258
2022-08-28,11.11111
2022-08-29,14.22861
2022-08-30,19.34452
2022-08-31,14.14868
2022-09-01,15.50759
2022-09-02,13.90887
2022-09-03,11.9904
2022-09-04,16.06714
2022-09-05,14.8681
2022-09-06,15.42765
2022-09-07,13.66906
2022-09-08,12.94964
2022-09-09,6.63469
2022-09-10,7.19424
2022-09-11,11.19104
2022-09-12,12.94964
2022-09-13,18.94484
2022-09-14,19.10471
2022-09-15,17.82573
2022-09-16,14.46842
2022-09-17,11.51079
2022-09-18,9.75219
2022-09-19,15.98721
2022-09-20,16.46682
2022-09-21,15.18784
2022-09-22,15.18784
2022-09-23,15.34772
2022-09-24,8.55315
2022-09-25,8.79296
2022-09-26,16.54676
2022-09-27,15.34772
2022-09-28,16.78657
2022-09-29,14.06874
2022-09-30,15.82733
2022-10-01,8.55315
2022-10-02,7.27418
2022-10-03,12.54996
2022-10-04,16.38689
2022-10-05,14.30855
2022-10-06,13.82893
2022-10-07,13.26938
2022-10-08,8.39328
2022-10-09,9.03277
2022-10-10,14.70823
2022-10-11,18.70503
2022-10-12,17.90567
2022-10-13,16.94644
2022-10-14,14.78816
2022-10-15,8.15347
2022-10-16,11.67066
2022-10-17,17.98561
2022-10-18,16.46682
2022-10-19,16.78657
2022-10-20,15.7474
2022-10-21,14.38848
2022-10-22,11.83053
2022-10-23,11.43085
2022-10-24,14.06874
2022-10-25,21.90247
2022-10-26,23.34132
2022-10-27,18.46522
2022-10-28,19.7442
2022-10-29,9.75219
2022-10-30,8.63309
2022-10-31,15.10791
2022-11-01,16.30695
2022-11-02,20.46362
2022-11-03,16.14708
2022-11-04,15.26778
2022-11-05,16.46682
2022-11-06,17.34612
2022-11-07,20.06394
2022-11-08,19.26458
2022-11-09,19.10471
2022-11-10,22.70183
2022-11-11,16.8665
2022-11-12,12.94964
2022-11-13,11.75059
2022-11-14,15.58752
2022-11-15,19.58433
2022-11-16,19.10471
2022-11-17,17.82573
2022-11-18,14.38848
2022-11-19,13.34932
2022-11-20,20.8633
2022-11-21,24.22062
2022-11-22,20.78337
2022-11-23,24.14068
2022-11-24,22.30215
2022-11-25,22.94164
2022-11-26,15.10791
2022-11-27,19.34452
2022-11-28,25.09992
2022-11-29,22.46203
2022-11-30,24.22062
2022-12-01,25.41966
2022-12-02,21.34292
2022-12-03,14.30855
2022-12-04,17.58593
2022-12-05,34.29256
2022-12-06,31.65467
2022-12-07,31.65467
2022-12-08,32.45403
2022-12-09,35.89128
2022-12-10,18.22541
2022-12-11,21.82254
2022-12-12,34.05275
2022-12-13,33.57314
2022-12-14,30.85531
2022-12-15,29.89608
2022-12-16,27.65787
2022-12-17,18.94484
2022-12-18,38.76898
2022-12-19,34.61231
2022-12-20,41.32693
2022-12-21,37.88968
2022-12-22,31.01518
2022-12-23,28.05755
2022-12-24,16.78657
2022-12-25,18.06554
2022-12-26,38.44924
2022-12-27,33.25339
2022-12-28,35.73141
2022-12-29,41.16706
2022-12-30,38.92885
2022-12-31,34.05275
2023-01-01,22.22222
2023-01-02,31.73461
2023-01-03,30.21582
2023-01-04,29.01678
2023-01-05,32.29416
2023-01-06,26.21902
2023-01-07,25.97921
2023-01-08,24.38049
2023-01-09,33.73301
2023-01-10,31.09512
2023-01-11,33.33333
2023-01-12,31.01518
2023-01-13,27.17825
2023-01-14,21.7426
2023-01-15,25.41966
2023-01-16,41.32693
2023-01-17,49.40047
2023-01-18,54.19664
2023-01-19,49.56035
2023-01-20,52.83772
2023-01-21,27.01838
2023-01-22,30.37569
2023-01-23,34.93205
2023-01-24,42.60591
2023-01-25,72.82174
2023-01-26,79.05675
2023-01-27,62.58992
2023-01-28,48.1215
2023-01-29,38.44924
2023-01-30,63.14948
2023-01-31,63.70903
2023-02-01,55.31574
2023-02-02,48.44124
2023-02-03,51.79856
2023-02-04,28.77697
2023-02-05,29.01678
2023-02-06,42.20623
2023-02-07,41.40687
2023-02-08,49.96003
2023-02-09,45.88329
2023-02-10,47.56195
2023-02-11,25.01998
2023-02-12,26.29896
2023-02-13,45.00399
2023-02-14,44.28457
2023-02-15,41.72661
2023-02-16,48.60111
2023-02-17,37.25019
2023-02-18,22.70183
2023-02-19,24.94004
2023-02-20,41.247
2023-02-21,41.88649
2023-02-22,40.60751
2023-02-23,35.33173
2023-02-24,39.40847
2023-02-25,25.57953
2023-02-26,25.65947
2023-02-27,38.44924
2023-02-28,34.69224
2023-03-01,31.65467
2023-03-02,36.93045
2023-03-03,30.37569
2023-03-04,21.66266
2023-03-05,20.54356
2023-03-06,26.77857
2023-03-07,30.6155
2023-03-08,29.81614
2023-03-09,29.17665
2023-03-10,28.77697
2023-03-11,16.78657
2023-03-12,21.18305
2023-03-13,25.57953
2023-03-14,24.14068
2023-03-15,29.4964
2023-03-16,26.85851
2023-03-17,22.14228
2023-03-18,15.58752
2023-03-19,18.94484
2023-03-20,27.17825
2023-03-21,29.65627
2023-03-22,24.86011
2023-03-23,25.25979
2023-03-24,26.45883
2023-03-25,14.94804
2023-03-26,17.82573
2023-03-27,24.86011
2023-03-28,27.7378
2023-03-29,24.6203
2023-03-30,21.98241
2023-03-31,21.50279
2023-04-01,14.30855
2023-04-02,16.38689
2023-04-03,19.98401
2023-04-04,21.18305
2023-04-05,26.29896
2023-04-06,19.18465
2023-04-07,16.54676
2023-04-08,12.8697
2023-04-09,12.8697
2023-04-10,20.22382
2023-04-11,28.45723
2023-04-12,23.02158
2023-04-13,24.46043
2023-04-14,20.78337
2023-04-15,11.27098
2023-04-16,17.42605
2023-04-17,21.82254
2023-04-18,19.98401
2023-04-19,18.22541
2023-04-20,19.82414
2023-04-21,18.54516
2023-04-22,9.91207
2023-04-23,13.90887
2023-04-24,25.33972
2023-04-25,45.88329
2023-04-26,32.21422
2023-04-27,24.54036
2023-04-28,20.30375
2023-04-29,14.8681
2023-04-30,13.50919
2023-05-01,16.06714
2023-05-02,22.46203
2023-05-03,22.06235
2023-05-04,17.34612
2023-05-05,14.14868
2023-05-06,16.54676
2023-05-07,17.58593
2023-05-08,23.02158
2023-05-09,23.42126
2023-05-10,22.14228
2023-05-11,23.50119
2023-05-12,19.26458
2023-05-13,14.62829
2023-05-14,16.78657
2023-05-15,24.46043
2023-05-16,27.33812
2023-05-17,25.97921
2023-05-18,26.69864
2023-05-19,23.26139
2023-05-20,13.34932
2023-05-21,15.82733
2023-05-22,24.46043
2023-05-23,29.4964
2023-05-24,27.81774
2023-05-25,25.4996
2023-05-26,21.02318
2023-05-27,14.78816
2023-05-28,17.02637
2023-05-29,20.46362
