date,형제간증여
2020-03-20,30.56994
2020-03-21,28.4974
2020-03-22,30.05181
2020-03-23,47.66839
2020-03-24,34.19689
2020-03-25,34.19689
2020-03-26,40.4145
2020-03-27,32.12435
2020-03-28,21.24352
2020-03-29,33.16062
2020-03-30,37.82383
2020-03-31,34.71502
2020-04-01,22.27979
2020-04-02,32.12435
2020-04-03,30.05181
2020-04-04,25.3886
2020-04-05,19.17098
2020-04-06,49.22279
2020-04-07,35.23316
2020-04-08,36.78756
2020-04-09,31.08808
2020-04-10,28.4974
2020-04-11,18.65284
2020-04-12,22.79792
2020-04-13,28.4974
2020-04-14,37.30569
2020-04-15,24.87046
2020-04-16,40.4145
2020-04-17,36.78756
2020-04-18,33.16062
2020-04-19,17.09844
2020-04-20,51.81347
2020-04-21,44.55958
2020-04-22,41.45077
2020-04-23,35.75129
2020-04-24,28.4974
2020-04-25,40.4145
2020-04-26,26.42487
2020-04-27,38.34196
2020-04-28,39.37823
2020-04-29,32.64248
2020-04-30,19.68911
2020-05-01,21.76165
2020-05-02,16.58031
2020-05-03,20.20725
2020-05-04,34.19689
2020-05-05,31.60621
2020-05-06,38.8601
2020-05-07,41.45077
2020-05-08,39.37823
2020-05-09,24.87046
2020-05-10,23.83419
2020-05-11,39.89637
2020-05-12,31.08808
2020-05-13,35.23316
2020-05-14,35.23316
2020-05-15,29.53367
2020-05-16,24.87046
2020-05-17,18.13471
2020-05-18,38.34196
2020-05-19,41.96891
2020-05-20,33.16062
2020-05-21,30.56994
2020-05-22,30.56994
2020-05-23,21.76165
2020-05-24,21.24352
2020-05-25,41.45077
2020-05-26,51.29533
2020-05-27,42.48704
2020-05-28,39.37823
2020-05-29,27.97927
2020-05-30,21.24352
2020-05-31,26.943
2020-06-01,35.23316
2020-06-02,36.26943
2020-06-03,35.75129
2020-06-04,32.12435
2020-06-05,30.56994
2020-06-06,22.79792
2020-06-07,22.27979
2020-06-08,42.48704
2020-06-09,31.08808
2020-06-10,48.18652
2020-06-11,33.16062
2020-06-12,45.07772
2020-06-13,25.90673
2020-06-14,33.67875
2020-06-15,55.95854
2020-06-16,44.55958
2020-06-17,68.91191
2020-06-18,57.51295
2020-06-19,53.36787
2020-06-20,38.34196
2020-06-21,34.71502
2020-06-22,54.40414
2020-06-23,43.00518
2020-06-24,56.99481
2020-06-25,55.95854
2020-06-26,34.19689
2020-06-27,34.19689
2020-06-28,39.89637
2020-06-29,57.51295
2020-06-30,47.15025
2020-07-01,47.66839
2020-07-02,54.92227
2020-07-03,41.96891
2020-07-04,26.943
2020-07-05,33.67875
2020-07-06,62.17616
2020-07-07,41.45077
2020-07-08,49.22279
2020-07-09,54.92227
2020-07-10,52.3316
2020-07-11,46.63212
2020-07-12,46.63212
2020-07-13,65.28497
2020-07-14,48.70466
2020-07-15,46.11398
2020-07-16,48.70466
2020-07-17,49.74093
2020-07-18,30.05181
2020-07-19,43.00518
2020-07-20,59.06735
2020-07-21,62.17616
2020-07-22,43.52331
2020-07-23,41.96891
2020-07-24,41.96891
2020-07-25,27.97927
2020-07-26,31.08808
2020-07-27,58.03108
2020-07-28,64.2487
2020-07-29,60.62176
2020-07-30,67.87564
2020-07-31,47.15025
2020-08-01,33.16062
2020-08-02,30.56994
2020-08-03,61.65803
2020-08-04,44.55958
2020-08-05,44.04145
2020-08-06,45.07772
2020-08-07,51.29533
2020-08-08,36.78756
2020-08-09,28.4974
2020-08-10,47.15025
2020-08-11,47.66839
2020-08-12,51.81347
2020-08-13,48.18652
2020-08-14,39.37823
2020-08-15,30.56994
2020-08-16,25.3886
2020-08-17,27.97927
2020-08-18,36.78756
2020-08-19,36.78756
2020-08-20,26.943
2020-08-21,39.89637
2020-08-22,45.59585
2020-08-23,50.25906
2020-08-24,44.55958
2020-08-25,43.00518
2020-08-26,58.54922
2020-08-27,50.7772
2020-08-28,34.19689
2020-08-29,28.4974
2020-08-30,26.943
2020-08-31,55.95854
2020-09-01,43.00518
2020-09-02,44.04145
2020-09-03,38.34196
2020-09-04,35.23316
2020-09-05,29.53367
2020-09-06,20.72538
2020-09-07,38.34196
2020-09-08,46.11398
2020-09-09,37.82383
2020-09-10,33.67875
2020-09-11,41.45077
2020-09-12,24.87046
2020-09-13,32.12435
2020-09-14,44.55958
2020-09-15,36.78756
2020-09-16,53.36787
2020-09-17,48.70466
2020-09-18,35.23316
2020-09-19,32.64248
2020-09-20,38.34196
2020-09-21,44.55958
2020-09-22,39.37823
2020-09-23,32.64248
2020-09-24,34.19689
2020-09-25,33.67875
2020-09-26,27.46113
2020-09-27,22.27979
2020-09-28,34.19689
2020-09-29,32.12435
2020-09-30,11.91709
2020-10-01,18.65284
2020-10-02,27.97927
2020-10-03,38.8601
2020-10-04,31.08808
2020-10-05,50.25906
2020-10-06,43.00518
2020-10-07,45.59585
2020-10-08,33.67875
2020-10-09,20.72538
2020-10-10,24.35233
2020-10-11,29.01554
2020-10-12,39.89637
2020-10-13,49.22279
2020-10-14,46.63212
2020-10-15,39.37823
2020-10-16,45.59585
2020-10-17,33.16062
2020-10-18,36.78756
2020-10-19,53.36787
2020-10-20,67.87564
2020-10-21,48.18652
2020-10-22,45.07772
2020-10-23,44.04145
2020-10-24,31.60621
2020-10-25,35.23316
2020-10-26,45.07772
2020-10-27,64.76683
2020-10-28,48.70466
2020-10-29,43.00518
2020-10-30,45.07772
2020-10-31,28.4974
2020-11-01,31.60621
2020-11-02,56.99481
2020-11-03,58.03108
2020-11-04,35.75129
2020-11-05,41.45077
2020-11-06,40.4145
2020-11-07,33.67875
2020-11-08,36.78756
2020-11-09,47.15025
2020-11-10,44.55958
2020-11-11,38.8601
2020-11-12,39.89637
2020-11-13,54.92227
2020-11-14,46.63212
2020-11-15,31.08808
2020-11-16,60.10362
2020-11-17,65.28497
2020-11-18,67.87564
2020-11-19,43.52331
2020-11-20,52.3316
2020-11-21,44.55958
2020-11-22,43.52331
2020-11-23,65.8031
2020-11-24,56.99481
2020-11-25,54.40414
2020-11-26,64.2487
2020-11-27,51.29533
2020-11-28,32.64248
2020-11-29,45.59585
2020-11-30,65.28497
2020-12-01,73.57512
2020-12-02,59.06735
2020-12-03,50.25906
2020-12-04,47.15025
2020-12-05,50.25906
2020-12-06,46.63212
2020-12-07,74.61139
2020-12-08,78.75647
2020-12-09,73.57512
2020-12-10,73.05699
2020-12-11,52.84974
2020-12-12,45.59585
2020-12-13,43.00518
2020-12-14,60.10362
2020-12-15,57.51295
2020-12-16,75.12953
2020-12-17,56.47668
2020-12-18,62.17616
2020-12-19,58.03108
2020-12-20,51.81347
2020-12-21,63.73056
2020-12-22,63.21243
2020-12-23,62.6943
2020-12-24,48.18652
2020-12-25,43.00518
2020-12-26,43.52331
2020-12-27,49.74093
2020-12-28,84.97409
2020-12-29,74.09326
2020-12-30,60.62176
2020-12-31,43.52331
2021-01-01,37.82383
2021-01-02,39.37823
2021-01-03,45.59585
2021-01-04,59.58549
2021-01-05,67.87564
2021-01-06,59.06735
2021-01-07,62.17616
2021-01-08,56.99481
2021-01-09,64.2487
2021-01-10,46.63212
2021-01-11,60.10362
2021-01-12,66.32124
2021-01-13,64.2487
2021-01-14,60.10362
2021-01-15,47.66839
2021-01-16,51.81347
2021-01-17,51.29533
2021-01-18,68.91191
2021-01-19,80.31088
2021-01-20,61.13989
2021-01-21,55.44041
2021-01-22,63.73056
2021-01-23,50.25906
2021-01-24,40.93264
2021-01-25,54.40414
2021-01-26,66.83937
2021-01-27,54.40414
2021-01-28,64.76683
2021-01-29,50.7772
2021-01-30,43.52331
2021-01-31,52.3316
2021-02-01,63.21243
2021-02-02,69.43005
2021-02-03,55.95854
2021-02-04,49.74093
2021-02-05,46.11398
2021-02-06,43.00518
2021-02-07,38.8601
2021-02-08,71.50259
2021-02-09,56.47668
2021-02-10,50.25906
2021-02-11,38.34196
2021-02-12,58.03108
2021-02-13,38.8601
2021-02-14,52.3316
2021-02-15,70.98445
2021-02-16,61.65803
2021-02-17,65.8031
2021-02-18,64.76683
2021-02-19,77.20207
2021-02-20,34.71502
2021-02-21,41.45077
2021-02-22,64.2487
2021-02-23,65.8031
2021-02-24,69.43005
2021-02-25,53.88601
2021-02-26,39.89637
2021-02-27,37.82383
2021-02-28,42.48704
2021-03-01,48.70466
2021-03-02,54.40414
2021-03-03,69.94818
2021-03-04,48.70466
2021-03-05,45.07772
2021-03-06,36.78756
2021-03-07,50.25906
2021-03-08,54.92227
2021-03-09,54.92227
2021-03-10,48.18652
2021-03-11,41.45077
2021-03-12,47.15025
2021-03-13,32.12435
2021-03-14,39.37823
2021-03-15,51.81347
2021-03-16,62.6943
2021-03-17,54.92227
2021-03-18,43.52331
2021-03-19,52.3316
2021-03-20,35.75129
2021-03-21,41.45077
2021-03-22,48.70466
2021-03-23,35.23316
2021-03-24,41.96891
2021-03-25,54.40414
2021-03-26,46.63212
2021-03-27,31.08808
2021-03-28,37.82383
2021-03-29,58.03108
2021-03-30,53.88601
2021-03-31,51.81347
2021-04-01,57.51295
2021-04-02,50.25906
2021-04-03,37.82383
2021-04-04,36.26943
2021-04-05,54.40414
2021-04-06,50.7772
2021-04-07,47.15025
2021-04-08,48.70466
2021-04-09,51.81347
2021-04-10,32.64248
2021-04-11,27.46113
2021-04-12,53.88601
2021-04-13,53.36787
2021-04-14,62.17616
2021-04-15,48.70466
2021-04-16,49.22279
2021-04-17,34.71502
2021-04-18,45.59585
2021-04-19,55.95854
2021-04-20,64.76683
2021-04-21,54.40414
2021-04-22,63.73056
2021-04-23,45.07772
2021-04-24,30.56994
2021-04-25,41.45077
2021-04-26,48.70466
2021-04-27,50.25906
2021-04-28,50.25906
2021-04-29,59.58549
2021-04-30,41.45077
2021-05-01,49.74093
2021-05-02,38.8601
2021-05-03,51.81347
2021-05-04,53.36787
2021-05-05,37.82383
2021-05-06,60.10362
2021-05-07,51.29533
2021-05-08,50.7772
2021-05-09,42.48704
2021-05-10,65.28497
2021-05-11,58.03108
2021-05-12,70.46632
2021-05-13,49.22279
2021-05-14,54.40414
2021-05-15,42.48704
2021-05-16,42.48704
2021-05-17,50.7772
2021-05-18,40.4145
2021-05-19,41.45077
2021-05-20,63.21243
2021-05-21,40.4145
2021-05-22,37.30569
2021-05-23,47.66839
2021-05-24,52.3316
2021-05-25,38.34196
2021-05-26,47.66839
2021-05-27,46.11398
2021-05-28,43.00518
2021-05-29,42.48704
2021-05-30,32.12435
2021-05-31,56.47668
2021-06-01,72.02072
2021-06-02,52.3316
2021-06-03,44.55958
2021-06-04,35.75129
2021-06-05,32.64248
2021-06-06,36.26943
2021-06-07,52.84974
2021-06-08,44.04145
2021-06-09,36.78756
2021-06-10,36.26943
2021-06-11,39.37823
2021-06-12,33.16062
2021-06-13,38.34196
2021-06-14,56.47668
2021-06-15,46.63212
2021-06-16,53.36787
2021-06-17,46.63212
2021-06-18,40.4145
2021-06-19,31.08808
2021-06-20,40.93264
2021-06-21,47.66839
2021-06-22,45.07772
2021-06-23,49.22279
2021-06-24,35.75129
2021-06-25,46.11398
2021-06-26,40.4145
2021-06-27,38.34196
2021-06-28,42.48704
2021-06-29,53.88601
2021-06-30,48.18652
2021-07-01,43.00518
2021-07-02,35.23316
2021-07-03,33.67875
2021-07-04,34.71502
2021-07-05,50.7772
2021-07-06,53.36787
2021-07-07,49.22279
2021-07-08,47.66839
2021-07-09,35.23316
