date,표적항암치료비용
2023-10-20,12.5
2023-10-21,6.21859
2023-10-22,5.52763
2023-10-23,9.04522
2023-10-24,13.31658
2023-10-25,12.5
2023-10-26,12.93969
2023-10-27,10.42713
2023-10-28,7.6005
2023-10-29,6.34422
2023-10-30,13.75628
2023-10-31,13.37939
2023-11-01,15.01256
2023-11-02,14.07035
2023-11-03,13.06532
2023-11-04,9.23366
2023-11-05,6.34422
2023-11-06,11.24371
2023-11-07,14.51005
2023-11-08,13.56783
2023-11-09,13.75628
2023-11-10,11.93467
2023-11-11,5.40201
2023-11-12,4.52261
2023-11-13,10.92964
2023-11-14,11.43216
2023-11-15,13.31658
2023-11-16,14.19597
2023-11-17,17.52512
2023-11-18,9.29648
2023-11-19,12.18592
2023-11-20,14.07035
2023-11-21,16.39447
2023-11-22,14.00753
2023-11-23,15.38944
2023-11-24,14.69849
2023-11-25,6.53266
2023-11-26,8.35427
2023-11-27,15.70351
2023-11-28,13.19095
2023-11-29,17.96482
2023-11-30,15.01256
2023-12-01,11.36934
2023-12-02,7.97738
2023-12-03,6.65829
2023-12-04,14.07035
2023-12-05,16.0804
2023-12-06,17.52512
2023-12-07,13.8819
2023-12-08,14.44723
2023-12-09,10.48994
2023-12-10,8.47989
2023-12-11,13.00251
2023-12-12,16.33165
2023-12-13,15.95477
2023-12-14,14.69849
2023-12-15,15.32663
2023-12-16,7.09798
2023-12-17,5.33919
2023-12-18,11.55778
2023-12-19,13.69346
2023-12-20,12.43718
2023-12-21,12.56281
2023-12-22,11.49497
2023-12-23,6.46984
2023-12-24,5.15075
2023-12-25,4.89949
2023-12-26,14.7613
2023-12-27,13.44221
2023-12-28,14.3216
2023-12-29,14.51005
2023-12-30,5.8417
2023-12-31,5.77889
2024-01-01,6.21859
2024-01-02,10.23869
2024-01-03,14.44723
2024-01-04,14.63567
2024-01-05,13.50502
2024-01-06,7.09798
2024-01-07,6.21859
2024-01-08,12.12311
2024-01-09,13.25376
2024-01-10,16.26884
2024-01-11,15.82914
2024-01-12,17.46231
2024-01-13,16.5201
2024-01-14,10.17587
2024-01-15,18.59296
2024-01-16,15.82914
2024-01-17,16.89698
2024-01-18,13.31658
2024-01-19,12.81407
2024-01-20,5.96733
2024-01-21,7.22361
2024-01-22,13.25376
2024-01-23,13.50502
2024-01-24,15.57788
2024-01-25,15.26381
2024-01-26,13.31658
2024-01-27,10.3015
2024-01-28,8.0402
2024-01-29,12.81407
2024-01-30,15.51507
2024-01-31,16.64572
2024-02-01,17.83919
2024-02-02,13.00251
2024-02-03,10.55276
2024-02-04,8.16582
2024-02-05,13.63065
2024-02-06,14.69849
2024-02-07,14.82412
2024-02-08,9.23366
2024-02-09,6.46984
2024-02-10,5.40201
2024-02-11,6.21859
2024-02-12,7.03517
2024-02-13,13.06532
2024-02-14,15.45226
2024-02-15,14.3216
2024-02-16,15.07537
2024-02-17,9.10804
2024-02-18,7.22361
2024-02-19,15.32663
2024-02-20,14.25879
2024-02-21,14.82412
2024-02-22,14.94974
2024-02-23,13.8819
2024-02-24,8.85678
2024-02-25,6.40703
2024-02-26,11.87185
2024-02-27,14.07035
2024-02-28,14.51005
2024-02-29,10.86683
2024-03-01,6.7211
2024-03-02,6.53266
2024-03-03,6.21859
2024-03-04,13.81909
2024-03-05,16.33165
2024-03-06,16.95979
2024-03-07,15.95477
2024-03-08,14.88693
2024-03-09,7.66331
2024-03-10,7.78894
2024-03-11,16.14321
2024-03-12,16.64572
2024-03-13,14.7613
2024-03-14,17.39949
2024-03-15,18.40452
2024-03-16,7.72613
2024-03-17,7.78894
2024-03-18,15.95477
2024-03-19,17.71356
2024-03-20,21.48241
