date,LTV
2021-06-06,4.35409
2021-06-07,8.28492
2021-06-08,7.42491
2021-06-09,7.63204
2021-06-10,6.08762
2021-06-11,5.66437
2021-06-12,3.81827
2021-06-13,4.8809
2021-06-14,6.74951
2021-06-15,6.49286
2021-06-16,6.87108
2021-06-17,6.20469
2021-06-18,5.20059
2021-06-19,3.26444
2021-06-20,4.92142
2021-06-21,9.23949
2021-06-22,7.88869
2021-06-23,7.11873
2021-06-24,5.84898
2021-06-25,5.29064
2021-06-26,3.50758
2021-06-27,3.83628
2021-06-28,8.21288
2021-06-29,7.13674
2021-06-30,6.50186
2021-07-01,7.9022
2021-07-02,5.13305
2021-07-03,3.5346
2021-07-04,3.90832
2021-07-05,6.49736
2021-07-06,5.65986
2021-07-07,5.03849
2021-07-08,4.05241
2021-07-09,3.5301
2021-07-10,2.54851
2021-07-11,2.83668
2021-07-12,5.2141
2021-07-13,5.32216
2021-07-14,5.48876
2021-07-15,5.39871
2021-07-16,4.09293
2021-07-17,2.81417
2021-07-18,3.42653
2021-07-19,5.52928
2021-07-20,6.10563
2021-07-21,5.17808
2021-07-22,5.10153
2021-07-23,4.05241
2021-07-24,2.61605
2021-07-25,2.8637
2021-07-26,4.45765
2021-07-27,4.28204
2021-07-28,4.66927
2021-07-29,4.10194
2021-07-30,3.58863
2021-07-31,2.35039
2021-08-01,2.78715
2021-08-02,4.70079
2021-08-03,5.95704
2021-08-04,5.75892
2021-08-05,4.70079
2021-08-06,3.89031
2021-08-07,2.60254
2021-08-08,2.77365
2021-08-09,4.65577
2021-08-10,4.7098
2021-08-11,5.27263
2021-08-12,5.2186
2021-08-13,3.82277
2021-08-14,2.43594
2021-08-15,2.32788
2021-08-16,3.54811
2021-08-17,4.99347
2021-08-18,4.76833
2021-08-19,4.66927
2021-08-20,4.96645
2021-08-21,2.6926
2021-08-22,3.34098
2021-08-23,5.70939
2021-08-24,5.24111
2021-08-25,4.93943
2021-08-26,6.71799
2021-08-27,4.91242
2021-08-28,2.74663
2021-08-29,7.11423
2021-08-30,8.22639
2021-08-31,4.8809
2021-09-01,4.25052
2021-09-02,4.56121
2021-09-03,3.66067
2021-09-04,2.75563
2021-09-05,3.0393
2021-09-06,4.06591
2021-09-07,4.01188
2021-09-08,3.65617
2021-09-09,4.11094
2021-09-10,3.35449
2021-09-11,2.1973
2021-09-12,2.63406
2021-09-13,3.55261
2021-09-14,3.66518
2021-09-15,3.47606
2021-09-16,3.50308
2021-09-17,2.70611
2021-09-18,1.92264
2021-09-19,1.81908
2021-09-20,1.81007
2021-09-21,2.06222
2021-09-22,2.39992
2021-09-23,5.08802
2021-09-24,5.09703
2021-09-25,3.1969
2021-09-26,3.17438
2021-09-27,5.41672
2021-09-28,5.11954
2021-09-29,5.48426
2021-09-30,4.36309
2021-10-01,3.26894
2021-10-02,2.57553
2021-10-03,2.73312
2021-10-04,3.15637
2021-10-05,4.36759
2021-10-06,4.27304
2021-10-07,3.99837
2021-10-08,3.58863
2021-10-09,2.21531
2021-10-10,2.27385
2021-10-11,2.59354
2021-10-12,4.33157
2021-10-13,4.31356
2021-10-14,4.30456
2021-10-15,3.48057
2021-10-16,2.09374
2021-10-17,2.35039
2021-10-18,4.09743
2021-10-19,4.41262
2021-10-20,3.77774
2021-10-21,3.96686
2021-10-22,3.65167
2021-10-23,2.20631
2021-10-24,3.00328
2021-10-25,4.58822
2021-10-26,12.81462
2021-10-27,9.10441
2021-10-28,5.10603
2021-10-29,3.61114
2021-10-30,2.67008
2021-10-31,2.80066
2021-11-01,4.18749
2021-11-02,4.29105
2021-11-03,3.73722
2021-11-04,3.40402
2021-11-05,3.7012
2021-11-06,2.26034
2021-11-07,2.59804
2021-11-08,4.50267
2021-11-09,4.49367
2021-11-10,3.75073
2021-11-11,3.69219
2021-11-12,2.77815
2021-11-13,1.79656
2021-11-14,2.63856
2021-11-15,4.18298
2021-11-16,3.88581
2021-11-17,4.07942
2021-11-18,3.35899
2021-11-19,2.85469
2021-11-20,2.28736
2021-11-21,2.21081
2021-11-22,4.02989
2021-11-23,4.11995
2021-11-24,4.10194
2021-11-25,4.13345
2021-11-26,3.66067
2021-11-27,2.37291
2021-11-28,2.65207
2021-11-29,4.31806
2021-11-30,3.5436
2021-12-01,3.72371
2021-12-02,3.7012
2021-12-03,3.02129
2021-12-04,2.08023
2021-12-05,2.61605
2021-12-06,4.22351
2021-12-07,4.48917
2021-12-08,3.83177
2021-12-09,4.24152
2021-12-10,3.368
2021-12-11,2.0307
2021-12-12,2.84569
2021-12-13,4.18749
2021-12-14,3.92633
2021-12-15,4.15597
2021-12-16,3.3725
2021-12-17,3.35449
2021-12-18,2.09824
2021-12-19,2.70611
2021-12-20,4.29555
2021-12-21,4.3766
2021-12-22,3.43554
2021-12-23,3.48057
2021-12-24,2.71511
2021-12-25,2.04871
2021-12-26,2.34139
2021-12-27,4.25052
2021-12-28,5.01148
2021-12-29,4.11094
2021-12-30,4.0434
2021-12-31,2.61605
2022-01-01,1.99918
2022-01-02,2.98977
2022-01-03,5.052
2022-01-04,5.40321
2022-01-05,6.54239
2022-01-06,5.19158
2022-01-07,4.45314
2022-01-08,3.12485
2022-01-09,3.50308
2022-01-10,5.64635
2022-01-11,6.99266
2022-01-12,5.7274
2022-01-13,5.31316
2022-01-14,4.32257
2022-01-15,2.58003
2022-01-16,3.09784
2022-01-17,4.55671
2022-01-18,4.43513
2022-01-19,4.30005
2022-01-20,4.10194
2022-01-21,3.61565
2022-01-22,2.28736
2022-01-23,10.34265
2022-01-24,12.1032
2022-01-25,6.94763
2022-01-26,4.86289
2022-01-27,3.80926
2022-01-28,6.48385
2022-01-29,3.63366
2022-01-30,2.73762
2022-01-31,2.72412
2022-02-01,2.64307
2022-02-02,3.14287
2022-02-03,51.1054
2022-02-04,27.45283
2022-02-05,10.84245
2022-02-06,7.60952
2022-02-07,10.29312
2022-02-08,7.43392
2022-02-09,6.34427
2022-02-10,5.47075
2022-02-11,8.25791
2022-02-12,5.28164
2022-02-13,5.16007
2022-02-14,6.92512
2022-02-15,7.96523
2022-02-16,8.5866
2022-02-17,9.72578
2022-02-18,5.45274
2022-02-19,3.47606
2022-02-20,4.47566
2022-02-21,7.15925
2022-02-22,8.39299
2022-02-23,7.07821
2022-02-24,7.38439
2022-02-25,4.81786
2022-02-26,3.80026
2022-02-27,4.49367
2022-02-28,5.32216
2022-03-01,5.3897
2022-03-02,5.8895
2022-03-03,6.20919
2022-03-04,6.32176
2022-03-05,4.86739
2022-03-06,5.07451
2022-03-07,7.50146
2022-03-08,7.09622
2022-03-09,6.74951
2022-03-10,30.51915
2022-03-11,22.33328
2022-03-12,13.22887
2022-03-13,13.53955
2022-03-14,16.51132
2022-03-15,14.25097
2022-03-16,14.45359
2022-03-17,10.30663
2022-03-18,13.03975
2022-03-19,8.23089
2022-03-20,7.7356
2022-03-21,12.09419
2022-03-22,14.49862
2022-03-23,15.78639
2022-03-24,10.11301
2022-03-25,10.84245
2022-03-26,6.80354
2022-03-27,7.42491
2022-03-28,11.45031
2022-03-29,11.18015
2022-03-30,9.43311
2022-03-31,34.44099
2022-04-01,17.75406
2022-04-02,6.64595
2022-04-03,16.45278
2022-04-04,18.19082
2022-04-05,13.93128
2022-04-06,11.74298
2022-04-07,10.62632
2022-04-08,8.51906
2022-04-09,5.71389
2022-04-10,6.35328
2022-04-11,12.99473
2022-04-12,10.68936
2022-04-13,9.32054
2022-04-14,10.75239
2022-04-15,10.95051
2022-04-16,8.17236
2022-04-17,7.83466
2022-04-18,12.26529
2022-04-19,11.73848
2022-04-20,10.18055
2022-04-21,8.70367
2022-04-22,7.55999
2022-04-23,4.34508
2022-04-24,5.59232
2022-04-25,9.22148
2022-04-26,8.46053
2022-04-27,11.11261
2022-04-28,13.454
2022-04-29,8.32995
2022-04-30,5.0565
2022-05-01,6.31275
2022-05-02,13.49452
2022-05-03,38.97969
2022-05-04,30.2625
2022-05-05,8.5776
2022-05-06,11.14863
2022-05-07,7.78062
2022-05-08,7.71759
2022-05-09,14.71025
2022-05-10,17.12368
2022-05-11,15.86744
2022-05-12,12.20226
2022-05-13,11.36926
2022-05-14,6.3983
2022-05-15,8.0778
2022-05-16,14.68323
2022-05-17,12.53545
2022-05-18,11.23868
2022-05-19,9.9194
2022-05-20,8.54158
2022-05-21,4.85839
2022-05-22,5.29064
2022-05-23,11.32874
2022-05-24,10.29312
2022-05-25,10.53626
2022-05-26,9.20347
2022-05-27,7.43392
2022-05-28,4.57021
2022-05-29,5.25462
2022-05-30,27.93462
2022-05-31,15.4622
2022-06-01,6.51987
2022-06-02,9.13143
2022-06-03,7.54649
2022-06-04,4.62875
2022-06-05,5.93903
2022-06-06,6.37579
2022-06-07,9.37908
2022-06-08,10.23458
2022-06-09,8.52807
2022-06-10,7.75361
2022-06-11,4.33157
2022-06-12,6.12364
2022-06-13,11.08559
2022-06-14,11.0991
2022-06-15,10.02746
2022-06-16,23.76063
2022-06-17,19.59565
2022-06-18,6.76302
2022-06-19,7.4024
2022-06-20,11.16214
2022-06-21,12.18875
2022-06-22,11.72047
2022-06-23,8.59111
2022-06-24,6.24071
2022-06-25,4.58372
2022-06-26,4.35409
2022-06-27,7.72659
2022-06-28,7.79413
2022-06-29,7.18627
2022-06-30,15.66482
2022-07-01,17.37133
2022-07-02,5.34017
2022-07-03,6.0516
2022-07-04,9.13593
2022-07-05,7.99675
2022-07-06,7.36638
2022-07-07,5.894
2022-07-08,4.78184
2022-07-09,2.91323
2022-07-10,3.48507
2022-07-11,6.20018
2022-07-12,6.32176
2022-07-13,6.10563
2022-07-14,5.52028
2022-07-15,4.53419
2022-07-16,2.99878
2022-07-17,3.01679
2022-07-18,6.0651
2022-07-19,5.48426
2022-07-20,9.86086
2022-07-21,12.35985
2022-07-22,5.75442
2022-07-23,2.8727
2022-07-24,3.16988
2022-07-25,6.29474
2022-07-26,6.00207
2022-07-27,5.51127
2022-07-28,4.80435
2022-07-29,4.35409
2022-07-30,2.77815
2022-07-31,3.88581
2022-08-01,15.05245
2022-08-02,8.20388
2022-08-03,6.47935
2022-08-04,5.82646
2022-08-05,4.35409
2022-08-06,2.75113
2022-08-07,3.07532
2022-08-08,5.80395
2022-08-09,5.02949
2022-08-10,5.44373
2022-08-11,4.73681
2022-08-12,4.64226
2022-08-13,2.76014
2022-08-14,2.6971
2022-08-15,3.47156
2022-08-16,5.56531
2022-08-17,6.67297
2022-08-18,5.44373
2022-08-19,4.51168
2022-08-20,2.5215
2022-08-21,2.88171
2022-08-22,5.40771
2022-08-23,5.01148
2022-08-24,4.5432
2022-08-25,4.76383
2022-08-26,3.8723
2022-08-27,2.13877
2022-08-28,2.58453
2022-08-29,4.58372
2022-08-30,4.68278
2022-08-31,4.55671
2022-09-01,4.16948
2022-09-02,3.31397
2022-09-03,2.32788
2022-09-04,3.33198
2022-09-05,5.85348
2022-09-06,4.81786
2022-09-07,4.85388
2022-09-08,3.0303
2022-09-09,2.22882
2022-09-10,2.09374
2022-09-11,2.22432
2022-09-12,3.2059
2022-09-13,5.84447
2022-09-14,5.79494
2022-09-15,6.32176
2022-09-16,4.74582
2022-09-17,2.6926
2022-09-18,2.92223
2022-09-19,5.43473
2022-09-20,5.02498
2022-09-21,12.1077
2022-09-22,9.64473
2022-09-23,5.5518
2022-09-24,2.80967
2022-09-25,2.98077
2022-09-26,5.61934
2022-09-27,5.12404
2022-09-28,5.23661
2022-09-29,4.47566
2022-09-30,3.99837
2022-10-01,2.94024
2022-10-02,2.75113
2022-10-03,3.77774
2022-10-04,5.79494
2022-10-05,6.3893
2022-10-06,6.65045
2022-10-07,4.72781
2022-10-08,3.40402
2022-10-09,3.39502
2022-10-10,4.61074
2022-10-11,7.11873
2022-10-12,7.00166
2022-10-13,6.38479
2022-10-14,5.31316
2022-10-15,3.42653
2022-10-16,3.84979
2022-10-17,6.20018
2022-10-18,6.08311
2022-10-19,5.82196
2022-10-20,6.10563
2022-10-21,6.4028
2022-10-22,3.39502
2022-10-23,4.11094
2022-10-24,6.58291
2022-10-25,6.58291
2022-10-26,8.46503
2022-10-27,100.0
2022-10-28,54.92367
2022-10-29,13.59358
2022-10-30,7.65455
2022-10-31,12.79211
2022-11-01,9.90139
2022-11-02,9.76631
2022-11-03,8.43802
2022-11-04,7.53298
2022-11-05,4.5477
2022-11-06,5.34918
2022-11-07,9.16745
2022-11-08,8.05979
2022-11-09,8.72619
2022-11-10,63.64987
2022-11-11,26.60182
2022-11-12,8.05079
2022-11-13,8.36597
2022-11-14,13.47201
2022-11-15,12.80561
2022-11-16,10.46422
2022-11-17,8.81174
2022-11-18,7.46994
2022-11-19,4.62425
2022-11-20,7.5645
2022-11-21,8.32095
2022-11-22,7.93822
2022-11-23,7.87968
2022-11-24,7.33036
2022-11-25,6.28123
2022-11-26,3.73272
2022-11-27,11.52685
2022-11-28,12.53996
2022-11-29,8.79373
2022-11-30,7.67256
2022-12-01,7.46544
2022-12-02,5.93453
2022-12-03,3.39952
2022-12-04,4.49817
2022-12-05,7.44743
2022-12-06,7.86167
2022-12-07,10.21657
2022-12-08,7.27182
2022-12-09,6.42532
2022-12-10,4.05691
2022-12-11,4.48917
2022-12-12,7.80314
2022-12-13,7.71308
2022-12-14,7.03318
2022-12-15,7.76261
2022-12-16,7.72659
2022-12-17,4.61524
2022-12-18,4.73681
2022-12-19,7.77612
2022-12-20,7.4069
2022-12-21,27.96163
2022-12-22,21.39673
2022-12-23,9.69877
2022-12-24,5.19609
2022-12-25,5.69588
2022-12-26,9.54567
2022-12-27,8.78472
2022-12-28,7.93372
2022-12-29,7.19077
2022-12-30,7.30334
2022-12-31,4.93043
2023-01-01,5.46625
2023-01-02,12.63451
2023-01-03,17.71804
2023-01-04,16.74096
2023-01-05,13.43599
2023-01-06,10.55878
2023-01-07,6.71349
2023-01-08,7.32585
2023-01-09,11.88707
2023-01-10,10.57679
2023-01-11,22.30176
2023-01-12,17.22274
2023-01-13,11.36926
2023-01-14,7.24931
2023-01-15,7.15025
2023-01-16,9.9284
2023-01-17,9.38808
2023-01-18,8.33445
2023-01-19,7.87968
2023-01-20,6.02908
2023-01-21,3.73272
2023-01-22,4.73231
2023-01-23,6.01557
2023-01-24,7.2403
2023-01-25,10.2571
2023-01-26,10.53176
2023-01-27,9.83385
2023-01-28,6.25422
2023-01-29,8.7532
2023-01-30,20.94646
2023-01-31,22.42334
2023-02-01,12.46341
2023-02-02,10.45071
2023-02-03,8.81624
2023-02-04,7.15025
2023-02-05,7.37538
2023-02-06,11.1081
2023-02-07,10.98653
2023-02-08,13.46751
2023-02-09,10.63983
2023-02-10,14.22846
2023-02-11,7.86167
2023-02-12,6.84407
2023-02-13,10.90548
2023-02-14,9.46463
2023-02-15,9.03237
2023-02-16,8.19037
2023-02-17,7.42491
2023-02-18,4.65126
2023-02-19,5.7274
2023-02-20,9.16295
2023-02-21,8.84326
2023-02-22,8.28042
2023-02-23,9.41059
2023-02-24,7.74911
2023-02-25,5.57431
2023-02-26,5.69588
2023-02-27,8.63163
2023-02-28,7.92471
2023-03-01,6.40731
2023-03-02,11.33324
2023-03-03,8.9108
2023-03-04,5.00247
2023-03-05,5.8895
2023-03-06,9.5952
2023-03-07,8.9108
2023-03-08,7.87968
2023-03-09,7.16826
2023-03-10,5.97505
2023-03-11,3.79125
2023-03-12,3.98937
2023-03-13,6.91611
2023-03-14,7.35737
2023-03-15,7.11873
2023-03-16,6.83056
2023-03-17,5.98856
2023-03-18,3.62015
2023-03-19,4.42163
2023-03-20,7.08271
2023-03-21,6.97014
2023-03-22,6.68647
2023-03-23,6.85307
2023-03-24,5.8895
2023-03-25,3.91282
2023-03-26,4.56571
2023-03-27,7.78513
2023-03-28,7.34837
2023-03-29,6.86208
2023-03-30,5.76342
2023-03-31,6.68647
2023-04-01,3.8723
2023-04-02,4.3766
2023-04-03,7.29434
2023-04-04,7.29884
2023-04-05,6.58741
2023-04-06,6.34427
2023-04-07,6.44783
2023-04-08,3.91282
2023-04-09,3.92633
2023-04-10,6.97464
2023-04-11,7.00616
2023-04-12,6.36228
2023-04-13,6.0606
2023-04-14,5.07902
2023-04-15,3.84078
2023-04-16,4.69179
2023-04-17,7.43842
2023-04-18,7.0647
2023-04-19,6.48836
2023-04-20,7.42041
2023-04-21,6.29024
2023-04-22,3.7057
2023-04-23,4.25052
2023-04-24,7.39339
2023-04-25,6.94313
2023-04-26,6.81255
2023-04-27,6.04259
2023-04-28,4.75933
2023-04-29,3.27795
2023-04-30,3.58413
2023-05-01,4.66927
2023-05-02,6.5559
2023-05-03,6.02908
2023-05-04,4.8809
2023-05-05,3.24192
2023-05-06,3.5391
2023-05-07,3.89031
2023-05-08,6.61443
2023-05-09,7.69958
2023-05-10,7.41591
2023-05-11,7.09622
2023-05-12,6.12364
2023-05-13,4.02089
2023-05-14,4.67378
2023-05-15,7.89769
2023-05-16,8.05079
2023-05-17,6.84857
2023-05-18,6.57391
2023-05-19,5.81746
2023-05-20,3.73272
2023-05-21,4.36309
2023-05-22,7.65905
2023-05-23,7.36638
2023-05-24,6.70448
2023-05-25,5.83096
2023-05-26,5.06101
2023-05-27,3.26444
2023-05-28,4.36309
2023-05-29,5.25012
