date,금한돈
2020-08-23,8.11549
2020-08-24,10.48279
2020-08-25,10.64283
2020-08-26,9.2758
2020-08-27,9.66924
2020-08-28,9.52253
2020-08-29,8.32888
2020-08-30,8.95572
2020-08-31,10.20938
2020-09-01,9.86929
2020-09-02,9.67591
2020-09-03,9.15577
2020-09-04,10.46279
2020-09-05,9.44251
2020-09-06,9.7826
2020-09-07,11.16297
2020-09-08,10.16271
2020-09-09,10.15604
2020-09-10,9.88263
2020-09-11,9.8893
2020-09-12,9.77594
2020-09-13,8.96238
2020-09-14,10.50946
2020-09-15,9.84929
2020-09-16,9.39583
2020-09-17,9.51587
2020-09-18,9.7826
2020-09-19,9.43584
2020-09-20,8.2622
2020-09-21,9.09575
2020-09-22,9.51587
2020-09-23,9.6359
2020-09-24,10.20938
2020-09-25,10.72952
2020-09-26,8.32221
2020-09-27,7.73539
2020-09-28,9.80261
2020-09-29,9.30248
2020-09-30,9.21579
2020-10-01,11.00293
2020-10-02,9.28247
2020-10-03,9.34249
2020-10-04,8.14217
2020-10-05,9.67591
2020-10-06,9.51587
2020-10-07,9.8893
2020-10-08,10.15604
2020-10-09,8.65564
2020-10-10,8.42891
2020-10-11,7.69538
2020-10-12,9.42918
2020-10-13,8.84902
2020-10-14,9.08909
2020-10-15,9.10909
2020-10-16,8.93571
2020-10-17,7.46865
2020-10-18,7.64203
2020-10-19,8.5356
2020-10-20,9.26913
2020-10-21,9.12243
2020-10-22,8.73566
2020-10-23,8.36222
2020-10-24,7.80208
2020-10-25,7.59535
2020-10-26,8.96238
2020-10-27,9.28914
2020-10-28,9.24246
2020-10-29,8.68898
2020-10-30,10.22272
2020-10-31,8.20218
2020-11-01,8.14883
2020-11-02,10.05601
2020-11-03,8.54894
2020-11-04,9.6559
2020-11-05,9.04241
2020-11-06,10.17604
2020-11-07,9.06908
2020-11-08,8.46225
2020-11-09,10.29607
2020-11-10,11.37636
2020-11-11,10.12936
2020-11-12,9.07575
2020-11-13,9.48252
2020-11-14,8.79567
2020-11-15,7.78207
2020-11-16,9.44251
2020-11-17,9.3825
2020-11-18,9.06241
2020-11-19,8.69565
2020-11-20,9.70925
2020-11-21,9.30914
2020-11-22,8.28887
2020-11-23,9.72926
2020-11-24,9.15577
2020-11-25,10.90957
2020-11-26,10.3961
2020-11-27,10.42944
2020-11-28,10.6495
2020-11-29,9.04907
2020-11-30,11.90317
2020-12-01,11.1363
2020-12-02,15.73086
2020-12-03,13.31021
2020-12-04,12.05654
2020-12-05,10.6295
2020-12-06,10.16271
2020-12-07,13.36356
2020-12-08,12.46999
2020-12-09,11.21632
2020-12-10,11.56975
2020-12-11,11.46305
2020-12-12,10.00266
2020-12-13,8.80234
2020-12-14,11.05628
2020-12-15,10.67618
2020-12-16,11.32968
2020-12-17,11.22299
2020-12-18,12.22992
2020-12-19,10.28274
2020-12-20,9.4025
2020-12-21,11.45638
2020-12-22,10.99626
2020-12-23,10.95625
2020-12-24,11.91651
2020-12-25,9.69591
2020-12-26,9.58255
2020-12-27,9.00906
2020-12-28,12.60336
2020-12-29,12.3833
2020-12-30,12.94345
2020-12-31,12.18991
2021-01-01,14.37049
2021-01-02,12.40997
2021-01-03,12.20325
2021-01-04,14.98399
2021-01-05,13.49693
2021-01-06,14.17044
2021-01-07,11.70978
2021-01-08,11.73646
2021-01-09,15.05068
2021-01-10,14.21045
2021-01-11,13.73699
2021-01-12,13.24353
2021-01-13,13.01013
2021-01-14,12.96345
2021-01-15,12.00986
2021-01-16,12.00986
2021-01-17,15.14403
2021-01-18,13.19018
2021-01-19,12.12323
2021-01-20,12.4033
2021-01-21,11.96985
2021-01-22,11.91651
2021-01-23,11.10296
2021-01-24,13.03014
2021-01-25,12.04987
2021-01-26,12.67004
2021-01-27,10.80954
2021-01-28,10.82955
2021-01-29,12.37663
2021-01-30,10.71619
2021-01-31,11.5364
2021-02-01,11.94985
2021-02-02,13.09015
2021-02-03,12.13656
2021-02-04,11.48973
2021-02-05,11.90317
2021-02-06,10.88957
2021-02-07,10.6295
2021-02-08,11.90317
2021-02-09,12.20325
2021-02-10,13.29021
2021-02-11,12.07655
2021-02-12,14.21712
2021-02-13,11.88316
2021-02-14,11.62976
2021-02-15,12.3833
2021-02-16,11.50973
2021-02-17,12.24993
2021-02-18,13.22352
2021-02-19,20.19871
2021-02-20,15.86423
2021-02-21,13.81034
2021-02-22,14.11042
2021-02-23,13.29687
2021-02-24,11.10962
2021-02-25,11.52307
2021-02-26,11.23632
2021-02-27,10.94291
2021-02-28,11.66311
2021-03-01,9.20245
2021-03-02,11.09629
2021-03-03,13.75033
2021-03-04,15.47746
2021-03-05,13.56361
2021-03-06,11.44971
2021-03-07,11.68311
2021-03-08,12.58335
2021-03-09,11.61643
2021-03-10,11.42304
2021-03-11,11.61643
2021-03-12,11.94318
2021-03-13,11.92317
2021-03-14,11.94985
2021-03-15,11.77647
2021-03-16,11.22966
2021-03-17,10.72952
2021-03-18,11.12296
2021-03-19,9.94931
2021-03-20,10.06268
2021-03-21,9.34915
2021-03-22,9.97599
2021-03-23,8.66897
2021-03-24,8.8757
2021-03-25,8.82902
2021-03-26,9.32248
2021-03-27,9.2758
2021-03-28,8.92237
2021-03-29,9.4025
2021-03-30,8.66897
2021-03-31,9.68258
2021-04-01,10.18271
2021-04-02,10.05601
2021-04-03,9.26913
2021-04-04,8.54227
2021-04-05,9.74259
2021-04-06,9.06908
2021-04-07,8.74233
2021-04-08,8.99573
2021-04-09,9.06908
2021-04-10,9.09575
2021-04-11,8.55561
2021-04-12,9.44918
2021-04-13,9.50253
2021-04-14,9.54254
2021-04-15,9.51587
2021-04-16,9.69591
2021-04-17,9.58255
2021-04-18,7.53534
2021-04-19,9.49586
2021-04-20,9.94265
2021-04-21,9.13576
2021-04-22,9.36249
2021-04-23,11.18298
2021-04-24,9.02907
2021-04-25,12.87009
2021-04-26,12.75006
2021-04-27,11.96319
2021-04-28,10.91624
2021-04-29,10.60282
2021-04-30,10.46279
2021-05-01,11.14963
2021-05-02,13.83035
2021-05-03,13.26353
2021-05-04,12.45665
2021-05-05,11.33635
2021-05-06,11.16297
2021-05-07,11.60309
2021-05-08,12.65004
2021-05-09,9.67591
2021-05-10,10.42944
2021-05-11,10.07602
2021-05-12,9.31581
2021-05-13,8.31555
2021-05-14,8.67564
2021-05-15,7.91544
2021-05-16,8.20218
2021-05-17,9.89597
2021-05-18,9.84262
2021-05-19,11.06961
2021-05-20,10.46279
2021-05-21,9.60922
2021-05-22,8.63563
2021-05-23,9.60922
2021-05-24,11.00293
2021-05-25,9.82261
2021-05-26,9.99599
2021-05-27,9.70258
2021-05-28,9.09575
2021-05-29,8.99573
2021-05-30,7.40864
2021-05-31,9.73592
2021-06-01,10.1427
2021-06-02,9.28914
2021-06-03,9.2558
2021-06-04,8.96238
2021-06-05,8.14217
2021-06-06,8.08882
2021-06-07,8.84902
2021-06-08,8.6423
2021-06-09,8.77567
2021-06-10,8.36222
2021-06-11,8.72899
2021-06-12,8.24219
2021-06-13,7.1419
2021-06-14,8.3889
2021-06-15,8.08882
2021-06-16,7.98879
2021-06-17,8.33555
2021-06-18,8.71565
2021-06-19,7.44865
2021-06-20,6.88183
2021-06-21,8.34222
2021-06-22,8.46892
2021-06-23,7.93544
2021-06-24,7.80874
2021-06-25,8.36889
2021-06-26,7.84875
2021-06-27,7.16857
2021-06-28,8.42891
2021-06-29,8.81568
2021-06-30,9.77594
2021-07-01,8.88236
2021-07-02,11.09629
2021-07-03,10.93624
2021-07-04,8.04881
2021-07-05,10.41611
2021-07-06,9.00906
2021-07-07,9.13576
2021-07-08,8.37556
2021-07-09,8.8957
2021-07-10,8.25553
2021-07-11,11.3897
2021-07-12,8.27554
2021-07-13,8.59562
2021-07-14,8.17551
2021-07-15,8.50893
2021-07-16,9.26913
2021-07-17,9.18911
2021-07-18,10.42277
2021-07-19,9.19578
2021-07-20,9.16911
2021-07-21,9.18911
2021-07-22,8.8957
2021-07-23,8.47559
2021-07-24,8.44891
2021-07-25,8.14217
2021-07-26,8.70898
2021-07-27,9.92931
2021-07-28,10.5228
2021-07-29,9.51587
2021-07-30,12.1499
2021-07-31,10.00933
2021-08-01,10.00933
2021-08-02,10.06935
2021-08-03,9.66257
2021-08-04,10.42944
2021-08-05,11.59642
2021-08-06,11.01627
2021-08-07,11.8765
2021-08-08,10.74953
2021-08-09,12.77674
2021-08-10,12.2766
2021-08-11,15.31074
2021-08-12,16.0176
2021-08-13,13.53027
2021-08-14,13.07682
2021-08-15,11.36303
2021-08-16,10.51613
2021-08-17,11.60309
2021-08-18,11.95652
2021-08-19,11.263
2021-08-20,11.46305
2021-08-21,11.74979
2021-08-22,10.25606
2021-08-23,11.18965
2021-08-24,11.25633
2021-08-25,11.3897
2021-08-26,11.39637
2021-08-27,10.99626
2021-08-28,10.3761
2021-08-29,12.63003
2021-08-30,10.53614
2021-08-31,10.57615
2021-09-01,10.59615
2021-09-02,11.64977
2021-09-03,12.46332
2021-09-04,11.23632
2021-09-05,9.79594
2021-09-06,11.08962
2021-09-07,11.80314
2021-09-08,11.45638
2021-09-09,11.43638
2021-09-10,10.90957
2021-09-11,10.04934
2021-09-12,9.58255
2021-09-13,10.96292
2021-09-14,11.263
2021-09-15,11.03627
2021-09-16,10.20938
2021-09-17,11.55641
2021-09-18,11.12296
2021-09-19,10.10269
2021-09-20,9.66924
2021-09-21,12.03654
2021-09-22,10.61616
2021-09-23,10.5228
2021-09-24,10.94291
2021-09-25,9.48919
2021-09-26,7.9021
2021-09-27,10.17604
2021-09-28,9.98266
2021-09-29,10.60282
2021-09-30,10.30941
2021-10-01,9.42918
2021-10-02,9.08242
2021-10-03,8.58895
2021-10-04,9.11576
2021-10-05,11.25633
2021-10-06,9.98933
2021-10-07,10.13603
2021-10-08,9.77594
2021-10-09,8.92904
2021-10-10,7.85542
2021-10-11,8.30888
2021-10-12,9.37583
2021-10-13,8.91571
2021-10-14,8.76233
2021-10-15,9.54254
2021-10-16,9.24913
2021-10-17,7.56868
2021-10-18,8.6423
2021-10-19,9.00906
2021-10-20,8.99573
2021-10-21,9.82261
2021-10-22,8.52894
2021-10-23,8.36222
2021-10-24,8.81568
2021-10-25,11.26967
2021-10-26,10.04934
2021-10-27,9.60256
2021-10-28,11.02293
2021-10-29,10.02267
2021-10-30,8.40224
2021-10-31,8.72899
2021-11-01,10.32942
2021-11-02,10.46945
2021-11-03,9.91597
2021-11-04,10.2694
2021-11-05,9.97599
2021-11-06,9.38917
2021-11-07,8.84235
2021-11-08,9.39583
2021-11-09,9.82928
2021-11-10,9.84262
2021-11-11,10.99626
2021-11-12,10.46279
2021-11-13,11.68978
2021-11-14,9.0224
2021-11-15,11.52307
2021-11-16,12.88343
2021-11-17,12.1299
2021-11-18,10.74286
2021-11-19,10.58949
2021-11-20,12.21659
2021-11-21,8.769
2021-11-22,11.86316
2021-11-23,10.49613
2021-11-24,9.9093
2021-11-25,10.7562
2021-11-26,9.85596
2021-11-27,10.5028
2021-11-28,11.41637
2021-11-29,12.16324
2021-11-30,11.00293
2021-12-01,11.57642
2021-12-02,11.0096
2021-12-03,10.70285
2021-12-04,10.46279
2021-12-05,8.90237
2021-12-06,11.21632
2021-12-07,11.00293
2021-12-08,10.13603
2021-12-09,10.02267
2021-12-10,11.0296
2021-12-11,9.67591
2021-12-12,9.56255
2021-12-13,9.94931
2021-12-14,9.67591
2021-12-15,10.41611
2021-12-16,11.52974
2021-12-17,11.11629
2021-12-18,9.45585
2021-12-19,8.58228
2021-12-20,11.71645
2021-12-21,12.17658
2021-12-22,11.5164
2021-12-23,11.44971
2021-12-24,11.90317
2021-12-25,10.36276
2021-12-26,9.78927
2021-12-27,11.36303
2021-12-28,12.70338
2021-12-29,11.88316
2021-12-30,11.97652
2021-12-31,14.51053
2022-01-01,15.024
2022-01-02,12.95678
2022-01-03,15.18404
2022-01-04,13.1435
2022-01-05,12.74339
2022-01-06,14.65057
2022-01-07,14.10376
2022-01-08,12.73672
2022-01-09,11.93651
2022-01-10,12.92344
2022-01-11,21.39903
2022-01-12,16.72445
2022-01-13,13.13016
2022-01-14,11.49639
2022-01-15,15.25073
2022-01-16,12.71005
2022-01-17,13.47692
2022-01-18,13.83702
2022-01-19,12.00986
2022-01-20,11.58308
2022-01-21,11.77647
2022-01-22,14.44385
2022-01-23,17.29794
2022-01-24,14.7706
2022-01-25,13.37023
2022-01-26,13.02347
2022-01-27,12.50333
2022-01-28,12.8901
2022-01-29,13.17017
2022-01-30,15.41077
2022-01-31,12.75006
2022-02-01,16.16431
2022-02-02,13.73699
2022-02-03,13.51026
2022-02-04,13.00346
2022-02-05,13.82368
2022-02-06,14.25713
2022-02-07,12.94345
2022-02-08,14.99733
2022-02-09,13.43024
2022-02-10,12.04987
2022-02-11,11.92984
2022-02-12,13.73699
2022-02-13,11.95652
2022-02-14,12.62336
2022-02-15,15.55748
2022-02-16,12.61669
2022-02-17,10.83622
2022-02-18,12.81008
2022-02-19,12.31661
2022-02-20,10.79621
2022-02-21,12.0032
2022-02-22,13.73032
2022-02-23,12.83675
2022-02-24,21.43905
2022-02-25,15.79087
2022-02-26,12.85676
2022-02-27,11.82982
2022-02-28,12.74339
2022-03-01,12.89677
2022-03-02,12.88343
2022-03-03,11.66977
2022-03-04,12.30328
2022-03-05,11.93651
2022-03-06,18.82502
2022-03-07,15.7642
2022-03-08,15.79754
2022-03-09,11.65644
2022-03-10,12.06988
2022-03-11,13.6303
2022-03-12,12.02987
2022-03-13,10.47612
2022-03-14,11.81648
2022-03-15,11.56975
2022-03-16,11.4097
2022-03-17,10.38276
2022-03-18,11.263
2022-03-19,9.70258
2022-03-20,8.73566
2022-03-21,9.81595
2022-03-22,9.78927
2022-03-23,10.00266
2022-03-24,10.31608
2022-03-25,10.86289
2022-03-26,9.79594
2022-03-27,8.57562
2022-03-28,9.96265
2022-03-29,10.10936
2022-03-30,10.89623
2022-03-31,10.20938
2022-04-01,10.52947
2022-04-02,9.83595
2022-04-03,8.10216
2022-04-04,9.19578
2022-04-05,9.67591
2022-04-06,10.10936
2022-04-07,10.11603
2022-04-08,9.5292
2022-04-09,9.48252
2022-04-10,8.24886
2022-04-11,9.92931
2022-04-12,9.64923
2022-04-13,10.36943
2022-04-14,9.53587
2022-04-15,10.41611
2022-04-16,9.72259
2022-04-17,8.61563
2022-04-18,10.58282
2022-04-19,11.20965
2022-04-20,11.50306
2022-04-21,11.10962
2022-04-22,10.93624
2022-04-23,11.54974
2022-04-24,10.70952
2022-04-25,12.51
2022-04-26,11.62976
2022-04-27,12.08989
2022-04-28,12.0232
2022-04-29,11.4097
2022-04-30,11.3897
2022-05-01,10.90957
2022-05-02,12.29661
2022-05-03,12.73672
2022-05-04,11.98986
2022-05-05,10.06268
2022-05-06,11.45638
2022-05-07,12.02987
2022-05-08,11.82315
2022-05-09,10.3761
2022-05-10,11.20965
2022-05-11,11.08295
2022-05-12,11.62309
2022-05-13,11.02293
2022-05-14,9.54921
2022-05-15,8.68231
2022-05-16,10.54947
2022-05-17,10.71619
2022-05-18,10.06268
2022-05-19,9.84929
2022-05-20,9.62923
2022-05-21,9.28247
2022-05-22,8.56895
2022-05-23,10.10269
2022-05-24,9.24913
2022-05-25,10.05601
2022-05-26,9.49586
2022-05-27,9.51587
2022-05-28,9.16911
2022-05-29,8.44225
2022-05-30,9.86929
2022-05-31,10.12269
2022-06-01,9.60922
2022-06-02,9.88263
2022-06-03,9.6559
2022-06-04,9.30914
2022-06-05,7.72872
2022-06-06,9.82928
2022-06-07,10.26273
2022-06-08,10.21605
2022-06-09,9.48919
2022-06-10,10.3961
2022-06-11,9.23579
2022-06-12,9.26246
2022-06-13,11.6431
2022-06-14,11.63643
2022-06-15,11.14297
2022-06-16,11.283
2022-06-17,11.16297
2022-06-18,10.13603
2022-06-19,8.92904
2022-06-20,11.59642
2022-06-21,10.40944
2022-06-22,11.42304
2022-06-23,10.60949
2022-06-24,10.88957
2022-06-25,9.51587
2022-06-26,8.72899
2022-06-27,10.44945
2022-06-28,10.10269
2022-06-29,9.98266
2022-06-30,9.9093
2022-07-01,10.31608
2022-07-02,9.37583
2022-07-03,8.59562
2022-07-04,11.01627
2022-07-05,10.3961
2022-07-06,11.80314
2022-07-07,10.60949
2022-07-08,10.44278
2022-07-09,9.67591
2022-07-10,9.04241
2022-07-11,10.40277
2022-07-12,10.54281
2022-07-13,9.67591
2022-07-14,9.5092
2022-07-15,10.23606
2022-07-16,10.38276
2022-07-17,9.85596
2022-07-18,11.10962
2022-07-19,10.6495
2022-07-20,10.51613
2022-07-21,10.09602
2022-07-22,9.86929
2022-07-23,9.35582
2022-07-24,8.45558
2022-07-25,11.34969
2022-07-26,12.97679
2022-07-27,10.36276
2022-07-28,9.48252
2022-07-29,9.1491
2022-07-30,9.05574
2022-07-31,7.90877
2022-08-01,10.21605
2022-08-02,10.16937
2022-08-03,9.70925
2022-08-04,9.26246
2022-08-05,10.10936
2022-08-06,9.46919
2022-08-07,8.24886
2022-08-08,10.30941
2022-08-09,9.56255
2022-08-10,10.98292
2022-08-11,10.40277
2022-08-12,10.17604
2022-08-13,10.50946
2022-08-14,9.18911
2022-08-15,9.62923
2022-08-16,10.99626
2022-08-17,11.06961
2022-08-18,10.22272
2022-08-19,10.21605
2022-08-20,9.53587
2022-08-21,8.84902
2022-08-22,10.76287
2022-08-23,12.1299
2022-08-24,11.46972
2022-08-25,11.20298
2022-08-26,11.24299
2022-08-27,10.20272
2022-08-28,9.22245
2022-08-29,10.58282
2022-08-30,10.78954
2022-08-31,11.1363
2022-09-01,11.62309
2022-09-02,10.70952
2022-09-03,9.59589
2022-09-04,8.92237
2022-09-05,9.98266
2022-09-06,9.99599
2022-09-07,12.04321
2022-09-08,10.96959
2022-09-09,11.3897
2022-09-10,12.29661
2022-09-11,11.77647
2022-09-12,10.70952
2022-09-13,12.57668
2022-09-14,12.55668
2022-09-15,12.2566
2022-09-16,11.10962
2022-09-17,9.28914
2022-09-18,9.51587
2022-09-19,11.8965
2022-09-20,13.55694
2022-09-21,13.47025
2022-09-22,11.02293
2022-09-23,10.99626
2022-09-24,10.21605
2022-09-25,9.03574
2022-09-26,12.16324
2022-09-27,11.90317
2022-09-28,12.81675
2022-09-29,12.60336
2022-09-30,13.75033
2022-10-01,12.36996
2022-10-02,14.0104
2022-10-03,12.84342
2022-10-04,15.68418
2022-10-05,16.77113
2022-10-06,16.13763
2022-10-07,15.004
2022-10-08,14.38383
2022-10-09,13.757
2022-10-10,13.33022
2022-10-11,28.28754
2022-10-12,25.77353
2022-10-13,18.43158
2022-10-14,16.13763
2022-10-15,14.37049
2022-10-16,13.94371
2022-10-17,16.51773
2022-10-18,15.7642
2022-10-19,16.59775
2022-10-20,14.77727
2022-10-21,14.5372
2022-10-22,13.76367
2022-10-23,12.40997
2022-10-24,14.7706
2022-10-25,14.63723
2022-10-26,14.09709
2022-10-27,13.79701
2022-10-28,13.18351
2022-10-29,12.73672
2022-10-30,10.05601
2022-10-31,13.03014
2022-11-01,14.90397
2022-11-02,13.18351
2022-11-03,14.5372
2022-11-04,12.82341
2022-11-05,12.6367
2022-11-06,10.86956
2022-11-07,12.93678
2022-11-08,13.27687
2022-11-09,13.31021
2022-11-10,14.11042
2022-11-11,13.87703
2022-11-12,12.53
2022-11-13,12.09655
2022-11-14,13.82368
2022-11-15,13.81034
2022-11-16,13.48359
2022-11-17,12.18991
2022-11-18,12.91677
2022-11-19,11.88316
2022-11-20,11.52974
2022-11-21,14.13043
2022-11-22,13.32355
2022-11-23,12.85676
2022-11-24,11.95652
2022-11-25,12.09655
2022-11-26,12.43664
2022-11-27,11.71645
2022-11-28,13.05681
2022-11-29,11.70978
2022-11-30,13.23686
2022-12-01,15.23072
2022-12-02,14.57055
2022-12-03,12.10989
2022-12-04,10.70952
2022-12-05,13.58362
2022-12-06,13.09015
2022-12-07,13.42357
2022-12-08,13.08348
2022-12-09,13.85036
2022-12-10,12.56335
2022-12-11,11.58308
2022-12-12,14.13043
2022-12-13,12.98346
2022-12-14,13.29021
2022-12-15,13.34355
2022-12-16,15.31074
2022-12-17,13.35022
2022-12-18,13.43024
2022-12-19,13.28354
2022-12-20,14.21712
2022-12-21,13.48359
2022-12-22,13.57695
2022-12-23,15.1507
2022-12-24,12.51
2022-12-25,11.88316
2022-12-26,14.12376
2022-12-27,15.5108
2022-12-28,14.77727
2022-12-29,14.66391
2022-12-30,14.94398
2022-12-31,13.73699
2023-01-01,15.77754
2023-01-02,18.79834
2023-01-03,16.76447
2023-01-04,19.99866
2023-01-05,16.76447
2023-01-06,16.13763
2023-01-07,19.83195
2023-01-08,22.33929
2023-01-09,19.15177
2023-01-10,23.09949
2023-01-11,21.31901
2023-01-12,17.14457
2023-01-13,15.39077
2023-01-14,15.03734
2023-01-15,13.99039
2023-01-16,14.37716
2023-01-17,13.80368
2023-01-18,13.62363
2023-01-19,14.87063
2023-01-20,15.75086
2023-01-21,15.92424
2023-01-22,18.09815
2023-01-23,15.08402
2023-01-24,14.54387
2023-01-25,14.49053
2023-01-26,14.63056
2023-01-27,17.41797
2023-01-28,13.47692
2023-01-29,12.64337
2023-01-30,13.79701
2023-01-31,13.75033
2023-02-01,13.6303
2023-02-02,14.19045
2023-02-03,12.83675
2023-02-04,14.22379
2023-02-05,12.26993
2023-02-06,13.31021
2023-02-07,14.19045
2023-02-08,13.28354
2023-02-09,12.70338
2023-02-10,14.0104
2023-02-11,13.21018
2023-02-12,11.91651
2023-02-13,13.3969
2023-02-14,12.4033
2023-02-15,12.07655
2023-02-16,13.23686
2023-02-17,13.04347
2023-02-18,12.86343
2023-02-19,11.1563
2023-02-20,11.65644
2023-02-21,11.56308
2023-02-22,12.97679
2023-02-23,11.49639
2023-02-24,12.26327
2023-02-25,11.62976
2023-02-26,10.93624
2023-02-27,11.44305
2023-02-28,11.93651
2023-03-01,13.30354
2023-03-02,12.18324
2023-03-03,12.05654
2023-03-04,12.48999
2023-03-05,11.0096
2023-03-06,12.16991
2023-03-07,11.61643
2023-03-08,11.99653
2023-03-09,11.32301
2023-03-10,11.16297
2023-03-11,11.49639
2023-03-12,9.42918
2023-03-13,11.33635
2023-03-14,13.53694
2023-03-15,12.34329
2023-03-16,12.67671
2023-03-17,12.48999
2023-03-18,12.9101
2023-03-19,11.69645
2023-03-20,16.34435
2023-03-21,17.31128
2023-03-22,15.14403
2023-03-23,15.77087
2023-03-24,15.26407
2023-03-25,13.48359
2023-03-26,17.95812
2023-03-27,15.45078
2023-03-28,19.24513
2023-03-29,17.95145
2023-03-30,16.41104
2023-03-31,18.25153
2023-04-01,15.14403
2023-04-02,14.70392
2023-04-03,17.23126
2023-04-04,15.04401
2023-04-05,21.55908
2023-04-06,27.19391
2023-04-07,20.38543
2023-04-08,14.78394
2023-04-09,20.71218
2023-04-10,22.60602
2023-04-11,17.12456
2023-04-12,17.46465
2023-04-13,16.30434
2023-04-14,18.765
2023-04-15,17.53801
2023-04-16,14.04374
2023-04-17,20.33208
2023-04-18,16.07095
2023-04-19,15.35742
2023-04-20,15.11736
2023-04-21,15.30408
2023-04-22,13.54361
2023-04-23,11.34302
2023-04-24,13.94371
2023-04-25,13.71032
2023-04-26,14.7506
2023-04-27,14.88396
2023-04-28,14.91731
2023-04-29,14.29714
2023-04-30,12.63003
2023-05-01,13.96372
2023-05-02,15.68418
2023-05-03,15.75753
2023-05-04,16.75113
2023-05-05,16.23099
2023-05-06,16.51773
2023-05-07,15.14403
2023-05-08,18.63163
2023-05-09,15.83755
2023-05-10,15.03067
2023-05-11,15.86423
2023-05-12,14.35716
2023-05-13,13.86369
2023-05-14,11.21632
2023-05-15,13.80368
2023-05-16,13.13683
2023-05-17,13.38356
2023-05-18,12.81008
2023-05-19,13.0168
2023-05-20,12.16324
2023-05-21,10.22939
2023-05-22,12.67004
2023-05-23,12.34995
2023-05-24,12.99679
2023-05-25,13.04347
2023-05-26,11.39637
2023-05-27,11.60309
2023-05-28,9.79594
2023-05-29,10.94958
