date,베트남증시
2020-03-20,2.58613
2020-03-21,1.10646
2020-03-22,0.63602
2020-03-23,2.33908
2020-03-24,3.42453
2020-03-25,3.65844
2020-03-26,3.08286
2020-03-27,2.88838
2020-03-28,1.13012
2020-03-29,0.91986
2020-03-30,2.4994
2020-03-31,2.68863
2020-04-01,2.04473
2020-04-02,1.93697
2020-04-03,1.82396
2020-04-04,0.78057
2020-04-05,0.53352
2020-04-06,2.01056
2020-04-07,2.39165
2020-04-08,1.753
2020-04-09,1.90543
2020-04-10,1.69518
2020-04-11,0.82525
2020-04-12,0.60711
2020-04-13,1.56114
2020-04-14,1.63999
2020-04-15,1.22999
2020-04-16,1.35614
2020-04-17,1.82133
2020-04-18,0.89621
2020-04-19,0.72275
2020-04-20,1.53486
2020-04-21,1.46653
2020-04-22,1.37191
2020-04-23,1.40345
2020-04-24,1.01448
2020-04-25,0.57557
2020-04-26,0.43365
2020-04-27,1.34037
2020-04-28,1.43499
2020-04-29,1.42973
2020-04-30,1.0539
2020-05-01,0.85678
2020-05-02,0.55717
2020-05-03,0.48095
2020-05-04,1.138
2020-05-05,0.86993
2020-05-06,1.33512
2020-05-07,1.21422
2020-05-08,1.50069
2020-05-09,0.7464
2020-05-10,0.48358
2020-05-11,1.23524
2020-05-12,1.36665
2020-05-13,1.17742
2020-05-14,1.01185
2020-05-15,0.97768
2020-05-16,0.43365
2020-05-17,0.40999
2020-05-18,0.96191
2020-05-19,1.33512
2020-05-20,1.21422
2020-05-21,1.57165
2020-05-22,1.28781
2020-05-23,0.47044
2020-05-24,0.4757
2020-05-25,1.2589
2020-05-26,1.58479
2020-05-27,1.62947
2020-05-28,1.31935
2020-05-29,1.04864
2020-05-30,0.52826
2020-05-31,0.52038
2020-06-01,1.40608
2020-06-02,1.62684
2020-06-03,1.97639
2020-06-04,1.66364
2020-06-05,1.47967
2020-06-06,0.90146
2020-06-07,0.60185
2020-06-08,1.68992
2020-06-09,1.80556
2020-06-10,1.5664
2020-06-11,1.82396
2020-06-12,1.55851
2020-06-13,0.58871
2020-06-14,0.42576
2020-06-15,1.28781
2020-06-16,1.59005
2020-06-17,1.42973
2020-06-18,1.21685
2020-06-19,1.09595
2020-06-20,0.51512
2020-06-21,0.31012
2020-06-22,1.07755
2020-06-23,1.19319
2020-06-24,1.46127
2020-06-25,1.06178
2020-06-26,1.00134
2020-06-27,0.27595
2020-06-28,0.29435
2020-06-29,1.00134
2020-06-30,1.4271
2020-07-01,1.30358
2020-07-02,1.55851
2020-07-03,1.28255
2020-07-04,0.54403
2020-07-05,0.34429
2020-07-06,2.38902
2020-07-07,2.22082
2020-07-08,1.85024
2020-07-09,2.0237
2020-07-10,1.26415
2020-07-11,0.56506
2020-07-12,0.51512
2020-07-13,1.5664
2020-07-14,1.31146
2020-07-15,1.55326
2020-07-16,1.29306
2020-07-17,1.34037
2020-07-18,0.53877
2020-07-19,0.45467
2020-07-20,1.53749
2020-07-21,1.97902
2020-07-22,1.76351
2020-07-23,1.64787
2020-07-24,1.47178
2020-07-25,0.53877
2020-07-26,0.46256
2020-07-27,5.41144
2020-07-28,5.7058
2020-07-29,4.43112
2020-07-30,3.25632
2020-07-31,2.22607
2020-08-01,0.81736
2020-08-02,0.69384
2020-08-03,2.07101
2020-08-04,2.27601
2020-08-05,2.50992
2020-08-06,2.32331
2020-08-07,2.0605
2020-08-08,0.76743
2020-08-09,0.58871
2020-08-10,2.38376
2020-08-11,2.83056
2020-08-12,2.26024
2020-08-13,2.63607
2020-08-14,2.29966
2020-08-15,0.64916
2020-08-16,0.49935
2020-08-17,1.81082
2020-08-18,2.41793
2020-08-19,2.37325
2020-08-20,2.20505
2020-08-21,2.03421
2020-08-22,0.58608
2020-08-23,0.48095
2020-08-24,3.15382
2020-08-25,3.10126
2020-08-26,3.00139
2020-08-27,2.59665
2020-08-28,2.90152
2020-08-29,0.73589
2020-08-30,0.62813
2020-08-31,3.31151
2020-09-01,3.58485
2020-09-02,4.18407
2020-09-03,4.54939
2020-09-04,4.29446
2020-09-05,1.13537
2020-09-06,0.81999
2020-09-07,4.24978
2020-09-08,4.01061
2020-09-09,3.58485
2020-09-10,3.40087
2020-09-11,3.16434
2020-09-12,0.65704
2020-09-13,0.47044
2020-09-14,3.1985
2020-09-15,3.506
2020-09-16,3.33517
2020-09-17,2.891
2020-09-18,2.68338
2020-09-19,0.68332
2020-09-20,0.49409
2020-09-21,3.27998
2020-09-22,3.30363
2020-09-23,3.47446
2020-09-24,3.31414
2020-09-25,2.87523
2020-09-26,0.59922
2020-09-27,0.43627
2020-09-28,3.35882
2020-09-29,3.12754
2020-09-30,1.68729
2020-10-01,2.08678
2020-10-02,2.32857
2020-10-03,0.72538
2020-10-04,0.62025
2020-10-05,3.23004
2020-10-06,3.13017
2020-10-07,3.39299
2020-10-08,3.25632
2020-10-09,2.37062
2020-10-10,0.8489
2020-10-11,0.60448
2020-10-12,3.89234
2020-10-13,4.11574
2020-10-14,4.51523
2020-10-15,4.56516
2020-10-16,4.28657
2020-10-17,0.96191
2020-10-18,0.61762
2020-10-19,4.26555
2020-10-20,4.31285
2020-10-21,4.22087
2020-10-22,3.95805
2020-10-23,4.54151
2020-10-24,1.04339
2020-10-25,0.65441
2020-10-26,4.74388
2020-10-27,4.69657
2020-10-28,4.61772
2020-10-29,3.97645
2020-10-30,3.36671
2020-10-31,0.69647
2020-11-01,0.55191
2020-11-02,3.26158
2020-11-03,3.8135
2020-11-04,3.65318
2020-11-05,4.35228
2020-11-06,3.58222
2020-11-07,0.67544
2020-11-08,0.53352
2020-11-09,4.56779
2020-11-10,4.9883
2020-11-11,4.67292
2020-11-12,4.39696
2020-11-13,4.16042
2020-11-14,0.85941
2020-11-15,0.65967
2020-11-16,5.64009
2020-11-17,5.45349
2020-11-18,5.36413
2020-11-19,5.53233
2020-11-20,6.05797
2020-11-21,1.30095
2020-11-22,0.84627
2020-11-23,6.99361
2020-11-24,6.83329
2020-11-25,7.33527
2020-11-26,7.68482
2020-11-27,7.43777
2020-11-28,1.57691
2020-11-29,1.04601
2020-11-30,6.04483
2020-12-01,6.78598
2020-12-02,6.80964
2020-12-03,7.15393
2020-12-04,7.1697
2020-12-05,1.62422
2020-12-06,1.09595
2020-12-07,7.01989
2020-12-08,6.83592
2020-12-09,7.16181
2020-12-10,7.44829
2020-12-11,7.56655
2020-12-12,1.75825
2020-12-13,1.11172
2020-12-14,8.73347
2020-12-15,8.46802
2020-12-16,9.18289
2020-12-17,9.1934
2020-12-18,8.4286
2020-12-19,2.11306
2020-12-20,1.49018
2020-12-21,8.74398
2020-12-22,10.03968
2020-12-23,9.93718
2020-12-24,10.31827
2020-12-25,4.07369
2020-12-26,1.89755
2020-12-27,1.48229
2020-12-28,9.31693
2020-12-29,9.26174
2020-12-30,9.84782
2020-12-31,7.38521
2021-01-01,2.53883
2021-01-02,1.59268
2021-01-03,1.40082
2021-01-04,10.73089
2021-01-05,11.71647
2021-01-06,13.71126
2021-01-07,14.4051
2021-01-08,16.20541
2021-01-09,3.69786
2021-01-10,2.39953
2021-01-11,16.25535
2021-01-12,18.39732
2021-01-13,18.79418
2021-01-14,18.02412
2021-01-15,16.52605
2021-01-16,3.42978
2021-01-17,2.63607
2021-01-18,16.89663
2021-01-19,100.0
2021-01-20,29.56976
2021-01-21,26.96785
2021-01-22,20.68648
2021-01-23,4.24452
2021-01-24,2.75434
2021-01-25,17.28034
2021-01-26,18.27117
2021-01-27,19.58527
2021-01-28,35.11524
2021-01-29,45.33364
2021-01-30,9.52456
2021-01-31,4.74913
2021-02-01,28.78393
2021-02-02,24.42376
2021-02-03,22.59717
2021-02-04,20.69699
2021-02-05,19.14373
2021-02-06,4.0185
2021-02-07,3.14857
2021-02-08,20.94404
2021-02-09,19.90853
2021-02-10,13.59299
2021-02-11,4.8017
2021-02-12,3.50337
2021-02-13,2.70703
2021-02-14,2.36011
2021-02-15,12.44973
2021-02-16,11.09096
2021-02-17,19.01758
2021-02-18,19.95321
2021-02-19,18.92822
2021-02-20,3.17485
2021-02-21,2.15248
2021-02-22,18.59444
2021-02-23,17.65618
2021-02-24,18.13976
2021-02-25,17.26457
2021-02-26,14.18696
2021-02-27,2.64395
2021-02-28,1.42973
2021-03-01,9.87148
2021-03-02,16.37625
2021-03-03,15.77965
2021-03-04,14.22376
2021-03-05,13.2487
2021-03-06,2.2103
2021-03-07,1.42447
2021-03-08,12.88075
2021-03-09,12.84659
2021-03-10,12.30518
2021-03-11,13.06736
2021-03-12,12.68101
2021-03-13,1.92909
2021-03-14,1.13012
2021-03-15,10.53115
2021-03-16,11.21185
2021-03-17,10.29724
2021-03-18,12.73358
2021-03-19,10.84653
2021-03-20,1.78191
2021-03-21,1.06178
2021-03-22,11.24076
2021-03-23,9.82417
2021-03-24,9.17763
2021-03-25,9.34584
2021-03-26,9.35109
2021-03-27,1.60582
2021-03-28,0.93563
2021-03-29,9.06199
2021-03-30,10.00289
2021-03-31,9.4825
2021-04-01,11.81371
2021-04-02,12.37877
2021-04-03,2.17088
2021-04-04,1.35088
2021-04-05,11.953
2021-04-06,13.84267
2021-04-07,13.03845
2021-04-08,11.54826
2021-04-09,9.8268
2021-04-10,1.91595
2021-04-11,1.04339
2021-04-12,11.95037
2021-04-13,12.40505
2021-04-14,11.85839
2021-04-15,11.41948
2021-04-16,10.78083
2021-04-17,1.76614
2021-04-18,1.02499
2021-04-19,10.90436
2021-04-20,12.64947
2021-04-21,10.56006
2021-04-22,14.06081
2021-04-23,11.61397
2021-04-24,2.01844
2021-04-25,1.37717
2021-04-26,11.73749
2021-04-27,10.7598
2021-04-28,10.49699
2021-04-29,10.29199
2021-04-30,7.31162
2021-05-01,1.4087
2021-05-02,0.8857
2021-05-03,6.30239
2021-05-04,8.72559
2021-05-05,6.24983
2021-05-06,10.39186
2021-05-07,9.25648
2021-05-08,1.56902
2021-05-09,0.90672
2021-05-10,10.15269
2021-05-11,10.04494
2021-05-12,10.74666
2021-05-13,11.16455
2021-05-14,10.20788
2021-05-15,1.82396
2021-05-16,1.1564
2021-05-17,10.34718
2021-05-18,9.42468
2021-05-19,5.89765
2021-05-20,10.66256
2021-05-21,11.3748
2021-05-22,2.14985
2021-05-23,1.24839
2021-05-24,12.61531
2021-05-25,14.26055
2021-05-26,14.82036
2021-05-27,14.3578
2021-05-28,14.01613
2021-05-29,2.36537
2021-05-30,1.69255
2021-05-31,14.34466
2021-06-01,15.83484
2021-06-02,14.68895
2021-06-03,16.85195
2021-06-04,15.38542
2021-06-05,3.096
2021-06-06,2.02633
2021-06-07,17.39073
2021-06-08,16.49714
2021-06-09,15.31183
2021-06-10,14.43664
2021-06-11,15.14363
2021-06-12,3.12754
2021-06-13,1.70569
2021-06-14,13.29075
2021-06-15,13.67972
2021-06-16,12.48127
2021-06-17,12.55749
2021-06-18,12.23685
2021-06-19,2.163
2021-06-20,1.19057
2021-06-21,12.55749
2021-06-22,12.29992
2021-06-23,12.39454
2021-06-24,11.91095
2021-06-25,11.78743
2021-06-26,2.08415
2021-06-27,1.30095
2021-06-28,12.22633
2021-06-29,12.76249
2021-06-30,13.20928
2021-07-01,12.72569
2021-07-02,11.87153
2021-07-03,2.0421
2021-07-04,1.343
2021-07-05,12.68101
2021-07-06,18.48406
2021-07-07,20.90199
2021-07-08,15.35388
2021-07-09,13.13043
2021-07-10,2.37588
2021-07-11,1.39556
2021-07-12,25.51709
2021-07-13,19.76398
2021-07-14,19.5327
2021-07-15,19.18578
2021-07-16,15.09369
2021-07-17,2.7885
2021-07-18,2.00005
2021-07-19,17.41701
2021-07-20,16.55496
2021-07-21,15.31183
2021-07-22,14.62587
2021-07-23,13.05947
2021-07-24,2.52306
2021-07-25,1.57428
2021-07-26,12.44973
2021-07-27,13.07787
2021-07-28,11.75063
2021-07-29,11.5982
2021-07-30,11.82685
2021-07-31,1.86864
2021-08-01,1.34563
2021-08-02,11.11461
2021-08-03,11.9898
2021-08-04,12.76774
2021-08-05,12.63108
2021-08-06,11.42999
2021-08-07,1.76351
2021-08-08,1.22999
2021-08-09,11.97666
2021-08-10,11.85313
2021-08-11,13.18037
2021-08-12,12.62056
2021-08-13,12.28678
2021-08-14,1.8371
2021-08-15,1.20371
2021-08-16,8.11059
2021-08-17,13.38537
2021-08-18,13.07787
2021-08-19,13.70338
2021-08-20,13.87684
2021-08-21,2.32331
2021-08-22,1.26678
2021-08-23,15.38279
2021-08-24,16.41304
2021-08-25,14.26581
2021-08-26,13.0621
2021-08-27,12.06076
2021-08-28,2.17088
2021-08-29,1.39294
2021-08-30,11.59294
2021-08-31,11.76377
2021-09-01,11.76903
2021-09-02,8.98052
2021-09-03,8.4943
2021-09-04,1.51383
2021-09-05,1.13012
2021-09-06,10.9832
2021-09-07,10.68884
2021-09-08,10.08173
2021-09-09,9.97923
2021-09-10,9.6034
2021-09-11,1.46915
2021-09-12,0.89621
2021-09-13,9.58763
2021-09-14,10.15269
2021-09-15,9.66122
2021-09-16,8.91744
2021-09-17,8.70982
2021-09-18,1.55063
2021-09-19,0.8857
2021-09-20,4.55202
2021-09-21,7.0672
2021-09-22,8.01335
2021-09-23,11.18032
2021-09-24,9.76635
2021-09-25,1.47178
2021-09-26,0.87255
2021-09-27,9.82154
2021-09-28,10.20788
2021-09-29,10.33404
2021-09-30,9.33533
2021-10-01,8.68616
2021-10-02,1.33512
2021-10-03,0.79634
2021-10-04,6.41541
2021-10-05,10.94903
2021-10-06,10.94115
2021-10-07,10.16846
2021-10-08,9.45097
2021-10-09,1.35614
2021-10-10,0.94614
2021-10-11,7.51399
2021-10-12,12.16589
2021-10-13,11.52461
2021-10-14,11.01737
2021-10-15,10.46808
2021-10-16,1.6137
2021-10-17,0.94877
2021-10-18,10.41551
2021-10-19,10.76243
2021-10-20,11.02788
2021-10-21,9.0436
2021-10-22,8.63886
2021-10-23,1.40345
2021-10-24,0.84627
2021-10-25,9.10142
2021-10-26,9.70853
2021-10-27,11.76903
2021-10-28,12.15537
2021-10-29,10.95955
2021-10-30,1.80031
2021-10-31,0.9698
2021-11-01,10.05545
2021-11-02,11.1041
2021-11-03,10.58897
2021-11-04,10.96743
2021-11-05,9.78737
2021-11-06,1.64787
2021-11-07,0.94089
2021-11-08,11.18032
2021-11-09,10.93852
2021-11-10,10.09487
2021-11-11,10.00289
2021-11-12,9.62705
2021-11-13,1.44287
2021-11-14,0.97505
2021-11-15,9.91878
2021-11-16,10.09224
2021-11-17,9.12507
2021-11-18,9.22757
2021-11-19,9.21706
2021-11-20,1.4639
2021-11-21,0.91198
2021-11-22,8.73347
2021-11-23,8.56264
2021-11-24,9.94244
2021-11-25,11.16455
2021-11-26,11.0673
2021-11-27,1.74248
2021-11-28,0.98031
2021-11-29,10.36558
2021-11-30,12.11858
2021-12-01,10.22365
2021-12-02,9.6034
2021-12-03,9.77949
2021-12-04,1.60845
2021-12-05,0.77531
2021-12-06,10.02391
2021-12-07,11.11461
2021-12-08,11.15141
2021-12-09,10.21577
2021-12-10,9.26436
2021-12-11,1.23524
2021-12-12,0.81473
2021-12-13,9.79
2021-12-14,9.10405
2021-12-15,8.47854
2021-12-16,8.51796
2021-12-17,7.7663
2021-12-18,1.14589
