date,달러환율
2020-03-20,100.0
2020-03-21,26.00771
2020-03-22,19.88241
2020-03-23,77.52905
2020-03-24,63.95339
2020-03-25,56.31499
2020-03-26,50.77872
2020-03-27,48.05273
2020-03-28,17.38991
2020-03-29,13.40559
2020-03-30,44.88287
2020-03-31,38.68902
2020-04-01,38.74107
2020-04-02,40.19734
2020-04-03,35.49679
2020-04-04,14.28456
2020-04-05,11.13705
2020-04-06,35.11485
2020-04-07,34.84581
2020-04-08,33.19893
2020-04-09,31.34422
2020-04-10,31.22289
2020-04-11,11.70116
2020-04-12,10.14702
2020-04-13,30.4975
2020-04-14,27.67072
2020-04-15,13.88539
2020-04-16,33.43828
2020-04-17,30.06022
2020-04-18,11.72095
2020-04-19,9.22333
2020-04-20,27.78545
2020-04-21,37.77339
2020-04-22,32.84521
2020-04-23,28.28981
2020-04-24,27.3302
2020-04-25,10.67081
2020-04-26,9.02393
2020-04-27,26.65246
2020-04-28,25.51618
2020-04-29,24.11708
2020-04-30,11.56004
2020-05-01,11.8859
2020-05-02,8.65262
2020-05-03,8.26518
2020-05-04,22.96357
2020-05-05,11.2877
2020-05-06,23.39866
2020-05-07,20.83542
2020-05-08,20.84678
2020-05-09,8.81903
2020-05-10,7.43899
2020-05-11,21.66381
2020-05-12,21.27234
2020-05-13,19.44952
2020-05-14,19.93739
2020-05-15,20.13752
2020-05-16,8.55952
2020-05-17,7.69081
2020-05-18,22.11392
2020-05-19,22.51932
2020-05-20,21.00953
2020-05-21,20.26141
2020-05-22,23.21722
2020-05-23,10.3849
2020-05-24,8.79814
2020-05-25,26.57916
2020-05-26,25.77313
2020-05-27,23.39866
2020-05-28,24.71345
2020-05-29,21.86504
2020-05-30,9.4077
2020-05-31,7.99467
2020-06-01,24.93191
2020-06-02,23.90595
2020-06-03,26.57512
2020-06-04,24.53201
2020-06-05,25.15074
2020-06-06,10.07371
2020-06-07,8.20727
2020-06-08,27.08828
2020-06-09,29.89234
2020-06-10,29.35022
2020-06-11,28.71647
2020-06-12,27.58568
2020-06-13,9.42676
2020-06-14,8.506
2020-06-15,26.7309
2020-06-16,26.45123
2020-06-17,24.88243
2020-06-18,22.59153
2020-06-19,20.70713
2020-06-20,8.51223
2020-06-21,6.88844
2020-06-22,22.0967
2020-06-23,21.86687
2020-06-24,22.36207
2020-06-25,22.02156
2020-06-26,21.76424
2020-06-27,8.57271
2020-06-28,7.13
2020-06-29,22.30673
2020-06-30,22.21399
2020-07-01,21.18034
2020-07-02,20.10197
2020-07-03,18.9019
2020-07-04,7.62007
2020-07-05,6.55013
2020-07-06,21.43399
2020-07-07,22.5875
2020-07-08,20.68221
2020-07-09,20.28194
2020-07-10,19.62216
2020-07-11,7.7084
2020-07-12,6.8265
2020-07-13,19.63426
2020-07-14,19.50963
2020-07-15,19.27615
2020-07-16,18.68234
2020-07-17,16.99368
2020-07-18,7.06255
2020-07-19,6.16965
2020-07-20,17.37928
2020-07-21,19.52136
2020-07-22,21.72136
2020-07-23,20.08914
2020-07-24,18.9074
2020-07-25,8.39054
2020-07-26,6.66449
2020-07-27,21.53955
2020-07-28,24.85384
2020-07-29,23.5581
2020-07-30,23.81395
2020-07-31,23.89532
2020-08-01,8.98177
2020-08-02,7.67615
2020-08-03,20.07228
2020-08-04,19.48801
2020-08-05,21.79503
2020-08-06,23.58853
2020-08-07,21.21663
2020-08-08,9.07598
2020-08-09,7.77695
2020-08-10,20.83615
2020-08-11,20.22696
2020-08-12,21.37497
2020-08-13,19.65625
2020-08-14,17.42144
2020-08-15,7.49654
2020-08-16,6.34926
2020-08-17,10.3937
2020-08-18,19.66615
2020-08-19,19.90953
2020-08-20,22.80999
2020-08-21,19.65515
2020-08-22,8.53972
2020-08-23,7.11863
2020-08-24,20.65362
2020-08-25,19.03643
2020-08-26,17.76562
2020-08-27,17.99141
2020-08-28,17.20921
2020-08-29,8.24172
2020-08-30,7.07208
2020-08-31,19.52686
2020-09-01,19.89157
2020-09-02,19.86188
2020-09-03,19.06905
2020-09-04,20.46301
2020-09-05,8.63759
2020-09-06,6.88478
2020-09-07,17.19528
2020-09-08,17.04976
2020-09-09,18.77032
2020-09-10,16.90058
2020-09-11,15.61768
2020-09-12,7.13146
2020-09-13,6.18248
2020-09-14,16.04287
2020-09-15,18.18238
2020-09-16,21.38817
2020-09-17,20.17454
2020-09-18,26.02787
2020-09-19,10.03009
2020-09-20,7.81873
2020-09-21,24.82451
2020-09-22,23.54931
2020-09-23,20.62173
2020-09-24,22.42622
2020-09-25,19.94435
2020-09-26,8.44149
2020-09-27,6.91997
2020-09-28,17.66995
2020-09-29,16.08502
2020-09-30,7.93713
2020-10-01,7.30191
2020-10-02,8.29817
2020-10-03,7.46868
2020-10-04,7.07428
2020-10-05,19.98027
2020-10-06,20.58874
2020-10-07,19.66138
2020-10-08,20.97068
2020-10-09,11.08133
2020-10-10,8.73179
2020-10-11,7.80297
2020-10-12,24.40445
2020-10-13,23.52402
2020-10-14,26.09422
2020-10-15,21.45048
2020-10-16,19.15079
2020-10-17,8.16218
2020-10-18,6.92217
2020-10-19,20.15548
2020-10-20,21.61176
2020-10-21,24.52211
2020-10-22,23.682
2020-10-23,22.04171
2020-10-24,10.01726
2020-10-25,8.88097
2020-10-26,24.32785
2020-10-27,23.41369
2020-10-28,22.24221
2020-10-29,22.79386
2020-10-30,21.56008
2020-10-31,8.89087
2020-11-01,7.93126
2020-11-02,20.56821
2020-11-03,20.1049
2020-11-04,27.56662
2020-11-05,28.80371
2020-11-06,26.82841
2020-11-07,10.30939
2020-11-08,9.79587
2020-11-09,30.86625
2020-11-10,29.5291
2020-11-11,28.00721
2020-11-12,25.172
2020-11-13,22.33642
2020-11-14,9.49677
2020-11-15,8.01813
2020-11-16,27.67402
2020-11-17,26.65796
2020-11-18,27.10918
2020-11-19,28.72673
2020-11-20,24.52211
2020-11-21,10.75584
2020-11-22,10.27677
2020-11-23,27.05456
2020-11-24,26.71258
2020-11-25,28.06952
2020-11-26,27.21987
2020-11-27,27.47719
2020-11-28,12.82755
2020-11-29,10.10376
2020-11-30,25.63054
2020-12-01,23.94811
2020-12-02,27.04357
2020-12-03,35.67493
2020-12-04,42.88044
2020-12-05,16.80821
2020-12-06,13.91838
2020-12-07,36.31235
2020-12-08,34.09769
2020-12-09,32.07364
2020-12-10,30.32926
2020-12-11,28.73003
2020-12-12,13.29709
2020-12-13,11.35001
2020-12-14,29.66252
2020-12-15,28.80847
2020-12-16,27.90751
2020-12-17,26.80861
2020-12-18,29.09658
2020-12-19,12.62668
2020-12-20,10.87827
2020-12-21,31.09314
2020-12-22,31.08617
2020-12-23,27.53107
2020-12-24,24.47446
2020-12-25,12.31365
2020-12-26,10.44721
2020-12-27,10.54691
2020-12-28,27.79425
2020-12-29,27.57909
2020-12-30,29.46972
2020-12-31,23.13915
2021-01-01,12.41482
2021-01-02,11.16124
2021-01-03,10.9897
2021-01-04,32.681
2021-01-05,31.01653
2021-01-06,30.48944
2021-01-07,28.5134
2021-01-08,31.43366
2021-01-09,14.33074
2021-01-10,11.42295
2021-01-11,32.90459
2021-01-12,32.46218
2021-01-13,28.89241
2021-01-14,28.17509
2021-01-15,26.7551
2021-01-16,12.8807
2021-01-17,10.88377
2021-01-18,31.94462
2021-01-19,31.23279
2021-01-20,27.95076
2021-01-21,27.6469
2021-01-22,25.27023
2021-01-23,12.01712
2021-01-24,9.97767
2021-01-25,27.07765
2021-01-26,26.52747
2021-01-27,24.38099
2021-01-28,34.37517
2021-01-29,32.34378
2021-01-30,14.13171
2021-01-31,10.71956
2021-02-01,28.87775
2021-02-02,26.17413
2021-02-03,24.92421
2021-02-04,24.14384
2021-02-05,27.8331
2021-02-06,12.3855
2021-02-07,10.02569
2021-02-08,25.41795
2021-02-09,24.8641
2021-02-10,24.41105
2021-02-11,11.83531
2021-02-12,10.59383
2021-02-13,10.1866
2021-02-14,9.8076
2021-02-15,25.78815
2021-02-16,28.25426
2021-02-17,26.08102
2021-02-18,24.94547
2021-02-19,23.08636
2021-02-20,10.92885
2021-02-21,8.62366
2021-02-22,23.24398
2021-02-23,25.2442
2021-02-24,23.38913
2021-02-25,21.78697
2021-02-26,28.34223
2021-02-27,11.64691
2021-02-28,9.84462
2021-03-01,12.79346
2021-03-02,26.41861
2021-03-03,22.85324
2021-03-04,24.48179
2021-03-05,25.22038
2021-03-06,10.84015
2021-03-07,9.01
2021-03-08,26.80458
2021-03-09,30.67491
2021-03-10,29.83553
2021-03-11,27.43284
2021-03-12,26.60261
2021-03-13,11.25618
2021-03-14,9.37911
2021-03-15,24.52138
2021-03-16,22.81146
2021-03-17,21.56887
2021-03-18,22.62892
2021-03-19,21.53112
2021-03-20,9.73209
2021-03-21,8.60277
2021-03-22,21.04912
2021-03-23,20.35342
2021-03-24,20.08657
2021-03-25,20.12909
2021-03-26,18.37188
2021-03-27,8.69257
2021-03-28,7.58194
2021-03-29,19.12146
2021-03-30,18.69334
2021-03-31,19.12989
2021-04-01,19.38208
2021-04-02,18.53206
2021-04-03,8.89747
2021-04-04,8.17904
2021-04-05,19.79407
2021-04-06,20.67561
2021-04-07,22.11686
2021-04-08,19.74532
2021-04-09,19.02726
2021-04-10,9.09137
2021-04-11,8.05039
2021-04-12,18.79707
2021-04-13,18.83703
2021-04-14,20.54805
2021-04-15,19.63169
2021-04-16,18.99574
2021-04-17,9.26914
2021-04-18,7.96608
2021-04-19,18.57458
2021-04-20,20.24199
2021-04-21,20.51653
2021-04-22,17.93203
2021-04-23,18.20804
2021-04-24,8.52653
2021-04-25,7.18095
2021-04-26,18.47012
2021-04-27,19.42056
2021-04-28,17.39651
2021-04-29,18.95542
2021-04-30,17.19894
2021-05-01,8.2157
2021-05-02,7.18791
2021-05-03,18.51373
2021-05-04,17.94009
2021-05-05,10.96441
2021-05-06,18.94846
2021-05-07,16.90754
2021-05-08,8.45322
2021-05-09,7.55519
2021-05-10,19.10717
2021-05-11,19.18304
2021-05-12,19.13393
2021-05-13,23.29859
2021-05-14,19.60127
2021-05-15,8.52873
2021-05-16,7.66112
2021-05-17,22.44161
2021-05-18,20.23576
2021-05-19,12.20112
2021-05-20,20.70237
2021-05-21,18.21464
2021-05-22,8.72446
2021-05-23,7.54969
2021-05-24,18.53976
2021-05-25,19.30693
2021-05-26,19.65185
2021-05-27,19.59907
2021-05-28,18.55332
2021-05-29,8.3198
2021-05-30,7.38731
2021-05-31,20.83652
2021-06-01,23.03908
