date,아파트매매
2021-02-10,67.18017
2021-02-11,62.35766
2021-02-12,68.92163
2021-02-13,77.26054
2021-02-14,85.06363
2021-02-15,95.98124
2021-02-16,86.23576
2021-02-17,85.29805
2021-02-18,91.72806
2021-02-19,82.38446
2021-02-20,81.64768
2021-02-21,85.09711
2021-02-22,97.99062
2021-02-23,92.49832
2021-02-24,86.40321
2021-02-25,84.62826
2021-02-26,73.64367
2021-02-27,78.53315
2021-02-28,74.44742
2021-03-01,89.18285
2021-03-02,84.59477
2021-03-03,85.49899
2021-03-04,82.68586
2021-03-05,75.41862
2021-03-06,75.1507
2021-03-07,87.84326
2021-03-08,93.06764
2021-03-09,82.28399
2021-03-10,82.5519
2021-03-11,86.13529
2021-03-12,78.09778
2021-03-13,77.02612
2021-03-14,78.86805
2021-03-15,90.22103
2021-03-16,86.90555
2021-03-17,77.42799
2021-03-18,79.26992
2021-03-19,75.68653
2021-03-20,72.94038
2021-03-21,86.7716
2021-03-22,85.66644
2021-03-23,77.96383
2021-03-24,69.6584
2021-03-25,72.40455
2021-03-26,69.92632
2021-03-27,72.17012
2021-03-28,78.80107
2021-03-29,82.78633
2021-03-30,80.07367
2021-03-31,77.46148
2021-04-01,68.65371
2021-04-02,65.4722
2021-04-03,70.59611
2021-04-04,73.61018
2021-04-05,79.40388
2021-04-06,78.66711
2021-04-07,71.90221
2021-04-08,71.03148
2021-04-09,65.57267
2021-04-10,67.58204
2021-04-11,69.15606
2021-04-12,76.22237
2021-04-13,76.4233
2021-04-14,68.85465
2021-04-15,71.83523
2021-04-16,67.88345
2021-04-17,71.80174
2021-04-18,71.53382
2021-04-19,77.3945
2021-04-20,68.88814
2021-04-21,63.59678
2021-04-22,75.38513
2021-04-23,67.01272
2021-04-24,65.57267
2021-04-25,72.43804
2021-04-26,77.66242
2021-04-27,77.93034
2021-04-28,71.93569
2021-04-29,71.06496
2021-04-30,65.00334
2021-05-01,62.42464
2021-05-02,64.63496
2021-05-03,62.35766
2021-05-04,61.31949
2021-05-05,63.22839
2021-05-06,64.93636
2021-05-07,60.11386
2021-05-08,61.68787
2021-05-09,71.83523
2021-05-10,72.47153
2021-05-11,68.88814
2021-05-12,64.36704
2021-05-13,67.4146
2021-05-14,60.18084
2021-05-15,65.1373
2021-05-16,64.93636
2021-05-17,69.6584
2021-05-18,67.64902
2021-05-19,65.37173
2021-05-20,68.85465
2021-05-21,60.88412
2021-05-22,59.41058
2021-05-23,61.95579
2021-05-24,75.21768
2021-05-25,73.00736
2021-05-26,69.45746
2021-05-27,71.46684
2021-05-28,65.20428
2021-05-29,66.51038
2021-05-30,67.18017
2021-05-31,80.10716
2021-06-01,74.38044
2021-06-02,70.89752
2021-06-03,69.59142
2021-06-04,61.82183
2021-06-05,64.60147
2021-06-06,62.35766
2021-06-07,75.1507
2021-06-08,63.63027
2021-06-09,64.23308
2021-06-10,62.32417
2021-06-11,60.78365
2021-06-12,59.61152
2021-06-13,63.1949
2021-06-14,66.87876
2021-06-15,63.02746
2021-06-16,64.1661
2021-06-17,59.61152
2021-06-18,58.13797
2021-06-19,61.52042
2021-06-20,63.09444
2021-06-21,70.06028
2021-06-22,68.62022
2021-06-23,62.49162
2021-06-24,63.32886
2021-06-25,60.88412
2021-06-26,64.1661
2021-06-27,64.46751
2021-06-28,71.50033
2021-06-29,62.5586
2021-06-30,66.27595
2021-07-01,64.36704
2021-07-02,58.80776
2021-07-03,59.54454
2021-07-04,66.1085
2021-07-05,68.45277
2021-07-06,65.03683
2021-07-07,61.82183
2021-07-08,66.17548
2021-07-09,56.69792
2021-07-10,58.47287
2021-07-11,63.79772
2021-07-12,72.2371
2021-07-13,71.29939
2021-07-14,63.99866
2021-07-15,64.60147
2021-07-16,62.22371
2021-07-17,62.75954
2021-07-18,66.27595
2021-07-19,66.20897
2021-07-20,67.21366
2021-07-21,64.60147
2021-07-22,61.62089
2021-07-23,61.82183
2021-07-24,56.7649
2021-07-25,60.54922
2021-07-26,67.04621
2021-07-27,69.6584
2021-07-28,67.14668
2021-07-29,64.90288
2021-07-30,61.286
2021-07-31,63.09444
2021-08-01,60.68318
2021-08-02,65.23777
2021-08-03,67.84996
2021-08-04,65.17079
2021-08-05,69.0221
2021-08-06,65.43871
2021-08-07,62.19022
2021-08-08,67.4146
2021-08-09,73.34226
2021-08-10,69.92632
2021-08-11,72.80643
2021-08-12,74.07903
2021-08-13,71.83523
2021-08-14,67.48158
2021-08-15,74.21299
2021-08-16,82.75284
2021-08-17,82.61888
2021-08-18,78.53315
2021-08-19,80.17414
2021-08-20,80.44206
2021-08-21,70.89752
2021-08-22,77.79638
2021-08-23,85.23107
2021-08-24,83.35565
2021-08-25,81.98258
2021-08-26,78.19825
2021-08-27,70.76356
2021-08-28,74.68184
2021-08-29,83.65706
2021-08-30,91.99598
2021-08-31,84.89618
2021-09-01,77.56195
2021-09-02,83.38914
2021-09-03,79.13596
2021-09-04,76.18888
2021-09-05,82.5519
2021-09-06,82.04956
2021-09-07,85.33154
2021-09-08,76.62424
2021-09-09,76.1219
2021-09-10,73.5432
2021-09-11,70.49564
2021-09-12,80.24112
2021-09-13,81.01138
2021-09-14,71.33288
2021-09-15,75.51908
2021-09-16,68.6872
2021-09-17,61.68787
2021-09-18,60.48225
2021-09-19,60.68318
2021-09-20,61.9223
2021-09-21,63.76423
2021-09-22,79.63831
2021-09-23,87.91024
2021-09-24,79.47086
2021-09-25,82.08305
2021-09-26,81.17883
2021-09-27,80.87742
2021-09-28,81.11185
2021-09-29,80.50904
2021-09-30,82.95378
2021-10-01,73.57669
2021-10-02,70.32819
2021-10-03,74.07903
2021-10-04,90.92431
2021-10-05,86.87206
2021-10-06,83.15472
2021-10-07,77.82987
2021-10-08,71.63429
2021-10-09,69.89283
2021-10-10,70.83054
2021-10-11,85.73342
2021-10-12,83.5231
2021-10-13,78.49966
2021-10-14,80.00669
2021-10-15,76.4233
2021-10-16,68.08439
2021-10-17,68.0509
2021-10-18,76.45679
2021-10-19,76.52377
2021-10-20,70.36168
2021-10-21,67.4146
2021-10-22,63.42933
2021-10-23,66.67782
2021-10-24,74.04554
2021-10-25,76.62424
2021-10-26,76.79169
2021-10-27,76.7582
2021-10-28,69.95981
2021-10-29,64.70194
2021-10-30,65.07032
2021-10-31,69.12257
2021-11-01,73.74413
2021-11-02,73.8446
2021-11-03,71.2659
2021-11-04,66.81178
2021-11-05,64.23308
2021-11-06,66.47689
2021-11-07,68.35231
2021-11-08,70.12726
2021-11-09,66.37642
2021-11-10,67.11319
2021-11-11,63.02746
2021-11-12,66.84527
2021-11-13,64.70194
2021-11-14,74.14601
2021-11-15,74.71533
2021-11-16,69.72538
2021-11-17,63.29537
2021-11-18,62.2572
2021-11-19,62.12324
2021-11-20,55.86068
2021-11-21,66.30944
2021-11-22,68.45277
2021-11-23,59.74547
2021-11-24,57.33422
2021-11-25,55.82719
2021-11-26,57.30073
2021-11-27,51.17213
2021-11-28,60.3148
2021-11-29,63.49631
2021-11-30,58.30542
2021-12-01,52.77963
2021-12-02,53.04755
2021-12-03,55.32484
2021-12-04,51.13864
2021-12-05,59.9799
2021-12-06,66.34293
2021-12-07,61.38647
2021-12-08,64.66845
2021-12-09,61.15204
2021-12-10,56.63094
2021-12-11,55.76021
2021-12-12,58.43938
2021-12-13,61.85532
2021-12-14,57.33422
2021-12-15,54.45411
2021-12-16,55.7937
2021-12-17,56.32953
2021-12-18,51.37307
2021-12-19,58.77427
2021-12-20,63.69725
2021-12-21,54.65505
2021-12-22,54.52109
2021-12-23,55.55927
2021-12-24,50.70328
2021-12-25,45.31145
2021-12-26,56.66443
2021-12-27,56.7649
2021-12-28,58.10448
2021-12-29,53.38245
2021-12-30,57.80308
2021-12-31,49.86604
2022-01-01,53.71734
2022-01-02,59.81245
2022-01-03,61.25251
2022-01-04,61.5874
2022-01-05,62.96048
2022-01-06,66.20897
2022-01-07,64.1661
2022-01-08,60.44876
2022-01-09,69.22304
2022-01-10,69.9933
2022-01-11,65.03683
2022-01-12,64.33355
2022-01-13,64.1661
2022-01-14,64.46751
2022-01-15,64.09912
2022-01-16,65.07032
2022-01-17,65.30475
2022-01-18,68.72069
2022-01-19,62.35766
2022-01-20,65.27126
2022-01-21,58.53985
2022-01-22,64.30006
2022-01-23,70.42866
2022-01-24,73.74413
2022-01-25,70.73007
2022-01-26,61.72136
2022-01-27,65.30475
2022-01-28,55.35833
2022-01-29,60.28131
2022-01-30,50.83724
2022-01-31,54.11922
2022-02-01,58.64032
2022-02-02,72.10314
2022-02-03,76.92565
2022-02-04,71.09845
2022-02-05,72.03616
2022-02-06,80.44206
2022-02-07,72.77294
2022-02-08,73.40924
2022-02-09,66.17548
2022-02-10,66.24246
2022-02-11,61.65438
2022-02-12,65.50569
2022-02-13,71.39986
2022-02-14,71.2659
2022-02-15,68.15137
2022-02-16,61.48693
2022-02-17,68.6872
2022-02-18,65.84058
2022-02-19,68.41929
2022-02-20,67.64902
2022-02-21,70.22772
2022-02-22,69.59142
2022-02-23,67.14668
2022-02-24,69.45746
2022-02-25,56.83188
2022-02-26,55.92766
2022-02-27,64.501
2022-02-28,62.65907
2022-03-01,72.37106
2022-03-02,62.96048
2022-03-03,61.62089
2022-03-04,56.56396
2022-03-05,55.05693
2022-03-06,62.49162
2022-03-07,60.88412
2022-03-08,58.47287
2022-03-09,55.05693
2022-03-10,63.36235
2022-03-11,64.70194
2022-03-12,67.14668
2022-03-13,72.30408
2022-03-14,71.66778
2022-03-15,71.29939
2022-03-16,67.54855
2022-03-17,65.60616
2022-03-18,67.01272
2022-03-19,66.94574
2022-03-20,70.26121
2022-03-21,70.99799
2022-03-22,66.1085
2022-03-23,72.50502
2022-03-24,62.96048
2022-03-25,61.286
2022-03-26,64.19959
2022-03-27,70.36168
2022-03-28,71.63429
2022-03-29,67.24715
2022-03-30,66.81178
2022-03-31,67.21366
2022-04-01,61.38647
2022-04-02,58.50636
2022-04-03,63.49631
2022-04-04,68.78767
2022-04-05,60.88412
2022-04-06,61.05157
2022-04-07,62.05626
2022-04-08,60.38178
2022-04-09,60.88412
2022-04-10,64.19959
2022-04-11,69.45746
2022-04-12,60.88412
2022-04-13,59.37709
2022-04-14,60.91761
2022-04-15,60.71667
2022-04-16,56.59745
2022-04-17,61.65438
2022-04-18,65.07032
2022-04-19,65.67314
2022-04-20,61.72136
2022-04-21,62.39115
2022-04-22,56.19557
2022-04-23,54.4876
2022-04-24,65.23777
2022-04-25,69.39048
2022-04-26,70.39517
2022-04-27,67.48158
2022-04-28,61.05157
2022-04-29,54.65505
2022-04-30,56.69792
2022-05-01,60.28131
2022-05-02,58.60683
2022-05-03,57.66912
2022-05-04,54.45411
2022-05-05,58.87474
2022-05-06,57.13328
2022-05-07,58.00401
2022-05-08,61.48693
2022-05-09,67.84996
2022-05-10,65.00334
2022-05-11,65.77361
2022-05-12,64.23308
2022-05-13,57.09979
2022-05-14,55.52578
2022-05-15,58.84125
2022-05-16,65.70663
2022-05-17,60.9511
2022-05-18,58.20495
2022-05-19,62.22371
2022-05-20,59.37709
2022-05-21,55.65974
2022-05-22,61.25251
2022-05-23,63.8647
2022-05-24,62.92699
2022-05-25,57.7361
2022-05-26,64.19959
2022-05-27,61.88881
2022-05-28,59.41058
2022-05-29,68.41929
2022-05-30,69.82585
2022-05-31,64.36704
2022-06-01,67.716
2022-06-02,57.20026
2022-06-03,55.52578
2022-06-04,61.45344
2022-06-05,59.51105
2022-06-06,73.04085
2022-06-07,65.23777
2022-06-08,64.1661
2022-06-09,68.11788
2022-06-10,61.62089
2022-06-11,61.68787
2022-06-12,73.00736
2022-06-13,71.73476
2022-06-14,61.45344
2022-06-15,60.78365
2022-06-16,68.95512
2022-06-17,69.15606
2022-06-18,63.39584
2022-06-19,69.55793
2022-06-20,68.65371
2022-06-21,62.32417
2022-06-22,57.0663
2022-06-23,63.76423
2022-06-24,58.23844
2022-06-25,61.35298
2022-06-26,64.26657
2022-06-27,67.21366
2022-06-28,62.02277
2022-06-29,60.48225
2022-06-30,59.67849
2022-07-01,53.08104
2022-07-02,54.78901
2022-07-03,58.57334
2022-07-04,67.64902
2022-07-05,66.40991
2022-07-06,62.08975
2022-07-07,63.09444
2022-07-08,59.41058
2022-07-09,55.25787
2022-07-10,63.22839
2022-07-11,70.93101
2022-07-12,69.18955
2022-07-13,71.6008
2022-07-14,65.57267
2022-07-15,66.04152
2022-07-16,60.44876
2022-07-17,65.97454
2022-07-18,72.94038
2022-07-19,63.32886
2022-07-20,64.53449
2022-07-21,69.22304
2022-07-22,59.20964
2022-07-23,54.42062
2022-07-24,61.01808
2022-07-25,62.75954
2022-07-26,64.63496
2022-07-27,61.9223
2022-07-28,61.48693
2022-07-29,57.66912
2022-07-30,54.32016
2022-07-31,65.57267
2022-08-01,69.35699
2022-08-02,65.17079
2022-08-03,67.04621
2022-08-04,66.34293
2022-08-05,64.33355
2022-08-06,62.72605
2022-08-07,73.47622
2022-08-08,71.09845
2022-08-09,63.93168
2022-08-10,64.19959
2022-08-11,62.92699
2022-08-12,65.40522
2022-08-13,67.18017
2022-08-14,64.19959
2022-08-15,72.60549
2022-08-16,72.83991
2022-08-17,69.92632
2022-08-18,69.69189
2022-08-19,67.51507
2022-08-20,60.98459
2022-08-21,71.46684
2022-08-22,77.59544
2022-08-23,71.09845
2022-08-24,70.66309
2022-08-25,74.68184
2022-08-26,72.73945
2022-08-27,68.0509
2022-08-28,68.08439
2022-08-29,70.66309
2022-08-30,65.90756
2022-08-31,66.37642
2022-09-01,61.18553
2022-09-02,63.96517
2022-09-03,64.8359
2022-09-04,70.76356
2022-09-05,64.13261
2022-09-06,57.70261
2022-09-07,60.28131
2022-09-08,57.87006
2022-09-09,51.13864
2022-09-10,52.44474
2022-09-11,65.1373
2022-09-12,75.88747
2022-09-13,77.76289
2022-09-14,77.62893
2022-09-15,81.84862
2022-09-16,81.5807
2022-09-17,75.21768
2022-09-18,73.77762
2022-09-19,78.7006
2022-09-20,71.50033
2022-09-21,73.47622
2022-09-22,71.63429
2022-09-23,67.21366
2022-09-24,66.04152
2022-09-25,70.49564
2022-09-26,77.82987
2022-09-27,69.05559
2022-09-28,68.01741
2022-09-29,66.61085
2022-09-30,63.59678
2022-10-01,60.28131
2022-10-02,58.87474
2022-10-03,73.94507
2022-10-04,68.08439
2022-10-05,66.7448
2022-10-06,66.30944
2022-10-07,59.24313
2022-10-08,53.75083
2022-10-09,63.93168
2022-10-10,71.43335
2022-10-11,74.34695
2022-10-12,71.36637
2022-10-13,74.1795
2022-10-14,68.65371
2022-10-15,64.66845
2022-10-16,69.52444
2022-10-17,74.04554
2022-10-18,67.74949
2022-10-19,69.95981
2022-10-20,78.93503
2022-10-21,70.19423
2022-10-22,61.68787
2022-10-23,68.58673
2022-10-24,70.89752
2022-10-25,67.38111
2022-10-26,68.3858
2022-10-27,64.93636
2022-10-28,59.84594
2022-10-29,60.44876
2022-10-30,48.89484
2022-10-31,61.82183
2022-11-01,61.62089
2022-11-02,64.66845
2022-11-03,65.87407
2022-11-04,60.58271
2022-11-05,56.53047
2022-11-06,65.27126
2022-11-07,67.54855
2022-11-08,62.5586
2022-11-09,66.07501
2022-11-10,66.64434
2022-11-11,62.15673
2022-11-12,59.10917
2022-11-13,65.74012
2022-11-14,71.53382
2022-11-15,73.2083
2022-11-16,70.59611
2022-11-17,68.18486
2022-11-18,62.49162
2022-11-19,58.40589
2022-11-20,62.35766
2022-11-21,68.92163
2022-11-22,64.40053
2022-11-23,56.73141
2022-11-24,64.70194
2022-11-25,57.56865
2022-11-26,60.51574
2022-11-27,60.41527
2022-11-28,59.3436
2022-11-29,63.46282
2022-11-30,52.64567
2022-12-01,57.03281
2022-12-02,54.25318
2022-12-03,49.49765
2022-12-04,54.75552
2022-12-05,58.30542
2022-12-06,58.60683
2022-12-07,58.3724
2022-12-08,62.59209
2022-12-09,62.96048
2022-12-10,60.75016
2022-12-11,66.97923
2022-12-12,71.19892
2022-12-13,68.08439
2022-12-14,65.57267
2022-12-15,69.25653
2022-12-16,70.16075
2022-12-17,62.22371
2022-12-18,73.40924
2022-12-19,70.52913
2022-12-20,67.91694
2022-12-21,68.01741
2022-12-22,61.38647
2022-12-23,63.02746
2022-12-24,59.84594
2022-12-25,64.90288
2022-12-26,63.56329
2022-12-27,66.87876
2022-12-28,64.03215
2022-12-29,61.62089
2022-12-30,63.93168
2022-12-31,60.75016
2023-01-01,66.27595
2023-01-02,78.60013
2023-01-03,78.0643
2023-01-04,75.51908
2023-01-05,72.03616
2023-01-06,68.78767
2023-01-07,64.8359
2023-01-08,81.48024
2023-01-09,80.643
2023-01-10,75.05023
2023-01-11,75.75351
2023-01-12,76.35632
2023-01-13,70.56262
2023-01-14,70.76356
2023-01-15,76.49028
2023-01-16,74.48091
2023-01-17,76.25586
2023-01-18,70.19423
2023-01-19,67.48158
2023-01-20,60.58271
2023-01-21,53.88479
2023-01-22,66.37642
2023-01-23,72.17012
2023-01-24,80.9444
2023-01-25,85.26456
2023-01-26,85.86738
2023-01-27,79.70529
2023-01-28,74.01205
2023-01-29,87.84326
2023-01-30,84.92967
2023-01-31,82.85331
2023-02-01,78.76758
2023-02-02,77.93034
2023-02-03,74.27997
2023-02-04,74.44742
2023-02-05,82.48492
2023-02-06,87.27394
2023-02-07,81.5807
2023-02-08,83.32217
2023-02-09,85.09711
2023-02-10,78.3657
2023-02-11,78.66711
2023-02-12,86.93904
2023-02-13,86.50368
2023-02-14,80.81044
2023-02-15,73.47622
2023-02-16,79.63831
2023-02-17,69.39048
2023-02-18,71.2659
2023-02-19,77.59544
2023-02-20,77.79638
2023-02-21,74.94976
2023-02-22,72.572
2023-02-23,68.85465
2023-02-24,65.80709
2023-02-25,68.18486
2023-02-26,72.8734
2023-02-27,72.572
2023-02-28,68.0509
2023-03-01,74.54789
2023-03-02,67.95043
2023-03-03,64.8359
2023-03-04,67.98392
2023-03-05,71.03148
2023-03-06,67.64902
2023-03-07,71.03148
2023-03-08,66.17548
2023-03-09,64.53449
2023-03-10,55.52578
2023-03-11,58.20495
2023-03-12,62.42464
2023-03-13,64.23308
2023-03-14,65.1373
2023-03-15,65.94105
2023-03-16,64.1661
2023-03-17,58.47287
2023-03-18,64.36704
2023-03-19,67.4146
2023-03-20,75.72002
2023-03-21,69.3235
2023-03-22,67.64902
2023-03-23,66.27595
2023-03-24,64.80241
2023-03-25,54.52109
2023-03-26,65.50569
2023-03-27,64.66845
2023-03-28,63.93168
2023-03-29,62.02277
2023-03-30,61.08506
2023-03-31,56.46349
2023-04-01,55.32484
2023-04-02,61.78834
2023-04-03,63.49631
2023-04-04,61.95579
2023-04-05,58.53985
2023-04-06,57.43469
2023-04-07,54.72203
2023-04-08,55.02344
2023-04-09,57.56865
2023-04-10,62.86001
2023-04-11,62.8935
2023-04-12,58.27193
2023-04-13,56.16208
2023-04-14,51.00468
2023-04-15,54.4876
2023-04-16,62.8935
2023-04-17,67.24715
2023-04-18,64.13261
2023-04-19,64.23308
2023-04-20,60.71667
2023-04-21,56.39651
2023-04-22,55.12391
2023-04-23,59.0087
2023-04-24,63.73074
2023-04-25,57.70261
2023-04-26,58.20495
2023-04-27,54.95646
2023-04-28,47.89015
2023-04-29,49.16275
2023-04-30,54.42062
2023-05-01,63.59678
2023-05-02,59.14266
2023-05-03,55.35833
2023-05-04,54.21969
2023-05-05,54.28667
2023-05-06,56.46349
2023-05-07,62.12324
2023-05-08,60.01339
2023-05-09,63.96517
2023-05-10,58.10448
2023-05-11,57.83657
2023-05-12,54.15271
2023-05-13,56.69792
2023-05-14,56.79839
2023-05-15,64.93636
2023-05-16,59.94641
2023-05-17,58.30542
2023-05-18,55.7937
2023-05-19,52.14333
2023-05-20,48.42598
2023-05-21,53.31547
2023-05-22,62.05626
2023-05-23,59.31011
2023-05-24,57.50167
2023-05-25,54.95646
2023-05-26,51.47354
2023-05-27,45.144
2023-05-28,51.67448
2023-05-29,58.84125
