date,수소관련주
2020-03-20,0.0979
2020-03-21,0.10543
2020-03-22,0.29119
2020-03-23,0.20333
2020-03-24,0.16065
2020-03-25,0.23596
2020-03-26,0.23847
2020-03-27,0.21086
2020-03-28,0.23345
2020-03-29,0.10041
2020-03-30,0.21086
2020-03-31,0.24098
2020-04-01,0.42674
2020-04-02,0.31378
2020-04-03,0.246
2020-04-04,0.123
2020-04-05,0.15312
2020-04-06,0.19329
2020-04-07,0.25856
2020-04-08,0.28617
2020-04-09,0.1958
2020-04-10,0.20333
2020-04-11,0.13555
2020-04-12,0.123
2020-04-13,0.16065
2020-04-14,0.14057
2020-04-15,0.18074
2020-04-16,0.59744
2020-04-17,1.31539
2020-04-18,0.2937
2020-04-19,0.19078
2020-04-20,0.54222
2020-04-21,1.49362
2020-04-22,0.78321
2020-04-23,0.85098
2020-04-24,0.45938
2020-04-25,0.20584
2020-04-26,0.10794
2020-04-27,0.27864
2020-04-28,0.37152
2020-04-29,1.50617
2020-04-30,0.5874
2020-05-01,0.38909
2020-05-02,0.17823
2020-05-03,0.12551
2020-05-04,0.16818
2020-05-05,0.123
2020-05-06,0.29621
2020-05-07,0.4167
2020-05-08,0.29621
2020-05-09,0.24349
2020-05-10,0.23847
2020-05-11,0.25856
2020-05-12,0.21086
2020-05-13,0.37152
2020-05-14,0.46189
2020-05-15,0.69535
2020-05-16,0.17069
2020-05-17,0.30625
2020-05-18,0.76563
2020-05-19,1.60909
2020-05-20,1.75971
2020-05-21,1.72457
2020-05-22,0.54222
2020-05-23,0.25856
2020-05-24,0.37654
2020-05-25,1.35053
2020-05-26,1.19238
2020-05-27,1.5614
2020-05-28,0.73049
2020-05-29,0.52967
2020-05-30,0.25102
2020-05-31,0.49703
2020-06-01,0.79576
2020-06-02,0.84596
2020-06-03,1.70699
2020-06-04,1.23255
2020-06-05,0.60498
2020-06-06,0.26609
2020-06-07,0.31127
2020-06-08,0.97901
2020-06-09,2.60568
2020-06-10,4.03152
2020-06-11,8.05301
2020-06-12,4.10432
2020-06-13,2.12872
2020-06-14,3.50687
2020-06-15,3.09519
2020-06-16,3.35375
2020-06-17,3.78301
2020-06-18,2.22662
2020-06-19,2.63329
2020-06-20,1.08193
2020-06-21,1.58901
2020-06-22,2.90691
2020-06-23,7.94507
2020-06-24,5.66572
2020-06-25,3.27844
2020-06-26,2.90691
2020-06-27,2.0007
2020-06-28,2.49774
2020-06-29,4.37543
2020-06-30,5.05823
2020-07-01,6.29581
2020-07-02,6.05984
2020-07-03,4.10181
2020-07-04,2.39983
2020-07-05,2.45255
2020-07-06,8.20363
2020-07-07,6.54684
2020-07-08,6.53931
2020-07-09,11.35154
2020-07-10,5.18877
2020-07-11,4.34029
2020-07-12,3.50185
2020-07-13,14.72286
2020-07-14,9.91063
2020-07-15,7.88733
2020-07-16,4.52605
2020-07-17,3.81062
2020-07-18,3.0751
2020-07-19,2.60819
2020-07-20,3.45165
2020-07-21,4.47083
2020-07-22,3.88091
2020-07-23,2.927
2020-07-24,2.18897
2020-07-25,1.4409
2020-07-26,2.52786
2020-07-27,3.96375
2020-07-28,7.72165
2020-07-29,5.59042
2020-07-30,3.48428
2020-07-31,2.79646
2020-08-01,1.81745
2020-08-02,1.51872
2020-08-03,3.57716
2020-08-04,4.20724
2020-08-05,3.15543
2020-08-06,3.33366
2020-08-07,3.16547
2020-08-08,1.92539
2020-08-09,1.94798
2020-08-10,5.24651
2020-08-11,4.47083
2020-08-12,2.77638
2020-08-13,2.65086
2020-08-14,1.69695
2020-08-15,1.01415
2020-08-16,0.96897
2020-08-17,1.22502
2020-08-18,1.4886
2020-08-19,1.4886
2020-08-20,2.60568
2020-08-21,2.18395
2020-08-22,3.43659
2020-08-23,4.97037
2020-08-24,5.42474
2020-08-25,4.89506
2020-08-26,3.80058
2020-08-27,3.10774
2020-08-28,2.68099
2020-08-29,3.82066
2020-08-30,3.2207
2020-08-31,4.28255
2020-09-01,5.28416
2020-09-02,4.57375
2020-09-03,6.63219
2020-09-04,6.35103
2020-09-05,3.98132
2020-09-06,3.67004
2020-09-07,9.2705
2020-09-08,7.39281
2020-09-09,7.23466
2020-09-10,5.23646
2020-09-11,3.57716
2020-09-12,2.50778
2020-09-13,4.97037
2020-09-14,6.23054
2020-09-15,5.25655
2020-09-16,6.38116
2020-09-17,3.93613
2020-09-18,3.38889
2020-09-19,1.7572
2020-09-20,2.3421
2020-09-21,2.82407
2020-09-22,2.81654
2020-09-23,2.19901
2020-09-24,1.87016
2020-09-25,1.32794
2020-09-26,1.16979
2020-09-27,0.77819
2020-09-28,1.35304
2020-09-29,4.78963
2020-09-30,3.41148
2020-10-01,2.36469
2020-10-02,2.02078
2020-10-03,4.05161
2020-10-04,2.4149
2020-10-05,3.04247
2020-10-06,3.64745
2020-10-07,3.64494
2020-10-08,3.93362
2020-10-09,2.96967
2020-10-10,3.93111
2020-10-11,3.38889
2020-10-12,4.70679
2020-10-13,5.9519
2020-10-14,5.7561
2020-10-15,47.10061
2020-10-16,47.42192
2020-10-17,4.4156
2020-10-18,4.79214
2020-10-19,6.72758
2020-10-20,5.15865
2020-10-21,4.47083
2020-10-22,3.92358
2020-10-23,3.23325
2020-10-24,1.88773
2020-10-25,1.97559
2020-10-26,3.0977
2020-10-27,3.24078
2020-10-28,6.89577
2020-10-29,4.53358
2020-10-30,6.32593
2020-10-31,4.45576
2020-11-01,2.78642
2020-11-02,3.4391
2020-11-03,4.45827
2020-11-04,4.24992
2020-11-05,6.18787
2020-11-06,5.00301
2020-11-07,3.173
2020-11-08,4.67165
2020-11-09,7.26729
2020-11-10,5.31679
2020-11-11,4.54111
2020-11-12,3.83823
2020-11-13,2.50276
2020-11-14,2.28687
2020-11-15,2.37975
2020-11-16,3.52947
2020-11-17,3.04749
2020-11-18,3.07761
2020-11-19,3.56461
2020-11-20,2.87177
2020-11-21,2.12621
2020-11-22,2.31699
2020-11-23,3.76292
2020-11-24,5.77869
2020-11-25,4.62897
2020-11-26,4.09428
2020-11-27,5.63058
2020-11-28,3.48428
2020-11-29,3.05502
2020-11-30,4.16708
2020-12-01,8.0982
2020-12-02,8.63791
2020-12-03,5.98453
2020-12-04,5.14107
2020-12-05,4.01646
2020-12-06,4.72939
2020-12-07,6.44894
2020-12-08,6.35605
2020-12-09,5.33939
2020-12-10,10.1968
2020-12-11,8.37182
2020-12-12,4.30515
2020-12-13,9.54664
2020-12-14,8.80108
2020-12-15,10.0989
2020-12-16,7.32252
2020-12-17,7.76182
2020-12-18,6.28577
2020-12-19,5.50758
2020-12-20,5.27161
2020-12-21,8.20112
2020-12-22,5.38708
2020-12-23,4.24239
2020-12-24,3.59222
2020-12-25,2.50276
2020-12-26,2.76885
2020-12-27,33.81112
2020-12-28,5.31428
2020-12-29,6.29581
2020-12-30,5.87659
2020-12-31,4.28506
2021-01-01,5.85902
2021-01-02,32.20202
2021-01-03,5.26157
2021-01-04,10.42524
2021-01-05,10.90972
2021-01-06,8.81363
2021-01-07,17.67496
2021-01-08,18.54603
2021-01-09,100.0
2021-01-10,9.66462
2021-01-11,12.51129
2021-01-12,7.69655
2021-01-13,20.12501
2021-01-14,16.10352
2021-01-15,11.37915
2021-01-16,63.0259
2021-01-17,7.29992
2021-01-18,8.77347
2021-01-19,11.82347
2021-01-20,16.63319
2021-01-21,16.47504
2021-01-22,18.65649
2021-01-23,11.26117
2021-01-24,9.26297
2021-01-25,19.60036
2021-01-26,12.14981
2021-01-27,9.07721
2021-01-28,11.2461
2021-01-29,9.2454
2021-01-30,5.17622
2021-01-31,5.98453
2021-02-01,12.28034
2021-02-02,14.06265
2021-02-03,18.65147
2021-02-04,23.9758
2021-02-05,18.67908
2021-02-06,9.0998
2021-02-07,9.92318
2021-02-08,10.99507
2021-02-09,6.55688
2021-02-10,5.44984
2021-02-11,5.11346
2021-02-12,4.52605
2021-02-13,4.70679
2021-02-14,5.32684
2021-02-15,8.63791
2021-02-16,12.60668
2021-02-17,13.53047
2021-02-18,9.08474
2021-02-19,6.24058
2021-02-20,5.34441
2021-02-21,4.80469
2021-02-22,8.62034
2021-02-23,6.80038
2021-02-24,4.88
2021-02-25,5.93182
2021-02-26,4.4658
2021-02-27,3.23576
2021-02-28,5.14609
2021-03-01,8.7584
2021-03-02,25.98654
2021-03-03,39.69525
2021-03-04,16.94698
2021-03-05,10.59845
2021-03-06,12.38327
2021-03-07,10.33989
2021-03-08,8.11577
2021-03-09,6.26066
2021-03-10,4.74947
2021-03-11,9.61441
2021-03-12,18.23476
2021-03-13,5.16116
2021-03-14,4.8298
2021-03-15,8.86384
2021-03-16,7.88482
2021-03-17,7.73169
2021-03-18,7.50075
2021-03-19,6.31589
2021-03-20,4.01646
2021-03-21,3.66
2021-03-22,4.96033
2021-03-23,4.67667
2021-03-24,4.39301
2021-03-25,5.50758
2021-03-26,9.34581
2021-03-27,5.21638
2021-03-28,3.94366
2021-03-29,4.88502
2021-03-30,4.25494
2021-03-31,4.96535
2021-04-01,5.2214
2021-04-02,4.4884
2021-04-03,3.71523
2021-04-04,2.8542
2021-04-05,4.65408
2021-04-06,4.52103
2021-04-07,3.62737
2021-04-08,4.13194
2021-04-09,4.79716
2021-04-10,2.99979
2021-04-11,2.73119
2021-04-12,4.57877
2021-04-13,4.02148
2021-04-14,3.39893
2021-04-15,3.25835
2021-04-16,3.4391
2021-04-17,2.37724
2021-04-18,5.12852
2021-04-19,8.02791
2021-04-20,7.87729
2021-04-21,5.5126
2021-04-22,5.59042
2021-04-23,6.42885
2021-04-24,3.16547
2021-04-25,2.17642
2021-04-26,5.60548
2021-04-27,4.1721
2021-04-28,3.74284
2021-04-29,3.14288
2021-04-30,2.77387
2021-05-01,2.1237
2021-05-02,3.08514
2021-05-03,3.03745
2021-05-04,2.47263
2021-05-05,2.2216
2021-05-06,3.06506
2021-05-07,3.24329
2021-05-08,1.73712
2021-05-09,2.11115
2021-05-10,3.8784
2021-05-11,5.31428
2021-05-12,5.64062
2021-05-13,2.89185
2021-05-14,2.14881
2021-05-15,2.14378
2021-05-16,2.52033
2021-05-17,2.9772
2021-05-18,3.30103
2021-05-19,5.73099
2021-05-20,6.82046
2021-05-21,2.81905
2021-05-22,1.69946
2021-05-23,2.00321
2021-05-24,3.18807
2021-05-25,4.02148
2021-05-26,4.07169
2021-05-27,5.44733
2021-05-28,4.60889
2021-05-29,5.64313
2021-05-30,4.58881
2021-05-31,7.38025
2021-06-01,7.23466
2021-06-02,5.85651
2021-06-03,7.07149
2021-06-04,6.33346
2021-06-05,3.82317
2021-06-06,3.6851
2021-06-07,7.03383
2021-06-08,6.4414
2021-06-09,7.54844
2021-06-10,20.29822
2021-06-11,27.81403
2021-06-12,10.56581
2021-06-13,8.92659
2021-06-14,10.82437
2021-06-15,11.4168
2021-06-16,9.41108
2021-06-17,8.00783
2021-06-18,5.63309
2021-06-19,3.39642
2021-06-20,7.48067
2021-06-21,5.12852
2021-06-22,6.04227
2021-06-23,6.10252
2021-06-24,5.48247
2021-06-25,3.79054
2021-06-26,2.39983
2021-06-27,6.36108
2021-06-28,6.09498
2021-06-29,4.57375
2021-06-30,4.90009
2021-07-01,4.98293
2021-07-02,4.10683
2021-07-03,2.6835
2021-07-04,11.3415
2021-07-05,6.91836
2021-07-06,8.01787
2021-07-07,5.00803
2021-07-08,4.17712
2021-07-09,3.48428
2021-07-10,2.42745
2021-07-11,4.16708
2021-07-12,4.5135
2021-07-13,5.33186
2021-07-14,5.92931
2021-07-15,6.4891
2021-07-16,7.06647
2021-07-17,4.74696
2021-07-18,6.04729
2021-07-19,8.54754
2021-07-20,8.95672
2021-07-21,11.67787
2021-07-22,5.77116
2021-07-23,5.5377
2021-07-24,6.90581
2021-07-25,8.34672
2021-07-26,6.18535
2021-07-27,7.37774
2021-07-28,4.70428
2021-07-29,4.52103
2021-07-30,3.21819
2021-07-31,2.48016
2021-08-01,4.12189
2021-08-02,3.80811
2021-08-03,4.06416
2021-08-04,3.99387
2021-08-05,5.24651
2021-08-06,8.06054
2021-08-07,4.64655
2021-08-08,9.48137
2021-08-09,8.19108
2021-08-10,6.23556
2021-08-11,6.21548
2021-08-12,5.04317
2021-08-13,6.61461
2021-08-14,5.90169
2021-08-15,6.59453
2021-08-16,6.08745
2021-08-17,5.72597
2021-08-18,5.37202
2021-08-19,4.32774
2021-08-20,5.03062
2021-08-21,4.84988
2021-08-22,4.12943
2021-08-23,5.65819
2021-08-24,7.40285
2021-08-25,9.21779
2021-08-26,10.27964
2021-08-27,22.19349
2021-08-28,14.48689
2021-08-29,12.91796
2021-08-30,24.55818
2021-08-31,29.94527
2021-09-01,28.94366
2021-09-02,24.55818
2021-09-03,21.44291
2021-09-04,8.40696
2021-09-05,17.15031
2021-09-06,21.77427
2021-09-07,35.21688
2021-09-08,68.21719
2021-09-09,56.19791
2021-09-10,18.6113
2021-09-11,10.42524
2021-09-12,13.86685
2021-09-13,22.47715
2021-09-14,16.07591
2021-09-15,16.09097
2021-09-16,14.61743
2021-09-17,16.22652
2021-09-18,11.14318
2021-09-19,7.44552
2021-09-20,9.57425
2021-09-21,7.13676
2021-09-22,8.76594
2021-09-23,13.39993
2021-09-24,11.61261
2021-09-25,7.18696
2021-09-26,6.66984
2021-09-27,10.16919
2021-09-28,10.58841
2021-09-29,8.85882
2021-09-30,8.01536
2021-10-01,6.14268
2021-10-02,3.85831
2021-10-03,3.99638
2021-10-04,6.26066
2021-10-05,6.79787
2021-10-06,7.27733
2021-10-07,22.09057
2021-10-08,30.23646
2021-10-09,7.92499
2021-10-10,6.08745
2021-10-11,9.67968
2021-10-12,8.89396
2021-10-13,7.18947
2021-10-14,10.27964
2021-10-15,7.17441
2021-10-16,3.84576
2021-10-17,4.29008
2021-10-18,6.52424
2021-10-19,10.92228
2021-10-20,11.08796
2021-10-21,8.76594
2021-10-22,5.20634
2021-10-23,3.22823
2021-10-24,3.54202
2021-10-25,6.20293
2021-10-26,8.48227
2021-10-27,6.65729
2021-10-28,6.99116
2021-10-29,4.80971
2021-10-30,3.08012
2021-10-31,3.79305
2021-11-01,5.21889
2021-11-02,5.94688
2021-11-03,5.84898
2021-11-04,6.87066
2021-11-05,5.62807
2021-11-06,4.05914
2021-11-07,5.41972
2021-11-08,5.52766
2021-11-09,6.89326
2021-11-10,6.66733
2021-11-11,7.21206
2021-11-12,4.96535
2021-11-13,3.96877
2021-11-14,39.2685
2021-11-15,14.68269
2021-11-16,8.26639
2021-11-17,7.13425
2021-11-18,6.15272
2021-11-19,5.50005
2021-11-20,3.93864
2021-11-21,3.45165
2021-11-22,4.48589
2021-11-23,3.58218
2021-11-24,3.6349
2021-11-25,5.48498
2021-11-26,12.62676
2021-11-27,6.91585
2021-11-28,2.70107
2021-11-29,3.90601
2021-11-30,4.36288
2021-12-01,3.50436
2021-12-02,3.76041
2021-12-03,5.82136
2021-12-04,2.04588
2021-12-05,2.3923
2021-12-06,3.11276
2021-12-07,4.75951
2021-12-08,4.98544
2021-12-09,4.5612
2021-12-10,3.24078
2021-12-11,2.30444
2021-12-12,2.9772
2021-12-13,3.32613
2021-12-14,2.34461
2021-12-15,2.89687
2021-12-16,4.76704
2021-12-17,2.61823
2021-12-18,1.55889
2021-12-19,1.57395
2021-12-20,2.36971
2021-12-21,3.61733
2021-12-22,5.4649
2021-12-23,3.57465
2021-12-24,3.74033
2021-12-25,2.05341
2021-12-26,3.9286
2021-12-27,3.10523
2021-12-28,15.83241
2021-12-29,6.3435
2021-12-30,3.59724
2021-12-31,2.02329
2022-01-01,4.33527
2022-01-02,3.4642
2022-01-03,3.77547
2022-01-04,3.16045
2022-01-05,2.53288
2022-01-06,2.67597
2022-01-07,2.08354
2022-01-08,1.63922
2022-01-09,1.92539
2022-01-10,2.24671
2022-01-11,2.28436
2022-01-12,2.64082
2022-01-13,2.21909
2022-01-14,2.6835
2022-01-15,2.60066
2022-01-16,11.77076
2022-01-17,6.26066
2022-01-18,2.73872
2022-01-19,3.79054
2022-01-20,3.27342
2022-01-21,2.01325
2022-01-22,1.28526
2022-01-23,1.18736
2022-01-24,1.69946
2022-01-25,2.14881
2022-01-26,1.69946
2022-01-27,2.12872
2022-01-28,1.59905
2022-01-29,0.90872
2022-01-30,0.80078
2022-01-31,1.04177
2022-02-01,1.40074
2022-02-02,1.54633
2022-02-03,4.83231
2022-02-04,4.40305
2022-02-05,2.57304
2022-02-06,1.94045
2022-02-07,2.59062
2022-02-08,3.28848
2022-02-09,2.59062
2022-02-10,2.15634
2022-02-11,1.64675
2022-02-12,1.23757
2022-02-13,1.20494
2022-02-14,1.48609
2022-02-15,1.33547
2022-02-16,1.80238
2022-02-17,1.89778
2022-02-18,1.49362
2022-02-19,1.3179
2022-02-20,1.18987
2022-02-21,1.3907
2022-02-22,1.25514
2022-02-23,1.49864
2022-02-24,2.45004
2022-02-25,2.27432
2022-02-26,1.0995
2022-02-27,1.10954
2022-02-28,1.98815
2022-03-01,1.87016
2022-03-02,2.51782
2022-03-03,2.07601
2022-03-04,1.66181
2022-03-05,1.06436
2022-03-06,1.30033
2022-03-07,1.38317
2022-03-08,1.67938
2022-03-09,1.74967
2022-03-10,2.05592
2022-03-11,2.51782
2022-03-12,1.89025
2022-03-13,1.65177
2022-03-14,2.89687
2022-03-15,3.55206
2022-03-16,2.27181
2022-03-17,2.32453
2022-03-18,2.31197
2022-03-19,1.43839
2022-03-20,3.1956
2022-03-21,2.72366
2022-03-22,2.18646
2022-03-23,2.5379
2022-03-24,3.4893
2022-03-25,2.41741
2022-03-26,1.54131
2022-03-27,2.22662
2022-03-28,2.32202
2022-03-29,1.93794
2022-03-30,11.20092
2022-03-31,8.57264
2022-04-01,5.54272
2022-04-02,1.65428
2022-04-03,2.44753
2022-04-04,2.71613
2022-04-05,3.19811
2022-04-06,2.20905
2022-04-07,2.04337
2022-04-08,2.22913
2022-04-09,1.71703
2022-04-10,1.59152
2022-04-11,2.24671
2022-04-12,1.79987
2022-04-13,1.80992
2022-04-14,3.5872
2022-04-15,2.01576
2022-04-16,1.85761
2022-04-17,1.59403
2022-04-18,2.83663
2022-04-19,2.88432
2022-04-20,2.99226
2022-04-21,2.67346
2022-04-22,1.76222
2022-04-23,1.20745
2022-04-24,1.33547
2022-04-25,1.58901
2022-04-26,1.87016
2022-04-27,2.03333
2022-04-28,1.7095
2022-04-29,1.76473
2022-04-30,0.9765
2022-05-01,1.24761
2022-05-02,1.76724
2022-05-03,2.49523
2022-05-04,5.26408
2022-05-05,2.92198
2022-05-06,11.31639
2022-05-07,3.97881
2022-05-08,4.12441
2022-05-09,4.99799
2022-05-10,3.2935
2022-05-11,3.31609
2022-05-12,2.45757
2022-05-13,2.43749
2022-05-14,3.33868
2022-05-15,4.50848
2022-05-16,3.06255
2022-05-17,2.8542
2022-05-18,3.0751
2022-05-19,2.90691
2022-05-20,2.79897
2022-05-21,1.61662
2022-05-22,2.17642
2022-05-23,2.87679
2022-05-24,7.13927
2022-05-25,5.45235
2022-05-26,2.52033
2022-05-27,1.97308
2022-05-28,1.21498
2022-05-29,1.23506
2022-05-30,3.15041
2022-05-31,2.58309
2022-06-01,2.13625
2022-06-02,2.61321
2022-06-03,2.27432
2022-06-04,1.41329
2022-06-05,1.25514
2022-06-06,1.67185
2022-06-07,2.16387
2022-06-08,4.47334
2022-06-09,2.44753
2022-06-10,1.63922
2022-06-11,0.8309
2022-06-12,1.05683
2022-06-13,1.23757
2022-06-14,1.36559
2022-06-15,1.52123
2022-06-16,1.16979
2022-06-17,1.36308
2022-06-18,1.0744
2022-06-19,0.72045
2022-06-20,1.39572
2022-06-21,1.96304
2022-06-22,1.53378
2022-06-23,1.45345
2022-06-24,0.99156
2022-06-25,0.69033
