date,주식거래시간
2020-03-20,40.48513
2020-03-21,7.41373
2020-03-22,4.32183
2020-03-23,37.25657
2020-03-24,24.86334
2020-03-25,43.12435
2020-03-26,39.75059
2020-03-27,49.07755
2020-03-28,7.03792
2020-03-29,5.22719
2020-03-30,30.05637
2020-03-31,27.42569
2020-04-01,30.56884
2020-04-02,22.72804
2020-04-03,21.49812
2020-04-04,3.99726
2020-04-05,2.81858
2020-04-06,21.37
2020-04-07,23.22343
2020-04-08,21.45541
2020-04-09,19.79842
2020-04-10,19.26033
2020-04-11,3.97164
2020-04-12,3.10044
2020-04-13,17.91937
2020-04-14,14.05876
2020-04-15,4.85992
2020-04-16,13.22172
2020-04-17,16.19405
2020-04-18,3.03211
2020-04-19,3.44209
2020-04-20,18.86744
2020-04-21,16.56132
2020-04-22,17.71438
2020-04-23,15.89511
2020-04-24,14.9812
2020-04-25,2.45131
2020-04-26,2.06696
2020-04-27,12.74342
2020-04-28,12.73488
2020-04-29,12.88862
2020-04-30,4.90263
2020-05-01,4.6891
2020-05-02,1.53741
2020-05-03,1.86197
2020-05-04,12.80321
2020-05-05,2.02425
2020-05-06,11.28288
2020-05-07,9.44653
2020-05-08,9.75401
2020-05-09,1.45199
2020-05-10,1.28971
2020-05-11,10.71916
2020-05-12,9.21592
2020-05-13,10.91561
2020-05-14,11.72702
2020-05-15,12.20532
2020-05-16,1.65698
2020-05-17,1.25555
2020-05-18,10.56542
2020-05-19,13.81106
2020-05-20,11.56474
2020-05-21,12.18824
2020-05-22,11.59036
2020-05-23,1.47762
2020-05-24,1.2043
2020-05-25,10.30919
2020-05-26,10.79603
2020-05-27,12.04304
2020-05-28,10.24086
2020-05-29,11.0181
2020-05-30,1.92176
2020-05-31,1.22138
2020-06-01,10.86436
2020-06-02,12.35052
2020-06-03,14.34916
2020-06-04,12.51281
2020-06-05,11.85514
2020-06-06,2.04133
2020-06-07,1.32388
2020-06-08,12.93132
2020-06-09,12.52989
2020-06-10,10.55688
2020-06-11,12.37615
2020-06-12,16.54424
2020-06-13,1.81072
2020-06-14,1.63136
2020-06-15,14.81038
2020-06-16,16.9713
2020-06-17,14.72497
2020-06-18,12.3249
2020-06-19,12.49572
2020-06-20,2.29757
2020-06-21,1.96446
2020-06-22,13.05944
2020-06-23,10.94123
2020-06-24,12.58114
2020-06-25,12.83737
2020-06-26,10.55688
2020-06-27,1.81926
2020-06-28,1.28117
2020-06-29,9.25008
2020-06-30,9.32695
2020-07-01,10.48001
2020-07-02,14.63956
2020-07-03,13.05944
2020-07-04,1.70823
2020-07-05,1.35804
2020-07-06,11.14622
2020-07-07,12.39323
2020-07-08,9.66006
2020-07-09,10.7277
2020-07-10,10.62521
2020-07-11,2.25486
2020-07-12,1.67406
2020-07-13,11.53057
2020-07-14,10.47147
2020-07-15,11.70994
2020-07-16,9.8138
2020-07-17,10.08711
2020-07-18,1.96446
2020-07-19,1.33242
2020-07-20,10.84728
2020-07-21,12.73488
2020-07-22,13.91356
2020-07-23,13.71711
2020-07-24,16.37341
2020-07-25,2.73317
2020-07-26,2.43423
2020-07-27,14.89579
2020-07-28,14.91288
2020-07-29,13.81106
2020-07-30,12.52135
2020-07-31,13.93918
2020-08-01,2.37444
2020-08-02,1.59719
2020-08-03,13.93064
2020-08-04,13.97335
2020-08-05,15.13495
2020-08-06,14.71643
2020-08-07,15.59617
2020-08-08,2.70755
2020-08-09,2.43423
2020-08-10,16.83464
2020-08-11,16.18551
2020-08-12,14.74205
2020-08-13,15.0837
2020-08-14,14.46873
2020-08-15,2.50256
2020-08-16,1.48616
2020-08-17,5.22719
2020-08-18,15.02391
2020-08-19,13.4865
2020-08-20,15.16057
2020-08-21,13.75128
2020-08-22,2.34028
2020-08-23,1.60573
2020-08-24,14.27229
2020-08-25,12.97403
2020-08-26,14.37478
2020-08-27,15.05807
2020-08-28,14.16979
2020-08-29,2.90399
2020-08-30,1.87905
2020-08-31,17.04817
2020-09-01,14.66518
2020-09-02,14.11001
2020-09-03,13.52066
2020-09-04,19.6276
2020-09-05,3.3823
2020-09-06,2.2634
2020-09-07,16.48445
2020-09-08,16.39904
2020-09-09,16.63819
2020-09-10,21.16501
2020-09-11,18.11581
2020-09-12,2.66484
2020-09-13,2.12675
2020-09-14,15.04953
2020-09-15,12.89716
2020-09-16,12.56405
2020-09-17,11.60744
2020-09-18,11.00956
2020-09-19,2.06696
2020-09-20,1.39221
2020-09-21,9.67714
2020-09-22,10.69354
2020-09-23,10.2921
2020-09-24,11.09497
2020-09-25,10.36897
2020-09-26,2.04988
2020-09-27,1.4947
2020-09-28,9.49777
2020-09-29,10.56542
2020-09-30,1.88759
2020-10-01,1.42637
2020-10-02,1.43491
2020-10-03,0.83703
2020-10-04,1.18722
2020-10-05,10.01024
2020-10-06,8.66928
2020-10-07,7.82371
2020-10-08,9.49777
2020-10-09,2.40006
2020-10-10,1.48616
2020-10-11,1.27263
2020-10-12,10.07857
2020-10-13,9.25862
2020-10-14,8.28493
2020-10-15,9.53194
2020-10-16,8.43867
2020-10-17,1.86197
2020-10-18,0.96515
2020-10-19,7.08062
2020-10-20,7.08916
2020-10-21,6.62794
2020-10-22,6.23505
2020-10-23,7.08062
2020-10-24,1.22138
2020-10-25,1.29825
2020-10-26,8.27639
2020-10-27,6.02152
2020-10-28,6.79022
2020-10-29,7.70413
2020-10-30,9.77109
2020-10-31,1.22138
2020-11-01,1.06764
2020-11-02,6.14964
2020-11-03,6.01298
2020-11-04,6.79877
2020-11-05,9.3782
2020-11-06,8.68636
2020-11-07,1.19576
2020-11-08,1.40929
2020-11-09,9.00239
2020-11-10,12.80321
2020-11-11,10.24086
2020-11-12,9.59173
2020-11-13,9.84796
2020-11-14,1.82781
2020-11-15,1.39221
2020-11-16,12.37615
2020-11-17,13.57191
2020-11-18,10.4373
2020-11-19,10.03587
2020-11-20,9.30133
2020-11-21,1.72531
2020-11-22,1.63136
2020-11-23,11.49641
2020-11-24,11.11206
2020-11-25,12.01742
2020-11-26,10.41168
2020-11-27,10.82166
2020-11-28,2.44277
2020-11-29,1.88759
2020-11-30,14.57977
2020-12-01,12.66655
2020-12-02,13.00819
2020-12-03,52.02425
2020-12-04,12.66655
2020-12-05,2.76733
2020-12-06,2.75025
2020-12-07,15.28015
2020-12-08,13.26443
2020-12-09,12.20532
2020-12-10,12.99965
2020-12-11,12.79467
2020-12-12,2.92962
2020-12-13,2.18653
2020-12-14,13.05944
2020-12-15,10.8729
2020-12-16,10.42876
2020-12-17,11.92347
2020-12-18,13.34984
2020-12-19,3.05773
2020-12-20,2.64776
2020-12-21,14.9812
2020-12-22,14.19542
2020-12-23,12.48718
2020-12-24,13.69149
2020-12-25,3.74957
2020-12-26,2.67338
2020-12-27,3.08336
2020-12-28,20.3536
2020-12-29,17.57772
2020-12-30,19.46532
2020-12-31,14.70789
2021-01-01,2.28903
2021-01-02,2.34882
2021-01-03,3.62999
2021-01-04,57.9262
2021-01-05,20.32798
2021-01-06,19.90946
2021-01-07,19.50802
2021-01-08,29.76597
2021-01-09,9.06217
2021-01-10,6.26067
2021-01-11,34.58319
2021-01-12,21.2248
2021-01-13,19.85821
2021-01-14,18.93577
2021-01-15,19.918
2021-01-16,3.98018
2021-01-17,2.34028
2021-01-18,18.32934
2021-01-19,18.31226
2021-01-20,20.19986
2021-01-21,20.90878
2021-01-22,21.08814
2021-01-23,4.43286
2021-01-24,2.92107
2021-01-25,19.02972
2021-01-26,17.48377
2021-01-27,16.27946
2021-01-28,16.83464
2021-01-29,18.54287
2021-01-30,3.25418
2021-01-31,2.38298
2021-02-01,13.28151
2021-02-02,11.89784
2021-02-03,13.02528
2021-02-04,12.27365
2021-02-05,12.64092
2021-02-06,3.30543
2021-02-07,2.699
2021-02-08,13.43525
2021-02-09,12.46156
2021-02-10,15.92073
2021-02-11,3.56166
2021-02-12,2.28049
2021-02-13,3.03211
2021-02-14,3.22002
2021-02-15,18.29518
2021-02-16,17.23607
2021-02-17,16.22822
2021-02-18,15.29723
2021-02-19,14.36624
2021-02-20,3.17731
2021-02-21,2.30611
2021-02-22,14.22104
2021-02-23,12.74342
2021-02-24,11.13768
2021-02-25,14.30645
2021-02-26,18.37205
2021-02-27,2.70755
2021-02-28,2.15237
2021-03-01,3.48479
2021-03-02,13.10215
2021-03-03,10.57396
2021-03-04,11.48787
2021-03-05,11.18038
2021-03-06,2.57089
2021-03-07,1.76802
2021-03-08,11.80389
2021-03-09,10.07003
2021-03-10,12.52135
2021-03-11,10.35189
2021-03-12,12.0345
2021-03-13,3.01503
2021-03-14,2.09258
2021-03-15,11.80389
2021-03-16,11.09497
2021-03-17,11.43662
2021-03-18,15.24598
2021-03-19,17.74854
2021-03-20,3.22002
2021-03-21,2.15237
2021-03-22,11.83805
2021-03-23,10.48855
2021-03-24,10.685
2021-03-25,8.72053
2021-03-26,10.04441
2021-03-27,2.49402
2021-03-28,1.93884
2021-03-29,11.89784
2021-03-30,9.06217
2021-03-31,10.07857
2021-04-01,10.12128
2021-04-02,10.65937
2021-04-03,2.34028
2021-04-04,1.86197
2021-04-05,11.20601
2021-04-06,10.51417
2021-04-07,10.22377
2021-04-08,10.27502
2021-04-09,10.85582
2021-04-10,2.34028
2021-04-11,2.14383
2021-04-12,11.73556
2021-04-13,10.93269
2021-04-14,11.36829
2021-04-15,13.83669
2021-04-16,12.45302
2021-04-17,2.52818
2021-04-18,1.80218
2021-04-19,11.37683
2021-04-20,10.31773
2021-04-21,11.411
2021-04-22,11.07789
2021-04-23,12.52135
2021-04-24,2.699
2021-04-25,1.89613
2021-04-26,11.53911
2021-04-27,10.62521
2021-04-28,12.04304
2021-04-29,11.11206
2021-04-30,11.00102
2021-05-01,1.95592
2021-05-02,1.61428
2021-05-03,9.65152
2021-05-04,8.29347
2021-05-05,2.43423
2021-05-06,8.89135
2021-05-07,8.4045
2021-05-08,1.63136
2021-05-09,1.19576
2021-05-10,9.45507
2021-05-11,15.97198
2021-05-12,12.00888
2021-05-13,11.7441
2021-05-14,10.27502
2021-05-15,1.98155
2021-05-16,1.58865
2021-05-17,9.11342
2021-05-18,8.19098
2021-05-19,2.75025
2021-05-20,7.99453
2021-05-21,7.44789
2021-05-22,1.52886
2021-05-23,1.32388
2021-05-24,7.19166
2021-05-25,6.37171
2021-05-26,6.97813
2021-05-27,9.0878
2021-05-28,7.37956
2021-05-29,1.31533
2021-05-30,0.85411
2021-05-31,8.37034
2021-06-01,8.24222
2021-06-02,8.26785
2021-06-03,7.97745
2021-06-04,9.26716
2021-06-05,2.02425
2021-06-06,1.40075
2021-06-07,9.65152
2021-06-08,9.26716
2021-06-09,8.13973
2021-06-10,8.29347
2021-06-11,8.95968
2021-06-12,1.52886
2021-06-13,1.03348
2021-06-14,9.5661
2021-06-15,8.3618
2021-06-16,7.71267
2021-06-17,7.38811
2021-06-18,9.11342
2021-06-19,1.44345
2021-06-20,1.15305
2021-06-21,8.88281
2021-06-22,8.00307
2021-06-23,8.89135
2021-06-24,9.79672
2021-06-25,7.80662
2021-06-26,1.40929
2021-06-27,1.17014
2021-06-28,8.09702
2021-06-29,7.19166
2021-06-30,6.59378
2021-07-01,6.21797
2021-07-02,7.6358
2021-07-03,1.17014
2021-07-04,0.9139
2021-07-05,7.23436
2021-07-06,7.2002
2021-07-07,7.22582
2021-07-08,8.46429
2021-07-09,8.59241
2021-07-10,1.42637
2021-07-11,0.93952
2021-07-12,6.60232
2021-07-13,5.93611
2021-07-14,6.51691
2021-07-15,6.77314
2021-07-16,8.22514
2021-07-17,1.35804
2021-07-18,0.71745
2021-07-19,6.49982
2021-07-20,6.28629
2021-07-21,6.83293
2021-07-22,5.95319
2021-07-23,6.53399
2021-07-24,1.16159
2021-07-25,0.81141
2021-07-26,5.82507
2021-07-27,6.32046
2021-07-28,5.92757
2021-07-29,5.03074
2021-07-30,6.02152
2021-07-31,0.97369
2021-08-01,0.67475
2021-08-02,4.80867
2021-08-03,5.83361
2021-08-04,6.06422
2021-08-05,6.60232
2021-08-06,14.59685
2021-08-07,1.60573
2021-08-08,0.86265
2021-08-09,11.9918
2021-08-10,10.30064
2021-08-11,9.4209
2021-08-12,9.63443
2021-08-13,12.00034
2021-08-14,2.04988
2021-08-15,1.4947
2021-08-16,4.84284
2021-08-17,9.71984
2021-08-18,7.08916
2021-08-19,8.6522
2021-08-20,8.38742
2021-08-21,1.25555
2021-08-22,1.01639
2021-08-23,5.73966
2021-08-24,6.95251
2021-08-25,6.22651
2021-08-26,5.59446
2021-08-27,6.07277
2021-08-28,1.39221
2021-08-29,1.27263
2021-08-30,6.43149
2021-08-31,7.2002
2021-09-01,7.42227
2021-09-02,6.59378
2021-09-03,6.45712
2021-09-04,1.26409
2021-09-05,0.97369
2021-09-06,5.81653
2021-09-07,5.28698
2021-09-08,6.21797
2021-09-09,6.85001
2021-09-10,6.78168
2021-09-11,1.17868
2021-09-12,0.85411
2021-09-13,5.15032
2021-09-14,4.79159
2021-09-15,5.1247
2021-09-16,5.08199
2021-09-17,8.15681
